year, IPSL-CM6A-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, CNRM-ESM2-1, GFDL-ESM4, CanESM5, CESM2-WACCM, EC-Earth3-Veg, NorESM2-MM, MIROC-ES2L, NorESM2-LM
2.001000000000000000e+03, 1.308803259189578760e+01, 9.572712347752851514e+00, 1.091470121091862211e+01, 5.097667371678566184e+01, 1.499640556791259627e+00, 6.322779638262266388e+01, 4.985636507679866014e+01, 1.577238128612625800e+01, 7.872894018994872845e+00, 1.500752482301646218e+01, 7.912060691649862143e+00, 5.973926040283039640e+01, 6.422066057319144150e+00
2.002000000000000000e+03, 1.318895265266909966e+01, 9.363279956610648824e+00, 1.082531462126243404e+01, 5.099106249333794949e+01, 1.527716664147698467e+00, 6.315083048976915592e+01, 4.984683077008438801e+01, 1.545095753776625891e+01, 7.786249642412517602e+00, 1.547759549941758905e+01, 7.981577623508378849e+00, 5.987216251816140300e+01, 6.571678143212316137e+00
2.003000000000000000e+03, 1.318383664602819572e+01, 9.201523528344537795e+00, 1.077490096859096980e+01, 5.105124516053228234e+01, 1.612042639472573535e+00, 6.313735503149420936e+01, 4.984629525693694774e+01, 1.541917886776120561e+01, 7.838584595830268675e+00, 1.587287828546195811e+01, 7.907815605009060000e+00, 5.999013427608811355e+01, 6.638511513787337393e+00
2.004000000000000000e+03, 1.324957620915583334e+01, 9.308728277857481359e+00, 1.075820929955747118e+01, 5.109024918241184565e+01, 1.539167887207580465e+00, 6.325208209419342609e+01, 4.985511991454726655e+01, 1.553554375659652642e+01, 7.827901906042411539e+00, 1.564574732207810470e+01, 7.749554906557335698e+00, 6.007226805926341484e+01, 6.622385177158397696e+00
2.005000000000000000e+03, 1.329317139320312613e+01, 9.242266252528290593e+00, 1.093521372264566160e+01, 5.107661653937405077e+01, 1.458384473971852779e+00, 6.329395573888998427e+01, 4.996684215367482551e+01, 1.558840930730947427e+01, 7.957163742873621715e+00, 1.550562507935817536e+01, 7.780006183629870620e+00, 5.999974777873972442e+01, 6.575987947873056072e+00
2.006000000000000000e+03, 1.330495831754690528e+01, 9.240026746411345471e+00, 1.097062980786964026e+01, 5.107719417346547885e+01, 1.465045692703309310e+00, 6.342528979051881066e+01, 5.004588793086936960e+01, 1.543274326451787459e+01, 8.205074358483011920e+00, 1.544377525569753828e+01, 7.877966635984860133e+00, 5.994328094728974321e+01, 6.539657376516973208e+00
2.007000000000000000e+03, 1.334333787350992218e+01, 9.442412257118927954e+00, 1.098919711058335480e+01, 5.115794936031829820e+01, 1.535917961878227267e+00, 6.356458394656865352e+01, 5.004965974248472094e+01, 1.551849016255393465e+01, 8.313931760188037146e+00, 1.522495817417407160e+01, 8.047986934407914461e+00, 6.013542421162114238e+01, 6.594939444427723174e+00
2.008000000000000000e+03, 1.338105178675946760e+01, 9.691108434520536719e+00, 1.109715199823586929e+01, 5.117059344398657572e+01, 1.549231455165062776e+00, 6.385190678122342689e+01, 5.008443669191311898e+01, 1.553430555051029671e+01, 8.420373024474267609e+00, 1.491522417692099722e+01, 8.256674845288120679e+00, 6.027310710177589925e+01, 6.688807584288904984e+00
2.009000000000000000e+03, 1.343652169124718654e+01, 9.858454967885300846e+00, 1.114805488870177719e+01, 5.127783902543149708e+01, 1.541996767858996975e+00, 6.407068263061684377e+01, 5.003878535713328546e+01, 1.577553805364108896e+01, 8.352464442984745219e+00, 1.487634704619832959e+01, 8.276283027965536832e+00, 6.036017117554857236e+01, 6.745357602066826885e+00
2.010000000000000000e+03, 1.353229530074187359e+01, 9.643757248346659594e+00, 1.127624379853516778e+01, 5.140813072719821264e+01, 1.495823489728846711e+00, 6.421236117465191739e+01, 5.009452313107692589e+01, 1.570547453254147818e+01, 8.305980047151797052e+00, 1.517654883134434662e+01, 8.347710439369240731e+00, 6.045472802758084896e+01, 6.826719594934290036e+00
2.011000000000000000e+03, 1.362918176539238857e+01, 9.363203779338975963e+00, 1.135369988307385647e+01, 5.149248168884000165e+01, 1.561951722370111817e+00, 6.443645781280916651e+01, 5.019055216420937171e+01, 1.566023357906844282e+01, 8.304832524631171609e+00, 1.560232481501466495e+01, 8.478034369610737642e+00, 6.055441438866510140e+01, 6.871080677586298258e+00
2.012000000000000000e+03, 1.365264333613952097e+01, 9.473934807365267829e+00, 1.143155863138731654e+01, 5.159098301847812706e+01, 1.561708008653926338e+00, 6.446746862404707201e+01, 5.028780535488811410e+01, 1.553854175613949806e+01, 8.363716416919553254e+00, 1.532445658013492285e+01, 8.516792767413251752e+00, 6.077540436137738311e+01, 6.880210671257501964e+00
2.013000000000000000e+03, 1.367649088510298050e+01, 9.510164864097090387e+00, 1.150089940873596994e+01, 5.169338992034321478e+01, 1.480235359689223706e+00, 6.445913837515071521e+01, 5.023112582779646829e+01, 1.554313649459212066e+01, 8.410931309794452915e+00, 1.538320218299317688e+01, 8.475113284730248608e+00, 6.084551013469263836e+01, 6.889576972659762433e+00
2.014000000000000000e+03, 1.375015896933452453e+01, 9.786065981453603513e+00, 1.162834965115703945e+01, 5.178816025270347012e+01, 1.531019020870697744e+00, 6.466856396881763658e+01, 5.026186600754111566e+01, 1.532660696703849368e+01, 8.493357598288811872e+00, 1.594797209496551105e+01, 8.434407947134683781e+00, 6.085677862939973437e+01, 6.914257224452589057e+00
