year, TaiESM1, MPI-ESM1-2-LR, CNRM-ESM2-1, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-LM, ACCESS-ESM1-5, GFDL-ESM4, EC-Earth3-Veg, NorESM2-MM, CMCC-CM2-SR5, CanESM5
1.991000000000000000e+03, 6.508350304415895948e+01, 1.263225141625207897e+02, 3.904026076834155106e+02, 3.500629560991069411e+02, 6.099739063739335734e+02, 6.390073222042175161e+01, 2.434273837198620924e+02, 9.940374474245472811e+02, 1.947894152379779200e+02, 9.210568927416149165e+01, 3.209604641451277303e+02, 5.953850849227400204e+02, 8.606986382445029449e+02, 2.381539379392316960e+02
1.992000000000000000e+03, 6.510816196439014902e+01, 1.262691973034138613e+02, 3.905472005973440446e+02, 3.500901345584344995e+02, 6.099317298915947276e+02, 6.401606492073128152e+01, 2.434513045496051120e+02, 9.941421230125448574e+02, 1.948572419970986402e+02, 9.206004027195480433e+01, 3.209700143065219891e+02, 5.954445395536870365e+02, 8.606389730014549286e+02, 2.380207983055369425e+02
1.993000000000000000e+03, 6.514260518682810641e+01, 1.263337041434163552e+02, 3.907141402978144811e+02, 3.501594427071535165e+02, 6.099297789575551860e+02, 6.411025454420069991e+01, 2.434152260748488175e+02, 9.942212663750490265e+02, 1.949503173855322871e+02, 9.213332494362630598e+01, 3.209691120849071808e+02, 5.955150702802446858e+02, 8.606026202821113884e+02, 2.379138952667699698e+02
1.994000000000000000e+03, 6.517352649085330540e+01, 1.263172241466196084e+02, 3.908889950965314029e+02, 3.502838639751055325e+02, 6.099630812853951056e+02, 6.419457167484796400e+01, 2.436072401805205345e+02, 9.942734862707350203e+02, 1.950441207778337400e+02, 9.213616048101891920e+01, 3.210097863957901154e+02, 5.955535516574719850e+02, 8.605606160748329785e+02, 2.378312288057975650e+02
1.995000000000000000e+03, 6.516474571279692896e+01, 1.263824506492039035e+02, 3.910495701038526022e+02, 3.504447245842513325e+02, 6.100177188546849720e+02, 6.428206386873326039e+01, 2.437861872055937624e+02, 9.942875830443222185e+02, 1.951424041546359831e+02, 9.211951957951913528e+01, 3.210509913439680076e+02, 5.955809755876665577e+02, 8.605545287904129736e+02, 2.377475308641736547e+02
1.996000000000000000e+03, 6.516001539045878133e+01, 1.264110050960878198e+02, 3.912583552482170148e+02, 3.505430930118145056e+02, 6.100651442829596363e+02, 6.437533645787205216e+01, 2.438043723418335560e+02, 9.942758284300326750e+02, 1.952501929187817780e+02, 9.213604989849422111e+01, 3.210974085528729915e+02, 5.955855107590584794e+02, 8.605173962922896180e+02, 2.376356483911397390e+02
1.997000000000000000e+03, 6.518358372834705960e+01, 1.264666147054120557e+02, 3.914701660812003183e+02, 3.506390989589312994e+02, 6.100631650179168446e+02, 6.448570574306964431e+01, 2.439626482646333727e+02, 9.942453445786136399e+02, 1.953460309618508575e+02, 9.212596032212154284e+01, 3.211292782076388335e+02, 5.955733252614172670e+02, 8.604316648684739448e+02, 2.375629884477644396e+02
1.998000000000000000e+03, 6.519580002429127319e+01, 1.265008390991025067e+02, 3.916717813652989548e+02, 3.507636499060768074e+02, 6.100384623373050772e+02, 6.459416374351350498e+01, 2.441174070705242229e+02, 9.941960149173943364e+02, 1.954237780222170215e+02, 9.199310179036159241e+01, 3.210973556871836649e+02, 5.955711682131917541e+02, 8.603601790852151225e+02, 2.374932017047933925e+02
1.999000000000000000e+03, 6.520037535030664344e+01, 1.265963052994414255e+02, 3.918748591337135281e+02, 3.509334896550777216e+02, 6.100262573256127325e+02, 6.470911076037590703e+01, 2.442322272537280980e+02, 9.941029793123806257e+02, 1.954948091061300204e+02, 9.186780663176963913e+01, 3.210225886516238916e+02, 5.955998272669062317e+02, 8.602766363826447105e+02, 2.373978484561626203e+02
2.000000000000000000e+03, 6.522439351707835442e+01, 1.266402229312318042e+02, 3.920786092256137181e+02, 3.510819010891963785e+02, 6.100187985042656464e+02, 6.482378222468403806e+01, 2.443891578713380568e+02, 9.939499329201649971e+02, 1.955717597999394286e+02, 9.181081182532751939e+01, 3.209761641457068322e+02, 5.956364957225034686e+02, 8.601997830861120065e+02, 2.373091800678026573e+02
2.001000000000000000e+03, 6.521389428967248136e+01, 1.266337214463615908e+02, 3.923539488031486258e+02, 3.511482014235170936e+02, 6.100147455310044506e+02, 6.494647239634336700e+01, 2.444499330807386741e+02, 9.938443661606253272e+02, 1.956386552329237247e+02, 9.184928752394887397e+01, 3.210046193727534387e+02, 5.956462098052314786e+02, 8.601470082835384119e+02, 2.372401180136069456e+02
2.002000000000000000e+03, 6.521521250021019966e+01, 1.266815130721891478e+02, 3.925709808367653295e+02, 3.511605129910531105e+02, 6.099743328109793765e+02, 6.507713439383246623e+01, 2.445380275553157219e+02, 9.937842900478597130e+02, 1.956628689451502510e+02, 9.184440728854328029e+01, 3.210883343660158289e+02, 5.956767304218332129e+02, 8.600814019182067796e+02, 2.371471278130189830e+02
2.003000000000000000e+03, 6.526035943530224870e+01, 1.267111386726022459e+02, 3.926988995237991844e+02, 3.511527286390382301e+02, 6.099078620391840104e+02, 6.518986896591030700e+01, 2.446216595600274104e+02, 9.937628225930432109e+02, 1.956695915902466822e+02, 9.178985670409728925e+01, 3.212184316163836684e+02, 5.957074344678402440e+02, 8.599538543927902765e+02, 2.370204670194774508e+02
2.004000000000000000e+03, 6.531083329089067036e+01, 1.267940886536959795e+02, 3.928687957434381133e+02, 3.512219337416469216e+02, 6.098247346233274584e+02, 6.529964752745721057e+01, 2.447989693919592185e+02, 9.937459096630209388e+02, 1.956867280477514726e+02, 9.169093224732432645e+01, 3.213111015912130028e+02, 5.956865035337357313e+02, 8.598193690152261297e+02, 2.369046904052126763e+02
2.005000000000000000e+03, 6.529303489443022102e+01, 1.268613736964150860e+02, 3.930052520975274888e+02, 3.513352432306501214e+02, 6.097253638596075689e+02, 6.540988462045871188e+01, 2.450691945247848196e+02, 9.937069021756635721e+02, 1.957374000239166207e+02, 9.168249620678423639e+01, 3.213524470337846424e+02, 5.956551303383536151e+02, 8.596915969573177563e+02, 2.368552782727653607e+02
2.006000000000000000e+03, 6.526947995068326236e+01, 1.268875239404291335e+02, 3.931813755400572177e+02, 3.513973268077710941e+02, 6.096738756492426319e+02, 6.551204797533010549e+01, 2.453924814475570315e+02, 9.936665822678141922e+02, 1.958082224352484957e+02, 9.163883374868530041e+01, 3.213514081093783261e+02, 5.956331180542109678e+02, 8.595243704474004289e+02, 2.367863691457984032e+02
2.007000000000000000e+03, 6.526920987449054223e+01, 1.269934485023136830e+02, 3.933828881130752393e+02, 3.513816276204614724e+02, 6.096693556406974039e+02, 6.561350065421223121e+01, 2.454748407924121807e+02, 9.936310933121229709e+02, 1.958562626245334286e+02, 9.156013194857371218e+01, 3.213413772898961156e+02, 5.956177402954118634e+02, 8.593696890420239924e+02, 2.366877747570652843e+02
2.008000000000000000e+03, 6.530099406274004536e+01, 1.270093821655356123e+02, 3.935786857792419937e+02, 3.514066250392672259e+02, 6.096800699606974376e+02, 6.573249463950470783e+01, 2.456204202332196758e+02, 9.935935055190412868e+02, 1.959232637546494971e+02, 9.148335592710732556e+01, 3.213144026520351986e+02, 5.956387089169697902e+02, 8.592679921120543440e+02, 2.365956351718339192e+02
2.009000000000000000e+03, 6.532235330467473489e+01, 1.271151909180711641e+02, 3.938393916796871963e+02, 3.514790776990411700e+02, 6.096876249169699804e+02, 6.584007430738680000e+01, 2.457724132644713961e+02, 9.935492221631704979e+02, 1.960017738584331255e+02, 9.136776375573599296e+01, 3.212625695120066780e+02, 5.956816353481517581e+02, 8.592040575308767529e+02, 2.365127570402465551e+02
2.010000000000000000e+03, 6.530149308030530619e+01, 1.272272602205941752e+02, 3.940979561690098762e+02, 3.515862893601265569e+02, 6.096622375493362824e+02, 6.595731998030875332e+01, 2.460272300156770200e+02, 9.935222282158155167e+02, 1.960854011546475135e+02, 9.130124787993133850e+01, 3.212545377097644064e+02, 5.956946778555897026e+02, 8.591790377682197004e+02, 2.364605820761173618e+02
2.011000000000000000e+03, 6.529794158790318193e+01, 1.273082227626941574e+02, 3.943569928671679463e+02, 3.516808498258610030e+02, 6.096289888981058311e+02, 6.608988918214328123e+01, 2.461211742196946091e+02, 9.935232976031994667e+02, 1.961784054105238795e+02, 9.133563245867382818e+01, 3.213107998116630029e+02, 5.957360926606172598e+02, 8.590610110621604463e+02, 2.363956679454344396e+02
2.012000000000000000e+03, 6.535010543072415601e+01, 1.274042304886209678e+02, 3.946080302629714538e+02, 3.517514246859995524e+02, 6.096050911567760977e+02, 6.620578114707613793e+01, 2.463770012961717555e+02, 9.935044432395754939e+02, 1.962673688481839633e+02, 9.128751882314753630e+01, 3.213572776871553742e+02, 5.958091081390281261e+02, 8.589443254318563277e+02, 2.363379949593000902e+02
2.013000000000000000e+03, 6.535082670798992410e+01, 1.275075113197471950e+02, 3.948393035849079524e+02, 3.518208397140132888e+02, 6.096081943565785650e+02, 6.632104524815461843e+01, 2.466136563781565485e+02, 9.934877183080064924e+02, 1.963538572195180052e+02, 9.124689143624921428e+01, 3.213590632529176787e+02, 5.958877268173295079e+02, 8.588231820512368131e+02, 2.362349857365361743e+02
2.014000000000000000e+03, 6.533077525216582160e+01, 1.276175920715059533e+02, 3.950696977580605562e+02, 3.519418710338705978e+02, 6.096240635757492328e+02, 6.644777189043009002e+01, 2.467242476051202402e+02, 9.934698409034044744e+02, 1.964549696712595050e+02, 9.122951223630815321e+01, 3.213876089732730179e+02, 5.959193228140879910e+02, 8.587288884528436483e+02, 2.361258415963269215e+02
