year, CMCC-CM2-SR5, CanESM5, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, MPI-ESM1-2-LR, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1
1.974000000000000000e+03, 2.693784306124944692e+02, 2.686771504987355570e+02, 2.685802040538086430e+02, 2.680932082092371047e+02, 2.668488998171649200e+02, 2.673057348502661057e+02, 2.692760254905297188e+02, 2.683385664722185879e+02, 2.681149807249363448e+02, 2.682329919603079702e+02, 2.702762858432549820e+02, 2.698814925950532597e+02, 2.665506156596896403e+02, 2.654778875119969257e+02, 2.700520635190279108e+02, 2.665319366497601550e+02
1.975000000000000000e+03, 2.686515276640080288e+02, 2.699701261696702659e+02, 2.692329355758014344e+02, 2.684591810556875089e+02, 2.667217782262176229e+02, 2.672172023209777763e+02, 2.683693909962331645e+02, 2.677479776255945012e+02, 2.679307703942646413e+02, 2.688160925828537415e+02, 2.693780919035069701e+02, 2.684342945840426751e+02, 2.662080018925012155e+02, 2.656358040047368263e+02, 2.704169352979980658e+02, 2.675463555887263283e+02
1.976000000000000000e+03, 2.685368299681319968e+02, 2.692709207216150844e+02, 2.684744920729976343e+02, 2.688885470664914124e+02, 2.668003809929924728e+02, 2.666334662205082395e+02, 2.684409697847236771e+02, 2.691115851428151018e+02, 2.674701409790602042e+02, 2.689117682833981462e+02, 2.689474800620999417e+02, 2.681759118556610701e+02, 2.686217933559564699e+02, 2.651898700904014277e+02, 2.694256823363995181e+02, 2.644544318630774455e+02
1.977000000000000000e+03, 2.705164655067514445e+02, 2.694284063169414480e+02, 2.694963044514509534e+02, 2.685926043323580075e+02, 2.669349223658231267e+02, 2.675059723372431222e+02, 2.689942874314576784e+02, 2.696690179037126995e+02, 2.675723870930577846e+02, 2.684085159804566842e+02, 2.691605130145479166e+02, 2.689137055327197459e+02, 2.684786190563667105e+02, 2.639783358390977810e+02, 2.693689683310805663e+02, 2.663345613862647951e+02
1.978000000000000000e+03, 2.691085495899051807e+02, 2.708503760854881648e+02, 2.694154025348465780e+02, 2.682243631717984726e+02, 2.675092297321261299e+02, 2.682799353889566873e+02, 2.683658354489890030e+02, 2.702870904604513385e+02, 2.669632603251289424e+02, 2.682511464846755871e+02, 2.699104466919215497e+02, 2.679198342916348565e+02, 2.681267817452233544e+02, 2.638665395133866127e+02, 2.699331951138781847e+02, 2.669766970371690604e+02
1.979000000000000000e+03, 2.700823574621453531e+02, 2.687192697079422601e+02, 2.686086850419797543e+02, 2.683181419931057121e+02, 2.670692947119841278e+02, 2.684529100250630336e+02, 2.692655103319054888e+02, 2.699465020036531655e+02, 2.671845472177269585e+02, 2.688913006556838354e+02, 2.707840879812486037e+02, 2.680309297430293327e+02, 2.676324548832953383e+02, 2.646875784501413023e+02, 2.700236446910614063e+02, 2.678912546041011069e+02
1.980000000000000000e+03, 2.689918114383235093e+02, 2.688925804287491133e+02, 2.687823139131454582e+02, 2.680101961972184199e+02, 2.672993837833836892e+02, 2.679911264971197511e+02, 2.701656045948793121e+02, 2.706627408539615089e+02, 2.678168548864854301e+02, 2.684155640796794273e+02, 2.696018856644492985e+02, 2.683346255330403096e+02, 2.676466618706878080e+02, 2.640142089005444745e+02, 2.699181861647873006e+02, 2.670571372982302023e+02
1.981000000000000000e+03, 2.690655930847047443e+02, 2.692123148062282212e+02, 2.686058480787192480e+02, 2.688607851608675787e+02, 2.677440899800151328e+02, 2.669053311894294893e+02, 2.681007982000198240e+02, 2.697429620542494604e+02, 2.672375001746466978e+02, 2.674344880957881401e+02, 2.704015391990671446e+02, 2.691719216767899638e+02, 2.683006399746172974e+02, 2.643503811187606516e+02, 2.687183295856218592e+02, 2.684310877186428570e+02
1.982000000000000000e+03, 2.695318978734497364e+02, 2.700373266622257802e+02, 2.696150632860114342e+02, 2.685056669002239573e+02, 2.668693373103264435e+02, 2.679536170756683191e+02, 2.680244244042634705e+02, 2.687171184747248844e+02, 2.671285544754377383e+02, 2.680499943664799503e+02, 2.705769277178823131e+02, 2.677605006419016718e+02, 2.679679564703365031e+02, 2.646409574346109252e+02, 2.698296227410797314e+02, 2.669841327281314420e+02
1.983000000000000000e+03, 2.694124065408595925e+02, 2.694988381784146441e+02, 2.685948287477419285e+02, 2.691459215336298030e+02, 2.671025557233770087e+02, 2.678361152385714945e+02, 2.668039029651558280e+02, 2.691176230876799877e+02, 2.676194914880667852e+02, 2.672257377062655337e+02, 2.694163129713524540e+02, 2.683544302687135996e+02, 2.673591119672005902e+02, 2.650365291862828485e+02, 2.700670262041284673e+02, 2.663569714885991289e+02
1.984000000000000000e+03, 2.686947058321411532e+02, 2.695238387370022792e+02, 2.691530810082480230e+02, 2.685642540003096883e+02, 2.658356061386071474e+02, 2.683427438389289819e+02, 2.681382685610325325e+02, 2.693154698004086640e+02, 2.673796974558632087e+02, 2.687758480942567871e+02, 2.689614261778448849e+02, 2.675324018536139192e+02, 2.668641897818876032e+02, 2.646368814706523835e+02, 2.690779794087629853e+02, 2.654152984767513885e+02
1.985000000000000000e+03, 2.687444302737532666e+02, 2.706558260284916173e+02, 2.691766336422969061e+02, 2.690250076947188518e+02, 2.678496543128973144e+02, 2.689070827270030009e+02, 2.682695933425072781e+02, 2.694153576750717320e+02, 2.673400764723247107e+02, 2.684230967132836554e+02, 2.701951526904791194e+02, 2.679170103705524753e+02, 2.692549793747703575e+02, 2.651191016336767916e+02, 2.699105987188827953e+02, 2.680223091656226870e+02
1.986000000000000000e+03, 2.693291190248898488e+02, 2.704105794371073443e+02, 2.675692342010972880e+02, 2.697906024325689032e+02, 2.660655982229954475e+02, 2.678237159432853787e+02, 2.696486609474485476e+02, 2.699937752826830888e+02, 2.681099360386414219e+02, 2.688223436458615652e+02, 2.704494777775971102e+02, 2.692722884506418382e+02, 2.677882454496247533e+02, 2.655051578901484959e+02, 2.697206059677553753e+02, 2.669671425068793837e+02
1.987000000000000000e+03, 2.703560542926752532e+02, 2.693240833614173084e+02, 2.686171181277997562e+02, 2.691489627472105894e+02, 2.673948188369986383e+02, 2.675281422479038724e+02, 2.688113938957879441e+02, 2.698469378195446780e+02, 2.679134344933088983e+02, 2.682200122368873849e+02, 2.710077418624557026e+02, 2.698161491265370842e+02, 2.680393197537966898e+02, 2.665374610352445757e+02, 2.691699901494136498e+02, 2.666196393195419887e+02
1.988000000000000000e+03, 2.695278269957809698e+02, 2.704486332541084153e+02, 2.692942065841792783e+02, 2.693748853376158650e+02, 2.676126031495631992e+02, 2.687602378851556750e+02, 2.692284915850079301e+02, 2.699010784395854330e+02, 2.680032412445111163e+02, 2.690466901455009179e+02, 2.710787150543766302e+02, 2.701307955255931006e+02, 2.688548903745328857e+02, 2.661210754346839735e+02, 2.697815651183963155e+02, 2.673308795390491923e+02
1.989000000000000000e+03, 2.697457807003688117e+02, 2.700488317609422779e+02, 2.685903959269704728e+02, 2.694945990332034285e+02, 2.680133605489021420e+02, 2.693371372136904256e+02, 2.700928354964333380e+02, 2.701135656796085982e+02, 2.680568151539921473e+02, 2.690384465876136346e+02, 2.706381181471571722e+02, 2.699615082087864266e+02, 2.683672562320517159e+02, 2.664432953491090643e+02, 2.698131720591019302e+02, 2.669820317470353075e+02
1.990000000000000000e+03, 2.690100043633727296e+02, 2.707420658956044690e+02, 2.681021601198485200e+02, 2.691785093052821480e+02, 2.679380313916852288e+02, 2.689315336778393544e+02, 2.686882087299169370e+02, 2.690420643025819913e+02, 2.679866067557896940e+02, 2.687397390368383299e+02, 2.704813735692833347e+02, 2.699994201351909737e+02, 2.693899030496303908e+02, 2.654582195924713233e+02, 2.706552565453585544e+02, 2.680927444049341375e+02
1.991000000000000000e+03, 2.707213901969702761e+02, 2.704321110520185130e+02, 2.688651833519068646e+02, 2.695357966070806128e+02, 2.662670137567561710e+02, 2.688634637151974403e+02, 2.687108087243711907e+02, 2.693985594419175982e+02, 2.686015709496610384e+02, 2.685799021267094986e+02, 2.715778803409129978e+02, 2.693904993090062021e+02, 2.687016207131921988e+02, 2.674690503759912303e+02, 2.703955258104093673e+02, 2.676171427924996351e+02
1.992000000000000000e+03, 2.685731877249741046e+02, 2.697872338683239377e+02, 2.683612594230835384e+02, 2.688387660588883818e+02, 2.681914159855942899e+02, 2.688467666965232752e+02, 2.693149289338829817e+02, 2.700638856822924936e+02, 2.673800012606999985e+02, 2.683417896875698148e+02, 2.701243787081924097e+02, 2.684311689523323139e+02, 2.683043503781682944e+02, 2.665225638813807905e+02, 2.696383630571915546e+02, 2.674467351370805090e+02
1.993000000000000000e+03, 2.685472018067416116e+02, 2.696862938623474406e+02, 2.689475460636898561e+02, 2.690837811943297879e+02, 2.671537591665378386e+02, 2.687788814061294715e+02, 2.695644095475796007e+02, 2.689200954102125820e+02, 2.674038515568193475e+02, 2.685444799601071963e+02, 2.699001678379415239e+02, 2.683866458095676535e+02, 2.691429927274235752e+02, 2.663070913688827659e+02, 2.694980008925967923e+02, 2.662396394590737714e+02
1.994000000000000000e+03, 2.696316235337372973e+02, 2.700017122329066410e+02, 2.687267666012986638e+02, 2.694064003974598336e+02, 2.678869529938355072e+02, 2.697598430184348217e+02, 2.683504966024108285e+02, 2.700837062479275232e+02, 2.669763240877236967e+02, 2.688882295864931962e+02, 2.699343774451107834e+02, 2.686724767417254611e+02, 2.683935700878775492e+02, 2.660385892775570369e+02, 2.698117429733025574e+02, 2.668453554657989457e+02
1.995000000000000000e+03, 2.698559300064916897e+02, 2.706827056969979139e+02, 2.696487064435932552e+02, 2.691768740443957313e+02, 2.674838237697779846e+02, 2.687291169105236577e+02, 2.697234946567750740e+02, 2.704320241793041646e+02, 2.675639004008637016e+02, 2.683542382394719539e+02, 2.701130951704622021e+02, 2.690718493267264080e+02, 2.686978248641378286e+02, 2.657191998536528672e+02, 2.700977602272639047e+02, 2.686344320530086520e+02
1.996000000000000000e+03, 2.691342574183046281e+02, 2.709358059893744439e+02, 2.694270253947320839e+02, 2.693216357735983024e+02, 2.672562208720755166e+02, 2.689966419111227651e+02, 2.703948710483680316e+02, 2.711240995347573630e+02, 2.687052579370465537e+02, 2.692788304890516429e+02, 2.697668296663413798e+02, 2.682155008505420710e+02, 2.683514230479162279e+02, 2.668939288132793877e+02, 2.702505778076806564e+02, 2.681202269117371202e+02
1.997000000000000000e+03, 2.701456980684895370e+02, 2.693528336554607563e+02, 2.686030844592162339e+02, 2.689877473349708339e+02, 2.679213618348938439e+02, 2.684260852874834882e+02, 2.694698172434906951e+02, 2.704038946140955773e+02, 2.682121411101101671e+02, 2.695107439179785729e+02, 2.696576353422044576e+02, 2.695132727655318376e+02, 2.679475766998513109e+02, 2.670233500124116404e+02, 2.699001864253724534e+02, 2.683565670846364242e+02
1.998000000000000000e+03, 2.690711071019038627e+02, 2.714908310272620042e+02, 2.692867288603620750e+02, 2.688028264550329141e+02, 2.674499689825473752e+02, 2.683995585754792614e+02, 2.696318720072865176e+02, 2.701482039285188534e+02, 2.688184803227475186e+02, 2.699382365455297190e+02, 2.702029996127856748e+02, 2.695456939137790755e+02, 2.689341483164497504e+02, 2.664546666307626879e+02, 2.713318775181919023e+02, 2.686518412688066633e+02
1.999000000000000000e+03, 2.701796354798164543e+02, 2.713844082459264087e+02, 2.691137084296435660e+02, 2.698588496107477681e+02, 2.681645596564297307e+02, 2.691156202172684857e+02, 2.691149486521524068e+02, 2.722222005762230310e+02, 2.680357696729107033e+02, 2.693935122514632212e+02, 2.707967425130995593e+02, 2.691360887035835958e+02, 2.683965560671703656e+02, 2.663160433284724604e+02, 2.701424249808377454e+02, 2.679420924509257702e+02
2.000000000000000000e+03, 2.700068043080760845e+02, 2.705397607394288571e+02, 2.694684486850261464e+02, 2.701029263721238749e+02, 2.685765060288294421e+02, 2.694884847912157966e+02, 2.684447528726219616e+02, 2.708241101464854523e+02, 2.685925748758442069e+02, 2.701185397049462154e+02, 2.703469406625679881e+02, 2.698563210327758384e+02, 2.692453914398730035e+02, 2.673478409202924126e+02, 2.708679694266853630e+02, 2.680555140290937857e+02
2.001000000000000000e+03, 2.699226828083612304e+02, 2.722575232702493508e+02, 2.702608066848666226e+02, 2.697661707272339982e+02, 2.684123402105079208e+02, 2.702520237675534531e+02, 2.699291575939544146e+02, 2.694390053780999210e+02, 2.690195987143042089e+02, 2.701385645977069885e+02, 2.695069996563086079e+02, 2.707385820830483567e+02, 2.686893814455548863e+02, 2.658301364756355838e+02, 2.710622038430892076e+02, 2.684348186953622530e+02
2.002000000000000000e+03, 2.717849430419627197e+02, 2.709551539908115956e+02, 2.702709095508834594e+02, 2.696882558613668266e+02, 2.677606856016716392e+02, 2.699561862346743055e+02, 2.682565429186819870e+02, 2.704122948438242133e+02, 2.683292851627374489e+02, 2.682216286834454309e+02, 2.717725684852954373e+02, 2.712813100043593408e+02, 2.690900963181026100e+02, 2.675369995250321722e+02, 2.719511934174499288e+02, 2.682287433200522742e+02
2.003000000000000000e+03, 2.698424482495397001e+02, 2.713920705010232268e+02, 2.698931970462793402e+02, 2.693469729001560040e+02, 2.673796783356907554e+02, 2.691431407401335605e+02, 2.701872464754648604e+02, 2.700782002789173930e+02, 2.691150904105883797e+02, 2.696652062849605613e+02, 2.716374903128402138e+02, 2.698904535550217361e+02, 2.699534269449804924e+02, 2.667889352373803149e+02, 2.717127061597086595e+02, 2.674124197836396775e+02
2.004000000000000000e+03, 2.713662111026059165e+02, 2.703766345445484944e+02, 2.689866758452405975e+02, 2.696196866700648229e+02, 2.681870841471210838e+02, 2.687273930091591865e+02, 2.693916647643254123e+02, 2.702202958172488820e+02, 2.680519856952227542e+02, 2.696377008732995932e+02, 2.717431176221490432e+02, 2.706039006279837054e+02, 2.689303893002132781e+02, 2.660705047047344465e+02, 2.716006675088096927e+02, 2.680150303035956085e+02
2.005000000000000000e+03, 2.715580119216606363e+02, 2.710199091057256169e+02, 2.696353674993258096e+02, 2.698475027033292122e+02, 2.673338796916955857e+02, 2.698856976703667669e+02, 2.701548171697489238e+02, 2.707258241469077689e+02, 2.683918606544963836e+02, 2.695426040317731236e+02, 2.704679354906672302e+02, 2.703743545466060709e+02, 2.683433817719785566e+02, 2.669560934347086345e+02, 2.708239029885466493e+02, 2.699589062104535060e+02
2.006000000000000000e+03, 2.706119436852164313e+02, 2.711130905017730015e+02, 2.697595749538795076e+02, 2.708059889497640143e+02, 2.682470378083915534e+02, 2.696102495304172635e+02, 2.708343881294856601e+02, 2.718400616987415788e+02, 2.692932218947266279e+02, 2.693176808816792800e+02, 2.702332289932798517e+02, 2.698301976522394057e+02, 2.692499100401590795e+02, 2.651528029587291257e+02, 2.712903309567022347e+02, 2.688065877023108214e+02
2.007000000000000000e+03, 2.709350461420712008e+02, 2.702866276057654318e+02, 2.703436340333024646e+02, 2.696218219937726985e+02, 2.689961491186908233e+02, 2.686781087949822791e+02, 2.700856397642345996e+02, 2.712287250820318150e+02, 2.684684140704536048e+02, 2.693790450852208096e+02, 2.716574786517466009e+02, 2.699624408384714798e+02, 2.693934212026027240e+02, 2.668804325572708649e+02, 2.711881926329135126e+02, 2.690997084239983224e+02
2.008000000000000000e+03, 2.701541594850849037e+02, 2.706340188904993624e+02, 2.704389123632300880e+02, 2.702854929198526861e+02, 2.681248526235211216e+02, 2.695013170942125953e+02, 2.705389090684450366e+02, 2.718019821389472099e+02, 2.693475775616169585e+02, 2.692253254149231907e+02, 2.707558292734146903e+02, 2.706413412896462205e+02, 2.685410098221112776e+02, 2.673383953360243481e+02, 2.711899067134403936e+02, 2.695554034008614508e+02
2.009000000000000000e+03, 2.718705366462392590e+02, 2.712148441049376402e+02, 2.697505749390058440e+02, 2.700764265020120547e+02, 2.678303339086012329e+02, 2.689054671216834436e+02, 2.705896085323902298e+02, 2.709016175981420815e+02, 2.690604759815328748e+02, 2.696241995069093491e+02, 2.703439472100467356e+02, 2.713119185935879045e+02, 2.687557224837948979e+02, 2.664303832885144629e+02, 2.714295670896275965e+02, 2.677908481783144907e+02
2.010000000000000000e+03, 2.711683245710336791e+02, 2.706704342338784954e+02, 2.695897970141988367e+02, 2.699704114769260173e+02, 2.677970035328843323e+02, 2.698992601126001318e+02, 2.698959443965114247e+02, 2.718051800282847807e+02, 2.679658487100269895e+02, 2.696709945365114436e+02, 2.704306009960639585e+02, 2.709583330540732504e+02, 2.692786577562431489e+02, 2.674726939027857497e+02, 2.710422818268119727e+02, 2.695529771232641565e+02
2.011000000000000000e+03, 2.714168657285286486e+02, 2.704684630770655076e+02, 2.691011532020735899e+02, 2.697812447582719528e+02, 2.688452025731953086e+02, 2.685557303304813104e+02, 2.694784418244343556e+02, 2.721582526514739584e+02, 2.687567740877952929e+02, 2.692956628111787154e+02, 2.709278827287069475e+02, 2.715936163793281253e+02, 2.690057926835444846e+02, 2.682977792952658547e+02, 2.717256355251158766e+02, 2.690196394802409827e+02
2.012000000000000000e+03, 2.711574972061358153e+02, 2.711223252081255168e+02, 2.694184729546720973e+02, 2.701801872861422567e+02, 2.690962865875565058e+02, 2.679495851612360298e+02, 2.706130839202265292e+02, 2.710688832389600407e+02, 2.685973508849341442e+02, 2.696315557253149109e+02, 2.714353727561871210e+02, 2.702053366274377026e+02, 2.687661379213845407e+02, 2.677403823479051539e+02, 2.714266235147780435e+02, 2.687131983660739820e+02
2.013000000000000000e+03, 2.714677191273638641e+02, 2.719608822708317462e+02, 2.695838140299152315e+02, 2.713281823814693325e+02, 2.689202834055695348e+02, 2.688606076726584888e+02, 2.710801571342649368e+02, 2.721955009010446815e+02, 2.702801156499160129e+02, 2.693880821384431670e+02, 2.709728022461242745e+02, 2.702032578193282006e+02, 2.703107613184110960e+02, 2.674320360875520919e+02, 2.716570986274583106e+02, 2.698139869248482796e+02
2.014000000000000000e+03, 2.702877010525260744e+02, 2.715730905343845620e+02, 2.702632202587232086e+02, 2.699993953987112150e+02, 2.684248668521094032e+02, 2.695996052343294309e+02, 2.710312464764007814e+02, 2.716575170099861225e+02, 2.684273812079961203e+02, 2.697827414097686187e+02, 2.708532352080604824e+02, 2.709164898498664797e+02, 2.704671422154389120e+02, 2.674760280763943570e+02, 2.704877011719468669e+02, 2.690372374238716020e+02
