year, CMCC-CM2-SR5, CanESM5, INM-CM5-0, MIROC-ES2L, EC-Earth3-Veg, MPI-ESM1-2-LR, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, INM-CM4-8, CNRM-ESM2-1, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1
1.860000000000000000e+03, 2.672871717950867492e+02, 2.684307573928848569e+02, 2.686925820304811623e+02, 2.689338500991131582e+02, 2.650494297856065486e+02, 2.675952194672424866e+02, 2.678464947105156284e+02, 2.681327011751319560e+02, 2.687328794958144726e+02, 2.675566973058862459e+02, 2.700544157432548786e+02, 2.684286610585965605e+02, 2.684066404347085495e+02, 2.660854103743527617e+02, 2.684725948381949365e+02, 2.687105534758164254e+02
1.861000000000000000e+03, 2.672820052794232311e+02, 2.691805060258861886e+02, 2.690299667537152004e+02, 2.699983703311032741e+02, 2.649527539482720613e+02, 2.669468026193545711e+02, 2.692588530781087570e+02, 2.689473517448575421e+02, 2.689247336299724225e+02, 2.671831315490152861e+02, 2.708832972853718388e+02, 2.681541193013325142e+02, 2.683028274794031631e+02, 2.683215876166508451e+02, 2.692300845824464659e+02, 2.688776660087760320e+02
1.862000000000000000e+03, 2.670527933190600152e+02, 2.697800391570229976e+02, 2.678259780428527961e+02, 2.696183144976251356e+02, 2.655073646712214668e+02, 2.674594399487274359e+02, 2.678512308345615338e+02, 2.692206557383591417e+02, 2.681022248660269724e+02, 2.677878333491681246e+02, 2.703062470665782939e+02, 2.671316135521393562e+02, 2.683908480230670648e+02, 2.662375353388788994e+02, 2.690801190457025882e+02, 2.678433626544473896e+02
1.863000000000000000e+03, 2.679381583373338458e+02, 2.692374902895323885e+02, 2.671290462698512442e+02, 2.689079599111331618e+02, 2.652158962356735969e+02, 2.676733626570546107e+02, 2.673644853664484344e+02, 2.697929194785473328e+02, 2.681163385949015492e+02, 2.681706010345695859e+02, 2.705513740391181727e+02, 2.689793568566613544e+02, 2.689926746083722833e+02, 2.670234436441825210e+02, 2.696650253363295633e+02, 2.666857637066080429e+02
1.864000000000000000e+03, 2.670019375567578095e+02, 2.683678002504128699e+02, 2.673542282628831117e+02, 2.685405301448313935e+02, 2.658879314485830037e+02, 2.679899017654506679e+02, 2.677360453170543337e+02, 2.689913229841493489e+02, 2.691014798186512849e+02, 2.677971654751653432e+02, 2.693372588185899303e+02, 2.677110590606966980e+02, 2.694019819108258957e+02, 2.666490983010530158e+02, 2.685966408797840472e+02, 2.677439913764087578e+02
1.865000000000000000e+03, 2.687663611982896441e+02, 2.693591615645775050e+02, 2.687206297495540639e+02, 2.692909185743905027e+02, 2.649194339074778100e+02, 2.680596728457803692e+02, 2.673462548579101394e+02, 2.699397392078167286e+02, 2.688416979483626505e+02, 2.684352066095758573e+02, 2.694459483553495147e+02, 2.682026823121985899e+02, 2.687197800188758947e+02, 2.663081795582942277e+02, 2.692680219820722982e+02, 2.682688757331409874e+02
1.866000000000000000e+03, 2.678015543451255667e+02, 2.696468617020242391e+02, 2.679545556309672065e+02, 2.700533295593183425e+02, 2.643924284305535366e+02, 2.682215174912748239e+02, 2.676315888240020513e+02, 2.696058479215628836e+02, 2.679585099619931725e+02, 2.680183573436005986e+02, 2.700322987118569813e+02, 2.687708944537819775e+02, 2.689574575098774858e+02, 2.672944127452055909e+02, 2.704404873214539293e+02, 2.670940524177174780e+02
1.867000000000000000e+03, 2.683512061291380064e+02, 2.688273808842295125e+02, 2.688759796454335174e+02, 2.698210863500524397e+02, 2.641236376897572313e+02, 2.689078400554296877e+02, 2.673439934823063595e+02, 2.686583508106376712e+02, 2.672425150358666883e+02, 2.679754332936294077e+02, 2.694831652419518946e+02, 2.689997980368597155e+02, 2.677632185088062329e+02, 2.655865838225342372e+02, 2.696363541419607941e+02, 2.692720150261000640e+02
1.868000000000000000e+03, 2.675543249812395175e+02, 2.681574995556821932e+02, 2.687530898697822863e+02, 2.691159338721711265e+02, 2.647743282876617741e+02, 2.677455866501395576e+02, 2.677073295652575098e+02, 2.692516380581780595e+02, 2.683881292363907392e+02, 2.672267820461718202e+02, 2.694514963004386914e+02, 2.691311919045309082e+02, 2.681911449121716942e+02, 2.669343805322158119e+02, 2.697995439885891642e+02, 2.687339987543434745e+02
1.869000000000000000e+03, 2.681146983995183746e+02, 2.683728500745100973e+02, 2.683179404686784437e+02, 2.697174790892921692e+02, 2.652035186969483789e+02, 2.678075668460387533e+02, 2.671909602018865257e+02, 2.687622752540052602e+02, 2.696405991075320117e+02, 2.684006998577411878e+02, 2.703562245784706306e+02, 2.683973843282244616e+02, 2.689936313529274230e+02, 2.668863499644154444e+02, 2.697034493729984774e+02, 2.680346069542266036e+02
1.870000000000000000e+03, 2.675308017590225518e+02, 2.702425458839966268e+02, 2.686712233276118695e+02, 2.688780880272803984e+02, 2.656542975186922604e+02, 2.680758204360283230e+02, 2.676885618746298974e+02, 2.700711614272472048e+02, 2.682393299449128108e+02, 2.680490006734262352e+02, 2.687679741572163152e+02, 2.690742199651405144e+02, 2.678914878707867615e+02, 2.663990661060320804e+02, 2.698198638884857132e+02, 2.665722503933272378e+02
1.871000000000000000e+03, 2.685399767468306322e+02, 2.688508606848178601e+02, 2.682299503265035696e+02, 2.692736058861389665e+02, 2.662011847520315087e+02, 2.676383125883394882e+02, 2.678859941227294144e+02, 2.692616872688155354e+02, 2.684543758684557702e+02, 2.692247633075128874e+02, 2.700676420030471263e+02, 2.700641485651593143e+02, 2.683005358407169751e+02, 2.658451203490140529e+02, 2.696278648018423496e+02, 2.670266855367693211e+02
1.872000000000000000e+03, 2.680703761626884329e+02, 2.691735066285262405e+02, 2.684867009401095288e+02, 2.691234979453258802e+02, 2.657669070336246477e+02, 2.674261179190573898e+02, 2.688892641252062958e+02, 2.690538132436425940e+02, 2.683649549604832032e+02, 2.684408750691359842e+02, 2.694889581918331487e+02, 2.678138954719958065e+02, 2.681763936873765033e+02, 2.668248623026987048e+02, 2.694383876396471464e+02, 2.670717580732153920e+02
1.873000000000000000e+03, 2.685590388590631505e+02, 2.688974008872548325e+02, 2.682945775211258024e+02, 2.691482154231468371e+02, 2.663923674455968467e+02, 2.668100008996236170e+02, 2.686813950007805261e+02, 2.682374715899445619e+02, 2.685833267279360825e+02, 2.686921261978950497e+02, 2.698821491988765615e+02, 2.674761848188088038e+02, 2.676863432323879692e+02, 2.658324541744879639e+02, 2.700148673483070070e+02, 2.675033046946582544e+02
1.874000000000000000e+03, 2.681017427370846917e+02, 2.691489837164486403e+02, 2.670121965850242987e+02, 2.697696905954671820e+02, 2.657024494155098182e+02, 2.668263105173946315e+02, 2.672051364608692552e+02, 2.686245822481369601e+02, 2.687895805395492630e+02, 2.679927599706795718e+02, 2.687836720299478088e+02, 2.681991165205655534e+02, 2.679493959665057901e+02, 2.660015633255235343e+02, 2.696963571761048684e+02, 2.672268892030598977e+02
1.875000000000000000e+03, 2.678717450180300261e+02, 2.699776990948707862e+02, 2.689331820358750633e+02, 2.695549706879561427e+02, 2.647411931526673925e+02, 2.668128118510535387e+02, 2.674445112725524041e+02, 2.697784698730179116e+02, 2.686335458808776480e+02, 2.684422707603908407e+02, 2.705129378481984190e+02, 2.689412671916385875e+02, 2.686400560658685777e+02, 2.672034425604051648e+02, 2.697680002595366773e+02, 2.685796088486336544e+02
1.876000000000000000e+03, 2.676355026355487325e+02, 2.684155258071364756e+02, 2.689265723439233966e+02, 2.698962060358641679e+02, 2.645555892337492878e+02, 2.672753088810071063e+02, 2.678431134272136092e+02, 2.702272213378073502e+02, 2.675230124690282310e+02, 2.690454874204481257e+02, 2.701630099757142034e+02, 2.686806187619316120e+02, 2.669557881429763029e+02, 2.669609709554232495e+02, 2.689824241680731802e+02, 2.679636739045016043e+02
1.877000000000000000e+03, 2.673542822062863138e+02, 2.700321618776295622e+02, 2.687465357758628102e+02, 2.690014865233036971e+02, 2.650375197887077547e+02, 2.672747822943856590e+02, 2.685466950466737899e+02, 2.706794455619246946e+02, 2.672605007313919145e+02, 2.682600642310591752e+02, 2.690696579827587129e+02, 2.681949541186089618e+02, 2.674950618920835836e+02, 2.661007026591740896e+02, 2.692997695593956564e+02, 2.688673602822368025e+02
1.878000000000000000e+03, 2.677526616694887593e+02, 2.698726058109252790e+02, 2.686982595714879949e+02, 2.692948087174947318e+02, 2.652220852342034618e+02, 2.670613370675633291e+02, 2.673691213919173038e+02, 2.706131984585484815e+02, 2.677509682908109312e+02, 2.677602946959534620e+02, 2.691955034820986725e+02, 2.693849378951352946e+02, 2.686167235668456783e+02, 2.661949495269165027e+02, 2.696649875724766048e+02, 2.686151996815720508e+02
1.879000000000000000e+03, 2.678332131738824842e+02, 2.694210000244015077e+02, 2.681631285122732606e+02, 2.695229480440665952e+02, 2.646697924822421442e+02, 2.670285102294914168e+02, 2.689197370907950813e+02, 2.698507532562185816e+02, 2.683004897572134837e+02, 2.676536736910334184e+02, 2.694910818041361154e+02, 2.684802872656874797e+02, 2.685463986240431495e+02, 2.646947131916309672e+02, 2.699757223848405374e+02, 2.681453970173443508e+02
1.880000000000000000e+03, 2.669287451386001067e+02, 2.689602081378914704e+02, 2.700031511518550928e+02, 2.682682868557302527e+02, 2.653576036143898591e+02, 2.666049335458279188e+02, 2.684732415160158894e+02, 2.694144618689065283e+02, 2.678838542249393413e+02, 2.677587387318400260e+02, 2.699593275838513478e+02, 2.692606300501437886e+02, 2.676359893025216365e+02, 2.668792360040524159e+02, 2.701043190097794309e+02, 2.682755646061467019e+02
1.881000000000000000e+03, 2.674874143256618595e+02, 2.700561489811135516e+02, 2.685486496682075312e+02, 2.692890558585021950e+02, 2.649224051797079369e+02, 2.674763684930090335e+02, 2.687044881358412454e+02, 2.688944957042694455e+02, 2.679095927054498816e+02, 2.679726122079443371e+02, 2.702257643247759233e+02, 2.694077394580428404e+02, 2.680943747716868302e+02, 2.658276771220896535e+02, 2.699441440507555967e+02, 2.675984308624340997e+02
1.882000000000000000e+03, 2.672150333852528661e+02, 2.678213360311505653e+02, 2.682319378161913619e+02, 2.695930828131295698e+02, 2.657990837235891490e+02, 2.674561543439639877e+02, 2.665375748875731574e+02, 2.688092991322822627e+02, 2.686741567058690521e+02, 2.686564944290990411e+02, 2.684871266111642285e+02, 2.698958436235269573e+02, 2.677935597540773074e+02, 2.659010199068205225e+02, 2.686131015924549388e+02, 2.680165735719864983e+02
1.883000000000000000e+03, 2.679571272535650905e+02, 2.688498329142908005e+02, 2.688678964631470762e+02, 2.686872076837877330e+02, 2.661429422500921191e+02, 2.668526044674831041e+02, 2.673917862341571663e+02, 2.700513361666496621e+02, 2.686214898993266615e+02, 2.687003647586616353e+02, 2.701348260373950438e+02, 2.681728442215971882e+02, 2.677085234662230846e+02, 2.665542886963010005e+02, 2.694428806751193406e+02, 2.674531370790222695e+02
1.884000000000000000e+03, 2.671915537017972611e+02, 2.688447271446254376e+02, 2.675494437005613690e+02, 2.691837134034918222e+02, 2.654581696457338467e+02, 2.655347333262255916e+02, 2.669297119511544452e+02, 2.697020901823698296e+02, 2.670985600546330261e+02, 2.673755990705028580e+02, 2.697693528325725651e+02, 2.677031623994459437e+02, 2.678862306499283932e+02, 2.670969796842754249e+02, 2.692247336993987687e+02, 2.657531033011521231e+02
1.885000000000000000e+03, 2.672520163127472870e+02, 2.684458057569134439e+02, 2.666202858360056780e+02, 2.681184534755300888e+02, 2.644410934035735750e+02, 2.682118790482540476e+02, 2.666570689081615342e+02, 2.694237120747368976e+02, 2.678021459844859464e+02, 2.669125414932644276e+02, 2.695567196924183122e+02, 2.683573279390589050e+02, 2.673420580475156498e+02, 2.665795602470082031e+02, 2.689855070506779953e+02, 2.667642405828261758e+02
1.886000000000000000e+03, 2.667354080091297988e+02, 2.681981953302454258e+02, 2.680763737379596705e+02, 2.679029910475374550e+02, 2.634453451907596673e+02, 2.672722387286767685e+02, 2.663868816181326906e+02, 2.693986737948751511e+02, 2.692494886533115732e+02, 2.671553030903892818e+02, 2.694827247747910519e+02, 2.684884448830387100e+02, 2.682328805139023302e+02, 2.661075060870206244e+02, 2.687952326750882435e+02, 2.677658206060033876e+02
1.887000000000000000e+03, 2.670026707734108982e+02, 2.695451776591702924e+02, 2.676219236605217020e+02, 2.680034129967850163e+02, 2.652093473779110582e+02, 2.670676801140037924e+02, 2.680629839612055889e+02, 2.695355407933832907e+02, 2.681886433019566880e+02, 2.671985174846806217e+02, 2.685661711903707101e+02, 2.676903585793048705e+02, 2.672502143804568959e+02, 2.660987320897427253e+02, 2.675298962889501126e+02, 2.673983865207144390e+02
1.888000000000000000e+03, 2.680192914851053843e+02, 2.689778553865709227e+02, 2.685588663711218373e+02, 2.682934195931099453e+02, 2.658342362474131733e+02, 2.672008358822797618e+02, 2.671011869737851612e+02, 2.696257694555254716e+02, 2.683302025196898057e+02, 2.681893489266032589e+02, 2.694557494131203725e+02, 2.677411435947877294e+02, 2.666653902755151080e+02, 2.668553378353685730e+02, 2.688414710925366080e+02, 2.671308102749715658e+02
1.889000000000000000e+03, 2.675943858954224766e+02, 2.693352964699013796e+02, 2.685911723636321540e+02, 2.693703224411655128e+02, 2.656811149323843324e+02, 2.666598511718963778e+02, 2.671978598908427216e+02, 2.691278009912035145e+02, 2.684236644886901786e+02, 2.679840918133769492e+02, 2.690326593633469656e+02, 2.682977712233577563e+02, 2.684942259527469446e+02, 2.669506930468515975e+02, 2.687945150404477204e+02, 2.652393828973095538e+02
1.890000000000000000e+03, 2.671645826359224429e+02, 2.694863034123092689e+02, 2.678225425304049736e+02, 2.680064365588060582e+02, 2.660985243487560297e+02, 2.661787166657233001e+02, 2.676130082260442009e+02, 2.702589774302390992e+02, 2.691773170190524525e+02, 2.677909876241893130e+02, 2.694952171832631507e+02, 2.684520333081195531e+02, 2.677911383841150155e+02, 2.667074627120841228e+02, 2.693810044301317816e+02, 2.670484204100806096e+02
1.891000000000000000e+03, 2.669472570499281687e+02, 2.690225454005677079e+02, 2.686599112619886682e+02, 2.674684210979745558e+02, 2.645353874612652021e+02, 2.678576960022301705e+02, 2.660810068141150282e+02, 2.695235359990251141e+02, 2.682905788707593047e+02, 2.675993320540594027e+02, 2.687372934302225644e+02, 2.677971269718619283e+02, 2.666027359248085986e+02, 2.664202662822563070e+02, 2.695083318675917212e+02, 2.665066510987384731e+02
1.892000000000000000e+03, 2.677299717064672677e+02, 2.696240084872720217e+02, 2.688067545661133408e+02, 2.683478440196362840e+02, 2.658133098696374077e+02, 2.676127128088758695e+02, 2.677563217916846838e+02, 2.687780518855212790e+02, 2.676239020544773553e+02, 2.664377374290623948e+02, 2.680588308104586304e+02, 2.681596194564219218e+02, 2.668210233497565582e+02, 2.664799432548286404e+02, 2.690964186276899568e+02, 2.664859196266858703e+02
1.893000000000000000e+03, 2.679646450159547726e+02, 2.692926346828786563e+02, 2.687681872009530935e+02, 2.684893342717856513e+02, 2.644526608393073843e+02, 2.677202307285020311e+02, 2.670682998995709454e+02, 2.706141886710689732e+02, 2.679936339689577949e+02, 2.673491325195076342e+02, 2.687825953773181595e+02, 2.685278290353913349e+02, 2.675274004417638594e+02, 2.662824342350275515e+02, 2.683013044879136828e+02, 2.680891334651673787e+02
1.894000000000000000e+03, 2.678584339943830628e+02, 2.689948090944721457e+02, 2.677287270939786481e+02, 2.679128393231997620e+02, 2.666100384971615540e+02, 2.660363228711950114e+02, 2.681430933352314696e+02, 2.700011009232119932e+02, 2.682147676441840645e+02, 2.682231968376058830e+02, 2.684710153938428334e+02, 2.680766912135700295e+02, 2.684995980621878857e+02, 2.663344318720847355e+02, 2.696661710311639695e+02, 2.669252499137493828e+02
1.895000000000000000e+03, 2.669448612521315454e+02, 2.689448034754664718e+02, 2.687694314936446176e+02, 2.691694336663351805e+02, 2.670600929316410088e+02, 2.682763385295618832e+02, 2.674933509666506097e+02, 2.694448324548067148e+02, 2.682304912472428100e+02, 2.682052245749666781e+02, 2.684689044343776345e+02, 2.679609637455451434e+02, 2.671096859976774454e+02, 2.661603163205203373e+02, 2.695655361774275320e+02, 2.652729202710384016e+02
1.896000000000000000e+03, 2.679156947117914456e+02, 2.692586704519082446e+02, 2.685914486562808747e+02, 2.682910676161108086e+02, 2.667325001792412991e+02, 2.663440077205033845e+02, 2.678325853202183566e+02, 2.707746327869315337e+02, 2.675943623519631274e+02, 2.675973802418972127e+02, 2.684054732428364787e+02, 2.691507604545901700e+02, 2.680262171314532793e+02, 2.671625187519826454e+02, 2.685384964021889687e+02, 2.679516609758106824e+02
1.897000000000000000e+03, 2.685694011175011724e+02, 2.686050791876243125e+02, 2.684921684097859043e+02, 2.689450669753346119e+02, 2.664549041939487211e+02, 2.671394171240071955e+02, 2.685976515699015295e+02, 2.689073646346059263e+02, 2.684231828514205063e+02, 2.693880789899822616e+02, 2.681769296080485105e+02, 2.691934739768268514e+02, 2.672805158070361813e+02, 2.657817338098199684e+02, 2.693311011860897111e+02, 2.659933035959641074e+02
1.898000000000000000e+03, 2.681704647621985487e+02, 2.686947577172491606e+02, 2.684702585281632423e+02, 2.688858647447046906e+02, 2.662288648529544730e+02, 2.677541960792341911e+02, 2.677567166381581387e+02, 2.707403166836188575e+02, 2.683255281390421487e+02, 2.684736458865295390e+02, 2.694732684152446609e+02, 2.690485403966865761e+02, 2.671716205362066034e+02, 2.668265484976199673e+02, 2.692245727846515706e+02, 2.667286962445447784e+02
1.899000000000000000e+03, 2.688901570098073535e+02, 2.689072809510730053e+02, 2.692614186470045752e+02, 2.690225342403792297e+02, 2.661049258279339256e+02, 2.684050033037540288e+02, 2.678431730483537194e+02, 2.704225232062437385e+02, 2.688552408211780858e+02, 2.682975416495987133e+02, 2.685272499405015765e+02, 2.684842978061447525e+02, 2.682197634239540776e+02, 2.661339120594501537e+02, 2.691502370694578872e+02, 2.659393657140363416e+02
1.900000000000000000e+03, 2.683568270085966674e+02, 2.690468178617729791e+02, 2.686918047906915490e+02, 2.686052056276297435e+02, 2.662066749893576798e+02, 2.674026349187338383e+02, 2.677833398164469827e+02, 2.705939471013534217e+02, 2.681953946834090630e+02, 2.681901095064568494e+02, 2.687791657811235950e+02, 2.676159371768225128e+02, 2.677508038178235665e+02, 2.661082685379788018e+02, 2.688072707741400222e+02, 2.674052863060404093e+02
1.901000000000000000e+03, 2.681403667775752524e+02, 2.696886443466078163e+02, 2.682768512916460963e+02, 2.680859876473585359e+02, 2.654338517132064794e+02, 2.677837948923879026e+02, 2.683929608059777934e+02, 2.706817462415035607e+02, 2.686266381947964419e+02, 2.683324485632428491e+02, 2.703868279649244073e+02, 2.672126069733070608e+02, 2.685224995905310266e+02, 2.643875149883053837e+02, 2.688257050420489236e+02, 2.661395280311110696e+02
1.902000000000000000e+03, 2.682013698117316380e+02, 2.686033166037432807e+02, 2.681392277000966828e+02, 2.693649810184749072e+02, 2.655628301483475298e+02, 2.677977927198958810e+02, 2.681884880676622629e+02, 2.700824697747767118e+02, 2.680685507112859227e+02, 2.689074327140937157e+02, 2.698266690283118123e+02, 2.688995850822185503e+02, 2.673807172463805273e+02, 2.663486493558794450e+02, 2.696313233546194965e+02, 2.668139891872449994e+02
1.903000000000000000e+03, 2.673889413663411574e+02, 2.678364145854744720e+02, 2.683753488258820994e+02, 2.689133729518558766e+02, 2.654285975887602831e+02, 2.665651619347891028e+02, 2.667035289557838951e+02, 2.680971153390159429e+02, 2.674200990032925347e+02, 2.682660867731671033e+02, 2.688993633021343044e+02, 2.687495497162110496e+02, 2.680699892405326068e+02, 2.668762443876585735e+02, 2.696798168032214562e+02, 2.654951968199027306e+02
1.904000000000000000e+03, 2.680966084467517021e+02, 2.685205994703051147e+02, 2.676337335103913233e+02, 2.688851773466932968e+02, 2.647403655084688125e+02, 2.668002344612168599e+02, 2.673916201942739690e+02, 2.697304812087016330e+02, 2.678067528454610624e+02, 2.678015511120748897e+02, 2.682465431026121792e+02, 2.681144595719033532e+02, 2.684042481512172458e+02, 2.664488883527594680e+02, 2.694554004216927297e+02, 2.652932587857081899e+02
1.905000000000000000e+03, 2.669250431699509249e+02, 2.688046387273175810e+02, 2.690519075619595810e+02, 2.688522371353325866e+02, 2.658933305182844151e+02, 2.680225138705528138e+02, 2.672109489815400707e+02, 2.697822303999786868e+02, 2.682587205407632496e+02, 2.681877979291759289e+02, 2.689908786386842507e+02, 2.690033902723183132e+02, 2.679675472735420385e+02, 2.667921153434268717e+02, 2.683387537907380533e+02, 2.663322035761506186e+02
1.906000000000000000e+03, 2.679946828975709536e+02, 2.694031839660684113e+02, 2.688297362379150854e+02, 2.691641625125672022e+02, 2.652680815182313836e+02, 2.672437715916547631e+02, 2.671075339054441429e+02, 2.684162392116382421e+02, 2.672972078815360533e+02, 2.679425593393741565e+02, 2.690792034545581828e+02, 2.682768301195253571e+02, 2.670632056439017106e+02, 2.659351190529641826e+02, 2.688052151959205389e+02, 2.677802750901701643e+02
1.907000000000000000e+03, 2.678623324236430108e+02, 2.692480545122244280e+02, 2.683469762351747363e+02, 2.693415958414690294e+02, 2.668766042676276697e+02, 2.675520657117873498e+02, 2.662426916398444519e+02, 2.697205702883845220e+02, 2.687782745477712183e+02, 2.681048437437416965e+02, 2.691517268226285182e+02, 2.688850959591214860e+02, 2.671126251859341778e+02, 2.663022966570977701e+02, 2.699957114157689375e+02, 2.663727496284868721e+02
1.908000000000000000e+03, 2.677963048219338589e+02, 2.682948637120890112e+02, 2.683426269182772330e+02, 2.681206893198389025e+02, 2.656207028804882952e+02, 2.676540263587364166e+02, 2.680888109596285176e+02, 2.692978170035702874e+02, 2.688035562834683674e+02, 2.686764078060901397e+02, 2.692863403739598880e+02, 2.677228242893840502e+02, 2.668374887279427981e+02, 2.669322453125814150e+02, 2.693929767814902334e+02, 2.660951081880540414e+02
1.909000000000000000e+03, 2.688687518289265199e+02, 2.690591543915613784e+02, 2.685510681381268228e+02, 2.684686599456515523e+02, 2.659241127771352353e+02, 2.670620169801625252e+02, 2.680329536094790797e+02, 2.697700399441233685e+02, 2.695381456232346977e+02, 2.682528112405557863e+02, 2.693606422131106228e+02, 2.680567382191888441e+02, 2.673175402780843228e+02, 2.663942116458960072e+02, 2.693238772828392484e+02, 2.680855207615230142e+02
1.910000000000000000e+03, 2.675602559386264261e+02, 2.688412412099941662e+02, 2.690854339967233386e+02, 2.694989373783582209e+02, 2.649351615830858009e+02, 2.673483845896752200e+02, 2.682387302398315114e+02, 2.689188457538032822e+02, 2.689269751076718649e+02, 2.697048204816214820e+02, 2.690841135898711514e+02, 2.674016205002101287e+02, 2.677603027005137619e+02, 2.669523658941698727e+02, 2.700899234119989387e+02, 2.666975862552532135e+02
1.911000000000000000e+03, 2.686959147438051900e+02, 2.680574207188634546e+02, 2.682925453236845215e+02, 2.687668249986647879e+02, 2.638264854213773560e+02, 2.666809864325016406e+02, 2.679125281088690258e+02, 2.700625171465932794e+02, 2.690027735796781485e+02, 2.682183157367427953e+02, 2.694606092121485403e+02, 2.684079200017195603e+02, 2.672380977884726008e+02, 2.666318120986381928e+02, 2.695425204132327508e+02, 2.675067763072744356e+02
