year, INM-CM4-8, TaiESM1, CESM2-WACCM, UKESM1-0-LL, EC-Earth3-Veg, IPSL-CM6A-LR, MIROC-ES2L, MPI-ESM1-2-LR, GFDL-ESM4, NorESM2-LM, CNRM-ESM2-1, ACCESS-ESM1-5, INM-CM5-0, NorESM2-MM, CMCC-CM2-SR5, CanESM5
1.962000000000000000e+03, 8.335194206464437983e+00, 5.878254588963845784e+00, 8.297216211155935994e+00, 7.848595220241826098e+00, 5.318773004649311353e+00, 6.309165661347273968e+00, 9.338913776188258353e+00, 8.458084292910983848e+00, 8.385099111704189312e+00, 7.268274099210757733e+00, 7.054484846960952460e+00, 6.643501407186391816e+00, 9.166910512829433699e+00, 7.811513679036298008e+00, 9.446326531061917109e+00, 8.516567307414556254e+00
1.963000000000000000e+03, 7.933441840341737716e+00, 5.969973009226618110e+00, 7.946408581022930129e+00, 7.608834949397444092e+00, 5.759385966533118406e+00, 6.262775600777350959e+00, 9.619202791977990330e+00, 9.078636106990973786e+00, 8.406684586068513099e+00, 7.781048980556846573e+00, 7.171174609323933247e+00, 6.973768308692863904e+00, 9.106364640882283368e+00, 7.694226532695084941e+00, 8.929309248269280630e+00, 8.587900030510226657e+00
1.964000000000000000e+03, 8.943878948197570011e+00, 5.835248381038723231e+00, 8.042049488459769080e+00, 7.087056006440866085e+00, 5.361465657007113528e+00, 6.055439342053442253e+00, 9.578146474184892512e+00, 8.281191299259452521e+00, 8.799598451512299135e+00, 7.319978385101246765e+00, 7.595773527486762156e+00, 7.171771077202842903e+00, 9.196544477612205171e+00, 7.891272618738632616e+00, 9.105734321660360564e+00, 7.914420405564314365e+00
1.965000000000000000e+03, 8.315192969444437310e+00, 5.630969764297511837e+00, 7.104664075264039091e+00, 7.459698252183841305e+00, 5.592201637338412468e+00, 6.296750031544181780e+00, 9.443616699068391185e+00, 8.287860571254219266e+00, 8.594344582685017997e+00, 7.478601963066521030e+00, 7.117205207315904225e+00, 6.977025680458729617e+00, 8.485491920243649844e+00, 7.596549045695660141e+00, 9.166291031807078937e+00, 7.977574763630037147e+00
1.966000000000000000e+03, 8.190213476793269720e+00, 5.901906550350792813e+00, 8.298303947733742802e+00, 7.529509705209904702e+00, 5.584099997424858408e+00, 6.437715317878617505e+00, 9.270479194279040769e+00, 8.456878542707547908e+00, 8.404991650001189640e+00, 7.610376251630857958e+00, 6.882556274501299143e+00, 6.860725656162054875e+00, 8.414431620559991387e+00, 7.559389077676915036e+00, 9.550862636875560696e+00, 8.340586035311451596e+00
1.967000000000000000e+03, 8.407488812517645016e+00, 5.892116857338638880e+00, 7.986066333487253033e+00, 7.274482054623542027e+00, 5.069460153845541939e+00, 6.353849795062433081e+00, 1.025445899493283441e+01, 8.699547761633425580e+00, 7.731520954712870264e+00, 5.818545152288855604e+00, 7.094934640824039462e+00, 7.004980133278071897e+00, 8.931899579007161805e+00, 6.965664191234535174e+00, 8.748718596361211297e+00, 8.370974298468446761e+00
1.968000000000000000e+03, 8.008406349406316238e+00, 5.799951422200247286e+00, 7.631022033772864255e+00, 7.247835012752258166e+00, 5.559275779765880721e+00, 6.454782800513653385e+00, 9.713978865131513984e+00, 8.461420962582065997e+00, 8.655823304931667295e+00, 7.002250538347417397e+00, 7.655831871925327548e+00, 6.989882526781966199e+00, 8.526744733260358089e+00, 7.448853377528235065e+00, 9.217657314933978441e+00, 8.778899332601382000e+00
1.969000000000000000e+03, 8.438464027534999801e+00, 6.048708860803935217e+00, 8.005950682440232669e+00, 6.894871165784140388e+00, 5.791539346864492899e+00, 6.773054877412089780e+00, 9.470386255428746125e+00, 8.094748275909289248e+00, 8.509013119358368016e+00, 7.556396293067167313e+00, 6.841922127643270457e+00, 6.743477530120030039e+00, 8.330373351736801268e+00, 7.501876155467247287e+00, 9.177365320427059103e+00, 9.279105388041385183e+00
1.970000000000000000e+03, 8.251765904738007862e+00, 5.715876638785330144e+00, 7.911604300457020678e+00, 6.474107494938843743e+00, 6.000366795143381893e+00, 6.436339469402717839e+00, 9.572911425985461520e+00, 8.491362003333422948e+00, 7.940662173839811544e+00, 7.787249560483579636e+00, 7.110149544722536241e+00, 6.867411795195249802e+00, 8.468020957149761330e+00, 6.766045688937560421e+00, 8.313267072476467234e+00, 8.583949107534786904e+00
1.971000000000000000e+03, 8.918395381465787253e+00, 5.703395418855129684e+00, 8.146578814951938696e+00, 6.748380084866374418e+00, 6.946471062302326693e+00, 6.336267310792004004e+00, 9.530610510668628521e+00, 8.742093765413681439e+00, 7.886290543210452419e+00, 7.357231037913647853e+00, 7.579640195001049463e+00, 6.847805118138558633e+00, 8.438006534289376859e+00, 7.442147488133545430e+00, 9.078501480731052453e+00, 8.819367412639362414e+00
1.972000000000000000e+03, 7.998142278753469725e+00, 5.965549472288388166e+00, 7.886040296298397756e+00, 7.158682162670149118e+00, 6.289512839031979219e+00, 6.076900303999980935e+00, 9.686413721251446063e+00, 8.637759644814284599e+00, 8.512208651577161334e+00, 6.663680286387299034e+00, 7.049479817234877821e+00, 6.973580023799087257e+00, 8.600510355642827065e+00, 7.346173268252450761e+00, 9.309439136121943292e+00, 8.584044828414915784e+00
1.973000000000000000e+03, 8.181438977193339568e+00, 5.705351363795332809e+00, 8.120717808140804905e+00, 6.880653936481992972e+00, 6.666965800835123801e+00, 6.429549007163029017e+00, 8.906406920813466854e+00, 8.591943093211291682e+00, 8.206318300656487708e+00, 6.865715105376622773e+00, 7.449946925846605339e+00, 6.997127572218346359e+00, 8.387996206489617634e+00, 7.134489756795089122e+00, 9.816576712151922735e+00, 8.358568805010770930e+00
1.974000000000000000e+03, 8.198891343248401853e+00, 5.838291366823630923e+00, 8.565679820814846579e+00, 7.613645158406254332e+00, 6.923689673035315906e+00, 6.173134183030798638e+00, 8.861594638160182669e+00, 9.282669052976926238e+00, 8.121587834777551862e+00, 7.047221886934043944e+00, 8.081260556295088548e+00, 7.022253024479814698e+00, 8.743571736613228396e+00, 7.062926091758662928e+00, 9.808203058951674436e+00, 8.255204221307229417e+00
1.975000000000000000e+03, 8.663962920089712583e+00, 6.107536420617425854e+00, 7.932972138999293321e+00, 7.552515914303980615e+00, 6.579690590181875187e+00, 6.542678943745151798e+00, 9.593106319854168618e+00, 8.832599150162907975e+00, 8.042978956672289570e+00, 7.072002449977468963e+00, 7.285487688760770020e+00, 7.095407648178455595e+00, 9.106283606435253475e+00, 7.663058116008921061e+00, 9.376164451974597469e+00, 8.867330064000908507e+00
1.976000000000000000e+03, 8.275005761528918313e+00, 5.624729626729067178e+00, 8.231712542584403991e+00, 7.727598376991413609e+00, 6.532764737077783934e+00, 6.544260795825582733e+00, 9.465168124115766801e+00, 8.485538356973640006e+00, 7.845257029229679269e+00, 7.428283013353910391e+00, 6.995803958557914370e+00, 7.202148362494819267e+00, 8.497734780837141955e+00, 7.699666601076668115e+00, 9.046815276935081584e+00, 8.935875920797242244e+00
1.977000000000000000e+03, 8.042304026270684858e+00, 5.825665212276017968e+00, 8.881159545023031399e+00, 6.823314360203746709e+00, 6.716517668763153814e+00, 6.102982041090435850e+00, 1.004812544821395370e+01, 8.973331691973587709e+00, 8.120965349093903995e+00, 7.474454934476181478e+00, 7.019005028995834117e+00, 7.075968694405195158e+00, 8.924624560807099982e+00, 7.472508999266623597e+00, 9.526256980423914555e+00, 8.668823408693365096e+00
1.978000000000000000e+03, 8.154023325491973395e+00, 5.947525786569545225e+00, 7.795764196428490500e+00, 7.480349459925840883e+00, 7.417749128000079573e+00, 6.342698674366931577e+00, 9.423433149323880542e+00, 9.251166031178286175e+00, 7.894609181945670962e+00, 7.154658761956965485e+00, 7.462192898194504487e+00, 7.067896860961075944e+00, 8.867833095300648338e+00, 7.556545488158300294e+00, 8.571376611460520323e+00, 8.875020924778119991e+00
1.979000000000000000e+03, 7.921286236021774840e+00, 6.122697339628140334e+00, 8.647798056867362249e+00, 7.401618512286024298e+00, 7.185721251878178784e+00, 6.409112978114053227e+00, 9.501970395773172484e+00, 9.040137566177460116e+00, 7.582897552386017814e+00, 7.831994691168285172e+00, 8.009468612449291314e+00, 6.971155586087751210e+00, 8.827700261150454253e+00, 7.140355720443960053e+00, 9.266490480613990499e+00, 8.234000630205072113e+00
1.980000000000000000e+03, 8.157369582448003698e+00, 6.058029561162888932e+00, 8.029199991872948416e+00, 7.133096904312716369e+00, 6.652965472758594956e+00, 6.391762580543408845e+00, 9.537765621719568543e+00, 9.453964965510607499e+00, 7.539484311974891995e+00, 7.470766739784400201e+00, 7.325031444979595463e+00, 7.190313137020188705e+00, 8.772347161523295966e+00, 7.226011834558966562e+00, 9.342730453232661603e+00, 8.452151435945545188e+00
1.981000000000000000e+03, 7.808515456587866055e+00, 6.532871393800053106e+00, 8.062754293283674656e+00, 7.375563609918038388e+00, 7.132825575835131104e+00, 6.292127004906640231e+00, 9.667192860756264494e+00, 9.277756891146399454e+00, 7.978842779464970114e+00, 7.784189856599618373e+00, 8.019762830640507545e+00, 6.954361114845744929e+00, 8.711689160766201923e+00, 7.629672143922039851e+00, 9.616870932907511715e+00, 8.384233745116141279e+00
1.982000000000000000e+03, 8.638744940077808465e+00, 5.983571915470875524e+00, 8.123400283534527588e+00, 6.958773706331398579e+00, 6.752674496869776277e+00, 5.861652832076138964e+00, 9.027995739698097211e+00, 8.989195308318945976e+00, 8.145118801615934601e+00, 7.800874910684958863e+00, 7.064163804090918042e+00, 7.134863868052365277e+00, 9.024341868034037262e+00, 7.776510410949384777e+00, 9.409153473167776838e+00, 8.712824023521411831e+00
1.983000000000000000e+03, 7.949101810237798382e+00, 6.064591036324348927e+00, 8.226595790439459321e+00, 7.222557717982948766e+00, 7.623422770641117729e+00, 6.241310581518261458e+00, 1.045406671907242213e+01, 9.047626976537468835e+00, 7.959249997642140251e+00, 7.705663362568569319e+00, 7.595353044666746989e+00, 7.119143839418025088e+00, 9.493970920624551724e+00, 7.920187422173952108e+00, 8.849557743692589185e+00, 8.751407252856973074e+00
1.984000000000000000e+03, 8.639018229746683986e+00, 6.057979265555835546e+00, 7.533870164197873365e+00, 7.619600417139142046e+00, 6.538323549769927467e+00, 6.244397656139889285e+00, 1.010615555047943026e+01, 9.267929029225605575e+00, 7.995606110040690773e+00, 8.175592471143547257e+00, 7.656500585776594647e+00, 7.091363937650012161e+00, 8.939391894930350801e+00, 7.478148004622188871e+00, 8.754517544835245246e+00, 9.417375435352060009e+00
1.985000000000000000e+03, 8.135414958440518873e+00, 6.427263021691131506e+00, 6.987242399382079583e+00, 7.734318286085049898e+00, 7.334458275330896448e+00, 6.562849170399653431e+00, 1.069471006353147580e+01, 9.414263942712629785e+00, 8.043852675673768715e+00, 8.646848036319982000e+00, 7.804395738918701753e+00, 7.233555243471146312e+00, 8.983508855054203934e+00, 7.979597325992375367e+00, 9.327383114385602525e+00, 9.172116732464891342e+00
1.986000000000000000e+03, 8.725572637041352664e+00, 6.222907816697129668e+00, 8.325988672305951965e+00, 7.832322618609961928e+00, 6.430475121611891609e+00, 6.485944413608273784e+00, 1.100305717633447955e+01, 9.384947568213064528e+00, 8.365184423118421364e+00, 8.033272388354152582e+00, 7.644080074237280975e+00, 7.244364920844349243e+00, 8.254603475400850598e+00, 7.795421521581229918e+00, 9.776269837796814244e+00, 9.548013312767835714e+00
1.987000000000000000e+03, 7.835711889408901065e+00, 6.211645897823064644e+00, 8.667938104244980124e+00, 7.817819246921621001e+00, 7.263360739444096659e+00, 6.943122808299430737e+00, 1.026958475731189147e+01, 9.193367545284511166e+00, 8.229579527501757141e+00, 8.085206717055074321e+00, 7.919527532987869378e+00, 7.297259594279095651e+00, 8.762364218901824486e+00, 7.741829851198129830e+00, 1.027334564003072792e+01, 8.853192495798115402e+00
1.988000000000000000e+03, 8.612679786125459813e+00, 6.256117728358194796e+00, 8.526733975063958582e+00, 8.043419883086270872e+00, 6.768414695911935119e+00, 6.886507480605421172e+00, 1.062390528823368818e+01, 8.980443521821479536e+00, 8.577996847110590295e+00, 8.392186169004936858e+00, 7.525049708210886479e+00, 7.309955919204035091e+00, 9.382996756702887353e+00, 7.949668067874256394e+00, 9.319272555594730889e+00, 8.851237513363980014e+00
1.989000000000000000e+03, 8.781784084779971522e+00, 6.392403260477880877e+00, 8.932576575690189813e+00, 7.905162915729377460e+00, 7.669255368283060648e+00, 7.319730088453234806e+00, 1.037907777288449651e+01, 9.783244416836359036e+00, 8.282494277468115840e+00, 8.848043871317392117e+00, 7.947455482989909115e+00, 7.523643315943712828e+00, 9.077360270220466987e+00, 8.625721473081160440e+00, 9.962176601058805758e+00, 8.991099389052829238e+00
1.990000000000000000e+03, 8.446512367679527955e+00, 6.531636309837111298e+00, 8.491677694844524282e+00, 8.081174680616721062e+00, 7.370160932748909488e+00, 7.078663650257686513e+00, 1.055636157324667579e+01, 9.475725268525801326e+00, 8.505280219021578603e+00, 7.665293413780021936e+00, 8.658938722400392862e+00, 7.797611485282395449e+00, 9.114661944450981323e+00, 8.398700918371027058e+00, 9.783391932686706483e+00, 9.653036847083068750e+00
1.991000000000000000e+03, 9.301647553642315103e+00, 6.597921144705954255e+00, 9.103965831564201139e+00, 8.965169079717444589e+00, 6.942182549684333459e+00, 7.349079798479864145e+00, 1.021000174201676636e+01, 9.222533903864146509e+00, 8.643261837451024832e+00, 7.721399390424700471e+00, 8.227506341310069971e+00, 7.820750519465198280e+00, 8.904179542775054301e+00, 8.395935512916070209e+00, 1.039218439205486710e+01, 9.385108126032095655e+00
1.992000000000000000e+03, 8.350470660555474822e+00, 6.265797974008123994e+00, 8.682263844524355179e+00, 8.140844575151533036e+00, 7.791270858990503534e+00, 7.205343942315836969e+00, 9.279960738205417670e+00, 9.801782149325962479e+00, 8.182638867158551932e+00, 7.966954067536337725e+00, 7.941580113787884088e+00, 7.484730704508875121e+00, 9.244546602605796082e+00, 8.380970518110711254e+00, 9.177366277610593315e+00, 9.159391111586776546e+00
1.993000000000000000e+03, 8.584355792265352392e+00, 6.241509817994858267e+00, 8.963482990345303492e+00, 8.996199975046954123e+00, 6.970680288093321408e+00, 7.238835682946751504e+00, 1.006158528594425405e+01, 9.262899903517279654e+00, 7.983686911221204774e+00, 7.580750184324174690e+00, 8.052677200372105659e+00, 7.599603497643030892e+00, 9.717385089256740827e+00, 8.822604773438643022e+00, 1.008224879875563218e+01, 8.749895879620479988e+00
1.994000000000000000e+03, 9.016273057401786417e+00, 6.469109439094757441e+00, 8.997372868652746547e+00, 8.608219643708494573e+00, 7.343342336382190361e+00, 7.504498778261933900e+00, 1.058354311169228801e+01, 9.634011220312491020e+00, 7.822195767089695551e+00, 7.215707821183591442e+00, 8.583210604301012125e+00, 7.709029768837574181e+00, 9.125233512498828858e+00, 8.359807909105157364e+00, 9.695933617761605561e+00, 8.918901266737261579e+00
1.995000000000000000e+03, 8.738279457005420525e+00, 6.734021657366811020e+00, 8.311416542402580987e+00, 7.952578508693335380e+00, 7.346578136864663655e+00, 7.767766362561653537e+00, 1.099026009190468400e+01, 9.349114382221610953e+00, 7.974119819421531474e+00, 7.136801856714973802e+00, 8.016734252460146593e+00, 7.949221458214441149e+00, 8.958189346258190966e+00, 8.164384316254727381e+00, 9.414616366561892491e+00, 9.695526547170331355e+00
1.996000000000000000e+03, 9.119257212143015323e+00, 6.745499624046382259e+00, 8.542757147926655747e+00, 9.200794091635296823e+00, 6.967742692103536584e+00, 7.865993983725280358e+00, 1.000215495032793811e+01, 9.881177297021256578e+00, 8.996456559739488767e+00, 8.261387855589838125e+00, 8.042115803785234718e+00, 7.943447430888999961e+00, 9.001615749203402572e+00, 8.957383412046429072e+00, 9.958476984049157821e+00, 9.092961057183879703e+00
1.997000000000000000e+03, 9.041021237583377612e+00, 6.515733727039075163e+00, 9.193109084148046506e+00, 9.234121084872057850e+00, 7.713880880084608371e+00, 7.741781522725222686e+00, 1.036327053974327406e+01, 9.598287572166338322e+00, 9.162607164657044834e+00, 7.717512384578876450e+00, 8.809697305575872051e+00, 8.054528910320602364e+00, 8.869266627196283892e+00, 8.609791397189633599e+00, 1.029910079956036384e+01, 9.248154811975540568e+00
1.998000000000000000e+03, 9.257744223076178613e+00, 6.893990394394539756e+00, 8.760778158123217807e+00, 8.373102834955357565e+00, 8.397468801921792902e+00, 7.905252173268680238e+00, 1.009140273260132048e+01, 9.851728983248305482e+00, 8.870612918946450876e+00, 7.445475663167496094e+00, 8.106479880300199170e+00, 8.266248002274787510e+00, 9.544901392003330542e+00, 8.696178824383494543e+00, 9.688118829557067713e+00, 9.770997001241363833e+00
1.999000000000000000e+03, 9.201898699298109108e+00, 6.713064690100438270e+00, 8.729774697553860818e+00, 9.036949197854328375e+00, 8.971626031501751086e+00, 8.046232513124456531e+00, 1.058401813159720106e+01, 1.088981288029851058e+01, 8.920660905368691829e+00, 8.964077023574702707e+00, 9.311402919293357172e+00, 8.072586667634244151e+00, 9.246937843992304451e+00, 8.184683511879791595e+00, 1.023189415366786470e+01, 9.634638221015993764e+00
2.000000000000000000e+03, 9.379985127074998985e+00, 6.730953521582565990e+00, 8.801010525581190791e+00, 1.019279387686424165e+01, 8.521368061761879886e+00, 7.832118733283616407e+00, 1.098070441653766238e+01, 1.002581646923106540e+01, 8.964225726523423532e+00, 8.379134608614910107e+00, 8.928222420729410302e+00, 8.262377254568118445e+00, 9.319539974372512248e+00, 8.752768468377302824e+00, 9.747507125983881693e+00, 9.117028051792186005e+00
2.001000000000000000e+03, 9.379971922315577970e+00, 6.973535127636466768e+00, 9.158387271372417260e+00, 8.768681415394720347e+00, 8.352200786541624566e+00, 8.206115164656623051e+00, 1.061085604773176172e+01, 1.090130177675428946e+01, 9.176260872991218065e+00, 8.500638548626278990e+00, 8.755742823737481473e+00, 8.242416786619699565e+00, 9.464276971571610630e+00, 8.308577523659046449e+00, 1.023679730129713583e+01, 1.007796077786014699e+01
2.002000000000000000e+03, 8.985503985992538745e+00, 6.706740804122889976e+00, 9.658314250318447591e+00, 9.619752966259200733e+00, 7.240169968716697824e+00, 7.253406532303574572e+00, 1.039047992750760052e+01, 1.026654306761119528e+01, 8.812715369952870859e+00, 8.660969615528415488e+00, 8.867224478851815306e+00, 8.286224755130305653e+00, 9.538745086201576129e+00, 8.512564367830611545e+00, 1.063260969021301605e+01, 9.511755298663796765e+00
2.003000000000000000e+03, 9.206043918299206652e+00, 6.422331175163999539e+00, 9.246280948641693698e+00, 9.192767201339131944e+00, 7.321190995919457656e+00, 7.995028506122712209e+00, 1.067341246068920846e+01, 9.923783678903923544e+00, 9.016379695540319261e+00, 8.087593505323969367e+00, 9.429212079701487781e+00, 8.432357767394732306e+00, 9.903793176554463784e+00, 8.857065325867983674e+00, 1.046935159150178229e+01, 1.003599275931152590e+01
2.004000000000000000e+03, 9.064940189591837338e+00, 6.829243564247824416e+00, 1.048768004245253849e+01, 9.191477569067075137e+00, 7.695726297147237993e+00, 7.677949438162793072e+00, 1.068515710918155470e+01, 9.555193830908178754e+00, 9.000170710919588757e+00, 8.296276285070769418e+00, 8.946251608634463892e+00, 8.707898142287284315e+00, 9.302761752721242061e+00, 8.668760083827624641e+00, 1.070569100236026117e+01, 9.573684128160831364e+00
2.005000000000000000e+03, 9.338349288429579786e+00, 7.178692027758091676e+00, 1.038969772618483667e+01, 9.876778532904367580e+00, 7.481982363850003814e+00, 7.941467041088315248e+00, 1.105061252812181216e+01, 1.107541672174548353e+01, 9.555324508169585229e+00, 8.706481684073914096e+00, 8.460853183341527028e+00, 8.560444867213767850e+00, 9.688405780300547221e+00, 8.904963061818326864e+00, 1.129294505164872220e+01, 9.134953624670583139e+00
2.006000000000000000e+03, 9.402829682003632783e+00, 6.911807342919543018e+00, 9.305191302711204315e+00, 8.739812225681882651e+00, 7.822623843590124970e+00, 8.204951900932018205e+00, 1.126302518593332458e+01, 1.097391005660594665e+01, 9.390583621073799847e+00, 8.938653805082736881e+00, 9.464531912993269458e+00, 8.565248993882070394e+00, 9.321086308532944287e+00, 9.700913009449715574e+00, 1.097794562430089194e+01, 9.478493688087965552e+00
2.007000000000000000e+03, 9.485749019372684998e+00, 6.937780254192111862e+00, 1.017834764548755189e+01, 9.310126856571230292e+00, 8.451847198853778664e+00, 7.852408694039256787e+00, 1.027671085148489283e+01, 1.044663378602579940e+01, 9.590203204948396731e+00, 9.719980027061783545e+00, 9.657504986465530905e+00, 8.644553130852575151e+00, 9.556609193129657953e+00, 9.608312221868541059e+00, 1.100945235303331238e+01, 9.461513639237526974e+00
2.008000000000000000e+03, 9.005780478712717141e+00, 7.029703930884276808e+00, 9.464865782612653433e+00, 9.449665156577477632e+00, 8.543795919147692430e+00, 8.089750296367240523e+00, 1.099942358596291392e+01, 1.087491951193576334e+01, 9.482256896093735676e+00, 9.245629760578474077e+00, 8.990154224537864280e+00, 8.687259985218940272e+00, 9.712601000712222543e+00, 8.918366922328269553e+00, 1.062283270656538825e+01, 9.836955262403979106e+00
2.009000000000000000e+03, 9.652519642697180657e+00, 6.649252772655323440e+00, 1.001354573521648383e+01, 9.412215417373030135e+00, 9.166135449647335065e+00, 8.479796912109621942e+00, 1.074225627129986727e+01, 1.095158656145440901e+01, 1.006564511915319393e+01, 9.320860464212294971e+00, 8.933713729374163748e+00, 8.988263541070656615e+00, 9.536117974966174415e+00, 1.022288720332574563e+01, 1.085880735556958498e+01, 9.748962234715907726e+00
2.010000000000000000e+03, 9.425033538837883640e+00, 7.291925933419921790e+00, 1.033699045072857459e+01, 9.785053080024903593e+00, 8.365978122849972110e+00, 8.614190820096128576e+00, 1.120363648933371792e+01, 1.076417495152779580e+01, 9.267023388211272916e+00, 9.230003706843882938e+00, 9.424032998076741663e+00, 8.744700484383169936e+00, 8.975395425153172013e+00, 9.883520333159619753e+00, 1.043608637748092427e+01, 9.558269732252908213e+00
2.011000000000000000e+03, 9.677160713622154020e+00, 6.934555442856312091e+00, 1.058730141423119164e+01, 1.031441892254832737e+01, 9.095818340451092610e+00, 8.091094085107149780e+00, 1.080961143844232808e+01, 1.035629825125649717e+01, 9.496334541857926581e+00, 9.593260865217416722e+00, 9.211787868822687741e+00, 8.880798530370524801e+00, 9.424377385850904787e+00, 9.475573066449888060e+00, 1.123926048177401249e+01, 9.686088015588426359e+00
2.012000000000000000e+03, 9.479958323155525335e+00, 6.845917277020612701e+00, 9.453322507137112751e+00, 9.942659659611612355e+00, 8.985032324892463507e+00, 8.524483882311892913e+00, 1.102969966703309801e+01, 1.018913837064850192e+01, 8.887521480011661978e+00, 8.850218393788765070e+00, 9.343485781779861554e+00, 8.770577320406921729e+00, 9.516488058031146835e+00, 8.613665171834274048e+00, 1.088153555616168511e+01, 9.980094122286155667e+00
2.013000000000000000e+03, 9.036950966910728411e+00, 7.147951048200830826e+00, 9.977352347310583625e+00, 1.021969813913950631e+01, 9.103989348195634435e+00, 9.052417797096214969e+00, 1.177464230826470271e+01, 1.087067186476393843e+01, 9.777263088019653381e+00, 9.730058338670893647e+00, 9.766439979282459660e+00, 8.874542439246395631e+00, 9.658788398793680230e+00, 9.919388173844726708e+00, 1.096261512719243747e+01, 1.019308315794967790e+01
2.014000000000000000e+03, 9.763336914711830516e+00, 7.183246635389052059e+00, 1.007074846919299738e+01, 1.079951081866713913e+01, 8.101420633208210376e+00, 8.869694343159068239e+00, 1.223618447521132957e+01, 1.063013716008586051e+01, 9.471519549633304891e+00, 9.743108813091421183e+00, 9.683586213552944244e+00, 8.394700082186931311e+00, 9.936320329440365029e+00, 9.438183177319327655e+00, 1.059005847378876197e+01, 1.047337565568710716e+01
