year, GFDL-ESM4, CanESM5, NorESM2-LM, EC-Earth3-Veg, NorESM2-MM, CESM2-WACCM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CMCC-CM2-SR5, ACCESS-ESM1-5, MIROC-ES2L, UKESM1-0-LL, CNRM-ESM2-1, TaiESM1
1.981000000000000000e+03, 3.839832107519967952e+00, 5.035262485633321461e+00, 3.509672197157009954e+00, 3.190620336300422188e+00, 3.571223810135685905e+00, 4.228879738865633620e+00, 2.375505571004219441e+00, 4.727170017767658550e+00, 4.404940096397756299e+00, 3.945936171565665784e+00, 5.599612250768067234e+00, 4.354865645697539200e+00, 4.920022571373413811e+00, 2.272033923526485477e+00
1.982000000000000000e+03, 3.996568119741004566e+00, 5.224617023569487984e+00, 3.666238910017707298e+00, 2.663874463501815004e+00, 3.381891425496543757e+00, 3.892394383640925604e+00, 2.326227896867431255e+00, 4.922106988605473354e+00, 4.482969316479647581e+00, 4.012115624577245576e+00, 5.564777285854537681e+00, 4.314477327064168755e+00, 4.592721412197200870e+00, 2.204377578046919695e+00
1.983000000000000000e+03, 3.824442768802952752e+00, 5.132321945183375256e+00, 3.492207752499465911e+00, 3.281289166175488603e+00, 3.521397924357625886e+00, 3.874073858120211877e+00, 2.333135405671547424e+00, 4.745623798126371362e+00, 4.370387087433005746e+00, 4.085284912724020501e+00, 5.694537212344783050e+00, 4.413394972086294388e+00, 4.567056975730070967e+00, 2.221751677202757680e+00
1.984000000000000000e+03, 3.894911949882023272e+00, 5.406231265977310407e+00, 3.807466692919183604e+00, 2.364397637196689050e+00, 3.470060247575474932e+00, 3.817171567310378322e+00, 2.418462490581185342e+00, 4.982578444374584414e+00, 4.144869555626686797e+00, 4.032618823520214058e+00, 5.692439914845477844e+00, 4.684774358247744352e+00, 4.639317964535726091e+00, 2.147810254771695959e+00
1.985000000000000000e+03, 3.832338711151507926e+00, 5.332456456104259779e+00, 3.625418668839192726e+00, 3.193815417730245798e+00, 3.662062499868270038e+00, 3.804135788260137208e+00, 2.450978314182139517e+00, 5.030583958903485531e+00, 4.333383752124006172e+00, 4.150434024555928580e+00, 5.678124081943143331e+00, 4.610467068214305186e+00, 4.763224739488658876e+00, 2.312591837843279041e+00
1.986000000000000000e+03, 3.978039025010974949e+00, 5.453039032134938680e+00, 3.731852562284312835e+00, 2.478206890967205034e+00, 3.586741362502197550e+00, 3.966923833342286709e+00, 2.469159325148652329e+00, 4.973295970393237120e+00, 4.463062973924714072e+00, 4.128355178623754007e+00, 5.968000923806774161e+00, 4.656935753802026845e+00, 4.683330817031897020e+00, 2.321870376692467985e+00
1.987000000000000000e+03, 4.010866953151986714e+00, 5.185105130682930330e+00, 3.744219046001195039e+00, 3.097987774324446608e+00, 3.623188905937662962e+00, 4.124819895209810738e+00, 2.483202281250537879e+00, 4.968256298529032833e+00, 4.603145654276134202e+00, 4.096137728638493236e+00, 5.835232511793436494e+00, 4.510408566544779063e+00, 4.834989944640062376e+00, 2.265814771035580932e+00
1.988000000000000000e+03, 4.053163108548117677e+00, 5.208522152247620163e+00, 3.726587145659004285e+00, 2.938651649642855634e+00, 3.729870743675314682e+00, 4.248487096783022388e+00, 2.522052855434970819e+00, 4.955397039694902084e+00, 4.458211537971972227e+00, 4.136254255091448506e+00, 5.762493225237287575e+00, 4.494105804577412044e+00, 4.871375462738151363e+00, 2.303887437299325658e+00
1.989000000000000000e+03, 4.073623436391515362e+00, 5.407093024230189116e+00, 3.675116653386840238e+00, 3.183506199550107940e+00, 3.808429748480295363e+00, 4.269504331663352303e+00, 2.614352161844280431e+00, 5.174674689787606141e+00, 4.545250434758729696e+00, 4.181272084863268290e+00, 5.710078020161419410e+00, 4.577383034719780142e+00, 4.775062990358239112e+00, 2.272878626025335080e+00
1.990000000000000000e+03, 3.921335879434171279e+00, 5.494795707535781837e+00, 3.537372768893347175e+00, 2.942235512001418307e+00, 3.754403560972614518e+00, 4.132408380055247576e+00, 2.526068137042196238e+00, 5.075035833100050908e+00, 4.555054571733556656e+00, 4.337199982179445357e+00, 5.819936497670465947e+00, 4.494429558018105730e+00, 5.098718079456213914e+00, 2.289837122568691541e+00
1.991000000000000000e+03, 4.207091023934772522e+00, 5.347147982382025155e+00, 3.476898191400505933e+00, 2.661076521901145409e+00, 3.750586755292113939e+00, 4.267189483758900614e+00, 2.604141281389334317e+00, 5.106526467094655963e+00, 4.674573936817645325e+00, 4.277666819096622497e+00, 5.947414622410937213e+00, 4.680984380618641971e+00, 5.045900310545663459e+00, 2.299117997024826110e+00
1.992000000000000000e+03, 3.835762539244758518e+00, 5.018740341860031151e+00, 3.581532460650225680e+00, 3.128174955936864343e+00, 3.820316971815309603e+00, 4.061651941456063675e+00, 2.631896308647670768e+00, 5.113374892022508611e+00, 4.377193617984755036e+00, 4.165716757592667463e+00, 5.559661584130688894e+00, 4.554256334570075282e+00, 4.874492026439179782e+00, 2.274547060271218335e+00
1.993000000000000000e+03, 3.868407509563175140e+00, 5.037415085216615296e+00, 3.542531332726435611e+00, 2.439759760270546529e+00, 4.041249506662208724e+00, 4.034142893243858552e+00, 2.632924738991373026e+00, 5.072069906404841788e+00, 4.444145907223771452e+00, 4.226322819803808528e+00, 5.740600157441808626e+00, 4.724402700538988142e+00, 4.881459889396584373e+00, 2.208699314022684046e+00
1.994000000000000000e+03, 3.935576601395405660e+00, 5.216488135292420836e+00, 3.645686161636666256e+00, 2.940423897838325917e+00, 3.801114287901171451e+00, 3.848093691357221680e+00, 2.659033235225070957e+00, 5.094562666301433396e+00, 4.480181871322266751e+00, 4.212037295629467160e+00, 5.844231385743416496e+00, 4.527186258296921118e+00, 5.145473255690508729e+00, 2.293596768793494611e+00
1.995000000000000000e+03, 3.843894860894641941e+00, 5.439246251098768248e+00, 3.423996676868577449e+00, 2.845242761360533557e+00, 3.771527149067293472e+00, 3.984472803376132966e+00, 2.775803325044687409e+00, 5.047587121874963501e+00, 4.519879804901814957e+00, 4.194894810643905458e+00, 6.020623731929041433e+00, 4.606420740699802785e+00, 4.853208549572705977e+00, 2.382892151594589336e+00
1.996000000000000000e+03, 4.074105893058740158e+00, 5.247730896458684846e+00, 3.481700849975932321e+00, 2.794698327950859262e+00, 3.809871257267671396e+00, 4.076559221390832377e+00, 2.736197081251553698e+00, 5.147390994771644301e+00, 4.601446060052810871e+00, 4.313244390255464467e+00, 5.893174945151872457e+00, 4.766211238649409765e+00, 4.831196465918401017e+00, 2.387720064401011477e+00
1.997000000000000000e+03, 4.254178616744188623e+00, 5.188028340800616256e+00, 3.639126253991397775e+00, 3.494972013259959542e+00, 3.989597062432550967e+00, 4.159166318265419271e+00, 2.738588707540625222e+00, 5.153502559098171787e+00, 4.624593193310081674e+00, 4.311463859616533334e+00, 6.050860269408587122e+00, 4.713673202753111191e+00, 5.109160938375538308e+00, 2.356173075719075527e+00
1.998000000000000000e+03, 4.272128921215026409e+00, 5.417719565868833520e+00, 3.543760525151463447e+00, 3.328579607031345589e+00, 3.812815628072260044e+00, 4.280986679782496473e+00, 2.806537076104950401e+00, 5.129632309982078198e+00, 4.455348564461031557e+00, 4.443200765160726817e+00, 5.924582696919619806e+00, 4.466043992522116035e+00, 5.101720118725200592e+00, 2.428451418949723717e+00
1.999000000000000000e+03, 4.200588872365822901e+00, 5.433351654427770683e+00, 3.871969136758394381e+00, 3.513903535155107338e+00, 3.756544537285884111e+00, 4.080831044537830188e+00, 2.812255284515921439e+00, 5.353406307947007114e+00, 4.586456934916888883e+00, 4.373625742239148906e+00, 5.929636191019972635e+00, 4.705460063277010718e+00, 5.157160693583182187e+00, 2.398950206875070101e+00
2.000000000000000000e+03, 4.104128411010969479e+00, 5.288228213652186760e+00, 3.720316666695309138e+00, 2.848180195324975461e+00, 3.824010560180611584e+00, 4.054573899659851044e+00, 2.784808432762124752e+00, 5.468499345462660699e+00, 4.489183342175149249e+00, 4.448371508521905326e+00, 6.058802886850156000e+00, 5.064475893282427421e+00, 5.205265642559568029e+00, 2.364985727887906286e+00
2.001000000000000000e+03, 4.250779304476631104e+00, 5.871139773424388864e+00, 3.673399791443806794e+00, 3.169717951174751747e+00, 3.746064266733172055e+00, 4.200081422241378704e+00, 2.927027764630231843e+00, 5.583884609957938672e+00, 4.604154569322236767e+00, 4.503230413408080501e+00, 6.077830169245759251e+00, 4.785030512590647156e+00, 5.182660230830116177e+00, 2.396439168800417185e+00
2.002000000000000000e+03, 4.191132051750314780e+00, 5.514694189076245756e+00, 3.670731814797068004e+00, 2.643096296216337571e+00, 3.673886993663375122e+00, 4.333794095550652870e+00, 2.769312045179110893e+00, 5.501468533759423352e+00, 4.958727507641851773e+00, 4.546517853742843229e+00, 6.010983716508822461e+00, 5.008579619338301647e+00, 5.422876797064692944e+00, 2.356786718194114449e+00
2.003000000000000000e+03, 4.344106669431019974e+00, 5.540585577602088918e+00, 3.767814084141278830e+00, 3.279652430386829298e+00, 4.095108869604700885e+00, 4.279873742449298746e+00, 2.890874390044078535e+00, 5.292336229156155092e+00, 4.735284329029074257e+00, 4.511671464267823950e+00, 6.034147670890689596e+00, 4.917429666068901639e+00, 5.437256401795987237e+00, 2.327016539213763835e+00
2.004000000000000000e+03, 4.166819662117677403e+00, 5.410515252126135266e+00, 3.800162288546042433e+00, 3.163167819659062907e+00, 3.998029928332685667e+00, 4.418782039619491897e+00, 2.844792383977039041e+00, 5.168818948470350172e+00, 4.789138457438933294e+00, 4.568896671788138519e+00, 6.035823277245534690e+00, 4.662009562562595022e+00, 5.492694082333516192e+00, 2.429121994824602115e+00
2.005000000000000000e+03, 4.350219917476429110e+00, 5.465438771446334165e+00, 3.843671792164586876e+00, 3.160026154641344398e+00, 3.843364477130475798e+00, 4.412606540861796489e+00, 2.875953025087079507e+00, 5.647939096750746124e+00, 5.055753938799978364e+00, 4.446843115062647733e+00, 6.246048668949852889e+00, 4.919667844423400993e+00, 5.233623822793877167e+00, 2.420168017959472895e+00
2.006000000000000000e+03, 4.380088530433415173e+00, 5.414008580236328250e+00, 3.750415634754400429e+00, 3.200872297739333128e+00, 3.938298202224119304e+00, 4.268287248107935028e+00, 2.960494756492292989e+00, 5.573560464251350766e+00, 4.770701119347183550e+00, 4.515925493833595539e+00, 6.186906468580571250e+00, 4.710104792089239822e+00, 5.320534447687248480e+00, 2.406920490574000038e+00
2.007000000000000000e+03, 4.373352980635797138e+00, 5.332198777939995082e+00, 3.838181326534951143e+00, 3.399864686149201898e+00, 3.891570901161475415e+00, 4.351964948357050389e+00, 2.839444271670384712e+00, 5.468220444966283900e+00, 4.909657542195345670e+00, 4.509598894051197071e+00, 5.986854516001910653e+00, 4.994964193391226104e+00, 5.605807109045111147e+00, 2.389342196744815627e+00
2.008000000000000000e+03, 4.486000342513827732e+00, 5.366989766032045139e+00, 3.967129150102131074e+00, 3.424112373787855379e+00, 3.838425555630538888e+00, 4.316554405951372964e+00, 2.883967825746396763e+00, 5.636115976109265624e+00, 4.806876754122752615e+00, 4.442791368035400090e+00, 6.194737044367921719e+00, 4.871883002936591822e+00, 5.222541833883586726e+00, 2.426950044707375298e+00
2.009000000000000000e+03, 4.642055708598573638e+00, 5.373650668306728662e+00, 3.905199297916214451e+00, 3.362075453465867447e+00, 4.052035113285068491e+00, 4.485572246951666564e+00, 2.994397587421594231e+00, 5.447732231963187566e+00, 5.046602962956362681e+00, 4.569611036154270778e+00, 6.093817057169157003e+00, 5.042412268956050880e+00, 5.280592888316474998e+00, 2.326453015806475122e+00
2.010000000000000000e+03, 4.176403826755076487e+00, 5.507861988860734748e+00, 3.895597497887998806e+00, 2.906280931176500992e+00, 3.922562268043080724e+00, 4.511419337561372700e+00, 2.996475037211379977e+00, 5.740285402783929847e+00, 5.174384263925544403e+00, 4.473434663960987656e+00, 6.215245151458890227e+00, 4.946600310526867439e+00, 5.327295699667293327e+00, 2.474819761812419916e+00
2.011000000000000000e+03, 4.342581241009200177e+00, 5.562731371664588309e+00, 4.026288765596080843e+00, 3.522557059336902441e+00, 4.098799880011688046e+00, 4.616497167372942023e+00, 2.990712734812710494e+00, 5.375775473017943895e+00, 4.908556112770710023e+00, 4.539747142572310601e+00, 6.110010926597055025e+00, 5.098654464308201462e+00, 5.431577738091331042e+00, 2.389601820844821312e+00
2.012000000000000000e+03, 4.293120425143752250e+00, 5.476149499607963378e+00, 3.948164002950674600e+00, 3.844296702386684750e+00, 3.861131922997843802e+00, 4.445695469065542582e+00, 3.053315953248401105e+00, 5.230532796776604876e+00, 4.943751070429314609e+00, 4.512932667255884489e+00, 6.173089176395487598e+00, 4.910256315506615010e+00, 5.330881334427004070e+00, 2.504208419388267437e+00
2.013000000000000000e+03, 4.559253217962004001e+00, 5.688087549787236519e+00, 4.076425471916509835e+00, 3.299716587263628487e+00, 3.878267744260773142e+00, 4.299232035695785825e+00, 3.109486515760777614e+00, 5.529769930269238465e+00, 4.977137115646937282e+00, 4.558660972568023162e+00, 6.439805328338038315e+00, 5.134027306811987046e+00, 5.661386202923576860e+00, 2.425777936131088719e+00
2.014000000000000000e+03, 4.246472053481923581e+00, 5.905138819184108989e+00, 4.193771147305012548e+00, 2.802929065946043519e+00, 4.100433926805943763e+00, 4.572407712880054653e+00, 3.116626218159825878e+00, 5.540347983925982156e+00, 4.733654825913971465e+00, 4.427587916195487416e+00, 6.322878043471643394e+00, 5.304017962884974402e+00, 5.497676263052336587e+00, 2.486299283442901853e+00
