year, IPSL-CM6A-LR, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, NorESM2-MM, GFDL-ESM4, NorESM2-LM, CESM2-WACCM, INM-CM4-8, MIROC-ES2L, CNRM-ESM2-1, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM5-0, CanESM5, CMCC-CM2-SR5
1.971000000000000000e+03, 2.846566408299864737e+00, 4.092510676280840087e+00, 4.120034570431186260e+00, 2.176832029577348226e+00, 3.641013185622369974e+00, 4.163715409595647010e+00, 3.524478874121161009e+00, 4.124432726422258000e+00, 4.665182571276387691e+00, 5.928130610516631371e+00, 5.267505223628710986e+00, 5.150270620866553628e+00, 3.581250545004635466e+00, 4.382352774335205758e+00, 5.157406037483143635e+00, 4.565774849131662094e+00
1.972000000000000000e+03, 2.742827268545823927e+00, 4.283408319313178225e+00, 4.203644887546841069e+00, 2.314243543761471233e+00, 3.686237054488584963e+00, 4.438767113706250989e+00, 3.209772118158146004e+00, 3.894021491998928663e+00, 4.197722233802706704e+00, 6.032040694200826891e+00, 4.957751313508050650e+00, 5.128664793667625510e+00, 3.306451496609461138e+00, 4.469286457684198410e+00, 4.999279398712644706e+00, 4.622316385403043348e+00
1.973000000000000000e+03, 2.875729412831469656e+00, 4.145705089644137864e+00, 4.214414138204543470e+00, 2.221551302525642591e+00, 3.608008493243410886e+00, 4.190838764425382834e+00, 3.345876310644910756e+00, 4.076592905565555647e+00, 4.266367903020259256e+00, 5.523794407040591103e+00, 5.202096110063455292e+00, 5.002471866401305256e+00, 3.445832398418768872e+00, 4.332190344089004164e+00, 4.807876236410235649e+00, 4.855370818808022015e+00
1.974000000000000000e+03, 2.757818163637519859e+00, 4.577889934078183565e+00, 4.208307723861230976e+00, 2.285763784775622920e+00, 3.553492564915215812e+00, 4.098888003183454920e+00, 3.465926147965789905e+00, 4.391781473929061264e+00, 4.309667650494581004e+00, 5.498504876105702266e+00, 5.616837779807136499e+00, 5.351472741471538619e+00, 3.585852569158987535e+00, 4.551376408145990204e+00, 4.744087397825087038e+00, 4.777858038334737323e+00
1.975000000000000000e+03, 2.991727679496849479e+00, 4.501490029738951293e+00, 4.235213257627744809e+00, 2.380369526563727689e+00, 3.868587513157430546e+00, 4.222458915396464008e+00, 3.527600674596179431e+00, 4.038910637427875372e+00, 4.529091477201415472e+00, 5.976547065898543565e+00, 5.050049479807772634e+00, 5.181295119480818556e+00, 3.475529024496432307e+00, 4.778717883305221292e+00, 5.188460046467673337e+00, 4.528952568447292215e+00
1.976000000000000000e+03, 2.984252072374196985e+00, 4.585772984984744838e+00, 4.346745388008441680e+00, 2.158275549202075982e+00, 3.920978717848691897e+00, 4.103994477596950574e+00, 3.636844526736149330e+00, 4.182863375635251124e+00, 4.307631607675009633e+00, 5.887008827907720843e+00, 4.900274975832267899e+00, 5.013902323752627233e+00, 3.413409508548105098e+00, 4.433359136753094454e+00, 5.204994611701102336e+00, 4.372616511252259031e+00
1.977000000000000000e+03, 2.684572026512329401e+00, 4.121522878165971626e+00, 4.222049863885646737e+00, 2.260830833260589756e+00, 3.870464799738384087e+00, 4.229198989213802662e+00, 3.667044361961158572e+00, 4.551628584350687845e+00, 4.195796090267487344e+00, 6.267069960593195432e+00, 4.924590998652115026e+00, 5.214816595414526468e+00, 3.516002670903877636e+00, 4.582959737722717364e+00, 5.016075268550309829e+00, 4.636416178943115085e+00
1.978000000000000000e+03, 2.895406600776031514e+00, 4.466284987471591528e+00, 4.203234679535237106e+00, 2.294468173038175074e+00, 3.816806578131346050e+00, 4.083213837879359431e+00, 3.565097384994442731e+00, 3.896062387456827647e+00, 4.263649815682748923e+00, 5.862501544544343801e+00, 5.183066529715500081e+00, 5.409900667948342345e+00, 3.775085845537271556e+00, 4.646940552768963784e+00, 5.097637738135170515e+00, 4.162561293029787279e+00
1.979000000000000000e+03, 2.878644269041584991e+00, 4.392915076567847521e+00, 4.088495658843594782e+00, 2.386053457290079560e+00, 3.540587637416255706e+00, 3.903507126248841441e+00, 3.905050066072484061e+00, 4.268660819201911316e+00, 4.124836505014837229e+00, 5.915648266897296281e+00, 5.572093180284594993e+00, 5.293335219105814282e+00, 3.716656045499486805e+00, 4.592704202620856435e+00, 4.743868295751725306e+00, 4.587973046504359331e+00
1.980000000000000000e+03, 2.866347230666967505e+00, 4.296217608127359533e+00, 4.335245523673078694e+00, 2.365947158418304497e+00, 3.676348673489352681e+00, 3.950647266044201800e+00, 3.676828750279180102e+00, 4.004376239493992351e+00, 4.277527412597199152e+00, 5.940963360706491336e+00, 5.078276912340755622e+00, 5.557284492506949114e+00, 3.463691286880818510e+00, 4.534187158642636106e+00, 4.916647627813697241e+00, 4.646626850033589662e+00
1.981000000000000000e+03, 2.829183510362748954e+00, 4.371255687865668094e+00, 4.197112308319111307e+00, 2.547064025233532369e+00, 3.809485227520709394e+00, 4.228805222587472379e+00, 3.914715477634074237e+00, 4.138508213076269371e+00, 4.116616944017999380e+00, 6.022147847114625030e+00, 5.534158084859633675e+00, 5.456921166910211340e+00, 3.598950451122633343e+00, 4.567016477809775488e+00, 4.845432074754432605e+00, 4.718051233137225964e+00
1.982000000000000000e+03, 2.679135895463311545e+00, 4.206111462835767867e+00, 4.299742240355895362e+00, 2.323332174218598389e+00, 3.982967059317281677e+00, 4.341257361432114159e+00, 3.930450203592274150e+00, 4.223290224741838017e+00, 4.570911468483715545e+00, 5.606187056133307145e+00, 4.927348417314705742e+00, 5.294308551668196472e+00, 3.507069800917337776e+00, 4.702768539825729732e+00, 5.087142532140219942e+00, 4.591728557554435319e+00
1.983000000000000000e+03, 2.923279508960423989e+00, 4.372265598541666520e+00, 4.285647331074526001e+00, 2.386302713266238662e+00, 3.985834345012377433e+00, 4.256468679553131906e+00, 3.870738901118118580e+00, 4.172198611798400236e+00, 4.341295846425574645e+00, 6.553749355935718057e+00, 5.325189039660535251e+00, 5.367860822772953178e+00, 3.919679532656287435e+00, 5.196950775152838986e+00, 5.094469965424261559e+00, 4.310358210184010552e+00
1.984000000000000000e+03, 2.861208511191448700e+00, 4.596313366813157941e+00, 4.250572692096635130e+00, 2.372915939445113143e+00, 3.758732706564563042e+00, 4.238808626751054298e+00, 3.997786914587537321e+00, 3.824469745273648247e+00, 4.514806245954248176e+00, 6.296300799864534170e+00, 5.335353955214699795e+00, 5.381821701545866254e+00, 3.430985470883814781e+00, 4.675008141747895252e+00, 5.526569321770927523e+00, 4.297808203506520819e+00
1.985000000000000000e+03, 3.017048243869568047e+00, 4.637815047311684147e+00, 4.304047545239478190e+00, 2.493048572125075246e+00, 4.043678511731105374e+00, 4.287524802894938425e+00, 4.340507303954772134e+00, 3.542340659009899362e+00, 4.270814188021871516e+00, 6.684782960422213982e+00, 5.380487088882763835e+00, 5.504347360750204921e+00, 3.724480572354428531e+00, 4.678900853298518570e+00, 5.350316047491478599e+00, 4.597996140797851794e+00
1.986000000000000000e+03, 2.900858577039421959e+00, 4.722985842782229327e+00, 4.341157269794873486e+00, 2.413705574283734112e+00, 3.979792776773488416e+00, 4.352719876226630369e+00, 3.883183734728052450e+00, 4.338253267138086677e+00, 4.574465293858084536e+00, 6.864200141995240756e+00, 5.298185049052627882e+00, 5.416601956809824259e+00, 3.273728868675618298e+00, 4.299186713793683445e+00, 5.549110627028238873e+00, 4.904110490832248814e+00
1.987000000000000000e+03, 3.203151075780544588e+00, 4.672625205146673011e+00, 4.384734334821195567e+00, 2.407537852375797094e+00, 3.936045172700284756e+00, 4.321327167791608304e+00, 4.011967997389813689e+00, 4.562556765005412629e+00, 4.064295528199159513e+00, 6.393273806667087555e+00, 5.477429130945640878e+00, 5.370294630985471329e+00, 3.617077705061066961e+00, 4.540610063492514392e+00, 5.105292406472043965e+00, 5.028923058296834725e+00
1.988000000000000000e+03, 3.084197650421426129e+00, 4.773538235492829074e+00, 4.400451624329937417e+00, 2.436761983038567614e+00, 4.000865868358939537e+00, 4.549563936058211411e+00, 4.095464084242532721e+00, 4.381396918860573031e+00, 4.481997562863131890e+00, 6.617565291507792935e+00, 5.178811466518610906e+00, 5.247888811628152794e+00, 3.354987447637693521e+00, 4.883516036135539196e+00, 5.101593778718391370e+00, 4.451962128050339196e+00
1.989000000000000000e+03, 3.258788166261566754e+00, 4.720566624770457409e+00, 4.489409251603007078e+00, 2.494290043720687411e+00, 4.326163223091554322e+00, 4.345514890657988794e+00, 4.246543501071526450e+00, 4.663591065131929447e+00, 4.536599180372585138e+00, 6.464171563282160804e+00, 5.510759445627528841e+00, 5.716767891529095813e+00, 3.824943919093080513e+00, 4.717128971335299958e+00, 5.207911261397961233e+00, 4.882852619993502508e+00
1.990000000000000000e+03, 3.219630663506731327e+00, 4.861759653129017700e+00, 4.608531115003425604e+00, 2.517137287244297639e+00, 4.138857222271581371e+00, 4.475231744765297393e+00, 3.640331184368965189e+00, 4.356698474651659048e+00, 4.423352500919668806e+00, 6.568660496940858629e+00, 5.973471649660640814e+00, 5.593601995262446280e+00, 3.574862507079166640e+00, 4.775460346594011085e+00, 5.639982654734851941e+00, 4.805950865282867746e+00
1.991000000000000000e+03, 3.363842403641808421e+00, 5.201057751860585832e+00, 4.663872554974573426e+00, 2.571055708259276429e+00, 4.134036111418595283e+00, 4.485159163971870200e+00, 3.661211380934094262e+00, 4.613100795163617818e+00, 4.897629517209204586e+00, 6.324477860529967188e+00, 5.663620834255901570e+00, 5.387635688525703515e+00, 3.529499611928885283e+00, 4.610538100880444468e+00, 5.470436165751636715e+00, 5.070315083968934822e+00
1.992000000000000000e+03, 3.239633630065300363e+00, 4.853961791311050433e+00, 4.515648503767073052e+00, 2.417890415897212097e+00, 4.117345613828502060e+00, 4.364902252390760573e+00, 3.748689310942743269e+00, 4.454955899530096630e+00, 4.425077310366685168e+00, 5.749365488827301363e+00, 5.501301560893116616e+00, 5.785008881122491786e+00, 4.004649610151118644e+00, 4.881672105107161208e+00, 5.339633790289018300e+00, 4.490072724560670636e+00
1.993000000000000000e+03, 3.271247740320732067e+00, 5.237150792607677019e+00, 4.555211341801833846e+00, 2.398052826713973573e+00, 4.359694444407473668e+00, 4.200731633463442805e+00, 3.599306994948455962e+00, 4.436027542359673781e+00, 4.516916478731456408e+00, 6.267806733967701049e+00, 5.575484169668452061e+00, 5.464433230605985514e+00, 3.634090974979713451e+00, 5.107346490181216225e+00, 5.040910864311114459e+00, 4.996120291913139333e+00
1.994000000000000000e+03, 3.416619125224942710e+00, 4.979296306857253995e+00, 4.583189265987955174e+00, 2.459411582912066851e+00, 4.120002832856598296e+00, 4.180041516511326272e+00, 3.449768114147715448e+00, 4.343854316839036223e+00, 4.710362079603229724e+00, 6.603722141537956780e+00, 5.939895456967489551e+00, 5.642322033113168267e+00, 3.758873266792241541e+00, 4.738114266752800674e+00, 5.181468829823438149e+00, 4.724257410000261892e+00
1.995000000000000000e+03, 3.436876036565122750e+00, 4.734082263840871718e+00, 4.772366389195038749e+00, 2.563066863005546203e+00, 3.980217618645290223e+00, 4.221069393027882199e+00, 3.469167089576135066e+00, 3.889434792572452171e+00, 4.498088576761658963e+00, 6.848259709905264891e+00, 5.482330963448929673e+00, 5.507430330323582091e+00, 3.825796015331428990e+00, 4.618990682516511015e+00, 5.668712316164472576e+00, 4.572442775792974423e+00
1.996000000000000000e+03, 3.542209598766815848e+00, 5.283571275603319073e+00, 4.703784946121940536e+00, 2.601831106157312501e+00, 4.382314111422803471e+00, 4.726966685564888415e+00, 4.015644555517715375e+00, 4.246993663244980510e+00, 4.754745988609488272e+00, 6.196635929674409127e+00, 5.573689115535026772e+00, 5.789063997487179591e+00, 3.526616099996937148e+00, 4.617939579919880799e+00, 5.187667226334299109e+00, 4.970564497884501165e+00
1.997000000000000000e+03, 3.473038884563273143e+00, 5.258956478568667769e+00, 4.771044725236997408e+00, 2.472577241273934856e+00, 4.207486416813075891e+00, 4.840041076150064292e+00, 3.761147341128898702e+00, 4.597401482287559737e+00, 4.677485155792647120e+00, 6.420107817267720840e+00, 6.053673620751204076e+00, 5.610487757151934041e+00, 3.829933077646797468e+00, 4.552693011460315020e+00, 5.369562532404437150e+00, 5.074691613790125899e+00
1.998000000000000000e+03, 3.568048427527416244e+00, 4.821399041284823106e+00, 4.857242942165347799e+00, 2.679213464933750455e+00, 4.326355915481281400e+00, 4.647118182093595173e+00, 3.589951369214396060e+00, 4.314512237573103093e+00, 4.822801269198163432e+00, 6.259412170608957382e+00, 5.590281268553664695e+00, 5.693780621386725471e+00, 4.240490497452309882e+00, 4.938343055235367984e+00, 5.680912240590187068e+00, 4.722658891609665233e+00
1.999000000000000000e+03, 3.648151962169976503e+00, 5.169769708813132247e+00, 4.748952123212365706e+00, 2.535284626581608247e+00, 3.989853118100334939e+00, 4.651762993337200669e+00, 4.411285874208792812e+00, 4.392623080680470693e+00, 4.793692651982725650e+00, 6.569853181941851084e+00, 6.398948163447424342e+00, 6.238443360895281842e+00, 4.598852290995029790e+00, 4.751528763507296915e+00, 5.509470714643012634e+00, 5.046470483704876386e+00
2.000000000000000000e+03, 3.538603828349047298e+00, 5.768210321439414479e+00, 4.822641741811517946e+00, 2.581744625226439549e+00, 4.233121326474488022e+00, 4.636123783962815104e+00, 4.102586910943304410e+00, 4.262384720685167494e+00, 4.889422757555845322e+00, 6.824906974587192643e+00, 6.112075542358567759e+00, 5.847170775680874399e+00, 4.358419024666361885e+00, 4.812556858841687379e+00, 5.236183052419901784e+00, 4.724623637531768061e+00
2.001000000000000000e+03, 3.694125493321525955e+00, 5.162604634239014167e+00, 4.761383364287182118e+00, 2.705870467491217735e+00, 4.081226441300626284e+00, 4.808145167934741337e+00, 4.076349740088231144e+00, 4.475828317293652603e+00, 4.850877067576840673e+00, 6.580689801650892790e+00, 6.032356589240046141e+00, 6.262370241426098438e+00, 4.235205584082910590e+00, 4.802666271666507392e+00, 5.862289573962040201e+00, 5.009971336963457311e+00
2.002000000000000000e+03, 3.261479126133927764e+00, 5.473028864049559239e+00, 4.770212882014510214e+00, 2.508385754391465827e+00, 4.088910797137081055e+00, 4.525741482214368006e+00, 4.105414084997380364e+00, 4.822091862317719801e+00, 4.666130179740874517e+00, 6.436268445084852630e+00, 6.067789029013496815e+00, 5.983482272359355036e+00, 3.670871695125902612e+00, 4.877786632545452861e+00, 5.460434046823320564e+00, 5.208664564539675190e+00
2.003000000000000000e+03, 3.558604370970675834e+00, 5.352274584628794685e+00, 4.907780006334220069e+00, 2.411608504465291514e+00, 4.329238093803668086e+00, 4.755468882409529918e+00, 3.824508784525859628e+00, 4.595201417688737244e+00, 4.713992278301536665e+00, 6.620362063519892537e+00, 6.398531104848624196e+00, 5.788715420967952774e+00, 3.649699183714137707e+00, 5.145812978564563878e+00, 5.802925808189726808e+00, 5.090218100582179162e+00
2.004000000000000000e+03, 3.432297624019195581e+00, 5.277287453505275394e+00, 5.038145400602275004e+00, 2.676923465218332687e+00, 4.348549742381347727e+00, 4.726477510445654673e+00, 3.988005357003504336e+00, 5.148475037447794556e+00, 4.645672343078924627e+00, 6.631216291886156355e+00, 6.087610695289352947e+00, 5.626676979417030822e+00, 3.883409218131354645e+00, 4.721229661842321512e+00, 5.520166049767690986e+00, 5.195377513875456543e+00
2.005000000000000000e+03, 3.535166683561382861e+00, 5.579839075967363726e+00, 5.022356300570017140e+00, 2.775640952939514072e+00, 4.322644208454348380e+00, 4.976294716325085687e+00, 4.135472657349215986e+00, 5.091382587753118472e+00, 4.778622562147352149e+00, 6.845316809218160437e+00, 5.850956605918036679e+00, 6.375428138509011688e+00, 3.724941795562767943e+00, 4.965754740386908672e+00, 5.226836451636402536e+00, 5.552516104539372499e+00
2.006000000000000000e+03, 3.598157354137183628e+00, 5.039644580024462250e+00, 4.917856506282967999e+00, 2.604086321686135186e+00, 4.717183945341669293e+00, 4.880564986690339779e+00, 4.216676745696765316e+00, 4.496150405734661071e+00, 4.894074503583027536e+00, 6.999058765586934072e+00, 6.409668876159888562e+00, 6.288897274971500195e+00, 3.857956039215800548e+00, 4.800124489812438000e+00, 5.460422375835055853e+00, 5.383884628017739260e+00
2.007000000000000000e+03, 3.494430513777341929e+00, 5.379069603638733099e+00, 4.976239196691635946e+00, 2.598286000381901495e+00, 4.493454466819483351e+00, 4.988207358115500867e+00, 4.641148907496192244e+00, 4.909453991919748184e+00, 4.923249252527480024e+00, 6.373097058819373828e+00, 6.621540503772068931e+00, 6.082152917964872785e+00, 4.273108673296145632e+00, 4.914245444886388370e+00, 5.448404458483151025e+00, 5.309107436464328700e+00
2.008000000000000000e+03, 3.511722465127357307e+00, 5.386408478309069991e+00, 5.037009303353626066e+00, 2.662221009914531145e+00, 4.230990894956839554e+00, 4.923411690075599090e+00, 4.322900424219482396e+00, 4.519360409363959441e+00, 4.641570579309327371e+00, 6.824629608495616395e+00, 6.155851991519519117e+00, 6.274572127629425289e+00, 4.237378754657345148e+00, 4.948002196729085256e+00, 5.684698044496660607e+00, 5.158676097691933471e+00
2.009000000000000000e+03, 3.742284122235024491e+00, 5.449367955155505427e+00, 5.176656592630164866e+00, 2.577694402441361721e+00, 4.869721752575326690e+00, 5.251515256502257145e+00, 4.368079229612098047e+00, 4.831325161653023059e+00, 4.975845005310244318e+00, 6.662324365664575865e+00, 6.137640329640014158e+00, 6.315379263392119746e+00, 4.658370315188526511e+00, 4.923137981943399133e+00, 5.602583838352645174e+00, 5.243138255675663828e+00
2.010000000000000000e+03, 3.878122596756472973e+00, 5.509429628342808805e+00, 5.078267869381681621e+00, 2.856546663787219220e+00, 4.542770844297425725e+00, 4.827015033633226260e+00, 4.301013162978057025e+00, 5.039888206046406083e+00, 4.823712608913527156e+00, 6.961331930535431312e+00, 6.440922607310482384e+00, 6.202843332893584360e+00, 4.226073718894174824e+00, 4.598898167187751795e+00, 5.468915060842672204e+00, 5.141758061293526971e+00
2.011000000000000000e+03, 3.580189520355606447e+00, 5.796954844473618529e+00, 5.130168311743687148e+00, 2.560764013496119151e+00, 4.473956145363008119e+00, 4.955774128133826117e+00, 4.451595052933675412e+00, 5.158666223820731034e+00, 4.986102298534005328e+00, 6.694277929056799969e+00, 6.280095427084674498e+00, 5.960100240857098441e+00, 4.635416538542446396e+00, 4.858175335988012655e+00, 5.575284426123519488e+00, 5.575499740656750802e+00
2.012000000000000000e+03, 3.749160470989388205e+00, 5.594620315859905268e+00, 5.064865685841750675e+00, 2.586678406532966878e+00, 4.005946316595350609e+00, 4.551467263597981372e+00, 4.187382864636512103e+00, 4.562005503548469676e+00, 4.916215960952825093e+00, 6.836939435223053252e+00, 6.316988639736008437e+00, 5.970256938738315533e+00, 4.498766721860953055e+00, 4.958999171357646674e+00, 5.739741197015506557e+00, 5.325892487224126448e+00
2.013000000000000000e+03, 4.002454347251553024e+00, 5.755231965659675986e+00, 5.134813590180746345e+00, 2.795446199410550392e+00, 4.639478225732226235e+00, 5.032131721505581190e+00, 4.531231719498130417e+00, 4.849520843240109791e+00, 4.614143212582210829e+00, 7.300319158019760835e+00, 6.651041289655472255e+00, 6.287585443755028258e+00, 4.517719907778803723e+00, 4.980549218926611843e+00, 5.823141292965616778e+00, 5.335453843502264704e+00
2.014000000000000000e+03, 3.866471659885140078e+00, 5.997548427597267029e+00, 4.894771102902383042e+00, 2.698638648121797434e+00, 4.418199955440646143e+00, 4.927401240118165049e+00, 4.602842324393082052e+00, 4.941578584405283969e+00, 5.012766940097855617e+00, 7.625589528372653803e+00, 6.595718677422182985e+00, 6.132129255060982054e+00, 4.078034505761683803e+00, 5.109633777706386937e+00, 6.081579411053188444e+00, 5.146942010616188057e+00
