year, MPI-ESM1-2-LR, INM-CM5-0, EC-Earth3-Veg, CanESM5, CESM2-WACCM, INM-CM4-8, UKESM1-0-LL, NorESM2-MM, TaiESM1, MIROC-ES2L, CNRM-ESM2-1, CMCC-CM2-SR5, ACCESS-ESM1-5, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR
1.972000000000000000e+03, 1.708059993900769902e+00, 1.577802495395565163e+00, 1.355766520696643607e+00, 1.436388122102725040e+00, 1.458735511438141286e+00, 1.531840472086805294e+00, 1.406497532835401021e+00, 1.289801955496628461e+00, 1.366750410137089089e+00, 1.635001023057593539e+00, 1.502104614066685162e+00, 1.579066592438752581e+00, 1.742181593799608352e+00, 1.538349921801324793e+00, 1.581586587468149174e+00, 1.632487754834079263e+00
1.973000000000000000e+03, 1.633782399543441288e+00, 1.602599093734044633e+00, 1.348356137019806722e+00, 1.371691744530268320e+00, 1.421853862662092238e+00, 1.601448670171796040e+00, 1.432819975690712955e+00, 1.324692091305029296e+00, 1.244307882204933602e+00, 1.741604848217709556e+00, 1.589112204654529847e+00, 1.530708395908709774e+00, 1.790655641417682631e+00, 1.393469800783678103e+00, 1.638801448925032433e+00, 1.644291426855181371e+00
1.974000000000000000e+03, 1.752259428802981134e+00, 1.631303292781657532e+00, 1.323383134326223010e+00, 1.396482925936073372e+00, 1.493921291633955706e+00, 1.592160750021658355e+00, 1.416531014129099209e+00, 1.325993229594040201e+00, 1.383580175700368953e+00, 1.652999586429352075e+00, 1.630953794818273073e+00, 1.574738671747669461e+00, 1.854172195219251362e+00, 1.465724778484710056e+00, 1.626502077606120755e+00, 1.635623821386519072e+00
1.975000000000000000e+03, 1.702985003465485869e+00, 1.672892349022998326e+00, 1.399915650529661937e+00, 1.451209705632396485e+00, 1.478887772032262848e+00, 1.581840069519701464e+00, 1.420613369770760803e+00, 1.319154987266841772e+00, 1.408471307832674491e+00, 1.612058539426462378e+00, 1.466292579666352403e+00, 1.488706710724463811e+00, 1.848369768639233968e+00, 1.446750627688181634e+00, 1.644139623119471372e+00, 1.586538205698772686e+00
1.976000000000000000e+03, 1.701076022118543030e+00, 1.545913129501966132e+00, 1.408083149208313900e+00, 1.424925728618630094e+00, 1.379852327932167055e+00, 1.505821257523879408e+00, 1.439095726604483927e+00, 1.422069506300324582e+00, 1.228750712206353457e+00, 1.630279845547653483e+00, 1.518467890771118212e+00, 1.435927439227506541e+00, 1.832312092640091761e+00, 1.479253678548857476e+00, 1.577671563792446996e+00, 1.631193063852273362e+00
1.977000000000000000e+03, 1.682649252905351611e+00, 1.599776000362227446e+00, 1.377062528123002005e+00, 1.391157145041591159e+00, 1.437253810999035153e+00, 1.633585411669825627e+00, 1.382212821094202182e+00, 1.422053039879660918e+00, 1.367473476952680622e+00, 1.648265012943296970e+00, 1.440525657857217423e+00, 1.521997787570222638e+00, 1.832772099150521417e+00, 1.558349482703689892e+00, 1.712301871053289348e+00, 1.570885515917399555e+00
1.978000000000000000e+03, 1.784431321537732762e+00, 1.668615757744960071e+00, 1.386388767284307821e+00, 1.480848864817775334e+00, 1.405436819066910425e+00, 1.614068355254564713e+00, 1.325176730099871802e+00, 1.405274949562280939e+00, 1.290589298159577458e+00, 1.661231430243672591e+00, 1.536485024085314066e+00, 1.493639794457010339e+00, 1.898043343842209296e+00, 1.523983862260847477e+00, 1.602560561225478519e+00, 1.695421791119734456e+00
1.979000000000000000e+03, 1.847473874143527262e+00, 1.582587197004300839e+00, 1.419276256698704275e+00, 1.395733586186837627e+00, 1.329153750908718790e+00, 1.558138435223353824e+00, 1.404500972989977781e+00, 1.433380806905499183e+00, 1.344918453403447067e+00, 1.633421269244036411e+00, 1.648550441815750611e+00, 1.515549772264051187e+00, 1.796571975195027981e+00, 1.434597949290036256e+00, 1.606904216917795614e+00, 1.653122287118596656e+00
1.980000000000000000e+03, 1.666402395023400151e+00, 1.542665721243084542e+00, 1.424730366377328528e+00, 1.486334207143143349e+00, 1.399383915030128156e+00, 1.577121144876264092e+00, 1.404271252942113968e+00, 1.428580670627096705e+00, 1.361720020346972593e+00, 1.590362270683155943e+00, 1.538312585529302057e+00, 1.477013994493171056e+00, 1.861101242032601188e+00, 1.491731000315648314e+00, 1.655797300025533492e+00, 1.621876068270586613e+00
1.981000000000000000e+03, 1.652813802922947106e+00, 1.569683623371250114e+00, 1.375667141506149438e+00, 1.446501712285880759e+00, 1.442657055597101889e+00, 1.595193832472312279e+00, 1.318902629284104400e+00, 1.389910969126845197e+00, 1.344539637552486289e+00, 1.662940503960673277e+00, 1.658824962231217670e+00, 1.500314604875531588e+00, 1.835012972644437301e+00, 1.454952741308277675e+00, 1.629174026066013026e+00, 1.591038179921320017e+00
1.982000000000000000e+03, 1.762931342245010802e+00, 1.605570780254700125e+00, 1.427124350279853848e+00, 1.443140441301652643e+00, 1.333440501891124175e+00, 1.570033372967273522e+00, 1.394242764659680445e+00, 1.357320735654334420e+00, 1.336476326918588642e+00, 1.683650473002928694e+00, 1.549174832155078230e+00, 1.625617614376521969e+00, 1.876293172927097963e+00, 1.454228040278809475e+00, 1.622630297367568586e+00, 1.539301512153695928e+00
1.983000000000000000e+03, 1.706412484328188039e+00, 1.522284003369143157e+00, 1.331957590398379132e+00, 1.526161110102930207e+00, 1.472636414684752815e+00, 1.489218459824338314e+00, 1.437825448512633386e+00, 1.370907740221900095e+00, 1.319967974208587247e+00, 1.693843770410690341e+00, 1.562149504575974346e+00, 1.613723820189531866e+00, 1.810269151456640024e+00, 1.437491578394054059e+00, 1.576609278980321660e+00, 1.570950402439714955e+00
1.984000000000000000e+03, 1.769390794317778237e+00, 1.609175089316672747e+00, 1.353788965419656876e+00, 1.460255787027822327e+00, 1.520678522654676623e+00, 1.558311670919561465e+00, 1.446736681592463603e+00, 1.343821019454566557e+00, 1.291335018818102309e+00, 1.614624176513096865e+00, 1.547287010603423774e+00, 1.499946947742127668e+00, 1.865716111107595276e+00, 1.507191012312357081e+00, 1.526054589339946865e+00, 1.658797481545615238e+00
1.985000000000000000e+03, 1.765200293077507698e+00, 1.631762337970367183e+00, 1.378963071144934771e+00, 1.498118624304879187e+00, 1.399991383842991821e+00, 1.573382628495626934e+00, 1.501158662264726606e+00, 1.371917594920035954e+00, 1.441979007738503960e+00, 1.585322871197164307e+00, 1.601825297295373263e+00, 1.504388857713805150e+00, 1.947438777915582175e+00, 1.461224671948800680e+00, 1.601305226741133625e+00, 1.700066512909242711e+00
1.986000000000000000e+03, 1.775589515316978950e+00, 1.529733712159844883e+00, 1.448584793744119636e+00, 1.491488393855088024e+00, 1.475721798368193616e+00, 1.590300033044402372e+00, 1.482786522542279828e+00, 1.338067832434940652e+00, 1.393163928962567022e+00, 1.711424756296705096e+00, 1.549318329942680927e+00, 1.538971907881604873e+00, 1.848084986194585611e+00, 1.542479884671295265e+00, 1.610677837876101526e+00, 1.639692927494652119e+00
1.987000000000000000e+03, 1.761020621057256319e+00, 1.580988589206245409e+00, 1.392167206110935140e+00, 1.487065274762544131e+00, 1.459712978862375055e+00, 1.530776912989348260e+00, 1.379809796977354397e+00, 1.344727510136348503e+00, 1.427447835778402396e+00, 1.730034243551794360e+00, 1.597129944363392617e+00, 1.591907353340118458e+00, 1.833722701179468340e+00, 1.502261187001870946e+00, 1.591343039282538729e+00, 1.724399184127751727e+00
1.988000000000000000e+03, 1.788012293377490236e+00, 1.748136303815724490e+00, 1.373136875372403809e+00, 1.504250147613914734e+00, 1.475163855698109261e+00, 1.581226296714983492e+00, 1.525994041583730754e+00, 1.428814478460708637e+00, 1.394420307293621208e+00, 1.740113898832265082e+00, 1.616060651430498707e+00, 1.533200627206656508e+00, 1.908177271418833421e+00, 1.538348532780670297e+00, 1.657403862622685242e+00, 1.701318913498207630e+00
1.989000000000000000e+03, 1.801735030890364797e+00, 1.648567812191991555e+00, 1.425985828618838713e+00, 1.467047065256174454e+00, 1.454793113146412020e+00, 1.627737912217101623e+00, 1.486013510357407030e+00, 1.377045252636431627e+00, 1.335786680258636450e+00, 1.711371102924853504e+00, 1.616776714229692047e+00, 1.489109632815894591e+00, 1.828770231083023390e+00, 1.516250747244543007e+00, 1.576534308216980262e+00, 1.634389878010284791e+00
1.990000000000000000e+03, 1.781704309194640734e+00, 1.631589954114403884e+00, 1.499597970136242742e+00, 1.570986115154596519e+00, 1.552179314889057027e+00, 1.704726899832789355e+00, 1.463245676562814568e+00, 1.451701427172870096e+00, 1.395772507646135585e+00, 1.695236566428542480e+00, 1.660577261516945624e+00, 1.641533926858764314e+00, 1.903009386340006159e+00, 1.457228236694605439e+00, 1.631626073653700271e+00, 1.642011964295741366e+00
1.991000000000000000e+03, 1.791095206730191514e+00, 1.624909892809443202e+00, 1.370700888684508900e+00, 1.540924427900737026e+00, 1.403405754307462061e+00, 1.672880226749664079e+00, 1.494529646253601962e+00, 1.394252059087003781e+00, 1.385353811039764960e+00, 1.724175694634310751e+00, 1.597593117504986449e+00, 1.636141557257228207e+00, 1.842955207952375218e+00, 1.544280645198623736e+00, 1.631713159547791836e+00, 1.677986955360975196e+00
1.992000000000000000e+03, 1.777589014193457384e+00, 1.521208510666916647e+00, 1.401961102462129460e+00, 1.431223154402768927e+00, 1.455948454066122055e+00, 1.571086215178750800e+00, 1.507376591378231101e+00, 1.459120244739726235e+00, 1.395739528144754660e+00, 1.698983773707593015e+00, 1.529684177670060707e+00, 1.567503272830235828e+00, 1.904891127530158546e+00, 1.499552158435421667e+00, 1.632335958003120036e+00, 1.582828037379552466e+00
1.993000000000000000e+03, 1.821565805274668604e+00, 1.667607473699212806e+00, 1.444542234512930179e+00, 1.479643629337167754e+00, 1.473222640652623205e+00, 1.564070256944019244e+00, 1.477483755740696347e+00, 1.432716115016597680e+00, 1.320848513020799642e+00, 1.617544827071260016e+00, 1.599003933000657796e+00, 1.479163936291507442e+00, 1.924273708395328741e+00, 1.524881551986968731e+00, 1.642148914560555006e+00, 1.717110555822909834e+00
1.994000000000000000e+03, 1.789580224313507051e+00, 1.691077284838652162e+00, 1.422529365026063752e+00, 1.512891969684304172e+00, 1.473485660416810727e+00, 1.631164475159733174e+00, 1.458310087120927578e+00, 1.404614676703922038e+00, 1.372795226416687830e+00, 1.674571785344350472e+00, 1.680594004661189800e+00, 1.507240850818570621e+00, 1.937230505171732897e+00, 1.516536865624044772e+00, 1.580165357640268775e+00, 1.694076570063428155e+00
1.995000000000000000e+03, 1.788949853029948134e+00, 1.701670741970029876e+00, 1.478447335994386602e+00, 1.484789930707411276e+00, 1.423258690532442250e+00, 1.569201988884991295e+00, 1.478272394688960434e+00, 1.363716855199450517e+00, 1.477671078047558151e+00, 1.657642435977752626e+00, 1.627115343087249144e+00, 1.587102822297155269e+00, 1.850347340968957477e+00, 1.477836641335797285e+00, 1.597908145875085673e+00, 1.627052324364544500e+00
1.996000000000000000e+03, 1.769644488532964299e+00, 1.676125163025818265e+00, 1.473504997043421749e+00, 1.473100754062048656e+00, 1.484555443070233238e+00, 1.719164989481146932e+00, 1.516161327705008777e+00, 1.456361371321194031e+00, 1.404757091688844550e+00, 1.662193058003467616e+00, 1.588653244185535884e+00, 1.539613383680401348e+00, 1.942985267056763554e+00, 1.523309055974944037e+00, 1.705572771852472469e+00, 1.697158542249366908e+00
1.997000000000000000e+03, 1.770721673439862531e+00, 1.681099355055941880e+00, 1.453920060796425329e+00, 1.435318788856043914e+00, 1.463942165601110901e+00, 1.703175308349888395e+00, 1.564943391490083435e+00, 1.414777631195672569e+00, 1.422410827365560904e+00, 1.796495732797654732e+00, 1.694294842420585478e+00, 1.612265400737588283e+00, 1.889590790782543328e+00, 1.555349251204853456e+00, 1.742019778779635431e+00, 1.703369060236418653e+00
1.998000000000000000e+03, 1.799042776475143990e+00, 1.696936948674717005e+00, 1.452148174778646883e+00, 1.465976008366261851e+00, 1.506723433744421969e+00, 1.640087537480217073e+00, 1.461792973029847786e+00, 1.454226238691297191e+00, 1.395630663669931160e+00, 1.722334290924786737e+00, 1.701304449108721917e+00, 1.436209991097088690e+00, 1.981583726772329745e+00, 1.454321470146498152e+00, 1.676475423841054857e+00, 1.742718675730171363e+00
1.999000000000000000e+03, 1.824899903164169057e+00, 1.697362265552841754e+00, 1.469067969293521347e+00, 1.498390284190564303e+00, 1.536716875668086457e+00, 1.689233535336860159e+00, 1.462230166091831984e+00, 1.366749717621394966e+00, 1.381792124529300336e+00, 1.781288392198850268e+00, 1.668078754235525540e+00, 1.536641508770500986e+00, 1.868305815019492000e+00, 1.553580205247375279e+00, 1.594065085548969973e+00, 1.708108534025869707e+00
2.000000000000000000e+03, 1.906964116676222343e+00, 1.654594077301035915e+00, 1.552780219273441009e+00, 1.537938098265124953e+00, 1.508437550600914667e+00, 1.632153472782313042e+00, 1.662898692311323368e+00, 1.395237613288577316e+00, 1.371878403868534546e+00, 1.792314397287849470e+00, 1.712507746923905172e+00, 1.600964699864691809e+00, 1.904994689383268769e+00, 1.503936670433212885e+00, 1.695890992591112756e+00, 1.629439019211718742e+00
2.001000000000000000e+03, 1.814781242186638943e+00, 1.613484043739150664e+00, 1.510992208495721023e+00, 1.678163100327331403e+00, 1.545548809785653566e+00, 1.706511296675185418e+00, 1.453061754642819281e+00, 1.441063662122402667e+00, 1.377588639499789380e+00, 1.811533809642946746e+00, 1.651116162329837156e+00, 1.554826421239279055e+00, 1.872554035064387667e+00, 1.486802047573560159e+00, 1.732716658829051903e+00, 1.770740740126034440e+00
2.002000000000000000e+03, 1.849610907604752219e+00, 1.699771993622504640e+00, 1.526417582431488729e+00, 1.548722295995099696e+00, 1.545350493237458878e+00, 1.620136099676668717e+00, 1.612843114367994879e+00, 1.484768250446874216e+00, 1.436309269818146550e+00, 1.764187730088976114e+00, 1.741641293290829839e+00, 1.680004948334031800e+00, 1.898083201696221689e+00, 1.505149409560801343e+00, 1.697971987637401314e+00, 1.656571408971040604e+00
2.003000000000000000e+03, 1.807512756438704571e+00, 1.682515869085078997e+00, 1.416103225651653919e+00, 1.608986009347559865e+00, 1.536312880982755091e+00, 1.602885793465473219e+00, 1.624529681522391078e+00, 1.494193622157779844e+00, 1.384700806257754158e+00, 1.681389049078998443e+00, 1.655517820470042478e+00, 1.620658064560063671e+00, 2.065691731641284168e+00, 1.568236262629932209e+00, 1.715320809036887439e+00, 1.702733445031801018e+00
2.004000000000000000e+03, 1.795167411280659042e+00, 1.601195926729155339e+00, 1.506166395073550879e+00, 1.570487050113988259e+00, 1.555040614736745486e+00, 1.541020586806694848e+00, 1.484245196842722159e+00, 1.447598355708920481e+00, 1.350505146405817536e+00, 1.704395701089535420e+00, 1.747758305732483919e+00, 1.587401546417229525e+00, 2.024458962912076387e+00, 1.570067321409632788e+00, 1.589683530558605229e+00, 1.747379854712037162e+00
2.005000000000000000e+03, 1.854544348294638656e+00, 1.751782395377674773e+00, 1.543183631421835456e+00, 1.598114333259049502e+00, 1.526610436596281373e+00, 1.702507393053621199e+00, 1.552701108120609019e+00, 1.471379341924395900e+00, 1.423911100808515240e+00, 1.729899794996960782e+00, 1.689089235502116759e+00, 1.670067735219384453e+00, 1.883466477678264361e+00, 1.503894324243460812e+00, 1.617623738486129392e+00, 1.737101464437028175e+00
2.006000000000000000e+03, 1.799524307439928528e+00, 1.676543970798453520e+00, 1.501101987546766381e+00, 1.533633268286001217e+00, 1.507038489696211681e+00, 1.728677438187778748e+00, 1.586179488237937640e+00, 1.470947980827885138e+00, 1.397374094120760635e+00, 1.802930121862066803e+00, 1.705184241544315915e+00, 1.637436721530308281e+00, 1.906865775705917754e+00, 1.588093861884271707e+00, 1.708693067030366386e+00, 1.728236460015220244e+00
2.007000000000000000e+03, 1.860089800381119929e+00, 1.721996143371570032e+00, 1.535325716278211905e+00, 1.536126585252587384e+00, 1.590882741289372460e+00, 1.641809448367784752e+00, 1.576131343499677762e+00, 1.415825913820432991e+00, 1.430599374597465001e+00, 1.819328346496148274e+00, 1.773556034492871136e+00, 1.662633200009384415e+00, 1.907373495273416042e+00, 1.526244405817831051e+00, 1.703699549178050887e+00, 1.700370077452464379e+00
2.008000000000000000e+03, 1.841466022797955793e+00, 1.656844371674385030e+00, 1.506661752251967190e+00, 1.501968769848835983e+00, 1.461707739237234849e+00, 1.654669259610138887e+00, 1.522470825476792688e+00, 1.441155076749933928e+00, 1.338900005974095864e+00, 1.731151683563582733e+00, 1.624351341281857319e+00, 1.507037444619675703e+00, 1.957951360644315519e+00, 1.536262325505235449e+00, 1.701250473336103575e+00, 1.670046311525930527e+00
2.009000000000000000e+03, 1.863079098604550676e+00, 1.736513236953591388e+00, 1.496937047741194515e+00, 1.520555623676521417e+00, 1.603777758427320066e+00, 1.629772701350474140e+00, 1.626111279760494632e+00, 1.430882420226923912e+00, 1.367334722593187779e+00, 1.791604084735188174e+00, 1.739860937772871541e+00, 1.576240910666775630e+00, 1.914900845438611166e+00, 1.606958128643873662e+00, 1.717901702723904078e+00, 1.717060789229642337e+00
2.010000000000000000e+03, 1.963872242931405276e+00, 1.644879110206252548e+00, 1.543586615096684600e+00, 1.579712940819830713e+00, 1.512372237444002510e+00, 1.734910974454561883e+00, 1.526951365759713797e+00, 1.467968292058067670e+00, 1.496720756438626898e+00, 1.744941785848571847e+00, 1.664776057610216631e+00, 1.613935502588510484e+00, 1.895244852858047224e+00, 1.663087992554415084e+00, 1.680341252045817413e+00, 1.778417987789884247e+00
2.011000000000000000e+03, 1.812000716514553300e+00, 1.680900471469190416e+00, 1.525380375265633859e+00, 1.600594349178891651e+00, 1.549626582792382745e+00, 1.700096040044769996e+00, 1.531631710592616713e+00, 1.442381512718717840e+00, 1.398390088826293232e+00, 1.834346791331477711e+00, 1.727189945040203067e+00, 1.636574489915082031e+00, 1.953019214073201892e+00, 1.550102391763620524e+00, 1.734921219430524131e+00, 1.717542763942887296e+00
2.012000000000000000e+03, 1.754519896722541272e+00, 1.674503608075646799e+00, 1.495355179669505485e+00, 1.596139834287907400e+00, 1.458132062461677814e+00, 1.700506721712079727e+00, 1.538918555084992423e+00, 1.442637623662762270e+00, 1.442849147281369593e+00, 1.906320856538731068e+00, 1.599995157415730285e+00, 1.622178176201402922e+00, 1.981447723603063871e+00, 1.572971138218910214e+00, 1.617418021971714470e+00, 1.775101685013325881e+00
2.013000000000000000e+03, 1.861972635250915609e+00, 1.630921999287271662e+00, 1.648142397081848065e+00, 1.523472327060054088e+00, 1.429157509907619694e+00, 1.568884048915945684e+00, 1.569296780225969634e+00, 1.476991850777248372e+00, 1.450421148517388126e+00, 1.787986764669673434e+00, 1.812980381391837925e+00, 1.647355598426239132e+00, 1.952787558062619722e+00, 1.591617299504905825e+00, 1.777751378490243894e+00, 1.741020053422170255e+00
2.014000000000000000e+03, 1.811799129500108352e+00, 1.629029650244543825e+00, 1.589838808344040677e+00, 1.611006440964869002e+00, 1.520781844343738198e+00, 1.665429483360966412e+00, 1.510797970531152501e+00, 1.481336406000222095e+00, 1.409528061825566780e+00, 1.775103870527408922e+00, 1.690182581557154506e+00, 1.610571372532368484e+00, 1.898496444553413376e+00, 1.538455168593632072e+00, 1.638739323208536325e+00, 1.725552965273954742e+00
