year, TaiESM1, CMCC-CM2-SR5, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, CNRM-ESM2-1, CanESM5, INM-CM4-8, EC-Earth3-Veg, INM-CM5-0, CESM2-WACCM
1.968000000000000000e+03, 2.402854973848128850e+01, 3.498722114405348549e+01, 2.876243445865543080e+01, 6.054217113399487715e+01, 7.726268681566662622e+01, 1.319646072396625414e+01, 4.120781250400870732e+01, 4.812580287257856781e+01, 4.763929233634488014e+01, 3.531370465838534045e+01, 5.456659949016381717e+01, 4.449925302284330542e+01, 5.489637034436490381e+01, 1.466610507735552638e+01, 5.577601410223513057e+01, 5.412407266477895007e+01
1.969000000000000000e+03, 2.406495095292228470e+01, 3.501371188374262999e+01, 2.869269843893887284e+01, 6.049673222412798879e+01, 7.726661055773229236e+01, 1.330764090008812950e+01, 4.115727456264437478e+01, 4.825144211823862861e+01, 4.770870242120787452e+01, 3.509714370699747832e+01, 5.455808191405603225e+01, 4.473497835635510711e+01, 5.487500712627773680e+01, 1.475835993661706524e+01, 5.574083682771897230e+01, 5.402809797862929742e+01
1.970000000000000000e+03, 2.399847929939874547e+01, 3.490282091759318206e+01, 2.866409970263782370e+01, 6.032133623826383939e+01, 7.735156378877628924e+01, 1.334850934827385949e+01, 4.101286352915487754e+01, 4.848795974537875253e+01, 4.763878332609856159e+01, 3.485711438450059063e+01, 5.462226539515328483e+01, 4.488034167846099365e+01, 5.491266592866969631e+01, 1.478517349013270277e+01, 5.571926538527962691e+01, 5.398345313710981941e+01
1.971000000000000000e+03, 2.391235963186113977e+01, 3.492775594637377878e+01, 2.871263435764802807e+01, 6.010671860636539776e+01, 7.740266674753496545e+01, 1.339130652328288562e+01, 4.094138693533557216e+01, 4.847692459073983429e+01, 4.758409843049516041e+01, 3.458360978042441047e+01, 5.481441373791456328e+01, 4.501395158935920193e+01, 5.505065389137328680e+01, 1.493779794342011513e+01, 5.570589493739512221e+01, 5.404239572476794962e+01
1.972000000000000000e+03, 2.390934351527885227e+01, 3.539475705261691019e+01, 2.880431385228988717e+01, 6.012135244097309084e+01, 7.746817565042820775e+01, 1.340980213909718266e+01, 4.095829582444055461e+01, 4.827427402053034200e+01, 4.758392835943573118e+01, 3.436969136170527861e+01, 5.486145943161450589e+01, 4.505494705750055573e+01, 5.504349192586501260e+01, 1.513123504638142158e+01, 5.574325042154777066e+01, 5.399174209414900361e+01
1.973000000000000000e+03, 2.388812713209321359e+01, 3.581605708281782086e+01, 2.879110687871326490e+01, 5.996961737060107822e+01, 7.756639402193827948e+01, 1.349759694838708768e+01, 4.075469238529437632e+01, 4.808843722078223948e+01, 4.755264210647475664e+01, 3.418425655960653131e+01, 5.497373640252996552e+01, 4.498388553709867921e+01, 5.493695033920619863e+01, 1.522726099535321787e+01, 5.574522516094421576e+01, 5.390880647367100664e+01
1.974000000000000000e+03, 2.385126746756648330e+01, 3.608185348420582983e+01, 2.884511890101675391e+01, 5.967649508471766495e+01, 7.765872814117817313e+01, 1.351424657685902631e+01, 4.033921008869271674e+01, 4.798692427765469404e+01, 4.748564199616650683e+01, 3.416373929854810143e+01, 5.528492925834250826e+01, 4.479742862802414294e+01, 5.492729191656781751e+01, 1.538853187223711139e+01, 5.577018812785708946e+01, 5.412997682734989269e+01
1.975000000000000000e+03, 2.399193406464858924e+01, 3.617430428811420029e+01, 2.880241946126125896e+01, 5.944787510469236480e+01, 7.777902693195719053e+01, 1.362647629939959515e+01, 4.019290931743505979e+01, 4.796618997006137164e+01, 4.754251068269318381e+01, 3.422171705938686870e+01, 5.530646827399636578e+01, 4.474292862336835697e+01, 5.501931718962853779e+01, 1.552346482421412510e+01, 5.601103248784399113e+01, 5.422203431165853260e+01
1.976000000000000000e+03, 2.393246437543275817e+01, 3.598187380690107773e+01, 2.876420592748728211e+01, 5.922475223510959097e+01, 7.793330819012535926e+01, 1.373793485011294457e+01, 4.021842912706711104e+01, 4.807255019652480144e+01, 4.778633322164971275e+01, 3.420934145989286890e+01, 5.522975090628897021e+01, 4.492436217383208685e+01, 5.507319532703019149e+01, 1.561184015542305836e+01, 5.605401200205798062e+01, 5.424540511180151015e+01
1.977000000000000000e+03, 2.385127386530441385e+01, 3.576652884595406334e+01, 2.880994336676144840e+01, 5.908233315859894930e+01, 7.805865342421805053e+01, 1.373457409337556001e+01, 4.042953202749029629e+01, 4.815478082142795557e+01, 4.792770473761195404e+01, 3.409407953363300692e+01, 5.523905862143067935e+01, 4.502000130616342233e+01, 5.499143234586770745e+01, 1.569232800478789613e+01, 5.611456324571473431e+01, 5.443686929482434778e+01
1.978000000000000000e+03, 2.386399420600962173e+01, 3.535846039359147142e+01, 2.893355958495094526e+01, 5.897628187945316824e+01, 7.813142273367930102e+01, 1.379858335834023286e+01, 4.050556382561541824e+01, 4.809953656263878230e+01, 4.796217537977602774e+01, 3.389310731697666057e+01, 5.539112179610938114e+01, 4.505111224432859984e+01, 5.496745193646968630e+01, 1.583877804361237018e+01, 5.619164334334568878e+01, 5.430674097983131787e+01
1.979000000000000000e+03, 2.390025155067784013e+01, 3.534567334855699272e+01, 2.898602873007892811e+01, 5.876387250736055989e+01, 7.815695884997997211e+01, 1.391529733490622789e+01, 4.046842780477445700e+01, 4.819987638650017203e+01, 4.783464937705952025e+01, 3.380815589086637374e+01, 5.569893900586186675e+01, 4.496174329057876662e+01, 5.486779356693583054e+01, 1.597779434162395873e+01, 5.627421916849499439e+01, 5.418324297671926359e+01
1.980000000000000000e+03, 2.397791173413266463e+01, 3.566453186427226996e+01, 2.917454671709715797e+01, 5.857261732668571597e+01, 7.827462383601613283e+01, 1.398276333932414062e+01, 4.045525256751393073e+01, 4.832080400520307961e+01, 4.777172588924203467e+01, 3.361070920044362964e+01, 5.574448001635816752e+01, 4.481746060457575709e+01, 5.482319717631276745e+01, 1.609802967523999229e+01, 5.631476588640452263e+01, 5.414184600310134954e+01
1.981000000000000000e+03, 2.414802190872245191e+01, 3.602834922449950028e+01, 2.928580942737433190e+01, 5.852921135929283736e+01, 7.836599477939714120e+01, 1.403908617363297395e+01, 4.049176017954247442e+01, 4.841917640293250713e+01, 4.775111968098660498e+01, 3.352940081985948240e+01, 5.593250540475462174e+01, 4.477988564321861276e+01, 5.477306942916138865e+01, 1.606988862108718763e+01, 5.636768501602688985e+01, 5.407448651014075836e+01
1.982000000000000000e+03, 2.417308494307552635e+01, 3.609450667048452743e+01, 2.927938759692132464e+01, 5.859962699728676228e+01, 7.845730179040009489e+01, 1.400222865030643860e+01, 4.033913180919694241e+01, 4.855338283011077039e+01, 4.787897169566091549e+01, 3.341350172437365984e+01, 5.589062127243042966e+01, 4.489789727855493595e+01, 5.485935140120835030e+01, 1.619981262868286365e+01, 5.643126854079286403e+01, 5.414022946273023962e+01
1.983000000000000000e+03, 2.415048453392854100e+01, 3.594953481337133638e+01, 2.928339086996492924e+01, 5.864402013004333014e+01, 7.858003051236275383e+01, 1.408062996808113176e+01, 4.052070766957089631e+01, 4.861312436925137348e+01, 4.801463923946050016e+01, 3.336095704090392644e+01, 5.605261634507802881e+01, 4.507300212215909596e+01, 5.495077664636197312e+01, 1.620056541578454912e+01, 5.678136707413828788e+01, 5.413980994218731269e+01
1.984000000000000000e+03, 2.420126024754568661e+01, 3.598937620839977569e+01, 2.936514978732757086e+01, 5.860413058074720283e+01, 7.865231687732627108e+01, 1.413013211931741075e+01, 4.092668473788291550e+01, 4.871001361632428939e+01, 4.802230126748482775e+01, 3.335734532909498995e+01, 5.618381725271529348e+01, 4.532986294220679468e+01, 5.503400591756908256e+01, 1.638384098962249880e+01, 5.699217993027916407e+01, 5.398279223025080142e+01
1.985000000000000000e+03, 2.433484162460093003e+01, 3.599270071679821115e+01, 2.944430358832896033e+01, 5.855360806896536729e+01, 7.874129476991772947e+01, 1.422624743315192042e+01, 4.134540319622104931e+01, 4.894583070980446848e+01, 4.810202050726952194e+01, 3.337686652973537349e+01, 5.636973885936276929e+01, 4.566200224169713806e+01, 5.505458000862027035e+01, 1.645131171185485286e+01, 5.698179535264569751e+01, 5.355800631909328047e+01
1.986000000000000000e+03, 2.432868569524845270e+01, 3.634865219149312310e+01, 2.953660628622112938e+01, 5.853999981025135213e+01, 7.884287683586359208e+01, 1.433908991304245006e+01, 4.200297972844037986e+01, 4.904368841721655059e+01, 4.819987028609454427e+01, 3.349706854118915800e+01, 5.644549392757413386e+01, 4.594509052355902412e+01, 5.508585786802697726e+01, 1.659747173352425875e+01, 5.691171677974788423e+01, 5.351315337562364505e+01
1.987000000000000000e+03, 2.439546449156463126e+01, 3.710138150107488997e+01, 2.958620370475903982e+01, 5.854742977839891438e+01, 7.895787653494841152e+01, 1.451808018760900865e+01, 4.232590082912662410e+01, 4.901995601997741403e+01, 4.822247953320779601e+01, 3.360852217311343537e+01, 5.663672178695651382e+01, 4.609437655611775853e+01, 5.504699628397806066e+01, 1.649257048501035428e+01, 5.687031987563743485e+01, 5.385160283865089781e+01
1.988000000000000000e+03, 2.442126172403779805e+01, 3.717462129608692578e+01, 2.958465951185738163e+01, 5.862789401074777373e+01, 7.911091111262116726e+01, 1.465627238722716541e+01, 4.254670749710904687e+01, 4.915723958177335362e+01, 4.833030335019205381e+01, 3.377248349073407496e+01, 5.669349797223323861e+01, 4.614630815059376800e+01, 5.502933499446744747e+01, 1.673356950655770703e+01, 5.703925090651463137e+01, 5.406728501826988520e+01
1.989000000000000000e+03, 2.446867274787402735e+01, 3.717038271236848601e+01, 2.970295223012907826e+01, 5.862445771339218936e+01, 7.927423141714898236e+01, 1.484820887314536364e+01, 4.276625672887907115e+01, 4.938917266244686033e+01, 4.857719605711357502e+01, 3.390770409338109204e+01, 5.683481777854809280e+01, 4.621878746536567917e+01, 5.516613679619368327e+01, 1.678577627259254612e+01, 5.721758647900158934e+01, 5.433219116160295670e+01
1.990000000000000000e+03, 2.460608499088686330e+01, 3.741997418189642133e+01, 2.988593199841614734e+01, 5.863480627244793197e+01, 7.948297385783772029e+01, 1.500004683040061337e+01, 4.292695385017454868e+01, 4.933293842881454339e+01, 4.884871520973877779e+01, 3.407698735292461123e+01, 5.722547293003748337e+01, 4.645314759134227245e+01, 5.520920268104573125e+01, 1.710609182605431045e+01, 5.727732355590187296e+01, 5.452665206583912294e+01
1.991000000000000000e+03, 2.472712992479289795e+01, 3.774770413126189084e+01, 2.992947061920033391e+01, 5.869552394626695246e+01, 7.977878127840598665e+01, 1.518910594035300043e+01, 4.310342410783670175e+01, 4.912365214066297625e+01, 4.890546138383979269e+01, 3.431759838783267469e+01, 5.747919992044794668e+01, 4.681538513112391087e+01, 5.544650823358711733e+01, 1.720702645477551584e+01, 5.734274444072880783e+01, 5.478315306729387402e+01
1.992000000000000000e+03, 2.474020110685727047e+01, 3.756577349091403306e+01, 3.012311091471240232e+01, 5.876641367000115679e+01, 7.996209001113518866e+01, 1.535174689367676493e+01, 4.280588343221732828e+01, 4.901815344012054254e+01, 4.897695889932685986e+01, 3.455271029975394015e+01, 5.758169954910950850e+01, 4.707821461064415303e+01, 5.555311082241122733e+01, 1.733905035005038187e+01, 5.742396678647799035e+01, 5.495345060756735478e+01
1.993000000000000000e+03, 2.476078585082279204e+01, 3.762474291171539420e+01, 3.017300941016407378e+01, 5.879987244070917285e+01, 8.011899660957978142e+01, 1.553858811939235451e+01, 4.259745085280862753e+01, 4.899495839570849398e+01, 4.927324904079943479e+01, 3.483433548529752954e+01, 5.774161320211763382e+01, 4.710358478095749746e+01, 5.555294433251914654e+01, 1.764448830017800773e+01, 5.773549189763481593e+01, 5.505140892758856097e+01
1.994000000000000000e+03, 2.480930797770248475e+01, 3.780734822005825180e+01, 3.037877978995869555e+01, 5.876977789558626597e+01, 8.032136488822058595e+01, 1.574476822087735961e+01, 4.289145781338818608e+01, 4.901779995881194196e+01, 4.958570617677960968e+01, 3.500011080530443763e+01, 5.808578471581073188e+01, 4.708256329825722020e+01, 5.571984459879080021e+01, 1.773887371767741428e+01, 5.782917765342406824e+01, 5.511466890382941131e+01
1.995000000000000000e+03, 2.504239744450306659e+01, 3.753763810030210379e+01, 3.050242321219921848e+01, 5.888570545338194506e+01, 8.062018710356321094e+01, 1.600817719723852761e+01, 4.340654618603853976e+01, 4.904126455921477401e+01, 4.972359795129580107e+01, 3.498859024912199089e+01, 5.818439734923298801e+01, 4.734430026883926246e+01, 5.584298557805718843e+01, 1.789278299755699919e+01, 5.780751724860817831e+01, 5.501060078174736390e+01
1.996000000000000000e+03, 2.516007056737129588e+01, 3.761327788172865638e+01, 3.070921141710932289e+01, 5.913023457662826132e+01, 8.093424153453133840e+01, 1.629260742206498946e+01, 4.363505109687681482e+01, 4.931395445856907145e+01, 5.005817878239545138e+01, 3.516657900723808439e+01, 5.831230130057058147e+01, 4.754227134156317192e+01, 5.595001304698765665e+01, 1.792464001539737239e+01, 5.778041380040491504e+01, 5.492918794418027062e+01
1.997000000000000000e+03, 2.519064899849538008e+01, 3.807013421218589855e+01, 3.084305989352891686e+01, 5.940693809782052881e+01, 8.122012720949037146e+01, 1.652258199055816235e+01, 4.370349709775120317e+01, 4.963026768769314145e+01, 5.035211662397940557e+01, 3.540759178063062507e+01, 5.870514002972932133e+01, 4.758990442936969600e+01, 5.614819787921205574e+01, 1.795645978488881056e+01, 5.770381659164722521e+01, 5.524458204610039758e+01
1.998000000000000000e+03, 2.534062718617785492e+01, 3.813385920481238145e+01, 3.095288377282163239e+01, 5.971435754225181114e+01, 8.159581525712198413e+01, 1.678804490385715908e+01, 4.379748036448349069e+01, 4.982862923551463297e+01, 5.064269231854285636e+01, 3.561857004286792971e+01, 5.883548940495270330e+01, 4.786007946209773678e+01, 5.636463625709716041e+01, 1.814724816081147551e+01, 5.788973614581236404e+01, 5.558949056803758992e+01
1.999000000000000000e+03, 2.543770362899419624e+01, 3.833593519591133258e+01, 3.125741682069657301e+01, 5.994266336668635375e+01, 8.185381447252764531e+01, 1.704603359350141645e+01, 4.394151813799867767e+01, 5.027010595477096189e+01, 5.066772197693651947e+01, 3.576692143882392827e+01, 5.930751643311577936e+01, 4.815616744383144976e+01, 5.659242447186415603e+01, 1.849530351991626276e+01, 5.801823484543961484e+01, 5.568521864993203963e+01
2.000000000000000000e+03, 2.549922507414243711e+01, 3.826731456423738820e+01, 3.147791550556894080e+01, 6.012039095185870963e+01, 8.216274728257693027e+01, 1.725783341605785992e+01, 4.434940067963520249e+01, 5.076218635389097500e+01, 5.084632171998991623e+01, 3.609613057182115625e+01, 5.964140525412995686e+01, 4.826961231994628321e+01, 5.679877913237965714e+01, 1.884278727236920759e+01, 5.810318383383241070e+01, 5.580172160909549461e+01
2.001000000000000000e+03, 2.570260418383784540e+01, 3.826679968474616800e+01, 3.175500992973936931e+01, 6.024729338844635151e+01, 8.243610925529263511e+01, 1.751397649741727136e+01, 4.467718912982967083e+01, 5.092219888461874433e+01, 5.104153021648304644e+01, 3.641737575434550678e+01, 5.987769928405421638e+01, 4.858517282951259375e+01, 5.700341986874894928e+01, 1.907422274786549110e+01, 5.822806368069777960e+01, 5.601131084178874886e+01
2.002000000000000000e+03, 2.581382325730232097e+01, 3.854883477719348406e+01, 3.193191515738853781e+01, 6.034730013062707599e+01, 8.276317172347818030e+01, 1.760839566474566809e+01, 4.482915467116794161e+01, 5.117543977950540324e+01, 5.113794399791575529e+01, 3.668807922543177824e+01, 6.019902730361453536e+01, 4.898393612625113747e+01, 5.708479923435400849e+01, 1.921639199789960983e+01, 5.837295628098665645e+01, 5.639863121226454723e+01
2.003000000000000000e+03, 2.571067107025633547e+01, 3.896331770738196099e+01, 3.198990139293769630e+01, 6.043746517792266815e+01, 8.313719140835331700e+01, 1.782112917322960044e+01, 4.501392474688898204e+01, 5.125383094235003512e+01, 5.136246336586400218e+01, 3.688952528320395885e+01, 6.065898283532806801e+01, 4.928443203920132021e+01, 5.716849861400793742e+01, 1.914143337149552693e+01, 5.865617973109164041e+01, 5.668208303167057238e+01
2.004000000000000000e+03, 2.568081691152139001e+01, 3.905955588648164678e+01, 3.186152926729648982e+01, 6.060870596354588713e+01, 8.361870429661257731e+01, 1.797124244858777331e+01, 4.494234571813082368e+01, 5.131350186802967528e+01, 5.171489539078414310e+01, 3.709112497235669537e+01, 6.092299232871594228e+01, 4.941299014380668808e+01, 5.726412549722358136e+01, 1.925038975943980546e+01, 5.878281809991258910e+01, 5.717169764948113198e+01
2.005000000000000000e+03, 2.594292894557952422e+01, 3.920268108213893754e+01, 3.210375587842494127e+01, 6.052461458502638436e+01, 8.355119434640401721e+01, 1.811762121246438895e+01, 4.534717978171195085e+01, 5.135003407688588339e+01, 5.192294946126109068e+01, 3.739359693543921992e+01, 6.125398449937601697e+01, 4.935758606854633967e+01, 5.737288399145344897e+01, 1.907435450133486299e+01, 5.885148629098566886e+01, 5.752153562540750897e+01
2.006000000000000000e+03, 2.614997683848778109e+01, 3.951377595785584873e+01, 3.244651109664101796e+01, 6.066684072378101433e+01, 8.393176907511025320e+01, 1.840008200339266153e+01, 4.590224258041245520e+01, 5.169261443807293688e+01, 5.232621005701003014e+01, 3.738771054445175679e+01, 6.166112766151992730e+01, 4.950531052525913367e+01, 5.760155885795216335e+01, 1.919467181503045694e+01, 5.893384037759770422e+01, 5.767807420661701201e+01
2.007000000000000000e+03, 2.620265036168093786e+01, 3.991404190684100683e+01, 3.266765269539158822e+01, 6.091335375287103204e+01, 8.430325130280212420e+01, 1.864001895601010972e+01, 4.612542197965596813e+01, 5.217775606373166397e+01, 5.275406917587485367e+01, 3.752586109248237278e+01, 6.213158790910663498e+01, 4.966436606315430424e+01, 5.780751956277084957e+01, 1.942433903661061123e+01, 5.905209691295296182e+01, 5.777770381091688279e+01
2.008000000000000000e+03, 2.621556186635040930e+01, 3.982978761240631371e+01, 3.290178805773637549e+01, 6.110222284254025737e+01, 8.466815474370173433e+01, 1.888120758844878466e+01, 4.632230507182774204e+01, 5.258443528342814943e+01, 5.282461877226688785e+01, 3.777264541832118994e+01, 6.237178779795893035e+01, 4.992532126923631353e+01, 5.789600135880234433e+01, 1.980075357057364727e+01, 5.917487662229729040e+01, 5.784820792519827393e+01
2.009000000000000000e+03, 2.627674266635834499e+01, 3.955697996478166090e+01, 3.311197646401473804e+01, 6.139628516294217064e+01, 8.509963467455743569e+01, 1.916404036907433905e+01, 4.656235893001892379e+01, 5.287654522678346325e+01, 5.314819672890325819e+01, 3.793073615543796961e+01, 6.261243743626186387e+01, 5.015112104584354569e+01, 5.806997201536960063e+01, 2.006929722386284709e+01, 5.930857553305899899e+01, 5.800456173803769389e+01
2.010000000000000000e+03, 2.655631996028239783e+01, 3.918164864314692153e+01, 3.317451726313634452e+01, 6.157957743958808550e+01, 8.536137260732016330e+01, 1.946083858094600316e+01, 4.688310812404903061e+01, 5.311189991564029356e+01, 5.352593985934981902e+01, 3.801283355764844174e+01, 6.306384864713951544e+01, 5.034107134605516620e+01, 5.825664133453343396e+01, 2.033665122431392547e+01, 5.927689815627142167e+01, 5.829653723658633169e+01
2.011000000000000000e+03, 2.671636434377942138e+01, 3.971941452673806339e+01, 3.319476168289967433e+01, 6.165804458667264498e+01, 8.573235273803227585e+01, 1.963964952402878339e+01, 4.712119579284895821e+01, 5.332355567672229313e+01, 5.361864688896275766e+01, 3.842076656151870395e+01, 6.323621486024894978e+01, 5.049581998180028819e+01, 5.843412905150870529e+01, 2.058089128758229691e+01, 5.925251928907839982e+01, 5.869358162758697972e+01
2.012000000000000000e+03, 2.664382773368516766e+01, 3.995159686506503505e+01, 3.327258329524499914e+01, 6.173169017016218874e+01, 8.610652776434760369e+01, 1.989303982392687686e+01, 4.727013528796751274e+01, 5.354864698198948503e+01, 5.359681562061701499e+01, 3.876294082754384362e+01, 6.357060262903910086e+01, 5.079067479624421111e+01, 5.863861397327295322e+01, 2.080968784867681620e+01, 5.944877540567192398e+01, 5.891575700118856673e+01
2.013000000000000000e+03, 2.680039506323415210e+01, 4.030052407995376029e+01, 3.347769355972634742e+01, 6.181220451611781641e+01, 8.643321559180201064e+01, 2.026693976651470663e+01, 4.772379338375693436e+01, 5.378230428965437682e+01, 5.368044710119940532e+01, 3.904809698976418986e+01, 6.395261310374021235e+01, 5.117283442931272219e+01, 5.863203161550392650e+01, 2.092091732630164813e+01, 5.962754745447902138e+01, 5.901993885623209479e+01
2.014000000000000000e+03, 2.700667360411064877e+01, 4.024040676464627353e+01, 3.362320945926356330e+01, 6.192212198861187034e+01, 8.664021162854592717e+01, 2.058037211085135354e+01, 4.845324254985740708e+01, 5.411627793722278312e+01, 5.392933252864967386e+01, 3.944889984687823414e+01, 6.430557421463541345e+01, 5.164992900788229235e+01, 5.877548748725405403e+01, 2.118576475752694321e+01, 5.982801041418432675e+01, 5.917679461696619114e+01
