year, CNRM-ESM2-1, NorESM2-MM, NorESM2-LM, TaiESM1, GFDL-ESM4
1.900000000000000000e+03, 3.121790161232823285e-10, 2.256902370088530290e-10, 1.765215182979633932e-10, 1.475195908490863786e-10, 1.394941424401011359e-10
1.901000000000000000e+03, 4.548683925648906401e-10, 1.033453996273375866e-10, 6.868598748688990906e-11, 1.495087103295764934e-10, 1.492866872512807352e-10
1.902000000000000000e+03, 3.763948636070111392e-10, 1.171098588279101394e-10, 4.746578030233635457e-11, 1.704834079975985833e-10, 1.728038099268612357e-10
1.903000000000000000e+03, 3.529628696075894507e-10, 5.596599971835928284e-11, 5.025597800515336848e-11, 1.299686263709351481e-10, 1.962554134906707030e-10
1.904000000000000000e+03, 2.844783249234171554e-10, 6.541100397237174886e-11, 3.104741665440187907e-11, 1.507811787380832471e-10, 1.918846410208203666e-10
1.905000000000000000e+03, 2.723087110595411327e-10, 1.240668353290151014e-10, 3.546336892008927262e-11, 1.536409222329374479e-10, 2.494206087934232605e-10
1.906000000000000000e+03, 3.205004790828820015e-10, 2.943584620631242812e-10, 4.747085726642373646e-11, 1.506464993142946341e-10, 1.784536036660607772e-10
1.907000000000000000e+03, 2.745661027820041437e-10, 1.972979472278331645e-10, 3.917738917355535821e-11, 1.552377148666444791e-10, 1.936551387954624798e-10
1.908000000000000000e+03, 3.349572377406103458e-10, 4.479255504538351775e-10, 6.953700564005764597e-11, 1.272148179877519320e-10, 1.584593910777081437e-10
1.909000000000000000e+03, 3.293491663964473520e-10, 1.919760354951316881e-10, 6.735512614162403999e-11, 1.815198860593378619e-10, 1.664276554728732398e-10
1.910000000000000000e+03, 2.942625739618806479e-10, 2.632019444654207882e-10, 6.112572559232185205e-11, 1.515368512417954128e-10, 1.706358021797762144e-10
1.911000000000000000e+03, 3.377236316016004271e-10, 2.201921554655286161e-10, 3.526660823442339734e-11, 1.398602483223046540e-10, 2.065751358884420370e-10
1.912000000000000000e+03, 2.859592445783504836e-10, 1.154518475645286662e-10, 8.077230680262157744e-11, 1.455012452756004272e-10, 1.749431482114148537e-10
1.913000000000000000e+03, 3.145081673550885422e-10, 1.891736396460703140e-10, 4.940566583468633855e-11, 1.421704210395190345e-10, 1.743959854777441751e-10
1.914000000000000000e+03, 3.201057216839290591e-10, 2.193850032048703770e-10, 3.593890484512086248e-11, 1.471954533513477037e-10, 3.119472766350582966e-10
1.915000000000000000e+03, 3.560884868586921355e-10, 2.116921393528454920e-10, 4.999497796457841158e-11, 1.563524417136074368e-10, 2.402579098644824328e-10
1.916000000000000000e+03, 3.541346513713168525e-10, 1.164129921253122635e-10, 4.252278926928014379e-11, 1.469551812416180926e-10, 2.032727890751399112e-10
1.917000000000000000e+03, 4.674179732726036905e-10, 1.818098299089095354e-10, 2.295648035307157015e-11, 1.517744290990947129e-10, 2.258948011495380283e-10
1.918000000000000000e+03, 3.372984925388276705e-10, 1.049987982606863224e-10, 4.752893830066542223e-11, 1.280549904056629286e-10, 1.948791563875832122e-10
1.919000000000000000e+03, 3.672773148863137231e-10, 1.096098599353746987e-10, 1.017319661845104079e-10, 1.397395374427267203e-10, 2.183794223427553299e-10
1.920000000000000000e+03, 3.236447904940893189e-10, 1.042983484546766587e-10, 7.826405404416907687e-11, 1.361305212260971118e-10, 1.794536691167568049e-10
1.921000000000000000e+03, 3.875702274335151688e-10, 1.521118660975565537e-10, 1.139274955085443941e-10, 1.480520624999202612e-10, 2.141382363705915059e-10
1.922000000000000000e+03, 3.542284596943535492e-10, 1.730586921045732740e-10, 5.532591941674508995e-11, 1.667449791564804667e-10, 1.612289620353760110e-10
1.923000000000000000e+03, 3.663402141743762187e-10, 1.529730505222391929e-10, 1.672821125262123110e-10, 1.311388920854332097e-10, 2.009169826905179858e-10
1.924000000000000000e+03, 2.632178034485094790e-10, 1.534940386964909316e-10, 4.317080426001153034e-11, 1.405563570433338348e-10, 1.687078922327423641e-10
1.925000000000000000e+03, 2.616439805967313873e-10, 1.138262080105081838e-10, 2.570830276288653225e-11, 1.493805131847187213e-10, 2.422239787387557552e-10
1.926000000000000000e+03, 2.893016629776815902e-10, 1.785548529662297020e-10, 2.824821617569748893e-11, 1.369880066172126880e-10, 3.617210264856717329e-10
1.927000000000000000e+03, 3.039419761754029666e-10, 2.288994912444002082e-10, 9.525340052204613633e-11, 1.635782352093693274e-10, 2.759367888394383044e-10
1.928000000000000000e+03, 3.577978016644220335e-10, 2.578778986475933495e-10, 1.476651172753062947e-10, 1.512436710677769487e-10, 2.209723103803214538e-10
1.929000000000000000e+03, 3.099176246753793986e-10, 2.493691942520768042e-10, 8.708745138392407000e-11, 1.410167359197805130e-10, 2.152193828340949374e-10
1.930000000000000000e+03, 3.291817948734935593e-10, 6.544414444768499492e-11, 7.674060844722544762e-11, 1.636793539789178537e-10, 2.292646754164375742e-10
1.931000000000000000e+03, 3.221101295253183185e-10, 1.287702027033407522e-10, 6.420385370570792773e-11, 1.493241122305725147e-10, 1.695711213823915706e-10
1.932000000000000000e+03, 3.089290981435318331e-10, 8.555041496170587230e-11, 1.281363968567133871e-10, 1.333287996142032454e-10, 2.118778733202574525e-10
1.933000000000000000e+03, 4.714209715335917086e-10, 1.280635656386161369e-10, 3.586939168451068343e-11, 1.670441013914955443e-10, 1.736087330273005994e-10
1.934000000000000000e+03, 3.447292710723257848e-10, 4.599615203970872574e-11, 2.361153062102102257e-11, 1.752455884536818393e-10, 1.756813228076112851e-10
1.935000000000000000e+03, 3.156479290484761736e-10, 6.160645824093608141e-11, 4.037655549770107039e-11, 1.539898892774325357e-10, 1.912863022146607526e-10
1.936000000000000000e+03, 4.113846244973249329e-10, 1.166538685869849040e-10, 5.808612441738140586e-11, 1.684767369012555918e-10, 1.769863249779366042e-10
1.937000000000000000e+03, 3.515282499167675725e-10, 7.370231303430790936e-11, 4.562904020312779298e-11, 1.518862990762130041e-10, 1.623793251853820616e-10
1.938000000000000000e+03, 3.404183309625917893e-10, 1.982749338723063928e-10, 1.874038448793803003e-11, 1.188919513405847004e-10, 1.585067825346529137e-10
1.939000000000000000e+03, 3.585393135965666332e-10, 1.181406648725045661e-10, 4.953359562177773044e-11, 1.668857217369500809e-10, 1.529705165291574190e-10
1.940000000000000000e+03, 5.386188917062672893e-10, 7.937906821096626934e-11, 7.698450032573619192e-11, 1.517494055128644958e-10, 1.388921399019161985e-10
1.941000000000000000e+03, 3.882465930554761809e-10, 1.722841438509277198e-10, 2.085738324434660461e-11, 1.506373894463280159e-10, 2.151689595225215841e-10
1.942000000000000000e+03, 4.439549434382758761e-10, 2.506061902068967014e-10, 4.758942926126371747e-11, 1.485614169238892886e-10, 2.512731647654505980e-10
1.943000000000000000e+03, 3.394586009748851391e-10, 2.581151114303321427e-10, 3.050951957345879893e-11, 1.295972430378329553e-10, 2.122338510368763388e-10
1.944000000000000000e+03, 2.464358031441734108e-10, 2.532708979260906202e-10, 2.318018767788451478e-11, 1.492736156123326669e-10, 1.842714001699152354e-10
1.945000000000000000e+03, 2.402428106744349357e-10, 1.297601149415341196e-10, 1.003909455849346677e-10, 1.429844178296009340e-10, 1.817717558516982924e-10
1.946000000000000000e+03, 4.984135630966142911e-10, 1.533045428025564293e-10, 6.024821886950093448e-11, 1.392102934669356342e-10, 3.915956690437072650e-10
1.947000000000000000e+03, 5.819376468427204998e-10, 1.233776130727873476e-10, 4.810548134800100161e-11, 1.470034116673303318e-10, 4.553153563862783716e-10
1.948000000000000000e+03, 4.356566947300050780e-10, 2.017785485031171904e-10, 5.110211679209280334e-11, 1.357744306941954300e-10, 4.356384706868564169e-10
1.949000000000000000e+03, 3.919831557693817473e-10, 2.549085203978026600e-10, 5.578549768487196926e-11, 1.412106726987447147e-10, 3.158964247218967214e-10
1.950000000000000000e+03, 3.020984051486905224e-10, 1.224143427825300036e-10, 4.312662255444917926e-11, 1.680173785057193342e-10, 3.070007451054156743e-10
1.951000000000000000e+03, 2.612433063085475737e-10, 1.343744374796214650e-10, 3.426710779323955557e-11, 1.378285531285324568e-10, 2.162971066375642062e-10
1.952000000000000000e+03, 3.163277363706206191e-10, 2.723514654322099941e-10, 6.345414326234744488e-11, 1.349291142263117934e-10, 2.267424788098331159e-10
1.953000000000000000e+03, 3.537007115847161202e-10, 8.935754541285106550e-11, 2.332466113063698863e-11, 1.582803428112804164e-10, 1.873066758644710233e-10
1.954000000000000000e+03, 2.799241966555156843e-10, 1.605813276514887944e-10, 4.856347763021038970e-11, 1.524582268058088049e-10, 2.003014278320221513e-10
1.955000000000000000e+03, 2.910893254765156071e-10, 2.975804771684784982e-10, 2.949189540100931721e-11, 1.328168037438031940e-10, 2.324988160987085094e-10
1.956000000000000000e+03, 2.992470046623808276e-10, 3.391354106213668102e-10, 6.554843039869820618e-11, 1.407160703630088833e-10, 1.851299597285176307e-10
1.957000000000000000e+03, 4.205862195238783621e-10, 3.638407857814585029e-10, 4.544384119346170700e-11, 1.319958011612219564e-10, 2.521939521483655353e-10
1.958000000000000000e+03, 3.690072430600397081e-10, 1.404660034053911696e-10, 1.894684043815130328e-11, 1.620937875836717729e-10, 2.019572725911595869e-10
1.959000000000000000e+03, 3.157713240096369649e-10, 2.298435343261487489e-10, 1.897584177746439709e-11, 1.383844944173224297e-10, 2.118251603919882048e-10
1.960000000000000000e+03, 3.045839635894687471e-10, 1.019600126673467870e-10, 1.804863043667116165e-11, 1.518802820459257053e-10, 2.454300291896658807e-10
1.961000000000000000e+03, 4.185939407601718213e-10, 3.932917731654655413e-11, 5.488137674724370848e-11, 1.534278668290441498e-10, 1.990787423153244644e-10
1.962000000000000000e+03, 3.661941480129327050e-10, 1.495131077581635569e-10, 3.852883005120590327e-11, 1.451404178392904890e-10, 2.246194064234490085e-10
1.963000000000000000e+03, 3.618679156749860796e-10, 1.503247123617306931e-10, 5.402608457998170066e-11, 1.645242786145721555e-10, 1.944636394605409553e-10
1.964000000000000000e+03, 4.070858060895756557e-10, 1.686475715691414725e-10, 2.788143610351931440e-11, 1.547793523464123014e-10, 1.998288009178351892e-10
1.965000000000000000e+03, 5.319287815092751791e-10, 1.878283468072415022e-10, 3.759706790760245733e-11, 1.123110709463181388e-10, 1.915989989225023661e-10
1.966000000000000000e+03, 3.932757111891515688e-10, 2.031803768166372396e-10, 3.765336662048194717e-11, 1.609308382183518609e-10, 2.524984282041466801e-10
1.967000000000000000e+03, 3.087396557986802333e-10, 1.651858320065455302e-10, 4.216346107814307466e-11, 1.549806031488910465e-10, 2.319899593637293071e-10
1.968000000000000000e+03, 2.530479076972060151e-10, 1.500773325636193609e-10, 2.424617314522996250e-11, 1.619639340358913522e-10, 2.734643459558429984e-10
1.969000000000000000e+03, 3.165723572751116467e-10, 2.349380271511066113e-10, 4.516520430077872421e-11, 1.453806490744533374e-10, 2.510349611725224486e-10
1.970000000000000000e+03, 3.018972690406200024e-10, 2.139679394048725640e-10, 1.344237183267653970e-10, 1.452428301385564485e-10, 2.352201550691641467e-10
1.971000000000000000e+03, 3.130250220337180912e-10, 2.518079121368544126e-10, 3.400176937443354614e-11, 1.486559574380533385e-10, 1.440204804178540635e-10
1.972000000000000000e+03, 3.529142277244966504e-10, 1.854965526278515714e-10, 3.198103692280678135e-11, 1.456239820314942766e-10, 2.130966463846617409e-10
1.973000000000000000e+03, 3.152913492983594208e-10, 6.261658367779322641e-11, 3.475767950087410322e-11, 1.386611600540601951e-10, 2.293016494025322855e-10
1.974000000000000000e+03, 3.961034787182797117e-10, 5.818004203959045839e-11, 1.741599143312475700e-11, 1.327546486298495188e-10, 3.654551143876264067e-10
1.975000000000000000e+03, 5.198670856469671422e-10, 6.071682196575053395e-11, 2.771607299893987472e-11, 1.429827389914124093e-10, 2.747927949706075131e-10
1.976000000000000000e+03, 4.002434224601104045e-10, 1.185944720220415433e-10, 2.716953745315816377e-11, 1.265439933096715102e-10, 3.268211540978283724e-10
1.977000000000000000e+03, 3.416761495222079319e-10, 1.312378939727578306e-10, 2.843091330501482079e-11, 1.360675462912570342e-10, 1.868171622805707045e-10
1.978000000000000000e+03, 3.521603974459367825e-10, 8.093246573637684133e-11, 6.619187531407905325e-11, 1.648889999943167295e-10, 1.661028181723231105e-10
1.979000000000000000e+03, 3.739240828469455801e-10, 1.116177487768488860e-10, 2.835280005336096099e-11, 1.435974620822008365e-10, 1.987527611338409472e-10
1.980000000000000000e+03, 3.798739503774952154e-10, 2.031931295937979504e-10, 4.661978738430399880e-11, 1.335482541782427723e-10, 1.603862544642527897e-10
1.981000000000000000e+03, 2.862867921412016019e-10, 1.393025197135633099e-10, 5.218160894194391437e-11, 1.509747809432031526e-10, 1.325228633547497472e-10
1.982000000000000000e+03, 3.811977058807205491e-10, 2.162078322752977387e-10, 1.641863089660386904e-11, 1.206358087947299487e-10, 1.131162763842777024e-10
1.983000000000000000e+03, 3.003845575880759540e-10, 1.437311886171818584e-10, 2.489035740309032444e-11, 1.321084211713282169e-10, 1.434775417962437482e-10
1.984000000000000000e+03, 3.663805949822119398e-10, 1.555500903485231246e-10, 2.495800427749205540e-11, 1.393573903290032334e-10, 2.616225387740921368e-10
1.985000000000000000e+03, 4.129729264402638493e-10, 2.855705800773857201e-10, 6.686003718093380790e-11, 1.518435607663545350e-10, 1.810892001973131513e-10
1.986000000000000000e+03, 4.104680059126088123e-10, 2.703362471742935519e-10, 3.815923430466842766e-11, 1.438281215096907057e-10, 1.904446296708485113e-10
1.987000000000000000e+03, 3.680326557232300744e-10, 1.413732058166965708e-10, 5.727083078415141443e-11, 1.386253503879541515e-10, 1.883092074238698427e-10
1.988000000000000000e+03, 4.734222541031500177e-10, 1.074748915501734684e-10, 5.748380519198736400e-11, 1.427811370799698319e-10, 1.897662657517213618e-10
1.989000000000000000e+03, 4.083799432263274874e-10, 8.954255819844945505e-11, 1.161775713226744779e-10, 1.554543425377134902e-10, 1.993825364082987843e-10
1.990000000000000000e+03, 3.969896884298900729e-10, 2.465784705271598767e-10, 3.149885612285568847e-11, 1.543326620441973430e-10, 2.255359542354009534e-10
1.991000000000000000e+03, 5.815835659772265546e-10, 1.727660918959192314e-10, 8.748593770288509349e-11, 1.461837149439133403e-10, 1.774864768726077762e-10
1.992000000000000000e+03, 4.328757569468950648e-10, 8.150212408680741073e-11, 8.708636165033533597e-11, 1.324305680818487397e-10, 1.458105671525280040e-10
1.993000000000000000e+03, 3.258388251160077088e-10, 1.038387446804139813e-10, 9.285514182265657707e-11, 1.500379941624728239e-10, 1.538155445155137483e-10
1.994000000000000000e+03, 3.499062625010787801e-10, 1.339923676329755591e-10, 1.964405894859807912e-11, 1.533162711828362992e-10, 1.722664499685933182e-10
1.995000000000000000e+03, 4.900202967314579741e-10, 1.576494564634811257e-10, 7.524864912736993058e-11, 1.396041171142648490e-10, 1.695894423450767007e-10
1.996000000000000000e+03, 4.863996835519872902e-10, 1.768252107580394407e-10, 1.278318627634215972e-10, 1.604092564728079098e-10, 1.690672182265883451e-10
1.997000000000000000e+03, 3.090902897530689208e-10, 1.013582654402957415e-10, 5.083624308551366515e-11, 1.382324964470092983e-10, 1.851983377842352892e-10
1.998000000000000000e+03, 2.944648853766613765e-10, 2.292796180938874630e-10, 6.748949820413930763e-11, 1.528087382717457580e-10, 1.592248697289111229e-10
1.999000000000000000e+03, 3.276848866342100152e-10, 1.816502593793568051e-10, 4.724056062998541711e-11, 1.671294929159590769e-10, 1.889826572159732700e-10
2.000000000000000000e+03, 3.545568299849101128e-10, 1.707906677188113344e-10, 3.010446110387261221e-11, 1.461760194712977236e-10, 2.512375287688832213e-10
2.001000000000000000e+03, 3.957049003654794647e-10, 1.387715511637222557e-10, 2.735924399491464500e-11, 1.557083932889770923e-10, 2.023721003711858926e-10
2.002000000000000000e+03, 5.787793716938444446e-10, 2.278201757571323982e-10, 6.690351973621273522e-11, 1.501679956799098636e-10, 1.981976711899494173e-10
2.003000000000000000e+03, 4.893001745219642691e-10, 1.326494097448416231e-10, 3.239023817025581877e-11, 1.488325067240219914e-10, 2.240392726093282025e-10
2.004000000000000000e+03, 5.158879752804175775e-10, 7.570131718737857326e-11, 2.311210779852214177e-11, 1.623260313063413377e-10, 3.155424213170496936e-10
2.005000000000000000e+03, 3.379745868191889830e-10, 1.098023745616936461e-10, 5.584012102762148314e-11, 1.689436647353763687e-10, 3.290123773478867350e-10
2.006000000000000000e+03, 3.704871022909473638e-10, 1.134634554128891277e-10, 8.530809180682470947e-11, 1.586034812288834992e-10, 2.765195556962797721e-10
2.007000000000000000e+03, 4.203089936899804562e-10, 2.210211940449872846e-10, 9.482910829711549463e-11, 1.591544661001460013e-10, 2.886818371899334633e-10
2.008000000000000000e+03, 4.191997139485611406e-10, 1.782067375510855290e-10, 1.265389079342563050e-10, 2.064459197241380240e-10, 2.803613949437287762e-10
2.009000000000000000e+03, 4.434463673380605293e-10, 3.056962018367492433e-10, 5.277974033745491222e-11, 1.368682545526542323e-10, 2.562606253888099343e-10
2.010000000000000000e+03, 4.720422455065541654e-10, 2.592040832494902408e-10, 1.304599556928499329e-10, 1.516100959703160656e-10, 2.263962317615976141e-10
2.011000000000000000e+03, 5.783464784703918887e-10, 2.184454974160310683e-10, 5.067746166813404769e-11, 1.944470732778884525e-10, 2.007990905684483127e-10
2.012000000000000000e+03, 7.768019231153353960e-10, 2.347658394423448002e-10, 5.390932329212149709e-11, 1.538777085830530773e-10, 2.419472750069866640e-10
2.013000000000000000e+03, 4.657960958547948590e-10, 4.700484366078805017e-10, 7.554639334396747588e-11, 1.476458895235739729e-10, 2.467038522641034788e-10
2.014000000000000000e+03, 5.234250333157280585e-10, 2.092708019270263614e-10, 1.412382372672036671e-10, 1.967113737872762269e-10, 2.049916584333750919e-10
