year, INM-CM5-0, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-LM, CESM2-WACCM, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-MM, INM-CM4-8, CanESM5, EC-Earth3-Veg, MPI-ESM1-2-LR, MIROC-ES2L, TaiESM1, CMCC-CM2-SR5
2.077000000000000000e+03, 4.879368440752909208e+01, 2.742471417124398769e+01, 2.015579860128297440e+01, 2.699628408954592729e+01, 2.195581546680218565e+01, 2.798412693486315561e+01, 1.694018070218153937e+01, 3.385999004446804150e+01, 2.335287895009383163e+01, 4.771385203290567034e+01, 5.558869593386634023e+01, 3.030691185907417307e+01, 4.412957638284090933e+01, 2.922084711029398463e+01, 3.521866367071171311e+01, 1.937876385851763317e+01
2.078000000000000000e+03, 4.743565860763891351e+01, 2.715399373742206279e+01, 1.885743056630875358e+01, 2.584872975019391816e+01, 2.306438670522253531e+01, 2.872153013077882733e+01, 2.042693460540234440e+01, 3.525437446254372986e+01, 2.320639396041531555e+01, 4.705147007250806013e+01, 5.483915873647614347e+01, 2.921582066132992850e+01, 4.489546561758835708e+01, 2.957461473686725739e+01, 3.527857700315227873e+01, 2.065437056486561218e+01
2.079000000000000000e+03, 4.919503827318752798e+01, 3.246180573677040826e+01, 2.022727679154756331e+01, 2.757083660301050188e+01, 2.164137043694142903e+01, 2.986526599290391459e+01, 1.823581173592028648e+01, 3.429816172389119799e+01, 2.289595618711297931e+01, 4.431470179208321980e+01, 5.558953630629023479e+01, 2.946413509092617744e+01, 4.527611916572357842e+01, 3.049649167224514912e+01, 3.683206357054648095e+01, 2.183838941868607719e+01
2.080000000000000000e+03, 4.831599026228352756e+01, 2.898036701836666751e+01, 1.992680099469692578e+01, 2.863682891972424471e+01, 2.156044491858418510e+01, 2.916077684404692505e+01, 1.942267602272321270e+01, 3.417572132825924314e+01, 2.354789742572999600e+01, 4.650493640621727565e+01, 5.551060361499511231e+01, 2.922776435431972075e+01, 4.260830774105580332e+01, 2.958061363373614228e+01, 3.590101691366153602e+01, 2.128394867393761913e+01
2.081000000000000000e+03, 4.835278906987418424e+01, 2.972607612551490774e+01, 1.923765646008296315e+01, 2.796344231933478852e+01, 2.236082096332134839e+01, 2.878907381640908625e+01, 1.879596968789488187e+01, 3.491309603281780483e+01, 2.314278815816918566e+01, 4.744968412085944465e+01, 5.494540590117780710e+01, 2.878403454526986494e+01, 4.383622316563976540e+01, 2.939788435331666960e+01, 3.551719353459080963e+01, 2.218995221145324592e+01
2.082000000000000000e+03, 4.831329615757122298e+01, 3.194991439665813360e+01, 1.920689294752856213e+01, 2.903906455702613698e+01, 2.226390736903278622e+01, 2.923549152995514433e+01, 1.719605637387115493e+01, 3.490735317293954409e+01, 2.381571396164765630e+01, 4.717617095197922339e+01, 5.670122250655490603e+01, 2.871988424793091355e+01, 4.286606790848270521e+01, 2.975705335231250714e+01, 3.495014270622196051e+01, 2.164095487966913822e+01
2.083000000000000000e+03, 4.819523960931071116e+01, 3.013297370011325427e+01, 1.904155353891700031e+01, 2.759028591985291357e+01, 2.227999605920882331e+01, 2.969602487275238545e+01, 1.705485064652579652e+01, 3.519225898619744441e+01, 2.370846743903940634e+01, 4.755424673384349887e+01, 5.576203110598275714e+01, 2.822275854804473383e+01, 4.377047458418341108e+01, 2.986527840588257021e+01, 3.618336871700316948e+01, 2.049758202158228215e+01
2.084000000000000000e+03, 4.799684804634918578e+01, 2.905967669754179639e+01, 2.005259111778553560e+01, 2.764787630162895482e+01, 2.210250529284773791e+01, 3.110142170257261540e+01, 1.792632670933465633e+01, 3.295327984051576919e+01, 2.418723729014832102e+01, 4.856324143378847680e+01, 5.632288318172036412e+01, 3.075953735009137802e+01, 4.662098193273494218e+01, 3.087898734289287361e+01, 3.347921352570591580e+01, 2.087030707848305511e+01
2.085000000000000000e+03, 4.880305171936532815e+01, 3.040984591303170959e+01, 1.903647785283227734e+01, 2.876472093862217960e+01, 2.297913071250639305e+01, 2.994298255324757818e+01, 2.029965981289090138e+01, 3.602856877070107799e+01, 2.493786988080956846e+01, 4.835527094414245397e+01, 5.661233858024414900e+01, 2.793926165724466415e+01, 4.483026081368793569e+01, 3.057216119350936268e+01, 3.324944978128073103e+01, 2.189390193751756541e+01
2.086000000000000000e+03, 5.078770881488228639e+01, 3.328654421729980584e+01, 1.905738555960396141e+01, 2.817082064742612602e+01, 2.296223372703940058e+01, 2.858190709999032109e+01, 1.889218079007517659e+01, 3.688680260715760539e+01, 2.438322652446313654e+01, 4.808144284080280073e+01, 5.654584980696262875e+01, 2.832273736648178897e+01, 4.203374010021266116e+01, 2.930833241088099328e+01, 3.609777059724484616e+01, 2.333865997642016410e+01
2.087000000000000000e+03, 5.024528033568203966e+01, 2.997017213171420735e+01, 2.011890642380955541e+01, 2.893464826348677121e+01, 2.252736610047176669e+01, 2.937485454547324792e+01, 1.979461340201430630e+01, 3.602425803129769832e+01, 2.390791461776090898e+01, 4.700781231379666281e+01, 5.750902504110599978e+01, 2.942832078030798471e+01, 4.358627557795993113e+01, 3.090128455280628472e+01, 3.719591586875307598e+01, 2.116559097199401762e+01
2.088000000000000000e+03, 5.125557929598653573e+01, 3.378773751106626122e+01, 1.882666113369458571e+01, 2.939471979850836902e+01, 2.266259518026313202e+01, 2.927347447825376392e+01, 1.655697252484261384e+01, 3.496079046750843133e+01, 2.375387597929611516e+01, 4.907470807304288485e+01, 5.785961374422102921e+01, 2.971680987631910753e+01, 4.498130284848107152e+01, 3.124889441476052454e+01, 3.583669354276226926e+01, 2.107566418356205418e+01
2.089000000000000000e+03, 4.987493470234090864e+01, 3.094184200502782289e+01, 1.840706836340462971e+01, 2.754483963094031651e+01, 2.273236560596571110e+01, 2.808833612101032529e+01, 1.636439419232224424e+01, 3.544786173940892127e+01, 2.419727064621273982e+01, 4.878324910027811967e+01, 5.872129296162519552e+01, 2.960031896558694342e+01, 4.700926819198607376e+01, 3.009676160849741322e+01, 3.554574632825379155e+01, 2.102771026021591183e+01
2.090000000000000000e+03, 4.937773848802818577e+01, 3.130930612086125109e+01, 1.801145595349095885e+01, 2.815095241748126043e+01, 2.270321353031621214e+01, 2.782933620246274842e+01, 1.755687001592763608e+01, 3.601820211285553341e+01, 2.375467976493548861e+01, 5.028788991620409377e+01, 5.743937020026407936e+01, 2.809508242271703793e+01, 4.362209289219252639e+01, 3.086832256540604646e+01, 3.391408462011785474e+01, 2.178656478006024599e+01
2.091000000000000000e+03, 4.801150972180146681e+01, 3.270941375561019271e+01, 1.895561205184080222e+01, 2.917852699571818320e+01, 2.348088834072924769e+01, 2.829219767711283851e+01, 1.905277876652480984e+01, 3.646090109654469558e+01, 2.482013875905122902e+01, 4.949933769784325222e+01, 5.862956659647066715e+01, 2.882354415657493973e+01, 4.511735994315610299e+01, 3.107797241072104555e+01, 3.773309321951008144e+01, 2.400558053577464790e+01
2.092000000000000000e+03, 5.022658785259518055e+01, 3.192566682629950847e+01, 1.979664289100274743e+01, 2.800356835575136927e+01, 2.168022510695010752e+01, 2.839133076338547923e+01, 1.800778881423138600e+01, 3.648038241480634269e+01, 2.570683055927324290e+01, 4.858641667737283854e+01, 5.894982915487628361e+01, 2.821196215248712136e+01, 4.501962698835698973e+01, 3.142775800961171484e+01, 3.794416724553774856e+01, 2.310616866344542331e+01
2.093000000000000000e+03, 4.958134726915501744e+01, 2.775394054643717112e+01, 1.951721103081399633e+01, 2.913209987193637929e+01, 2.223776030277013049e+01, 2.966283859819991164e+01, 1.593355835103858453e+01, 3.609603571422671564e+01, 2.510176815321423760e+01, 4.786638091107818127e+01, 5.917539539398782722e+01, 3.139900303655454294e+01, 4.736320597356092321e+01, 3.029449241746322130e+01, 3.338483082958332204e+01, 2.159122688316307404e+01
2.094000000000000000e+03, 4.982637173811965425e+01, 2.944676968208771584e+01, 1.809305837211204349e+01, 2.828039276306719785e+01, 2.284711352158526054e+01, 2.900121351564095917e+01, 1.753384092577753250e+01, 3.692796149491260138e+01, 2.429988126913894320e+01, 4.874986553558056812e+01, 5.831350515412508173e+01, 2.860450358249143221e+01, 4.865915705882368059e+01, 3.078643953508812103e+01, 3.447763275926717341e+01, 2.221512905489892375e+01
2.095000000000000000e+03, 5.039589962098820308e+01, 3.088152916345552512e+01, 1.956518261238425183e+01, 2.851134769027948579e+01, 2.377992306074264661e+01, 2.879704903751886036e+01, 1.742115584332446332e+01, 3.543745432162982212e+01, 2.485178478026946891e+01, 4.761835655694042657e+01, 5.939799085218310637e+01, 2.928882343484980666e+01, 4.874944013069845283e+01, 3.175436511297933251e+01, 3.568219055097224413e+01, 2.185507826060511860e+01
2.096000000000000000e+03, 5.045743646709014740e+01, 3.146487224153060325e+01, 1.899533450733015627e+01, 2.742781934443958392e+01, 2.292635584352759537e+01, 3.007904203897064477e+01, 1.850920938500577506e+01, 3.563643894688263458e+01, 2.475480718221416865e+01, 4.742906875082810814e+01, 5.900098196739336487e+01, 2.814475800633459812e+01, 4.751509347255991145e+01, 3.219435997944600558e+01, 3.539524591596056524e+01, 2.406380574105681802e+01
2.097000000000000000e+03, 4.907940462727273712e+01, 2.966447254692884528e+01, 1.791868499592084163e+01, 2.620909425079611665e+01, 2.181099409801172584e+01, 2.950251101726042435e+01, 1.807301919514098998e+01, 3.713125310453504824e+01, 2.451400824127410871e+01, 4.687856798972127592e+01, 5.943334241526506645e+01, 3.005089412578995578e+01, 4.564105901796639131e+01, 3.140126081655982659e+01, 3.612693015090793125e+01, 2.277042102798293399e+01
2.098000000000000000e+03, 5.049706949668963318e+01, 3.386673133987545725e+01, 1.922950596870457218e+01, 2.620143548770127140e+01, 2.288494367573926169e+01, 2.959961787373928033e+01, 2.011806945450664585e+01, 3.569836747216122319e+01, 2.334903316753537084e+01, 4.894094165171131294e+01, 5.985415524463382297e+01, 2.922818464084854284e+01, 4.676070475819923189e+01, 3.052414665807325633e+01, 3.519850733266510190e+01, 2.278343103382857038e+01
2.099000000000000000e+03, 4.941651451433766340e+01, 3.347326977467324127e+01, 1.864917488593530948e+01, 2.658540657584482503e+01, 2.272522069122399913e+01, 3.070351683697447953e+01, 1.579407062126105288e+01, 3.594373553565569779e+01, 2.380737566694295282e+01, 5.050406347363173865e+01, 5.999018977864339774e+01, 2.959235404777092526e+01, 4.791691804224113582e+01, 3.128015851686263105e+01, 3.915618631821735818e+01, 2.290076760556188162e+01
2.100000000000000000e+03, 5.054846594866212683e+01, 2.930225223206749874e+01, 1.879170208804965725e+01, 2.576861075572476167e+01, 2.214004409398284778e+01, 2.998650570269145277e+01, 1.625583851045331230e+01, 3.384239527232771394e+01, 2.305970297826602078e+01, 5.249741128609038299e+01, 6.046061424661566264e+01, 2.911487601826270222e+01, 4.793424411706438804e+01, 3.175058730220401770e+01, 3.829080697649175136e+01, 2.379945840634381327e+01
