year, NorESM2-MM, CESM2-WACCM, MPI-ESM1-2-LR, EC-Earth3-Veg, NorESM2-LM, UKESM1-0-LL, GFDL-ESM4, TaiESM1, IPSL-CM6A-LR
2.032000000000000000e+03, 1.249190965684783654e-10, 2.673108520572815139e-10, 5.816884858684485057e-10, 1.471076401353814808e-09, 1.187823418853526609e-10, 6.554420431932982382e-10, 5.591783521363825475e-10, 2.178557483955506723e-10, 1.385795603955742665e-09
2.033000000000000000e+03, 1.260229158149497947e-10, 2.425740999393766411e-10, 5.702673984003062470e-10, 1.523106506461247400e-09, 1.203836778170232984e-10, 6.471966349366325895e-10, 5.089681403122946347e-10, 2.229921637955834362e-10, 1.467611162757741641e-09
2.034000000000000000e+03, 1.290743529224572190e-10, 2.690670940604398358e-10, 5.493315052862374637e-10, 1.450189588935543215e-09, 1.223960778690783340e-10, 6.445964265326769858e-10, 5.325450283882628482e-10, 2.307596317413358991e-10, 1.518443203697203448e-09
2.035000000000000000e+03, 1.307618319451740493e-10, 2.803963714956283100e-10, 5.678543186708212274e-10, 1.543748731006395597e-09, 1.244953972971568886e-10, 7.096799037896423043e-10, 5.439662683782330663e-10, 2.345094939151675925e-10, 1.663075917901952362e-09
2.036000000000000000e+03, 1.315087130394079639e-10, 2.603318935929488558e-10, 5.801536890697345938e-10, 1.521885697321384531e-09, 1.249771477314105512e-10, 6.596246055522308256e-10, 5.908552870361242591e-10, 2.383228134181465198e-10, 1.608280370905990190e-09
2.037000000000000000e+03, 1.325079637305701144e-10, 2.782475977167062710e-10, 5.888751365896716453e-10, 1.551872409616229887e-09, 1.266468370915914602e-10, 7.038656807818036125e-10, 5.698861658029759237e-10, 2.412464563759762745e-10, 1.581200695629636413e-09
2.038000000000000000e+03, 1.333013302600414928e-10, 2.694395551424797770e-10, 6.069830987505248277e-10, 1.530045204097297949e-09, 1.284407717081997388e-10, 7.102833782917804392e-10, 5.954784949073707757e-10, 2.435996354974323446e-10, 1.656998921096113897e-09
2.039000000000000000e+03, 1.342418591007511288e-10, 2.756079148237006797e-10, 6.083645631658294831e-10, 1.610272932261642992e-09, 1.288898210639891157e-10, 7.199179571389717297e-10, 6.017543403492646197e-10, 2.457419532506258567e-10, 1.689396534706904628e-09
2.040000000000000000e+03, 1.331367354722332507e-10, 2.761039570054933952e-10, 6.210811185489489283e-10, 1.614337163748515765e-09, 1.293221128700465628e-10, 7.833032638366634648e-10, 6.088500420688974061e-10, 2.506835540378151081e-10, 1.654409465012430325e-09
2.041000000000000000e+03, 1.368395012996409865e-10, 2.572752290649389719e-10, 6.670092894228838378e-10, 1.659484840043023932e-09, 1.329678292302882857e-10, 7.407738512266076263e-10, 6.021933651913125688e-10, 2.747887102219735364e-10, 1.676912832844852120e-09
2.042000000000000000e+03, 1.500034158995385074e-10, 2.567013140446297791e-10, 6.824215475390153425e-10, 1.601631088001125366e-09, 1.466305572192923467e-10, 7.899122712640674213e-10, 5.931525772860018808e-10, 2.792940857843855691e-10, 1.721853093842205056e-09
2.043000000000000000e+03, 1.544569373146122635e-10, 2.686218718298752565e-10, 6.929059965234073508e-10, 1.779715924578073446e-09, 1.509991268151002293e-10, 7.539149197854338282e-10, 6.092338302638228200e-10, 2.808343840040558720e-10, 1.833325052770039884e-09
2.044000000000000000e+03, 1.566780188280305941e-10, 2.578356533042247795e-10, 7.117184845754955335e-10, 1.686343690906238283e-09, 1.528883348473504127e-10, 7.637922101822087888e-10, 6.485588705732382465e-10, 2.904193181356397821e-10, 1.758343512717034855e-09
2.045000000000000000e+03, 1.598354323589033413e-10, 2.870552795483559777e-10, 6.959305444131616183e-10, 1.770386263165538739e-09, 1.562892740029505969e-10, 7.757154392506890737e-10, 6.556934320478187976e-10, 2.945221058827944481e-10, 1.854337508962735055e-09
2.046000000000000000e+03, 1.622379991001009664e-10, 2.809336393287480645e-10, 6.712820306310441241e-10, 1.802623629688379107e-09, 1.589081892006655948e-10, 8.021982616302727790e-10, 6.181870999022313031e-10, 2.981192463250240180e-10, 1.964474805075366640e-09
2.047000000000000000e+03, 1.643521171096419442e-10, 2.874156960950156760e-10, 6.599084520229179279e-10, 1.824470030091907145e-09, 1.611287206919255201e-10, 8.271725188425705320e-10, 6.547364873659451169e-10, 3.020756068785563501e-10, 1.994004812427330140e-09
2.048000000000000000e+03, 1.671060825495208239e-10, 3.040695805806372658e-10, 7.309059337149750205e-10, 1.830895053411763542e-09, 1.634098048422110766e-10, 9.151206570636611127e-10, 6.427491496807120227e-10, 3.081563669712832120e-10, 2.019739410873179252e-09
2.049000000000000000e+03, 1.692125060354353726e-10, 2.810136787866582859e-10, 7.436771347105863751e-10, 1.837602011196652830e-09, 1.639579602229700563e-10, 8.758794992988393452e-10, 6.581358433765015691e-10, 3.175680238356179819e-10, 1.958615357017454319e-09
2.050000000000000000e+03, 1.732283328107823765e-10, 2.775428470858312080e-10, 7.610714605965080942e-10, 1.871628303332528661e-09, 1.684372513730085782e-10, 9.231978430508827785e-10, 6.915195491910742996e-10, 2.905143695710607785e-10, 1.843278957154941635e-09
2.051000000000000000e+03, 1.701678203710248333e-10, 2.721596557107742071e-10, 7.894655544480555823e-10, 1.889542786671217481e-09, 1.695818440100934410e-10, 1.016271110821839537e-09, 7.214680701895838784e-10, 2.918867825020320211e-10, 1.953779039798381046e-09
2.052000000000000000e+03, 1.725136922878729081e-10, 2.925000446699449236e-10, 7.925874209749918267e-10, 1.877793928498041754e-09, 1.720156439831148754e-10, 9.531977836341504118e-10, 7.235180969305828799e-10, 2.948916814788010737e-10, 2.015787350773258474e-09
2.053000000000000000e+03, 1.733744446699094586e-10, 3.124136003533399899e-10, 8.048911088416733261e-10, 1.965723143475023430e-09, 1.744320057815225688e-10, 9.515512185188916954e-10, 7.428153934934732027e-10, 2.990908201744284349e-10, 1.984401708859842636e-09
2.054000000000000000e+03, 1.751946453168142370e-10, 3.049384172036818971e-10, 8.450748712656322872e-10, 1.945425786912100480e-09, 1.770338209712051550e-10, 9.662799322613705487e-10, 7.689254966225993942e-10, 3.038732552860817380e-10, 2.102376339331282134e-09
2.055000000000000000e+03, 1.779337793473049280e-10, 2.980336484837532034e-10, 8.536062499819711395e-10, 2.040891053756050450e-09, 1.797611801568649457e-10, 8.355959934123152549e-10, 7.965008822449545145e-10, 3.081651623547047332e-10, 2.177285351789513647e-09
2.056000000000000000e+03, 1.789954103819434122e-10, 2.905323691019835062e-10, 8.241710267027239676e-10, 2.030629660159214258e-09, 1.814917401183691138e-10, 8.324018250872089309e-10, 8.156020145080221683e-10, 3.112636679241842867e-10, 2.218741743544672027e-09
2.057000000000000000e+03, 1.802541606573021119e-10, 2.899279016565701109e-10, 8.269453932474045460e-10, 2.045738169025305297e-09, 1.836703667282547893e-10, 9.141514678956042610e-10, 7.863548570320580921e-10, 3.137896719231552581e-10, 2.196433395378367674e-09
2.058000000000000000e+03, 1.799463458504446404e-10, 3.103985927510933316e-10, 7.986567162213280984e-10, 2.023000513299659178e-09, 1.855566026605078485e-10, 9.812067463991971432e-10, 8.337486230202350380e-10, 3.188673705821422891e-10, 2.211134871807742406e-09
2.059000000000000000e+03, 1.818442164259860146e-10, 2.969020629164795595e-10, 8.410415184337942787e-10, 2.095705584976085870e-09, 1.878593398010311305e-10, 1.049537637546292696e-09, 7.913132169146181794e-10, 3.265299620675765974e-10, 2.255567204499874355e-09
2.060000000000000000e+03, 1.841979143858532267e-10, 3.112509031786165692e-10, 8.602324913805600621e-10, 2.089661126836010032e-09, 1.902192667630920478e-10, 9.415514457941879409e-10, 8.339061792122744657e-10, 3.376751258165561117e-10, 2.323127973802415143e-09
2.061000000000000000e+03, 1.910410584579268998e-10, 3.216142143706132112e-10, 8.645671203122696103e-10, 2.102165527965566791e-09, 1.978478316092212504e-10, 9.241374369680015659e-10, 8.514743997555533574e-10, 3.374185771613127909e-10, 2.220380414724958751e-09
2.062000000000000000e+03, 1.940554857613742309e-10, 3.225688474361550864e-10, 8.189709599169185498e-10, 2.212759306165515085e-09, 2.005012905758436581e-10, 1.154413851979037199e-09, 8.685051420943640226e-10, 3.361605748109196771e-10, 2.392148362101711657e-09
2.063000000000000000e+03, 1.954019500017760535e-10, 3.190466216734155760e-10, 8.053618888892215908e-10, 2.213529179944209535e-09, 2.023337652021757206e-10, 1.119703130280998688e-09, 8.771610865754665715e-10, 3.376973374489143711e-10, 2.336282419255345282e-09
2.064000000000000000e+03, 1.973495400016008934e-10, 3.303434030712022077e-10, 8.700348573711725348e-10, 2.240448435561463947e-09, 2.036242114123441568e-10, 1.090840639545446765e-09, 8.963106202077168915e-10, 3.402051008557967667e-10, 2.358277046805906314e-09
2.065000000000000000e+03, 1.987140131956090486e-10, 3.480063376422013342e-10, 9.000836686179872361e-10, 2.303041163692821842e-09, 2.060157525174644746e-10, 1.158257035683628810e-09, 8.610365217848538920e-10, 3.455023843556749218e-10, 2.500144484440347004e-09
2.066000000000000000e+03, 1.998493283842194620e-10, 3.438519719421934989e-10, 9.024901036616737833e-10, 2.236112533244120415e-09, 2.088259745297828484e-10, 1.058308003339606709e-09, 8.431114027635862613e-10, 3.521099948665365955e-10, 2.603625835055230632e-09
2.067000000000000000e+03, 2.028406987204784719e-10, 3.125140610956081980e-10, 9.245270711158158657e-10, 2.273348528377434853e-09, 2.114627798122876077e-10, 1.187335893641316936e-09, 8.959771689859958372e-10, 3.604348456937954526e-10, 2.544706535059599569e-09
2.068000000000000000e+03, 2.031029296395157230e-10, 3.265255701703125308e-10, 9.271644210775653655e-10, 2.308332396197115271e-09, 2.118124379283571264e-10, 1.173807794355766410e-09, 9.802410735098875310e-10, 3.611207763580511492e-10, 2.475269140511838445e-09
2.069000000000000000e+03, 2.120354657074075334e-10, 3.258529670655509404e-10, 9.523851426677481737e-10, 2.221585353375155955e-09, 2.241351140558495011e-10, 1.143325933387139261e-09, 9.654430462042314006e-10, 3.659378106272384385e-10, 2.384796700547259031e-09
2.070000000000000000e+03, 2.188994954167265753e-10, 3.325986662714467233e-10, 9.272247144143200849e-10, 2.514472342492980489e-09, 2.285250653812439506e-10, 1.236178576430399516e-09, 9.173531482309542283e-10, 3.699207595495217551e-10, 2.382169716749186654e-09
2.071000000000000000e+03, 2.212386094927682106e-10, 3.252654222600899464e-10, 9.427038815723948413e-10, 2.382123536878529829e-09, 2.311132077592536655e-10, 1.215945399104492724e-09, 9.591799646158450603e-10, 3.733848541564170926e-10, 2.466728232018557677e-09
2.072000000000000000e+03, 2.206356256238858565e-10, 3.311294441525210804e-10, 9.664123717669200194e-10, 2.444658969133735802e-09, 2.332162103486521497e-10, 1.132690402145997746e-09, 9.934167179926507571e-10, 3.732632266380745100e-10, 2.680106809635101079e-09
2.073000000000000000e+03, 2.201804977392232460e-10, 3.454282718191516422e-10, 9.943631170980561364e-10, 2.435491702568031798e-09, 2.365652517389674569e-10, 1.209204160344473828e-09, 1.012430355553369165e-09, 3.750520531962875061e-10, 2.765210863706344772e-09
2.074000000000000000e+03, 2.214463452729103280e-10, 3.590911449944717252e-10, 9.951476636664757284e-10, 2.414538319699524347e-09, 2.391490649786730794e-10, 1.177447291378959740e-09, 9.436000377646325937e-10, 3.780637207403085663e-10, 2.695538184489857512e-09
2.075000000000000000e+03, 2.232151279496085557e-10, 3.426551500290620482e-10, 9.429720998899135816e-10, 2.476956849448459050e-09, 2.414859916929873898e-10, 1.390335061885201790e-09, 9.261982260620743875e-10, 3.753193121790472434e-10, 2.801267970411304020e-09
2.076000000000000000e+03, 2.246937743913870944e-10, 3.532449560466037736e-10, 9.444751001847445022e-10, 2.452497207656575548e-09, 2.416189391895173953e-10, 1.377762063712167264e-09, 1.020143118040106584e-09, 3.750617069789386164e-10, 2.793992535672819619e-09
2.077000000000000000e+03, 2.242464960180079750e-10, 3.575170700209131924e-10, 1.015767188496451784e-09, 2.583990817542560365e-09, 2.380950188188901854e-10, 1.172798061600919324e-09, 1.072976631787108443e-09, 3.751108559078642684e-10, 2.755834687459765966e-09
2.078000000000000000e+03, 2.227029127511353573e-10, 3.212517460246410015e-10, 1.053243134960758532e-09, 2.612244751580660603e-09, 2.377312662007164710e-10, 1.175310070516565658e-09, 1.051521542282613109e-09, 3.760112026243806754e-10, 2.871097923939730542e-09
2.079000000000000000e+03, 2.216442703699355581e-10, 3.812202768647728508e-10, 1.080286599950094695e-09, 2.602310676025031555e-09, 2.368176275702258180e-10, 1.417402656270080021e-09, 1.027116039696247910e-09, 3.784101755129591960e-10, 2.766779293049599205e-09
2.080000000000000000e+03, 2.229156791599494701e-10, 3.639409344324059463e-10, 1.072774190563833871e-09, 2.584576981442560772e-09, 2.386846577224834221e-10, 1.378476222713755315e-09, 1.074600511438804563e-09, 3.819329206255861235e-10, 2.750456788588884885e-09
2.081000000000000000e+03, 2.252965626497935196e-10, 4.062498369542022106e-10, 1.032420033043347573e-09, 2.571566435742718837e-09, 2.416345200469933667e-10, 1.260452016901797113e-09, 1.071059434470878294e-09, 3.842340908628537553e-10, 2.826701093053887817e-09
2.082000000000000000e+03, 2.287335464560053749e-10, 3.810892730525702356e-10, 1.048881792921783400e-09, 2.684333839422836504e-09, 2.428389667628225448e-10, 1.439964308608561883e-09, 1.092938393530825010e-09, 3.813434663060424244e-10, 3.074900148536623867e-09
2.083000000000000000e+03, 2.296583799855061998e-10, 4.102136584459690017e-10, 1.046279048794442715e-09, 2.613412270346674657e-09, 2.437039863548965261e-10, 1.356805669921490775e-09, 1.087645395056953373e-09, 4.351615716996217448e-10, 2.943673838436785159e-09
2.084000000000000000e+03, 2.265652433227324256e-10, 4.266699299127847485e-10, 1.093988703487158401e-09, 2.700292292584209484e-09, 2.192665116265339364e-10, 1.299668071431450945e-09, 1.105824871826496884e-09, 4.289673878738665217e-10, 2.791326245454445417e-09
2.085000000000000000e+03, 2.266047610555676154e-10, 4.311478000743278926e-10, 1.120969882629433656e-09, 2.591110224531479761e-09, 2.190389702367051386e-10, 1.357219319136210921e-09, 1.143146807016655644e-09, 4.176843490063793160e-10, 3.032007717328848859e-09
2.086000000000000000e+03, 2.283360764749272155e-10, 4.056965407639098243e-10, 1.093424486152240215e-09, 2.799689991297853447e-09, 2.184446340186699546e-10, 1.607850403471731530e-09, 1.138149534358518478e-09, 4.108586491827954437e-10, 3.176471153267049760e-09
2.087000000000000000e+03, 2.286514938829825617e-10, 4.265789493271061654e-10, 1.075025552393022331e-09, 2.711869996172719331e-09, 2.196757461332999725e-10, 1.344950116097679001e-09, 1.090091568448333734e-09, 4.079934175189290750e-10, 3.144993714366732463e-09
2.088000000000000000e+03, 2.292852164138629867e-10, 3.800853715878996205e-10, 1.086271116500339489e-09, 2.765177936888408425e-09, 2.203821751861829119e-10, 1.647530293788080487e-09, 1.180351861124686022e-09, 4.055767879734850783e-10, 3.068563486040456844e-09
2.089000000000000000e+03, 2.298889608248508983e-10, 3.540962445661580580e-10, 1.138538129874438143e-09, 2.697957444382825397e-09, 2.233819573542820450e-10, 1.441526385232276669e-09, 1.106754897999090050e-09, 4.018678853495906359e-10, 3.145375147879215878e-09
2.090000000000000000e+03, 2.319597630965061201e-10, 3.751702469276313146e-10, 1.131606500789642024e-09, 2.826864822497952132e-09, 2.246719976349051616e-10, 1.509601218999547274e-09, 1.110606718880585599e-09, 3.992599844410921650e-10, 3.206621886203147702e-09
2.091000000000000000e+03, 2.340370979592571855e-10, 3.491809267067800876e-10, 1.107979823013082266e-09, 2.767943733395379678e-09, 2.271418185440590547e-10, 1.663065476252531289e-09, 1.113324160358216313e-09, 4.047082105687408820e-10, 3.236943657098467918e-09
2.092000000000000000e+03, 2.364124469398360375e-10, 3.959901738166685530e-10, 1.106618551047651753e-09, 2.875371994783264683e-09, 2.288271757239912310e-10, 1.649330518028211700e-09, 1.162642163387758457e-09, 4.092490935396787608e-10, 3.335159341703555978e-09
2.093000000000000000e+03, 2.393809980632276431e-10, 4.018889430398281891e-10, 1.145870245561558907e-09, 2.823866444297585804e-09, 2.304492225544593130e-10, 1.324794994603806494e-09, 1.248362823567564602e-09, 4.067560960177442855e-10, 3.362361838374932845e-09
2.094000000000000000e+03, 2.418284918478434500e-10, 4.044454484535891344e-10, 1.174301517189838658e-09, 2.934405290350344811e-09, 2.329992638895833936e-10, 1.407055894881813378e-09, 1.236027457609530725e-09, 4.092148985023175228e-10, 3.286489262191442879e-09
2.095000000000000000e+03, 2.443925173380774997e-10, 3.753570717233685207e-10, 1.212302158062142004e-09, 2.873219252152889227e-09, 2.368851095343661038e-10, 1.530449401931557347e-09, 1.117541078366382503e-09, 4.287492000407300078e-10, 3.279777712790952834e-09
2.096000000000000000e+03, 2.454280269440205304e-10, 4.164826635853062145e-10, 1.198016012656422269e-09, 2.839723143875500113e-09, 2.388581627909423486e-10, 1.662288418612291042e-09, 1.244718652774459317e-09, 5.139896655896605150e-10, 3.276535843243654786e-09
2.097000000000000000e+03, 2.513424990894546295e-10, 3.927824004365887212e-10, 1.218598059334343723e-09, 2.863259663726349429e-09, 2.515992143200534085e-10, 1.536613706058360216e-09, 1.174850938747863393e-09, 5.323127992346524394e-10, 3.388521525406913169e-09
2.098000000000000000e+03, 2.528538448435487918e-10, 3.983984615329262046e-10, 1.184141531473711182e-09, 3.037594169701472396e-09, 2.538100888515567716e-10, 1.654849030622833861e-09, 1.189531238195524797e-09, 5.338224575268521033e-10, 3.433974199830102869e-09
2.099000000000000000e+03, 2.537730079559526560e-10, 3.871169229522810015e-10, 1.194439375917672176e-09, 2.949922375846536656e-09, 2.546661117285426803e-10, 1.681233733140613567e-09, 1.270987653762515852e-09, 5.436527633314641994e-10, 3.348238991878046846e-09
2.100000000000000000e+03, 2.538254858086643186e-10, 4.147078879719805273e-10, 1.210338165711577752e-09, 2.993105784578663517e-09, 2.545793534637438656e-10, 1.540311009444292806e-09, 1.225337629884982210e-09, 0.000000000000000000e+00, 3.187859593285701006e-09
