year, GFDL-ESM4, NorESM2-MM, CanESM5, CESM2-WACCM, CMCC-CM2-SR5, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-LM, MPI-ESM1-2-LR, ACCESS-ESM1-5, MIROC-ES2L, TaiESM1, EC-Earth3-Veg
2.085000000000000000e+03, 6.534966239077374617e+00, 7.569718552329004702e+00, 3.538459095907276719e+01, 9.741216399830646466e+00, 7.882172477163532420e+00, 5.680076497849817052e+00, 1.478251945607139817e+01, 1.469704994887753102e+01, 6.904507759109693055e+00, 1.423139008110033821e+01, 1.172493478173011461e+01, 1.412076230644780850e+01, 1.067359079546993783e+01, 1.172220917613042879e+01
2.086000000000000000e+03, 6.336011479922951217e+00, 7.416730379740604562e+00, 3.586792353316210580e+01, 9.398163174507361717e+00, 7.754110361992543332e+00, 5.511704525916581332e+00, 1.484957987489751474e+01, 1.494692562923790113e+01, 6.740768997252215122e+00, 1.403918839939377605e+01, 1.183069402753677757e+01, 1.395309027069845342e+01, 1.021458828580014888e+01, 1.166918931844453589e+01
2.087000000000000000e+03, 6.484493358701611143e+00, 7.326729877159918303e+00, 3.631278980841589288e+01, 9.831082429320220584e+00, 8.202759832824566999e+00, 5.641384305713110336e+00, 1.474356445426629136e+01, 1.452484296089953375e+01, 6.852833879395093142e+00, 1.395017300143019767e+01, 1.160222275966410521e+01, 1.352830684341871326e+01, 1.076002778840969398e+01, 1.201805961940551803e+01
2.088000000000000000e+03, 6.385886619018532606e+00, 7.500874096574463579e+00, 3.600633573894049988e+01, 9.728491836009073523e+00, 8.266256809485430068e+00, 4.920325148967144457e+00, 1.454003755708511747e+01, 1.502019428640486254e+01, 7.106156071509902361e+00, 1.440257624251106172e+01, 1.200167483477696706e+01, 1.374124755831313216e+01, 1.107049430738911511e+01, 1.235643208092934131e+01
2.089000000000000000e+03, 6.224930159405397845e+00, 7.445645952545323354e+00, 3.652587388145719416e+01, 9.025275835786628065e+00, 7.928851417982749616e+00, 4.937071867924211155e+00, 1.456961192450109266e+01, 1.527237786102979555e+01, 7.125837763468888753e+00, 1.452655021492633836e+01, 1.220598050803961065e+01, 1.432679542553341712e+01, 1.046781622547698909e+01, 1.191486157780773958e+01
2.090000000000000000e+03, 6.228418404508332173e+00, 7.388255436150174660e+00, 3.588090075048355487e+01, 9.294021055615640847e+00, 8.088837608515291322e+00, 5.125111937670954632e+00, 1.493488435524006874e+01, 1.484984522027354004e+01, 7.014331174446215122e+00, 1.381621607755501380e+01, 1.162087209255343545e+01, 1.394725500046530087e+01, 1.089312314003677962e+01, 1.214927194958442591e+01
2.091000000000000000e+03, 6.236102021269343432e+00, 7.600165932199087315e+00, 3.717922511962423471e+01, 9.377938733773220292e+00, 7.744475065932653557e+00, 5.145294380024393099e+00, 1.473330242121990175e+01, 1.560119939661413824e+01, 7.315177625807837813e+00, 1.423091054204518358e+01, 1.181356354434834088e+01, 1.365390491120319005e+01, 1.018594674831225255e+01, 1.203051868266089564e+01
2.092000000000000000e+03, 6.257261797341858056e+00, 7.853520290054698982e+00, 3.755631854064527886e+01, 8.953054302226357564e+00, 8.274635362647977388e+00, 5.387339470664908703e+00, 1.495135583929767797e+01, 1.479956158845998715e+01, 6.985776022634003546e+00, 1.414266721262773174e+01, 1.199894189494475683e+01, 1.410998556457821707e+01, 1.075602529349354519e+01, 1.200393613360551370e+01
2.093000000000000000e+03, 6.294676526032496611e+00, 7.612692441746243155e+00, 3.638097748959172861e+01, 9.660769076749692985e+00, 8.523576170423254439e+00, 4.577726644335368356e+00, 1.513215460816671865e+01, 1.427023126806112607e+01, 7.065021095714434374e+00, 1.357093505472492723e+01, 1.190731937271977436e+01, 1.437061372419791105e+01, 1.126868556963856705e+01, 1.189344562565063690e+01
2.094000000000000000e+03, 6.168517243626443936e+00, 7.808857579744355348e+00, 3.739335221710435064e+01, 9.444655317543169559e+00, 8.111726733390259625e+00, 5.138038144075325775e+00, 1.512425907533574154e+01, 1.458331026966826904e+01, 7.082797984432655625e+00, 1.522521757038553503e+01, 1.208995308929715584e+01, 1.397089629646623621e+01, 1.052319945399255374e+01, 1.191896356287999481e+01
2.095000000000000000e+03, 6.155526204494340625e+00, 7.794943699381245317e+00, 3.663513541674457485e+01, 9.658465024951871314e+00, 8.337260766599483119e+00, 4.688882529719258230e+00, 1.466190968875055667e+01, 1.478516654407177633e+01, 7.212306021183736426e+00, 1.392496263519488942e+01, 1.200950122341598636e+01, 1.387513531147593504e+01, 1.048160564588430432e+01, 1.203336994224946466e+01
2.096000000000000000e+03, 6.152441696295423590e+00, 7.330979588454702878e+00, 3.709660150743784612e+01, 9.820866967681631365e+00, 7.905995215743441662e+00, 5.159205424859822919e+00, 1.461909745612263123e+01, 1.502238505986881378e+01, 7.176379367952102406e+00, 1.438766214714130065e+01, 1.192697307731298295e+01, 1.411315048243809045e+01, 1.086636251946344700e+01, 1.222599468154878188e+01
2.097000000000000000e+03, 6.192487570578080636e+00, 7.387497488930766742e+00, 3.797091887047559311e+01, 9.543691008120879005e+00, 8.140860327974815291e+00, 5.041746838883009119e+00, 1.513278786232420536e+01, 1.457658185806250728e+01, 6.952366141503236285e+00, 1.419377641014469837e+01, 1.190728834185885887e+01, 1.466205713923561404e+01, 1.054180711268208803e+01, 1.173744909193498209e+01
2.098000000000000000e+03, 6.104811585235966120e+00, 7.376292188787841653e+00, 3.781166639138791652e+01, 9.765289071613691974e+00, 8.514327845375749604e+00, 5.400126195163712950e+00, 1.461485350868452926e+01, 1.589467932137691975e+01, 7.028425149903361202e+00, 1.424413282067974151e+01, 1.153680768706282755e+01, 1.429440045765711531e+01, 1.095212451402142761e+01, 1.170757209302645840e+01
2.099000000000000000e+03, 6.121191577095618008e+00, 7.643396021942415963e+00, 3.814515369133516742e+01, 9.888754004862320812e+00, 8.479231590698944387e+00, 4.491748399910806988e+00, 1.467920638259284516e+01, 1.546641499574526080e+01, 7.106453299165267801e+00, 1.398296396760089877e+01, 1.153796579367099007e+01, 1.381114554928447724e+01, 1.031017833373916304e+01, 1.172789780190795916e+01
2.100000000000000000e+03, 5.935978969890642887e+00, 7.217668204727314851e+00, 3.766580736358177006e+01, 9.720929270794973931e+00, 8.216957259883583831e+00, 4.768167043776811553e+00, 1.422543643311841599e+01, 1.462765705764919844e+01, 7.226042042319559044e+00, 1.428158143148358761e+01, 1.139575753401014069e+01, 1.437440555773013706e+01, 1.117551582047025960e+01, 1.274883307246130393e+01
