year, IPSL-CM6A-LR, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, CanESM5, MIROC-ES2L, UKESM1-0-LL, NorESM2-MM, INM-CM4-8, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, INM-CM5-0, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM
2.027000000000000000e+03, 1.500107672897522981e+01, 1.322502871713088979e+01, 1.188552623549959009e+01, 7.897146580972245644e+00, 2.428496108222256566e+01, 1.327225645847306268e+01, 1.187469352076162643e+01, 7.514303744955580733e+00, 1.871113476728716662e+01, 6.774794198872289286e+00, 1.543011386963525844e+01, 1.007700064586324373e+01, 1.958610336202149327e+01, 6.800013118904930209e+00, 1.134551074667485082e+01, 9.284956066636590677e+00
2.028000000000000000e+03, 1.437310796537840574e+01, 1.400791824232033100e+01, 1.138767115845470634e+01, 7.447927247526006767e+00, 2.427135884790083864e+01, 1.292424001362488895e+01, 1.238213819738535904e+01, 7.970306793856753558e+00, 1.784275759985877841e+01, 7.075285733694396839e+00, 1.513611634206724865e+01, 9.708371473535123641e+00, 1.957347134294462876e+01, 7.122744760607872649e+00, 1.097367286685837762e+01, 9.022904350219960179e+00
2.029000000000000000e+03, 1.511143910096685516e+01, 1.378336743057393754e+01, 1.144013685931439639e+01, 7.623963762480993722e+00, 2.467227490934506662e+01, 1.339712241812183002e+01, 1.292847946640267942e+01, 7.860287930024432157e+00, 1.857320687013671190e+01, 7.094769984077062830e+00, 1.503270979032249244e+01, 1.010032979104932238e+01, 1.930421689086670156e+01, 7.505003076868900891e+00, 1.159328706810132026e+01, 9.022250385419598118e+00
2.030000000000000000e+03, 1.432879861444333081e+01, 1.440390241971837959e+01, 1.087919027835061492e+01, 7.442192788106917867e+00, 2.469186662328720416e+01, 1.361770825291685938e+01, 1.276874181887733783e+01, 7.771563729933636644e+00, 1.835319805540142113e+01, 6.788845001624821407e+00, 1.590105229366845130e+01, 1.086811161889287192e+01, 1.939974447816211267e+01, 6.098050106184531138e+00, 1.251085801217304549e+01, 8.948633445059227753e+00
2.031000000000000000e+03, 1.439033176119839297e+01, 1.368177517948200084e+01, 1.188091057706668430e+01, 7.407405470515793233e+00, 2.437745382718891918e+01, 1.369789166487397125e+01, 1.248521829960431440e+01, 7.598894594896412613e+00, 1.889285867781425310e+01, 7.363200902618584287e+00, 1.565646726941296585e+01, 9.540901446396841123e+00, 1.986969251480107701e+01, 7.111845215855949753e+00, 1.177867291458412247e+01, 8.852101387851300629e+00
2.032000000000000000e+03, 1.401876357404907303e+01, 1.504239351193077034e+01, 1.115196703490216734e+01, 7.573984085712755387e+00, 2.543526696933763276e+01, 1.335310667541091156e+01, 1.290633130037059040e+01, 7.951456071859366759e+00, 1.845034503823595884e+01, 7.269623869961756135e+00, 1.551251477043090787e+01, 9.959916097067189611e+00, 2.035623974581928763e+01, 7.100516745464793722e+00, 1.206726152700212573e+01, 8.856414845472846409e+00
2.033000000000000000e+03, 1.483222135059814661e+01, 1.315794516961687499e+01, 1.124235400726124112e+01, 7.757362743946164763e+00, 2.515145599732351656e+01, 1.309635301564523857e+01, 1.304041185788013912e+01, 7.817000842564984175e+00, 1.929471861383079556e+01, 6.993675655075584530e+00, 1.451570474514798192e+01, 1.082388260410406389e+01, 1.950101740054814670e+01, 6.101706355198552423e+00, 1.232655459914573370e+01, 9.011836989746877080e+00
2.034000000000000000e+03, 1.541276231012292008e+01, 1.415002504248248627e+01, 1.113252218602502452e+01, 7.713424493597556442e+00, 2.574178263279905821e+01, 1.370821516933972717e+01, 1.267350704876170830e+01, 7.899982913385620975e+00, 1.913519927857857184e+01, 7.235111681600475464e+00, 1.535395813467968651e+01, 9.877492663901707104e+00, 1.915331923102269585e+01, 7.267011060644979814e+00, 1.184671270622536987e+01, 8.875577445216810801e+00
2.035000000000000000e+03, 1.608286642243207254e+01, 1.341464923671094489e+01, 1.195229539054521517e+01, 7.624411143139368185e+00, 2.519913626361377723e+01, 1.402888217003962090e+01, 1.346548041938150320e+01, 8.080839203284643446e+00, 1.939285671150082990e+01, 7.487461610740949070e+00, 1.560902577029980165e+01, 1.014607609081435591e+01, 2.001661575694863160e+01, 7.550437309647641371e+00, 1.203671883469228199e+01, 9.032821710221693223e+00
2.036000000000000000e+03, 1.492916261325853533e+01, 1.460624619574085514e+01, 1.119501742455365800e+01, 7.576526618936619606e+00, 2.546288250701562461e+01, 1.330881316289551641e+01, 1.267250227749221381e+01, 7.646721876756659597e+00, 2.041468503290209568e+01, 7.413414381289595845e+00, 1.534454459764325662e+01, 1.051512260907546725e+01, 2.018371182527348040e+01, 8.454299498398409440e+00, 1.228279940028841644e+01, 9.109411150755875042e+00
2.037000000000000000e+03, 1.493082871163300318e+01, 1.341361035157439474e+01, 1.147427774277707080e+01, 7.617466521614331576e+00, 2.624284049840873934e+01, 1.368193840312761012e+01, 1.317242620839660638e+01, 7.717231649100977364e+00, 2.019982115993084193e+01, 7.313929535130293758e+00, 1.545040814512323912e+01, 1.069957087299722787e+01, 2.060929953340572851e+01, 7.696514140698883288e+00, 1.198010578813766003e+01, 9.049751305167681892e+00
2.038000000000000000e+03, 1.553844569816665455e+01, 1.409664947643833166e+01, 1.188303996927271200e+01, 7.880265744030509723e+00, 2.634942406734406717e+01, 1.364668202681833975e+01, 1.296206360355263598e+01, 7.955691091893447364e+00, 2.055338104464097881e+01, 6.627111246559527657e+00, 1.500249431515578280e+01, 9.732015234387178637e+00, 1.919493380143283190e+01, 7.248396215665150244e+00, 1.135380660372218919e+01, 9.334081189257233291e+00
2.039000000000000000e+03, 1.548105450037116526e+01, 1.379426612281512021e+01, 1.177915809080231746e+01, 7.517721659941891232e+00, 2.652543607554655125e+01, 1.385822189658680337e+01, 1.311410576910440540e+01, 8.292038917148129684e+00, 1.978376385245681135e+01, 7.011133066805022906e+00, 1.602961470768828534e+01, 1.038110369272922640e+01, 1.956317358283181207e+01, 6.857094678218380146e+00, 1.221527310032783653e+01, 9.470085786888358115e+00
2.040000000000000000e+03, 1.561980816955106022e+01, 1.489370658203010933e+01, 1.179275814757340868e+01, 7.961644908345989258e+00, 2.684005204212319384e+01, 1.409930576002847680e+01, 1.396382239145304105e+01, 8.437898518724939123e+00, 1.897999572235845633e+01, 7.720022265743429202e+00, 1.635561104504869334e+01, 1.043958802737218683e+01, 2.046803939306001752e+01, 7.249267993860865289e+00, 1.243887948826703926e+01, 9.434963859967208322e+00
2.041000000000000000e+03, 1.518366887163374024e+01, 1.408449316412161778e+01, 1.153167201467833713e+01, 7.690912499955571136e+00, 2.693741676579654865e+01, 1.422754929473349961e+01, 1.298332132529653826e+01, 8.269348215393989676e+00, 1.873110220950322358e+01, 7.365511186201218585e+00, 1.687344498485822442e+01, 1.070328225481572204e+01, 1.991817543223039877e+01, 6.729282831248205810e+00, 1.237367718459410248e+01, 9.081915480403443652e+00
2.042000000000000000e+03, 1.529439281988383215e+01, 1.474105891495430853e+01, 1.088702453841806417e+01, 7.810473224868575315e+00, 2.766119529458409687e+01, 1.360796793156940332e+01, 1.402941181628778722e+01, 8.278660178244015455e+00, 1.977602367301538422e+01, 7.361052377872735697e+00, 1.603891805486112432e+01, 1.004185576607030228e+01, 2.004405921891207143e+01, 7.176471780188562910e+00, 1.161114734767483192e+01, 9.252618590803209031e+00
2.043000000000000000e+03, 1.585162200940096078e+01, 1.398371145423235262e+01, 1.150936040414504724e+01, 8.090467986825691682e+00, 2.728121795882179157e+01, 1.403736991022854141e+01, 1.316050990395047648e+01, 8.208711848218145590e+00, 1.950036963647163901e+01, 7.812056120670281878e+00, 1.677773970120598079e+01, 1.039886633377204816e+01, 1.968419955973803326e+01, 6.763775857481993725e+00, 1.132608967266436295e+01, 9.714756898408582586e+00
2.044000000000000000e+03, 1.554604171293818027e+01, 1.405430686856352018e+01, 1.191645947144585982e+01, 8.346237929431266522e+00, 2.773423429342059876e+01, 1.437536794940305995e+01, 1.358326388447440536e+01, 8.261739964258007163e+00, 2.015365317695493275e+01, 7.721956435454407242e+00, 1.609786044423588081e+01, 1.062614859314315829e+01, 1.957313605563834713e+01, 7.316042613392665039e+00, 1.158476116916737553e+01, 9.722557918928856679e+00
2.045000000000000000e+03, 1.622007229565977582e+01, 1.457121348888934342e+01, 1.088355282888570841e+01, 7.525867227497008649e+00, 2.813397540036119082e+01, 1.429951485647620224e+01, 1.337113269112823843e+01, 8.467618608276287873e+00, 1.942168479406812764e+01, 7.396363100246820643e+00, 1.579171118303342070e+01, 9.955846198518825574e+00, 2.136948342556979341e+01, 7.089215100558698524e+00, 1.296019136939222527e+01, 9.806666900628318473e+00
2.046000000000000000e+03, 1.623478785823375858e+01, 1.494902699034075688e+01, 1.147543369502690780e+01, 8.183749941203450007e+00, 2.894580019131395687e+01, 1.333187831836145598e+01, 1.377885256560373683e+01, 8.195168024774552862e+00, 2.067348077952392060e+01, 7.952206342203879785e+00, 1.474825572633439030e+01, 9.904470910412129570e+00, 2.026108946345405926e+01, 6.283308917601768684e+00, 1.243168514741620356e+01, 9.527142847036410345e+00
2.047000000000000000e+03, 1.618332791910484048e+01, 1.480002836739288696e+01, 1.109014450970226129e+01, 7.782363122967893787e+00, 2.903885689132789238e+01, 1.407746494675451565e+01, 1.369158685765091299e+01, 8.247484478951369269e+00, 2.004592836850238768e+01, 7.718487885915468638e+00, 1.606518024030343739e+01, 1.064354821275489371e+01, 2.074298359552282278e+01, 5.030081816746535317e+00, 1.245362543308539038e+01, 9.799340292902225968e+00
2.048000000000000000e+03, 1.658866771753548264e+01, 1.514717811295376215e+01, 1.110152343487870397e+01, 8.152311577274542032e+00, 2.837691346185145846e+01, 1.464396732406581947e+01, 1.494169528865779384e+01, 8.361846079715727242e+00, 2.108584286485271164e+01, 7.442381306114395301e+00, 1.675057633610102314e+01, 1.138105439104255723e+01, 2.153078260189142412e+01, 8.199977366458840677e+00, 1.214129842093836764e+01, 9.729140137478960781e+00
2.049000000000000000e+03, 1.560343372168322240e+01, 1.440361436658772476e+01, 1.176377396454322977e+01, 7.873917715714011223e+00, 2.812728198446099981e+01, 1.462425782537029839e+01, 1.399516509721179602e+01, 8.342048095559437826e+00, 2.119543453244021691e+01, 7.258460354179079310e+00, 1.629719077208404343e+01, 9.859097649057561696e+00, 2.111148697327722346e+01, 6.334732077020586161e+00, 1.165168317709524537e+01, 9.789221557394235163e+00
2.050000000000000000e+03, 1.522772244168296574e+01, 1.472520277057199678e+01, 1.171395792587683360e+01, 7.842228283870517735e+00, 2.898935455613487733e+01, 1.379237879480212570e+01, 1.458000962215000840e+01, 8.324300248699442406e+00, 2.063342856318049101e+01, 8.066211364896533453e+00, 1.718955056164243445e+01, 9.974045260477675257e+00, 1.994607811693348509e+01, 6.636593030281396466e+00, 1.250828077796245807e+01, 9.716583797828544533e+00
2.051000000000000000e+03, 1.622840306425333878e+01, 1.418985622369363497e+01, 1.167645338527789001e+01, 8.210597041794942541e+00, 2.968631923491102143e+01, 1.420011318947126178e+01, 1.495840121713689364e+01, 8.519230540538222485e+00, 2.067672345221899022e+01, 7.976846472795713794e+00, 1.615581437451408320e+01, 1.045275539560928024e+01, 2.139003105637294411e+01, 7.410941229751094816e+00, 1.292873268651613294e+01, 9.913346012201474267e+00
2.052000000000000000e+03, 1.571312528834049793e+01, 1.431860260249735539e+01, 1.184487615732957977e+01, 7.728088600302754685e+00, 2.993669814436158561e+01, 1.453099208112373830e+01, 1.388714965204856355e+01, 8.439227446586636816e+00, 2.050574694884153715e+01, 7.991251611817158818e+00, 1.643399824362484551e+01, 1.092051112599560270e+01, 2.202256793981561955e+01, 7.223102206604766096e+00, 1.206594463604152523e+01, 1.063278149922105165e+01
2.053000000000000000e+03, 1.632746271842397334e+01, 1.534469191571618119e+01, 1.172046645489593786e+01, 8.432276818827070031e+00, 2.925838219501189030e+01, 1.481217154006571768e+01, 1.472110560459593209e+01, 8.554538472726450848e+00, 2.115833548867216152e+01, 7.782632217538372643e+00, 1.741491331809556442e+01, 1.047371906194878122e+01, 2.110088178994213237e+01, 7.058986686539205024e+00, 1.168899432819729789e+01, 1.023269664864238315e+01
2.054000000000000000e+03, 1.577706176044610231e+01, 1.467468258409191151e+01, 1.207391505876790738e+01, 8.188728690976486035e+00, 2.913994767073132763e+01, 1.482200289005981553e+01, 1.368417677962481172e+01, 8.736652758868116209e+00, 2.152473102988160747e+01, 7.944205895677888485e+00, 1.727098574908535866e+01, 1.064282991599604600e+01, 2.204596191315669884e+01, 7.811640092190339502e+00, 1.224367353325487962e+01, 9.705005446690112336e+00
2.055000000000000000e+03, 1.722384472489110863e+01, 1.497148855249455579e+01, 1.170000353615896849e+01, 8.038346774695620311e+00, 3.052064683558021230e+01, 1.408187634076090511e+01, 1.191054481111516772e+01, 8.648198218694718165e+00, 2.174995872576774048e+01, 7.882569105068333748e+00, 1.603589836393571488e+01, 1.031286463524859087e+01, 2.198799615466079516e+01, 6.161587042378291912e+00, 1.200691200904364742e+01, 9.761736675727611612e+00
2.056000000000000000e+03, 1.623526659991642518e+01, 1.499556015227887684e+01, 1.172686396220324312e+01, 8.306150550977262625e+00, 3.056678721865391779e+01, 1.406694662772818383e+01, 1.309168718260741926e+01, 8.542462695872609757e+00, 2.097195982280343074e+01, 8.321805721161670277e+00, 1.630649865779435004e+01, 1.050657672727465552e+01, 2.112076822942332299e+01, 6.908256359143994274e+00, 1.193259405163404985e+01, 1.043678624240203412e+01
2.057000000000000000e+03, 1.626565426070479248e+01, 1.494902981021444965e+01, 1.148490893885392872e+01, 7.821075009854258298e+00, 3.079283236619222563e+01, 1.461368324572150534e+01, 1.356292126007072341e+01, 8.609117162330088391e+00, 2.158492406974299982e+01, 7.798938907127896947e+00, 1.543675319669324608e+01, 1.092467978954654484e+01, 2.130963102037707202e+01, 6.514306846661845007e+00, 1.107992430103043269e+01, 9.870162639453720743e+00
2.058000000000000000e+03, 1.697605774410955704e+01, 1.464742654340355443e+01, 1.051041698291988702e+01, 8.391669863366722382e+00, 3.113909612382980541e+01, 1.483646874903733348e+01, 1.488001866161409126e+01, 8.625176690749576380e+00, 2.142662344761476945e+01, 7.872814440576783923e+00, 1.664919317455509074e+01, 1.070131526201308780e+01, 2.151097153742817980e+01, 6.120072078138893978e+00, 1.138031464970051942e+01, 1.005546531103698982e+01
2.059000000000000000e+03, 1.658206718110160693e+01, 1.458800686460044105e+01, 1.162678255140966677e+01, 7.831889423545336903e+00, 3.123189309514634004e+01, 1.402251394094702164e+01, 1.425424859207996064e+01, 8.339197517372271662e+00, 2.166680930145854944e+01, 8.393090500151723532e+00, 1.655692278630789716e+01, 1.144625097885353071e+01, 2.217592320039116416e+01, 7.097445463329744797e+00, 1.269010716314413756e+01, 1.076080423777520778e+01
2.060000000000000000e+03, 1.612909895184899156e+01, 1.486256763292914052e+01, 1.122390340570150791e+01, 8.266641897087311008e+00, 3.169445921570639513e+01, 1.414507566109915082e+01, 1.296677692493837419e+01, 8.404447470771412299e+00, 2.099474511568310575e+01, 8.227683580405045660e+00, 1.597677792266456720e+01, 1.017212653477657724e+01, 2.284448007504822442e+01, 5.714148535664397954e+00, 1.261835156204652897e+01, 9.999650274492260849e+00
2.061000000000000000e+03, 1.647293869215264550e+01, 1.442429269249785406e+01, 1.168853737440407059e+01, 8.211550730832666289e+00, 3.191579622673834749e+01, 1.488842442860412874e+01, 1.326498147638562664e+01, 8.229296194571883660e+00, 2.000811910976255348e+01, 7.876546502126095639e+00, 1.498105907527672720e+01, 9.998326244747776315e+00, 2.236954402357388361e+01, 5.409062656196689467e+00, 1.187696982105239840e+01, 1.034644983393452478e+01
2.062000000000000000e+03, 1.726233988242987394e+01, 1.527627910302711989e+01, 1.131647848622174202e+01, 8.127974694654884757e+00, 3.216088381043212507e+01, 1.498066863470669752e+01, 1.609323740760008903e+01, 8.877402182386301632e+00, 2.039328416071287009e+01, 8.061880618065108806e+00, 1.421877804025450054e+01, 1.087396841950315363e+01, 2.155279670039088558e+01, 6.035657626429633993e+00, 1.221288628015180322e+01, 1.050043978941082656e+01
2.063000000000000000e+03, 1.659392027743359677e+01, 1.451287292858239297e+01, 1.136133381811382748e+01, 8.245079782548240033e+00, 3.265086428651913764e+01, 1.446769511528242269e+01, 1.456677495357302554e+01, 8.047097426497256123e+00, 2.158374968083250067e+01, 8.296543727924568401e+00, 1.660446767842623217e+01, 1.138371273087157576e+01, 2.324783331258087671e+01, 6.584590369040832947e+00, 1.252022219337509235e+01, 1.051789000968514465e+01
2.064000000000000000e+03, 1.652842009420473701e+01, 1.557179637762718016e+01, 1.137995763647396608e+01, 8.108285751406572928e+00, 3.292071369343740628e+01, 1.498696475947349427e+01, 1.456571764511310008e+01, 8.415172694525940855e+00, 2.222300327757251992e+01, 7.999519241793472624e+00, 1.632251879430113206e+01, 1.022751056330698205e+01, 2.268086424113497657e+01, 5.519378891520705821e+00, 1.243958930409773878e+01, 1.071175952989542424e+01
2.065000000000000000e+03, 1.791993186535216154e+01, 1.552584679853801752e+01, 1.071076614759916801e+01, 8.410850539665142733e+00, 3.263664249744635981e+01, 1.537250098304635948e+01, 1.555862438307702433e+01, 8.311114137436970140e+00, 2.255050374930045720e+01, 7.787360875644685265e+00, 1.644967253013596320e+01, 1.022874641168568921e+01, 2.329872616696203025e+01, 6.429986058888292000e+00, 1.181130492081364380e+01, 1.083543894220803594e+01
2.066000000000000000e+03, 1.714602352323295520e+01, 1.445244045154787571e+01, 1.105617150192675169e+01, 7.982613105061227010e+00, 3.245966160797944156e+01, 1.527367226399025490e+01, 1.437853318238648548e+01, 8.560124462776538934e+00, 2.104385455504525737e+01, 7.772801815173904671e+00, 1.649371543860310041e+01, 1.085766145510892677e+01, 2.277766588948039939e+01, 6.457938438423122207e+00, 1.137500332716530949e+01, 1.075351122581088426e+01
2.067000000000000000e+03, 1.718028976490185755e+01, 1.478909696416534558e+01, 1.184887930206886075e+01, 7.915502773107869317e+00, 3.299119652661465807e+01, 1.464904772011038325e+01, 1.489049275780500103e+01, 8.771161436697875402e+00, 2.114197183286952253e+01, 7.421856360080139936e+00, 1.587987893751727775e+01, 1.123546480381934742e+01, 2.252760047483133121e+01, 5.494518037740354188e+00, 1.093249730403345232e+01, 1.080268473250504080e+01
2.068000000000000000e+03, 1.678246644962926482e+01, 1.504324285082105916e+01, 1.169566172456759823e+01, 8.727496887406918091e+00, 3.361012823072223910e+01, 1.491600354301427345e+01, 1.515243100001011811e+01, 9.009228272797942694e+00, 2.267797064530291706e+01, 7.806256660128513936e+00, 1.677925875444730863e+01, 9.870809648091727340e+00, 2.311639660367316296e+01, 4.841120888356911678e+00, 1.145483969030490456e+01, 1.034999319891759129e+01
2.069000000000000000e+03, 1.649744704079071056e+01, 1.514104562175816504e+01, 1.077656674761428057e+01, 9.025034988634162758e+00, 3.400615700635075456e+01, 1.565732329485031826e+01, 1.488195296727711003e+01, 8.824961541759490657e+00, 2.132704541844993429e+01, 8.064279193284413338e+00, 1.553335485504445401e+01, 1.070943834962583807e+01, 2.312766607381870543e+01, 5.134378782564906096e+00, 1.074659671511017045e+01, 1.078397006051446105e+01
2.070000000000000000e+03, 1.580334610871484990e+01, 1.516225229589383261e+01, 1.102388899836098091e+01, 8.297095269222726444e+00, 3.376899312635119088e+01, 1.550579664827129278e+01, 1.579201003301800554e+01, 8.677619222627479090e+00, 2.152913060626486086e+01, 8.028919799159142556e+00, 1.589521523301787376e+01, 1.084505296963495447e+01, 2.312903578132959836e+01, 5.858153568956714352e+00, 1.174694331403512670e+01, 1.114992158199925143e+01
2.071000000000000000e+03, 1.677673740264560109e+01, 1.521911353891517393e+01, 1.156290756939932329e+01, 7.854572299141161729e+00, 3.355318444712836623e+01, 1.511979379541537760e+01, 1.488479897093114523e+01, 8.608801895449845532e+00, 2.261552942028050950e+01, 8.108017292318283609e+00, 1.633725937108182436e+01, 1.160071237491503560e+01, 2.330326188419552480e+01, 6.332540235001096640e+00, 1.132128691437979207e+01, 1.108888280622883293e+01
2.072000000000000000e+03, 1.710913261542796349e+01, 1.584915761703675585e+01, 1.127480843613618333e+01, 8.497427148634189464e+00, 3.366781885438416566e+01, 1.482302265744774949e+01, 1.411594265702176010e+01, 8.911604237671737039e+00, 2.257231195324671447e+01, 8.241677346488183176e+00, 1.633096825011629250e+01, 9.832911013562549485e+00, 2.184724896798038785e+01, 6.044246274488716431e+00, 1.187780004575908777e+01, 1.027767085527921864e+01
2.073000000000000000e+03, 1.779713750076242107e+01, 1.505377427732851459e+01, 1.063202672544310978e+01, 8.307445939755613296e+00, 3.420260856991068721e+01, 1.585972193154714738e+01, 1.529194903158687069e+01, 9.168456689126381676e+00, 2.228780592577144049e+01, 8.200412633907046001e+00, 1.614043195339356274e+01, 1.111816682410092483e+01, 2.253535702614934522e+01, 5.839442503391159889e+00, 1.146157783716565426e+01, 1.066093410895550697e+01
2.074000000000000000e+03, 1.733790552521260864e+01, 1.469387051924237220e+01, 9.937024447861084298e+00, 8.764695845666006235e+00, 3.400501348499965815e+01, 1.540919712112370910e+01, 1.405074930615871409e+01, 9.063878838353145895e+00, 2.177214728393412457e+01, 8.286129529179854458e+00, 1.487498137806556109e+01, 1.018271226629530091e+01, 2.227141558565944024e+01, 6.093766091765927762e+00, 1.092488737279619748e+01, 1.110692663652545775e+01
2.075000000000000000e+03, 1.776529781140152409e+01, 1.532355846387055465e+01, 1.106790372971196490e+01, 8.813918701577222237e+00, 3.437437341940547952e+01, 1.553147785032433248e+01, 1.585071995057699112e+01, 8.719956429037592827e+00, 2.198977795263688861e+01, 7.893487231827413630e+00, 1.530336078523358267e+01, 1.140383725057790976e+01, 2.206559160528367514e+01, 4.177115047219193578e+00, 1.200030090444472464e+01, 1.139591573100291022e+01
2.076000000000000000e+03, 1.765652377995793643e+01, 1.517370796968681823e+01, 1.122171427483600503e+01, 7.899617240049519040e+00, 3.533477403928660721e+01, 1.491760391063551694e+01, 1.627127572817627765e+01, 8.173135089857675339e+00, 2.254699109176180727e+01, 8.375110104725317584e+00, 1.611208049920767849e+01, 1.078560816240705478e+01, 2.306885544519744258e+01, 5.025014577243903879e+00, 1.237319827372865078e+01, 1.116916136982397489e+01
