year, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, INM-CM4-8, CMCC-ESM2, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, CNRM-ESM2-1, NorESM2-LM, TaiESM1, INM-CM5-0, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, ACCESS-ESM1-5
1.974000000000000000e+03, 1.539677157273214192e+00, 7.164709700590781161e-01, 8.873347314982071854e-01, 1.249420480440622594e+00, 7.285606470123343614e-01, 7.288020925299401043e-01, 5.935407715716555233e-01, 6.638934633964315157e-01, 6.182708340150188109e-01, 7.585024147458021559e-01, 7.625532310323140939e-01, 1.194923065833199738e+00, 9.586208725822504828e-01, 5.535721981597024888e-01, 1.102919671224915854e+00, 4.408951438801940181e-01
1.975000000000000000e+03, 1.920303143213063501e+00, 8.371955765676459826e-01, 8.129281208890943855e-01, 1.243579043142806206e+00, 9.336873807074783649e-01, 6.664042918652341996e-01, 5.440145399384573865e-01, 8.600240820607254477e-01, 7.441282551604532225e-01, 8.244836725213608997e-01, 8.509423694686278905e-01, 1.148170651827099986e+00, 9.531089587831582666e-01, 5.663465782108382252e-01, 1.066435389792981248e+00, 4.829447687019306490e-01
1.976000000000000000e+03, 1.630036192776695092e+00, 8.643218322051455793e-01, 8.377640683666705002e-01, 1.210973484531001620e+00, 9.786126926560249073e-01, 7.992033752928889845e-01, 5.526529345209745259e-01, 6.835867142961991050e-01, 6.900663423609568747e-01, 7.480222282449261462e-01, 8.737148688917636408e-01, 1.191907733779839829e+00, 9.368357004053816661e-01, 5.510960003759454162e-01, 1.059830156053336525e+00, 5.374307560113471549e-01
1.977000000000000000e+03, 1.442798159411341041e+00, 9.044647509009412500e-01, 7.852102186880833834e-01, 1.219013548319238138e+00, 7.679771313130319133e-01, 7.812766171403945359e-01, 5.348042594115655080e-01, 5.503164561324718207e-01, 6.094411171128799598e-01, 8.490912112077094731e-01, 1.066709469900223750e+00, 1.202190807148872054e+00, 9.105976716982748798e-01, 5.746002003374216516e-01, 1.143877767820418612e+00, 4.558086184391159090e-01
1.978000000000000000e+03, 1.876819106651840263e+00, 8.883136991938143101e-01, 8.261153661051735542e-01, 1.250694021651822307e+00, 8.647515073096434524e-01, 9.232046370839436245e-01, 6.191053760043145893e-01, 5.443398251253116493e-01, 5.182893791573863762e-01, 7.980596886149945446e-01, 1.642852545216441973e+00, 1.163619663111610913e+00, 8.750640849067196081e-01, 5.590176380843601134e-01, 1.027238551689773294e+00, 4.663397242492002270e-01
1.979000000000000000e+03, 2.445673749280111942e+00, 8.482615210329234046e-01, 8.402924138278730082e-01, 1.088667238776939383e+00, 8.710307554081549997e-01, 9.191313082890804065e-01, 7.233763395611825242e-01, 6.309642751668128602e-01, 6.030126439453886711e-01, 7.945008704687473999e-01, 1.502426372117853015e+00, 1.179982791862615565e+00, 8.403595113008458517e-01, 5.597932884176438639e-01, 1.138819240825218237e+00, 5.229793298745045727e-01
1.980000000000000000e+03, 1.534350184913923831e+00, 8.429044944957628793e-01, 8.395498893764191672e-01, 1.243942739908584949e+00, 8.091978085399050835e-01, 8.075389319097708851e-01, 6.633106301165394569e-01, 7.098185653566631004e-01, 5.682486977137356510e-01, 7.727972377379264124e-01, 8.261400650617307662e-01, 1.143992460823491264e+00, 7.094926464563456880e-01, 5.579573035288274419e-01, 1.328692515406320718e+00, 5.154994509964465621e-01
1.981000000000000000e+03, 1.397206617726926225e+00, 7.851305877823513413e-01, 8.818276674142860871e-01, 1.227955096325179740e+00, 8.996292763782420820e-01, 9.277098422568879066e-01, 7.728900333537519485e-01, 7.880400877841470253e-01, 5.685168764798796959e-01, 7.580390983301145136e-01, 9.364781724890111070e-01, 1.155740876397537420e+00, 7.554837522462524158e-01, 5.500486262777419810e-01, 1.128809744766287704e+00, 4.731972208039164629e-01
1.982000000000000000e+03, 1.569781102178461119e+00, 7.085815133544456357e-01, 8.840604272611077841e-01, 1.222196582236458662e+00, 1.022127639182045522e+00, 7.425965748266406541e-01, 5.196747425999662662e-01, 5.790717211790421537e-01, 6.021726339373928427e-01, 8.015098541248458774e-01, 1.311038327861700825e+00, 1.129322987416820689e+00, 1.001659056817143956e+00, 5.656523937029319660e-01, 1.191380776928100627e+00, 5.394677837736865378e-01
1.983000000000000000e+03, 1.731922971960894619e+00, 7.738600797090200434e-01, 9.448525576893248568e-01, 1.209746692274550561e+00, 7.688579564903317287e-01, 7.778838361695170622e-01, 5.429308820264329150e-01, 7.333242846668480697e-01, 6.900555714879984537e-01, 7.068692882176890180e-01, 1.228750130692243925e+00, 1.152458013311700613e+00, 1.072463411628018948e+00, 5.711822713448808653e-01, 1.041398461638732398e+00, 5.420054824426343565e-01
1.984000000000000000e+03, 1.494821458860634333e+00, 8.321520783567455393e-01, 9.619086247724980554e-01, 1.151731818923209527e+00, 5.888360743338831860e-01, 7.279153896040767568e-01, 6.769094560614822287e-01, 7.453965801471285069e-01, 5.503186257477943322e-01, 7.290181520879454036e-01, 9.747620719273031309e-01, 1.163961725781158751e+00, 9.871318864947207228e-01, 5.761534321399829350e-01, 1.059080998878780377e+00, 4.729558813800719408e-01
1.985000000000000000e+03, 1.443422909689562106e+00, 8.874040941443158692e-01, 9.639392075813681959e-01, 1.198599786758026253e+00, 8.389848432242386078e-01, 8.100184899747596701e-01, 7.615701008244586401e-01, 9.068086228761349510e-01, 6.247723496056193371e-01, 7.259647804966117279e-01, 1.155345281268240543e+00, 1.168042796688347540e+00, 1.131965479609030600e+00, 5.259062707788746405e-01, 1.138941351000492430e+00, 4.945201648684695028e-01
1.986000000000000000e+03, 1.549181944930477339e+00, 8.951970617737052827e-01, 9.612714678912266386e-01, 1.171121010117406325e+00, 1.134409006359270000e+00, 9.045259857243144186e-01, 6.314581961123016951e-01, 6.373437462649181873e-01, 5.841786954851972968e-01, 7.955873373394390935e-01, 1.430444548486570433e+00, 1.142509308668548051e+00, 1.085490550561277967e+00, 5.339452468777552419e-01, 1.144273075368180681e+00, 6.328148568438983768e-01
1.987000000000000000e+03, 1.566453466369729819e+00, 9.106404795669341690e-01, 9.920261683706868006e-01, 1.207282554727809432e+00, 1.076126365600717838e+00, 8.562621302215898123e-01, 5.703872124335732652e-01, 6.025124192807651546e-01, 6.337392188160196893e-01, 7.807844737303885063e-01, 1.108442430675941948e+00, 1.225437382361792560e+00, 9.417215079202920780e-01, 5.592522624807302334e-01, 1.217551132835730687e+00, 6.136878955403129998e-01
1.988000000000000000e+03, 1.385798152415557594e+00, 9.268185736006109288e-01, 1.017360988480717543e+00, 1.262231083528614572e+00, 9.697460478153139274e-01, 8.470309613600311982e-01, 6.530751088871334931e-01, 6.631518142852215192e-01, 7.460353933771758372e-01, 8.001016708749959516e-01, 9.835796716685613061e-01, 1.193926813285739241e+00, 7.985140232603322730e-01, 5.801841006348773533e-01, 1.277173396792876003e+00, 6.045457947185164382e-01
1.989000000000000000e+03, 1.701039335537732899e+00, 9.394112546336265135e-01, 9.950415539736719994e-01, 1.240349568969507432e+00, 8.278767471229390162e-01, 9.199961567813033092e-01, 6.358806078244990667e-01, 6.289307761997919854e-01, 5.968872159887121942e-01, 8.093637855806271597e-01, 1.077050676305123966e+00, 1.173465081156864320e+00, 7.504917128173134167e-01, 5.679628097901682215e-01, 1.240674123018971731e+00, 5.299645527753512608e-01
1.990000000000000000e+03, 1.466301399950824758e+00, 9.391636633594292460e-01, 9.542824717306275240e-01, 1.221208212831029982e+00, 7.268047844701118754e-01, 8.938928666918384280e-01, 7.358855338351698583e-01, 4.532717611729074059e-01, 5.258764949197413108e-01, 8.026245140170973347e-01, 1.095470008930205630e+00, 1.200719718789990287e+00, 8.685752496108898324e-01, 5.358754540623369422e-01, 1.131500579573137433e+00, 4.807783962175486980e-01
1.991000000000000000e+03, 1.560964371264751405e+00, 9.745618444505845801e-01, 9.020590308087709230e-01, 1.202691827027034588e+00, 8.719938015691663935e-01, 8.409466145475422705e-01, 5.856576767651189286e-01, 6.220131794564049965e-01, 5.842630849919091540e-01, 7.981940093179465956e-01, 1.009107794140337466e+00, 1.134561465885272069e+00, 9.902176815577303781e-01, 5.194055989359256387e-01, 1.384813636065767684e+00, 5.551966036213653588e-01
1.992000000000000000e+03, 1.624530286612218877e+00, 9.129718078739840204e-01, 9.025097222062062885e-01, 1.233603304105617582e+00, 8.919886298928036972e-01, 8.136875142149981865e-01, 6.890054841405010011e-01, 9.809598103276990777e-01, 6.924493840186001226e-01, 8.558765161412937861e-01, 1.016535178416966723e+00, 1.117182543647890824e+00, 9.738164125977298857e-01, 5.113631969567139501e-01, 1.341817627154640480e+00, 5.470682118411730466e-01
1.993000000000000000e+03, 2.064170894784723043e+00, 8.403958066420956774e-01, 9.691935929549453377e-01, 1.225806205111804159e+00, 6.390060034253798316e-01, 7.613358547576311031e-01, 7.330181054686445430e-01, 7.965015236323388370e-01, 8.165443142593776793e-01, 8.024842210134307541e-01, 1.158471361998223204e+00, 1.129496416631309730e+00, 8.368046355407545711e-01, 5.293174986055250164e-01, 1.272331980342637836e+00, 5.862325688515372946e-01
1.994000000000000000e+03, 1.616843427229792240e+00, 8.882180862880778571e-01, 8.601186219499168395e-01, 1.194637926455668353e+00, 8.162332241567369362e-01, 9.791998992493607945e-01, 6.466914342116978354e-01, 5.875377177668443807e-01, 7.445364995999567137e-01, 7.709595972139930975e-01, 9.936040925332580986e-01, 1.166543523758170497e+00, 7.950548041227939455e-01, 5.497909288161608732e-01, 1.216842996012454936e+00, 6.286320048924832760e-01
1.995000000000000000e+03, 1.561988722769206861e+00, 9.573145299608701864e-01, 8.719598409857381993e-01, 1.173127130827395392e+00, 1.445678650986301328e+00, 1.066457307030396651e+00, 5.594489829376617651e-01, 6.330480743303517066e-01, 6.932438698735149396e-01, 7.537426476173331169e-01, 9.372083610571161350e-01, 1.200564197651492027e+00, 7.566771389803550463e-01, 5.093767960984048049e-01, 1.280226861479406342e+00, 6.994903756078548751e-01
1.996000000000000000e+03, 1.464154024097128248e+00, 9.385747854909920473e-01, 8.030723705709787996e-01, 1.178468720767716693e+00, 1.696231361698033346e+00, 8.840796429285344704e-01, 6.510746170559585932e-01, 6.443668701788408670e-01, 6.097412030181339482e-01, 8.058449467785353537e-01, 9.942235437644164620e-01, 1.183587829487221743e+00, 7.342815811701633999e-01, 5.093736984760968145e-01, 1.241146949875702177e+00, 5.335983118022538108e-01
1.997000000000000000e+03, 1.579461965960577752e+00, 9.420121059121834284e-01, 8.410638634955549531e-01, 1.175360885147055612e+00, 1.235310873306473711e+00, 8.056526045597756092e-01, 5.751051070464555659e-01, 7.475734031796681389e-01, 5.938764496378468039e-01, 7.447941354052106666e-01, 7.790600361398953844e-01, 1.163064156973752317e+00, 7.671583501755071532e-01, 5.306029660273524629e-01, 1.343649517529859283e+00, 4.700236303704921070e-01
1.998000000000000000e+03, 1.615970013118090298e+00, 9.285762346553105839e-01, 9.180922365436647858e-01, 1.178433141588530741e+00, 6.220618661948480455e-01, 8.162451186543385750e-01, 5.909729718343010862e-01, 6.221601324280600087e-01, 5.735879811475659285e-01, 7.131283353828731242e-01, 8.789247615083088938e-01, 1.201801372342433227e+00, 1.006187807941556045e+00, 5.148336440016251236e-01, 1.103872974044602939e+00, 4.927518512141288998e-01
1.999000000000000000e+03, 1.737535081429315342e+00, 9.522043936511261908e-01, 9.838357763679340673e-01, 1.235819704367682625e+00, 6.728834453105204672e-01, 9.517308403646659309e-01, 7.473693666499520161e-01, 7.441453850100662182e-01, 5.410553283603656283e-01, 8.070489990563756155e-01, 1.003360115025347055e+00, 1.130514449130661347e+00, 1.020239189562884619e+00, 5.434264821513377086e-01, 1.242308130154190504e+00, 4.583269430483024043e-01
2.000000000000000000e+03, 1.606898800109930692e+00, 9.413504684399156552e-01, 1.047669804233655633e+00, 1.200747183669254925e+00, 8.586234042368033892e-01, 9.202955171201245843e-01, 7.090932761447564792e-01, 5.769715269685741221e-01, 5.779526604046018035e-01, 7.968291047077737943e-01, 9.660760441539192334e-01, 1.120594537407662905e+00, 8.238537640342885604e-01, 5.223710721434995374e-01, 1.271453838371755740e+00, 5.479911428262331796e-01
2.001000000000000000e+03, 1.600195037467366133e+00, 8.572197435901184326e-01, 1.057298697392192510e+00, 1.220843447093426626e+00, 7.587790149570025067e-01, 9.001181366711523690e-01, 6.609483014381863919e-01, 4.932643759108917281e-01, 6.769750506044338589e-01, 7.655438342264966334e-01, 1.226498742265741182e+00, 1.161134382424096056e+00, 8.659071430393164848e-01, 5.018970925066685851e-01, 1.191221894132840076e+00, 5.807153657575475636e-01
2.002000000000000000e+03, 1.510536748016572117e+00, 8.781706734663500269e-01, 1.028047598951870700e+00, 1.223999363006478713e+00, 5.935052808661502866e-01, 8.798826401662501739e-01, 6.258915133519014073e-01, 6.293238366209107371e-01, 9.542062187575967025e-01, 7.970890936369283697e-01, 1.383962438005098550e+00, 1.143765201428349698e+00, 1.005651728189211003e+00, 4.993991740962552828e-01, 1.204297742628573920e+00, 5.337634115034980420e-01
2.003000000000000000e+03, 1.850728280189984920e+00, 8.568809075446904844e-01, 9.525787848512100586e-01, 1.222379869409063291e+00, 7.431561490894994515e-01, 7.889046873487128853e-01, 6.777083794221774316e-01, 7.055848382286007414e-01, 7.104130310180932772e-01, 8.663446361199131918e-01, 1.162563070082507588e+00, 1.148833581841847140e+00, 9.738826277551533295e-01, 5.235552703314335643e-01, 1.245741081761261082e+00, 5.291299982775131694e-01
2.004000000000000000e+03, 1.345898834300254032e+00, 8.454040390125716620e-01, 9.407751001525411771e-01, 1.201828391672038920e+00, 1.134324240651086058e+00, 8.081039952903141810e-01, 6.612381146140938748e-01, 5.098949762276839826e-01, 5.311276213448559158e-01, 8.783451944409069734e-01, 7.659478883000396809e-01, 1.177069882507798537e+00, 1.014094760526137229e+00, 5.030331516405484038e-01, 1.171174531951733044e+00, 5.553822610363120527e-01
2.005000000000000000e+03, 1.487864952281196196e+00, 9.509119660084485171e-01, 9.563742952609987080e-01, 1.221115721743494476e+00, 1.267888982597906278e+00, 9.139979182007167413e-01, 7.086709471080291367e-01, 5.525478276272319800e-01, 6.544543942528221470e-01, 8.994210244902542950e-01, 8.697283806670553785e-01, 1.208970601712394233e+00, 8.850621770638672503e-01, 5.132996361097940108e-01, 1.107769010280809541e+00, 5.336127073492989981e-01
2.006000000000000000e+03, 1.720653508533569020e+00, 9.840817397984804593e-01, 9.667091378394992995e-01, 1.210296695914772735e+00, 1.104085709948911420e+00, 1.066539554836648085e+00, 6.402347675312075603e-01, 7.165959552818240708e-01, 6.996611836602608658e-01, 8.334295197485310780e-01, 1.238425164882720697e+00, 1.180472762857842195e+00, 8.201067675353949094e-01, 5.359534731294410825e-01, 1.203995769077088607e+00, 4.546608807572382061e-01
2.007000000000000000e+03, 1.526020624754796273e+00, 1.033840994187681828e+00, 1.020389138170066490e+00, 1.189334127339551017e+00, 8.320700611053079010e-01, 1.015087877333527455e+00, 6.566322359470483372e-01, 8.597721819743083804e-01, 6.157110530984893915e-01, 8.812576965686174102e-01, 1.100083060322547324e+00, 1.111953726930964503e+00, 9.888505624836918528e-01, 5.565611164040972225e-01, 1.181648166274325007e+00, 5.060410334615736971e-01
2.008000000000000000e+03, 1.488530495494055694e+00, 1.017621259714623250e+00, 1.074695841735149537e+00, 1.217813956586103918e+00, 6.439134178935684849e-01, 7.862036621661147029e-01, 6.754501464452729032e-01, 6.082589285602235663e-01, 6.375054681169525228e-01, 7.434373262383604519e-01, 1.169221484178525783e+00, 1.191630210332489392e+00, 1.202646825311397105e+00, 5.536277799439294212e-01, 1.204710599888406675e+00, 5.666941457251200021e-01
2.009000000000000000e+03, 2.396547777406123458e+00, 1.032654930017819828e+00, 1.082773063899044708e+00, 1.242059911539281636e+00, 8.534131546009440239e-01, 8.511982374634823323e-01, 7.602544874984680234e-01, 6.792295260343678143e-01, 5.473386406145462901e-01, 8.152026422127122141e-01, 1.451748310649743079e+00, 1.159136363537992986e+00, 9.364593032945791595e-01, 5.393766213213190275e-01, 1.193536809850108460e+00, 4.529682677831953774e-01
2.010000000000000000e+03, 2.028067280642512404e+00, 1.074106025727538105e+00, 1.070672421762338011e+00, 1.148959314850412916e+00, 1.131645302907041906e+00, 9.624910492214555635e-01, 5.283025553080140657e-01, 6.471327551469026051e-01, 5.826838010095527487e-01, 7.272248553739220078e-01, 1.258886757425850433e+00, 1.220201563405465928e+00, 7.209537742565920171e-01, 5.108424719835796823e-01, 1.155977369699598301e+00, 4.879574190769903064e-01
2.011000000000000000e+03, 1.722609164987293662e+00, 1.015349361684570351e+00, 1.102064941403779530e+00, 1.250276745064270001e+00, 8.945900701605610239e-01, 8.940622645435798432e-01, 6.720564146046940079e-01, 7.566780847576787261e-01, 6.293984233337625023e-01, 7.954039076763720351e-01, 8.233880433750272454e-01, 1.160566481096282798e+00, 9.962234674120570288e-01, 5.240665244904608722e-01, 1.154981403948355689e+00, 4.898906834119914899e-01
2.012000000000000000e+03, 1.348743001976575373e+00, 8.599941367441052975e-01, 1.126510242333176093e+00, 1.263657250756387018e+00, 5.978004533396920062e-01, 8.464724908125652592e-01, 7.200251572550889767e-01, 7.091786818454155483e-01, 6.843271133139691154e-01, 8.041391720223887152e-01, 8.014928495466349112e-01, 1.112231008727281312e+00, 9.430369559103995991e-01, 5.333370769477725482e-01, 1.178161650547687733e+00, 5.221323306650880181e-01
2.013000000000000000e+03, 2.044354825432530109e+00, 9.274179076092310403e-01, 9.653759230811662650e-01, 1.217689877292064793e+00, 7.132758421828326867e-01, 9.153376196687476041e-01, 7.308622207732612397e-01, 6.510921175917403492e-01, 5.598142091495365014e-01, 8.285908883054041718e-01, 1.029022293341459671e+00, 1.170254151134522136e+00, 9.224066730865280173e-01, 5.136781798512080055e-01, 1.099965296861936226e+00, 5.905089560419062300e-01
2.014000000000000000e+03, 1.900220063381042435e+00, 1.013963333340525352e+00, 9.382050917579417559e-01, 1.172470468427217583e+00, 8.972749810831791573e-01, 8.934995904303519865e-01, 7.777207273803112830e-01, 1.015732005720166642e+00, 7.122615171081745356e-01, 8.236971885757627954e-01, 1.406473997866059644e+00, 1.199770419438593194e+00, 9.013537515284876234e-01, 5.021693215220663919e-01, 1.137887541742004016e+00, 5.194877722235287099e-01
