year, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, INM-CM4-8, CMCC-ESM2, MPI-ESM1-2-LR, CanESM5, GFDL-ESM4, CNRM-ESM2-1, NorESM2-LM, TaiESM1, INM-CM5-0, IPSL-CM6A-LR, MIROC-ES2L, UKESM1-0-LL, ACCESS-ESM1-5
1.861000000000000000e+03, 1.928704054397902157e+00, 8.679102981496472635e-01, 8.408729413615873005e-01, 1.114982758723020329e+00, 5.755971526779732894e-01, 6.933311363777328040e-01, 5.764492117886692579e-01, 9.553412144215717161e-01, 6.840614006687694149e-01, 7.985290910040064860e-01, 9.429291518309484976e-01, 1.103157773848377765e+00, 7.126403473178868353e-01, 6.083234201200552471e-01, 1.107919294141103572e+00, 5.079717245534027814e-01
1.862000000000000000e+03, 1.598548872486548644e+00, 9.280654325453155939e-01, 8.373420044011641306e-01, 1.140462997532771361e+00, 6.834871611081684284e-01, 7.462712319468722821e-01, 5.567954991624186611e-01, 9.008500109060382233e-01, 6.457217248467802539e-01, 8.210998325356949623e-01, 8.329601248005563674e-01, 1.148170779466673563e+00, 9.019988429121527096e-01, 6.023342900490497032e-01, 9.487584172354434076e-01, 4.901560142653771379e-01
1.863000000000000000e+03, 1.490309675198860706e+00, 9.627646192938791314e-01, 8.804069078690658356e-01, 1.158917096461265395e+00, 7.845089095241936095e-01, 8.827131559777621206e-01, 5.812145432774634690e-01, 8.481795661302996558e-01, 5.538244716722288130e-01, 7.245848649787197671e-01, 1.102352063157669759e+00, 1.181628347934983392e+00, 9.449161480455283701e-01, 6.133034706330792174e-01, 1.063340916302529582e+00, 4.771457480156715558e-01
1.864000000000000000e+03, 1.271721238154402078e+00, 9.307329447400084499e-01, 7.821527757490346344e-01, 1.179995169135774180e+00, 8.907698280190274875e-01, 6.937984259299144751e-01, 5.218010967484449925e-01, 9.377962643890853656e-01, 6.604172328906171563e-01, 6.813580979612923194e-01, 1.274273087510282121e+00, 1.105210366370524167e+00, 8.674600750159504603e-01, 6.051396461905781399e-01, 9.938361804956613588e-01, 3.851509654010374373e-01
1.865000000000000000e+03, 1.833334800858384295e+00, 7.932598418415415242e-01, 7.072015337066270835e-01, 1.184908178580830640e+00, 9.260227356530766896e-01, 6.573828217115127437e-01, 5.942055937884118677e-01, 7.044889214720387871e-01, 7.816271853048194496e-01, 7.171070522135877257e-01, 1.024601470723511820e+00, 1.083289239370067714e+00, 7.933383127743868224e-01, 6.172507837413040432e-01, 1.166093648111397485e+00, 4.288114164761712144e-01
1.866000000000000000e+03, 1.843957945680518851e+00, 7.970904251862312995e-01, 6.274319524050596675e-01, 1.189503632958489820e+00, 7.219101088725105031e-01, 9.199131263951110249e-01, 5.931240996609306038e-01, 7.363130806676577711e-01, 5.808277761639665249e-01, 7.019983105196482276e-01, 8.771561337578133166e-01, 1.062153492483599804e+00, 7.390230494955924989e-01, 6.389585824001265957e-01, 1.229140403796999959e+00, 4.771468504855062021e-01
1.867000000000000000e+03, 1.497868431666663724e+00, 7.288177765399300734e-01, 7.185157363737204594e-01, 1.211108660595045405e+00, 6.207089801731180412e-01, 8.323590012566421947e-01, 5.297692293786447904e-01, 8.386574123187480190e-01, 5.274455635268953113e-01, 7.778981915633279565e-01, 1.055799992491547989e+00, 1.065877162202112149e+00, 7.461176026586727739e-01, 6.385948002790570177e-01, 1.149737535092935969e+00, 4.646170321830582761e-01
1.868000000000000000e+03, 1.328121302342736954e+00, 6.873188019649192348e-01, 7.717244722141074487e-01, 1.200449250373215593e+00, 6.485901540627528883e-01, 7.871296380127698056e-01, 5.313539521210064454e-01, 9.411483164722667105e-01, 5.885858033198483330e-01, 7.128902905912800625e-01, 1.287864781192277208e+00, 1.144419939738676284e+00, 8.716903152108371744e-01, 6.423362646476753479e-01, 1.099132035230010906e+00, 4.468490701045177982e-01
1.869000000000000000e+03, 1.721514578564310671e+00, 6.913031249767249697e-01, 8.337151468100818530e-01, 1.212521935804530937e+00, 8.506890771901434167e-01, 8.304576709214009922e-01, 7.484278461305835517e-01, 9.851611534174744556e-01, 5.203372966086615703e-01, 7.261953477597695716e-01, 1.300400429745905528e+00, 1.121158451571652392e+00, 9.510287682931685138e-01, 6.300745666242741905e-01, 1.125305018128601509e+00, 4.080747309357198316e-01
1.870000000000000000e+03, 1.743105767367078229e+00, 7.197757239965555387e-01, 8.884309896707089926e-01, 1.199325561325363720e+00, 1.107772272113025425e+00, 8.809881222077958762e-01, 6.248746831263128909e-01, 9.531267580322579924e-01, 5.336055556437776515e-01, 6.909608071416568631e-01, 1.217341777872366304e+00, 1.118631798953118706e+00, 8.371391300120827328e-01, 6.181561695718919003e-01, 1.382132392783010477e+00, 4.535793089160350400e-01
1.871000000000000000e+03, 1.849699669363786825e+00, 7.065893046431622748e-01, 9.118483292249247585e-01, 1.247117619472582817e+00, 9.492008227581714142e-01, 7.833059714721773981e-01, 6.717666484601679810e-01, 6.909044990216022253e-01, 5.600332893187182082e-01, 7.568013592130216072e-01, 1.075440056806935996e+00, 1.168094375141361052e+00, 6.442682736262586030e-01, 6.219989291015667332e-01, 1.299409583205854091e+00, 4.565812483694223767e-01
1.872000000000000000e+03, 1.711499501179579719e+00, 7.882216223242183295e-01, 9.228286969043270060e-01, 1.228083804646137978e+00, 7.312841568444224949e-01, 9.109147220958615510e-01, 6.829481996693862467e-01, 7.591140177573436620e-01, 6.002319566437229748e-01, 7.340645145818711637e-01, 8.708199987053112379e-01, 1.118574834339343349e+00, 8.274375974019509972e-01, 6.127333686831295534e-01, 1.178052077522560470e+00, 4.857678487193961003e-01
1.873000000000000000e+03, 1.687699819193103856e+00, 8.187266817417035991e-01, 9.170476143750949660e-01, 1.147377385305060615e+00, 5.267963331588075837e-01, 6.982114710244992084e-01, 6.005239467528268316e-01, 9.927396031429658319e-01, 5.002485968057373000e-01, 7.682381434481285742e-01, 7.412292454910017758e-01, 1.024099746611243811e+00, 8.454244858066701784e-01, 6.231280931754809016e-01, 1.155697715522841396e+00, 4.663076203752921089e-01
1.874000000000000000e+03, 1.389138028177300921e+00, 7.840911804736656610e-01, 8.462469435541212226e-01, 1.168208557364111444e+00, 5.606087158950162630e-01, 8.158830672813375262e-01, 6.877160606200122261e-01, 9.493019389000777464e-01, 5.906112965828217432e-01, 7.155744289817315140e-01, 8.227040574243851268e-01, 1.086870626797744599e+00, 7.443872417755051929e-01, 6.365687031040823118e-01, 1.253733515877277771e+00, 3.865180675184256009e-01
1.875000000000000000e+03, 1.532988642804789192e+00, 8.365831281417562826e-01, 8.132149735317735217e-01, 1.121725541160792483e+00, 8.118577417672016017e-01, 8.537025706368204236e-01, 7.054059310878967315e-01, 7.367431077482677892e-01, 6.928430074305634845e-01, 7.079846037465501452e-01, 9.907828718276193714e-01, 1.092891869187565979e+00, 8.697236248570628936e-01, 6.354476580033141531e-01, 1.115962543975978605e+00, 3.567271273898143247e-01
1.876000000000000000e+03, 1.518277247379663519e+00, 8.214091174345069524e-01, 7.753360210555266807e-01, 1.196768933554722025e+00, 1.005686017303258684e+00, 7.764678876622607140e-01, 5.626663454233983286e-01, 9.372332490030192975e-01, 5.947999941050597927e-01, 8.137493618517646077e-01, 8.564526193092425466e-01, 1.176301056121582311e+00, 8.462642891098114406e-01, 6.221230379588650328e-01, 1.268625614757626252e+00, 3.670505734931199804e-01
1.877000000000000000e+03, 1.833976849353150529e+00, 8.878672037185132426e-01, 7.097101493912045811e-01, 1.170447112036844928e+00, 7.491431208728189794e-01, 7.240849868911617415e-01, 7.366428695189217724e-01, 8.889556017226935003e-01, 5.943182708773238065e-01, 7.111422469590223949e-01, 7.756541088759683067e-01, 1.101026993237250062e+00, 7.960379223852646069e-01, 6.376548376397974671e-01, 1.063249331746106918e+00, 4.120077618838138833e-01
1.878000000000000000e+03, 1.741484104180658354e+00, 8.015961322061532224e-01, 7.943673813094245251e-01, 1.212316120343429837e+00, 6.192876668283882058e-01, 7.193185785683781086e-01, 5.282897216248079175e-01, 8.686018179594326982e-01, 5.700146848837152058e-01, 7.059123723850602161e-01, 8.981900111939385978e-01, 1.090046162276981701e+00, 9.052744124933731484e-01, 6.297604421437447142e-01, 1.101929426399463674e+00, 4.405410340782374146e-01
1.879000000000000000e+03, 1.560997503125342911e+00, 7.487086300405515482e-01, 8.092878745467396717e-01, 1.165041088453588225e+00, 7.385324657105756252e-01, 8.106466213864029768e-01, 5.583064414634910655e-01, 8.396710084885679048e-01, 6.277103997934094792e-01, 6.982713507673502518e-01, 9.051517075802557599e-01, 1.152904574105610092e+00, 9.934446804198436842e-01, 6.421988099325240951e-01, 1.163160203469340903e+00, 5.097349292128955378e-01
1.880000000000000000e+03, 1.878218191807980109e+00, 8.133044405208250671e-01, 8.431633145683173902e-01, 1.095007716307218493e+00, 8.151219858684117803e-01, 6.863239080590173291e-01, 5.494185520678589452e-01, 6.748596939195617983e-01, 7.029660672392477050e-01, 7.255775248210605266e-01, 1.021919425622125344e+00, 1.137859528304463463e+00, 8.898442430976409856e-01, 6.074908052298509942e-01, 1.283369232265122450e+00, 4.760707948369901077e-01
1.881000000000000000e+03, 1.563060250980339516e+00, 8.497678615198055452e-01, 7.660377301328132882e-01, 1.204538152028031162e+00, 8.130076176762477402e-01, 7.828085722103962363e-01, 5.768738134702416920e-01, 7.378759489160672258e-01, 5.297483569320896590e-01, 6.854738648556868430e-01, 1.282476717754079676e+00, 1.168321326888601241e+00, 8.294280577782632280e-01, 6.365964506760420916e-01, 1.167157009918205146e+00, 4.400797904776077019e-01
1.882000000000000000e+03, 1.385294061349578110e+00, 8.863546511458514354e-01, 7.502342762820294331e-01, 1.157326112573497046e+00, 6.991364075167231240e-01, 9.226251663122735369e-01, 5.743343413275115994e-01, 9.201315661631317422e-01, 5.237788242643143244e-01, 7.336758728586685319e-01, 8.665462331083629843e-01, 1.164890625888271636e+00, 8.014044933861564912e-01, 6.020720242718454740e-01, 1.060594816222981684e+00, 4.772067912101304321e-01
1.883000000000000000e+03, 1.615148104816572783e+00, 7.304026886243236705e-01, 7.694807028803148929e-01, 1.146991371393930370e+00, 5.587998495931347787e-01, 8.071950919428731996e-01, 4.863912423290800979e-01, 9.399793145282621110e-01, 6.399804474653295605e-01, 7.302101386151879092e-01, 7.561939918936195770e-01, 1.110631456475366097e+00, 9.430244940601886228e-01, 6.176384460489283690e-01, 1.177915472447103484e+00, 4.633861828301721331e-01
1.884000000000000000e+03, 2.274427253776751368e+00, 7.304988037781455779e-01, 8.066854280022092150e-01, 1.138693254429775870e+00, 6.963470097486302857e-01, 8.080696213201511435e-01, 5.481365819297955300e-01, 7.566547894225714721e-01, 7.637913142413875756e-01, 7.548090878393070025e-01, 9.755816085099534574e-01, 1.148567599197073186e+00, 9.893875861756236123e-01, 6.183654585204539922e-01, 1.163719390233577178e+00, 4.677980896906015484e-01
1.885000000000000000e+03, 1.826099028121971113e+00, 6.835923282652531796e-01, 8.678922548739647080e-01, 1.153852209037244725e+00, 9.833830190136282345e-01, 7.931288760303266683e-01, 5.398123661915874560e-01, 7.163839426285621981e-01, 5.475020863936203019e-01, 6.859322764469601985e-01, 9.570150022192291939e-01, 1.115915849497912005e+00, 9.399824384723787229e-01, 6.167267750400063919e-01, 1.136458310772791913e+00, 5.052600505053254087e-01
1.886000000000000000e+03, 1.598207241850152727e+00, 7.385774390883577123e-01, 8.799673267595163884e-01, 1.226224435962714576e+00, 1.180519741261496947e+00, 8.937475840972857188e-01, 6.634687169036816989e-01, 1.093390872015682858e+00, 6.749816983499762335e-01, 6.744235698203261409e-01, 1.084302900431221683e+00, 1.126251907593686985e+00, 9.686116922668905893e-01, 6.298976807886070839e-01, 1.166304189700117844e+00, 4.750621151166632417e-01
1.887000000000000000e+03, 1.398425868168697628e+00, 8.020840456209933356e-01, 8.524906274115182647e-01, 1.216248918918815480e+00, 8.322808072591363349e-01, 7.730499180283508798e-01, 6.757439305647006123e-01, 1.088636195288233965e+00, 5.501763180347302162e-01, 7.027557439688124630e-01, 1.213555658320709441e+00, 1.169690820703808587e+00, 9.463446116840353861e-01, 6.412141242170351640e-01, 1.112065759937979736e+00, 4.309355985138954570e-01
1.888000000000000000e+03, 1.655778972735872712e+00, 8.576576090987403367e-01, 8.084584048541718637e-01, 1.181627611324039151e+00, 5.684794038616926004e-01, 8.177749319367113578e-01, 6.717025722057414772e-01, 6.697489018834991148e-01, 5.309448977770447886e-01, 6.454936132365906021e-01, 7.563338749115245951e-01, 1.150403603651533935e+00, 9.866892877590752731e-01, 6.305885086746502166e-01, 1.025258601176876727e+00, 4.304172974159259368e-01
1.889000000000000000e+03, 1.677959253607101520e+00, 8.690526845794798172e-01, 8.203601599802995414e-01, 1.216286301516847690e+00, 6.502165922530037667e-01, 7.466811567935596194e-01, 6.241423774550880488e-01, 9.147593718576610966e-01, 6.977935653865491306e-01, 6.930636391608026026e-01, 7.193756944621508831e-01, 1.078113068966739085e+00, 1.010708040525627460e+00, 6.296104793497857566e-01, 1.000827440966705950e+00, 4.572837387710712020e-01
1.890000000000000000e+03, 1.482750755632161965e+00, 8.512753897581040174e-01, 7.965451286895486316e-01, 1.193400576612496655e+00, 7.871088215854684655e-01, 6.194217907787692434e-01, 5.993401556046604739e-01, 1.059210570525853212e+00, 5.629544829723097665e-01, 7.109473880993215644e-01, 1.074516284570000257e+00, 1.148390153333037844e+00, 9.688529718872072038e-01, 6.427093039900684257e-01, 1.138494049889385851e+00, 3.701590855314115802e-01
1.891000000000000000e+03, 1.522764806737105792e+00, 8.764057672035667768e-01, 8.508170424657165443e-01, 1.172436184469431319e+00, 9.120591278336823704e-01, 7.286335426198106147e-01, 6.282818466920970790e-01, 1.031230160899925696e+00, 6.352583833328484531e-01, 7.086973504321901762e-01, 1.027919818465052648e+00, 1.187737783021754367e+00, 8.281002909572612314e-01, 6.438545782472925305e-01, 9.211369929894720476e-01, 4.035477788763505713e-01
1.892000000000000000e+03, 1.580426167876262111e+00, 8.975523359293078318e-01, 8.646755081734481818e-01, 1.180621533758437369e+00, 7.772736172620388073e-01, 7.820104556443534527e-01, 6.200884399226415100e-01, 7.862279097431079666e-01, 7.375675226948594787e-01, 7.015716757786792934e-01, 8.992503343536800697e-01, 1.113117045168607655e+00, 8.253665914637744461e-01, 5.896399490112494979e-01, 1.002786626655092217e+00, 5.188409158391499298e-01
1.893000000000000000e+03, 1.369564756600645250e+00, 9.259377678057137961e-01, 8.072418486750825295e-01, 1.169813541061077267e+00, 8.044174229185351299e-01, 6.638058647613520602e-01, 6.824431253917090379e-01, 6.877818375795026196e-01, 5.879885221891757441e-01, 6.879595229236885601e-01, 1.060905770807612836e+00, 1.092179702854142009e+00, 9.116449265846231498e-01, 5.703975016878722881e-01, 1.168034669662498359e+00, 5.110998369223915816e-01
1.894000000000000000e+03, 1.726766817985848634e+00, 8.325786620997395193e-01, 8.418197529711094473e-01, 1.201666664458869382e+00, 9.819256525902368971e-01, 8.323001977980254429e-01, 7.208738439008758325e-01, 7.325482548606343514e-01, 5.465514639486218629e-01, 6.696524127977635521e-01, 1.090796738972151125e+00, 1.105521082513595932e+00, 1.015278484989844410e+00, 5.991853884755071746e-01, 1.153399698840523735e+00, 5.372047555848022959e-01
1.895000000000000000e+03, 1.865359690302541118e+00, 8.275263098766506564e-01, 8.333733420595550445e-01, 1.202850493472525706e+00, 1.063277766806758340e+00, 8.579612541407209969e-01, 7.004784554432301746e-01, 7.182379980185328305e-01, 5.781536808179511544e-01, 7.392375591771040977e-01, 8.816028146235891372e-01, 1.134897108622350936e+00, 9.257892824897797635e-01, 5.956361759160154756e-01, 1.108920369779571757e+00, 5.791593849538104744e-01
1.896000000000000000e+03, 1.559769131342492399e+00, 7.416037825773057479e-01, 8.429800369257597348e-01, 1.222504503013571719e+00, 7.738452660681994777e-01, 8.117582039011995709e-01, 6.447786486274884599e-01, 8.630462099122365727e-01, 6.654090174447003792e-01, 7.119214561325026835e-01, 1.043256391490868129e+00, 1.111679181186350007e+00, 9.004162872707651699e-01, 6.104650390982585551e-01, 1.150694860041560297e+00, 5.052030055194720592e-01
1.897000000000000000e+03, 1.403783669920723787e+00, 7.982376623555025308e-01, 8.353246770097113583e-01, 1.189464756054346095e+00, 4.155824820127445585e-01, 7.234339473596704817e-01, 5.739429832140431342e-01, 9.473452600114066202e-01, 5.955480419618657262e-01, 6.843055048937964902e-01, 1.344936792453263141e+00, 1.096443132233299034e+00, 9.630126778709827695e-01, 5.886784627234131761e-01, 9.539338595229657214e-01, 4.357298793119155356e-01
1.898000000000000000e+03, 1.738347527199896492e+00, 7.825955697837464475e-01, 8.087376215574073601e-01, 1.167312403374739294e+00, 4.994606931124055405e-01, 8.220044056981429259e-01, 7.149237251081284050e-01, 1.191662363297096627e+00, 5.631163749598649959e-01, 7.263125468203712742e-01, 1.013902375553687785e+00, 1.145031320976178213e+00, 9.706211743216041077e-01, 5.950801066799275008e-01, 1.134587166651403356e+00, 4.361086749534121565e-01
1.899000000000000000e+03, 1.623709067364003111e+00, 7.336093419836565710e-01, 7.740442510244607277e-01, 1.205523846119660014e+00, 8.117671112079801743e-01, 8.219070760911701967e-01, 6.743233959578044390e-01, 8.645437143126261104e-01, 7.231310598027171910e-01, 6.981344406085022714e-01, 8.688481832086358825e-01, 1.154325112873624715e+00, 7.976556030631896110e-01, 5.987916246809911192e-01, 1.156153199649854857e+00, 3.487264977158519019e-01
1.900000000000000000e+03, 1.753858623850626186e+00, 7.205672993856971908e-01, 7.974335010293339687e-01, 1.201922085794603356e+00, 8.554230850398741870e-01, 7.687774654918990702e-01, 6.298221769901281020e-01, 6.767947399824187915e-01, 6.881919113802258403e-01, 7.613766467722715703e-01, 8.461660993040818202e-01, 1.182711359423291864e+00, 8.151573331863181116e-01, 5.876998792247575265e-01, 1.083538900686525475e+00, 3.279141936947643221e-01
1.901000000000000000e+03, 1.597910758051161784e+00, 7.155654794062246138e-01, 7.929101881072045943e-01, 1.211386915577695955e+00, 7.839318814021121185e-01, 7.852943618447004726e-01, 5.871463132851891809e-01, 9.319868824009805985e-01, 6.198145567542738821e-01, 6.934428477981444683e-01, 8.937410562591783236e-01, 1.123133629530057354e+00, 7.923598512078893208e-01, 5.933930332890677839e-01, 1.104917067061931490e+00, 3.541987876404193436e-01
1.902000000000000000e+03, 1.729657549085876767e+00, 8.268994659073326536e-01, 8.066718741546627935e-01, 1.176425711945838559e+00, 6.192668834430138380e-01, 7.194391566337225985e-01, 5.205248998848031050e-01, 1.186870102724098874e+00, 8.999999657700648026e-01, 7.892774865673047868e-01, 9.536337057361566893e-01, 1.155822815822048932e+00, 9.233880146711974657e-01, 5.804550052688117745e-01, 1.293268130317424713e+00, 4.337510786237949723e-01
1.903000000000000000e+03, 1.734141452659639926e+00, 7.928987880036113545e-01, 8.020141276905434768e-01, 1.174392130535329537e+00, 5.716102907786410059e-01, 8.786513500642513241e-01, 6.360017569606590815e-01, 9.413809533448285194e-01, 6.056796094320913149e-01, 6.599911066148431704e-01, 1.054462055411757859e+00, 1.166381502113512658e+00, 8.143630325181387963e-01, 6.064674626703092652e-01, 1.056320595874794988e+00, 5.072789808218576280e-01
1.904000000000000000e+03, 2.186816241172155006e+00, 7.828482235789323562e-01, 8.019320652967396601e-01, 1.168636076103930499e+00, 8.268450660675704667e-01, 7.444431190766832573e-01, 6.459850029146250172e-01, 7.206684853014759806e-01, 8.648441263088644249e-01, 6.962736348064128000e-01, 7.920904058889235433e-01, 1.172849715793614855e+00, 7.462093086707125567e-01, 6.161626937603524867e-01, 1.104307880765189154e+00, 4.816870532217346068e-01
1.905000000000000000e+03, 1.931913568763573341e+00, 8.016725221069850305e-01, 8.320849009176789490e-01, 1.123456895031508695e+00, 1.097949253847258833e+00, 8.225967106855911481e-01, 6.658642964535593789e-01, 6.939829840621331014e-01, 8.758300912070786648e-01, 6.123068633743999900e-01, 7.460363022223647222e-01, 1.145801641959842909e+00, 8.347692494551084419e-01, 6.280272006491149916e-01, 1.095694161572616565e+00, 4.894386343441669562e-01
1.906000000000000000e+03, 1.634078117964580912e+00, 7.792008471370019951e-01, 8.360680543601309855e-01, 1.206915329918740287e+00, 1.048765629712197445e+00, 8.802684363291649605e-01, 5.783309838493184696e-01, 1.064810313800246711e+00, 5.858443672324559204e-01, 6.581185759045999895e-01, 9.046651853902127893e-01, 1.148000454853431274e+00, 8.261347125180359408e-01, 6.325407684520459872e-01, 1.199754148756335459e+00, 5.105668397550046089e-01
1.907000000000000000e+03, 1.382636347345680194e+00, 7.894949423346334649e-01, 8.384546392757737943e-01, 1.255537600816295063e+00, 6.990775948066114687e-01, 8.553498028185537727e-01, 5.090445400881040694e-01, 9.344178713609182507e-01, 5.711492696002736791e-01, 6.435984958323096583e-01, 1.033759541921361436e+00, 1.071145695782878882e+00, 8.511210538868027031e-01, 6.131611701384199753e-01, 1.051699805620596395e+00, 4.257949855856237864e-01
1.908000000000000000e+03, 1.645022569073964602e+00, 8.170873906204241255e-01, 8.355755284558035179e-01, 1.223731716289425231e+00, 6.473485107250720461e-01, 7.739694555976268653e-01, 5.083404161882244532e-01, 8.303725245931945498e-01, 6.251641859647529831e-01, 7.077263485482474525e-01, 9.765471164342445221e-01, 1.097876003044345961e+00, 9.074901429385696661e-01, 6.046671281580698887e-01, 1.000086003909411492e+00, 4.571239775440041897e-01
1.909000000000000000e+03, 1.404611737888719070e+00, 7.930929158367275855e-01, 8.233595283829057143e-01, 1.177620667030145007e+00, 8.446608814152702926e-01, 8.933013061393905163e-01, 5.556479042664559387e-01, 9.020138179334511452e-01, 5.509640138607515558e-01, 7.550567763553991396e-01, 9.751658105967302426e-01, 1.205799062201048155e+00, 9.004510822162854478e-01, 6.126757509852593930e-01, 1.159944022779752615e+00, 4.752549904717864315e-01
1.910000000000000000e+03, 1.716956839678754898e+00, 7.690292656864710086e-01, 8.246244885635481969e-01, 1.219157155509046353e+00, 7.879082441033429252e-01, 8.082615953025594768e-01, 5.019146647161658592e-01, 7.578930663506588949e-01, 6.974400062508294695e-01, 7.772712446220394478e-01, 9.808705527922494394e-01, 1.150544963693141964e+00, 9.080186066971062120e-01, 6.007645951636987336e-01, 1.157228129374762382e+00, 5.258617780503900274e-01
1.911000000000000000e+03, 1.512088323183079952e+00, 7.505307775199838716e-01, 7.330873046429672302e-01, 1.157087796625688281e+00, 9.226924795507832622e-01, 7.667669732469859500e-01, 5.939255257359272733e-01, 7.524479596570793349e-01, 5.881873056657838106e-01, 7.576798078345249321e-01, 7.664805037830793033e-01, 1.190701299829727944e+00, 9.904225301890969835e-01, 5.671187321597899178e-01, 1.120110670313065437e+00, 4.631951078229744057e-01
