year, CanESM5, NorESM2-MM, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5, GFDL-ESM4, MIROC-ES2L, IPSL-CM6A-LR, UKESM1-0-LL, INM-CM5-0, NorESM2-LM, MPI-ESM1-2-LR, EC-Earth3-Veg, INM-CM4-8, TaiESM1, CNRM-ESM2-1
1.912000000000000000e+03, 2.231558937628822736e+00, 1.267085604812983934e+00, 1.221536157667372446e+00, 1.519220315373317476e+00, 2.065780403944674326e+00, 1.925856573285591233e+00, 1.310792155654426194e+00, 2.478133399252950397e+00, 1.207125536621517670e+00, 2.893581859491344055e+00, 1.442424939120624083e+00, 9.127888356841570294e-01, 1.923612497737926308e+00, 3.156756034199994065e+00, 2.155216629582028087e+00, 1.124899786322343553e+00
1.913000000000000000e+03, 3.594524261166740065e+00, 1.352252237922601186e+00, 9.073782587879556383e-01, 1.467814026856310239e+00, 1.621656085406330661e+00, 2.187818106108664118e+00, 1.418243360973070910e+00, 2.283616705062179619e+00, 1.102962944030559944e+00, 2.967898698229376908e+00, 1.439443451141279695e+00, 1.072322039577192854e+00, 2.936115172644192306e+00, 3.194251935296483769e+00, 1.750025302123450421e+00, 1.588555682994245544e+00
1.914000000000000000e+03, 3.618808851888533518e+00, 1.470558249672539342e+00, 1.051789685936623808e+00, 1.335872091182527033e+00, 1.458152232642937474e+00, 1.228246508647469426e+00, 1.659758970056190108e+00, 2.623392887133284113e+00, 8.068836518330513297e-01, 2.776122771370269859e+00, 1.616378308276253728e+00, 6.279272519061490643e-01, 2.933995014785669930e+00, 3.367451592996999032e+00, 1.473666262049908804e+00, 1.199308228704993207e+00
1.915000000000000000e+03, 3.106995227250747060e+00, 1.451071683011528002e+00, 1.036043303891728051e+00, 1.439510490011716604e+00, 1.771535509683647369e+00, 1.166674367968923542e+00, 1.563143410472357830e+00, 2.130770927065609666e+00, 1.004206447238397137e+00, 3.049241148768207399e+00, 1.670630867599833813e+00, 8.162392325962979367e-01, 2.753895294125903614e+00, 2.952874301680953106e+00, 1.469213091297820739e+00, 1.354996623907677167e+00
1.916000000000000000e+03, 2.661187928934899194e+00, 1.704053177954996556e+00, 1.130469007367471912e+00, 1.636671256526329055e+00, 1.717633704932749028e+00, 1.525193038738590134e+00, 1.563848484326669119e+00, 2.057653068083585612e+00, 1.267670208421524780e+00, 2.881581721174301780e+00, 1.503591128720932035e+00, 1.366080541840339224e+00, 1.916809660829891904e+00, 2.760212005487884035e+00, 1.558804588781448563e+00, 1.589106735318727592e+00
1.917000000000000000e+03, 2.685148648237966285e+00, 1.748693061490631528e+00, 1.384770579776792854e+00, 1.573096928856378529e+00, 1.734721175523716408e+00, 1.589267421136355996e+00, 1.503044681210927713e+00, 2.363468398386741054e+00, 1.247713570403363947e+00, 2.963819959801905490e+00, 1.751477681866039804e+00, 1.625820331485853476e+00, 2.591580512310600160e+00, 3.002500209309882262e+00, 1.486282390574599432e+00, 1.450592061890992879e+00
1.918000000000000000e+03, 2.474296828903905343e+00, 1.341010482573295137e+00, 1.361353323570419382e+00, 1.455145419206390622e+00, 1.801537046617354143e+00, 1.479668229363895415e+00, 1.648122730297020944e+00, 2.272358465468603761e+00, 9.662851270189035668e-01, 2.790983229589210524e+00, 1.592112707925616100e+00, 1.762054677346389653e+00, 2.337553060736544452e+00, 3.346843988944469661e+00, 2.251442251061452460e+00, 1.691858723158599087e+00
1.919000000000000000e+03, 3.179009308736331363e+00, 1.419854099372091616e+00, 1.235065395464290061e+00, 1.621020787650657491e+00, 1.899046798086268195e+00, 1.073573371518617314e+00, 1.710993174729824151e+00, 2.328793313507196761e+00, 1.396412648971062875e+00, 3.020513252415999439e+00, 1.537118721963800949e+00, 1.085496786349826825e+00, 2.146540908268979475e+00, 3.087618911759501206e+00, 1.471545398513340652e+00, 1.568850231554364427e+00
1.920000000000000000e+03, 3.035410177730969217e+00, 1.265428182835788284e+00, 1.383594553884327283e+00, 1.552959884126936529e+00, 1.789950285733693525e+00, 1.465814349811658035e+00, 1.583014743941527191e+00, 1.912507131308196717e+00, 1.251333472867510510e+00, 2.894543610638133035e+00, 1.423389217026876707e+00, 6.571418306837489842e-01, 1.803483731777133725e+00, 3.124231220529061215e+00, 1.466087427730794701e+00, 1.293996670492747469e+00
1.921000000000000000e+03, 3.195992126255696508e+00, 1.493093356921079584e+00, 1.083087988095982723e+00, 1.506773875211073088e+00, 1.291128730209601727e+00, 2.144858000953202115e+00, 1.567857958807362451e+00, 1.961233009724524745e+00, 1.442407716508078863e+00, 3.059267162348077829e+00, 1.481251880709236302e+00, 8.610229763955765669e-01, 2.605756219759637560e+00, 3.065597421778064824e+00, 2.105362122405119329e+00, 1.308052806671937685e+00
1.922000000000000000e+03, 3.300656528893897157e+00, 1.901029562853498334e+00, 1.049134795494712558e+00, 1.510975034612756618e+00, 1.449225246557730662e+00, 1.260888514255257054e+00, 1.595624927648034985e+00, 2.428624613295483403e+00, 1.551453438177337052e+00, 3.129434528642301316e+00, 1.342533605396091678e+00, 7.430875055068406621e-01, 2.602483802321952755e+00, 3.343531661561753854e+00, 1.696352636569409711e+00, 1.251823195902858288e+00
1.923000000000000000e+03, 2.812895656864010885e+00, 1.793622449337719971e+00, 1.297026855147549673e+00, 1.720268991891170440e+00, 2.332666959991519740e+00, 9.027569059278331975e-01, 1.718466250042562038e+00, 2.461478551393375902e+00, 9.958100809316053903e-01, 2.928175321965038158e+00, 1.583815184075178184e+00, 7.806111242560404007e-01, 2.985238008866693882e+00, 2.554703537443684169e+00, 1.224792571203650704e+00, 1.452463039670889300e+00
1.924000000000000000e+03, 2.458505343659855846e+00, 1.864761800334461705e+00, 9.722484472499218766e-01, 1.209195574197157841e+00, 1.768735993216045577e+00, 1.349688104650202281e+00, 1.699341997889176836e+00, 1.936040524741330593e+00, 1.087888763519437418e+00, 3.125202366446240720e+00, 1.473374404325061393e+00, 7.987435933718698422e-01, 2.396548179479736973e+00, 3.168348324336946131e+00, 2.039894409057735114e+00, 1.381034169047612226e+00
1.925000000000000000e+03, 2.530568524909957429e+00, 1.832760053260206190e+00, 1.079924240592429197e+00, 1.733575664255041060e+00, 1.836282457835198612e+00, 2.006266078506259820e+00, 1.671002265758333216e+00, 2.728844977678234418e+00, 1.253259303011155623e+00, 3.225519907164600575e+00, 1.656460332239488853e+00, 1.206936900815737124e+00, 2.212681301295170933e+00, 3.310118218038264004e+00, 2.086457410004981750e+00, 1.563027629870382684e+00
1.926000000000000000e+03, 2.863499463591452798e+00, 1.583522102613850180e+00, 8.091105395572851799e-01, 1.620631100622486498e+00, 1.783506822313766893e+00, 2.276066128131534860e+00, 1.613926508871127652e+00, 2.378514289781206159e+00, 8.220563853102155205e-01, 2.760265922411373918e+00, 1.586566959846775982e+00, 8.284566104516852825e-01, 2.501334383710867471e+00, 3.462684809069764835e+00, 1.885782354493684476e+00, 1.549448392913810313e+00
1.927000000000000000e+03, 2.930727208457601485e+00, 1.671819138951875505e+00, 1.388443281950402231e+00, 1.630876964822041142e+00, 1.676226213222085537e+00, 1.506465074249895952e+00, 1.340782972883737489e+00, 2.595108458000679796e+00, 1.405687909940828817e+00, 2.863032836508181855e+00, 1.315092343950773124e+00, 1.045711424978482240e+00, 3.101311000108577076e+00, 3.452361341356516622e+00, 1.542385112034689199e+00, 1.268663621925100404e+00
1.928000000000000000e+03, 3.323437369205714642e+00, 1.612782535605801426e+00, 1.369340810844444034e+00, 1.390152392143402693e+00, 1.558284907848482392e+00, 1.199309445287656040e+00, 1.219864393662422053e+00, 2.686424814963789043e+00, 9.207979573792266503e-01, 3.226825852186383514e+00, 1.520103502793093364e+00, 5.218724320951841911e-01, 1.638581056866618590e+00, 3.086733479982865180e+00, 1.595112081457632502e+00, 1.179034687444635132e+00
1.929000000000000000e+03, 2.946396713909528842e+00, 1.712785547237275274e+00, 1.491619191661643473e+00, 1.812623804065417232e+00, 1.710136487371649583e+00, 1.183684955223532675e+00, 1.474743497291531202e+00, 2.052802574535867564e+00, 1.074826639953697649e+00, 2.630249180355630934e+00, 1.392661498581809543e+00, 9.231291311764248109e-01, 2.491277807447995318e+00, 2.948118146200298550e+00, 2.140623246843368577e+00, 1.279978586994402479e+00
1.930000000000000000e+03, 2.802457294875535077e+00, 1.327356503262109522e+00, 1.571660263529881529e+00, 1.677108097615096494e+00, 1.876884857080102442e+00, 1.566633108581475975e+00, 1.518448450946342509e+00, 2.428721615013663904e+00, 1.053959600633999738e+00, 2.942893535680183081e+00, 1.504670411188299806e+00, 1.468764530009740499e+00, 2.629477668702459692e+00, 2.890422596161376312e+00, 1.618036539812889529e+00, 1.902666970731806462e+00
1.931000000000000000e+03, 2.680097950256657313e+00, 9.346106730402010676e-01, 1.134563387218010311e+00, 1.186099152460103001e+00, 2.176709704404169443e+00, 1.381357489526392701e+00, 1.509110992346848645e+00, 2.451960567906055655e+00, 1.419416144651063583e+00, 2.945828876097554616e+00, 1.629396238942031339e+00, 1.160369022879494061e+00, 2.594248461363987346e+00, 2.853579657867856056e+00, 1.472604043332200074e+00, 1.023482805146485042e+00
1.932000000000000000e+03, 2.971137354622919613e+00, 1.565264130390683572e+00, 1.137831330250984818e+00, 1.463476145468125544e+00, 1.606954052138778399e+00, 8.845267313085275473e-01, 1.610791147705282977e+00, 2.418338133683852753e+00, 1.345602556681533057e+00, 2.933202757219012913e+00, 1.492645133863518048e+00, 1.798266034899832500e+00, 2.004959056053103872e+00, 3.624383903017228015e+00, 2.414014697303262569e+00, 1.675214143094201802e+00
1.933000000000000000e+03, 2.573636044607517714e+00, 1.575446279477763500e+00, 1.612343308124435382e+00, 1.649398696368227668e+00, 1.629405861554044321e+00, 1.260464422688948316e+00, 1.585904068703626768e+00, 1.852488097941061840e+00, 1.134723561364892497e+00, 3.416054961114222355e+00, 1.704774830188705126e+00, 1.758203392319826808e+00, 2.755003037294556201e+00, 3.404066126578389806e+00, 1.808162038026329466e+00, 1.641707725798047468e+00
1.934000000000000000e+03, 2.982553803225805211e+00, 1.401815505786198290e+00, 1.650394002585760189e+00, 1.741373040194416300e+00, 1.894093776087283132e+00, 1.308862137009974891e+00, 1.605981849558674401e+00, 1.702090488646553545e+00, 1.219972112243540741e+00, 2.994835446447167371e+00, 1.772781270609926407e+00, 7.718547341112721449e-01, 1.694643385102549304e+00, 3.108773072964905015e+00, 1.477647028530578721e+00, 1.611347680847742714e+00
1.935000000000000000e+03, 3.180793857466704733e+00, 1.480503446307811055e+00, 1.427430074705736907e+00, 1.293496265322946925e+00, 1.613112590508766431e+00, 1.037417998473129988e+00, 1.370938958848337830e+00, 2.143563998836552464e+00, 1.547999451636449031e+00, 2.867146861908627997e+00, 1.422278318256730678e+00, 6.982908061218261464e-01, 2.442195348966642587e+00, 3.151111103077841591e+00, 2.098238560293498534e+00, 1.068078405919760998e+00
1.936000000000000000e+03, 3.595032363930283470e+00, 1.492270725882385962e+00, 1.561482739412416443e+00, 1.486004386592673310e+00, 1.778873872539176393e+00, 1.629056845404431630e+00, 1.317979839155607236e+00, 2.786055667765611421e+00, 1.152124403350289539e+00, 2.584004531063497367e+00, 1.376678431136915570e+00, 9.197904562305897480e-01, 2.767321995940550838e+00, 3.133511931680340368e+00, 1.465426751926027782e+00, 1.485383815440578736e+00
1.937000000000000000e+03, 3.022577815185201633e+00, 1.606401096055320998e+00, 1.280267756112950961e+00, 1.750503760234394024e+00, 1.805082347710448731e+00, 1.381770851030980518e+00, 1.585009121395263954e+00, 2.100983504797726997e+00, 1.705000861125616884e+00, 2.918084343605965802e+00, 1.286404460104975112e+00, 1.300926602448204905e+00, 2.816839018810518347e+00, 3.091938290256287747e+00, 1.673706212794073611e+00, 1.559388451211831894e+00
1.938000000000000000e+03, 2.896570899770541718e+00, 1.619926503442874477e+00, 1.386378979251751131e+00, 1.520554255122488208e+00, 2.164748276820460671e+00, 1.094152324443092406e+00, 1.504492560651897737e+00, 2.062849904956693514e+00, 1.686199453786106028e+00, 3.098189692583064758e+00, 1.462714218339334460e+00, 1.059020359485588036e+00, 1.791696181577121294e+00, 3.438230554891929192e+00, 2.037677333210570207e+00, 2.000416320080701471e+00
1.939000000000000000e+03, 3.000487984260696628e+00, 1.540284143440917131e+00, 1.272834424271846787e+00, 1.601879109639692489e+00, 1.876043485977838765e+00, 1.178228045141827884e+00, 1.400048233387140684e+00, 2.788851508365205678e+00, 1.327506209524836223e+00, 2.847712773951217802e+00, 1.586983995038633521e+00, 1.582114414296252436e+00, 2.569172341907064894e+00, 3.278334257052871070e+00, 1.708910036558683121e+00, 1.948938141444695127e+00
1.940000000000000000e+03, 3.023908214768539438e+00, 1.239512095683108495e+00, 1.383428023822104613e+00, 1.827828600086045530e+00, 1.684045480878894274e+00, 1.094704635090909539e+00, 1.401420513798564915e+00, 2.620833328614651681e+00, 1.098335738401258199e+00, 3.230137836784314764e+00, 1.308542583430624129e+00, 1.175979730898511599e+00, 2.005564906221577015e+00, 3.378569242421016749e+00, 1.618370571874434560e+00, 1.290340732720037131e+00
1.941000000000000000e+03, 2.789542954527949536e+00, 1.439206624068570584e+00, 1.591734957242157522e+00, 1.624442598404578941e+00, 1.746286703826228193e+00, 1.674672183291769034e+00, 1.525906337595991369e+00, 2.405195613986627290e+00, 1.018099419502594527e+00, 2.962524535347291987e+00, 1.678196859279315944e+00, 8.743072183443348910e-01, 3.200920781581848562e+00, 3.136043316560532812e+00, 1.996788796570722946e+00, 1.053967394791297307e+00
1.942000000000000000e+03, 2.705221159246547380e+00, 1.366293270313760466e+00, 1.472381140688691081e+00, 1.635137444480840196e+00, 2.126002139401473201e+00, 1.801076888041759139e+00, 1.621819674767515984e+00, 1.701180348519534702e+00, 8.391297608105983130e-01, 2.926155058880872684e+00, 1.774765764442823635e+00, 7.135568843814663609e-01, 2.109101645057902541e+00, 3.151790741162208143e+00, 1.753800408858860793e+00, 1.672229417397748774e+00
1.943000000000000000e+03, 2.559158085847424324e+00, 1.769977126171542681e+00, 1.509340845817232823e+00, 1.403561041747916738e+00, 2.205387682527515825e+00, 1.201030864329662329e+00, 1.603803006725760483e+00, 2.186870497474138642e+00, 1.585123161486968746e+00, 3.406656274409574525e+00, 1.678027645939874857e+00, 1.373400322889724690e+00, 2.552381175355053156e+00, 3.460113249784639855e+00, 1.326023790440795658e+00, 1.826850381645806376e+00
1.944000000000000000e+03, 2.731252047707426911e+00, 1.922367093375993541e+00, 1.277732852137414943e+00, 1.267846676451310328e+00, 1.733247105912148367e+00, 1.391186774529527881e+00, 1.517081081000021037e+00, 2.387008887008039704e+00, 9.804922815872521014e-01, 3.037876921766912375e+00, 1.440191087388439151e+00, 1.281765921295603627e+00, 2.288610687295986157e+00, 3.122365895630620169e+00, 1.587562388572906436e+00, 1.230770478833084880e+00
1.945000000000000000e+03, 2.942425370631602366e+00, 1.574015003167121174e+00, 1.098730830087205623e+00, 1.862348726912176344e+00, 1.404537476921058792e+00, 1.926558534960492564e+00, 1.611429076471449173e+00, 2.396400413927101347e+00, 1.854946438371166684e+00, 3.276547315759107626e+00, 1.479371057311900772e+00, 1.105555154755498259e+00, 2.425569100832893010e+00, 3.404873539734710519e+00, 2.118159856109681716e+00, 2.318774003843254938e+00
1.946000000000000000e+03, 2.761949887357129541e+00, 1.471687772664754368e+00, 1.159723219821796159e+00, 1.559496787000608675e+00, 2.295605845181887261e+00, 1.979437189713341372e+00, 1.664143356013773944e+00, 2.359592235239509339e+00, 1.374199351735968966e+00, 2.619569633463820768e+00, 1.418038539409954835e+00, 8.616229874678256184e-01, 2.269439752005558919e+00, 3.300822823857218147e+00, 1.745657554280489965e+00, 1.066132020127154467e+00
1.947000000000000000e+03, 2.676661526448422368e+00, 1.640877802541718333e+00, 1.457823063237536187e+00, 2.017324169354812291e+00, 1.794919955698257796e+00, 1.258417772955380931e+00, 1.582125517760273103e+00, 2.032294030566827558e+00, 1.229401136795366112e+00, 3.022738715819977440e+00, 1.607340718450831929e+00, 8.887144235644200974e-01, 3.471223513750463674e+00, 3.265020871605316621e+00, 1.467962525195705581e+00, 1.135646818342965325e+00
1.948000000000000000e+03, 2.773476783057307937e+00, 1.449140077580024943e+00, 1.259682474966668631e+00, 1.692423783357028588e+00, 1.330006385250825707e+00, 1.048270342307477510e+00, 1.624566216416188036e+00, 2.100894224448313974e+00, 9.589657036896342968e-01, 2.810078807109288146e+00, 1.407504399553323848e+00, 1.798942961362174575e+00, 2.436808692505727514e+00, 3.091395474287133460e+00, 1.385262791851228359e+00, 1.196272118398979067e+00
1.949000000000000000e+03, 2.945412327006710740e+00, 1.487632285126709641e+00, 1.125774308832051318e+00, 1.365204861768888334e+00, 2.293743417029149523e+00, 1.221997605932494846e+00, 1.585938866674771131e+00, 2.233922159336851454e+00, 1.194409830750772450e+00, 2.601367530113196658e+00, 1.270546812902185740e+00, 2.374141868154177271e+00, 2.007416679165423545e+00, 2.976530963281944331e+00, 2.192754792155629406e+00, 1.454949070358974916e+00
1.950000000000000000e+03, 3.561091345764757943e+00, 1.682658311509312998e+00, 1.569471602624820106e+00, 1.417469465380750693e+00, 1.733965419807494968e+00, 9.894555239305484751e-01, 1.458851061824963269e+00, 2.860176340116785898e+00, 1.844059465479742421e+00, 2.541950386614135748e+00, 1.449414345879050492e+00, 1.092380050887004295e+00, 2.532089377062944457e+00, 3.235990660308627920e+00, 2.033030052462029946e+00, 1.860073334081254748e+00
1.951000000000000000e+03, 2.741041790841304504e+00, 1.562355342453909390e+00, 1.583571730511009301e+00, 1.491128513766824204e+00, 1.713759775210563108e+00, 1.149648733498932263e+00, 1.602377745424401700e+00, 1.858195875637779881e+00, 1.580601902125727820e+00, 2.741253190819160857e+00, 1.399810761704288531e+00, 9.248017331880814540e-01, 3.202016074545193991e+00, 3.385538447845577004e+00, 1.363997656674760917e+00, 1.538654548663392241e+00
1.952000000000000000e+03, 2.707999146969928272e+00, 1.856012685957551867e+00, 9.307018508553276392e-01, 1.261448910853295802e+00, 1.389301727944692422e+00, 1.199618285415785968e+00, 1.354563780691264707e+00, 1.680999253563844276e+00, 1.223279881394208735e+00, 2.691368571589014991e+00, 1.736056705784882359e+00, 9.486221758036087470e-01, 2.035365804946815516e+00, 3.090736809576667188e+00, 1.909955818676857264e+00, 1.525031167312634439e+00
1.953000000000000000e+03, 3.932613931945899921e+00, 1.316318682933559137e+00, 1.133825086090251233e+00, 1.582670697340874177e+00, 1.933963144070720785e+00, 8.293019783982862325e-01, 1.300494929998792015e+00, 2.484870803832795350e+00, 1.134339431034282697e+00, 2.949387474089106398e+00, 1.635190811859058568e+00, 1.137652641228925177e+00, 3.067407397492258436e+00, 3.258520990878719381e+00, 1.902515398928944057e+00, 1.550709131380334060e+00
1.954000000000000000e+03, 3.456316746517846816e+00, 1.564095617329318122e+00, 1.276865174453002183e+00, 1.508106558809563902e+00, 2.356661040047510536e+00, 8.183226020250733423e-01, 1.504706690870096786e+00, 2.801379109330100814e+00, 1.252367269387998139e+00, 2.843616904099090181e+00, 1.250780267209173235e+00, 1.237185912273649935e+00, 1.897834153441664728e+00, 3.631557005086091472e+00, 1.540901020082413586e+00, 1.436333089810580388e+00
1.955000000000000000e+03, 3.101914121013178871e+00, 1.426743503580406802e+00, 1.148662645863723908e+00, 1.298427966356525909e+00, 1.433771017248875346e+00, 1.239074014914739452e+00, 1.604502031754482028e+00, 2.710393888866069023e+00, 1.510556848507780714e+00, 3.072921094570737477e+00, 1.162992663550675543e+00, 1.128727819599130822e+00, 2.119843548698109092e+00, 3.508743724620554172e+00, 1.386161213902910694e+00, 2.243821531889538701e+00
1.956000000000000000e+03, 2.816553952408999528e+00, 1.808838832095829963e+00, 1.583121669784994801e+00, 1.463556354264547776e+00, 1.208632147543627688e+00, 1.643620383949871089e+00, 1.442718545029002986e+00, 2.271213437510072986e+00, 1.321473527777372814e+00, 2.824687808862016869e+00, 1.637409977759360480e+00, 1.500692883113381892e+00, 2.416588549305479727e+00, 3.432248066177474133e+00, 1.614828685737220271e+00, 2.243757518254574812e+00
1.957000000000000000e+03, 3.334240484099403545e+00, 1.983389222376470418e+00, 1.645403021638468521e+00, 1.423780067250633108e+00, 2.170919338891522443e+00, 1.453239041007994947e+00, 1.431282010697375373e+00, 2.193290899999932542e+00, 1.127034934052081105e+00, 2.999419875075806097e+00, 1.533713153328171153e+00, 1.097750829604811296e+00, 2.409855215724166388e+00, 3.089174574410860519e+00, 2.205424980476009988e+00, 1.477080099854373607e+00
1.958000000000000000e+03, 3.291276553719346243e+00, 1.746055627741400107e+00, 1.433857038032745113e+00, 1.515521391800463968e+00, 2.610839766202404988e+00, 7.944595446627165103e-01, 1.653989392218823573e+00, 2.371219692971449078e+00, 9.469553460200871298e-01, 2.991280831114031091e+00, 1.465852780460302984e+00, 1.449153111513022951e+00, 2.392534954285340021e+00, 3.331657766003536914e+00, 1.915565025319628578e+00, 1.216432434469464807e+00
1.959000000000000000e+03, 3.427741608743071211e+00, 1.425617582295957142e+00, 1.590844156182335878e+00, 2.190880092635740795e+00, 1.717841883765339972e+00, 8.687929019681426279e-01, 1.537526107157799915e+00, 2.877112791067579778e+00, 2.006410059302527582e+00, 2.953070132595166708e+00, 1.473775455932388789e+00, 1.023441320525408482e+00, 2.954988227619371521e+00, 3.122085344118904260e+00, 1.498596384033758167e+00, 1.546574641260024974e+00
1.960000000000000000e+03, 2.683802039914275461e+00, 1.472673013022815613e+00, 1.776913402426230526e+00, 2.141335692268314439e+00, 1.619392637239958077e+00, 8.969469314919370495e-01, 1.457807852777739166e+00, 2.758095779868216191e+00, 1.222266626851298055e+00, 3.302148908737544630e+00, 1.852318181829895272e+00, 9.900385076132752760e-01, 2.480224626051255044e+00, 3.206782296300027646e+00, 1.481904354407455715e+00, 1.642534139511933722e+00
1.961000000000000000e+03, 2.650709387908651848e+00, 1.614209311758277199e+00, 1.875259185141811447e+00, 1.645102742801804796e+00, 1.704645425757010946e+00, 1.250509312011463203e+00, 1.406045646400800431e+00, 2.072286180271890377e+00, 1.175860353158719063e+00, 3.277447481339301749e+00, 1.544061572318129016e+00, 9.573173435640582873e-01, 2.751488605837499879e+00, 3.120169753700065662e+00, 1.651237439136617136e+00, 1.055435315309588784e+00
1.962000000000000000e+03, 3.234536318330734961e+00, 1.514606767445407121e+00, 1.405937812434842948e+00, 1.712312296104065545e+00, 2.084152121260209878e+00, 9.374367087249246833e-01, 1.729985735383568812e+00, 2.321643390963097797e+00, 1.361943127698190370e+00, 2.904131645313192678e+00, 1.462259229684340855e+00, 2.015444733317794945e+00, 2.589068162048867805e+00, 3.531581814634954686e+00, 2.069900953146171840e+00, 1.697368204296093586e+00
1.963000000000000000e+03, 3.855254214598833773e+00, 1.578066869539308748e+00, 1.174836476400958674e+00, 1.300098608756595331e+00, 1.767960959162547141e+00, 1.050622998828491417e+00, 1.763758890320075379e+00, 2.088650275379151822e+00, 1.290249175401883441e+00, 3.144731710820451109e+00, 1.502374075604485881e+00, 1.669564873489171708e+00, 2.613256904711523276e+00, 2.976572123656436641e+00, 1.949329204940789984e+00, 1.667406343010007674e+00
1.964000000000000000e+03, 3.356476673080861062e+00, 1.575917211687334563e+00, 1.356907222243279199e+00, 1.328466668957586361e+00, 1.248695156489874725e+00, 1.379134428918963318e+00, 1.544568138850469063e+00, 2.340599993607973328e+00, 1.792259059410790334e+00, 3.264359481577502109e+00, 1.445635069547072327e+00, 1.244302744643618563e+00, 2.439545168323037583e+00, 3.474601832273143565e+00, 1.357026347482816586e+00, 1.548900042861403481e+00
1.965000000000000000e+03, 2.381885208579476387e+00, 1.677765746736702646e+00, 1.471139712296726021e+00, 1.853694769019100352e+00, 1.397542246910296049e+00, 1.446127994020068197e+00, 1.503274639317106365e+00, 1.860293283120594943e+00, 1.380241672407699793e+00, 3.035891100758762118e+00, 1.468514756179545300e+00, 1.121246065674189385e+00, 2.423767593831180900e+00, 2.908539444399029783e+00, 1.677698533802749470e+00, 2.295928810362132033e+00
1.966000000000000000e+03, 2.749280747569664562e+00, 1.753510318019836145e+00, 9.314648297253448339e-01, 1.458617524908504937e+00, 2.444943791046955806e+00, 9.447146584573987704e-01, 1.456532353369597743e+00, 2.340016632964517118e+00, 1.392821719820395376e+00, 2.683770449908467359e+00, 1.316652856965660590e+00, 1.141222357179753066e+00, 2.231324277226540698e+00, 2.957316070428696264e+00, 2.111354117765843252e+00, 9.606135163167061064e-01
1.967000000000000000e+03, 2.490128980636895140e+00, 2.134047802306521913e+00, 1.459410417945997018e+00, 1.367760618863407496e+00, 2.020180725778041086e+00, 8.765262247320978473e-01, 1.368312908941734962e+00, 2.462631386252841281e+00, 1.805454546660887782e+00, 3.264457490932038741e+00, 1.548151344103309679e+00, 9.488894519817652196e-01, 2.537433068252469059e+00, 2.957145918763113723e+00, 1.560033837102007936e+00, 1.608861372660576494e+00
1.968000000000000000e+03, 3.079560856744553821e+00, 2.082645977294016681e+00, 1.457463057660892014e+00, 1.218309923448284815e+00, 1.723573768126004824e+00, 1.095725815665144598e+00, 1.561968375310592405e+00, 2.034826094432745425e+00, 1.405742530546626901e+00, 3.189131000479930478e+00, 1.941426664348869346e+00, 8.723738344389017074e-01, 3.254273536948217860e+00, 2.730962476549550821e+00, 1.449841487653968919e+00, 1.835596527793822652e+00
1.969000000000000000e+03, 3.130931462597899007e+00, 2.051161044165306091e+00, 1.249669630228322115e+00, 2.052749427040249319e+00, 1.906343501965364062e+00, 1.492544579445542086e+00, 1.474209952835192405e+00, 2.172119167326180378e+00, 9.141824063937603606e-01, 3.220944117301894671e+00, 1.581150980026548192e+00, 1.024070400537652192e+00, 2.388542331047071698e+00, 2.840525909185303011e+00, 2.346143433998060246e+00, 1.334871518971030957e+00
1.970000000000000000e+03, 3.109512125289194628e+00, 2.015240333379957338e+00, 1.382494941145870904e+00, 1.778360592265445073e+00, 1.579004844331642454e+00, 1.697279187437098047e+00, 1.385429944266496571e+00, 2.414365217799894658e+00, 1.179072106417227150e+00, 3.147078072511689584e+00, 1.431935843396553665e+00, 1.229320495938819535e+00, 2.578625599113925304e+00, 3.240480878126114739e+00, 1.599318398719173251e+00, 1.990110742112774833e+00
1.971000000000000000e+03, 3.305751935018195198e+00, 2.017426561624225734e+00, 1.085198071117422947e+00, 1.706856614752844115e+00, 1.460002343733291630e+00, 1.510190567687748064e+00, 1.631416001754354861e+00, 2.570268116495430188e+00, 1.304097222766583686e+00, 2.873356497454766512e+00, 1.417584319343087706e+00, 1.625716006462446295e+00, 2.519328942743555899e+00, 3.035073921998608704e+00, 1.605533956635140536e+00, 1.812478040495584919e+00
1.972000000000000000e+03, 3.500951100991599230e+00, 1.786774067965983592e+00, 1.267131345081674576e+00, 1.593025635176366528e+00, 2.185867480840078869e+00, 8.498443496072570769e-01, 1.616047113459937679e+00, 2.259015603211985024e+00, 1.680125939587147954e+00, 3.181498176249949683e+00, 1.885439020630186535e+00, 1.703319614839120311e+00, 2.427481714554045933e+00, 3.510532933491540497e+00, 2.168205399426378577e+00, 2.089500956026141054e+00
1.973000000000000000e+03, 3.305899400945274014e+00, 1.638169091730437454e+00, 1.170896253788353603e+00, 1.070268793227958648e+00, 2.441099537979634970e+00, 7.899836294434542383e-01, 1.348830481996334374e+00, 2.180641515186481527e+00, 1.345375989805290606e+00, 3.182776522295202692e+00, 1.777665837921426739e+00, 1.003042072191827838e+00, 2.163021315826926028e+00, 3.374593588423829171e+00, 1.257392798254986843e+00, 1.915492245000873117e+00
