year, CanESM5, ACCESS-ESM1-5, CESM2-WACCM, MIROC-ES2L, EC-Earth3-Veg, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR
1.991000000000000000e+03, 6.254484217421681791e+01, 2.872945087474780479e+01, 2.439315822992460170e+01, 1.734345213464263225e+01, 3.638585757926085762e+01, 2.998503156493500743e+00, 4.273453165084040251e+01, 2.464935574668118079e+01, 2.474297268957674945e+01, 2.017800445271839394e+01, 5.099667308341864214e+01, 4.740684894389416826e+01, 2.482420937155005092e+01, 1.900165682161179248e+01
1.992000000000000000e+03, 6.252094891721653624e+01, 2.873663923297258194e+01, 2.443014482920964525e+01, 1.727164421070644806e+01, 3.634345516661901598e+01, 3.135108235890682771e+00, 4.295731753214943893e+01, 2.469380573176538718e+01, 2.473041469530712178e+01, 2.017021858400455159e+01, 5.104569001991464461e+01, 4.743605450708339788e+01, 2.488573283533615665e+01, 1.902357860915622467e+01
1.993000000000000000e+03, 6.253217294094064016e+01, 2.876432575764475885e+01, 2.451138989722342743e+01, 1.724619372846379761e+01, 3.636857307885421875e+01, 3.266616066428889020e+00, 4.314898557210302954e+01, 2.469060795758910842e+01, 2.473192142160854345e+01, 2.005983461650461663e+01, 5.102082120753237149e+01, 4.750029031226402054e+01, 2.490186588620661112e+01, 1.903574018665513634e+01
1.994000000000000000e+03, 6.248913331647498381e+01, 2.881189257091347145e+01, 2.453055145769972256e+01, 1.720833649463608950e+01, 3.639180491372923143e+01, 3.169386692085120139e+00, 4.315056982601618785e+01, 2.465958083510928134e+01, 2.477250936416869109e+01, 2.020664447962287724e+01, 5.098166492982957010e+01, 4.756786406556259550e+01, 2.489395588455941066e+01, 1.902580560441766266e+01
1.995000000000000000e+03, 6.242335501867660241e+01, 2.887766844285574308e+01, 2.450333547092602515e+01, 1.713862682295899731e+01, 3.645008184832671105e+01, 3.140824208810562901e+00, 4.321541473274805867e+01, 2.462126659739853807e+01, 2.482748988752854657e+01, 2.023620071155799849e+01, 5.095887937975978588e+01, 4.769891938636568085e+01, 2.491478234473460063e+01, 1.911485544747975851e+01
1.996000000000000000e+03, 6.236890782194866745e+01, 2.894139175927242036e+01, 2.452350557742808590e+01, 1.711576501140567785e+01, 3.644426193604801512e+01, 3.097096858743198844e+00, 4.323956963064834724e+01, 2.456319073541790488e+01, 2.486151386920708717e+01, 2.017829922934874887e+01, 5.099207491026029260e+01, 4.778002273076251782e+01, 2.498271984014468217e+01, 1.928134326487159100e+01
1.997000000000000000e+03, 6.229885724611905573e+01, 2.894691163553025248e+01, 2.458320417261910151e+01, 1.711263405701981455e+01, 3.642112824118400738e+01, 3.126625765371484622e+00, 4.340545490112761939e+01, 2.448638203007318026e+01, 2.489777556392093771e+01, 2.034245506453693153e+01, 5.095512000749915416e+01, 4.783609170975040570e+01, 2.502671805040455055e+01, 1.930807447803075760e+01
1.998000000000000000e+03, 6.221181026470038233e+01, 2.893303875162553851e+01, 2.458140232945406467e+01, 1.710629851508576493e+01, 3.637507453521044454e+01, 3.102369755673512586e+00, 4.338970512288482695e+01, 2.448801277731420001e+01, 2.487654854980543462e+01, 2.022292763870997589e+01, 5.101647184055380535e+01, 4.788183788624154857e+01, 2.504849135248750613e+01, 1.925541552876376628e+01
1.999000000000000000e+03, 6.221425622854249582e+01, 2.891009700471710175e+01, 2.455531857798696649e+01, 1.715072631029651262e+01, 3.637430287100728776e+01, 3.148468255681197814e+00, 4.333676537490066494e+01, 2.452697089661588237e+01, 2.483841630950671941e+01, 2.017790710336717908e+01, 5.103502441200228645e+01, 4.794373794820267420e+01, 2.503659946033439354e+01, 1.922975664421009867e+01
2.000000000000000000e+03, 6.220576625285139016e+01, 2.888045302916515311e+01, 2.460774883048503980e+01, 1.716924908319741050e+01, 3.637894595740323922e+01, 3.113725634635886585e+00, 4.332856525627105526e+01, 2.452646786785803812e+01, 2.481214384630098380e+01, 2.021894507108560290e+01, 5.098679293465225015e+01, 4.797926848212090079e+01, 2.505568308695463742e+01, 1.931146637919625064e+01
2.001000000000000000e+03, 6.217761992251165282e+01, 2.888649783561371720e+01, 2.467508016997759412e+01, 1.710593526525985197e+01, 3.640371630064815633e+01, 3.017875729892521619e+00, 4.336047452019068515e+01, 2.449029961393384980e+01, 2.484235836327824387e+01, 2.008078767667271691e+01, 5.094919981226784245e+01, 4.799276119504601468e+01, 2.508451707092981309e+01, 1.931759173961441078e+01
2.002000000000000000e+03, 6.214569283082816753e+01, 2.889967344070630517e+01, 2.471394304953422250e+01, 1.702051628408352357e+01, 3.639451720436767346e+01, 2.964699644534997347e+00, 4.332326435047108504e+01, 2.450727702714667799e+01, 2.489983922504665870e+01, 1.996749246089826002e+01, 5.110866382790023010e+01, 4.795052596616311291e+01, 2.505700054737188154e+01, 1.932614104064057159e+01
2.003000000000000000e+03, 6.213309782882350163e+01, 2.890065878169241387e+01, 2.471008405979972622e+01, 1.695741604716775441e+01, 3.641420734718953867e+01, 3.000520218169678177e+00, 4.334823247508177246e+01, 2.453575553831255363e+01, 2.494631485599283138e+01, 2.009001920956857390e+01, 5.127036875428780860e+01, 4.808906951572654265e+01, 2.502698773032787116e+01, 1.935445790124845189e+01
2.004000000000000000e+03, 6.210242861528212188e+01, 2.890174250908612663e+01, 2.476437579824118629e+01, 1.687241765325602572e+01, 3.636096434964026258e+01, 2.930807867708902226e+00, 4.333846075657660180e+01, 2.457678870819733419e+01, 2.501870989122458866e+01, 2.030399262960879270e+01, 5.121926030210690328e+01, 4.820710432842190585e+01, 2.505611059846179955e+01, 1.933748280533021457e+01
2.005000000000000000e+03, 6.209071996265863191e+01, 2.892325102981373419e+01, 2.474334574575431844e+01, 1.684396710615546056e+01, 3.639677194369141233e+01, 2.902571301464823339e+00, 4.319693460873881463e+01, 2.458211292164884298e+01, 2.505747348468412383e+01, 2.019218444355108844e+01, 5.098612274819354440e+01, 4.823770482630732914e+01, 2.512809708467328917e+01, 1.935775018626704735e+01
2.006000000000000000e+03, 6.206636351260707585e+01, 2.891686731587613224e+01, 2.471647514506781818e+01, 1.687674714940556697e+01, 3.636346706009809537e+01, 2.904824631838769378e+00, 4.318934027733364189e+01, 2.456606536288848730e+01, 2.507237623029248752e+01, 1.997710891534186572e+01, 5.097841055142738753e+01, 4.825220909862761687e+01, 2.507958588265837463e+01, 1.938735277797189127e+01
2.007000000000000000e+03, 6.204270693673525017e+01, 2.888174345528152998e+01, 2.472417990257047293e+01, 1.690139391168776228e+01, 3.632626320609275439e+01, 3.017325850555925282e+00, 4.316917251684674994e+01, 2.456092731011468544e+01, 2.507412214293799835e+01, 2.018576670996528932e+01, 5.111385132577498780e+01, 4.832694591460660405e+01, 2.510437571815940316e+01, 1.957126784331527247e+01
2.008000000000000000e+03, 6.202913071121376731e+01, 2.886871828706453513e+01, 2.479007779992054594e+01, 1.684813782048836117e+01, 3.633034515989039193e+01, 3.023728797909694066e+00, 4.316990328464743953e+01, 2.462791766884527433e+01, 2.504475919532601225e+01, 2.008288183142378003e+01, 5.120190469686117041e+01, 4.836503090542119310e+01, 2.516606590220197148e+01, 1.968743144577351245e+01
2.009000000000000000e+03, 6.206981965111938138e+01, 2.886759848839642117e+01, 2.481338211827450380e+01, 1.678102548494279489e+01, 3.636585305523333034e+01, 3.018487257582302075e+00, 4.315181330230274170e+01, 2.471173821021110228e+01, 2.507137620401576683e+01, 1.992776860474072720e+01, 5.125055676412465999e+01, 4.841801880095723476e+01, 2.523308946516723950e+01, 1.962979517284627562e+01
2.010000000000000000e+03, 6.200367429108837314e+01, 2.883094427421052330e+01, 2.482230783523570494e+01, 1.672568872979109500e+01, 3.635165912958849077e+01, 3.002791852931340433e+00, 4.307260157449337612e+01, 2.465860566532503739e+01, 2.511199072668439669e+01, 2.007458183786344463e+01, 5.126810069580368889e+01, 4.845008926949473249e+01, 2.522817648175965033e+01, 1.966365085489396947e+01
2.011000000000000000e+03, 6.202399859426741102e+01, 2.880444558342045980e+01, 2.486969785204012950e+01, 1.667469738854559225e+01, 3.642502112788385915e+01, 3.035824555986589957e+00, 4.303205251049020319e+01, 2.462541143621297834e+01, 2.512726757329017246e+01, 2.030648558997311071e+01, 5.130199976714587251e+01, 4.844234276989030974e+01, 2.525454603217007588e+01, 1.974342394141510582e+01
2.012000000000000000e+03, 6.206580190716121592e+01, 2.876600402884200847e+01, 2.494289007305672712e+01, 1.661093371908133065e+01, 3.650207147186001322e+01, 3.080538811372973029e+00, 4.303021440636202755e+01, 2.467368192223824863e+01, 2.515765620643639267e+01, 2.030488586067792056e+01, 5.132560286513682257e+01, 4.847152344481271768e+01, 2.526093368717413767e+01, 1.975987207371095877e+01
2.013000000000000000e+03, 6.206892146922889708e+01, 2.875971378184046756e+01, 2.498443686328986502e+01, 1.657316702609871228e+01, 3.652440228692769608e+01, 2.993579412193311473e+00, 4.297539986893571751e+01, 2.467587816780488907e+01, 2.524656130670251386e+01, 2.017641202864168548e+01, 5.139809709396747905e+01, 4.853948104973659383e+01, 2.526812609754389527e+01, 1.975795019899780414e+01
2.014000000000000000e+03, 6.207689296308026883e+01, 2.876902615260502927e+01, 2.493670439697393704e+01, 1.652296691305721410e+01, 3.645927110214396549e+01, 3.137457628630342832e+00, 4.286195606831761040e+01, 2.468924104825292076e+01, 2.535227886200808456e+01, 1.996021939080680596e+01, 5.136896772783282472e+01, 4.855184191417946238e+01, 2.530516750854209462e+01, 1.980902601052611445e+01
