year, CanESM5, ACCESS-ESM1-5, CESM2-WACCM, MIROC-ES2L, EC-Earth3-Veg, GFDL-ESM4, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, TaiESM1, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR
1.860000000000000000e+03, 6.428637770971246823e+01, 2.746689314616522992e+01, 2.423375261689449545e+01, 1.847376375531027293e+01, 3.711075118496891179e+01, 3.652087242735660766e+00, 4.148743262882935312e+01, 2.445075856185415120e+01, 2.390783501178167114e+01, 1.940824445845860780e+01, 4.797155006901313357e+01, 4.412190257905120916e+01, 2.435345180311313129e+01, 1.809497121775322626e+01
1.861000000000000000e+03, 6.428524157436773123e+01, 2.751706070035881169e+01, 2.417162224503845991e+01, 1.843685971906978693e+01, 3.710011903793348864e+01, 3.650769733685685470e+00, 4.149881378058145032e+01, 2.443253685822810795e+01, 2.394616224328917653e+01, 1.964755570912761939e+01, 4.801975388116576227e+01, 4.407162363482208178e+01, 2.433046683067273008e+01, 1.806079634908709863e+01
1.862000000000000000e+03, 6.427349349926060995e+01, 2.756042118326516643e+01, 2.410890141357480587e+01, 1.840452331371005812e+01, 3.707609355245873672e+01, 3.695513212868864361e+00, 4.132188995713929103e+01, 2.442109782433431064e+01, 2.392817854655621446e+01, 1.969242320738221608e+01, 4.809991797229822907e+01, 4.407133453201556961e+01, 2.436062817459644592e+01, 1.802278533787311332e+01
1.863000000000000000e+03, 6.426043899137138737e+01, 2.759415382757673285e+01, 2.411526556798938614e+01, 1.839951917605396048e+01, 3.715214062309519960e+01, 3.644570705499087016e+00, 4.123455029289436169e+01, 2.445903890603431208e+01, 2.392902552315744558e+01, 1.948683658267225027e+01, 4.812066848556772669e+01, 4.409504106324235551e+01, 2.438958745464566391e+01, 1.803027088264274980e+01
1.864000000000000000e+03, 6.423177984958829256e+01, 2.761057887990544302e+01, 2.415939184679650609e+01, 1.837966791464297245e+01, 3.716323543695789056e+01, 3.702121581877392487e+00, 4.115164750472799682e+01, 2.447528710829596221e+01, 2.397704391366741206e+01, 1.952577552938398497e+01, 4.805498369576470452e+01, 4.407138128903336138e+01, 2.443252803207035839e+01, 1.808251274945465426e+01
1.865000000000000000e+03, 6.420501938632673955e+01, 2.760046039191033529e+01, 2.422687450279396870e+01, 1.838144800615489061e+01, 3.714110303429030324e+01, 3.622650480678031748e+00, 4.113721747172176180e+01, 2.447273047212764752e+01, 2.401115586511234312e+01, 1.964085288034115706e+01, 4.797692056952862316e+01, 4.402471682421241184e+01, 2.442198232237418054e+01, 1.801732247407490917e+01
1.866000000000000000e+03, 6.417904920220236420e+01, 2.759603779056025985e+01, 2.423688031899808593e+01, 1.842176950713082917e+01, 3.706642351300520488e+01, 3.579373196900104581e+00, 4.132596939261885893e+01, 2.445305431883861758e+01, 2.403821746305862206e+01, 1.973283184865450579e+01, 4.794576998982450533e+01, 4.405998564272997697e+01, 2.436871724273403572e+01, 1.797317105061061682e+01
1.867000000000000000e+03, 6.412508087349715424e+01, 2.759899478257945660e+01, 2.424128608871452428e+01, 1.846073167181082297e+01, 3.705058368682917092e+01, 3.565764586086097143e+00, 4.139060271005790526e+01, 2.440370815074899014e+01, 2.403461127399065589e+01, 1.961421772925460871e+01, 4.792442455515617183e+01, 4.410662689579330475e+01, 2.435097075945299139e+01, 1.805081376227424172e+01
1.868000000000000000e+03, 6.406248659923852529e+01, 2.759821143529767795e+01, 2.427254085676707618e+01, 1.850066943397152386e+01, 3.710201527232806029e+01, 3.604985205966947159e+00, 4.139594196954931249e+01, 2.440230522828961668e+01, 2.400165614491753630e+01, 1.955720928599377828e+01, 4.795998348646979537e+01, 4.408157177713478347e+01, 2.436035982219033968e+01, 1.806205525905055609e+01
1.869000000000000000e+03, 6.407233667381207454e+01, 2.759207177495378716e+01, 2.428118437013393560e+01, 1.847725977277707443e+01, 3.710993666988115081e+01, 3.667255715076090716e+00, 4.133963786059374712e+01, 2.442043438905178832e+01, 2.392843578913777591e+01, 1.958014973117778368e+01, 4.808325303476379275e+01, 4.411569653633811328e+01, 2.441630934283788079e+01, 1.805699587514296667e+01
1.870000000000000000e+03, 6.404105209891494610e+01, 2.757686428184011618e+01, 2.427007781669102471e+01, 1.849341878623178914e+01, 3.708144262093517796e+01, 3.735229773281331767e+00, 4.148733925334204287e+01, 2.444189712850306861e+01, 2.389406972685785036e+01, 1.960371172539503348e+01, 4.817509648624572094e+01, 4.413181953722811102e+01, 2.439443967032229210e+01, 1.812156975751137722e+01
1.871000000000000000e+03, 6.402884961573846567e+01, 2.758053365466092544e+01, 2.426243875932598471e+01, 1.853308321867875463e+01, 3.709345609171145952e+01, 3.632725928834891427e+00, 4.167633150371426609e+01, 2.439910890888054595e+01, 2.386879515241938776e+01, 1.968303848584291771e+01, 4.818886100549570273e+01, 4.411554264426081318e+01, 2.437275213928420925e+01, 1.815521210333872659e+01
1.872000000000000000e+03, 6.404657221309486204e+01, 2.759337419457596141e+01, 2.419401520016734963e+01, 1.854736630545390597e+01, 3.711737151570946480e+01, 3.582700269254942338e+00, 4.173166620775170799e+01, 2.436132783192850582e+01, 2.388203304102093583e+01, 1.976001877719300381e+01, 4.818978738433803244e+01, 4.408587530662710208e+01, 2.437883823846023645e+01, 1.820148088379900386e+01
1.873000000000000000e+03, 6.405309561116335715e+01, 2.761786982409923041e+01, 2.419018460445726504e+01, 1.860650597802630557e+01, 3.715208909664252701e+01, 3.610028924643531312e+00, 4.171472179945789094e+01, 2.436202811879292085e+01, 2.390540328388694746e+01, 1.984080457525962871e+01, 4.822951870963698440e+01, 4.410893747393289743e+01, 2.440152744713477517e+01, 1.822351797001174489e+01
1.874000000000000000e+03, 6.409193778052561186e+01, 2.762911789375318605e+01, 2.420051118471099727e+01, 1.867568329869293819e+01, 3.715340895637379504e+01, 3.702381517322930637e+00, 4.178602222081273254e+01, 2.433856734076194428e+01, 2.393138692882848773e+01, 1.980604331571646171e+01, 4.827676622999057088e+01, 4.409883068027967568e+01, 2.437759676310122359e+01, 1.817177301087046715e+01
1.875000000000000000e+03, 6.415094062008360254e+01, 2.761239811845608116e+01, 2.420782533392630498e+01, 1.867375118692766023e+01, 3.715255631194963826e+01, 3.643767798223204846e+00, 4.177132069416293803e+01, 2.431502117888391368e+01, 2.397033672234289270e+01, 1.968210152995121831e+01, 4.827491347278609624e+01, 4.405483168269071825e+01, 2.436959619793469045e+01, 1.815306973641920152e+01
1.876000000000000000e+03, 6.415323668261486034e+01, 2.757487085659176529e+01, 2.414967606392828969e+01, 1.863209135437105957e+01, 3.709664085677983536e+01, 3.648698262718713003e+00, 4.183511890206553119e+01, 2.433621749529317313e+01, 2.401451230449619345e+01, 1.981276655590070135e+01, 4.834272696029879768e+01, 4.409959142403372567e+01, 2.439853404451349661e+01, 1.818514656122054518e+01
1.877000000000000000e+03, 6.420821234760376228e+01, 2.754032468568108172e+01, 2.417491186269860037e+01, 1.866411005077350893e+01, 3.708846751895069360e+01, 3.667040796195009555e+00, 4.184586081215199727e+01, 2.432576598166661697e+01, 2.404072292329132310e+01, 1.981726815533883723e+01, 4.831984208961932836e+01, 4.411304419320045156e+01, 2.443316791644013719e+01, 1.814712800298062589e+01
1.878000000000000000e+03, 6.419739665884431190e+01, 2.752341846616143428e+01, 2.418762771846432003e+01, 1.868894707748592410e+01, 3.707433936998221924e+01, 3.658470418616274422e+00, 4.169846066382168459e+01, 2.432739842754433113e+01, 2.401667488820264040e+01, 1.974172951286312383e+01, 4.833524578337224398e+01, 4.409938723933369431e+01, 2.443407615975242919e+01, 1.808561850596964149e+01
1.879000000000000000e+03, 6.420089052182797218e+01, 2.752944426703457026e+01, 2.422891729399688998e+01, 1.871506595119188177e+01, 3.712591931206535634e+01, 3.629199102865057203e+00, 4.163451884769400380e+01, 2.436501880208527737e+01, 2.400156077639956820e+01, 1.973289899735976860e+01, 4.834513982030904344e+01, 4.408546692586450177e+01, 2.443034732750115978e+01, 1.806540644822497299e+01
1.880000000000000000e+03, 6.420945478528977901e+01, 2.754487604887899721e+01, 2.420991977191702205e+01, 1.871248688414285155e+01, 3.719715604737174885e+01, 3.523283413566412392e+00, 4.176100362175193226e+01, 2.440953501986346197e+01, 2.401672915501425365e+01, 1.968825998852472736e+01, 4.839726365958164678e+01, 4.405935869040987996e+01, 2.444285993488454523e+01, 1.806667614606308447e+01
1.881000000000000000e+03, 6.419161709969887397e+01, 2.755851697808368073e+01, 2.413875413207029652e+01, 1.874904609323774451e+01, 3.719216850542402142e+01, 3.447314478985265662e+00, 4.186979887749653528e+01, 2.439877991673690616e+01, 2.402469149482885058e+01, 1.949807589791213758e+01, 4.842983442564050023e+01, 4.410977453708070328e+01, 2.446979771027203299e+01, 1.803606456342690123e+01
1.882000000000000000e+03, 6.417423591494222990e+01, 2.757247939078243348e+01, 2.412134912192836822e+01, 1.875615373169346967e+01, 3.720820662023229630e+01, 3.486737241769755080e+00, 4.180737464586133001e+01, 2.439299057493817102e+01, 2.405899975175655570e+01, 1.972681794910729991e+01, 4.848952674285766307e+01, 4.411658104068584407e+01, 2.443397549717020567e+01, 1.803564984868881282e+01
1.883000000000000000e+03, 6.410832644842348316e+01, 2.758985293992888543e+01, 2.418019723584915681e+01, 1.872904864491725974e+01, 3.722551166391553323e+01, 3.582713989286625100e+00, 4.177423512204990885e+01, 2.442140756290101677e+01, 2.406590709937826844e+01, 1.979265691478679656e+01, 4.848542060704014034e+01, 4.409325574908709200e+01, 2.441109612773977133e+01, 1.810837445574222571e+01
1.884000000000000000e+03, 6.407377078076075350e+01, 2.760676463917065959e+01, 2.422913662851394889e+01, 1.870000217343563165e+01, 3.717916792553224070e+01, 3.526281473622918217e+00, 4.185267433802711423e+01, 2.446848851851467188e+01, 2.400746358809022851e+01, 1.965203382151585743e+01, 4.837879664986113681e+01, 4.404040723326435369e+01, 2.443423581618458584e+01, 1.814340081673632810e+01
1.885000000000000000e+03, 6.401327177712632022e+01, 2.762039887258677240e+01, 2.425406046006935057e+01, 1.870725144459413869e+01, 3.715151665177002371e+01, 3.444382914469040102e+00, 4.184793893354238747e+01, 2.451108656877481806e+01, 2.398260851314853070e+01, 1.976278935301547079e+01, 4.842557112785941342e+01, 4.411899125860021798e+01, 2.445400270977680890e+01, 1.814151566144049710e+01
1.886000000000000000e+03, 6.400173668252858761e+01, 2.764916544309530266e+01, 2.420969315024434465e+01, 1.871852893835723464e+01, 3.724154241549468480e+01, 3.518947072458851633e+00, 4.187385906137182445e+01, 2.453663885605374162e+01, 2.399280073290406889e+01, 1.960859143743463306e+01, 4.856482230225334007e+01, 4.409790400126659193e+01, 2.446115216904080825e+01, 1.813697482408381489e+01
1.887000000000000000e+03, 6.399733190077213152e+01, 2.767027094415398381e+01, 2.418261048957315751e+01, 1.870588860657339580e+01, 3.726092477899192801e+01, 3.634287575243790869e+00, 4.183679604990655321e+01, 2.458164824503677437e+01, 2.401352303351818307e+01, 1.953542692170763928e+01, 4.860975877189846273e+01, 4.411625519423873243e+01, 2.447049221213271863e+01, 1.816541020726027611e+01
1.888000000000000000e+03, 6.398480173905841895e+01, 2.767408016579637575e+01, 2.415990588841814102e+01, 1.871765959278348745e+01, 3.724169512459209130e+01, 3.576785696039427087e+00, 4.177043657952895472e+01, 2.462428949027604475e+01, 2.403251604727838853e+01, 1.980681554624050733e+01, 4.844434326344906339e+01, 4.412935120531031430e+01, 2.446210790462409790e+01, 1.816670585164186136e+01
1.889000000000000000e+03, 6.395917367824060307e+01, 2.767131571957676783e+01, 2.410502934300576783e+01, 1.879479371623307671e+01, 3.719401597182784514e+01, 3.547123954279387981e+00, 4.159142397743791264e+01, 2.467011245301934963e+01, 2.406953177316479398e+01, 1.980759622620855964e+01, 4.845297491830793746e+01, 4.407465675891520362e+01, 2.448040640067764429e+01, 1.817853112261324711e+01
1.890000000000000000e+03, 6.396500050671974691e+01, 2.767197376086169314e+01, 2.409542873431654897e+01, 1.883342166166219656e+01, 3.719077892054109924e+01, 3.604773862591622802e+00, 4.160854123717660968e+01, 2.472059614492585666e+01, 2.408251825842779681e+01, 1.951898164623261422e+01, 4.849325087378399957e+01, 4.409759102671210940e+01, 2.447042415391024051e+01, 1.813297765287730456e+01
1.891000000000000000e+03, 6.397714774727255360e+01, 2.764897898991933189e+01, 2.412726962834622668e+01, 1.886609170760615939e+01, 3.721213219591474797e+01, 3.678160783229682540e+00, 4.147563518528326654e+01, 2.472618759737316196e+01, 2.405671503407832645e+01, 1.967623459241463379e+01, 4.845662260226593787e+01, 4.409818964577829803e+01, 2.443441365838917889e+01, 1.805338925835941311e+01
1.892000000000000000e+03, 6.396878452770606316e+01, 2.763991383429072357e+01, 2.410047224109701602e+01, 1.882772127379318761e+01, 3.721412766740059652e+01, 3.677012160509226302e+00, 4.125589177923484385e+01, 2.470326738346643936e+01, 2.406905220267508838e+01, 1.974111291898915610e+01, 4.855389487526453962e+01, 4.405057849012482762e+01, 2.444753433029089251e+01, 1.803180328543855282e+01
1.893000000000000000e+03, 6.398956160358210354e+01, 2.766223753876619895e+01, 2.409124835323449787e+01, 1.877689497189597745e+01, 3.718951052739548402e+01, 3.557582134437569099e+00, 4.126537195406064029e+01, 2.470009044417695421e+01, 2.408336247322769452e+01, 1.967270516379570822e+01, 4.864729536128930931e+01, 4.410563356223921261e+01, 2.445254447906358664e+01, 1.806012029339989766e+01
1.894000000000000000e+03, 6.402927339233747261e+01, 2.769694515250671429e+01, 2.412745373392514026e+01, 1.873410427333174155e+01, 3.718650610617363839e+01, 3.505092237120110088e+00, 4.140631975110463259e+01, 2.475843054277806843e+01, 2.406118203407325851e+01, 1.960541140432883722e+01, 4.873253067463220845e+01, 4.413130314683404265e+01, 2.441805291270226519e+01, 1.804329907709295711e+01
1.895000000000000000e+03, 6.406760427042219419e+01, 2.775296300039141784e+01, 2.414756671252284193e+01, 1.873350849237414906e+01, 3.714971960249152261e+01, 3.456659743767528159e+00, 4.138224615107747439e+01, 2.478283057263771028e+01, 2.405882649047181232e+01, 1.976586890233178906e+01, 4.881616571688819306e+01, 4.412068270455971231e+01, 2.442860903059665745e+01, 1.806516345925783895e+01
1.896000000000000000e+03, 6.407204924468277341e+01, 2.781311470933100694e+01, 2.416571141704313064e+01, 1.876860058185273772e+01, 3.715534097989242923e+01, 3.499556683768529020e+00, 4.141665681265691035e+01, 2.479356958000281708e+01, 2.408280450288417640e+01, 1.964194151735828697e+01, 4.880277526047871817e+01, 4.409138580745634783e+01, 2.443203266556114173e+01, 1.815586110526138697e+01
1.897000000000000000e+03, 6.407407241520222385e+01, 2.784352181776009161e+01, 2.414211487266846490e+01, 1.873368929050477405e+01, 3.717253822592532941e+01, 3.533027780205424850e+00, 4.131148069676723367e+01, 2.481752733197712502e+01, 2.407150148854730531e+01, 1.948465494975936707e+01, 4.870311188284410520e+01, 4.408383875021948484e+01, 2.441306195187208417e+01, 1.815788287589593963e+01
1.898000000000000000e+03, 6.412051831503674748e+01, 2.786492435218285380e+01, 2.417218121897202820e+01, 1.869177308758265710e+01, 3.718405958748504503e+01, 3.641645724546953122e+00, 4.126596934985121834e+01, 2.485590875132066202e+01, 2.410231298645689435e+01, 1.970969611492835583e+01, 4.864615800647751342e+01, 4.411915073179557822e+01, 2.443842063779592166e+01, 1.809710947726605212e+01
1.899000000000000000e+03, 6.416227552127645595e+01, 2.786870735791350739e+01, 2.418312590006464902e+01, 1.866265968009435028e+01, 3.713826420400764050e+01, 3.664458914410529733e+00, 4.136114036795698468e+01, 2.487769144430721013e+01, 2.412079878504288999e+01, 1.981113816281546391e+01, 4.869897896750136823e+01, 4.407412036417244394e+01, 2.443908084253633461e+01, 1.807676044519234182e+01
1.900000000000000000e+03, 6.417716874556172968e+01, 2.783771645287172092e+01, 2.419215528305123541e+01, 1.867479367541608681e+01, 3.714184981671135688e+01, 3.568536582730292839e+00, 4.141665320819645757e+01, 2.485687755724798365e+01, 2.410807526730065931e+01, 1.977729034219460047e+01, 4.878208810727265643e+01, 4.406284167107869365e+01, 2.445311555475564447e+01, 1.809204610009113523e+01
1.901000000000000000e+03, 6.419656238178869501e+01, 2.778501310521122036e+01, 2.419971982633923702e+01, 1.868691146478787957e+01, 3.713095480002235149e+01, 3.534332029317570179e+00, 4.138442883967989161e+01, 2.483477218536339137e+01, 2.413162393283521467e+01, 1.980716487024647776e+01, 4.887619620730438896e+01, 4.410947408165861816e+01, 2.445027960270029510e+01, 1.810860382125232704e+01
1.902000000000000000e+03, 6.419329608969874812e+01, 2.774130754860674841e+01, 2.417652229085785720e+01, 1.864682578746652197e+01, 3.715596288234975475e+01, 3.640297777842706139e+00, 4.150234026029414736e+01, 2.483641826289205312e+01, 2.411689561618174693e+01, 1.974993039765252334e+01, 4.894217734139229492e+01, 4.403813566897290599e+01, 2.446267923530321653e+01, 1.810796455055454501e+01
1.903000000000000000e+03, 6.421793574825369433e+01, 2.772897278001884658e+01, 2.414289545713569751e+01, 1.867277065918348811e+01, 3.716365762295395569e+01, 3.692969798987962626e+00, 4.152762730861118712e+01, 2.484429322600406209e+01, 2.411519278052439574e+01, 1.968924431089757832e+01, 4.891042074487778279e+01, 4.408535143830648906e+01, 2.447689354248062088e+01, 1.811311519558640626e+01
1.904000000000000000e+03, 6.422707163263538632e+01, 2.774388591184027675e+01, 2.417666706311229774e+01, 1.863063258384785925e+01, 3.721077877390642641e+01, 3.643215346967804802e+00, 4.147026810920176132e+01, 2.481699386275187180e+01, 2.413387696284092243e+01, 1.987136164575981212e+01, 4.884643398923935109e+01, 4.406572779989004829e+01, 2.450771190907715891e+01, 1.820875753300007460e+01
1.905000000000000000e+03, 6.425131816705204812e+01, 2.776545759502226574e+01, 2.415653877224287527e+01, 1.862797962417148057e+01, 3.722784297092712080e+01, 3.514500717149201314e+00, 4.148541795951231137e+01, 2.478519753236260215e+01, 2.414793405443308671e+01, 1.987975880867151446e+01, 4.882727454941993983e+01, 4.405150265791525754e+01, 2.453960350273454694e+01, 1.817603813301076698e+01
1.906000000000000000e+03, 6.424467252328132361e+01, 2.779009906347432590e+01, 2.414521704987381057e+01, 1.862904207923020294e+01, 3.729406934411619545e+01, 3.584469430415623048e+00, 4.160173949499365875e+01, 2.477923966634853770e+01, 2.414710053830354397e+01, 1.978178170459011653e+01, 4.888292829808974460e+01, 4.415525303884743380e+01, 2.455325375157846679e+01, 1.820494942677350636e+01
1.907000000000000000e+03, 6.419930961465304620e+01, 2.782276801087645524e+01, 2.416568221064520117e+01, 1.862524183749698281e+01, 3.732343238280508047e+01, 3.600119190248304513e+00, 4.157571984884288696e+01, 2.476719765670413409e+01, 2.414844040525398938e+01, 1.974377812794238096e+01, 4.883094556874968362e+01, 4.422396724641377119e+01, 2.453080533645847083e+01, 1.824606698050482123e+01
1.908000000000000000e+03, 6.413174752032260528e+01, 2.783359692979316691e+01, 2.416111320606729862e+01, 1.860256569851542707e+01, 3.730157345539809910e+01, 3.574408252704582623e+00, 4.142275235826302549e+01, 2.477837474824783470e+01, 2.416449547116505414e+01, 1.978850059699464481e+01, 4.895227443927972644e+01, 4.419834830460021635e+01, 2.449709276646542833e+01, 1.828134990740864652e+01
1.909000000000000000e+03, 6.410945101231338583e+01, 2.783874587158288350e+01, 2.415186503484414970e+01, 1.869495244046927240e+01, 3.722978203433276434e+01, 3.537945535479699810e+00, 4.144416832540560591e+01, 2.477093896793043726e+01, 2.418476643177141128e+01, 1.978906439392355665e+01, 4.904036419650111611e+01, 4.421571990887736092e+01, 2.447916824284553883e+01, 1.824606200186860150e+01
1.910000000000000000e+03, 6.403972210795994613e+01, 2.786088987052375643e+01, 2.418768298928074145e+01, 1.874243943321062389e+01, 3.720749919021821484e+01, 3.555319084272465791e+00, 4.150218405322212334e+01, 2.477437373253502173e+01, 2.417370466971973997e+01, 1.971398408926775403e+01, 4.911998428590169397e+01, 4.418679865290010156e+01, 2.450602354354377965e+01, 1.832745720505188203e+01
1.911000000000000000e+03, 6.398549358650077323e+01, 2.789007657520091854e+01, 2.418832402842854634e+01, 1.865370829463758184e+01, 3.715201661601800254e+01, 3.506454743819723774e+00, 4.146255681367384227e+01, 2.479767309262348363e+01, 2.419847712192425249e+01, 1.991643605397215566e+01, 4.913907877528239254e+01, 4.421491596360848320e+01, 2.449032363651214439e+01, 1.832430861761379504e+01
1.912000000000000000e+03, 6.389202167459715298e+01, 2.790445997947169232e+01, 2.420179847742461021e+01, 1.857382292656051348e+01, 3.714976897226198105e+01, 3.587163570499119825e+00, 4.155948571206558029e+01, 2.483681254939989813e+01, 2.422496970422389850e+01, 1.979205218187005499e+01, 4.902879197463713012e+01, 4.427007814609800818e+01, 2.446706128112777279e+01, 1.830779052203495993e+01
1.913000000000000000e+03, 6.390782354610171012e+01, 2.789150420590047119e+01, 2.420235375728399774e+01, 1.851305738069264706e+01, 3.709642872121861501e+01, 3.684307277704250705e+00, 4.153083414076772328e+01, 2.484614314791885192e+01, 2.425580519835494542e+01, 1.957148999005706358e+01, 4.892453206431914481e+01, 4.425761792668976824e+01, 2.447808040646116368e+01, 1.825830787393305954e+01
1.914000000000000000e+03, 6.394156620258399926e+01, 2.786465848067461337e+01, 2.419312625808270312e+01, 1.856612260273104908e+01, 3.708783094311815631e+01, 3.705673323963757149e+00, 4.142302930784278914e+01, 2.484902778136164159e+01, 2.425013579656410201e+01, 1.967086400300451388e+01, 4.899254709436705468e+01, 4.427528622744770814e+01, 2.451732584071877952e+01, 1.823060268299435194e+01
1.915000000000000000e+03, 6.393867310153409989e+01, 2.783179066929883660e+01, 2.420489673817974463e+01, 1.859915521088714385e+01, 3.705884101017704779e+01, 3.617297028773555301e+00, 4.131853198811201366e+01, 2.487250938269279743e+01, 2.425437566507387999e+01, 1.978103491260807800e+01, 4.908874979463726618e+01, 4.432551753729072885e+01, 2.448372135217070422e+01, 1.819431804379853190e+01
1.916000000000000000e+03, 6.394205223679087169e+01, 2.781000530525264480e+01, 2.419662467473169443e+01, 1.856092946333060567e+01, 3.711205209614183076e+01, 3.580554321205359880e+00, 4.131238235151440819e+01, 2.484571233778788368e+01, 2.423397457455452297e+01, 1.984751371222382943e+01, 4.912628193333088689e+01, 4.430359694927093983e+01, 2.448099862015288863e+01, 1.818393913391114936e+01
1.917000000000000000e+03, 6.397073259766704467e+01, 2.779814090557972150e+01, 2.418000858516333906e+01, 1.854649753999738238e+01, 3.716260601045045320e+01, 3.604340884078143681e+00, 4.138667195194731363e+01, 2.481624221596575097e+01, 2.419821713293068299e+01, 1.992643650717224091e+01, 4.922657715692822222e+01, 4.431586302001559119e+01, 2.447062457284571124e+01, 1.821907265446467150e+01
1.918000000000000000e+03, 6.396890519005193454e+01, 2.780290536872304941e+01, 2.418489367842045112e+01, 1.853349334788617497e+01, 3.717279070279175812e+01, 3.614672071487273097e+00, 4.143092109690713443e+01, 2.483220108540915660e+01, 2.420124886471067427e+01, 1.977906998380375825e+01, 4.925711579441564680e+01, 4.431106865138016815e+01, 2.446377023228203385e+01, 1.826033156181672013e+01
1.919000000000000000e+03, 6.403542938844911703e+01, 2.782131054051817287e+01, 2.418238218088486846e+01, 1.855954217150125629e+01, 3.712762507452329430e+01, 3.536159827897704222e+00, 4.140278823872264979e+01, 2.482399752160202411e+01, 2.422626774571549291e+01, 1.958063814796490831e+01, 4.927177094695207415e+01, 4.432247072354995510e+01, 2.447518223698412143e+01, 1.833191815058713203e+01
