year, ACCESS-ESM1-5, NorESM2-LM, INM-CM5-0, MPI-ESM1-2-LR, UKESM1-0-LL, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, IPSL-CM6A-LR, NorESM2-MM, INM-CM4-8, TaiESM1, CanESM5
1.896000000000000000e+03, 2.995642155053262368e+00, 4.726686064824029643e+00, 5.721451933855638217e+00, 2.809521643218354736e+00, 2.208828395580868520e+00, 3.080582523194137501e+00, 3.901149166340985186e+00, 3.437023491469619607e+00, 8.179022976041565585e+00, 3.922221911137980133e+00, 3.181197872832262075e+00, 5.069416296395484522e+00, 4.802077161454928245e+00, 7.097376435047475063e+00, 5.080526656047021028e+00, 5.017702222392193434e+00
1.897000000000000000e+03, 2.478602458457150437e+00, 4.392945276738027260e+00, 5.443779304214286796e+00, 2.044783797175200757e+00, 1.303600047574867027e+00, 3.314561102587353592e+00, 4.213308443030994610e+00, 2.513999759392222533e+00, 9.449675021408310727e+00, 4.458091563127172030e+00, 2.840558475415117190e+00, 5.329073740965645456e+00, 5.091595342341564745e+00, 6.286637947268552296e+00, 4.841975606245020103e+00, 4.710419606540752646e+00
1.898000000000000000e+03, 2.503146244440303203e+00, 4.689447018627324937e+00, 6.149369070097201018e+00, 3.094167006229041839e+00, 2.329260496000943537e+00, 4.181615560758896066e+00, 4.128828331938760421e+00, 2.529774783247304981e+00, 8.450599801233305897e+00, 3.931310251973935799e+00, 2.845741476350721388e+00, 5.385916095794621938e+00, 4.143863331761913571e+00, 6.187837805684746506e+00, 3.902946712887416680e+00, 5.436930286489387143e+00
1.899000000000000000e+03, 1.786773852407838703e+00, 4.458200778451871571e+00, 6.176099981703289998e+00, 3.090863792545738065e+00, 2.777844060945527271e+00, 2.912727143230483318e+00, 3.772374027610577940e+00, 3.649346857810458644e+00, 9.975856317125003869e+00, 3.931578613433849068e+00, 2.821993007247376894e+00, 4.232436647544972175e+00, 4.656136803137592040e+00, 6.581649186722230205e+00, 3.950991528560261035e+00, 5.095416755384563956e+00
1.900000000000000000e+03, 1.982782890721302982e+00, 5.009388822762050886e+00, 6.520666798706440836e+00, 2.743359746355672701e+00, 2.298491827550643407e+00, 2.278954844352254039e+00, 3.298807909623206580e+00, 3.180989066760358419e+00, 9.013501906637820582e+00, 3.912161663521163568e+00, 2.914874295236725477e+00, 4.432317749401188500e+00, 4.882299141242556040e+00, 6.457811071938728276e+00, 4.183171191294415614e+00, 5.127597548178817632e+00
1.901000000000000000e+03, 2.081249637522855522e+00, 4.602785469481627700e+00, 5.686662700417289606e+00, 2.495629798759532392e+00, 2.528257838248132661e+00, 3.453082689287608975e+00, 3.063612919975729820e+00, 2.996565642976372068e+00, 9.047900970928427711e+00, 3.891886721386329739e+00, 3.002412937211660804e+00, 4.375691152591532962e+00, 4.705170319724447658e+00, 6.742552808147541654e+00, 3.903345104428457280e+00, 4.832832559570803710e+00
1.902000000000000000e+03, 2.726933473785870365e+00, 4.998855283337932498e+00, 6.087279576096235267e+00, 2.130886226547815010e+00, 3.633963582838424244e+00, 4.178088050551425958e+00, 3.256471650137730656e+00, 5.076442423028066919e+00, 8.887242990496481809e+00, 4.881518782671138368e+00, 2.842619434832675651e+00, 5.207205778916049965e+00, 4.948894775151473802e+00, 6.363441789278213356e+00, 4.598749793560292787e+00, 4.344751539855420397e+00
1.903000000000000000e+03, 3.135949111548775203e+00, 4.203366461675750898e+00, 6.266355111095571750e+00, 3.540200118841727583e+00, 1.641518932246035956e+00, 3.196577050280974941e+00, 4.024527652504202635e+00, 2.494940352858897814e+00, 1.003215757663171814e+01, 4.383918566747371237e+00, 3.108887123724228374e+00, 4.331699994960013456e+00, 4.633437084414079088e+00, 6.330336843602114349e+00, 4.107660329201606508e+00, 4.868989727701514170e+00
1.904000000000000000e+03, 2.789593380133364775e+00, 4.331553066134340213e+00, 6.111808323828557654e+00, 2.070380857406458830e+00, 2.525751039394390496e+00, 2.484870765959405148e+00, 4.169218362820129364e+00, 5.217346119196290211e+00, 9.695320848657258850e+00, 4.098233452371484731e+00, 2.957202658039970622e+00, 4.293240212149409096e+00, 4.682011956816864107e+00, 6.045304304939636886e+00, 3.464646182317342671e+00, 5.116390883153430380e+00
1.905000000000000000e+03, 3.028144129008650154e+00, 3.576906559813391784e+00, 6.233070673240350246e+00, 2.921016861185800284e+00, 2.226952551052144624e+00, 2.466886821276479846e+00, 3.833803056527816722e+00, 4.504215525266336506e+00, 9.321779956030432857e+00, 4.533929682195841693e+00, 3.159867670288571073e+00, 4.771536053601205474e+00, 4.898202521932444320e+00, 5.934013541710170259e+00, 3.851604902300974409e+00, 5.227213545886561619e+00
1.906000000000000000e+03, 2.992139144849200960e+00, 4.346583267417868157e+00, 5.826768992126964086e+00, 3.191077476484034392e+00, 2.972085975645811562e+00, 3.663832157921524946e+00, 4.359805054586832540e+00, 2.388765384006229731e+00, 8.090273556391057497e+00, 4.080952665848999850e+00, 3.114778131686076978e+00, 4.585373900191755503e+00, 4.783590081483486856e+00, 6.799177738011457528e+00, 4.279507144284361075e+00, 4.468375951475781704e+00
1.907000000000000000e+03, 2.523131290647628866e+00, 4.471418245278610648e+00, 5.282816338570190950e+00, 3.067670026085456136e+00, 1.482565233192412624e+00, 3.123517043181183617e+00, 3.826562469640818254e+00, 2.541767163956006659e+00, 9.184716567637451590e+00, 4.271335403874434000e+00, 2.858000923056787546e+00, 4.896289351158882752e+00, 4.981803194989690375e+00, 7.308044309550573381e+00, 4.315840628150520608e+00, 4.188661041814539132e+00
1.908000000000000000e+03, 2.700273990178978512e+00, 4.708531175341615693e+00, 5.615280242490568341e+00, 2.465839253794966712e+00, 1.579158880606734483e+00, 2.816229044325436082e+00, 3.501663074954631139e+00, 2.792820188411723414e+00, 7.977533927633849054e+00, 4.605327230241728742e+00, 2.896544224464908890e+00, 4.867400644346031591e+00, 4.619897365437702241e+00, 6.809231693329121704e+00, 4.022665186964458961e+00, 4.138498782446902169e+00
1.909000000000000000e+03, 2.885550582094446703e+00, 4.770680062470423088e+00, 6.831741583094387060e+00, 3.570190177144474397e+00, 2.770350019423793331e+00, 3.225782943687026894e+00, 3.114129826411006441e+00, 2.316587295852934769e+00, 9.165324335046706850e+00, 4.415498937239469512e+00, 3.177013342321303391e+00, 4.962689669276009852e+00, 4.798061354904078257e+00, 6.165434455564632543e+00, 4.565017040374897306e+00, 4.471299249351159411e+00
1.910000000000000000e+03, 3.010644672361767249e+00, 4.433231140067134035e+00, 6.138129054709825283e+00, 2.548505748454156450e+00, 2.391858371866186328e+00, 2.631480160262787749e+00, 2.737116270673455087e+00, 3.471566621424474697e+00, 8.561731324008169608e+00, 3.868616969948409867e+00, 2.991436407920302631e+00, 5.061433830645299281e+00, 4.748623901005798231e+00, 6.883106935244129865e+00, 3.905383081238944509e+00, 4.116536705169585808e+00
1.911000000000000000e+03, 2.541759259880441491e+00, 5.137266853241280629e+00, 6.458490506772217365e+00, 2.406623579571586014e+00, 2.509225140661627940e+00, 2.692749516795792442e+00, 3.785636599364725630e+00, 2.621439680757504220e+00, 8.971583811508853756e+00, 4.009924486148666034e+00, 2.645471411178494048e+00, 5.559870704060232427e+00, 3.859929368701634722e+00, 6.250122324336394364e+00, 3.418970440743489991e+00, 4.707413559915725187e+00
