year, MIROC-ES2L, CESM2-WACCM, CanESM5, ACCESS-ESM1-5, NorESM2-MM, IPSL-CM6A-LR, UKESM1-0-LL, EC-Earth3-Veg, CNRM-ESM2-1, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, NorESM2-LM, CMCC-CM2-SR5
1.988000000000000000e+03, 1.518148006971544950e+00, 1.562860296077353217e+00, 3.276695475496719023e+00, 1.503833866492396920e+00, 2.051584319719308436e+00, 2.248234942466400987e+00, 1.336507752072483290e+00, 2.111649402124901709e+00, 1.639303632712779901e+00, 1.364585241590303033e+00, 1.653488323440289509e+00, 1.061242622560651938e+00, 1.737967153327790504e+00, 1.937958900832305043e+00
1.989000000000000000e+03, 1.518175351721737565e+00, 1.563568023671736196e+00, 3.429590219908556836e+00, 1.453598540406196626e+00, 1.692832052169079615e+00, 2.239034680734941940e+00, 1.399145409014582730e+00, 2.172762262816441137e+00, 1.338160771270685778e+00, 1.469242356261756255e+00, 1.780017316195151578e+00, 1.044070224767599919e+00, 1.729946030772532950e+00, 1.812078639409303138e+00
1.990000000000000000e+03, 1.529074926216445363e+00, 1.965271062810638236e+00, 3.502909046146488237e+00, 1.428411548676890686e+00, 1.690989748991321928e+00, 2.285159043795927047e+00, 1.290501334437736736e+00, 2.041878381234763395e+00, 1.237643067662821617e+00, 1.331101049860506702e+00, 1.560060909997446732e+00, 9.502953341123919762e-01, 1.541593128653508282e+00, 1.707047281936586947e+00
1.991000000000000000e+03, 1.515271564950821936e+00, 1.763176441520755366e+00, 3.231183865669942978e+00, 1.457618551558914843e+00, 1.876730507490829147e+00, 2.477415166269166136e+00, 1.597639210575732882e+00, 2.093079460133993930e+00, 1.358959791314641397e+00, 1.227116211599193374e+00, 1.872689800128140902e+00, 9.408162075318574624e-01, 1.455453502687140688e+00, 1.698497871641972301e+00
1.992000000000000000e+03, 1.471236178948999607e+00, 1.540014141129792735e+00, 3.397280183168279954e+00, 1.390264745715455996e+00, 1.799238868685442361e+00, 2.504605919293048100e+00, 1.486933687456348574e+00, 1.973944493171069015e+00, 1.430227610118633752e+00, 1.206001806004519450e+00, 1.540653115219356328e+00, 1.086860012141027898e+00, 1.614034457361727792e+00, 1.774268457106252805e+00
1.993000000000000000e+03, 1.447851270685964309e+00, 1.360380434473115185e+00, 3.561122867901914901e+00, 1.413684827786605647e+00, 1.727978560425701859e+00, 2.320101416986864340e+00, 1.324560159331964471e+00, 2.074316248507154015e+00, 1.850294035026764705e+00, 1.131331127037588091e+00, 1.677803690869190456e+00, 1.215175895623306745e+00, 1.626654425710393426e+00, 1.706621693503633130e+00
1.994000000000000000e+03, 1.403965097650241134e+00, 1.819733387815292591e+00, 3.432022878263869536e+00, 1.500807918711083433e+00, 1.432154595812855646e+00, 2.185407616142356790e+00, 1.382174160025158471e+00, 2.052816753184854459e+00, 1.535845379747662331e+00, 1.613600126614755492e+00, 1.832918181976040062e+00, 1.177820351126842358e+00, 1.701420968079598861e+00, 1.667750668209994513e+00
1.995000000000000000e+03, 1.395721060633258848e+00, 1.642827165203183171e+00, 3.207512840217215278e+00, 1.584268365469635675e+00, 1.529435045768350765e+00, 2.170802179662957521e+00, 1.402728113155691902e+00, 2.319034581356302471e+00, 1.666429944322265877e+00, 1.790740853815777411e+00, 1.621978566174985925e+00, 1.096224734456088923e+00, 1.410252117525688798e+00, 1.747567390679090060e+00
1.996000000000000000e+03, 1.502582379129305590e+00, 1.536667092163209736e+00, 3.352670142914264240e+00, 1.542829246084012951e+00, 1.384160149316382427e+00, 2.116101825896665733e+00, 1.303154469902649382e+00, 2.149200296665168874e+00, 1.364002446195772267e+00, 1.472889320733621554e+00, 1.662349988639088672e+00, 1.052835989560959584e+00, 1.507213925360956219e+00, 1.960558578009707897e+00
1.997000000000000000e+03, 1.487582106680154004e+00, 1.650343800469805888e+00, 3.202913324856189625e+00, 1.491641568535435169e+00, 1.587622681231545041e+00, 2.137024210864141072e+00, 1.446439610606328419e+00, 2.132889195649775527e+00, 1.300593222874801835e+00, 1.284063819257984962e+00, 1.752721387552991450e+00, 1.076447133245789889e+00, 1.419573036045801651e+00, 1.683039481738022536e+00
1.998000000000000000e+03, 1.514688358436950155e+00, 1.815173543445397497e+00, 3.210462128143635407e+00, 1.425965333029503901e+00, 1.812262956476861309e+00, 2.513222449867279273e+00, 1.310081449938178766e+00, 2.055758154546873939e+00, 1.249567621022519059e+00, 1.251773957496844947e+00, 1.512642312610779527e+00, 1.077961260534549215e+00, 1.507728129516125115e+00, 1.950723822089448500e+00
1.999000000000000000e+03, 1.572315829226028194e+00, 1.653989367334848692e+00, 3.701027840905060540e+00, 1.402271672490191357e+00, 1.953878470306038118e+00, 2.617909150877789859e+00, 1.385768837203535719e+00, 2.131883262077568286e+00, 1.178860600155828608e+00, 1.503397302147296166e+00, 1.671572420372462231e+00, 1.104998539382430200e+00, 1.609142542058463299e+00, 1.965674922917570955e+00
2.000000000000000000e+03, 1.455381118538024099e+00, 1.518448028702220620e+00, 3.449091529570101677e+00, 1.415671759167537846e+00, 2.010072936808879440e+00, 2.385500746099038949e+00, 1.371045155884326183e+00, 2.136844787714783589e+00, 1.273582929677490760e+00, 1.445263791210551041e+00, 1.645521684005913476e+00, 1.085956932689638332e+00, 1.496261133506879171e+00, 1.856030581432292381e+00
2.001000000000000000e+03, 1.481875239953846846e+00, 1.417687573821960312e+00, 3.457390831089123040e+00, 1.463866567592114531e+00, 1.959352687167147833e+00, 2.333198494758776498e+00, 1.350401550977141873e+00, 2.246956271959233309e+00, 1.556479253988098277e+00, 1.621670591116302518e+00, 1.598493025453548988e+00, 9.761961492263339091e-01, 1.591323997859043216e+00, 1.780686019679366794e+00
2.002000000000000000e+03, 1.460566658813972962e+00, 1.695731936580715304e+00, 3.412145612984848864e+00, 1.419590982554826297e+00, 1.871812853868217275e+00, 2.555497353977614683e+00, 1.390366212527026857e+00, 2.215490016137900753e+00, 1.826934086067078855e+00, 1.167663057929826387e+00, 1.693965904532880096e+00, 9.787911355356607723e-01, 1.833838744471695037e+00, 1.747039241908082463e+00
2.003000000000000000e+03, 1.394542413632856137e+00, 1.500785860698067298e+00, 3.567867894683990571e+00, 1.454968637114139485e+00, 1.595843123574494982e+00, 2.535302553571018080e+00, 1.377172756243160157e+00, 2.054174199436790804e+00, 1.674407468917213704e+00, 1.048149445098788934e+00, 1.927933654384824891e+00, 1.012362001663104083e+00, 1.786633798947218521e+00, 1.850194155591186940e+00
2.004000000000000000e+03, 1.456123816815976690e+00, 1.512223378701294862e+00, 3.396581842413485486e+00, 1.447102603301669843e+00, 1.685462677819565380e+00, 2.624771382217907956e+00, 1.274481747260008069e+00, 2.209776797630439660e+00, 1.167671238191998695e+00, 1.149960222067730298e+00, 1.787575590909805001e+00, 9.970140033919201450e-01, 1.461607222896960323e+00, 1.869535495792910229e+00
2.005000000000000000e+03, 1.510465856049275191e+00, 1.933826278584159564e+00, 3.633940786533767398e+00, 1.438944013010482692e+00, 1.735305452818066030e+00, 2.443956247771050361e+00, 1.310889679952349063e+00, 2.257603156413467094e+00, 1.459946354487586584e+00, 1.437013465781775912e+00, 1.446362961556897808e+00, 9.425481065758916088e-01, 1.898627647080902925e+00, 1.601007409827303940e+00
2.006000000000000000e+03, 1.534264513214200987e+00, 1.764571353115032437e+00, 3.424156185169428657e+00, 1.405867915872688556e+00, 1.803523871640650533e+00, 2.310147862704666100e+00, 1.286518624707105429e+00, 2.021728801303880108e+00, 1.506634148980026788e+00, 1.838532368536489825e+00, 1.594802974601772450e+00, 9.756143836963967475e-01, 1.812182069975926124e+00, 1.795402407341620155e+00
2.007000000000000000e+03, 1.457314834839063433e+00, 1.785170151804652772e+00, 3.367465963442513477e+00, 1.414258037509061205e+00, 1.977029366697065527e+00, 2.468884472398050978e+00, 1.310204831123836566e+00, 2.161887715134807930e+00, 1.424583701991470441e+00, 1.529377416202939211e+00, 2.078391635544938332e+00, 1.119205694138234231e+00, 1.593928581702415359e+00, 1.988642884475067873e+00
2.008000000000000000e+03, 1.436429623011571177e+00, 1.681793381966345757e+00, 3.525649082940132129e+00, 1.424528795823872152e+00, 2.054101109674600689e+00, 2.845796102163381747e+00, 1.327158518867202375e+00, 2.229268723330200874e+00, 1.399221899839066197e+00, 1.198474408126037449e+00, 1.539549694162429150e+00, 1.125692786974973547e+00, 1.222823134224207520e+00, 1.834457842454666920e+00
2.009000000000000000e+03, 1.458943902311617968e+00, 1.916340329175546087e+00, 3.540383440846018193e+00, 1.400734673408387199e+00, 2.033278446202551937e+00, 2.648655868066865704e+00, 1.336876761063190866e+00, 2.166937430516652441e+00, 1.190430422449451298e+00, 1.323992895471579834e+00, 1.747793364030685970e+00, 1.117782492558414331e+00, 1.577560241238274763e+00, 1.852623335909848512e+00
2.010000000000000000e+03, 1.495313081399036736e+00, 1.788483569466589929e+00, 3.137416664241375663e+00, 1.386762384044646801e+00, 1.941611107472066777e+00, 2.233403406095223254e+00, 1.272903780714300881e+00, 2.156606609952721687e+00, 1.302237464241618570e+00, 1.449847968183670233e+00, 1.889352807253885214e+00, 1.086767307158111207e+00, 1.558075452288220974e+00, 1.887684621509726268e+00
2.011000000000000000e+03, 1.425844641832304527e+00, 1.604706302370544124e+00, 3.720035839576444570e+00, 1.401242939202989701e+00, 2.144150082707967364e+00, 2.498147783850140247e+00, 1.303223438596883721e+00, 2.514671864261603051e+00, 1.397590747695695690e+00, 1.324860592337691045e+00, 1.955357379276504215e+00, 1.158273596871980615e+00, 1.484796790727175297e+00, 1.864778323520050130e+00
2.012000000000000000e+03, 1.415004234636416669e+00, 1.359626846165340908e+00, 3.769572195956157667e+00, 1.396167881017439827e+00, 1.952960491183041158e+00, 2.596430421982879100e+00, 1.263189690471377746e+00, 2.467469839066219528e+00, 1.454371407213998824e+00, 1.463352469616639784e+00, 1.579434432575833824e+00, 1.166055473344556948e+00, 1.674734457618589856e+00, 1.788159651633149494e+00
2.013000000000000000e+03, 1.464516810698836213e+00, 1.899688752112679069e+00, 3.502202295184320135e+00, 1.406998996492996756e+00, 1.703428283399895937e+00, 2.505343446702734234e+00, 1.246643590621225872e+00, 2.139987217634801819e+00, 1.257558259150763469e+00, 1.473779378464053380e+00, 1.548583634064143011e+00, 1.144776018036945064e+00, 1.530804002570625322e+00, 1.939181442713758141e+00
2.014000000000000000e+03, 1.420557814153508458e+00, 1.918331233015325044e+00, 3.775765067601680069e+00, 1.413427781901933189e+00, 1.694568961727676237e+00, 2.423521174267565748e+00, 1.219709805649711321e+00, 2.103174819146413022e+00, 1.509657689021426830e+00, 1.566197484928080419e+00, 1.543217539388818116e+00, 1.228473291333932904e+00, 1.652536512925245837e+00, 1.859201407527576233e+00
