year, UKESM1-0-LL, INM-CM4-8, CanESM5, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, CESM2-WACCM, TaiESM1, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, INM-CM5-0, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5
1.964000000000000000e+03, 2.183651761573371708e+00, 2.405193164368459424e+00, 1.745859291323351048e+00, 9.846813591326544213e-01, 2.002860607887452904e+00, 2.279081192392059307e+00, 1.484724511940270553e+00, 1.847940540383567365e+00, 1.757902955772796316e+00, 1.895940319556504994e+00, 1.435406516188994841e+00, 2.257753358280246925e+00, 1.557724679821734570e+00, 2.394513994533410184e+00, 1.135153090589286151e+00, 1.443401507525417182e+00
1.965000000000000000e+03, 1.371228094421033994e+00, 1.924171767568672475e+00, 1.131980745282409773e+00, 1.013071307902363660e+00, 1.853502650221219072e+00, 2.210958497956554414e+00, 1.935611343843822940e+00, 1.938670584233305405e+00, 1.987973310450951381e+00, 1.833286842675503570e+00, 1.225958376290003704e+00, 2.089907834052304292e+00, 1.518273435130049531e+00, 1.157399210976027604e+00, 1.459729561987836099e+00, 1.547662426550381554e+00
1.966000000000000000e+03, 1.871178956195425513e+00, 2.054253211181461758e+00, 1.453249628659404991e+00, 9.673617794834981076e-01, 2.381704557521417964e+00, 1.805964549375211670e+00, 1.490167270279397549e+00, 2.421852610024542329e+00, 2.231907714870581039e+00, 1.532704046756016680e+00, 1.364403211429952911e+00, 1.751976569598304945e+00, 1.140250732017792812e+00, 1.162703829769516028e+00, 7.862125863656534985e-01, 2.585962566547610031e+00
1.967000000000000000e+03, 2.134844596392165172e+00, 2.108195028877196009e+00, 1.445205672927575957e+00, 7.769099745233741805e-01, 2.090223303213611050e+00, 2.098631067533477168e+00, 1.415515355338032411e+00, 1.761626429895777113e+00, 2.934038240953351639e+00, 2.201487124986155397e+00, 1.582778925262630754e+00, 2.518987754911417021e+00, 1.086189331497483535e+00, 2.415520740684516721e+00, 1.140430258455350954e+00, 2.750779960251682255e+00
1.968000000000000000e+03, 1.497590530127532515e+00, 1.735304901102068698e+00, 1.833266343800957099e+00, 8.349607285841470494e-01, 1.829934129507287732e+00, 2.480979626608083244e+00, 1.221402539862075587e+00, 2.078792277854227599e+00, 2.856414867089600129e+00, 3.025686381780023471e+00, 1.858428149528724482e+00, 2.112251334666095381e+00, 1.380137420290506123e+00, 1.525540848529877147e+00, 1.295757550886768694e+00, 2.709811150764633414e+00
1.969000000000000000e+03, 1.285470834607702395e+00, 2.005932551065018110e+00, 1.855913918622237535e+00, 9.357567698035459403e-01, 1.814204962500562734e+00, 2.063031476838286693e+00, 2.586425686468843743e+00, 2.591557540937866388e+00, 2.794324861227004853e+00, 1.944890822517018725e+00, 1.413006174056409714e+00, 2.322205557521800579e+00, 1.807428863950136799e+00, 1.371968495173805813e+00, 1.124339594077011784e+00, 2.765203056352508071e+00
1.970000000000000000e+03, 1.303420681963393779e+00, 2.316754036767628921e+00, 2.074676757388032922e+00, 1.062049074946529670e+00, 2.236811717315157821e+00, 2.112598848087337888e+00, 1.959367674543255999e+00, 1.835246471098029852e+00, 2.671527288888264184e+00, 1.811320405684457846e+00, 1.634285457954999243e+00, 2.165041192198779552e+00, 1.937196585371824931e+00, 1.615250577639453011e+00, 1.234797630529968160e+00, 2.233136430337633538e+00
1.971000000000000000e+03, 1.388880305962078010e+00, 2.022408955408629971e+00, 1.774852807287791601e+00, 1.252217502287873874e+00, 2.083247695963814206e+00, 2.526691504965247415e+00, 2.018404160444357220e+00, 2.056362462831443860e+00, 2.532331985288660992e+00, 1.872252631845709114e+00, 1.681899720035039181e+00, 1.898530555522064400e+00, 1.558554751534515947e+00, 1.564498265092745255e+00, 1.234432821421898474e+00, 1.830125852586405255e+00
1.972000000000000000e+03, 1.797302658369269057e+00, 2.612256177342580088e+00, 2.175876254436668322e+00, 1.312892592903907918e+00, 2.104084389509847330e+00, 2.269016639080327025e+00, 1.652695674752674870e+00, 2.602888530980321136e+00, 1.953525819295448329e+00, 2.486992668370686665e+00, 1.370831179968321933e+00, 2.146945852907679253e+00, 1.017963535302764955e+00, 1.545228718241299815e+00, 1.357963222446831209e+00, 2.521708321509424700e+00
1.973000000000000000e+03, 1.522864199329694967e+00, 2.521077010955814046e+00, 1.777708901063294045e+00, 9.255124711933420123e-01, 2.054784320882467874e+00, 1.820388280140877946e+00, 1.123673857807079512e+00, 1.577907392854442259e+00, 1.820805716172310573e+00, 2.466612229017163926e+00, 1.413004450908869059e+00, 2.244333653738137979e+00, 1.057422893371276373e+00, 1.490768907646234709e+00, 1.254656695713043169e+00, 2.604967246743020937e+00
1.974000000000000000e+03, 1.338389920293376667e+00, 2.906343992982318269e+00, 1.739740662860251641e+00, 7.666318431272185485e-01, 2.592348363048849080e+00, 2.458614803243940106e+00, 1.533196265175293060e+00, 1.745117046380875392e+00, 1.742870443970567784e+00, 2.056258606307832970e+00, 1.524110143255639205e+00, 2.649814663802004588e+00, 1.714753983224936329e+00, 1.531353865211287246e+00, 1.329271721653750404e+00, 3.132229470410315297e+00
1.975000000000000000e+03, 1.045249386858370988e+00, 2.617725815985786131e+00, 1.610252252417547769e+00, 7.853408157836224701e-01, 2.194114994789274409e+00, 2.335642253826490933e+00, 2.426058104190854880e+00, 1.833999416080287714e+00, 1.667234309965435646e+00, 3.024140910026017259e+00, 1.680192169762478205e+00, 2.095958307591129888e+00, 1.907317356660595653e+00, 2.003082983439575582e+00, 1.410389687657114255e+00, 2.796271783802296351e+00
1.976000000000000000e+03, 1.407705884066837276e+00, 2.493879717644522209e+00, 1.786452929275232249e+00, 1.062187811665634918e+00, 2.062957048090046985e+00, 2.414335450692155050e+00, 1.783346631348107225e+00, 1.959104634373317833e+00, 1.771249736000964470e+00, 2.451676047716604412e+00, 1.484229265704339662e+00, 2.369056729067929190e+00, 1.392653421854100237e+00, 1.189048105409435951e+00, 1.485161921925872486e+00, 2.760313490655383006e+00
1.977000000000000000e+03, 1.386030100420584832e+00, 2.250364944589184013e+00, 1.389484709806223961e+00, 1.137886596979366560e+00, 2.224855712548428510e+00, 2.521175705334790962e+00, 1.886265900903480563e+00, 3.321355819057166592e+00, 1.585065894966666944e+00, 2.159303013372711799e+00, 1.445732396054567603e+00, 2.425667651176047546e+00, 1.159411565560132695e+00, 1.355751297288184221e+00, 9.857972041228305615e-01, 2.628135701815869307e+00
1.978000000000000000e+03, 1.084317937146310529e+00, 2.899858256343739615e+00, 2.110039950623348926e+00, 1.384436208911789645e+00, 2.258853143100899796e+00, 2.080899524648130328e+00, 1.760649719353891918e+00, 2.829757151740399213e+00, 1.540691840943770430e+00, 2.318732093172305664e+00, 2.180549406489520781e+00, 2.054961191806507603e+00, 1.268771853129573302e+00, 1.945784117493423171e+00, 1.062943873131957373e+00, 2.517910689538346514e+00
1.979000000000000000e+03, 1.506852817855363069e+00, 1.656293572823919646e+00, 2.569914445622331733e+00, 1.270750979528370239e+00, 1.791743837096679393e+00, 1.840360598795110159e+00, 1.756805615514290597e+00, 1.938464577024863855e+00, 1.788258735056795112e+00, 2.293113256697779878e+00, 1.873973285536098654e+00, 2.670588452149794012e+00, 1.551538466952414819e+00, 1.668385986484065997e+00, 1.064311839080073430e+00, 2.102477226823761924e+00
1.980000000000000000e+03, 1.959363121637379246e+00, 2.638877053602584954e+00, 1.779057105644376469e+00, 1.007951386346650047e+00, 1.788715173476872922e+00, 2.325298423542148996e+00, 1.800691122739569883e+00, 1.828939525802413035e+00, 1.842638929841719619e+00, 2.297825434299359149e+00, 1.253300819429078006e+00, 1.962336208433608453e+00, 1.600747095588276991e+00, 1.510646754275331016e+00, 1.081940141266070965e+00, 1.510148342431804069e+00
1.981000000000000000e+03, 1.208975494331390843e+00, 2.360924813515718590e+00, 2.183667299821339558e+00, 1.224016343600663248e+00, 2.004785346993759543e+00, 2.171058430719686960e+00, 1.243160769503183882e+00, 2.462510571559859862e+00, 2.285940791422630181e+00, 1.999009666833083010e+00, 1.491056605729735640e+00, 2.212353752517301597e+00, 1.655285733034869811e+00, 1.715659686413758989e+00, 9.970269794022855736e-01, 2.170339025512967535e+00
1.982000000000000000e+03, 1.524230998063049070e+00, 2.476175727498794110e+00, 1.562773669503597862e+00, 8.684501836464536551e-01, 3.042765046416813668e+00, 2.515021030986932526e+00, 1.697877954530665257e+00, 2.125192661423359386e+00, 1.945645981574838590e+00, 1.713866867439981068e+00, 1.611738181893730193e+00, 2.097940320419998450e+00, 1.210286494939233570e+00, 2.192400308447516100e+00, 1.217349621773458956e+00, 2.263455320940645166e+00
1.983000000000000000e+03, 9.374829123319486923e-01, 2.446576871257895913e+00, 1.674097535087593958e+00, 1.267724940501404607e+00, 2.680928866669081589e+00, 2.391588183849110649e+00, 2.688988999242259759e+00, 1.984470261077935893e+00, 2.248874117203795819e+00, 1.500345418904284189e+00, 1.647005581632564386e+00, 1.896144042596662471e+00, 1.733835531237342131e+00, 1.627118870768528236e+00, 1.277956594496119092e+00, 2.037473756151473303e+00
1.984000000000000000e+03, 1.455970901412037222e+00, 2.045481214327543817e+00, 2.243603961199534869e+00, 7.123705116315036667e-01, 2.357592277966763739e+00, 1.869494791291798297e+00, 1.640301692157019708e+00, 2.012074646162166580e+00, 2.832328770568105725e+00, 2.106465552829597243e+00, 1.401883277441873021e+00, 2.177102237298305099e+00, 1.961342604759891195e+00, 1.517175315090986132e+00, 8.775192603818108283e-01, 2.235163900374789847e+00
1.985000000000000000e+03, 1.231210322111344624e+00, 2.358497855088808937e+00, 2.069193954139475267e+00, 1.173238583217192321e+00, 3.014427635148976492e+00, 2.022256047953926661e+00, 1.641743150285906117e+00, 3.055560128706618972e+00, 2.020210017621030030e+00, 2.113911215350820605e+00, 1.317120815243519649e+00, 2.181438970721023551e+00, 1.885456548395399778e+00, 2.243338790532669602e+00, 1.222932600056629848e+00, 2.214814709836038009e+00
1.986000000000000000e+03, 1.502472000456364754e+00, 1.902963228250458938e+00, 1.904345034551355065e+00, 1.318859550905033595e+00, 2.459405907576844186e+00, 2.222943269101909092e+00, 2.691724232061389888e+00, 2.185943547030424927e+00, 2.317587483008687776e+00, 2.001133075860414223e+00, 1.528859092132745401e+00, 1.873250763042005884e+00, 1.358994308263006046e+00, 1.726260874423823477e+00, 1.097641087672854177e+00, 2.620154118814783217e+00
1.987000000000000000e+03, 1.638597897735725617e+00, 2.585593309750080948e+00, 1.689860262041214201e+00, 1.107483940958913227e+00, 2.189339159805682389e+00, 2.370935329831229232e+00, 2.631666378278745277e+00, 1.981166023707983115e+00, 2.639127574411076260e+00, 2.561852188145381959e+00, 1.486415482422860812e+00, 2.860957297774326058e+00, 1.399815470859067545e+00, 1.951525992299576018e+00, 1.232351174288923712e+00, 1.973103471188623503e+00
1.988000000000000000e+03, 1.647316728265228347e+00, 2.596011465149682618e+00, 1.588409332933027551e+00, 1.112474324452393359e+00, 1.779004230991389379e+00, 2.529321298046883104e+00, 1.755139598137698709e+00, 2.148537037771819147e+00, 3.058767349014148706e+00, 2.336425549107776778e+00, 1.865196348720323138e+00, 2.604242874431544674e+00, 1.569128927888906677e+00, 1.558862894848815239e+00, 1.448677896648322916e+00, 2.393858882358471440e+00
1.989000000000000000e+03, 1.637940308967728020e+00, 2.868094947710201570e+00, 1.958304427373990908e+00, 1.345979310278125229e+00, 1.641741371934487326e+00, 2.143733291449744005e+00, 1.759777336997953689e+00, 2.021515408395616831e+00, 1.842385180669685818e+00, 2.457455794899354728e+00, 1.261641528842567084e+00, 2.376559192567736289e+00, 1.317275911083764406e+00, 1.292246623189512222e+00, 1.028861955805072448e+00, 2.589392326484801554e+00
1.990000000000000000e+03, 1.558704008351162074e+00, 2.377637469792216240e+00, 2.056197753325310185e+00, 1.060601230159507136e+00, 2.541300759642561857e+00, 2.079316229471225519e+00, 2.815170717429825054e+00, 2.078505303461822162e+00, 1.852319640173785587e+00, 2.086944559430293999e+00, 1.554520684473078118e+00, 2.314661293915843743e+00, 1.024444148641316721e+00, 1.578126509861913718e+00, 9.615779559575984292e-01, 2.040324209463805438e+00
1.991000000000000000e+03, 2.274377945306943261e+00, 2.216340654075237726e+00, 1.514442694961032121e+00, 9.280280808942776849e-01, 2.485832204760964892e+00, 1.662209034801298335e+00, 2.251059875849113379e+00, 1.807208435122548584e+00, 2.293761390243378440e+00, 1.693277906112147901e+00, 1.217373704537352941e+00, 1.958230984050268297e+00, 1.427793793271058487e+00, 1.949804692235725057e+00, 1.217829040558585874e+00, 1.455295202951763400e+00
1.992000000000000000e+03, 1.977627404056941041e+00, 2.684528476229261607e+00, 2.011853663693308203e+00, 9.953369803223801604e-01, 2.222115536589172713e+00, 2.316515182835401365e+00, 1.631503628812190243e+00, 2.179967437455771151e+00, 2.209519526503141318e+00, 1.990672919414806286e+00, 1.730925260300590685e+00, 1.884131239615453923e+00, 2.640358136693321534e+00, 1.374521457231074661e+00, 1.139610247550891797e+00, 2.157133280315869595e+00
1.993000000000000000e+03, 1.438143484227992541e+00, 2.702349949134600138e+00, 2.161925938963685567e+00, 9.626935484083415373e-01, 1.833503622148524803e+00, 2.368526564852188265e+00, 1.409672988899586477e+00, 2.055510791740259524e+00, 2.138282912317244211e+00, 2.267755564108739463e+00, 2.009174231414695200e+00, 2.071353442454296090e+00, 1.454661041787808307e+00, 1.801513147232630674e+00, 1.675961774769198609e+00, 2.179781283109878398e+00
1.994000000000000000e+03, 1.673069861162166827e+00, 2.435624728374026216e+00, 1.881338805318649943e+00, 1.375681067627082532e+00, 1.750033906684054674e+00, 2.230360662640804570e+00, 2.425293703555793989e+00, 1.711633786324347373e+00, 1.473575691450633718e+00, 2.568287615690486803e+00, 1.564589385454174808e+00, 2.170240309528605582e+00, 1.271834926387583886e+00, 2.055364670004362626e+00, 1.250456645739343786e+00, 2.539349993005984629e+00
1.995000000000000000e+03, 1.550524871564088691e+00, 2.189173029536147563e+00, 1.543005756122416194e+00, 1.555994196090111137e+00, 1.649493729224518423e+00, 1.802582733226681055e+00, 2.091941174441386053e+00, 2.089018760800864793e+00, 1.614577485985530636e+00, 1.531538969547674434e+00, 1.595234456924772282e+00, 2.343876184124212614e+00, 1.436614776562303630e+00, 2.034363731642732986e+00, 1.335419927714334154e+00, 2.438645752907649289e+00
1.996000000000000000e+03, 1.534503528354428825e+00, 2.248263646136341887e+00, 1.692746637143549782e+00, 1.114126267725322306e+00, 1.727378896205072234e+00, 2.281930836217259451e+00, 1.607162944730563092e+00, 1.799346867375618997e+00, 1.430015930832341020e+00, 1.805633484000535249e+00, 1.302311265942831531e+00, 2.220719502552103375e+00, 1.477026435057122500e+00, 1.250683741641894331e+00, 1.125359272433386959e+00, 2.897672809044432807e+00
1.997000000000000000e+03, 1.741500748812013777e+00, 2.077215280666861563e+00, 1.634705915972745949e+00, 9.494134144579182699e-01, 2.056298215009221941e+00, 2.317054683623382072e+00, 1.997047907884826445e+00, 1.526366924030831074e+00, 1.937101251177409500e+00, 1.757557957885021782e+00, 1.746757530172278416e+00, 2.142545599374484411e+00, 1.693003613060504176e+00, 1.707921632215902763e+00, 9.588932907979622611e-01, 2.341128260908537762e+00
1.998000000000000000e+03, 1.307244325736557800e+00, 2.166786778598077223e+00, 1.627369006501071080e+00, 9.237353063400233211e-01, 2.789005600499117499e+00, 2.121008596766964516e+00, 2.452659842330405571e+00, 2.268195157242817839e+00, 2.320385736654668296e+00, 1.950342181860308610e+00, 1.254615300415517609e+00, 2.433537210772436676e+00, 1.399615655709731232e+00, 1.388448391550851202e+00, 1.004139612014790073e+00, 2.518864882356515178e+00
1.999000000000000000e+03, 1.468510007977192888e+00, 2.362172592739975929e+00, 2.375849754436871741e+00, 1.179831677325283268e+00, 2.293426073374854379e+00, 2.669522093455451550e+00, 2.002230581929189235e+00, 1.519738000308514581e+00, 2.979459865065072766e+00, 2.360278473725857307e+00, 1.732248906001196520e+00, 2.100421272599426459e+00, 1.791482716804848607e+00, 1.550225525948883964e+00, 9.534308938820230672e-01, 2.915305262328668157e+00
2.000000000000000000e+03, 1.563865494350726415e+00, 2.261145530020596706e+00, 1.897207185783431171e+00, 1.175548135024829355e+00, 1.956374300431933611e+00, 1.931276677608143588e+00, 1.590525708952067241e+00, 2.170547215494932125e+00, 2.582327317277158585e+00, 1.783462214747328467e+00, 1.520768514552709005e+00, 1.827931966814547948e+00, 1.216374307652866360e+00, 1.924947703476284744e+00, 1.071615575160342004e+00, 2.968668357037003602e+00
2.001000000000000000e+03, 1.265006896650476387e+00, 2.439009273699033198e+00, 2.080726976802573791e+00, 1.262719962770623594e+00, 2.149363831835281680e+00, 1.687095926497625964e+00, 1.438114833663710845e+00, 2.713896288171332660e+00, 2.436385728195501699e+00, 1.967217611532601440e+00, 1.307818407207286482e+00, 2.163047734689047097e+00, 1.078251836701784816e+00, 1.656259384645339061e+00, 1.497661958567789497e+00, 2.485548564626229417e+00
2.002000000000000000e+03, 1.659172746899082673e+00, 2.735032176186450670e+00, 1.941439893603006395e+00, 7.822677986572060815e-01, 2.485219376079047748e+00, 2.129615037616896078e+00, 2.062356878587697118e+00, 2.413299405978328593e+00, 2.276108740220584181e+00, 2.812048736313180086e+00, 1.789797183824873628e+00, 2.248629564498583644e+00, 1.290453418199010382e+00, 1.466728085117942282e+00, 1.756691198453132374e+00, 1.414083745588179175e+00
2.003000000000000000e+03, 1.496997841230334858e+00, 2.412599803620876227e+00, 2.089159500566336369e+00, 7.951749495268889412e-01, 2.628413372706223328e+00, 1.808733655195748025e+00, 1.624867103838047999e+00, 1.933443787659657520e+00, 1.602743423714131810e+00, 2.514147082473946249e+00, 1.354811297196805153e+00, 1.989623348632284072e+00, 1.474059192239324245e+00, 1.599619180380666972e+00, 1.185557418438909716e+00, 1.697865675350082926e+00
2.004000000000000000e+03, 1.238588592789970688e+00, 2.090896695087002044e+00, 1.721680298517152652e+00, 9.468263469837647772e-01, 2.390498702188814661e+00, 2.180497178432195593e+00, 1.622246545168770426e+00, 1.436185995645321789e+00, 1.888775921966782345e+00, 1.735508951270753553e+00, 1.233643013248346909e+00, 2.289884084225462857e+00, 9.830011801114305614e-01, 1.567263974784432357e+00, 8.066515353578975756e-01, 3.227809745020508991e+00
2.005000000000000000e+03, 1.461062229220173370e+00, 2.345712983478442926e+00, 2.117591598255375018e+00, 1.148861526658686127e+00, 2.069535813386946810e+00, 2.308637384234032641e+00, 2.600878473051094542e+00, 2.291423035532975661e+00, 1.969194239777698252e+00, 2.602805200658206530e+00, 1.589270345284599095e+00, 2.643987393219028981e+00, 1.239097632129174453e+00, 1.367198201430972926e+00, 1.186879675356338204e+00, 3.259701834832373635e+00
2.006000000000000000e+03, 1.299292447249512428e+00, 2.536926316138960580e+00, 1.740327972106634480e+00, 1.533125209398114253e+00, 1.922496557195989331e+00, 2.719631020261970900e+00, 2.265111943067635192e+00, 2.219917512658316827e+00, 2.054062433083269301e+00, 2.677031481373925548e+00, 1.559706200968600909e+00, 2.092956440991607270e+00, 1.715139418596841825e+00, 1.374936259958371210e+00, 1.351158496874935722e+00, 2.300219904370821578e+00
2.007000000000000000e+03, 1.412827250178986915e+00, 2.215798850938724751e+00, 1.644458163056285116e+00, 1.208565015372776719e+00, 2.695786053852041508e+00, 2.224430192002339712e+00, 2.101400833125011580e+00, 2.167750199722116911e+00, 2.528174714492342545e+00, 1.763804963097719058e+00, 1.107715236299590567e+00, 1.923100568335663452e+00, 1.606906771804297529e+00, 2.246843041840841160e+00, 1.132422988829637545e+00, 2.317923639705311345e+00
2.008000000000000000e+03, 1.269265742776934047e+00, 2.297470310524143411e+00, 2.198556798276944502e+00, 7.933789546326622810e-01, 2.786377520178984657e+00, 2.048428700296480720e+00, 1.755121280574650999e+00, 2.692791613549760044e+00, 2.631180769840194333e+00, 1.448157939064564470e+00, 1.777033093734773583e+00, 2.563423239205064874e+00, 1.200073711011385713e+00, 1.521927194485006574e+00, 1.210572168976795426e+00, 1.884649277255965982e+00
2.009000000000000000e+03, 1.372693933580557912e+00, 2.476642575924048906e+00, 1.934835691005040159e+00, 9.660462855405576033e-01, 1.848789060870690948e+00, 2.106938009514720100e+00, 2.439291728760253797e+00, 2.361301103270944779e+00, 2.647564540839755232e+00, 1.910592284909019556e+00, 1.886412842151812264e+00, 2.156086145941632726e+00, 1.521108120183733092e+00, 1.693246449464013592e+00, 8.701110350007488226e-01, 2.242862304878331603e+00
2.010000000000000000e+03, 1.300473940499704328e+00, 1.896602264619329681e+00, 1.059436298176970270e+00, 1.182404866684753308e+00, 1.711287845125191831e+00, 1.936524357983263611e+00, 2.072477566674947536e+00, 2.021056121734894795e+00, 2.275582993681362076e+00, 1.983890605273557872e+00, 1.598493440304113333e+00, 2.623992577597747733e+00, 1.372660840401735083e+00, 1.332573522853685466e+00, 1.128569663966224379e+00, 2.439847104193226368e+00
2.011000000000000000e+03, 1.432825563355407228e+00, 2.665325537913702192e+00, 1.897141310045082907e+00, 9.383857090189482442e-01, 2.612308569592169949e+00, 2.240666474057603441e+00, 1.560326366156618239e+00, 1.688243741468489434e+00, 2.918681785710532495e+00, 1.934744293087037104e+00, 1.456738922591361396e+00, 2.141398948496669341e+00, 1.656193892424283609e+00, 1.363413732139650669e+00, 1.258491561123277647e+00, 2.302211486295131948e+00
2.012000000000000000e+03, 1.301477601225187408e+00, 2.907000496214648955e+00, 2.095866667896822300e+00, 1.034059461122775803e+00, 2.163372000218258151e+00, 2.090222005550007367e+00, 1.372317490348152980e+00, 1.731628888667397170e+00, 2.367751246261359910e+00, 2.073128103744409589e+00, 1.535899144051280141e+00, 1.845065379313138187e+00, 1.343424561232716030e+00, 1.890286596095792193e+00, 1.312374283304829969e+00, 2.013674088574540555e+00
2.013000000000000000e+03, 1.177325300177066270e+00, 2.253650277340584207e+00, 1.920401922241133041e+00, 1.082808013861076946e+00, 2.159695954796007289e+00, 1.952762474129736248e+00, 2.614726178728981942e+00, 2.577635713469532686e+00, 1.632678566275934884e+00, 1.859899877185907213e+00, 1.961915158085013600e+00, 2.280612979168550325e+00, 1.272962869878033754e+00, 1.582745943171540715e+00, 1.020227095432293618e+00, 2.416379658437996181e+00
2.014000000000000000e+03, 1.337646128658701139e+00, 2.110251294577988546e+00, 2.172424860572198302e+00, 1.143213987171643353e+00, 2.360562921308771767e+00, 1.622930692201755898e+00, 2.607385756882160344e+00, 2.674657567987174023e+00, 1.536883607324052159e+00, 2.251530520532134982e+00, 1.393980738482366144e+00, 2.651222325417526893e+00, 2.177784950559796151e+00, 1.532523869383700443e+00, 1.232410359026620883e+00, 2.654638388207271493e+00
