year, CESM2-WACCM, CMCC-CM2-SR5, ACCESS-ESM1-5, MPI-ESM1-2-LR, UKESM1-0-LL, MIROC-ES2L, CNRM-ESM2-1, EC-Earth3-Veg, IPSL-CM6A-LR
1.956000000000000000e+03, 1.334739578410664984e-01, 5.721595810888133876e-02, 2.823702877846868131e-01, 6.551717068065654459e-02, 1.133228856967775618e-03, 2.086628692123680129e-01, 1.037565427272051644e-01, 1.119233474847209503e-01, 6.052059146373865717e-02
1.957000000000000000e+03, 1.346623765124152217e-01, 5.850606929858272881e-02, 2.899431439701188329e-01, 6.867872342070997782e-02, 1.080931523283371965e-03, 2.118046925068690634e-01, 1.022871253363910327e-01, 1.166331703619443994e-01, 6.291113538983449105e-02
1.958000000000000000e+03, 1.379283223299373473e-01, 5.966623028096917913e-02, 2.973087860136889859e-01, 7.028674514723037836e-02, 1.095908171673061655e-03, 2.154407445948536004e-01, 9.833338682230746697e-02, 1.213067434017287977e-01, 6.494712702366435553e-02
1.959000000000000000e+03, 1.413983986596085429e-01, 6.075991993639374283e-02, 3.044679560054591172e-01, 7.487649186279755897e-02, 1.151054185717161364e-03, 2.194904066856182279e-01, 9.216462299837557826e-02, 1.265124179627170886e-01, 6.661494476832777178e-02
1.960000000000000000e+03, 1.454684114465171485e-01, 6.046540022472283310e-02, 3.112030722259968019e-01, 7.633309029551219038e-02, 1.071154241403443402e-03, 2.132066030671977974e-01, 8.420442581725896825e-02, 1.319091666224971038e-01, 6.822404917886723541e-02
1.961000000000000000e+03, 1.388474473041885759e-01, 5.903880911528890107e-02, 3.030077854325574638e-01, 7.747743672536913651e-02, 1.267510884242295391e-03, 2.106279265903819586e-01, 7.646336555864323425e-02, 1.277050921241771886e-01, 6.837754562366424316e-02
1.962000000000000000e+03, 1.337478527069055345e-01, 5.796334476645253336e-02, 2.965534650580741727e-01, 7.778029227431443315e-02, 1.551369397319159920e-03, 2.098830023138069101e-01, 6.920699228013919846e-02, 1.237616357345673462e-01, 6.839667134278121230e-02
1.963000000000000000e+03, 1.332820712222863302e-01, 5.711155682672778428e-02, 2.910799467060511403e-01, 8.481096319175576714e-02, 1.754905507853633459e-03, 2.112884267417686202e-01, 6.279919840673992004e-02, 1.200856155137314529e-01, 6.868718029945858339e-02
1.964000000000000000e+03, 1.300733997933718744e-01, 5.643072984432439404e-02, 2.862075662233498630e-01, 8.592473288153791577e-02, 1.950152603649576858e-03, 2.135283646513145006e-01, 5.697481563220828382e-02, 1.165751198233646591e-01, 6.888500532681053612e-02
1.965000000000000000e+03, 1.295074523116344356e-01, 5.598459937006056847e-02, 2.818217622314913018e-01, 8.148410941006904717e-02, 2.133352065984608220e-03, 2.157211405605764520e-01, 5.182189207438896855e-02, 1.131691292222625350e-01, 6.933569980298247282e-02
1.966000000000000000e+03, 1.279125178537536822e-01, 5.568458075369204369e-02, 2.777644223523207945e-01, 8.269145620712035905e-02, 2.555039929011763186e-03, 2.178686240810104313e-01, 4.738339794873678429e-02, 1.099461308827865552e-01, 6.986092087709439014e-02
1.967000000000000000e+03, 1.258510987669268222e-01, 5.546883171900982012e-02, 2.739854696865110517e-01, 8.089695833724541707e-02, 3.139671735531205082e-03, 2.198431816571466690e-01, 4.338886984865910484e-02, 1.068438892214663427e-01, 7.039855803846434279e-02
1.968000000000000000e+03, 1.270666040059658108e-01, 5.538251514210954657e-02, 2.704672339173389561e-01, 7.791254794279851847e-02, 3.467456511253490768e-03, 2.209045675744275850e-01, 4.016399226816382700e-02, 1.039755219753480120e-01, 7.087420308257952328e-02
1.969000000000000000e+03, 1.265446534527115974e-01, 5.543093686771458778e-02, 2.671802217348526742e-01, 7.978388743699424412e-02, 3.612053776145410580e-03, 2.221596817207024122e-01, 3.750728146410129554e-02, 1.013638637350513655e-01, 7.146961377072551247e-02
1.970000000000000000e+03, 1.295911195469955646e-01, 5.521278741780959870e-02, 2.640917373815267477e-01, 7.752714800614927959e-02, 3.276054718987836747e-03, 1.984630459728138896e-01, 3.580780963706689524e-02, 9.881868869152858614e-02, 7.205319202612349427e-02
1.971000000000000000e+03, 1.231199903036020310e-01, 5.476070155745262069e-02, 2.639917765507652780e-01, 7.626355327596733014e-02, 2.722934835332269706e-03, 1.855962173901710144e-01, 3.327997951353563882e-02, 9.590553102671606212e-02, 6.764229130634008547e-02
1.972000000000000000e+03, 1.212403267348968472e-01, 5.443651843744780339e-02, 2.635703885997965901e-01, 7.669222376642814698e-02, 2.393116269778402562e-03, 1.773250233180430901e-01, 3.093347295417123860e-02, 9.318632249528904787e-02, 6.366843715115753921e-02
1.973000000000000000e+03, 1.163016479561076177e-01, 5.418615832196542470e-02, 2.630767155656893452e-01, 7.570498015251067581e-02, 2.147205304364005907e-03, 1.713206689207786015e-01, 2.876846350933384353e-02, 9.056523518062552236e-02, 5.980472467855148938e-02
1.974000000000000000e+03, 1.138430712798115807e-01, 5.408982951916592452e-02, 2.626095799639115991e-01, 7.309294162603882650e-02, 1.943232293101441154e-03, 1.659872953364902037e-01, 2.673671901354613897e-02, 8.807081884489803558e-02, 5.640042533315341861e-02
1.975000000000000000e+03, 1.156622651035323218e-01, 5.404407760290945439e-02, 2.621839563673436513e-01, 7.299152324270646863e-02, 1.768201615694841525e-03, 1.628113064589084558e-01, 2.488814832305409619e-02, 8.569085515618973803e-02, 5.337514286875619240e-02
1.976000000000000000e+03, 1.159568247334888252e-01, 5.403390299662907958e-02, 2.618354732356961145e-01, 7.439364084039548630e-02, 1.613430817074937773e-03, 1.611109077941706436e-01, 2.320960511512308241e-02, 8.339006922104715003e-02, 5.059968517077917394e-02
1.977000000000000000e+03, 1.140298585258903430e-01, 5.419223490366492646e-02, 2.615094514009886906e-01, 7.429676264077127168e-02, 1.476498095064650512e-03, 1.594109396844593241e-01, 2.169040492322260941e-02, 8.118921241109068598e-02, 4.833986573271186610e-02
1.978000000000000000e+03, 1.130455209480338424e-01, 5.443368323897632144e-02, 2.612371104313520043e-01, 7.832156025167152924e-02, 1.351239983624180543e-03, 1.592641702579922214e-01, 2.033490121633037967e-02, 7.909528488131926938e-02, 4.673604174695872304e-02
1.979000000000000000e+03, 1.113373281396869280e-01, 5.464262426015870089e-02, 2.611660977647233817e-01, 8.120061159587099731e-02, 1.238027150915135691e-03, 1.599367198106047827e-01, 1.916508222361924113e-02, 7.709964100788020691e-02, 4.541231155482179649e-02
1.980000000000000000e+03, 1.139131603163560796e-01, 5.449257390964483416e-02, 2.609315985315180386e-01, 7.660043019823620236e-02, 1.158817371782053197e-03, 1.575895063134220564e-01, 1.830512090218546981e-02, 7.521600061785284341e-02, 4.489581749553520768e-02
1.981000000000000000e+03, 1.065964713322929691e-01, 5.426205978847450928e-02, 2.557536093963300727e-01, 7.576335378424724210e-02, 1.085024024247090418e-03, 1.556725133381453852e-01, 1.784173491565444261e-02, 7.190122836965313902e-02, 4.431105159334929738e-02
1.982000000000000000e+03, 1.078436756746651154e-01, 5.425834385173491231e-02, 2.513984114711187989e-01, 7.729266346511362573e-02, 1.000249134321179760e-03, 1.538425872887512202e-01, 1.716175074552521787e-02, 6.874426349605992914e-02, 4.351416973148680006e-02
1.983000000000000000e+03, 1.120382315965783859e-01, 5.413806151784402582e-02, 2.473001458415491349e-01, 7.485433566556647100e-02, 9.255241887606261049e-04, 1.520456714141177612e-01, 1.650209762161791022e-02, 6.573868988117523293e-02, 4.284191356157024400e-02
1.984000000000000000e+03, 1.113463977975290009e-01, 5.384566778813947713e-02, 2.434581711835262507e-01, 8.118585023625866925e-02, 8.476715997811708377e-04, 1.519086579315257202e-01, 1.586892797015734130e-02, 6.287933302520326562e-02, 4.239218026156267582e-02
1.985000000000000000e+03, 1.066004217568334300e-01, 5.358468697445734757e-02, 2.398523515593104227e-01, 8.012015984280275449e-02, 7.851384938294246217e-04, 1.501423483703059891e-01, 1.511002554450285688e-02, 6.014096633805884190e-02, 4.191889283381130399e-02
1.986000000000000000e+03, 1.042935024865076776e-01, 5.352216797746521537e-02, 2.364377829160876354e-01, 8.280618471903357369e-02, 7.320461441454262580e-04, 1.492599563723634726e-01, 1.466608302932080783e-02, 5.753441414866457965e-02, 4.134040225171442540e-02
1.987000000000000000e+03, 1.069682869916103868e-01, 5.363882324255904444e-02, 2.331768746603793407e-01, 8.041227369640242817e-02, 6.867931533414374165e-04, 1.502184672795134346e-01, 1.424245586489253021e-02, 5.506168200725206074e-02, 4.061104645533963886e-02
1.988000000000000000e+03, 1.074573953642649071e-01, 5.374245916404842005e-02, 2.300445476372811326e-01, 8.151121372191365289e-02, 6.391142387048781093e-04, 1.515161775541215006e-01, 1.347610597378737229e-02, 5.271146358056485320e-02, 3.993407931668956079e-02
1.989000000000000000e+03, 1.056024771703148180e-01, 5.381888258674028674e-02, 2.270514377719368981e-01, 8.677209790932491340e-02, 5.885128003014812462e-04, 1.522337217805099785e-01, 1.260763383236632000e-02, 5.048245545498476761e-02, 3.915139676166032312e-02
1.990000000000000000e+03, 1.103331072682334074e-01, 5.396665789188577478e-02, 2.241639514382075260e-01, 8.455025518641007265e-02, 5.428855806457334298e-04, 1.493465431484484740e-01, 1.163879099241211731e-02, 4.835295441332676525e-02, 3.832575729487611160e-02
1.991000000000000000e+03, 1.095268552275515811e-01, 5.433228608947926475e-02, 2.213113417200757993e-01, 7.947938852982416869e-02, 5.043650246055171680e-04, 1.468318355356448557e-01, 1.039002566616176702e-02, 4.635919681146766225e-02, 3.633221624505344333e-02
1.992000000000000000e+03, 1.045739050594288733e-01, 5.484490160228416844e-02, 2.185595763980240913e-01, 8.274220270237142572e-02, 4.991011382087503839e-04, 1.443278761818236056e-01, 9.278755490261556688e-03, 4.445120835291328787e-02, 3.488316458587191471e-02
1.993000000000000000e+03, 1.053694380729034846e-01, 5.532685246718298255e-02, 2.159031592719567183e-01, 8.117962281425535054e-02, 5.204747126541900458e-04, 1.417936137871450286e-01, 8.218871761806675891e-03, 4.262513519349121066e-02, 3.364807588125404147e-02
1.994000000000000000e+03, 1.044896038916732911e-01, 5.586431694708186846e-02, 2.133416782937292144e-01, 8.476548837177631801e-02, 5.195105080185571716e-04, 1.395465235019256733e-01, 7.349818968960852676e-03, 4.087755147912475184e-02, 3.268787956273584011e-02
1.995000000000000000e+03, 1.081518172126818972e-01, 5.654447246051733794e-02, 2.108812294958507250e-01, 9.021405861317677299e-02, 5.163222642015836191e-04, 1.363032139509320895e-01, 6.321342186368632092e-03, 3.920490975236558262e-02, 3.179482327735425051e-02
1.996000000000000000e+03, 1.086560129583687834e-01, 5.735909262402461711e-02, 2.085099683167656037e-01, 1.014337013024440154e-01, 5.085172713962316567e-04, 1.321317078601362827e-01, 5.440380490822357452e-03, 3.760383716934162512e-02, 3.102135861745421511e-02
1.997000000000000000e+03, 1.060279869675163911e-01, 5.813293742513856582e-02, 2.061945205033398343e-01, 9.359397748367959124e-02, 5.025360823778094767e-04, 1.293763804047503851e-01, 4.714729115197602294e-03, 3.606994372204739424e-02, 3.060685878090932746e-02
1.998000000000000000e+03, 1.088702614801060342e-01, 5.894741959013929944e-02, 2.039802245928330204e-01, 8.509029406365770098e-02, 4.823252763847938229e-04, 1.267030853331276852e-01, 4.114199788615862524e-03, 3.460296360825104028e-02, 3.009371834365255280e-02
1.999000000000000000e+03, 1.107627979616024883e-01, 5.979830989102433852e-02, 2.018363550648839544e-01, 8.661730082528312780e-02, 4.787095371140358247e-04, 1.252754315339499602e-01, 3.567773145066344999e-03, 3.319783487893785551e-02, 2.973372896343142932e-02
2.000000000000000000e+03, 1.056375997574967723e-01, 6.172304085926508949e-02, 1.997314817206897464e-01, 9.859764911911873819e-02, 5.027840368821067871e-04, 1.750735996702457442e-01, 3.186048579036964996e-03, 3.185305694446485120e-02, 2.943308673780340931e-02
2.001000000000000000e+03, 1.177641610600173305e-01, 6.355583523030114423e-02, 2.007155694305191307e-01, 9.958730993278225307e-02, 6.074564374022685181e-04, 1.538165080027829867e-01, 5.944493759935129060e-03, 3.238693541330886494e-02, 4.116943731237682202e-02
2.002000000000000000e+03, 1.150954070224819575e-01, 6.438465820146394014e-02, 1.983536288338904052e-01, 1.037990590132530644e-01, 5.625313750052843243e-04, 1.445982952639304209e-01, 8.053310372902878003e-03, 2.792918013618736831e-02, 3.975087432272255555e-02
2.003000000000000000e+03, 1.172091665258130910e-01, 6.560139701022885128e-02, 1.958452261423252183e-01, 9.968400846644828728e-02, 4.410041908271547452e-04, 1.532049620888145669e-01, 8.232586486563915965e-03, 2.615337760877722156e-02, 3.801641946773972464e-02
2.004000000000000000e+03, 1.178884119789910395e-01, 6.759511720019567571e-02, 1.954433075646588303e-01, 9.915221713690945682e-02, 3.771975588233880770e-04, 1.777792309339445709e-01, 8.656029357207774624e-03, 2.585467203889656521e-02, 4.027776241617959246e-02
2.005000000000000000e+03, 1.253123668801653656e-01, 6.890388093362503907e-02, 1.980926237731624462e-01, 9.764831533906931371e-02, 3.430544952064728593e-04, 1.555986279978302522e-01, 1.280612452987770281e-02, 2.660911346745168868e-02, 4.791478988565840702e-02
2.006000000000000000e+03, 1.272625937070403501e-01, 6.954349431272617565e-02, 1.949904537398049476e-01, 1.064955039772500084e-01, 3.693926045269810624e-04, 1.482881310357684057e-01, 1.310993306735340827e-02, 2.446445643443665580e-02, 4.540523054793813712e-02
2.007000000000000000e+03, 1.259670086619058826e-01, 6.985537193008711787e-02, 1.952638604905402309e-01, 1.201102597194347726e-01, 4.177286618004703508e-04, 1.419981812938425347e-01, 1.389946538434720658e-02, 2.274479056652725997e-02, 4.395231600002595662e-02
2.008000000000000000e+03, 1.194245687338081480e-01, 7.142301458246178014e-02, 1.924224759124894268e-01, 1.141287550532619488e-01, 3.435539393606979732e-04, 1.770977834198999845e-01, 1.317080065280193911e-02, 2.138960832027975503e-02, 4.097051509281466469e-02
2.009000000000000000e+03, 1.323936364141757860e-01, 7.288957843293845940e-02, 1.948699575627053371e-01, 1.092351961315597975e-01, 5.110657086512290607e-04, 1.569117635924826559e-01, 1.566648270909305751e-02, 2.238781551508216977e-02, 5.211476855026507538e-02
2.010000000000000000e+03, 1.366507109226518801e-01, 7.562046236275257738e-02, 1.918241380347420477e-01, 1.069738802286610696e-01, 5.902671076050251559e-04, 2.421412868359767989e-01, 1.527792369606186321e-02, 2.001692283775339740e-02, 4.850340507407224777e-02
2.011000000000000000e+03, 1.542441820126850271e-01, 7.828609851196897951e-02, 1.994417927736514273e-01, 1.075088702821027642e-01, 4.466415230839038911e-04, 1.980003939463727547e-01, 2.900678302629971714e-02, 2.512046858548401540e-02, 7.067544449065937817e-02
2.012000000000000000e+03, 1.423343035865610451e-01, 7.837560710022027644e-02, 1.957720128660048187e-01, 1.054955849199962076e-01, 3.257513926536639696e-04, 1.849128808005840174e-01, 2.728676974321224760e-02, 2.349315317526444805e-02, 6.592506120859108198e-02
2.013000000000000000e+03, 1.453545638010352026e-01, 7.845605501896132927e-02, 1.934398043475741291e-01, 1.119494872881086345e-01, 2.678450659239171036e-04, 1.786883218434904552e-01, 2.502486772353457178e-02, 2.257297761622054783e-02, 6.540652847627863309e-02
2.014000000000000000e+03, 1.498744397215658886e-01, 7.956896093687534921e-02, 1.917879899089114937e-01, 1.184629009913335529e-01, 2.868605779988931607e-04, 1.979898760252070400e-01, 2.242063907770124737e-02, 2.192555456518607837e-02, 6.377032726089419679e-02
