year, CanESM5, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5
1.883000000000000000e+03, 3.957683999997508639e+00, 8.106934891290036305e+00, 3.721629914091360014e-01, 2.711729429284182036e+00, 5.073113712442427925e+00, 1.233222123134110726e+00, 1.497739048395850814e+00, 9.179429176249560562e-01, 6.922544956786473414e+00, 9.193325114552877153e+00, 8.642337140630983461e-01, 1.172200715246377367e+00, 1.027410151606974908e+00
1.884000000000000000e+03, 3.847194989014102617e+00, 8.132953789458131411e+00, 4.483727696914757699e-01, 2.787353801121526420e+00, 5.073933911034687050e+00, 1.354988343443914944e+00, 1.417211361975680317e+00, 8.348549508981665257e-01, 7.071432450461819563e+00, 9.260614702918338992e+00, 9.324263870522040420e-01, 1.055514706268186442e+00, 1.028339678745053609e+00
1.885000000000000000e+03, 3.873288624410831549e+00, 8.133634155563296275e+00, 5.236435339251078736e-01, 2.795979205675840795e+00, 5.133589113663161285e+00, 1.808685002139472031e+00, 1.658908477343506105e+00, 9.001699375342409049e-01, 7.122088738329653168e+00, 9.321823212544355641e+00, 9.324800978600255030e-01, 1.020650729784866817e+00, 1.043273524901156879e+00
1.886000000000000000e+03, 3.680892424000519636e+00, 8.117959103755127970e+00, 2.830752623557043490e-01, 2.656524488984776333e+00, 5.149837334343781770e+00, 2.014447696380652353e+00, 1.718757399597349966e+00, 9.232498311196775109e-01, 7.024933782774969160e+00, 9.330498005490571956e+00, 9.065436218004132574e-01, 8.532156491219239358e-01, 1.071487122735998554e+00
1.887000000000000000e+03, 3.604315064140674707e+00, 8.150068275121174821e+00, 6.220056803535715106e-01, 2.792682537657418695e+00, 5.186015901948328732e+00, 1.326871984958742923e+00, 1.617979801455658340e+00, 9.778600177372570590e-01, 7.086666052391216830e+00, 9.413188935222342124e+00, 9.049655732759073201e-01, 9.377783072513068419e-01, 1.058635812289634881e+00
1.888000000000000000e+03, 3.692045433334036009e+00, 8.150761672336779284e+00, 7.940269106311709235e-01, 2.945011112495629746e+00, 5.275988527958910268e+00, 1.160794758860145048e+00, 1.462269750123680101e+00, 1.010449265361446081e+00, 7.050549321970985162e+00, 9.465614373537297510e+00, 9.249523865329274397e-01, 8.592963965131377169e-01, 1.036684757253910405e+00
1.889000000000000000e+03, 3.856902713373409952e+00, 8.171987023810364903e+00, 3.188736551407149733e-01, 2.647558520065078191e+00, 5.252150366026627104e+00, 1.700365866021567918e+00, 1.443331498254221357e+00, 1.015244291610317928e+00, 6.986117265506162965e+00, 9.397288513849980873e+00, 9.207868701208081763e-01, 8.205672721409158488e-01, 1.042949188228222246e+00
1.890000000000000000e+03, 3.927866252734561581e+00, 8.149585612279206970e+00, 3.412891455716909328e-01, 2.703693808663522269e+00, 5.328312817285021374e+00, 1.513896633919683987e+00, 1.527235966134408596e+00, 9.409272848854528526e-01, 7.094505933823151977e+00, 9.388979509265769963e+00, 8.460466384342862911e-01, 9.535071518900417598e-01, 1.022900610457756043e+00
1.891000000000000000e+03, 3.826864517080303951e+00, 8.075807655751487957e+00, 7.416913187485336678e-01, 2.812890193106820647e+00, 5.296309612339722861e+00, 1.681242045147925079e+00, 1.530903531704069342e+00, 9.152473120765232117e-01, 6.971595681028945002e+00, 9.446180619962674996e+00, 8.358075698151242738e-01, 9.696572342891296437e-01, 9.820741333693672193e-01
1.892000000000000000e+03, 3.884907999218414787e+00, 8.044350419371436800e+00, 4.356277944275786518e-01, 2.862247280084909473e+00, 5.234892861767767691e+00, 1.976758997953781183e+00, 1.467590086696354490e+00, 9.492026808164218954e-01, 7.039540544165983071e+00, 9.576492908836153006e+00, 9.321381558108651211e-01, 8.548579550361793400e-01, 1.003128463619411770e+00
1.893000000000000000e+03, 3.848147402389017202e+00, 8.083677054488475733e+00, 3.714199304024036197e-01, 2.720042840071870138e+00, 5.148158474133802898e+00, 1.840673387597292487e+00, 1.496722490970690433e+00, 9.617290227594367247e-01, 7.128776946968099715e+00, 9.584977304379169283e+00, 8.331075264648444278e-01, 9.191317432347115846e-01, 1.034103482683480735e+00
1.894000000000000000e+03, 3.847168120152697046e+00, 8.058324511879867202e+00, 5.218136033171585364e-01, 2.631221712318931871e+00, 5.236643595847951360e+00, 1.872922708840552231e+00, 1.399793627536754403e+00, 8.963070028796403799e-01, 7.118015577857304876e+00, 9.581754814356161276e+00, 8.697056410575774166e-01, 9.924226536809916954e-01, 1.069915236643877332e+00
1.895000000000000000e+03, 3.905279875103635501e+00, 8.056868180695788695e+00, 6.333270985277974496e-01, 2.591487420693781907e+00, 5.239391473786231934e+00, 1.707168072097709821e+00, 1.434274089516247130e+00, 9.678784283441019820e-01, 7.076589600679173309e+00, 9.555065674386000296e+00, 8.836590862473250318e-01, 9.776353049506566473e-01, 1.133799685207488750e+00
1.896000000000000000e+03, 3.994044118515491348e+00, 8.135935550966578944e+00, 3.035807582994639042e-01, 2.531797659052941629e+00, 5.224674107347492935e+00, 1.378081684546684116e+00, 1.567061704509721487e+00, 9.654499698197043234e-01, 6.974918955389298070e+00, 9.461638219154130169e+00, 8.667826831851307423e-01, 9.658165577505982702e-01, 1.155158317785071276e+00
1.897000000000000000e+03, 3.996014892338742630e+00, 8.141638159067507985e+00, 5.053265455720495902e-01, 2.614302764701208037e+00, 5.277247125595402544e+00, 1.219008294144957150e+00, 1.568026419660019100e+00, 9.231521127898467682e-01, 7.083829230286650791e+00, 9.485493767450595470e+00, 8.703710059788167808e-01, 9.001643842871195345e-01, 1.140565667576505238e+00
1.898000000000000000e+03, 3.878409004803629934e+00, 8.075804408434059667e+00, 7.205592352843743775e-01, 2.737459754312788540e+00, 5.301312703533662685e+00, 1.440608125257298200e+00, 1.429349295836764178e+00, 1.045162523892608775e+00, 7.045924321957353520e+00, 9.512849712508860023e+00, 9.116686721541903404e-01, 1.033549838505591900e+00, 1.124655525023689817e+00
1.899000000000000000e+03, 3.901287717417794898e+00, 8.045517704720701602e+00, 5.673044629636347924e-01, 2.930152787987219565e+00, 5.381873869109062625e+00, 1.874233637255823925e+00, 1.451188380860481963e+00, 9.778677773970454457e-01, 6.972114007940950486e+00, 9.532013767002917248e+00, 9.095017924401421761e-01, 9.641885504037541743e-01, 1.069757352825059238e+00
1.900000000000000000e+03, 4.029311584866444917e+00, 8.051437637189307495e+00, 3.832132207813381819e-01, 2.840772478528911460e+00, 5.279245280105304694e+00, 1.923641843526133544e+00, 1.458953617652016144e+00, 9.469760356182254091e-01, 7.138697405742030710e+00, 9.499640218897591026e+00, 8.884493160694223457e-01, 9.795201890853317828e-01, 9.940432187661343288e-01
1.901000000000000000e+03, 4.093513871149349725e+00, 8.071657611840409530e+00, 5.573606841917713162e-01, 2.619851754284920009e+00, 5.207479379215095960e+00, 1.777348636596462361e+00, 1.566952951990631782e+00, 9.871018281646151138e-01, 7.114193337329671962e+00, 9.450478712931333902e+00, 8.877617294083531840e-01, 9.691696272874755769e-01, 9.442462507954191286e-01
1.902000000000000000e+03, 4.149030683970578615e+00, 8.073037580973785765e+00, 3.185058363933636616e-01, 2.774297959344877995e+00, 5.173940572631587465e+00, 1.759971229413251459e+00, 1.568837667929799951e+00, 9.062584136764938458e-01, 7.037969550682490194e+00, 9.432139553579613533e+00, 9.049976138728879071e-01, 8.421133807551803852e-01, 9.366595769991765685e-01
1.903000000000000000e+03, 3.933605279243103769e+00, 8.066635233162260832e+00, 6.104735585001337395e-01, 2.984854879724921251e+00, 5.196821915630255972e+00, 1.312297085151106879e+00, 1.587934400711026317e+00, 9.621930215190004354e-01, 7.299328226232746353e+00, 9.309673581107613671e+00, 9.478219391796287585e-01, 9.276203596792785833e-01, 9.686685251978989220e-01
1.904000000000000000e+03, 3.868824128445122135e+00, 8.158038341967344564e+00, 6.446383401150058701e-01, 2.898961728472023491e+00, 5.190930994034054002e+00, 1.367758288778447628e+00, 1.599027813719477997e+00, 9.859060431980715133e-01, 7.056983571480868633e+00, 9.328453425793011178e+00, 9.733127096283791246e-01, 1.016399992890797632e+00, 1.001801039693441586e+00
1.905000000000000000e+03, 3.907763567495705193e+00, 8.123844846816398402e+00, 4.088485417682284351e-01, 2.720288134441315897e+00, 5.090614806756820876e+00, 1.601359400336907601e+00, 1.692556845631920881e+00, 9.697154388875163233e-01, 7.216377468543172746e+00, 9.350408310785839561e+00, 9.665712307270913906e-01, 8.581780206540053912e-01, 1.019133714504177890e+00
1.906000000000000000e+03, 3.963880670385317995e+00, 8.134437401955191049e+00, 3.724311438977852551e-01, 2.652362909263947799e+00, 5.109204916349090020e+00, 1.590300872548594979e+00, 1.751701938571761152e+00, 9.467729910741438104e-01, 7.438109234850029949e+00, 9.358910766533803383e+00, 9.150033585157448801e-01, 9.479398616231833330e-01, 1.064797795731109442e+00
1.907000000000000000e+03, 4.013456075918397481e+00, 8.171871193349710794e+00, 4.598592749887526754e-01, 2.827847222989526177e+00, 5.094519444837054323e+00, 1.679563253339380058e+00, 1.671189381646259076e+00, 9.531757426711818804e-01, 7.338057702193077958e+00, 9.404404429188820913e+00, 8.529461467857820667e-01, 9.739668408945654221e-01, 1.068761736351111935e+00
1.908000000000000000e+03, 4.058873765651591192e+00, 8.202963770710017144e+00, 5.338179955270732080e-01, 2.786806944464611746e+00, 5.133712069012435819e+00, 1.995536877294815659e+00, 1.480015241020380845e+00, 9.930026551047042016e-01, 7.283717928633042682e+00, 9.431249162224743188e+00, 8.263745623686732378e-01, 9.032396699220341940e-01, 1.041375761293362734e+00
1.909000000000000000e+03, 3.993819717820080939e+00, 8.153203519460108240e+00, 4.137382880087673853e-01, 2.682470369063392202e+00, 5.127529942657764295e+00, 1.824807237769490165e+00, 1.456320907283679356e+00, 9.748811086809396897e-01, 7.280242226072726197e+00, 9.276352304276802130e+00, 8.714073424343590224e-01, 9.455416265897866879e-01, 1.039001658651405258e+00
1.910000000000000000e+03, 4.040336325600961231e+00, 8.227394378475244352e+00, 5.940972467995927486e-01, 2.704347961246337029e+00, 5.159235800022894836e+00, 1.885300968727368076e+00, 1.418584527848776755e+00, 9.437416120320049062e-01, 7.200590468518923259e+00, 9.229632091306045893e+00, 9.238615149555453598e-01, 1.016701193126239744e+00, 1.080862550690213419e+00
1.911000000000000000e+03, 3.903437221760706954e+00, 8.230843771583586488e+00, 5.718429878506068320e-01, 2.581873796172876823e+00, 5.199431554619946994e+00, 1.509805539042129885e+00, 1.466391177741956486e+00, 1.066110719019049968e+00, 7.308523162686562102e+00, 9.288319141820272407e+00, 8.324156562999591724e-01, 9.728962081736677314e-01, 1.088887208986175414e+00
1.912000000000000000e+03, 4.008681776227833282e+00, 8.225377242372033493e+00, 3.055158490068576871e-01, 2.556148905277605632e+00, 5.290437618486194538e+00, 1.179369875001243795e+00, 1.435064673304945027e+00, 1.078999969476798437e+00, 7.296279477417071391e+00, 9.273165896114880624e+00, 8.851981383786898805e-01, 9.742659680974795622e-01, 1.061229174195607694e+00
1.913000000000000000e+03, 3.651557647278462770e+00, 8.179826234029967225e+00, 3.951595052606053371e-01, 2.662627938557777796e+00, 5.275243658974275718e+00, 1.459918740903352052e+00, 1.419934370023757220e+00, 1.040342359020369090e+00, 7.255617187653021105e+00, 9.262550180218644513e+00, 9.347399567535822351e-01, 9.346004590118954791e-01, 1.024981373450950528e+00
1.914000000000000000e+03, 3.674714972895493759e+00, 8.165817971093801475e+00, 6.202462141701872156e-01, 2.870682256331691384e+00, 5.246704387308094297e+00, 2.147342711229712986e+00, 1.415884528672801901e+00, 9.588722608448271290e-01, 7.336087748696728639e+00, 9.107458606384437161e+00, 9.366987661518703101e-01, 9.659248518970976471e-01, 9.924623152614645560e-01
1.915000000000000000e+03, 4.032366048466214714e+00, 8.130618331714435598e+00, 6.479435970736820982e-01, 2.702429126247241076e+00, 5.342052029987888417e+00, 1.872455676161889349e+00, 1.588235645449836086e+00, 9.633600001261408696e-01, 7.300778856968726416e+00, 8.989627143242746143e+00, 8.399991832768447519e-01, 9.624219378660867630e-01, 9.750911411599997303e-01
1.916000000000000000e+03, 4.257853109955553883e+00, 8.113734689738544503e+00, 5.263744298752562889e-01, 2.560337791682652853e+00, 5.254764032327338796e+00, 1.780096697252217197e+00, 1.722734952400047259e+00, 8.955397265711920740e-01, 7.264706896586503149e+00, 8.982673312002789956e+00, 8.837012076890471413e-01, 9.005113812106539939e-01, 9.785299409801051507e-01
1.917000000000000000e+03, 4.252749990153661841e+00, 8.130273958840648518e+00, 4.958281402963654605e-01, 2.566465006734785614e+00, 5.171615338200155065e+00, 1.888243360388859537e+00, 1.710852513690555465e+00, 8.948286793589088628e-01, 7.300628817160483841e+00, 8.918651589704504445e+00, 8.218932259336469981e-01, 9.138711025084942374e-01, 9.822555132322692284e-01
1.918000000000000000e+03, 4.328479414599721409e+00, 8.151061840089347754e+00, 2.775176577973045844e-01, 2.628399569344928466e+00, 5.228541153764227012e+00, 1.624666669042606149e+00, 1.543182343182564864e+00, 9.968015201078401777e-01, 7.285513264575437020e+00, 8.825551297447715271e+00, 8.652380164640975924e-01, 9.490389694247646224e-01, 1.012813486604504876e+00
1.919000000000000000e+03, 4.007186976432567604e+00, 8.209857307969837592e+00, 5.395039307717348631e-01, 2.613298947505757752e+00, 5.169836739753264965e+00, 1.559228554640372133e+00, 1.509592657523106674e+00, 1.017190629510850153e+00, 7.325395706761193004e+00, 8.749942105144898008e+00, 8.939544486061339335e-01, 9.133196808717704007e-01, 1.024694292296265852e+00
1.920000000000000000e+03, 3.948441904531846625e+00, 8.258829451295891744e+00, 6.819369897658966728e-01, 2.465567252514099028e+00, 5.171776199434288124e+00, 1.549029159297097280e+00, 1.473758467845924569e+00, 1.061099421443468360e+00, 7.374684234697237883e+00, 8.716984068265075436e+00, 9.124340019836918447e-01, 9.126608340006682196e-01, 1.059023597216303347e+00
1.921000000000000000e+03, 3.918641689991595456e+00, 8.214010013799093457e+00, 3.483972345132262949e-01, 2.498854233291304183e+00, 5.040572395130720196e+00, 2.096177554517085984e+00, 1.418854789792525883e+00, 9.801651746003122723e-01, 7.350859233384789526e+00, 8.765207227710630988e+00, 9.050621859286469562e-01, 9.612701226816877664e-01, 1.044153366357249757e+00
1.922000000000000000e+03, 3.952255664291451698e+00, 8.169785300819063067e+00, 4.419058237240952591e-01, 2.723495422850939374e+00, 5.062238810267812639e+00, 1.946911249236276786e+00, 1.351993624498889934e+00, 8.764581045357385802e-01, 7.367096922341033860e+00, 8.791090756894158531e+00, 9.463606652773983718e-01, 9.736313939007708029e-01, 1.005310010183350977e+00
1.923000000000000000e+03, 4.150884360293589204e+00, 8.126782301333006941e+00, 8.380120954689616042e-01, 2.575471286570463647e+00, 5.069049634960211215e+00, 1.361877202676643250e+00, 1.454714237642972030e+00, 8.716145126107166519e-01, 7.327222471584083685e+00, 8.664056304737538738e+00, 8.695153261613010054e-01, 8.530370201112568163e-01, 9.950066485322023313e-01
1.924000000000000000e+03, 4.427534630195380849e+00, 8.102395908438838390e+00, 4.093404461863946464e-01, 2.416792912480371314e+00, 5.084052330586933621e+00, 1.310868043913070213e+00, 1.554297242107393506e+00, 9.007238920078173283e-01, 7.325941086189335927e+00, 8.585291740656092685e+00, 9.120358185656208816e-01, 1.025309001099135475e+00, 9.879572067534835300e-01
