year, CanESM5, MPI-ESM1-2-LR, TaiESM1, GFDL-ESM4, IPSL-CM6A-LR, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-MM, CNRM-ESM2-1, MIROC-ES2L, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5
2.001000000000000000e+03, 4.935044973736866680e+00, 8.941361252300948692e+00, 3.595079466775069621e-01, 1.849530340014191809e+00, 5.067842583242785359e+00, 2.006784873028925720e+00, 1.525693759027004326e+00, 1.091244497017100912e+00, 9.440531720238620750e+00, 7.696933872033583590e+00, 9.853658487546347322e-01, 1.159976730509997722e+00, 1.112180220899481986e+00
2.002000000000000000e+03, 5.040296210606564742e+00, 8.951893581020211599e+00, 5.124562282820482872e-01, 1.759573463430701423e+00, 5.104358345365244354e+00, 2.758284613110002503e+00, 1.574745835434815389e+00, 1.121523724950018952e+00, 9.493771916138822320e+00, 7.690832246487223856e+00, 8.579935816371274671e-01, 1.033347592073569743e+00, 1.121752593802165077e+00
2.003000000000000000e+03, 4.942260992192687219e+00, 8.993201772981151976e+00, 7.318747985023832392e-01, 1.775118824197662981e+00, 5.137492798076473299e+00, 2.193704470484856728e+00, 1.489943142896398953e+00, 1.190739451944175853e+00, 9.694139584578355340e+00, 7.699686331621231616e+00, 8.963037360918290064e-01, 1.031881453826654305e+00, 1.105825738532918878e+00
2.004000000000000000e+03, 4.998388724218459700e+00, 8.984278918305511397e+00, 6.648071450665077320e-01, 1.862935047101640818e+00, 5.215221887151230362e+00, 1.348800854512955505e+00, 1.612700303604677865e+00, 1.207973849306395620e+00, 9.783831166757041231e+00, 7.731007919026652964e+00, 1.056666488274756732e+00, 1.129654154675795885e+00, 1.116791408400502394e+00
2.005000000000000000e+03, 4.984982910117149224e+00, 8.994387188073449835e+00, 2.756558136963406791e-01, 1.761437808559410678e+00, 5.227488728430256693e+00, 1.352298537837064885e+00, 1.556517269831134254e+00, 1.119065822938452692e+00, 9.605033492044672272e+00, 7.649512103001474550e+00, 1.050731412482219129e+00, 8.821815032397937184e-01, 1.137783728936833993e+00
2.006000000000000000e+03, 5.084919319105140723e+00, 8.992968328439230774e+00, 4.962257421104728783e-01, 1.716777268292920322e+00, 5.176872772449127247e+00, 2.239117133442587004e+00, 1.440774306331133126e+00, 1.060116578260354547e+00, 9.630924738649465411e+00, 7.486232128552724241e+00, 8.670875858461919439e-01, 9.662208932761578994e-01, 1.092424630361637838e+00
2.007000000000000000e+03, 5.119145814275696260e+00, 9.148647941128952965e+00, 6.838788034234251079e-01, 1.870920346290922298e+00, 5.147040651330127226e+00, 2.101544345938382019e+00, 1.493862134575542289e+00, 1.014647513107798549e+00, 9.663209146099893232e+00, 7.429465869006152801e+00, 1.021516140054507638e+00, 9.927958409270555284e-01, 1.065808787037826777e+00
2.008000000000000000e+03, 5.169689382531601041e+00, 9.272998170128966322e+00, 3.252806419860144183e-01, 1.995778981136926200e+00, 5.206704128237869433e+00, 2.094491393281911584e+00, 1.602995284857416936e+00, 9.738561088447663661e-01, 9.620971490451747599e+00, 7.506028753551169608e+00, 1.200721252342164425e+00, 1.134695396589607164e+00, 1.095289089007039030e+00
2.009000000000000000e+03, 5.057389048413629240e+00, 9.222656532724492706e+00, 5.804833055578270118e-01, 1.904949292963007190e+00, 5.476687057747318121e+00, 1.935725816566979063e+00, 1.550254105594358833e+00, 1.070824292792948329e+00, 9.623287841262241571e+00, 7.598585676060331195e+00, 1.097029412568564233e+00, 1.006061783192205628e+00, 1.076485433842548911e+00
2.010000000000000000e+03, 5.493916055257577646e+00, 9.237636410776380202e+00, 6.829674197860233775e-01, 1.942826526524925157e+00, 5.251618156627944956e+00, 1.900295041090121595e+00, 1.723461035450502665e+00, 1.134000741276322000e+00, 9.544031554907853376e+00, 7.601040935328260417e+00, 9.787162874384621736e-01, 1.027097020253548765e+00, 1.047031818568404216e+00
2.011000000000000000e+03, 5.392942991866549463e+00, 9.310764736096652783e+00, 6.792043256643089943e-01, 1.954017564304354027e+00, 5.138457050619900102e+00, 1.878106331746969282e+00, 1.927920687382187026e+00, 1.046302441609896494e+00, 9.494771540883208516e+00, 7.560103384338896504e+00, 1.066401180297287477e+00, 1.126400814214850277e+00, 1.035827570796480801e+00
2.012000000000000000e+03, 5.065342176101143679e+00, 9.335784076488362615e+00, 4.117369238436868195e-01, 2.017218729109412134e+00, 5.271154579507830285e+00, 1.959171255257974975e+00, 1.834790882968540426e+00, 1.160446055571972668e+00, 9.490654307374342125e+00, 7.604746271047065242e+00, 9.543359843693755007e-01, 1.262949724434750509e+00, 1.012699809908963688e+00
2.013000000000000000e+03, 5.030766381756563987e+00, 9.325397122141062312e+00, 3.042200330629274974e-01, 2.018407643782148764e+00, 5.296174154758675812e+00, 1.852202785728577883e+00, 1.623186178724059792e+00, 1.358618979173223940e+00, 9.601862207040268160e+00, 7.631704735140883322e+00, 1.019579416157881502e+00, 1.080541614424410879e+00, 1.063267064734640055e+00
2.014000000000000000e+03, 4.999777454816098476e+00, 9.366017048490201446e+00, 3.384898522886191086e-01, 1.953619120105278384e+00, 5.299197932209140482e+00, 1.524221683469304089e+00, 1.610806480507957383e+00, 1.295261563693314466e+00, 9.477743805059921200e+00, 7.593479360129684608e+00, 1.021288943872359134e+00, 9.320583113721472301e-01, 1.066593153937613003e+00
