year, EC-Earth3-Veg, INM-CM4-8, NorESM2-LM, MIROC-ES2L, CMCC-CM2-SR5, INM-CM5-0, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1, CESM2-WACCM
1.974000000000000000e+03, 4.233121822867209616e+00, 1.615219383504447137e+01, 8.436902908760574249e+00, 1.287184964100509710e+01, 6.783785675478610777e+00, 1.545605123945883541e+01, 1.008070040502926190e+01, 7.863473580210438740e+00, 2.174540892966806638e+00, 1.034967894519563991e+01, 7.715364444257095222e+00, 8.989142783962449812e+00, 1.464561194276534017e+01, 1.465610199168662930e+01, 6.037765223445106244e+00, 1.000730196112600723e+01
1.975000000000000000e+03, 4.633993052915374555e+00, 1.626466154757710214e+01, 8.377107419346303985e+00, 1.298043397504412155e+01, 6.759831708889701751e+00, 1.555400264776596053e+01, 1.018159877395579294e+01, 7.799201356606442204e+00, 2.383000753802285931e+00, 1.008853494515218685e+01, 8.222756482497514341e+00, 8.858192109920842938e+00, 1.443415147260548537e+01, 1.464201172755896074e+01, 6.327805932230615049e+00, 1.048319216399660192e+01
1.976000000000000000e+03, 4.509108458254654117e+00, 1.622488411758606119e+01, 8.614470793782233571e+00, 1.296501310197828793e+01, 6.067652754253738401e+00, 1.558896175582210120e+01, 1.021554994362803548e+01, 7.728570467383965692e+00, 2.271177835016617852e+00, 1.027499418707213685e+01, 7.895932007799386199e+00, 8.921619263600026883e+00, 1.425483118686734407e+01, 1.477660287916438087e+01, 6.210890515881936302e+00, 1.055996189184703660e+01
1.977000000000000000e+03, 4.300640687037831533e+00, 1.618830149695347842e+01, 8.612047531464762429e+00, 1.297252032495337204e+01, 5.837962894018289717e+00, 1.565518672695473690e+01, 1.023993538985122598e+01, 7.729757920964899220e+00, 2.163080441104374252e+00, 1.017376947973497892e+01, 8.914353889227069061e+00, 9.019033188397177270e+00, 1.410788340501236249e+01, 1.465899483502372291e+01, 6.138744310938203164e+00, 1.060116282207933303e+01
1.978000000000000000e+03, 4.714302960944474208e+00, 1.626298700612252190e+01, 8.558310804368350233e+00, 1.303870976353187494e+01, 5.909179798810631823e+00, 1.570154603290343864e+01, 1.024570708221361670e+01, 7.622824804799749998e+00, 2.170103350953689780e+00, 1.011337449152717838e+01, 9.809159475682429630e+00, 9.237463749865618468e+00, 1.407055558169706444e+01, 1.460577900233844950e+01, 5.898656429339314222e+00, 1.051372533813823829e+01
1.979000000000000000e+03, 5.497547568402678664e+00, 1.595538777046716028e+01, 8.562629050248277807e+00, 1.305556133241334216e+01, 5.762278951151521333e+00, 1.561899433953726479e+01, 1.025335177169623790e+01, 7.648485425099728729e+00, 2.183703150910595081e+00, 1.016190638359220344e+01, 8.961735529186787730e+00, 9.409735311279785464e+00, 1.425703994609544267e+01, 1.468247865024633647e+01, 5.987637785056748818e+00, 1.037135266256254518e+01
1.980000000000000000e+03, 4.872143550981103743e+00, 1.594731964165324811e+01, 8.614814215140917497e+00, 1.295150825826399732e+01, 4.919220169162833223e+00, 1.559491258400763769e+01, 1.006114799225773027e+01, 7.817997184331720639e+00, 2.232866055395016591e+00, 1.016208733239050765e+01, 7.691731693388704549e+00, 9.328451188083654699e+00, 1.486334286414881944e+01, 1.474007241426371806e+01, 5.952497065443471236e+00, 1.067317974592542740e+01
1.981000000000000000e+03, 4.328337146369438670e+00, 1.611687066799152390e+01, 8.539290733132407496e+00, 1.293204682649827753e+01, 4.937187421648721930e+00, 1.564078572891719610e+01, 9.997407798009303903e+00, 7.700944064642720299e+00, 2.369903393547365233e+00, 1.025894321644669560e+01, 8.426893451978974880e+00, 9.493670502685269241e+00, 1.507720301011257646e+01, 1.464153996900339649e+01, 5.986935242268347501e+00, 1.026396236523373240e+01
1.982000000000000000e+03, 4.247680713347557813e+00, 1.623354844698109289e+01, 8.462724184695680663e+00, 1.302714655991269588e+01, 5.769494561139482336e+00, 1.547723751064729569e+01, 1.031986800062680487e+01, 7.713881827396869895e+00, 2.211313767461828395e+00, 1.039085939858961893e+01, 9.214107568987120800e+00, 9.345339636465004318e+00, 1.480889395807845688e+01, 1.476143135140542739e+01, 6.029007945606774221e+00, 9.926744554766580464e+00
1.983000000000000000e+03, 4.657417862003180531e+00, 1.624930347785035423e+01, 8.129574186772751787e+00, 1.316093329494698771e+01, 5.514751753543004398e+00, 1.578139896198345227e+01, 1.063799882742618941e+01, 7.563593436468259767e+00, 2.291732699842701226e+00, 1.040669752449419505e+01, 8.675654052510552106e+00, 9.311940986523264741e+00, 1.444481345965628094e+01, 1.492015508215378894e+01, 6.221567293684781674e+00, 1.042836659876016725e+01
1.984000000000000000e+03, 4.444184572129936228e+00, 1.613068878295270636e+01, 8.152616346870983577e+00, 1.325613945812666827e+01, 5.124850791528428928e+00, 1.564764197725861372e+01, 1.068205089370659699e+01, 7.547352943707216433e+00, 2.340315699772988367e+00, 1.074824521406369549e+01, 8.124399359452961988e+00, 9.346750582116740702e+00, 1.452887814051501358e+01, 1.483589504884067090e+01, 6.051256063549648623e+00, 1.064555654684618524e+01
1.985000000000000000e+03, 4.253451585095851861e+00, 1.610190688323087471e+01, 8.402888328097262161e+00, 1.298721888110091349e+01, 5.417400793697886741e+00, 1.574357315448316363e+01, 1.088259704146525841e+01, 7.590239913732656163e+00, 2.455212354431043575e+00, 1.084188568365035188e+01, 9.056045805548039951e+00, 9.327592926854928024e+00, 1.482823008396644759e+01, 1.479234609517067156e+01, 6.183382765789495750e+00, 1.042809580229424604e+01
1.986000000000000000e+03, 4.243883449407479524e+00, 1.590172455908069971e+01, 8.435833023149641008e+00, 1.284258767484152486e+01, 6.058697673965853348e+00, 1.569745646488406265e+01, 1.096485730163687400e+01, 7.540332691088281081e+00, 2.287901404268990468e+00, 1.072501292011615170e+01, 9.497458017381765316e+00, 9.462510495264329080e+00, 1.497401474888759942e+01, 1.513102420155904326e+01, 6.197824790581402787e+00, 1.053658216365932709e+01
1.987000000000000000e+03, 4.491094514143870953e+00, 1.604346504636608728e+01, 8.498626371206363217e+00, 1.293523123546745346e+01, 5.732257691971144098e+00, 1.587299331558815396e+01, 1.081892836618192533e+01, 7.647615758243896167e+00, 2.207359853267188310e+00, 1.092587137198876412e+01, 8.455426833042437806e+00, 9.582219793086828474e+00, 1.475575594199449370e+01, 1.532247773453101836e+01, 6.353491710814606286e+00, 1.090017838191782573e+01
1.988000000000000000e+03, 4.229487326107750356e+00, 1.630959445666908181e+01, 8.587688775528111051e+00, 1.300631784458306406e+01, 5.264687749584568088e+00, 1.615204983666280469e+01, 1.057857749350588961e+01, 7.794433973478431810e+00, 2.248623725548505536e+00, 1.118753755073416833e+01, 8.503688802377459055e+00, 9.610219678039683799e+00, 1.472915979348335114e+01, 1.543013766665361075e+01, 6.596515525359208709e+00, 1.097814594800932753e+01
1.989000000000000000e+03, 4.551521605378860080e+00, 1.646967142437317122e+01, 8.750765042158970886e+00, 1.301081870001877938e+01, 5.917033160321388152e+00, 1.613996110931906003e+01, 1.043475095581976930e+01, 7.814071989150912501e+00, 2.257643406042686873e+00, 1.118606923430263222e+01, 8.501925928781824737e+00, 9.777194101878331267e+00, 1.469179833080990605e+01, 1.529615313319521874e+01, 6.397339113910962993e+00, 1.061887704533006094e+01
1.990000000000000000e+03, 4.410872186806463091e+00, 1.649235728436554993e+01, 8.718305616410773951e+00, 1.291918255691308381e+01, 5.720762946806375204e+00, 1.619365846247130847e+01, 1.047090205876935798e+01, 7.770130800084125156e+00, 2.094283934755097665e+00, 1.066858613322360050e+01, 8.870807488662103779e+00, 9.838434168802081103e+00, 1.491692393356934332e+01, 1.505137250412151317e+01, 6.265424697782807861e+00, 1.094759009530888072e+01
1.991000000000000000e+03, 4.382574033205535180e+00, 1.638985434511879902e+01, 8.578917862439013220e+00, 1.277672531058904859e+01, 4.682865851423389181e+00, 1.603110020632741595e+01, 1.081695725220421878e+01, 8.030180999072351611e+00, 2.180085985038930030e+00, 1.060631649951613298e+01, 8.318996379748790915e+00, 9.747430349074196698e+00, 1.481537487512339091e+01, 1.508729426642162075e+01, 6.329267878525294933e+00, 1.123721824790233548e+01
1.992000000000000000e+03, 4.516447187873849245e+00, 1.675459939200650794e+01, 8.433207556182811260e+00, 1.258783229851567498e+01, 5.298179469337481962e+00, 1.605895756254335183e+01, 1.088209512788669109e+01, 8.130594119254190844e+00, 2.419619874072832300e+00, 1.085973026790279405e+01, 8.553514254675642192e+00, 9.743872257915093371e+00, 1.485493409895361161e+01, 1.515210346060810132e+01, 6.601076694597555417e+00, 1.107610144476664971e+01
1.993000000000000000e+03, 5.114203188114825771e+00, 1.706646339330717410e+01, 8.580534421291424962e+00, 1.265891634386992770e+01, 5.428503650249388635e+00, 1.603211677678523728e+01, 1.071220561476665978e+01, 8.168101525314972022e+00, 2.415390636350845721e+00, 1.096623048332975436e+01, 8.918024575820950872e+00, 9.611221856902862015e+00, 1.501224180102784800e+01, 1.530897516927415580e+01, 6.857438719036411001e+00, 1.063267490018045613e+01
1.994000000000000000e+03, 4.792127350176444089e+00, 1.699465760685988514e+01, 8.770724782461828184e+00, 1.272917448993875489e+01, 6.032804451523825051e+00, 1.617855110162528476e+01, 1.064323043997560703e+01, 8.153261441520635699e+00, 2.181852791777287415e+00, 1.074287649925361343e+01, 8.299824879764726049e+00, 9.948384857353277155e+00, 1.506983967075977304e+01, 1.554200923448843241e+01, 7.010444087156236570e+00, 1.086914040765223355e+01
1.995000000000000000e+03, 4.611729161015964529e+00, 1.672192122458247354e+01, 8.682122547513428046e+00, 1.256492641898478801e+01, 5.846739163793058580e+00, 1.620316018889037935e+01, 1.054557860079891185e+01, 8.258188394402504073e+00, 2.215600353545318590e+00, 1.054320732495930812e+01, 8.315737958307037658e+00, 1.031752832177835089e+01, 1.492572433738740401e+01, 1.588584508634948733e+01, 6.811020094007710135e+00, 1.109242995739739435e+01
1.996000000000000000e+03, 4.359339968146143107e+00, 1.668479629591463720e+01, 8.449482776467981182e+00, 1.247508786384833890e+01, 5.834990585908596650e+00, 1.638619545025387580e+01, 1.043804542941317592e+01, 8.243604537873570948e+00, 2.216707287414013461e+00, 1.041539503287988566e+01, 8.462247610027892719e+00, 1.038523488483932411e+01, 1.498370537490685095e+01, 1.578272947683396765e+01, 6.689862040935376619e+00, 1.104947929439999932e+01
1.997000000000000000e+03, 4.492825527163919475e+00, 1.659136277869317055e+01, 8.369942042580573727e+00, 1.255389228660125056e+01, 6.191723020410588418e+00, 1.625090288227363899e+01, 1.036546441727848133e+01, 8.369353786301479303e+00, 2.291935815837583768e+00, 1.038183700895081607e+01, 7.723561709693302468e+00, 1.012035217459496828e+01, 1.484731776972906481e+01, 1.558039635371854992e+01, 6.691300804242668043e+00, 1.084253134203161650e+01
1.998000000000000000e+03, 4.513276281513252997e+00, 1.660636105701367882e+01, 8.455771927240053998e+00, 1.255689310709834494e+01, 5.774784911393199494e+00, 1.628937613545165775e+01, 1.079677217581341786e+01, 8.230087257715322124e+00, 2.231101599247584222e+00, 1.072627016646340614e+01, 8.276921902100781381e+00, 9.986412162616648658e+00, 1.469577605292704980e+01, 1.546315104223919334e+01, 6.662715939369441287e+00, 1.107842261732327316e+01
1.999000000000000000e+03, 4.625962966290800615e+00, 1.675887257543612208e+01, 8.651514917312919550e+00, 1.266760043191461804e+01, 6.191688771315273065e+00, 1.620258140973526295e+01, 1.094525797685397173e+01, 8.339139563547819378e+00, 2.339759602783478609e+00, 1.108769529744949089e+01, 8.349403570884867065e+00, 1.013929837913852516e+01, 1.492744330647459172e+01, 1.522229215855663398e+01, 6.586922181176853464e+00, 1.137200700709895074e+01
2.000000000000000000e+03, 4.501347402971854983e+00, 1.685129369818890055e+01, 8.519403685272292748e+00, 1.267660738528837072e+01, 6.678249289986831982e+00, 1.620384439364841711e+01, 1.074550629773584909e+01, 8.325580310662367367e+00, 2.228599935018266365e+00, 1.142313316473293483e+01, 8.250045780159926068e+00, 1.025116992602519339e+01, 1.529292043106268650e+01, 1.531297250447622638e+01, 6.625547283234942242e+00, 1.110983130739409752e+01
2.001000000000000000e+03, 4.647989156057956706e+00, 1.675749049065444041e+01, 8.430098823646410722e+00, 1.261594386444993710e+01, 6.544656252603766156e+00, 1.607800216733224019e+01, 1.067768190879210444e+01, 8.298389155724057886e+00, 2.100436637965053421e+00, 1.135620251681776338e+01, 8.837470361368312766e+00, 1.025547992202555925e+01, 1.523610749580513612e+01, 1.541944655704899247e+01, 6.774252301761764627e+00, 1.085765808746017314e+01
2.002000000000000000e+03, 4.327452373043506384e+00, 1.700129297270438400e+01, 8.745882680202672788e+00, 1.253844008444265512e+01, 4.895790303000813637e+00, 1.625113777932556758e+01, 1.096126405338136145e+01, 8.341045894372664193e+00, 2.041849503124264942e+00, 1.121781430194451090e+01, 9.208626586505159750e+00, 1.019631966152408786e+01, 1.516882258126673655e+01, 1.542978408453557471e+01, 7.755172414522207625e+00, 1.082151517597520751e+01
2.003000000000000000e+03, 4.809574858910782957e+00, 1.718948526188586357e+01, 8.980620071543166105e+00, 1.260635929291217572e+01, 4.593110734312616295e+00, 1.615949384771743524e+01, 1.100008746099526569e+01, 8.388992192855647900e+00, 2.142203325022976390e+00, 1.111760727333059329e+01, 8.595703697489232908e+00, 1.000908890268357077e+01, 1.519601916210994119e+01, 1.546768792030480988e+01, 7.472976223166322818e+00, 1.105476685798579339e+01
2.004000000000000000e+03, 4.302643723176589496e+00, 1.699249271768787395e+01, 8.852178279738218691e+00, 1.244357775227399543e+01, 5.842343489151269331e+00, 1.616183223017914017e+01, 1.119546410652296409e+01, 8.315831592585841037e+00, 2.013774687916827677e+00, 1.083729166289223045e+01, 7.736619046506353570e+00, 9.963095104253490319e+00, 1.529694701246424593e+01, 1.553010790169837207e+01, 7.062507976185290026e+00, 1.081403255735292213e+01
2.005000000000000000e+03, 4.239112172485185681e+00, 1.710320657114730736e+01, 8.514401215880054608e+00, 1.249176949177680918e+01, 7.009988542492444630e+00, 1.652171898044066012e+01, 1.099630579678503928e+01, 8.250835368506015399e+00, 2.003928094461667087e+00, 1.084276597006704357e+01, 8.434140584169059096e+00, 1.008987825478398292e+01, 1.527119919820316163e+01, 1.547396164892155745e+01, 7.141074047782153933e+00, 1.116129825975047574e+01
2.006000000000000000e+03, 4.564631425925135488e+00, 1.730862478362260148e+01, 8.989147555772143861e+00, 1.269915958858174143e+01, 6.132722421693874715e+00, 1.668589389573483928e+01, 1.088334978676322251e+01, 8.333544767869437209e+00, 2.067404089285381108e+00, 1.097593763773927122e+01, 9.237179422970301701e+00, 1.050261596564531708e+01, 1.545152382987037676e+01, 1.520328190084414643e+01, 7.431432771631218515e+00, 1.141062723596449935e+01
2.007000000000000000e+03, 4.403895959282768224e+00, 1.721647092622397679e+01, 8.885641895282391900e+00, 1.299798229814139461e+01, 5.771667476730816482e+00, 1.646644765029579105e+01, 1.111904181596788099e+01, 8.330040211100657288e+00, 2.247315252743463887e+00, 1.118294290195836815e+01, 8.379876353608118222e+00, 1.075708924524282750e+01, 1.533955795553851864e+01, 1.519707505232027422e+01, 7.462031814334435076e+00, 1.159187862820217596e+01
2.008000000000000000e+03, 4.384845702661933409e+00, 1.727323851025382950e+01, 8.524471177225384722e+00, 1.298797284492695070e+01, 5.559416177210617427e+00, 1.649988050907927928e+01, 1.165246289737053864e+01, 8.331469266890186631e+00, 2.080718620720583001e+00, 1.157421935708330096e+01, 9.058632613690845048e+00, 1.035329018323059813e+01, 1.530843960785826496e+01, 1.539462451865649406e+01, 7.595057478794664085e+00, 1.131813463905149675e+01
2.009000000000000000e+03, 5.113628192816922713e+00, 1.737963259175070263e+01, 8.340003289699275513e+00, 1.288522444240829046e+01, 5.633572362737766070e+00, 1.672494815281762826e+01, 1.151596482866234439e+01, 8.323984511837300815e+00, 2.059777112952525524e+00, 1.153068653123790455e+01, 9.528277676725441125e+00, 1.025414898715174772e+01, 1.560641270562637040e+01, 1.513069780202437897e+01, 7.416794759761211608e+00, 1.151347000771743723e+01
2.010000000000000000e+03, 5.240763436004954201e+00, 1.730041029792567286e+01, 8.587676334100585507e+00, 1.263948208198790191e+01, 5.773812853321763860e+00, 1.677546029632995328e+01, 1.102114435749748544e+01, 8.273807862840218519e+00, 2.025385332743287581e+00, 1.153203490535656606e+01, 8.928075962209836902e+00, 1.043403153361190938e+01, 1.532770785939936609e+01, 1.512401772761061025e+01, 7.625579177510200424e+00, 1.174285733968839907e+01
2.011000000000000000e+03, 4.721386789298593456e+00, 1.751253192767865841e+01, 8.411425505116442380e+00, 1.265587232122438621e+01, 5.837658277555743069e+00, 1.692855338223930772e+01, 1.134118233744048965e+01, 8.241809152608048805e+00, 2.070136738492547757e+00, 1.166322993864939050e+01, 7.977529788792685039e+00, 1.048975264433233612e+01, 1.510377285329267671e+01, 1.500216066873590925e+01, 7.518044225093046151e+00, 1.153323533002251189e+01
2.012000000000000000e+03, 3.926185315627733985e+00, 1.774572912030839689e+01, 8.600013514024388073e+00, 1.260392443262398032e+01, 5.790889208588120951e+00, 1.662303670299529301e+01, 1.145568834600224939e+01, 8.249427940979932927e+00, 2.034245347137593640e+00, 1.171669545562292392e+01, 8.110663617904595668e+00, 1.040236291826185777e+01, 1.535995414402536774e+01, 1.501543807171746892e+01, 7.660439871985682103e+00, 1.102191597959652292e+01
2.013000000000000000e+03, 4.619895093026483046e+00, 1.784227470148098149e+01, 8.583773636348665192e+00, 1.252097825484626092e+01, 5.644795547415222714e+00, 1.665803122587572815e+01, 1.147680147785319882e+01, 8.193757528945990742e+00, 1.949159452235527779e+00, 1.132658630829877566e+01, 8.798503841997902697e+00, 1.061701035130808179e+01, 1.554028365919354826e+01, 1.524764335024794448e+01, 7.527926619037694778e+00, 1.103961254231671596e+01
2.014000000000000000e+03, 4.789984316201295833e+00, 1.761480017175150792e+01, 8.478788468816500057e+00, 1.244736966417810997e+01, 6.310752134885507125e+00, 1.682119770644680656e+01, 1.144997758527194698e+01, 8.162438624825398392e+00, 2.224369978904554124e+00, 1.096610336043992895e+01, 9.710362936058096750e+00, 1.058097371225114181e+01, 1.567788902472209323e+01, 1.523113350223185236e+01, 7.769857576429021861e+00, 1.159453316950912694e+01
