year, EC-Earth3-Veg, INM-CM4-8, NorESM2-LM, MIROC-ES2L, CMCC-CM2-SR5, INM-CM5-0, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, NorESM2-MM, TaiESM1, MPI-ESM1-2-LR, CanESM5, ACCESS-ESM1-5, CNRM-ESM2-1, CESM2-WACCM
1.861000000000000000e+03, 7.909918806200872510e+00, 1.487034791210063212e+01, 9.708937817528406455e+00, 1.444429647560336250e+01, 5.502305601866734897e+00, 1.439729476584093604e+01, 1.023398582834546033e+01, 7.741406330282220694e+00, 3.308710801198574192e+00, 1.140337045747286737e+01, 9.507125605493309095e+00, 9.204109292729389935e+00, 1.579091126168390424e+01, 1.649518306048188521e+01, 1.010167508680541459e+01, 1.230864423876660751e+01
1.862000000000000000e+03, 7.703550393929594620e+00, 1.490611251178304286e+01, 9.563563075894816023e+00, 1.433656107404950042e+01, 5.280233859219202408e+00, 1.447479873771601078e+01, 1.044761369099205695e+01, 7.568265633645999912e+00, 3.369319202030591764e+00, 1.166034995266455532e+01, 9.599788121303973298e+00, 9.159880860076874853e+00, 1.554563831267173413e+01, 1.651411194906778235e+01, 1.007860812596672417e+01, 1.264031978822904634e+01
1.863000000000000000e+03, 7.707375828155694997e+00, 1.496544965557467677e+01, 9.425723870082197919e+00, 1.437505522760869248e+01, 5.469282706221704871e+00, 1.462160468828634308e+01, 1.057749885020234792e+01, 7.616928731775411521e+00, 3.271608623969527230e+00, 1.170193186628242366e+01, 1.047367895116624226e+01, 9.403956368119152032e+00, 1.552701554818268370e+01, 1.650132267546039344e+01, 9.894633096527588378e+00, 1.262904425005578801e+01
1.864000000000000000e+03, 7.069464208572586728e+00, 1.517798378358613398e+01, 9.113468536257158803e+00, 1.432393966911814864e+01, 6.144780161079084202e+00, 1.454644967135116396e+01, 1.053200293507022600e+01, 7.501760383041221836e+00, 3.423550846832300820e+00, 1.131508048513522624e+01, 1.031263349623344183e+01, 9.222757939010421069e+00, 1.537889716919045746e+01, 1.618448092970170293e+01, 1.006553517661866692e+01, 1.242389868594866265e+01
1.865000000000000000e+03, 7.314893930622025309e+00, 1.519216455273175015e+01, 9.289824047401710416e+00, 1.433395526408575726e+01, 6.543979135415885828e+00, 1.432576402345193856e+01, 1.037126393774460809e+01, 7.596673648983935045e+00, 3.165055765464739324e+00, 1.115545053008521492e+01, 9.769757097755737973e+00, 9.044836572994443102e+00, 1.530792630477148819e+01, 1.613147309522305761e+01, 1.034742728436432557e+01, 1.200292233478056758e+01
1.866000000000000000e+03, 8.052979139633082539e+00, 1.543342020871238596e+01, 9.508360626881454891e+00, 1.447558372830028794e+01, 6.625339049587348761e+00, 1.417406121476632386e+01, 1.027382720793193904e+01, 7.674221289040991323e+00, 3.187575305055411423e+00, 1.083970897967444813e+01, 9.554052767165538640e+00, 9.257131883001555650e+00, 1.540248661849457612e+01, 1.622775297772460235e+01, 1.007437568979279874e+01, 1.203770632638281057e+01
1.867000000000000000e+03, 7.720673006654090287e+00, 1.538668172458517880e+01, 9.529483064763322631e+00, 1.458269507047880076e+01, 6.684816256620925046e+00, 1.406869331594300121e+01, 1.015808946557349124e+01, 7.606667256888167472e+00, 3.228172477764362114e+00, 1.093131089642171183e+01, 1.012877090191302720e+01, 9.403243507546084956e+00, 1.527823086676970021e+01, 1.624870518217314341e+01, 9.893650112484683845e+00, 1.180433238238545179e+01
1.868000000000000000e+03, 7.133110770761022401e+00, 1.545090437755512980e+01, 9.496149038973479506e+00, 1.473109504133224235e+01, 6.203616414194373263e+00, 1.410378603204052261e+01, 1.042730490941207044e+01, 7.570314844239347529e+00, 3.295841772687707838e+00, 1.116442010618580305e+01, 1.040318932388886175e+01, 9.309230263567906505e+00, 1.501301283280694854e+01, 1.620891162802455909e+01, 1.001154570343479655e+01, 1.152281637216918497e+01
1.869000000000000000e+03, 7.556906252037625116e+00, 1.549043563781382815e+01, 9.197667365914991677e+00, 1.462348059485978169e+01, 5.693561934064842234e+00, 1.429698299664132399e+01, 1.053414153483412008e+01, 7.586305974270534769e+00, 3.343563091507417262e+00, 1.151418434631029619e+01, 1.033412939371779160e+01, 9.374622176490349901e+00, 1.544954625814018279e+01, 1.602996136597678856e+01, 9.819316473960309821e+00, 1.147347803441335579e+01
1.870000000000000000e+03, 7.917767641999160055e+00, 1.543807192031036024e+01, 9.393646097954141183e+00, 1.453225442266117007e+01, 5.679324693717457961e+00, 1.416293447520008186e+01, 1.045158319923342560e+01, 7.821956863136342974e+00, 3.391330724122477491e+00, 1.163912511559043672e+01, 1.028623878870289765e+01, 9.495923452711851454e+00, 1.569165122207616392e+01, 1.606143394896538368e+01, 9.772693686910116639e+00, 1.149335893302568934e+01
1.871000000000000000e+03, 8.161621789016010098e+00, 1.564503800894926577e+01, 9.473262171438429746e+00, 1.458265477510198593e+01, 6.011660603098644806e+00, 1.445303223784709878e+01, 1.011689795919453871e+01, 7.855484306368127889e+00, 3.125154260258983463e+00, 1.179298918776839677e+01, 9.962601545066583242e+00, 9.421836513669257229e+00, 1.579262998487102010e+01, 1.608015268643349671e+01, 9.784484274178081975e+00, 1.135511621190985565e+01
1.872000000000000000e+03, 8.053961870523973943e+00, 1.574332707190241720e+01, 9.441401465248970837e+00, 1.453447028495011573e+01, 6.097229446216515747e+00, 1.427867427960433311e+01, 1.028717557230849167e+01, 7.783825385020072041e+00, 3.126851565696740831e+00, 1.175553834155194721e+01, 9.654300858723976475e+00, 9.529703890906175090e+00, 1.604199820269940346e+01, 1.621727969083863741e+01, 9.848557488908006974e+00, 1.176081489513357425e+01
1.873000000000000000e+03, 8.293619347672450459e+00, 1.552730771868488446e+01, 9.380474534322949864e+00, 1.455008262824870613e+01, 5.850843499309609008e+00, 1.405536166076874594e+01, 1.032566684346781827e+01, 7.759665714087072175e+00, 3.289043161918251190e+00, 1.167248532610420675e+01, 9.299824148782624533e+00, 9.349015300729023537e+00, 1.605080112567465278e+01, 1.622718437540148884e+01, 9.648214781313717125e+00, 1.167793109303778643e+01
1.874000000000000000e+03, 7.446838591049194989e+00, 1.536020807366211471e+01, 9.590302031710098873e+00, 1.472004461685970611e+01, 5.851005627113329055e+00, 1.394740320192877725e+01, 1.011933243160646612e+01, 7.844548309508389217e+00, 3.349607824819936575e+00, 1.160562582364762463e+01, 9.461947678405060458e+00, 9.331136122535561128e+00, 1.608414751869586823e+01, 1.595254623919167969e+01, 9.717614228231015616e+00, 1.165995244511450046e+01
1.875000000000000000e+03, 7.465201874583371477e+00, 1.519625338231685063e+01, 9.569244019074050200e+00, 1.481835793846120453e+01, 5.987372408778751876e+00, 1.407894346267407926e+01, 1.028195505895772754e+01, 7.724186129837044668e+00, 3.123332371639596428e+00, 1.141300124701145258e+01, 1.000077572818947758e+01, 9.371509781941991690e+00, 1.633401938661141628e+01, 1.566132438750941525e+01, 1.000031029054875376e+01, 1.159059199013547570e+01
1.876000000000000000e+03, 7.290177396747353100e+00, 1.527521769625967885e+01, 9.448989962599139147e+00, 1.465141496883834371e+01, 5.553109617378857443e+00, 1.416692004173791020e+01, 1.034927785035620573e+01, 7.875362001042752524e+00, 3.222230410376671461e+00, 1.121669339389539033e+01, 9.277537607847575529e+00, 9.340150566501737472e+00, 1.605791720978329096e+01, 1.547307730850010898e+01, 9.807071175458045076e+00, 1.193908620870178439e+01
1.877000000000000000e+03, 7.767888933608679380e+00, 1.545388611092711706e+01, 9.249638546766101754e+00, 1.470115590230648017e+01, 6.103792369796928519e+00, 1.426432170581031045e+01, 1.020788228090389005e+01, 7.734517447317791117e+00, 3.274958655553769304e+00, 1.104571441154463507e+01, 9.316877632304318979e+00, 9.245131594053725976e+00, 1.611636944101183744e+01, 1.548033946741783495e+01, 9.757674536338745597e+00, 1.174051795519913632e+01
1.878000000000000000e+03, 7.973501808833720617e+00, 1.537254997549404223e+01, 9.314857203925161144e+00, 1.475090444940269130e+01, 6.075976640430263309e+00, 1.401748744021514348e+01, 1.036592019322830183e+01, 7.662641086367778520e+00, 3.245203766778914201e+00, 1.132057033077148667e+01, 9.536339746689240116e+00, 9.172094363594355926e+00, 1.610006464669878312e+01, 1.555395954347664755e+01, 9.736229325576275073e+00, 1.172388115536764097e+01
1.879000000000000000e+03, 7.633356495571596234e+00, 1.544635929286132914e+01, 9.301050277258642751e+00, 1.481057088104011932e+01, 6.070370441623890834e+00, 1.417038885015118588e+01, 1.052382458303722679e+01, 7.638790226850976417e+00, 3.216848870126471471e+00, 1.137835890159081664e+01, 9.505282058545079238e+00, 9.197963837215107574e+00, 1.574271459301049347e+01, 1.583581369974123021e+01, 9.830237292299454310e+00, 1.139731397596666973e+01
1.880000000000000000e+03, 8.128157323268743184e+00, 1.536193533069186934e+01, 9.261022226742449348e+00, 1.476367313538600889e+01, 5.897246454721217113e+00, 1.421666836089548269e+01, 1.046505176549568361e+01, 7.806975041999957732e+00, 3.052641553326565393e+00, 1.129552885847335553e+01, 9.761779122764780325e+00, 9.063665561513097657e+00, 1.565094657802784894e+01, 1.593324050603390418e+01, 1.004680686004759949e+01, 1.163267579130301677e+01
1.881000000000000000e+03, 8.068179890555596145e+00, 1.535493157094528982e+01, 9.114625829910499633e+00, 1.479797596161176187e+01, 5.920474170259104163e+00, 1.427348099357479150e+01, 1.032165934568464394e+01, 7.791669158240719817e+00, 3.033044055782439408e+00, 1.129214528793242955e+01, 1.042749340102227329e+01, 9.078005131916809134e+00, 1.543229991083959796e+01, 1.588628976102801005e+01, 9.722231103431777655e+00, 1.199263282547601150e+01
1.882000000000000000e+03, 7.174892461129624976e+00, 1.536307566268885161e+01, 9.381550318922851517e+00, 1.481543592180907432e+01, 5.421568109837244798e+00, 1.438639845171796594e+01, 1.027445876868876695e+01, 7.685606690889045467e+00, 3.194392343783180266e+00, 1.108583012377642518e+01, 9.180854801222253059e+00, 9.278117798259264859e+00, 1.542655050645498349e+01, 1.599444647473319847e+01, 9.648302837524935782e+00, 1.202253857105391610e+01
1.883000000000000000e+03, 7.173801743031039457e+00, 1.526977209075621467e+01, 9.415888588397207215e+00, 1.475013420821670174e+01, 6.193963295692695326e+00, 1.429791238319620561e+01, 1.056400981330109623e+01, 7.735378671836995679e+00, 3.280382014412583480e+00, 1.113223013761878555e+01, 9.190693320442932190e+00, 9.420504599242406130e+00, 1.511099719777960892e+01, 1.602019167915414499e+01, 9.753852398689394576e+00, 1.146291651803234757e+01
1.884000000000000000e+03, 8.339791881074441804e+00, 1.529114830911721690e+01, 9.252871153289154549e+00, 1.471161318894027303e+01, 6.715911655028159899e+00, 1.440972266421440118e+01, 1.059748795432774315e+01, 7.759799260894165052e+00, 3.124656117784911924e+00, 1.147410266294255443e+01, 9.749147578312777895e+00, 9.393220389870485576e+00, 1.503952415331814763e+01, 1.603245403852323037e+01, 1.019838756100124932e+01, 1.132455497319110194e+01
1.885000000000000000e+03, 8.306321565736681123e+00, 1.517178456147086330e+01, 9.187174536156769378e+00, 1.466856926361495717e+01, 6.060498373587677179e+00, 1.431736769800055598e+01, 1.064936356962246222e+01, 7.707995623843879152e+00, 3.052029154032560587e+00, 1.158020770360895035e+01, 9.357301856092336223e+00, 9.374078180099717272e+00, 1.491198991089916248e+01, 1.617483892209173746e+01, 9.746425815091553702e+00, 1.112618777665844938e+01
1.886000000000000000e+03, 7.712814349108254142e+00, 1.551856737043895329e+01, 9.215380854544710232e+00, 1.471693422252911176e+01, 5.134237075487884994e+00, 1.434151951729567998e+01, 1.074587929640891026e+01, 7.735761070151291108e+00, 3.308386751407303983e+00, 1.153788727590227836e+01, 1.011041209940627184e+01, 9.507951835456490031e+00, 1.505676303673129013e+01, 1.619799954739404058e+01, 9.977642067367204604e+00, 1.136790184007693583e+01
1.887000000000000000e+03, 7.159961771411547993e+00, 1.559869013388836656e+01, 9.158446048404927708e+00, 1.476801290812635514e+01, 5.810165456488038060e+00, 1.435674220234724174e+01, 1.068600045376868657e+01, 7.713943403187687231e+00, 3.384625300560788030e+00, 1.138804422468844457e+01, 1.017167336738740957e+01, 9.459593989594058172e+00, 1.540581878297616392e+01, 1.606042729342595266e+01, 9.774155418721701238e+00, 1.140710009441692208e+01
1.888000000000000000e+03, 7.309554202211582030e+00, 1.569042162446468502e+01, 9.173036264734800938e+00, 1.472971464360865035e+01, 6.913032025835583738e+00, 1.456540116237549753e+01, 1.085647718618854363e+01, 7.623708690248035325e+00, 3.095421874246810923e+00, 1.134517597938348743e+01, 8.956890151992871196e+00, 9.398083870757933056e+00, 1.572650595210757629e+01, 1.593005069804017104e+01, 9.661530417068682652e+00, 1.156573034196163796e+01
1.889000000000000000e+03, 7.515781501813879828e+00, 1.565860287777250370e+01, 9.023869354811594690e+00, 1.480431507641582556e+01, 6.330811413064518334e+00, 1.428390026167171101e+01, 1.093005671271009405e+01, 7.542522077290075622e+00, 3.176515641905984122e+00, 1.119770851230954989e+01, 9.139699339016919666e+00, 9.299659024924467943e+00, 1.567908285833018844e+01, 1.595595607760125922e+01, 1.001096679626414421e+01, 1.183783220049039464e+01
1.890000000000000000e+03, 7.357685523368677316e+00, 1.564695613108552230e+01, 9.112028931666278808e+00, 1.490298183708029711e+01, 6.441980871468908632e+00, 1.436091221188249989e+01, 1.094252074807630848e+01, 7.626236017701614855e+00, 3.329348866952778874e+00, 1.121449232782161332e+01, 1.027979588282753731e+01, 9.119148890103401683e+00, 1.568126662160024232e+01, 1.567687865335999753e+01, 9.809101132411832680e+00, 1.183868294190137860e+01
1.891000000000000000e+03, 7.307183719910046449e+00, 1.553440788851062493e+01, 9.259710346593596597e+00, 1.492233285204461701e+01, 6.549823629322325758e+00, 1.462071964011394165e+01, 1.075385166585292929e+01, 7.414405036961016826e+00, 3.348237050311997809e+00, 1.140407427504831794e+01, 9.449686075475460356e+00, 9.076683928571476656e+00, 1.560514349852526372e+01, 1.555087559100848971e+01, 9.826448732104326567e+00, 1.167465445272874369e+01
1.892000000000000000e+03, 7.640296033511035034e+00, 1.553303987597017510e+01, 9.062145824166647046e+00, 1.470183835322187882e+01, 5.834610877642720794e+00, 1.453311088489310521e+01, 1.068027651260642585e+01, 7.368648340105705685e+00, 3.232276860937944640e+00, 1.132664477931228930e+01, 9.379015778327714159e+00, 9.119873852389751789e+00, 1.571466890592431298e+01, 1.586513151164332847e+01, 1.016979504483918539e+01, 1.184249273883831677e+01
1.893000000000000000e+03, 7.278178928999050612e+00, 1.544104083567825469e+01, 9.101299794491728434e+00, 1.446938267267089984e+01, 5.729790213225591344e+00, 1.418654739334514403e+01, 1.079922941218043064e+01, 7.490249193597691146e+00, 3.054841944712276103e+00, 1.124944018218318575e+01, 9.721063343060384554e+00, 8.955679389956348047e+00, 1.571862633485525684e+01, 1.604285817600892372e+01, 9.904592457385296811e+00, 1.186333121399897195e+01
1.894000000000000000e+03, 7.276730651466964517e+00, 1.547222879003228613e+01, 9.251614813915237434e+00, 1.443390530310386666e+01, 5.470258645584499924e+00, 1.419325888843000349e+01, 1.104592902587616443e+01, 7.532351096540305768e+00, 3.052330654313614389e+00, 1.141259386043989643e+01, 9.918380704266912318e+00, 9.038922274968202331e+00, 1.604254966020477724e+01, 1.624255502044810484e+01, 9.785529531020793925e+00, 1.161535911906794816e+01
1.895000000000000000e+03, 7.690263743318987544e+00, 1.555797876493503651e+01, 9.156908285038813489e+00, 1.445257802768839284e+01, 5.426650271576825446e+00, 1.435521134265394494e+01, 1.095058383603441854e+01, 7.490207298394287783e+00, 3.025988656022274625e+00, 1.139307406025050540e+01, 9.174619492409366472e+00, 9.242292096062667994e+00, 1.619522239642581596e+01, 1.652469855719709102e+01, 9.816165940860264172e+00, 1.150876708026913775e+01
1.896000000000000000e+03, 7.530205064117292402e+00, 1.565257034188201679e+01, 9.149077797436799386e+00, 1.454322244702484390e+01, 6.074085609343319980e+00, 1.438429495358591303e+01, 1.093044233184117964e+01, 7.525810608546584568e+00, 3.128247638113409224e+00, 1.127184183686653896e+01, 9.905602089760868978e+00, 9.249254007331733973e+00, 1.613421386043795991e+01, 1.653662340806726050e+01, 9.921052884391251325e+00, 1.134166773537329753e+01
1.897000000000000000e+03, 7.093941991260765079e+00, 1.580764412298353605e+01, 9.269766792868482597e+00, 1.450895117879824170e+01, 6.838859444619273198e+00, 1.422873874686683138e+01, 1.111008025261306464e+01, 7.350749383192946240e+00, 3.239561434401521556e+00, 1.140209963798026571e+01, 1.048235660762415833e+01, 9.122898026326730303e+00, 1.595994632649454203e+01, 1.634394713827240153e+01, 9.887767066345086064e+00, 1.154444688703361166e+01
1.898000000000000000e+03, 7.532534847017966939e+00, 1.543478839293054605e+01, 9.125938312415607712e+00, 1.440247120123130031e+01, 6.874901231122531264e+00, 1.424537264960120986e+01, 1.113659700539807851e+01, 7.437143006862563688e+00, 3.434007656266039099e+00, 1.105344707667781279e+01, 9.463311116108945598e+00, 9.175218777992066421e+00, 1.612928813969288910e+01, 1.620099881960975097e+01, 9.762727020397681699e+00, 1.121891270698662701e+01
1.899000000000000000e+03, 7.350627974456050318e+00, 1.558567649517835108e+01, 9.184139515507244056e+00, 1.431929627728927379e+01, 6.207315173775675987e+00, 1.448842297158988401e+01, 1.097484644156760503e+01, 7.488521562796138120e+00, 3.239387973536477006e+00, 1.102234962859860090e+01, 9.147569982223414442e+00, 9.218955325127584643e+00, 1.618862925338639513e+01, 1.582693951919230813e+01, 1.005187803709315197e+01, 1.119348423910752821e+01
1.900000000000000000e+03, 7.694860738061333194e+00, 1.558768229088475010e+01, 9.130299147105963797e+00, 1.427323408835630048e+01, 5.884839443831486605e+00, 1.459562913036248233e+01, 1.088293695325214472e+01, 7.444219742252244032e+00, 3.095083794773528574e+00, 1.111939245433100609e+01, 9.361128350852885305e+00, 9.321379195337099688e+00, 1.619575019833169094e+01, 1.549209183882845586e+01, 1.016576606653400283e+01, 1.111580244905916892e+01
1.901000000000000000e+03, 7.396260300199951843e+00, 1.561548232830996596e+01, 9.186032558318720120e+00, 1.429311845074604292e+01, 5.724167984546649990e+00, 1.448200784812115138e+01, 1.078449273605416536e+01, 7.456982837285132781e+00, 3.153669444622893447e+00, 1.095262076040559762e+01, 9.117160651067585775e+00, 9.181745343366770840e+00, 1.606541496389161949e+01, 1.529700051259897187e+01, 1.001434281350788247e+01, 1.109270186805552250e+01
1.902000000000000000e+03, 7.509951302784367400e+00, 1.563288259882681785e+01, 9.153624824715018704e+00, 1.423759771901592508e+01, 5.471037459462128716e+00, 1.451894549668324430e+01, 1.090879682710622056e+01, 7.646161648153678492e+00, 3.455034307455279396e+00, 1.113896785928133681e+01, 9.525234901972659429e+00, 9.076137795894219096e+00, 1.574622548650899212e+01, 1.538248335876559025e+01, 1.060315655453882755e+01, 1.127655019301215766e+01
1.903000000000000000e+03, 7.625149500081904286e+00, 1.563984208208529836e+01, 9.109148115132665424e+00, 1.432037837271758107e+01, 6.307821039042327271e+00, 1.456107881945348836e+01, 1.080404538250713209e+01, 7.501215043601968446e+00, 3.306851771621094560e+00, 1.116000497366648680e+01, 9.548860371548297366e+00, 9.254773983252029268e+00, 1.567145109238102840e+01, 1.567860901564485054e+01, 1.024796814913405285e+01, 1.140102524839039688e+01
1.904000000000000000e+03, 8.434955735816382472e+00, 1.556420567908059382e+01, 8.934937311021482031e+00, 1.436554162600860884e+01, 6.667434470187660445e+00, 1.463532326319937482e+01, 1.063646871771782010e+01, 7.560735696216009494e+00, 3.118491861142499655e+00, 1.109694387605938104e+01, 8.773835940421577106e+00, 9.168398171965783661e+00, 1.580003998953083943e+01, 1.580189360880629934e+01, 1.061700459795993368e+01, 1.114270831014072982e+01
1.905000000000000000e+03, 8.544773690522006859e+00, 1.537964264696975114e+01, 8.742774124973582417e+00, 1.440810599607700837e+01, 6.550872397839913042e+00, 1.461622187533663997e+01, 1.064956875992828067e+01, 7.552629140969775001e+00, 2.978632017287913936e+00, 1.108888555365475348e+01, 8.783997176320248457e+00, 9.150650056592990467e+00, 1.596013261833404329e+01, 1.588946959000085180e+01, 1.089694796060884485e+01, 1.126509071167677334e+01
1.906000000000000000e+03, 7.999471620532282223e+00, 1.553544705376766721e+01, 8.668310258846704031e+00, 1.450149861317404820e+01, 6.373504561105934663e+00, 1.460115366531835690e+01, 1.064989789797777675e+01, 7.679233135271791966e+00, 3.299985948538353586e+00, 1.116709003117908594e+01, 9.162170672924675685e+00, 9.293732363464961566e+00, 1.579516993302766004e+01, 1.605347910093454544e+01, 1.043901768550009557e+01, 1.120913163619401409e+01
1.907000000000000000e+03, 7.116590460746528457e+00, 1.579648131650253795e+01, 8.830993498687442766e+00, 1.441955767763119844e+01, 6.690498030429779419e+00, 1.436474735729337660e+01, 1.064452412074628462e+01, 7.508358474427386575e+00, 3.232122892176550355e+00, 1.117622577088577884e+01, 9.269383264569011516e+00, 9.277241142663434914e+00, 1.549880793130207479e+01, 1.588642321800474022e+01, 1.028279017852497113e+01, 1.111991851633991857e+01
1.908000000000000000e+03, 7.423059421590741280e+00, 1.589336271666370592e+01, 8.974579340440278941e+00, 1.431312893460797042e+01, 5.850715846976078716e+00, 1.427673619625178958e+01, 1.071147803997602743e+01, 7.401404520327644398e+00, 3.151389509164522984e+00, 1.110448678117755250e+01, 9.005744452959019597e+00, 9.253934470860487593e+00, 1.520176992489457923e+01, 1.584563561227665218e+01, 1.036369015014907902e+01, 1.127048947695293890e+01
1.909000000000000000e+03, 6.969843204070089726e+00, 1.575654924800892864e+01, 9.055613819307147594e+00, 1.434326998648554685e+01, 5.775403729678130205e+00, 1.456224593564387071e+01, 1.067335289399861686e+01, 7.522113064979387254e+00, 3.192441351669907501e+00, 1.103732062704321848e+01, 9.085503585332205034e+00, 9.453090307478932530e+00, 1.515186566267015955e+01, 1.585280172895968676e+01, 1.017769952670267131e+01, 1.133493573564657275e+01
1.910000000000000000e+03, 7.227226948615856017e+00, 1.581058106516422157e+01, 8.820503663125673910e+00, 1.438014299498174431e+01, 5.401693298353523076e+00, 1.470482679624910105e+01, 1.066986819029002120e+01, 7.507375469233783072e+00, 3.169653218537831663e+00, 1.116996731161136580e+01, 9.234229368574164099e+00, 9.420800315286868454e+00, 1.494297740261712804e+01, 1.605602246653307219e+01, 1.041785303405594476e+01, 1.113441514311898395e+01
1.911000000000000000e+03, 7.083579874706513735e+00, 1.580077481489757751e+01, 9.008830126092941981e+00, 1.425443986742423341e+01, 5.724879043913824184e+00, 1.472227324666261516e+01, 1.085397234745445338e+01, 7.485668814880603428e+00, 3.063928123599126696e+00, 1.093816491146351488e+01, 8.407411897153929559e+00, 9.293298861905665120e+00, 1.494071371839760687e+01, 1.597252368205150752e+01, 1.027393254080650564e+01, 1.123590311210428538e+01
