year, MPI-ESM1-2-LR, NorESM2-MM, NorESM2-LM, EC-Earth3-Veg, UKESM1-0-LL, IPSL-CM6A-LR, CESM2-WACCM, TaiESM1
1.969000000000000000e+03, 6.561753235768739731e-11, 1.390576832247400798e-11, 1.116016141825545887e-11, 1.071095393098956779e-09, 7.052441777658007737e-11, 3.216340426156087488e-10, 5.133177343017089731e-11, 1.086297108923139720e-11
1.970000000000000000e+03, 6.270450915499075633e-11, 1.431975714715393075e-11, 1.139482412015046713e-11, 8.957030009404193052e-10, 6.510227509121402191e-11, 3.427723426474942012e-10, 7.918811393660755024e-11, 1.111356412072670833e-11
1.971000000000000000e+03, 6.504663656095504717e-11, 1.449914998569867615e-11, 1.150671323249873253e-11, 9.641899467985758428e-10, 9.463622848670672902e-11, 3.858119798553070494e-10, 5.841059803052952186e-11, 1.115493240928350515e-11
1.972000000000000000e+03, 7.142509897688297779e-11, 1.480829890406165269e-11, 1.178988949527426190e-11, 9.941117179340452859e-10, 1.315519335657255182e-10, 3.772766749697445134e-10, 7.129635725218162200e-11, 1.145422449276720120e-11
1.973000000000000000e+03, 7.067037650303361464e-11, 1.466080827101225902e-11, 1.159668877770873987e-11, 9.081263065032872606e-10, 1.259051783803803777e-10, 4.009977349245298012e-10, 5.221869608220463912e-11, 1.126838166451653168e-11
1.974000000000000000e+03, 6.214231227875713441e-11, 1.576932527236631177e-11, 1.236938452669773584e-11, 9.280322967237126031e-10, 7.388269771967965842e-11, 3.368044291198367124e-10, 4.868648320193282483e-11, 1.187680928210172617e-11
1.975000000000000000e+03, 6.347876305374957595e-11, 1.495785947295582864e-11, 1.180812211636471261e-11, 1.105597857649366078e-09, 6.403127277309564892e-11, 3.893399283166215066e-10, 8.185230351708480375e-11, 1.137138515717699876e-11
1.976000000000000000e+03, 7.025203595905082659e-11, 1.609169811536955609e-11, 1.275491238181531957e-11, 9.780110890857386854e-10, 7.743059822150421503e-11, 4.380764764781897605e-10, 9.650182766927349208e-11, 1.218247554473303838e-11
1.977000000000000000e+03, 7.007083032198566055e-11, 1.667629533573017768e-11, 1.313638596912302193e-11, 8.739293707601451575e-10, 9.518586319449679274e-11, 3.939417140982734313e-10, 8.841783682417166040e-11, 1.245353755262542730e-11
1.978000000000000000e+03, 8.672638700071164257e-11, 1.718940500400319217e-11, 1.356322990535954199e-11, 1.026466310983848595e-09, 6.256021519250122953e-11, 4.318744049083213566e-10, 8.641557002802980256e-11, 1.296998018575634865e-11
1.979000000000000000e+03, 9.844104912036146392e-11, 1.681124732674977452e-11, 1.328584190900217970e-11, 1.233401459977984165e-09, 9.496494866883106351e-11, 4.656089627690461171e-10, 7.783163522104658136e-11, 1.278581677929151793e-11
1.980000000000000000e+03, 7.765764675866279128e-11, 1.637694623778417315e-11, 1.293213487731311823e-11, 1.026602836669718935e-09, 1.233665505358708863e-10, 3.275765890758665081e-10, 1.075341484366816664e-10, 1.236958782439783550e-11
1.981000000000000000e+03, 7.170187389873558449e-11, 1.821185258140085128e-11, 1.440027952199953868e-11, 8.997033671799809472e-10, 9.967310539944249899e-11, 2.678017925232369698e-10, 5.001718870066509331e-11, 1.379114866523058489e-11
1.982000000000000000e+03, 7.595887032521267107e-11, 1.848165020727865607e-11, 1.462346681250638426e-11, 9.820063688322178070e-10, 1.245263070241720813e-10, 3.636566136174788928e-10, 6.726391847359291079e-11, 1.407085789843430592e-11
1.983000000000000000e+03, 6.440642395942714397e-11, 1.681626897713056402e-11, 1.329644255199536815e-11, 1.026051960371299904e-09, 7.885412180005521337e-11, 4.997827547861500035e-10, 1.135173443537854624e-10, 1.277232410362854629e-11
1.984000000000000000e+03, 8.997801524575961896e-11, 1.615574354820889791e-11, 1.278861974069406296e-11, 9.823841246280521834e-10, 6.972796349753977592e-11, 5.244669636730995965e-10, 1.166359670218971273e-10, 1.227218640140650146e-11
1.985000000000000000e+03, 8.409430886526309940e-11, 1.666917633171497887e-11, 1.330126651576996526e-11, 9.466715994674649397e-10, 8.182474507231786834e-11, 4.581204972637754247e-10, 8.154879794955054816e-11, 1.294411435414501129e-11
1.986000000000000000e+03, 9.348438211028912147e-11, 1.798172688821206940e-11, 1.431196862991899437e-11, 9.324346992958644721e-10, 1.318464447255610911e-10, 5.791513695988316854e-10, 6.471963450728657215e-11, 1.404525892029924573e-11
1.987000000000000000e+03, 8.142384902130468985e-11, 1.856501448467994746e-11, 1.472552436586992870e-11, 1.085751688889704187e-09, 1.491508262273850181e-10, 4.350601474282287751e-10, 9.095611990141052502e-11, 1.451531337799506611e-11
1.988000000000000000e+03, 8.410988027524666503e-11, 1.808228521602491643e-11, 1.433337168550508806e-11, 8.797189579655714698e-10, 1.192683580981019802e-10, 3.954875202479745425e-10, 9.877803022254028459e-11, 1.421805531452249237e-11
1.989000000000000000e+03, 1.041136006047565152e-10, 1.845720347056168703e-11, 1.463169238547151928e-11, 1.096680965903745524e-09, 1.645288711742319739e-10, 4.792393156183439159e-10, 8.477590644324456858e-11, 1.454009031189876316e-11
1.990000000000000000e+03, 9.440342262199005044e-11, 1.879651556036517632e-11, 1.482379992633596360e-11, 8.552134964850135147e-10, 1.195385593464355030e-10, 3.306219418970278926e-10, 1.287108299867925251e-10, 1.475720890328448587e-11
1.991000000000000000e+03, 7.301120062712360457e-11, 2.080770718361895943e-11, 1.630351550356421606e-11, 1.043678678457157374e-09, 2.485012396193798332e-10, 5.284196658568328433e-10, 1.267867284330345636e-10, 1.604697623043965663e-11
1.992000000000000000e+03, 8.594022081958267460e-11, 2.097218736930251870e-11, 1.644880946512932217e-11, 9.871414560577583806e-10, 2.555761859036107304e-10, 4.560015117339575921e-10, 8.717816413981698475e-11, 1.612450806250082962e-11
1.993000000000000000e+03, 7.815620878372604899e-11, 2.120483694660078266e-11, 1.665333917385089561e-11, 1.202925623102223253e-09, 1.606972099026376140e-10, 5.276233924192567805e-10, 9.776452650105152028e-11, 1.635660930405076779e-11
1.994000000000000000e+03, 9.147616752798499812e-11, 2.226090501578867570e-11, 1.746037370633393477e-11, 1.094309157467467337e-09, 1.458293525622558487e-10, 4.611192882807876051e-10, 9.099198466452201600e-11, 1.725385862756436225e-11
1.995000000000000000e+03, 1.119256466623950178e-10, 2.362387816005214058e-11, 1.844897531591422285e-11, 9.777902281900105146e-10, 1.846964245732388752e-10, 4.445586278948242667e-10, 1.222429269391985276e-10, 1.823199077884426150e-11
1.996000000000000000e+03, 1.562513979899892753e-10, 2.489782918917614770e-11, 1.945200264208382886e-11, 9.940043763035899397e-10, 1.779960566392608975e-10, 3.631637043295720030e-10, 1.234757889260314307e-10, 1.927209652459245144e-11
1.997000000000000000e+03, 1.203518364402066293e-10, 2.450953094595559755e-11, 1.916106154879084494e-11, 9.884014662047524047e-10, 1.928105822253096953e-10, 3.517078031907694832e-10, 9.843953756601187508e-11, 1.892608108329331270e-11
1.998000000000000000e+03, 8.130582732220124972e-11, 2.644276043377307530e-11, 2.077897934019256418e-11, 1.043591656807213802e-09, 9.619113817987770452e-11, 4.554049315042835604e-10, 1.186454247920651608e-10, 2.055127631110743896e-11
1.999000000000000000e+03, 8.432330642298393229e-11, 2.622737941528249354e-11, 2.073949367182242467e-11, 1.143396588550460182e-09, 1.418865202809962736e-10, 5.362233787790780009e-10, 1.318045194128854491e-10, 2.073674836209226209e-11
2.000000000000000000e+03, 1.149292278229199446e-10, 2.732238559476590779e-11, 2.143685151635611765e-11, 1.013926723888229369e-09, 1.614906917123764942e-10, 4.258344134983434380e-10, 8.105940217849793089e-11, 2.140474895138064345e-11
2.001000000000000000e+03, 1.094603443758973603e-10, 3.011724220396971678e-11, 2.316428266461092357e-11, 1.157879376376895839e-09, 1.503634650233125233e-10, 5.092468635641503910e-10, 9.255658943871336168e-11, 2.563181409417235421e-11
2.002000000000000000e+03, 1.293049236337956732e-10, 3.109488603767389163e-11, 2.545315448625534906e-11, 8.643799249376740543e-10, 1.173776193083117871e-10, 4.841824238592657449e-10, 8.013422750992155293e-11, 2.532420087775034199e-11
2.003000000000000000e+03, 1.061696299700013902e-10, 3.076557506077558231e-11, 2.492047738655060927e-11, 1.190862482672075080e-09, 1.268240758218240895e-10, 4.624359262229478146e-10, 1.090416332734274965e-10, 2.495056356628619337e-11
2.004000000000000000e+03, 9.036070467684653769e-11, 3.019465483065823441e-11, 2.414727804843793016e-11, 8.894192789219187713e-10, 9.053219603362967163e-11, 5.420607234658073465e-10, 9.454557001622388210e-11, 2.645031875954303855e-11
2.005000000000000000e+03, 8.150312417244843958e-11, 3.027056302126323132e-11, 2.199521036273792322e-11, 9.251498703088046122e-10, 8.340085439061114433e-11, 4.900794445597530087e-10, 9.166972175537847161e-11, 2.248325023754143868e-11
2.006000000000000000e+03, 1.175106371157604783e-10, 3.042096550443564133e-11, 2.484303814576469882e-11, 9.801704727458607460e-10, 1.064306604937059483e-10, 4.221057311882539526e-10, 1.320413667555065924e-10, 2.507790126210975687e-11
2.007000000000000000e+03, 1.721256402878993540e-10, 2.842119406057674157e-11, 2.359298398396913289e-11, 1.064054234303986872e-09, 8.959123206573129796e-11, 3.979232809159234834e-10, 1.235437017923098103e-10, 2.662268830513242483e-11
2.008000000000000000e+03, 1.296186986758265407e-10, 3.114865381391917045e-11, 2.533725981945354772e-11, 8.497204996216266935e-10, 8.812948592747680817e-11, 5.920505150958023592e-10, 8.045224084270581492e-11, 2.597061752567510746e-11
2.009000000000000000e+03, 1.032607194650669664e-10, 3.005845129692819226e-11, 2.402879997601998432e-11, 1.242608648265692282e-09, 1.230290538412052046e-10, 5.697347552107348512e-10, 9.654649312324628289e-11, 2.770133271172136800e-11
2.010000000000000000e+03, 7.421276266660466694e-11, 3.015896839345285391e-11, 2.467721063861055620e-11, 1.110694346428720041e-09, 9.169393304790967843e-11, 2.981885029858765648e-10, 1.642659851784389825e-10, 2.530412423189066758e-11
2.011000000000000000e+03, 6.750149951507389569e-11, 3.282036881375275247e-11, 2.365883610720581181e-11, 1.096868739060553948e-09, 1.024422738129041836e-10, 4.175413426682790093e-10, 1.230852715976069753e-10, 2.413366489996207003e-11
2.012000000000000000e+03, 6.493924993897050211e-11, 3.370097414064216945e-11, 2.725053131732887095e-11, 8.312338424554225518e-10, 1.153738182183777804e-10, 4.605026039472394125e-10, 6.217702467992805232e-11, 2.777198731682548853e-11
2.013000000000000000e+03, 9.220624432631874559e-11, 3.041467336247423221e-11, 2.480580088655280801e-11, 1.067256947178249068e-09, 1.000225026028030157e-10, 5.195571732290870019e-10, 1.134957052128035132e-10, 2.691266985284610128e-11
2.014000000000000000e+03, 1.099717806375303312e-10, 3.317607266007604369e-11, 2.565323810388502335e-11, 1.063799839334112677e-09, 1.204581501430127247e-10, 5.243700409187327477e-10, 1.678844898701495106e-10, 2.618773943213678035e-11
