year, CMCC-ESM2, CNRM-ESM2-1, UKESM1-0-LL, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM
1.961000000000000000e+03, 1.215584611604683358e-09, -9.594131857443406670e-10, -2.585040553086946610e-10, -1.484808747957194324e-09, -6.807414606499869020e-10, 7.146547806357255258e-10, -1.028789926942401539e-09, -1.705686986103424755e-10
1.962000000000000000e+03, 2.877596141015636592e-09, 5.025447982734498786e-10, 3.295700511222751203e-10, -6.419592580840037556e-10, 2.194543457105502985e-09, -8.102622876706175376e-10, 2.281132812146988398e-10, -3.174249174210820188e-10
1.963000000000000000e+03, 1.682751662091261165e-11, -2.476973478391450450e-11, 1.414273714413637330e-10, 1.939518745006812692e-09, 9.003356858032021198e-10, -7.612069021837352536e-11, 4.789913398657449577e-10, -9.127211733356940890e-10
1.964000000000000000e+03, -2.599879824112870162e-09, 8.886623041104863298e-11, 1.367712308583434566e-09, 1.105233626135043211e-09, -7.384277270082979296e-11, 1.086808993305222175e-09, -7.337894803932156494e-11, -6.918899980725229440e-10
1.965000000000000000e+03, -8.654501655186150045e-10, 1.342326976415845684e-09, 1.272614341535601055e-10, -1.688322578121804872e-09, -5.313115004352084245e-10, 3.004079353129739726e-10, -2.450642752701927026e-10, 7.282709582928497054e-10
1.966000000000000000e+03, 4.076973962146280568e-10, -1.329104200225268563e-09, 2.732048481510804073e-10, -1.471352274112985270e-09, 1.160771689649552450e-11, -1.347656058435475038e-09, -5.524626996109049987e-10, -3.764955728783398676e-10
1.967000000000000000e+03, 1.873367916243880737e-09, 3.334210667086240260e-10, 1.172276150949318816e-09, -2.571622574919598304e-09, -3.592972642547306445e-10, -7.553322929017862768e-10, -7.575240555955394935e-10, -3.567557691461878345e-10
1.968000000000000000e+03, 9.273172518188053628e-10, 3.734449832186267238e-10, 9.702871274249337636e-11, -1.307916733600609652e-10, -4.891890965254300763e-10, 7.109005904721496403e-11, -1.162584044139637199e-12, -4.355369527647539904e-10
1.969000000000000000e+03, -3.498004079671963015e-09, -4.518679100560330157e-10, -1.392348580733492624e-09, -2.138484775049392055e-10, -4.757761092474631586e-10, 1.350849159866039056e-09, -3.120404225397315632e-10, 8.538981495427011060e-10
1.970000000000000000e+03, -9.138452960903436085e-10, 8.387845363685781928e-10, -3.388894722695080171e-10, -3.145588695262004361e-10, 5.727504474366398289e-11, 1.208304726456733209e-09, -5.547568083798286433e-10, 2.957138122655555395e-10
1.971000000000000000e+03, 3.013705773333301919e-10, 8.213596729011697591e-10, 1.858239574087214057e-10, 5.970872394743026932e-10, 1.228966981744651851e-09, -1.320685593021657087e-10, 2.800484083450108202e-10, 5.133927516567857253e-11
1.972000000000000000e+03, 1.282626647575865647e-09, 1.163809909930677041e-09, 1.103188718841353514e-09, 9.219917015491368841e-10, 1.252537309524873773e-09, -2.113511035784661289e-09, 4.709699916064224225e-10, -5.213825589847372099e-11
1.973000000000000000e+03, 1.259414256483032401e-09, 5.406575774795615928e-10, -4.549478783509032051e-11, 1.026813703767127783e-09, -6.747689249219649246e-10, -1.105142430406054112e-09, -6.429327330048440383e-10, -7.598842320089602054e-10
1.974000000000000000e+03, -9.109178422728869631e-10, 5.447901952097996568e-10, -9.212014077531263637e-10, -9.269569929697052722e-10, -2.244089524384355481e-10, 1.466474662076039373e-09, 1.938071428826957202e-10, 9.508664944463157948e-11
1.975000000000000000e+03, -1.194785719682729631e-09, 1.248117925446820827e-09, -1.090347553822612860e-09, -9.199426819014386015e-10, -1.167684423450056894e-09, 1.831690383420290862e-09, 1.022776736398922932e-10, 9.678500337107614396e-10
1.976000000000000000e+03, 7.816852184240978100e-10, 2.453142649636216602e-10, -4.296018167280125750e-10, -1.343963236408011140e-09, 6.598124686821693084e-10, -7.994223772007021789e-10, -2.281642195928831027e-10, 2.215217432131709766e-11
1.977000000000000000e+03, 1.350197313567729979e-10, -7.322996053395866367e-10, -1.302902775312066991e-10, -8.696664143263758638e-10, 2.001580715064572934e-10, -1.279883081318451863e-09, 3.681341518686722229e-10, 1.669256481349049965e-10
1.978000000000000000e+03, -8.512343083799064222e-10, -1.874615566912010489e-10, -1.286713352333003597e-09, -7.038160547590523783e-10, 1.722322881550001753e-09, -5.394520974922909042e-10, 7.123198725663561472e-11, -2.501919119081995048e-10
1.979000000000000000e+03, 1.021218932857911607e-09, 3.461852617543247091e-10, 3.514905279039045546e-10, 5.307201566979954897e-10, 9.720973965123591917e-10, 5.960818962335568052e-10, -2.470700350032256494e-10, -9.373747073515086689e-11
1.980000000000000000e+03, -2.276992621896393755e-10, 8.370356927006432853e-11, 1.625803947766225978e-09, 2.029092073655288781e-09, -2.578207445422875227e-10, 9.318655434811738851e-10, -2.144878938492584178e-10, 2.389856233828580458e-10
1.981000000000000000e+03, -8.672978865290584391e-10, -2.734223502177264456e-11, -1.232780796119700920e-09, 1.530644770954515918e-09, 1.222240655190781176e-09, 6.293550970007221726e-10, -4.029180656073410836e-10, -8.494404885825153086e-10
1.982000000000000000e+03, -3.505453390146270588e-10, 2.478177608442158056e-10, 4.892435439403551976e-10, -1.967328012962851865e-09, -1.042112956091257882e-09, -1.501490836494374413e-09, 5.258454263805176946e-10, -4.191185224148260713e-10
1.983000000000000000e+03, 1.590126408056857927e-09, 8.135312227755691195e-10, -1.796865408539693739e-09, -1.832284753924264632e-09, -1.553230398076109567e-10, 9.680206784782170735e-10, 4.251593757076161170e-10, 1.051370125529232532e-09
1.984000000000000000e+03, 3.144796998844062049e-10, -4.916868778866971986e-10, 2.391894566868530658e-10, 4.436775299534911711e-10, -2.333069508074481710e-10, 8.727114134442117943e-10, -1.054455531899430608e-10, 2.596727361343328093e-10
1.985000000000000000e+03, -2.203727069827823364e-09, 8.743320828347842313e-10, -1.365355561731778557e-10, 1.537018490814718958e-09, 4.545402763813676851e-10, 1.535953243979681127e-09, -7.348860455089743570e-10, -2.100795300797156929e-10
1.986000000000000000e+03, -9.116009749560223596e-10, 4.481561929371756837e-10, -3.575505298923438177e-11, -7.602974590889259881e-11, 8.062582590857971631e-10, -1.947451181982214897e-09, -4.221576930474548853e-10, 6.400674574896951281e-10
1.987000000000000000e+03, 7.354021567094112822e-10, 1.493705256067445883e-10, 6.875768375947000233e-10, -1.005927383663980157e-09, 6.156234039743832663e-10, -7.410587491315252260e-10, 1.717975012969526078e-10, 7.478313272913676381e-10
1.988000000000000000e+03, 1.327486861743405518e-10, 8.788692938237156148e-10, 1.080092038631500534e-09, 4.167718485244558564e-10, 1.171360425586013993e-10, 3.398411301824990030e-10, 3.114744330736993932e-10, 1.152380794901410158e-10
1.989000000000000000e+03, 4.811236114071823308e-10, -3.214538354204109623e-10, 5.239895254590176392e-10, -3.553831157607431588e-10, 1.519153178754559824e-09, -6.737548545094716517e-10, -3.888656706104267915e-10, -3.951904658454535084e-10
1.990000000000000000e+03, 1.395448632062069628e-10, -4.626561361166690955e-10, -9.486089102628309516e-11, 8.297146464241705443e-10, 5.339334144846888625e-10, -1.542274709163060292e-09, -5.520094325913686587e-10, 8.596528699834245297e-10
1.991000000000000000e+03, -1.474205034299685659e-09, 6.023565334361390010e-10, 2.044371847414850289e-09, -7.918338716875138151e-10, -4.251897740900821331e-11, 6.517286730021037119e-10, -1.245133110452381995e-09, 6.108517372585618513e-10
1.992000000000000000e+03, 9.365442527680996024e-10, 1.114631512314089888e-09, 1.040990804236185050e-09, 4.683500918564944179e-10, 2.092059821996833267e-10, 4.094772942104602438e-09, -7.329643660797678907e-10, -5.461226706914184315e-10
1.993000000000000000e+03, 7.076511703196133577e-10, 2.194437747287245702e-09, 1.047305158771365215e-10, 2.643402740707605241e-10, -7.191738551774746172e-10, -9.443448916406030771e-10, 1.686387276752990276e-10, -5.821578274682219687e-10
1.994000000000000000e+03, -2.820816796957793074e-09, -8.318826443170180574e-11, 4.681564780015472523e-10, -6.014693811588116108e-10, 1.982355641621732862e-09, -2.138843074311085291e-09, 1.797028996545013963e-10, 7.045284140348357531e-10
1.995000000000000000e+03, -1.788716727113403857e-09, 1.391687810765982528e-10, 4.631549303682435807e-10, -8.361397208568443052e-10, 2.984922516040480510e-09, -1.235004969727334477e-10, -8.106004574665462247e-10, 4.116202611684306050e-10
1.996000000000000000e+03, -6.335259846464676439e-10, 3.975423615737538412e-11, 2.601153134114365909e-10, 3.860977170348686455e-10, -3.355434127184785762e-10, -3.009962801439212250e-10, -2.652907510595075765e-10, -1.293624328241046523e-10
1.997000000000000000e+03, 1.811255080176779263e-09, -1.821646484126926947e-11, 9.967016514436774855e-10, -8.110057463397442606e-10, -9.848659415376992285e-10, 8.125744877323643406e-10, 2.389711370905604833e-11, 9.293366094423834230e-11
1.998000000000000000e+03, 2.659304593945869157e-09, -3.568996495327569706e-10, -1.147611024645851561e-09, -3.695526951624887660e-10, -5.913362933431659028e-10, -6.257320836468381406e-10, -2.740603856145604446e-10, 8.020498040095968997e-10
1.999000000000000000e+03, -9.498845315479450061e-10, -1.092363884850596786e-10, 6.146223821836536750e-10, 7.224961429740454918e-10, 1.210341143094040638e-09, 7.633123846404103178e-10, 2.431851764301609276e-10, 5.103610870768584654e-10
2.000000000000000000e+03, -3.184093651485046182e-10, 3.179294659965649222e-10, 1.481422269899346769e-10, 1.029329004663276294e-09, 6.132401823124272630e-10, -1.416361635920827799e-09, -1.701200534867169511e-10, -4.256420040773237934e-10
2.001000000000000000e+03, 1.084862008570949926e-09, 7.769057716606887786e-10, -5.779556376645908399e-10, -4.211319962696126958e-11, -2.683035975797660145e-11, -9.570812533468144824e-10, -7.244894437810993812e-10, -4.996370177102364766e-10
2.002000000000000000e+03, 6.669133921189213986e-10, 2.355529216233751826e-09, 4.247396074932092426e-10, -2.057820193561811751e-10, -1.658618806784105340e-10, 4.603549058504684349e-10, -4.316272002776354428e-10, 4.185025760238889145e-10
2.003000000000000000e+03, -2.149186269701349986e-09, -4.411720441209039275e-10, 1.092199022523142498e-10, -3.443947610052776590e-10, -5.931699406887569740e-10, 5.396379331317193355e-10, 6.272898902415743891e-11, 4.333753108263347694e-10
2.004000000000000000e+03, -1.654414529591297912e-09, -1.060775598290790884e-09, -6.851854078570096560e-10, 7.589683944991671628e-10, -1.048501885829922206e-11, -1.596381729625548030e-09, -8.192524645081562973e-10, -3.540082376125175606e-10
2.005000000000000000e+03, 7.663770193667312602e-10, 5.211118601134587667e-10, -4.787235591104393345e-10, 3.305321228440199598e-10, 4.630991123782000947e-10, -3.562707126117868122e-10, -1.077172415687903475e-10, 1.113140907383358542e-09
2.006000000000000000e+03, 9.980012444016771078e-11, 4.905686766246395753e-10, 4.465694306582062083e-10, 1.791600991424472132e-10, 3.075985797342634873e-09, 1.602839242010165670e-09, 7.443638684565782484e-10, 5.530149054283155359e-10
2.007000000000000000e+03, 8.558757250159031962e-10, -2.274629058931454219e-10, -2.005775690609615109e-10, -2.144435294781851761e-10, 1.188545874617308533e-09, 1.476864244150481162e-09, 7.352933802348546843e-10, 5.692264962996561565e-10
2.008000000000000000e+03, 8.100572719182031280e-10, -2.545300046255433195e-10, -2.421491184083865713e-10, 1.035195133726639476e-10, -1.408255039405009901e-09, -1.798889572255540302e-09, -1.652127945093346151e-10, -1.778442465874549971e-10
2.009000000000000000e+03, -2.848081030402799518e-09, -6.668590927389694298e-10, 7.645169278022691929e-11, 1.567514953424788323e-09, -6.155373274452072071e-10, 9.249719044075070131e-11, -3.515035768989636796e-10, 7.806356625366466526e-10
2.010000000000000000e+03, 2.227521912925591370e-10, -8.193967866277372096e-11, -5.258649225003542808e-10, -8.005940971287753271e-10, 1.672282976832192500e-09, -3.087078888904841196e-11, -1.212155402086319761e-09, 6.260831090723825714e-10
2.011000000000000000e+03, 1.132270914023269167e-09, -1.933348055830106421e-10, -2.050262559008712947e-10, -9.378539537286095041e-10, 3.902453576127083943e-10, 6.239657856377146943e-10, -9.955997082681143021e-11, -8.435693907115504674e-10
2.012000000000000000e+03, 1.510387259458430572e-09, 6.169870640003141914e-10, -1.658165466011101208e-10, 2.294267525689173660e-10, -4.507354865813136131e-10, -1.295848433273519621e-10, -1.617126902385193828e-10, -9.717057232379419579e-10
2.013000000000000000e+03, -1.975388446969730183e-09, -2.903972123090474140e-10, -2.774459288983348801e-10, 1.038593531354714259e-09, 1.296301893441156655e-09, -6.040419763831717400e-10, -8.341618293824032004e-10, 6.499079042886292812e-10
2.014000000000000000e+03, -3.143231035210241571e-10, 6.500363111225023548e-10, -1.308120895769320035e-10, 7.461940072512164356e-10, -1.674606350921848275e-10, 3.012910956346372006e-09, -6.285948960416657400e-10, 1.529649998923537536e-09
