year, CanESM5, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L, UKESM1-0-LL, INM-CM5-0, ACCESS-ESM1-5, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, GFDL-ESM4, NorESM2-LM, INM-CM4-8, IPSL-CM6A-LR, TaiESM1, NorESM2-MM
1.860000000000000000e+03, 1.647918662203705364e-01, -1.516684856059779263e-01, 2.276036684520009630e-03, -1.465255710959427471e-02, 1.515278639245470071e-01, 2.346025574692774396e-01, 1.262100799241306359e-01, -1.013135567774437473e-01, 7.560054658534833827e-01, 1.842174535025721260e-01, -1.470037151596346181e-01, 1.291646436279363930e-01, -8.937446836080652213e-02, -1.132374626739692247e-01, -4.689567061982604507e-02, -5.184102174946731909e-03
1.861000000000000000e+03, -2.378533140268877244e-01, -2.247159701309133784e-01, 2.159865549761362524e-01, -1.539585261970506658e-01, -1.817586479745835204e-01, -1.481795747230906513e-01, 1.875655894756851627e-01, -2.347977233896424432e-01, 4.374777216824460996e-02, 4.452391354639778642e-02, 2.605021698532093422e-01, -2.663006840400101299e-02, -1.534220623054567689e-01, -3.373969202277892765e-01, -8.536110832275281002e-01, -1.272710639197530656e-02
1.862000000000000000e+03, -2.583289535484604160e-01, -1.249375568262659220e-01, 1.511189091194055090e-01, -5.948492956014247990e-02, -4.094699443580155918e-01, 1.959854360267750117e-01, -2.457579307805642186e-03, -1.820556158919775236e-01, 3.239219821080353001e-01, -3.247038729431082454e-05, -1.002240681652364074e-01, -6.118555760002493404e-02, 4.258280438076361002e-02, 4.533986633746251438e-01, 4.944020325685158368e-01, 1.758043899513268837e-01
1.863000000000000000e+03, -5.764680891942151886e-02, 3.707966479865925646e-01, 6.039465706881205417e-03, 2.373258715488058349e-02, 1.220104888115153552e-01, 4.135096563029364569e-01, -7.277371371138653677e-02, 2.206103045603090007e-01, -1.037307950985687288e+00, -1.385019383976255902e-01, 8.743684848405467239e-03, -1.408770674110741694e-01, 2.868115912846777027e-01, 5.811763665992853573e-02, 4.163991170083720106e-01, -4.810764143553128425e-02
1.864000000000000000e+03, -2.993301584057453391e-01, -2.448667707304236774e-01, -1.196588913307654045e-01, -6.057686879467729518e-02, -3.030270417340015787e-01, -3.274635551605444284e-01, -3.557447409274588357e-01, 4.632451996807974148e-01, -3.049441048244253549e-01, 7.039724457109539091e-02, 7.064393045496050738e-02, -1.084984821945770145e-01, 3.460446153122119228e-01, -7.711999513604402001e-02, -2.097217316342137317e-01, -2.137687002107451495e-01
1.865000000000000000e+03, -2.472707987963422213e-02, -2.881673316779036487e-01, -3.144842453152013051e-01, 2.980806823449596177e-03, 2.920509830472657331e-01, -2.231713094449647439e-01, 2.643366143519901984e-02, 1.695597013977683254e-01, 9.605040482663320667e-01, 2.840802964037950074e-01, -3.273011963829717264e-01, 8.340586730541764415e-02, 3.559708228799036145e-01, -1.250380602046002321e-01, -4.693896726580113477e-01, -1.922324446600381098e-01
1.866000000000000000e+03, 8.781399129284957195e-02, 3.653524670636926763e-01, 7.732410636225463263e-02, 2.261529094055365063e-01, 1.479315537785270973e-01, -4.759938930685527203e-01, 1.059844055776660299e-01, 1.100150357697190773e-01, 4.238844085374014470e-01, -2.404432779226934602e-01, -1.481478039388226253e-01, 4.872112827020536746e-02, 3.731510418399430207e-01, -3.045859303530428774e-01, 6.585436491457982711e-02, -9.485879456898019257e-02
1.867000000000000000e+03, -1.849979788078913168e-01, 1.284698654252981465e-01, -2.087430695195574282e-01, 1.162214632762200578e-01, 1.093590151231086348e-02, -3.829769477309074022e-01, 7.945920842460891392e-03, 1.464520508672785548e-01, -7.804608452376882166e-01, -5.000020866415660209e-02, 9.811976532045990629e-02, 1.424946211835610016e-02, 4.476118891098513353e-01, 1.021326062146022534e-01, 5.065545927031006590e-01, 7.226622869306256747e-02
1.868000000000000000e+03, -3.955630997883320954e-01, -1.809485254982323710e-02, -1.020279214262963113e-01, 9.028063470104068233e-02, -6.405064234433596737e-02, 1.054548356121083191e-01, -1.647669324471753016e-01, -2.579166470793981536e-01, -1.434141100246407764e-02, -8.461040583059901976e-02, 2.517386337188589618e-01, -1.531139531900995061e-02, 2.112936540221560244e-01, 1.743122391523003745e-01, -1.862105153163970839e-03, 1.404735577334551289e-01
1.869000000000000000e+03, 5.484244112298097829e-01, 6.227897318529725806e-02, -6.117759337597730718e-02, -4.251558778787961623e-02, 1.129213041376372628e-01, -1.194034618993404517e-01, -9.723375975887062206e-02, -1.759569037769749544e-01, 4.271494343556536677e-01, -7.746491708487830696e-02, 2.184978558748600364e-01, -1.047641919808914163e-01, 2.438342028638344483e-01, 2.178401023095560551e-01, -4.393918620605911235e-02, 1.245990528914970030e-01
1.870000000000000000e+03, 5.427194649711754998e-02, 2.378756228739087042e-01, -1.650200721858121472e-02, 3.446163134769167965e-03, 3.981489632019840630e-01, 2.701079052811742112e-02, 8.002042537463211966e-03, 2.427526871326620567e-02, 5.155065838431548420e-01, -1.033290578888247961e-03, -3.303039315719062674e-02, 6.923761941073275361e-02, 2.928898098273189921e-01, -3.471711900678922103e-01, 4.523466618112600458e-03, 8.801199866390670146e-02
1.871000000000000000e+03, 2.391553188459459300e-01, 5.419766941364848392e-03, -5.180685417146312782e-02, 4.686332525717416125e-02, 7.286651095090922181e-02, 1.527448926711213739e-01, 3.995863560837441264e-02, 1.941128165169311026e-01, -1.773620848633355174e-01, -7.995300786002146332e-02, -3.961889047685503984e-01, 3.268482510542491254e-02, 5.429264183356480311e-01, -3.060572752866239088e-01, -2.147602885737471545e-01, 4.682935316937517078e-02
1.872000000000000000e+03, 2.672415615370429265e-01, 1.559749480578047076e-01, 1.848854844982737722e-01, -9.081576778967941077e-02, -8.380447756256464986e-02, -1.384744040020541855e-01, 2.392230226598465459e-01, -4.155276284149233418e-02, 4.239661644734191714e-01, 8.651320671516889160e-02, -1.120023480852516407e-01, 1.277460681794471628e-02, 5.044460792898385337e-01, 1.937235714032410072e-01, -3.094655423006381079e-01, -3.139050000312679917e-02
1.873000000000000000e+03, 9.103285326887995688e-02, -2.989323748735920327e-01, -8.987947619805359417e-03, 5.717798914507954411e-02, 6.212854581508308466e-02, -6.129310121564225389e-01, -1.140121109172325398e-01, -1.017480353900807183e-01, -9.012464337037399131e-01, -2.216927960522171170e-01, 3.567683657327218594e-01, 5.850196738319241030e-02, -5.065585435792763214e-01, -1.152930883651717420e-01, -1.305074933707252305e-01, -2.772688048300558580e-03
1.874000000000000000e+03, 2.472415002393199279e-01, 1.619635016092271784e-02, -3.919879605319490090e-02, 1.670581057666268576e-01, 1.366421340547840368e-01, -1.640942467480097366e-01, -3.437462579633437931e-01, 3.744362460002930056e-03, -1.712038217634703485e-01, 1.250599476523661380e-01, 6.352492875448538523e-02, 9.692591622839594190e-02, 2.987272501149399254e-02, -1.517774703706299966e-01, 2.978000378964560935e-01, -8.426339476335585610e-02
1.875000000000000000e+03, 2.604391620978279698e-01, 1.063426264492380452e-01, 9.321379036526905928e-03, 5.711126816177376775e-02, -1.275451272641362488e-01, 1.387215308159729134e-02, -3.227573710961528786e-01, 3.574118221881093099e-02, -3.324730564881003270e-01, 1.976268656656392786e-01, -3.301419843272202503e-01, -6.725296776532065091e-02, -3.956944090288962990e-01, 3.442875977676847499e-01, 2.049833539592656739e-01, -7.857833376653990121e-02
1.876000000000000000e+03, -3.194136553558866165e-01, -1.398561835141194643e-01, 1.539991865266430449e-01, -8.495512254062144442e-02, 2.396038210982306682e-01, 4.891521563308744436e-01, -1.604398427295800622e-01, -1.358315540788139833e-02, 5.600775853520458814e-01, -1.112042873235967316e-01, 2.522941625653826181e-01, -4.364724610872615373e-02, 2.060942246700003810e-01, -1.091228535049291876e-01, -6.124093823191224528e-01, -9.592385290838267853e-02
1.877000000000000000e+03, 2.074638020346280531e-01, -2.209973330747167231e-01, -1.042403896119950546e-01, 1.098090892252032436e-01, -3.185185362476720683e-01, -2.084027002758435942e-01, -5.616606870501865412e-02, 2.356231996518115823e-01, 5.693698839510568099e-01, 4.272208952674051707e-02, -1.104547029948759473e-01, -7.395019972669134023e-02, -1.373997188837174643e-01, -5.491943633592994561e-02, 1.929179797347602143e-01, -4.781204682382170917e-02
1.878000000000000000e+03, -6.587049597647279264e-02, -1.673124015607048987e-01, -5.556127463724528509e-02, -7.403205036211696344e-03, -6.856402448647051784e-02, -2.099927044189801584e-01, 2.066302100565756694e-01, 7.450899018027914988e-02, -2.418126431898960649e-01, -1.676906601874487146e-01, -1.791680892969920585e-02, 6.793208559383660805e-02, 2.787260064687320793e-01, 1.216530969822409158e-01, 8.128745744947761531e-02, 1.769037846325027252e-01
1.879000000000000000e+03, -3.643184212223843921e-01, 4.218588175635012982e-02, -1.325667782666170025e-01, 1.501463265088196497e-01, -8.446719791248268050e-02, 2.542472098758266630e-01, 2.927946704165297898e-01, -4.028649563584606880e-02, 3.422653466375517040e-01, 9.569813742228723552e-02, -5.851361891559588718e-02, -4.852784944821829372e-02, 1.452567086574957922e-01, 4.356640192185206040e-01, -1.171316860381435565e-01, -3.520944685424946862e-04
1.880000000000000000e+03, -1.572445842787349168e-01, -1.583245395464797645e-01, 1.575493469376653688e-01, -7.090599098398017719e-02, 4.130553684763149658e-01, -8.880247923340790772e-02, 4.045680937484333328e-02, -5.070338354955469806e-02, 1.788441140701794441e-01, 1.703829035978192685e-01, -3.549565832183749770e-01, -2.863723107268298373e-02, -4.319955090464634440e-01, -2.651412606626439294e-01, 4.576613656933146146e-01, 1.023094038919900560e-04
1.881000000000000000e+03, -2.366611189102391100e-01, -5.322606380515920027e-02, 1.724315535915461328e-01, 1.317061143979705584e-01, -1.306720094030779933e-01, 2.707922998044246521e-01, 4.900708730388287498e-02, -3.778683973838054683e-02, -9.744896462702579143e-01, -2.674672397690370240e-01, -3.677608935049180711e-02, -3.294003821990078296e-02, 3.090082171519309973e-01, -7.068204792698600577e-04, 1.932071827078796211e-01, -4.626910588651369366e-02
1.882000000000000000e+03, -9.922431304095040427e-02, 4.865714876006920209e-01, -1.220423148091597659e-02, -1.500923633789920941e-01, -1.039276972464078658e-01, 3.618587239230836028e-01, 7.081501528716470373e-02, -1.591477051453950020e-01, -4.588040356148018750e-01, -1.221374914655663502e-01, 2.175206687360322078e-01, 1.211010347482045085e-01, -1.943042991866431313e-01, 2.399121630120749915e-02, -9.792736459589957976e-01, -7.579347843780617766e-02
1.883000000000000000e+03, -4.462326377033076774e-01, 3.391763203500387791e-02, -3.339546593419616127e-01, -1.823360710902153028e-02, 4.777768451418037271e-02, -9.014273571027638099e-02, 8.629421247281207630e-02, 6.003395034709378963e-01, 1.103034423684000842e+00, 3.604664358729843809e-01, 2.321062130539631729e-01, -1.351126742792170717e-02, -2.809903146530870824e-02, 2.003388531724652200e-01, 3.982269517005367909e-01, 9.210551999615820828e-02
1.884000000000000000e+03, -7.658940833889485433e-02, -3.135109969047331774e-02, -3.810008744256226237e-02, 1.558859974034537514e-02, 1.266230562027521878e-01, 1.529167245342163695e-01, 4.334333942011880242e-02, 1.681474037437747371e-01, 6.321030566469828527e-01, 9.825351303444994355e-02, -1.662917542813447114e-01, -3.659373701929855699e-02, -2.260190687733015791e-01, 2.483083757342721964e-01, 1.356533227257500362e-01, 1.109539425674090085e-01
1.885000000000000000e+03, -1.573646940275019446e-01, -9.754139854828668132e-03, -1.857079042516102396e-01, -4.831008515854099371e-03, -3.412860991512546571e-02, -3.222887408383964120e-02, 1.962706924513915874e-01, -4.161373317598199284e-01, -3.193500472421793024e-01, -1.601400636145745016e-01, -1.934869719668204091e-01, 1.097206648478686640e-03, -2.729961510928724175e-02, 2.181539004192515827e-02, -2.005811785644598944e-01, 5.078103220563758707e-02
1.886000000000000000e+03, 1.722049216686589723e-01, 2.349611172558260797e-01, 1.277137004277675569e-01, 1.663563208444616137e-01, 3.392698637253536813e-03, -8.747526503910291185e-02, -4.868503979220299704e-02, -4.225089719542632904e-01, -9.266652402691658574e-01, 5.978091613169201485e-02, 3.734756344971989495e-01, 1.537766709933788278e-02, 6.111336871287054162e-01, 1.246160187618183535e-01, 6.566357567664886652e-01, -1.925938927025202738e-02
1.887000000000000000e+03, 2.876497627218621567e-01, -1.133230052216029210e-01, -1.485669975432913487e-02, 7.466276873873464726e-02, -4.288806828252751668e-02, 4.602563501865208906e-01, -8.454263106216811097e-02, 5.767301996337670378e-01, -2.680539155384116801e-01, -1.687758684640987272e-01, 2.843489618309875677e-01, -5.274601719798812510e-02, 4.239130747309676206e-01, 1.615291127909349034e-01, -3.137891788758134792e-01, -5.827922046476241569e-02
1.888000000000000000e+03, 2.861014762879710016e-01, -6.731214427378060146e-03, 1.435403817554582184e-01, 2.827753185105663300e-02, -3.018863031936827590e-01, 2.541826241529211994e-01, -1.267637108615279617e-01, 3.949133250192538580e-01, 3.473545871197672996e-01, -3.348947511540203287e-02, -5.977303915274169155e-01, -5.315929797113258526e-02, 2.873726960313529449e-02, 1.257054362492998623e-01, -7.663750599978034206e-01, -3.171618105708562396e-02
1.889000000000000000e+03, 9.981816590543757250e-02, -1.456127053155092943e-01, 1.162382837421830906e-01, 1.166746014412150673e-01, -1.285431775661269038e-01, -2.463003350595159846e-01, -5.174290012465627975e-02, -2.166595416461020995e-01, -6.197574217760592336e-02, 1.778769242535177542e-01, 2.430413899939973810e-01, -3.478768229938589140e-02, 3.044557484800308189e-01, 2.787988677830982032e-01, 5.534938911662763417e-01, -6.087591222089083071e-02
1.890000000000000000e+03, -9.479049506303863226e-02, -3.183398793571518559e-01, -6.028278257626514675e-02, 1.283308223067432530e-01, 8.165876110903892704e-02, 2.127720636631671991e-01, -3.854236042782154259e-01, 2.524267888114803404e-01, -1.912652578894098732e-01, -1.962644824749457118e-01, 2.616091738515127774e-01, 3.612716366404113144e-02, 1.601071232186941362e-01, 1.309650972905916297e-02, 4.740250489184414384e-01, 5.169300079290270467e-02
1.891000000000000000e+03, -3.580051205453337743e-02, -1.717732735890220575e-01, -1.155807680127208803e-01, 6.857959477450362162e-02, -5.019777293459416478e-01, 4.973219558845426436e-01, 7.726031981801420589e-02, -4.782131709664348695e-02, 4.713940800371219098e-01, 2.661820128826572485e-01, 1.196711893227609541e-01, 3.211086561538752798e-02, -1.246459197916120615e-01, -3.229541804008975170e-01, -7.326866133025328187e-01, 7.256066047650890083e-02
1.892000000000000000e+03, 1.227320497607416183e-01, 1.265470206886177840e-01, 1.380676000218882260e-01, -2.613265769593740573e-01, -1.054398209945790754e-01, -3.839069408733530864e-01, 3.436532819933237337e-01, -3.070571515620474368e-01, -4.750651875440841665e-01, 1.651285383169894538e-01, -3.832288747576818033e-01, -1.300189535234095584e-01, -9.461564647667757011e-02, -1.962063849041146557e-01, 1.163566330563986922e-01, -7.426685429399094984e-02
1.893000000000000000e+03, 9.721804295980820965e-02, -1.686853212501867594e-01, -2.702795367417191660e-02, -2.038167645147097862e-01, 2.718196600860946499e-01, -2.730459863471274562e-01, 2.387018092773926237e-01, -1.207648001846112484e-01, -2.622257045255979024e-01, -1.948785090914434415e-01, -2.946218378467083676e-01, 1.114184341843959258e-01, -1.626495207831974710e-01, 4.039403901044028578e-01, 3.892907796083081573e-01, -8.182062394281425580e-03
1.894000000000000000e+03, 3.405769811679825732e-01, 1.308316864305660021e-01, -1.747774963694773143e-01, -1.648496035389549266e-02, 5.236016333126229964e-04, -2.447908715106444089e-01, 3.230271502907439141e-01, -2.039428354863392912e-01, 6.327096498936971569e-01, -1.290568398032255482e-01, -9.041546648175530221e-02, -1.318453106625467762e-04, 5.556445506765433917e-02, 2.444776826985946838e-01, -1.408603047176036904e-01, 8.920727786338132625e-02
1.895000000000000000e+03, 2.216888130284943026e-01, 3.124792022662469249e-01, -2.148600221222113013e-02, -5.100173001599742767e-02, -1.150935845829739387e-02, 3.259131529626024815e-01, 2.840182100346329563e-01, 1.702344410382150841e-01, 3.931257433730334094e-01, -7.888420777441473852e-02, -1.250769605031442355e-01, -3.005183836138662981e-02, 9.442879835532236310e-02, -8.784590913576888205e-02, -3.351343721686480537e-01, -6.046968249083709696e-02
1.896000000000000000e+03, -6.387247102799382958e-02, 5.673950177044988913e-02, -1.107535180564099969e-01, 1.001152058810019924e-01, -2.417396679603836529e-02, -1.396537137599501710e-01, 4.601461508795939848e-02, 4.254490382140692639e-01, -8.270054218270745938e-01, 2.150274298800037009e-01, 2.632774128614364662e-01, 7.207881005348419634e-02, 4.702902359894564066e-01, 1.073325416445241737e-01, 7.129152473826728675e-01, -3.582281182447334244e-03
1.897000000000000000e+03, -2.408693204178063152e-01, -2.310239168165109935e-01, 9.901447815986116896e-02, -1.383847121316462148e-01, -2.632368940277722280e-01, -3.442825296460807483e-01, -2.340499655943480972e-01, 3.584057834102868378e-01, 1.829200213239071116e-01, -1.602046603702975969e-01, 2.182503794233447980e-01, -7.673657116729345334e-03, -1.349742776992624571e-01, 1.366202639164353638e-01, 1.351213161247090053e-02, 7.684401662689394064e-02
1.898000000000000000e+03, 3.497770467693546714e-01, -2.478914968701082053e-03, -1.813418498762978948e-01, -5.968746293620191823e-02, 9.143927369054662135e-02, 1.565542536617260116e-01, -1.478193292539813630e-01, 4.911364907598042388e-03, -2.612576918227353384e-01, -4.110134656967939087e-02, 5.567097273850278860e-01, -6.438651537386982926e-02, -3.234215337763846065e-01, 1.185433933353658709e-01, -6.060970311536232336e-01, -2.534043149150805863e-01
1.899000000000000000e+03, -7.065728178824707065e-03, 6.654657955356813037e-02, 4.866489706252503412e-03, -1.224756793711282710e-01, 1.842959580192145286e-01, 2.141986507550667218e-01, -5.354978061421808988e-01, -2.198193348455955709e-01, 5.708707214995367707e-01, 3.990007686818677901e-01, -3.952956867037358824e-01, 2.568266869604953276e-02, 1.423153035660404131e-01, -3.777173762903264231e-01, -1.952328359772029232e-01, 3.757041056100408200e-02
1.900000000000000000e+03, 1.537934390512065985e-01, 6.520284506115364698e-02, -2.914264376035416437e-02, -4.975305178214282920e-02, -6.220352294319910630e-02, 4.458746030679699435e-01, -3.472476536412779646e-01, -2.281533823549923845e-01, -1.847875155493197974e-01, -7.365270161169958085e-02, -4.367125875437230520e-01, 1.867997738091569521e-02, 6.918855585096756432e-03, -1.597527599495856265e-01, 2.761568673988878952e-01, 4.123688319982968947e-02
1.901000000000000000e+03, -1.109429667967048588e-01, -9.811066315431779539e-02, -4.474763619770802912e-03, -6.147840721331972571e-04, 1.463136774436927801e-01, -1.942998175255976900e-01, -2.451015932362757277e-01, -1.558544736097223771e-01, 1.856425920282172015e-01, 1.202326655162667263e-02, 3.996141766334844747e-01, 4.133343444762441199e-02, 2.186904907381204965e-01, -1.179720293191535846e-01, -2.875957962991094741e-01, -4.078388819354575312e-02
1.902000000000000000e+03, -4.163930018569198532e-01, -1.104017928414282451e-01, 1.346057366870238581e-01, -1.516648012745242802e-01, 2.707640887026857568e-01, 5.078094547314104118e-02, 1.826567846984396004e-01, -7.585524345867459411e-03, -1.884642440240399675e-01, 5.251954212352957230e-01, 5.349986932422832187e-01, 1.972182020225789895e-02, -9.386272969056702609e-02, 2.431907949490077492e-01, 4.899683467769018197e-01, 1.106062374517237101e-01
1.903000000000000000e+03, -1.264552870929797901e-01, 4.132110856895604978e-01, 2.662341691113792250e-02, 5.175771963512890844e-02, -2.846499003235440917e-01, 1.964958314522798899e-01, 3.596568831080516060e-01, 4.965925750746496559e-01, 1.029709531820458990e+00, -3.571552113856224508e-01, -2.788887364720063489e-01, -5.502467429256145681e-02, -3.061703681605880759e-02, -2.402863526592423360e-01, -2.817368649129419755e-01, -3.555086449438554785e-02
1.904000000000000000e+03, 1.243613533707576269e-01, -1.954841733832806128e-01, -1.451856929617405811e-01, -1.851563743979278871e-03, 1.537425241926708153e-01, 1.906348956644762505e-01, 7.695260655288105323e-02, 1.361108349033625653e-01, 4.928615701825191930e-01, 5.336072102938067552e-01, -4.642483153900781589e-01, -8.127804374001963705e-02, -1.732618569211722137e-01, -1.485633809546170470e-01, -4.928919453911976278e-01, -1.906245787781197035e-02
1.905000000000000000e+03, 2.430686824160827875e-01, 4.962517193138593630e-02, 5.655456606586468232e-02, 1.015651230665623045e-01, 5.885647103719505134e-03, 2.532675202499481970e-01, 1.715005726634469541e-01, -6.643047658486767038e-02, -1.461851147709633814e-01, 1.963416259866903324e-01, -1.757398235227716765e-01, -1.156483268947691573e-01, -2.968451057489672196e-01, 9.717332724122708376e-02, 1.005211369690296452e-01, 4.386916690661402801e-02
1.906000000000000000e+03, -2.686631953971932996e-01, 1.664753689710641582e-01, -8.554113317951929363e-02, 9.179457307310612268e-02, 1.538199642424748492e-01, -1.104796471346090880e-01, 1.400466286305329378e-01, 1.805804347419959210e-01, -1.244741643220787841e+00, -2.363856712180998354e-01, 4.476383618042947266e-01, 1.243806644877163727e-02, 3.334381537452890121e-01, -1.027805507404685181e-01, 3.384076481366006806e-01, 1.543601866267268162e-02
1.907000000000000000e+03, -3.116159475125308553e-01, 1.714720348155892859e-01, 4.344778642760681320e-02, -1.262343186316579047e-01, -3.084298445584068848e-01, -4.182254374986490997e-01, -1.369064186247531123e-01, 5.864171627130115166e-02, 6.438083596218666105e-02, -1.203038857843112541e-01, -9.045659353816652704e-02, 4.781910103227823838e-02, 5.323017055923732199e-01, 3.493466446098593414e-02, -3.712287424728921009e-02, 5.555600093299076919e-02
1.908000000000000000e+03, -3.810161723518172838e-01, -1.662765711853219641e-01, 7.767046966676648123e-02, -6.853244869661859195e-02, -1.487066065340315879e-01, -1.774664722647806558e-01, -6.757818383709725263e-02, -3.999599341068004188e-01, -6.245929164997726657e-01, -8.163508207719437360e-02, -1.795524801776101353e-01, 5.402411583037990822e-02, 2.450401458635909080e-01, -7.099932549317031216e-02, -2.709982572687563152e-01, -7.999622770444572706e-02
1.909000000000000000e+03, -3.266466908796636370e-02, 2.826134481938163967e-01, 3.699589527536438233e-03, 2.718398517914789522e-02, 2.514415599255148126e-01, 6.074085910922730758e-01, 1.495647533597995460e-01, -1.372512119605936165e-01, 1.825103684986082164e-01, -1.037795904108251704e-01, 1.086056657557888522e-01, -2.248574007552126691e-02, -1.837919841440065205e-01, 2.241969659195553258e-02, 3.257435022501773969e-01, 4.123914318763537146e-02
1.910000000000000000e+03, -2.816013231451173215e-01, -8.667458530685341611e-02, -1.086815384395361517e-01, 6.183960381304635066e-03, -4.496011404955151114e-02, 1.177704705529918072e-01, 1.577383638034847713e-01, -2.970244651564249438e-01, 3.574436687224050169e-02, 2.262700101447308321e-01, -2.907667935009580762e-01, -1.016146082320099203e-01, 3.059489633647081153e-01, 1.412354733397350182e-01, -2.659741034535930693e-01, 2.839509223575895774e-02
1.911000000000000000e+03, -2.354773800481740789e-04, -4.338247724586991039e-02, 1.498534234174027542e-02, -2.755280119591988486e-01, 9.134354059682377180e-02, 2.129263816618848781e-01, -1.125125497162849791e-01, 3.786523458911287832e-01, 1.764103554747134817e-01, -1.702008012395590242e-01, -6.529245703208760854e-02, 1.623043491903824465e-01, -1.169513361085666725e-01, 2.098789275737924787e-01, -4.594936749279490140e-01, -1.266583044655237578e-01
