year, ACCESS-ESM1-5, MPI-ESM1-2-LR, CanESM5, CNRM-ESM2-1, INM-CM5-0, NorESM2-LM, IPSL-CM6A-LR, TaiESM1, UKESM1-0-LL, EC-Earth3-Veg, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-MM, INM-CM4-8, MIROC-ES2L, CESM2-WACCM
1.972000000000000000e+03, 2.952995527262007727e+02, 2.945654727658768479e+02, 2.945927458438443409e+02, 2.947926673275194389e+02, 2.934181107300434519e+02, 2.951377459501948124e+02, 2.935582228270069436e+02, 2.946230716643212872e+02, 2.926672329692178209e+02, 2.952304553924228685e+02, 2.955318104239229342e+02, 2.954302481906148614e+02, 2.946488226945975839e+02, 2.938194583080620532e+02, 2.958750665192167730e+02, 2.944429231523546378e+02
1.973000000000000000e+03, 2.952668125329655595e+02, 2.958690163828331379e+02, 2.950236990536620851e+02, 2.950058078177181642e+02, 2.938110139214331298e+02, 2.956953628986453850e+02, 2.939004883030781912e+02, 2.953561042824941865e+02, 2.931202102246521690e+02, 2.951583712128700085e+02, 2.955289836771156047e+02, 2.946769887218100621e+02, 2.951129200695617101e+02, 2.940233237241637312e+02, 2.969210787824344493e+02, 2.954059109907290690e+02
1.974000000000000000e+03, 2.952515604347151452e+02, 2.955714224366838607e+02, 2.951817410800350672e+02, 2.944229744709631404e+02, 2.935357083639372604e+02, 2.951747066358892653e+02, 2.932588386275921835e+02, 2.959171929686738736e+02, 2.940139241612633896e+02, 2.947084048148712441e+02, 2.945836928250348024e+02, 2.943255685983059493e+02, 2.947110600456486509e+02, 2.936226286569942658e+02, 2.960849886681093039e+02, 2.947438740351717001e+02
1.975000000000000000e+03, 2.947484639904118353e+02, 2.952953548419773142e+02, 2.951205362343125103e+02, 2.939002321331130361e+02, 2.937267865849415784e+02, 2.952265375040070126e+02, 2.932220888193322139e+02, 2.955537169421439785e+02, 2.933737497578007947e+02, 2.950599317729394215e+02, 2.939193177458852233e+02, 2.942382986487891685e+02, 2.949432985680563775e+02, 2.938268427155377367e+02, 2.961596813485154485e+02, 2.947762752187879869e+02
1.976000000000000000e+03, 2.952797626771067030e+02, 2.949645342222617046e+02, 2.948290857083673018e+02, 2.948407994423994865e+02, 2.933246588445920793e+02, 2.956457066627191352e+02, 2.938853326012089724e+02, 2.959880607641566712e+02, 2.936656655649099434e+02, 2.950622508883491264e+02, 2.947108372385890220e+02, 2.944452218908548389e+02, 2.949105682534896005e+02, 2.943209761816666514e+02, 2.968777939645464699e+02, 2.947614698640661004e+02
1.977000000000000000e+03, 2.954110279764515781e+02, 2.950808505819616130e+02, 2.957925217694260596e+02, 2.952637950440331451e+02, 2.932256293598630350e+02, 2.951145080140075265e+02, 2.933848412886047754e+02, 2.946298444816224560e+02, 2.938086046547614956e+02, 2.953117825405416284e+02, 2.946860324578679524e+02, 2.948868536898087314e+02, 2.951008068943992839e+02, 2.942959358227794269e+02, 2.960707440632019143e+02, 2.949980985649801255e+02
1.978000000000000000e+03, 2.951975990798775911e+02, 2.943625721042256487e+02, 2.949753374503673626e+02, 2.950124948892186012e+02, 2.938790380810149827e+02, 2.953265125055923477e+02, 2.936312895342474008e+02, 2.940639121302135095e+02, 2.940051224562076300e+02, 2.943046507287889995e+02, 2.950055418315419615e+02, 2.948588539743416277e+02, 2.951492108779824548e+02, 2.940184827232068869e+02, 2.960439027440066297e+02, 2.951330592735694722e+02
1.979000000000000000e+03, 2.953353023262507691e+02, 2.951433759033504884e+02, 2.940832226364253188e+02, 2.955146688281065508e+02, 2.938945597878305875e+02, 2.955364822630339177e+02, 2.940668597995742175e+02, 2.952133220435313206e+02, 2.938230273800011787e+02, 2.941943850463843546e+02, 2.945833575646773852e+02, 2.951837921635607245e+02, 2.953072418917788013e+02, 2.942847158154355611e+02, 2.965792753465672718e+02, 2.953732796272336714e+02
1.980000000000000000e+03, 2.953464452007454497e+02, 2.955094662113122581e+02, 2.954311885959693313e+02, 2.948480061881189727e+02, 2.939983016081351366e+02, 2.953736951175064860e+02, 2.937301173188936332e+02, 2.959677474876742735e+02, 2.933627126572723682e+02, 2.953835665469538299e+02, 2.942367234819873261e+02, 2.959499254662891872e+02, 2.947885573477173011e+02, 2.940102526466400263e+02, 2.964803210182844282e+02, 2.947927962233429184e+02
1.981000000000000000e+03, 2.961154680568288313e+02, 2.950251947984094159e+02, 2.951383666702525943e+02, 2.955784573489016225e+02, 2.938523096000971009e+02, 2.954170548138527010e+02, 2.936574145527207520e+02, 2.952679534446033358e+02, 2.939914296690610627e+02, 2.956477306377678360e+02, 2.947315334363751163e+02, 2.958547556175334421e+02, 2.949247883717764012e+02, 2.939577733086749163e+02, 2.968643927114765120e+02, 2.955310488859888665e+02
1.982000000000000000e+03, 2.951739474154531422e+02, 2.957725555097530332e+02, 2.952519081419562212e+02, 2.951742507218534115e+02, 2.937365811676557428e+02, 2.956091616310696395e+02, 2.929769786120843378e+02, 2.949323132341156679e+02, 2.934239640597107837e+02, 2.949704623797306908e+02, 2.951141075906003834e+02, 2.954948516385570656e+02, 2.952460183139219794e+02, 2.938369627454363808e+02, 2.962110844349676881e+02, 2.951538152713113163e+02
1.983000000000000000e+03, 2.952637738578387712e+02, 2.949290108913180575e+02, 2.954784284955363205e+02, 2.949692461175434914e+02, 2.934956605189659058e+02, 2.958514678536512292e+02, 2.929995110641252722e+02, 2.949906440984716482e+02, 2.941737321849896034e+02, 2.951686878212454417e+02, 2.944582065927798453e+02, 2.955083217832811897e+02, 2.944587089080311557e+02, 2.933618126959113397e+02, 2.960985144197798036e+02, 2.947760391646256721e+02
1.984000000000000000e+03, 2.955149791193887836e+02, 2.958147272849942624e+02, 2.946692702942104916e+02, 2.958836888720183538e+02, 2.937495728477780972e+02, 2.959869764705117632e+02, 2.933813359474401636e+02, 2.955162675595540236e+02, 2.939862714500262086e+02, 2.957012646242888536e+02, 2.940794467031376485e+02, 2.954464475525207376e+02, 2.949771566346567511e+02, 2.940207238067441153e+02, 2.966734809438407865e+02, 2.946587652600812248e+02
1.985000000000000000e+03, 2.955600575525188560e+02, 2.955166521407348341e+02, 2.948727574563176859e+02, 2.952420746794681463e+02, 2.939883348243945420e+02, 2.957047292560364440e+02, 2.930259113433919538e+02, 2.944602148093213145e+02, 2.935757889888763543e+02, 2.953553553036511516e+02, 2.938793195311591830e+02, 2.954231757487581262e+02, 2.947020286643633540e+02, 2.939857009089528219e+02, 2.967775491321042978e+02, 2.952869738743038965e+02
1.986000000000000000e+03, 2.951455489934805883e+02, 2.951929108132621877e+02, 2.951076294275958958e+02, 2.954447491176010772e+02, 2.939362487537883339e+02, 2.956004223945022886e+02, 2.939575234182279360e+02, 2.944108838706481492e+02, 2.938936986955341695e+02, 2.953286319206537200e+02, 2.945717952610019665e+02, 2.947162932130037802e+02, 2.950642140995528848e+02, 2.942677319189683658e+02, 2.965990449453441329e+02, 2.947462005246563308e+02
1.987000000000000000e+03, 2.950497896606199788e+02, 2.949592485232186618e+02, 2.956146829115410242e+02, 2.950626225339039479e+02, 2.935186630665116923e+02, 2.952206026435911781e+02, 2.937825582641899587e+02, 2.951302071064366714e+02, 2.938732106270733198e+02, 2.952656466262918116e+02, 2.949236114353673770e+02, 2.953073367808702869e+02, 2.946965249339152138e+02, 2.942056757962753863e+02, 2.967209552092816693e+02, 2.947771323271288111e+02
1.988000000000000000e+03, 2.955952797870330642e+02, 2.956160391679936197e+02, 2.956762050002255364e+02, 2.949440096476462827e+02, 2.931273711718933441e+02, 2.958610846148419000e+02, 2.939075254377926854e+02, 2.954336584954479576e+02, 2.931723760284064610e+02, 2.943733770754028001e+02, 2.948226741568544185e+02, 2.952863140632092609e+02, 2.946021630048260818e+02, 2.942716302530429289e+02, 2.963173459479835401e+02, 2.951279436011173516e+02
1.989000000000000000e+03, 2.954756881753508537e+02, 2.950753320579426031e+02, 2.950920718605403863e+02, 2.954088697423367762e+02, 2.936466231822519717e+02, 2.957039800044888125e+02, 2.945925101388053235e+02, 2.956108865600002673e+02, 2.936809887075482379e+02, 2.958532019765488599e+02, 2.951869944597708013e+02, 2.948210450407916596e+02, 2.945649188206060103e+02, 2.942386583227016104e+02, 2.968532502005257356e+02, 2.955775081138030487e+02
1.990000000000000000e+03, 2.957015853127930427e+02, 2.953631054016327084e+02, 2.949641952356809043e+02, 2.954974691602712369e+02, 2.936144255384604094e+02, 2.956397079390883391e+02, 2.936857074125462077e+02, 2.950983172242445107e+02, 2.942323187895493675e+02, 2.954397186202722310e+02, 2.955789717250351032e+02, 2.948847226805424384e+02, 2.952104119464726182e+02, 2.944118545428333960e+02, 2.968573575466406282e+02, 2.951612571848263542e+02
1.991000000000000000e+03, 2.951052374024657183e+02, 2.959752262692326212e+02, 2.956696560610992606e+02, 2.948384623696128415e+02, 2.939030236720948324e+02, 2.958427127496753428e+02, 2.931308667302993172e+02, 2.954539651965750977e+02, 2.934953893153023046e+02, 2.959338021891181256e+02, 2.951517195682562260e+02, 2.960763918949893991e+02, 2.952497141017657327e+02, 2.945028670924512539e+02, 2.975901499954843530e+02, 2.943125032564972798e+02
1.992000000000000000e+03, 2.951972581691857158e+02, 2.951758697173165160e+02, 2.948707014503952450e+02, 2.949626225637832704e+02, 2.934388783542503916e+02, 2.952151210144411380e+02, 2.929890176663070633e+02, 2.948192914416970325e+02, 2.931561613406796596e+02, 2.947989078693378246e+02, 2.928785892868570500e+02, 2.949418904721396757e+02, 2.944315681679704539e+02, 2.935894241332769070e+02, 2.968063244586306837e+02, 2.954776951751112506e+02
1.993000000000000000e+03, 2.949225471455907837e+02, 2.954429565829564694e+02, 2.946946914606624546e+02, 2.943459063550981796e+02, 2.935618631100647917e+02, 2.954361959095261341e+02, 2.938643057551917650e+02, 2.951061023816463376e+02, 2.931289167804562226e+02, 2.945327092106823557e+02, 2.942488676179997924e+02, 2.949122298276087690e+02, 2.946613590815239263e+02, 2.935725701823416216e+02, 2.962183638360067448e+02, 2.951709972074565940e+02
1.994000000000000000e+03, 2.954846148351970783e+02, 2.945673509219989796e+02, 2.952130465279840905e+02, 2.949843047026556064e+02, 2.936149747271082333e+02, 2.956163098475423681e+02, 2.935915758641642128e+02, 2.956380075536221170e+02, 2.939528241676821949e+02, 2.948350768231077268e+02, 2.953200986712599843e+02, 2.950814478686750704e+02, 2.954601474682555136e+02, 2.940928938902085292e+02, 2.961210046318879563e+02, 2.950564180284219447e+02
1.995000000000000000e+03, 2.948585195971974713e+02, 2.943922337186057803e+02, 2.953303250428854199e+02, 2.949162976900269086e+02, 2.938134034216225245e+02, 2.956534644722072471e+02, 2.945353360834477030e+02, 2.952629486288493581e+02, 2.939732625650597129e+02, 2.951834078641946917e+02, 2.947180918331123962e+02, 2.948303201045396804e+02, 2.952994376111849419e+02, 2.940495830354179816e+02, 2.964698666792294830e+02, 2.949077046492662362e+02
1.996000000000000000e+03, 2.959539010559361145e+02, 2.951333983048963319e+02, 2.955475074329286826e+02, 2.950762767491543741e+02, 2.937040839977346423e+02, 2.955584470142056261e+02, 2.941517868639906510e+02, 2.954892027373429073e+02, 2.937455274883315042e+02, 2.960119879233508868e+02, 2.950748271736910056e+02, 2.946260701699389983e+02, 2.949552099193757044e+02, 2.942949615924910063e+02, 2.966226712957472387e+02, 2.951871730150409689e+02
1.997000000000000000e+03, 2.956603076342368013e+02, 2.963066991041481515e+02, 2.958680463306989736e+02, 2.953339910902486736e+02, 2.936383058408862325e+02, 2.956456498606169134e+02, 2.940467997416238859e+02, 2.963780396790289728e+02, 2.931618334869241949e+02, 2.955429049420919796e+02, 2.946079293924326521e+02, 2.946771025648067734e+02, 2.956005269211332802e+02, 2.941838547751081592e+02, 2.968600735752851278e+02, 2.950987820787839269e+02
1.998000000000000000e+03, 2.953901065662785754e+02, 2.956851203137678112e+02, 2.956327528925041861e+02, 2.957310246672682297e+02, 2.937485939113965401e+02, 2.957942735245332528e+02, 2.934588800281829890e+02, 2.957831869406890632e+02, 2.945407142649688126e+02, 2.960752873616359011e+02, 2.952516865694073545e+02, 2.949866424670251490e+02, 2.946233405304154189e+02, 2.944143627548892255e+02, 2.968870034206507853e+02, 2.953012857431760381e+02
1.999000000000000000e+03, 2.957820273066948289e+02, 2.955995531973417201e+02, 2.949178211494496509e+02, 2.954238999847622154e+02, 2.941393191729334831e+02, 2.957187998633081065e+02, 2.939775599484134432e+02, 2.960664853655140973e+02, 2.942092054290322380e+02, 2.951158534325686560e+02, 2.947382334121137433e+02, 2.951181458634426349e+02, 2.946233960750441838e+02, 2.945935579445995245e+02, 2.965607939710089340e+02, 2.951664691745521054e+02
2.000000000000000000e+03, 2.957370623568405108e+02, 2.955295517661078293e+02, 2.959690831004883194e+02, 2.957005759776651530e+02, 2.942747118715001307e+02, 2.957247499115190408e+02, 2.942938937691143906e+02, 2.953350246425125079e+02, 2.940709155870441691e+02, 2.953765382701534463e+02, 2.959862229022789961e+02, 2.945782345395126072e+02, 2.946868046342302705e+02, 2.943978934705257871e+02, 2.964041604464105149e+02, 2.951370180082137153e+02
2.001000000000000000e+03, 2.957397813820642227e+02, 2.952700392583344069e+02, 2.955221348334836193e+02, 2.953943894183189514e+02, 2.941289326078671138e+02, 2.964545006980455923e+02, 2.940435625403674180e+02, 2.950051965380671390e+02, 2.942261849137199192e+02, 2.960671756401904418e+02, 2.958573746878299175e+02, 2.953810204979011473e+02, 2.949094125722455715e+02, 2.945247610773959650e+02, 2.973205541336406554e+02, 2.956238413313002411e+02
2.002000000000000000e+03, 2.956822063719011453e+02, 2.956708916431553007e+02, 2.958558495859905406e+02, 2.945571650469228757e+02, 2.937921552518504313e+02, 2.953657809466336062e+02, 2.937681181143440199e+02, 2.951034852511882605e+02, 2.944649273865165924e+02, 2.950492647195329710e+02, 2.945903397438091815e+02, 2.963090959863448575e+02, 2.951901864087261060e+02, 2.944454396968785090e+02, 2.970284350645130758e+02, 2.953000158257210614e+02
2.003000000000000000e+03, 2.965037445693478730e+02, 2.965366604778230908e+02, 2.956053013649151353e+02, 2.955624278357255434e+02, 2.941466964257474501e+02, 2.956158800569486402e+02, 2.936861391040899321e+02, 2.955843806020658917e+02, 2.941826971925841008e+02, 2.959172420870501128e+02, 2.953474235998491508e+02, 2.969556805036930314e+02, 2.951410537857063332e+02, 2.941531374958400420e+02, 2.968886599219504774e+02, 2.952347563595139377e+02
2.004000000000000000e+03, 2.959528856046321152e+02, 2.959341329215260430e+02, 2.961803467265914378e+02, 2.961264243590945853e+02, 2.940784098720488942e+02, 2.958618932545048779e+02, 2.943364944629943807e+02, 2.963310903773698897e+02, 2.943812440114559763e+02, 2.965502881958759076e+02, 2.959708813111799373e+02, 2.954084085738297745e+02, 2.959600638156991295e+02, 2.948229370253829416e+02, 2.970380900309551180e+02, 2.954907811104729376e+02
2.005000000000000000e+03, 2.958895873178462921e+02, 2.956785443117328214e+02, 2.950800050237895675e+02, 2.956715832812216149e+02, 2.939401458970179419e+02, 2.960441227692862753e+02, 2.943687520217329734e+02, 2.958862460064975153e+02, 2.947845936665606814e+02, 2.960769058510526293e+02, 2.957163678583655155e+02, 2.952178792111757275e+02, 2.953960091614843009e+02, 2.947409503817707446e+02, 2.971942672619008476e+02, 2.951446090859279821e+02
2.006000000000000000e+03, 2.964880179312770565e+02, 2.951725719957057095e+02, 2.957668504203562065e+02, 2.953136590691621564e+02, 2.938975631075834940e+02, 2.956439098636963649e+02, 2.945761511148081695e+02, 2.954239015934808208e+02, 2.940282227703676767e+02, 2.954828763234925191e+02, 2.945780277129807132e+02, 2.953831974297883676e+02, 2.950085585777006827e+02, 2.941812641407702813e+02, 2.966092218639886369e+02, 2.949900664035184263e+02
2.007000000000000000e+03, 2.953079026775380953e+02, 2.957914665659196203e+02, 2.963299817129353073e+02, 2.953827465918515145e+02, 2.939536594563851395e+02, 2.958500089336620817e+02, 2.939655066406637616e+02, 2.957724783819891741e+02, 2.946284038459341446e+02, 2.962417401271904396e+02, 2.948357544909113699e+02, 2.953327581786219866e+02, 2.950313557034345422e+02, 2.948099787134946155e+02, 2.968559572199769150e+02, 2.949245754086670672e+02
2.008000000000000000e+03, 2.958755296444667806e+02, 2.966807313047440289e+02, 2.955018734510240392e+02, 2.957170342700338779e+02, 2.939439213393041541e+02, 2.961436791585901460e+02, 2.941047259175996942e+02, 2.953449063926261715e+02, 2.944220760985590459e+02, 2.954165604352974697e+02, 2.956771824229108461e+02, 2.961698796354497176e+02, 2.950753900690514797e+02, 2.949580332118468959e+02, 2.972725211306131428e+02, 2.959927111820705932e+02
2.009000000000000000e+03, 2.963566294297727950e+02, 2.958724798090884747e+02, 2.953492447962764800e+02, 2.961126096599287507e+02, 2.938585680446882975e+02, 2.962427742927493455e+02, 2.946318646404291712e+02, 2.955151113565632954e+02, 2.946221043262786452e+02, 2.953905356276355292e+02, 2.953331815323087994e+02, 2.958056830983700820e+02, 2.951230539897223366e+02, 2.945369799372567741e+02, 2.970043912178838355e+02, 2.956327668058918903e+02
2.010000000000000000e+03, 2.964692394208087194e+02, 2.954585746040567642e+02, 2.968049587223287062e+02, 2.960376648796362815e+02, 2.940315381646381070e+02, 2.958645083452780682e+02, 2.951701726157555754e+02, 2.961041992865161774e+02, 2.945317685849466898e+02, 2.955396592349488856e+02, 2.953278320385196594e+02, 2.961960500410892791e+02, 2.955515720665758295e+02, 2.954320837115779455e+02, 2.974355774104879515e+02, 2.955707213518263643e+02
2.011000000000000000e+03, 2.965871852068669341e+02, 2.958994166916747872e+02, 2.960088522535914990e+02, 2.958308481131888925e+02, 2.944284146682393839e+02, 2.960387917637406758e+02, 2.942608739389464176e+02, 2.964859885406748390e+02, 2.942668555111065416e+02, 2.957932928078586201e+02, 2.952492125944322652e+02, 2.956755264097724307e+02, 2.954155365035479690e+02, 2.944990962795820906e+02, 2.968542183066938946e+02, 2.958605716062656370e+02
2.012000000000000000e+03, 2.961255268754641179e+02, 2.957821065864619072e+02, 2.956362326764274826e+02, 2.953731996403795392e+02, 2.941502790858062326e+02, 2.957639546527848324e+02, 2.949568946171455082e+02, 2.966994383236340695e+02, 2.942282250197257554e+02, 2.956743209687936087e+02, 2.954095858485712824e+02, 2.962412874645222018e+02, 2.952170616210509024e+02, 2.943119848396473799e+02, 2.969300686226274024e+02, 2.957872911107990603e+02
2.013000000000000000e+03, 2.960404537057419816e+02, 2.952386678991655913e+02, 2.954174905861197544e+02, 2.962776260406001825e+02, 2.942587820045689568e+02, 2.956441302761707561e+02, 2.941637414492359994e+02, 2.952184703376383368e+02, 2.949536163114839269e+02, 2.949971356192061194e+02, 2.959221978832711670e+02, 2.958419897235093572e+02, 2.955566260307982134e+02, 2.949430457970920543e+02, 2.976246539466856689e+02, 2.955550944538708222e+02
2.014000000000000000e+03, 2.966192155203423226e+02, 2.961488767148359216e+02, 2.959023038965955266e+02, 2.958516730819384293e+02, 2.934842558414595146e+02, 2.961420518291888015e+02, 2.940265086764445641e+02, 2.951956106144623959e+02, 2.951176609868025480e+02, 2.958594872780345213e+02, 2.942283597666241803e+02, 2.961040696207886072e+02, 2.957340263155680873e+02, 2.951172739080621454e+02, 2.974216807005635701e+02, 2.952121749921120681e+02
