year, CMCC-ESM2, MIROC-ES2L, IPSL-CM6A-LR, CNRM-ESM2-1, MPI-ESM1-2-LR, CESM2-WACCM, ACCESS-ESM1-5, UKESM1-0-LL
1.863000000000000000e+03, 1.602287297146644605e-12, 1.770339703086176671e-11, 1.721023898160314473e-11, 8.863545018560547855e-14, 2.827326697636930321e-12, 5.661898108169272132e-12, 7.343744152415480824e-12, 2.884505524844992327e-14
1.864000000000000000e+03, 1.669966573524809452e-12, 1.804938697028058964e-11, 1.658137203901388595e-11, 9.410381906398624802e-14, 2.754975340931119104e-12, 5.383106224172869382e-12, 7.969124112219520165e-12, 2.991726552244832795e-14
1.865000000000000000e+03, 1.726830564330624554e-12, 1.850312864585397586e-11, 1.739178524033335959e-11, 9.563011400033791986e-14, 2.643336745435117018e-12, 5.296344195243742203e-12, 8.130032793934938723e-12, 4.045724884627041103e-14
1.866000000000000000e+03, 1.774815802524712652e-12, 1.891485075939162728e-11, 1.828166171183625991e-11, 9.855852963722108108e-14, 2.962306027278516509e-12, 5.559610700583647388e-12, 8.105428212646618071e-12, 3.950713128633370668e-14
1.867000000000000000e+03, 1.815976892790133162e-12, 1.924625960155913266e-11, 1.792673604058549005e-11, 1.046489187849812432e-13, 3.663646864890143884e-12, 5.649069434338570587e-12, 8.186978768043909878e-12, 2.956367527033600906e-14
1.868000000000000000e+03, 1.851342590594957598e-12, 1.952650439577248443e-11, 1.878969977986050608e-11, 1.061992612635790447e-13, 3.661014170879075000e-12, 5.809835570023725946e-12, 8.296198857793775979e-12, 2.302564675173615066e-14
1.869000000000000000e+03, 1.882697446434556904e-12, 1.975653030845579747e-11, 1.940583482145039621e-11, 1.114164385698566379e-13, 3.722709320167733254e-12, 6.142545364846688439e-12, 8.504546936430653777e-12, 1.841510681012267828e-14
1.870000000000000000e+03, 1.979684234938970391e-12, 2.802899745928386520e-11, 2.032364821086901099e-11, 1.169071372611277856e-13, 5.032021804210601378e-12, 6.462366844245223555e-12, 8.923227907314967108e-12, 2.445773633186706295e-14
1.871000000000000000e+03, 2.125222960282975214e-12, 2.986113560748449539e-11, 2.120597214230994740e-11, 1.100133198640418281e-13, 5.893862583796635627e-12, 6.432237504243789382e-12, 9.702354077844039687e-12, 3.296432217400818528e-14
1.872000000000000000e+03, 2.246427922667597216e-12, 3.127738783462166899e-11, 2.319372381689878335e-11, 1.203385766769887907e-13, 5.914196625163303197e-12, 8.021882374087960978e-12, 9.927954351280612920e-12, 3.320180574506703010e-14
1.873000000000000000e+03, 2.347741776996118151e-12, 3.237724942944135250e-11, 2.621129025885013707e-11, 1.369915603222316577e-13, 5.639796206436556180e-12, 8.227906576050063245e-12, 1.012061124599588557e-11, 2.504502153727341724e-14
1.874000000000000000e+03, 2.430537093232806130e-12, 3.343096296057524205e-11, 2.609380162239188042e-11, 1.472495954408624087e-13, 5.216158436527202649e-12, 8.043196909940475925e-12, 1.028486367785359496e-11, 2.571673355446509101e-14
1.875000000000000000e+03, 2.499349223443831540e-12, 3.432026259252116332e-11, 2.691801698942446510e-11, 1.527797788899676634e-13, 5.204720500024657844e-12, 8.096542731087677834e-12, 1.057353801304101516e-11, 2.515048742698679219e-14
1.876000000000000000e+03, 2.558004009095592079e-12, 3.469028079335651743e-11, 2.763209709147374668e-11, 1.673434743714799165e-13, 6.708939216268427911e-12, 9.997893044448002166e-12, 1.065033328968376227e-11, 2.919963569967705030e-14
1.877000000000000000e+03, 2.609264047309320455e-12, 3.509836545571129945e-11, 3.000345737469196203e-11, 1.853233249880424215e-13, 6.330033513643735774e-12, 9.232503385925629348e-12, 1.072787571851610163e-11, 2.889517151647225844e-14
1.878000000000000000e+03, 2.653617471701350647e-12, 3.556536769779668593e-11, 2.956869591957252255e-11, 1.987592196727025619e-13, 5.956782087575823121e-12, 9.772215777418950075e-12, 1.081707213052800612e-11, 3.799451749030677539e-14
1.879000000000000000e+03, 2.689673847123886538e-12, 3.614571109544648877e-11, 3.354477135687680260e-11, 2.142475973242727161e-13, 5.898215295742347096e-12, 9.863914437302772615e-12, 1.091870768207570852e-11, 3.467321319305964696e-14
1.880000000000000000e+03, 2.924016479526278876e-12, 3.906860710736769874e-11, 3.292830891082511158e-11, 2.303342715044825404e-13, 6.259400646859201007e-12, 1.068900487246746436e-11, 1.125520720809234758e-11, 6.561363212742949833e-14
1.881000000000000000e+03, 3.307298030464649491e-12, 4.051718840843914705e-11, 3.477170234057645665e-11, 2.342348346061702396e-13, 6.820822014721280001e-12, 1.056095872618276845e-11, 1.563352987938376468e-11, 3.111641309471981985e-13
1.882000000000000000e+03, 3.621036572156788514e-12, 4.117529471715150743e-11, 3.221533737423730760e-11, 2.201950089098594967e-13, 7.013385989301955988e-12, 1.276129751989560086e-11, 1.753771784970233866e-11, 3.855156964021608094e-13
1.883000000000000000e+03, 3.876623714228181660e-12, 4.157960676304193146e-11, 3.582496253836318670e-11, 2.155897857357332819e-13, 8.427939369002315908e-12, 1.468431245240316755e-11, 1.859087089793852621e-11, 5.264620971119718562e-13
1.884000000000000000e+03, 4.086042152119193365e-12, 4.201663326743226991e-11, 3.482600818955101606e-11, 2.119510615947881475e-13, 8.198722532714578682e-12, 1.215595619221529992e-11, 1.931124904025556479e-11, 5.675659132045003342e-13
1.885000000000000000e+03, 4.261117718294539348e-12, 4.284466327480341091e-11, 3.902571767891266498e-11, 2.069512465290932066e-13, 7.394321396979969986e-12, 1.273354928367882946e-11, 1.988183911938927059e-11, 5.763003933810531152e-13
1.886000000000000000e+03, 4.409213670206806673e-12, 4.310388855000483625e-11, 3.886864807869025272e-11, 1.917618907022807661e-13, 7.630574705521040582e-12, 1.360953078567525544e-11, 2.036809154671273092e-11, 6.544924309930109387e-13
1.887000000000000000e+03, 4.534951285831699604e-12, 4.325478315904404647e-11, 4.041732036279755065e-11, 1.846560104276613045e-13, 7.646745883885076891e-12, 1.368885500409819994e-11, 2.080822464653715521e-11, 6.900829058210747279e-13
1.888000000000000000e+03, 4.641412225078450268e-12, 4.297801084865239055e-11, 4.061228994438540939e-11, 1.760181944034599698e-13, 7.924661939022101374e-12, 1.391523901870382210e-11, 2.128420053858738226e-11, 6.591757356150335908e-13
1.889000000000000000e+03, 4.734137236882204611e-12, 4.366793623794972218e-11, 3.886886211194825200e-11, 1.671148377651620727e-13, 8.051147633087525716e-12, 1.752267098439211185e-11, 2.161225127045633088e-11, 4.501521987823706131e-13
1.890000000000000000e+03, 4.966474339488588258e-12, 6.196071488913601101e-11, 4.550741687303951307e-11, 1.611331614713065974e-13, 9.832184797400761993e-12, 1.678606659260348530e-11, 2.195888978489119375e-11, 6.297729991238582787e-13
1.891000000000000000e+03, 5.303159614436326388e-12, 6.550139681622221233e-11, 4.576883702138232295e-11, 1.633872016546459701e-13, 1.076576695986212501e-11, 1.618006945157894140e-11, 2.365402788668243650e-11, 8.103565926281539092e-13
1.892000000000000000e+03, 5.583927356470370433e-12, 6.659547005784933211e-11, 5.205456271300290222e-11, 1.905085773584676199e-13, 1.118876879486033013e-11, 1.723658043557933256e-11, 2.458458646689816934e-11, 5.052101162893580972e-13
1.893000000000000000e+03, 5.818398057705993596e-12, 6.768735677997618067e-11, 4.880004879586182014e-11, 2.609217389027790242e-13, 1.154848975732435844e-11, 1.903948215433598020e-11, 2.515894196937236814e-11, 1.159392389653369375e-12
1.894000000000000000e+03, 6.015477318692170057e-12, 6.897583051465467830e-11, 5.368970930692420071e-11, 3.311064938016637353e-13, 1.186436329769508549e-11, 1.917829800211626570e-11, 2.560613796451394469e-11, 1.737621829600995727e-12
1.895000000000000000e+03, 6.182093810379541629e-12, 6.997299948484874732e-11, 5.735859383342568236e-11, 4.075153617723575920e-13, 1.327073170867751773e-11, 1.809312964259180383e-11, 2.601384829757568640e-11, 1.636721549054577598e-12
1.896000000000000000e+03, 6.327832672701668204e-12, 7.127638157368502291e-11, 5.787840425413160506e-11, 4.647922991642942336e-13, 1.525930868611015359e-11, 2.129092780522017930e-11, 2.638456765297477613e-11, 1.058342894490578646e-12
1.897000000000000000e+03, 6.443593263196137388e-12, 7.289829389049020398e-11, 6.282055845478845826e-11, 6.079671505266963035e-13, 1.571196253373201690e-11, 2.389962091516810178e-11, 2.673796850823166824e-11, 6.017326883710044619e-13
1.898000000000000000e+03, 6.532893013673468555e-12, 7.437245881328849665e-11, 6.316705495376321413e-11, 8.634707102609259465e-13, 1.457276323003248853e-11, 2.109781990337194220e-11, 2.703188761662558075e-11, 4.558171496101662373e-13
1.899000000000000000e+03, 6.617474845088165219e-12, 7.472643310921228066e-11, 6.504017011740808746e-11, 1.102188896832052889e-12, 1.428086999169372483e-11, 2.153446962872637415e-11, 2.731842054335674140e-11, 3.937465381593387636e-13
1.900000000000000000e+03, 6.703063789404539013e-12, 7.797621024745391863e-11, 6.470648981228289374e-11, 1.351925971007987564e-12, 1.840385573755127133e-11, 2.312750838124627238e-11, 2.756804742436341785e-11, 3.624061023860421982e-13
1.901000000000000000e+03, 6.788286037662133541e-12, 7.906713799138227116e-11, 6.570887628706125307e-11, 1.735371560671863597e-12, 1.836409205817660314e-11, 2.453535073965551159e-11, 2.765325962217254463e-11, 3.742418152713565256e-13
1.902000000000000000e+03, 6.877510052054707224e-12, 8.015492213544463464e-11, 7.235926494359984513e-11, 2.100097005918880162e-12, 1.760934775772927682e-11, 2.316612411101778503e-11, 2.775985227220438075e-11, 4.384593986474109016e-13
1.903000000000000000e+03, 6.961774070225902114e-12, 8.152262808999165265e-11, 7.565544973840913062e-11, 2.468624231337552560e-12, 1.807231563186046493e-11, 2.408795062880238421e-11, 2.792665080925451892e-11, 4.121234118871134557e-13
1.904000000000000000e+03, 7.034111601562496435e-12, 8.226617015464497287e-11, 7.056274750776986196e-11, 2.859833303663549237e-12, 1.815760443326328332e-11, 2.266027337882132509e-11, 2.810901961306242253e-11, 3.863506626547653143e-13
1.905000000000000000e+03, 7.107210607069100770e-12, 8.306617314942735823e-11, 7.131610387512315907e-11, 3.220512200556337158e-12, 1.758870950701522729e-11, 2.516350238323411460e-11, 2.862493082880825165e-11, 3.502159572948656654e-13
1.906000000000000000e+03, 7.181607835097244788e-12, 8.420149374627958905e-11, 7.348248019116416478e-11, 3.570590958539135893e-12, 2.015456975227443899e-11, 2.933719485341998480e-11, 2.862998316895613676e-11, 3.376399631460132069e-13
1.907000000000000000e+03, 7.258089454272877296e-12, 8.462016659442534567e-11, 8.323014850118771329e-11, 3.925025337920436379e-12, 2.035925772491736123e-11, 2.936668641729409558e-11, 2.873689099274733301e-11, 2.978111606201566655e-13
1.908000000000000000e+03, 7.336334238789167169e-12, 8.476358737234144192e-11, 8.711511179191607474e-11, 4.355919809859179623e-12, 2.427181164742110076e-11, 2.926664515454078528e-11, 2.886900900650537104e-11, 2.850858180776887719e-13
1.909000000000000000e+03, 7.416270632085243224e-12, 8.527478325305640018e-11, 9.242105813182038700e-11, 4.832207840110714925e-12, 2.447950939660637867e-11, 3.001797429677488139e-11, 2.900582042262468820e-11, 3.095030754601567296e-13
1.910000000000000000e+03, 7.716169870965646440e-12, 1.033464459858171619e-10, 9.391236211657223269e-11, 5.210520816013873300e-12, 2.608706215070523867e-11, 2.863966615501708657e-11, 2.914025036171150075e-11, 4.015282634275752299e-13
1.911000000000000000e+03, 8.177821346094048660e-12, 1.075621892455338096e-10, 9.951823498086206964e-11, 5.550496027511800931e-12, 2.603843474830574434e-11, 3.060160597225453928e-11, 3.254769117567119496e-11, 5.257482823574374959e-13
1.912000000000000000e+03, 8.563685024470388920e-12, 1.100583065517920341e-10, 1.125647259900324587e-10, 6.253939965805788832e-12, 2.619720879735251325e-11, 2.921476451247090044e-11, 3.406314502758095080e-11, 5.725468163446138098e-13
1.913000000000000000e+03, 8.872874908035046211e-12, 1.113067073614755821e-10, 1.051276267658852651e-10, 6.953990374846219281e-12, 2.562122141214240893e-11, 2.996017813936247693e-11, 3.490319419026435484e-11, 5.643338049971971531e-13
1.914000000000000000e+03, 9.123659841970224413e-12, 1.132574115856390042e-10, 1.088649311662866411e-10, 7.705205319702420892e-12, 2.752762450731507760e-11, 3.404064561006147988e-11, 3.547070887748776930e-11, 5.803925453819748097e-13
1.915000000000000000e+03, 9.350734980456772092e-12, 1.162176275084886866e-10, 1.176223267808249346e-10, 8.405649988394841227e-12, 2.740622784692931574e-11, 3.341142692442185223e-11, 3.593463062244227261e-11, 5.947638151999246499e-13
1.916000000000000000e+03, 9.559967016500315315e-12, 1.182130000303723382e-10, 9.810425806811057338e-11, 8.976281108560682421e-12, 2.783591654830652301e-11, 3.577794509415022822e-11, 3.633969826064865725e-11, 5.889876228982674905e-13
1.917000000000000000e+03, 9.752898263974763654e-12, 1.203851782022905657e-10, 1.087039062095616485e-10, 9.564173070078024724e-12, 2.881000582309176012e-11, 3.583784556748335513e-11, 3.669944302364934725e-11, 6.135504293003794143e-13
1.918000000000000000e+03, 9.935357549932215199e-12, 1.220089799080484122e-10, 1.118408459213925955e-10, 1.013509926294447658e-11, 3.257392295467394032e-11, 4.043346366648699939e-11, 3.738181464300059485e-11, 6.135725750559316790e-13
1.919000000000000000e+03, 1.011148054203884176e-11, 1.253761840467887008e-10, 1.108274198627689951e-10, 1.070919763682111928e-11, 3.715529355371308748e-11, 3.876904000543184362e-11, 3.754629849825568411e-11, 6.023925247949594396e-13
1.920000000000000000e+03, 1.036545308580818279e-11, 1.394150715193099595e-10, 1.159841013452785570e-10, 1.134157276517864760e-11, 3.210321129290589876e-11, 4.714141494090422747e-11, 3.748695308535463164e-11, 6.395228627948648687e-13
1.921000000000000000e+03, 1.067057639173680849e-11, 1.445167335275949782e-10, 1.168589374099198970e-10, 1.167055494848404675e-11, 3.045428854844618428e-11, 4.233350059280400249e-11, 3.561268617263709800e-11, 6.925507887697202841e-13
1.922000000000000000e+03, 1.092900624551605540e-11, 1.468871316075208373e-10, 1.282393773204763524e-10, 1.241523648331833009e-11, 3.227793382139590557e-11, 4.476308688122049663e-11, 3.505976916014312503e-11, 7.173922494810852488e-13
1.923000000000000000e+03, 1.115005371101751448e-11, 1.491521797606390708e-10, 1.396041906944204667e-10, 1.328202459703993480e-11, 3.407895568479581446e-11, 4.896162251106151249e-11, 3.473244305714167619e-11, 7.176387231808783017e-13
1.924000000000000000e+03, 1.134965161651873779e-11, 1.535617405871491424e-10, 1.429608496630963444e-10, 1.424744309135830348e-11, 3.168825790875250320e-11, 4.418638739677780841e-11, 3.463360062180299310e-11, 6.324381931965240277e-13
1.925000000000000000e+03, 1.153333416404554948e-11, 1.556676212924631024e-10, 1.508547260278789875e-10, 1.536824173415666294e-11, 3.512995018741509592e-11, 4.527336177989051340e-11, 3.461145942167006378e-11, 5.990747326099185472e-13
1.926000000000000000e+03, 1.170189650726958154e-11, 1.560041098207850245e-10, 1.533652829960420251e-10, 1.643326195628521163e-11, 3.800854102104758251e-11, 5.031005923344478033e-11, 3.474800592029007353e-11, 5.745378848878813471e-13
1.927000000000000000e+03, 1.185956993013931160e-11, 1.548870718591971455e-10, 1.443625651339153006e-10, 1.804559030605530360e-11, 3.864460973728726343e-11, 4.797030759852805151e-11, 3.469780202050726604e-11, 6.329947053440815294e-13
1.928000000000000000e+03, 1.201008994353704819e-11, 1.522558875742259993e-10, 1.658647533894384743e-10, 1.970618924120110013e-11, 3.795454245426801180e-11, 4.609421273592196407e-11, 3.471261902290285583e-11, 5.674302191977937617e-13
1.929000000000000000e+03, 1.215487647218804917e-11, 1.503732932019858744e-10, 1.697006707465226237e-10, 2.141487924898258168e-11, 3.496215529890341200e-11, 5.231245736929078561e-11, 3.474953271689298742e-11, 4.352513875469180453e-13
1.930000000000000000e+03, 1.224305268952412505e-11, 1.485521856788373063e-10, 1.584622502147931185e-10, 2.315501593435935324e-11, 3.892547626722715355e-11, 5.972496515294156426e-11, 3.481131995325310255e-11, 3.548416799172084104e-13
1.931000000000000000e+03, 1.228645491600446095e-11, 1.496792252531263459e-10, 1.689976896865971978e-10, 2.452298938299963214e-11, 5.019787101176355907e-11, 5.020649228812115142e-11, 3.543541670885100360e-11, 4.027906549883384979e-13
1.932000000000000000e+03, 1.232976656703520341e-11, 1.510334807262931543e-10, 1.840295232625295223e-10, 2.625510061616770775e-11, 4.993079597236912677e-11, 4.404452338045439195e-11, 3.550584378331426159e-11, 5.297135103554147890e-13
1.933000000000000000e+03, 1.237039037062229360e-11, 1.522771903646024309e-10, 1.860319735097015311e-10, 2.813818611474775372e-11, 5.629996283688633576e-11, 5.419485605856344475e-11, 3.554293915694061355e-11, 5.205725084344846442e-13
1.934000000000000000e+03, 1.242132424147985820e-11, 1.540899232057770961e-10, 1.573121673683891910e-10, 3.017442503784930918e-11, 5.416179560049855685e-11, 6.794297622797637840e-11, 3.564984336971277645e-11, 5.377971083266277757e-13
1.935000000000000000e+03, 1.247934392975023518e-11, 1.542796656841254543e-10, 1.716740182337107504e-10, 3.220813059793902573e-11, 4.415570389022866808e-11, 5.575073854394407136e-11, 3.576631168867061431e-11, 5.453523227768566053e-13
1.936000000000000000e+03, 1.253491659956936578e-11, 1.535873971947761667e-10, 1.682525776131045594e-10, 3.368154743724766037e-11, 4.022846289924704035e-11, 5.237317209664694733e-11, 3.588124038875572208e-11, 4.613684447270237871e-13
1.937000000000000000e+03, 1.258459644259293919e-11, 1.547065866856399882e-10, 1.925853120395389350e-10, 3.467282010152652076e-11, 4.123597496223179363e-11, 6.542856241025697277e-11, 3.417194301055662803e-11, 4.617865609974588594e-13
1.938000000000000000e+03, 1.263332389735616634e-11, 1.575683089662416264e-10, 1.683473259858459185e-10, 3.553064276444404380e-11, 4.338435484864063346e-11, 6.572226248113564624e-11, 3.262089171387580021e-11, 4.711979065193968873e-13
1.939000000000000000e+03, 1.268491341385715688e-11, 1.573453286962538667e-10, 1.840124358912627952e-10, 3.650265901127448479e-11, 4.616148275509894495e-11, 5.803328927514231241e-11, 3.215624519032839676e-11, 5.509411070977625924e-13
1.940000000000000000e+03, 1.292302327049261395e-11, 1.801627440755850846e-10, 1.972632952483857117e-10, 3.761066213450792418e-11, 5.248772555948793450e-11, 6.292237736947986271e-11, 3.159755785088839529e-11, 5.495317706871604564e-13
1.941000000000000000e+03, 1.330800336187887234e-11, 1.883319969117071485e-10, 2.039969683095329766e-10, 3.858196356927664461e-11, 5.214383482191634815e-11, 6.133835815673064153e-11, 3.271418245232216584e-11, 6.302861231525534113e-13
1.942000000000000000e+03, 1.364560272801902657e-11, 1.942542924227230238e-10, 2.032536976656263752e-10, 4.118948245594689758e-11, 4.541841900162769927e-11, 5.389656638280379836e-11, 3.340212842640920463e-11, 6.164855937346392120e-13
1.943000000000000000e+03, 1.394048485237063457e-11, 1.991249536810183308e-10, 1.991147130023831311e-10, 4.387674657517476256e-11, 4.935346154804773673e-11, 6.307550729312354876e-11, 3.335485795667718400e-11, 6.431494067797635435e-13
1.944000000000000000e+03, 1.419520993518414755e-11, 1.992707289094005890e-10, 2.265100036567746953e-10, 4.740220081530475718e-11, 5.610358353943641361e-11, 5.718381050392104527e-11, 3.335502594951535736e-11, 6.963738108283485291e-13
1.945000000000000000e+03, 1.441312770343624830e-11, 2.030264229259571041e-10, 2.300663882989976632e-10, 5.154584241962806837e-11, 6.813686434131680502e-11, 6.994831829797191146e-11, 3.337077940121635067e-11, 8.318474986052737302e-13
1.946000000000000000e+03, 1.458897560009950541e-11, 2.052111133707846120e-10, 2.377290770507372099e-10, 5.632433091307040515e-11, 6.044482310303054005e-11, 7.557985810830201552e-11, 3.357711986669709154e-11, 7.181530017147443390e-13
1.947000000000000000e+03, 1.471386152317666991e-11, 2.070310096069526559e-10, 2.466501995694836996e-10, 6.235478100358665227e-11, 5.733334225553386356e-11, 8.458452177169411185e-11, 3.351552420219404382e-11, 4.913773403840339189e-13
1.948000000000000000e+03, 1.480173421131215308e-11, 2.097793421094780195e-10, 2.505251680242319092e-10, 6.881356108901834705e-11, 6.001555060453643964e-11, 8.169986451859007866e-11, 3.354840076391591061e-11, 4.466113484294910027e-13
1.949000000000000000e+03, 1.486059015778277505e-11, 2.100324388663282236e-10, 2.172948812779486867e-10, 7.524081270891630656e-11, 8.233624599870338266e-11, 7.559796464284417904e-11, 3.360716160007519313e-11, 5.621447690371994837e-13
1.950000000000000000e+03, 1.566771889918460750e-11, 2.803186891555432819e-10, 2.361553682461938725e-10, 8.149676595121592196e-11, 9.571197902551129386e-11, 7.012017185149408846e-11, 3.412945999032808836e-11, 1.056787718928478030e-12
1.951000000000000000e+03, 1.704712016388722375e-11, 2.951774243169840066e-10, 2.982287144859504972e-10, 8.643503263867929764e-11, 9.185946074629633806e-11, 7.356769706774078610e-11, 4.629436435899711745e-11, 1.286848996994293380e-12
1.952000000000000000e+03, 1.816413400542091235e-11, 3.030257856609061709e-10, 2.384469224589799375e-10, 1.000319381534222773e-10, 8.311361588725476990e-11, 6.820912292915238825e-11, 5.202742456823167610e-11, 1.108994178551333847e-12
1.953000000000000000e+03, 1.906833530318547297e-11, 3.076463356205351560e-10, 2.709300985870097623e-10, 1.169189987934957745e-10, 7.820147709119674493e-11, 9.113397801451740289e-11, 5.534936806208358701e-11, 1.070854191083324421e-12
1.954000000000000000e+03, 1.982041404102753703e-11, 3.100326959586328720e-10, 3.172112189283391674e-10, 1.344976934313030159e-10, 8.317737074621922223e-11, 9.494729230250026643e-11, 5.691052913168884228e-11, 1.031571919604323398e-12
1.955000000000000000e+03, 2.046192851297810331e-11, 3.146808295558219701e-10, 3.742009096553374453e-10, 1.525983165871388271e-10, 8.549116385658935146e-11, 9.392379570455394032e-11, 5.818766317117070376e-11, 1.073429382209214721e-12
1.956000000000000000e+03, 2.100727979080082466e-11, 3.150914903734748011e-10, 3.438133621936183617e-10, 1.695077763947452968e-10, 8.760885655239716536e-11, 9.755629234135415057e-11, 5.941163515452502722e-11, 1.133828341818681984e-12
1.957000000000000000e+03, 2.146087555879012443e-11, 3.170058875590584276e-10, 3.387661831931410222e-10, 1.873934441248324463e-10, 9.453205677634098694e-11, 8.724714396746304614e-11, 6.049459044965034300e-11, 9.443453372319408178e-13
1.958000000000000000e+03, 2.182884286985792437e-11, 3.219015715567365513e-10, 2.980201550980336603e-10, 2.052916597578884721e-10, 9.505682488434075213e-11, 9.926221725326733143e-11, 6.154661137973960557e-11, 9.438093035680027726e-13
1.959000000000000000e+03, 2.212443371719359909e-11, 3.276121271199147321e-10, 3.745518116214873740e-10, 2.217348555444026494e-10, 1.087474904707999636e-10, 1.162415496156186500e-10, 6.253083184139305960e-11, 1.057213109705500633e-12
1.960000000000000000e+03, 2.149971012608185203e-11, 2.919746350932503399e-10, 4.015730222436359573e-10, 2.363602714488228301e-10, 1.089817613119159376e-10, 1.428225253964371730e-10, 6.315780570022646795e-11, 8.384839327866197845e-13
1.961000000000000000e+03, 2.019210167889645621e-11, 2.864430677341581958e-10, 3.950141023546826559e-10, 2.412775613938705275e-10, 1.101141244618694758e-10, 1.164626618648173133e-10, 4.527133810482966460e-11, 1.278118011026636106e-12
1.962000000000000000e+03, 1.917804053024872356e-11, 2.873464337620036892e-10, 3.307040937883815088e-10, 2.256319264530629652e-10, 1.083373244344458339e-10, 9.500648549815589820e-11, 3.741645168935270114e-11, 1.829508777238005856e-12
1.963000000000000000e+03, 1.834104592190878744e-11, 2.930812363614381716e-10, 3.154496349595729010e-10, 2.085961172076782814e-10, 1.355928855834204883e-10, 1.106767347419998934e-10, 3.358080903239335285e-11, 2.101922411706837769e-12
1.964000000000000000e+03, 1.765330706644474755e-11, 2.974788449231460955e-10, 4.083923061941123009e-10, 1.909274703117198668e-10, 1.367121907795564349e-10, 9.654267622230251858e-11, 3.133656909857204586e-11, 2.375062384490271781e-12
1.965000000000000000e+03, 1.718058726928823996e-11, 3.000659388776280302e-10, 4.278115956493219081e-10, 1.732230011006875175e-10, 1.134129329911238665e-10, 1.013607579980309200e-10, 2.982884755562293214e-11, 2.556717436565253364e-12
1.966000000000000000e+03, 1.685355424944674889e-11, 3.020557692579650326e-10, 4.316208282489736010e-10, 1.539606129519026680e-10, 1.154075829157964122e-10, 9.435354448465011603e-11, 2.858424058926987300e-11, 3.213737600014464174e-12
1.967000000000000000e+03, 1.660129588848099420e-11, 3.033607337157112037e-10, 4.054809524698764431e-10, 1.347433173749298620e-10, 1.052746142252639796e-10, 8.138646525154896955e-11, 2.748989442730649927e-11, 4.256280643760745556e-12
1.968000000000000000e+03, 1.642825250113398165e-11, 3.008546720216425692e-10, 4.429625581904494741e-10, 1.164098205912448700e-10, 9.008805457805866332e-11, 9.599874542280886970e-11, 2.652250401539510793e-11, 4.448366138783728320e-12
