year, MIROC-ES2L, CESM2-WACCM, TaiESM1, NorESM2-MM, CanESM5, UKESM1-0-LL, EC-Earth3-Veg, NorESM2-LM, ACCESS-ESM1-5, CNRM-ESM2-1, CMCC-CM2-SR5, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR
1.991000000000000000e+03, 5.634542597361454241e+00, 3.724361755158397624e+00, 1.704781292236911661e+00, 3.478926768861637875e+00, 3.290193980427350784e+00, 5.105045843943704753e+00, 2.920690536667935877e+00, 3.095459540552708777e+00, 2.913144357698903786e+00, 5.156379958621066351e+00, 5.014804968059767276e+00, 5.200760061197087225e+00, 2.321867593804510133e+00, 5.206141562790072896e+00
1.992000000000000000e+03, 5.356136995007615198e+00, 3.872253836067715227e+00, 1.693493022370529566e+00, 3.509524271964857167e+00, 3.261569114917844292e+00, 4.826200642285187747e+00, 2.944726247784485551e+00, 3.059526490930291942e+00, 2.825722557104470845e+00, 5.047755793826682158e+00, 4.678957686733746790e+00, 4.769151378942217079e+00, 2.347804331366522224e+00, 5.016189683769981755e+00
1.993000000000000000e+03, 5.416096879979642509e+00, 3.877693428064211911e+00, 1.658187279849024920e+00, 3.740908091731296015e+00, 3.125890377383361063e+00, 4.983748249424657217e+00, 2.035889830461206529e+00, 3.105125889861991784e+00, 2.846957780164680596e+00, 4.922041201992765735e+00, 4.714636349531554416e+00, 4.856190421379089628e+00, 2.369878667909815828e+00, 5.015035200104493995e+00
1.994000000000000000e+03, 5.525439344778724227e+00, 3.632923077090180364e+00, 1.690643024957645402e+00, 3.526290497675311997e+00, 3.247274977315361522e+00, 4.951009129589411195e+00, 2.805588831036475383e+00, 3.128935230371044263e+00, 2.829819290075026306e+00, 5.087756847127064219e+00, 4.830456886755354340e+00, 4.989108648125084144e+00, 2.362898639126345124e+00, 5.454632787821569906e+00
1.995000000000000000e+03, 5.624423480767364758e+00, 3.676848217583621903e+00, 1.732021709552635347e+00, 3.593445519795464893e+00, 3.403200730623133552e+00, 4.841640158286485196e+00, 2.888511959065112489e+00, 2.977221371427338337e+00, 2.852323482790565468e+00, 4.898873098088198041e+00, 4.721479741478991521e+00, 4.927017759046764311e+00, 2.458805393583752608e+00, 5.290522956097177598e+00
1.996000000000000000e+03, 5.634989547661507281e+00, 3.887403070821042750e+00, 1.777213716911542951e+00, 3.617552283767667465e+00, 3.334686260925442181e+00, 4.959360177882676801e+00, 2.463139367201822250e+00, 3.112061598723160127e+00, 2.933130443341118276e+00, 4.886811261835928732e+00, 4.862470542148910724e+00, 5.144587557610756257e+00, 2.462747472531129578e+00, 5.256341256967866471e+00
1.997000000000000000e+03, 5.754329150015551342e+00, 4.002112874504163642e+00, 1.748274963225931122e+00, 3.690831521442993868e+00, 3.232896348821427512e+00, 5.029672974906283400e+00, 3.006033319369286527e+00, 3.291248166119721041e+00, 2.909327265943035812e+00, 5.195032599874780388e+00, 5.016083296674472614e+00, 5.309789153919803439e+00, 2.469295784426792650e+00, 5.263168746415678889e+00
1.998000000000000000e+03, 5.590580324958467351e+00, 3.993149807401862539e+00, 1.794421966114583933e+00, 3.748974551447394443e+00, 3.457437705047025744e+00, 4.845723826589032335e+00, 3.007522378432922583e+00, 3.068745106705837777e+00, 2.977362785735138573e+00, 5.077615710317747499e+00, 4.797088608289350908e+00, 5.473316803033371869e+00, 2.515172680786883497e+00, 5.362274003660624899e+00
1.999000000000000000e+03, 5.701369690190622563e+00, 3.942175348531494983e+00, 1.739612370375641648e+00, 3.549899552581077256e+00, 3.497321421162418176e+00, 5.010887450938406928e+00, 3.325571793568355083e+00, 3.416866802005176229e+00, 2.952792455651964687e+00, 5.209697705996314987e+00, 4.867531522827727386e+00, 5.384021486319133132e+00, 2.553677305271086162e+00, 5.421854477602461309e+00
2.000000000000000000e+03, 5.691480409075200697e+00, 3.854165142944160127e+00, 1.787734472554047382e+00, 3.632273466181834554e+00, 3.425494719735466820e+00, 5.244134390598009787e+00, 2.416382234984923993e+00, 3.448526746007960053e+00, 2.997652810645242472e+00, 5.136327569212229882e+00, 4.855271619058910026e+00, 5.155166322532210188e+00, 2.538901829451556846e+00, 5.400566147358931701e+00
2.001000000000000000e+03, 5.750843866249963909e+00, 4.045377400417047298e+00, 1.810878622210535083e+00, 3.582498799293812652e+00, 3.483956022789145734e+00, 5.020369154259380906e+00, 3.115007263195644693e+00, 3.351008838689487401e+00, 3.020011926329793983e+00, 5.241946826926904279e+00, 5.164940691466964218e+00, 5.479439812109891506e+00, 2.610501049760958203e+00, 5.431256651790131507e+00
2.002000000000000000e+03, 5.658492831633657794e+00, 4.160700820902007990e+00, 1.722451277651850354e+00, 3.584493241277566078e+00, 3.407756760177208299e+00, 5.172341179528106458e+00, 2.720079125768570805e+00, 3.322960145081724548e+00, 3.047129905373223924e+00, 5.307499297191356824e+00, 5.226499521991001096e+00, 5.378540556205674505e+00, 2.547213274394132920e+00, 5.492109686906823995e+00
2.003000000000000000e+03, 5.637527766210905789e+00, 4.104441122567799027e+00, 1.749118553328213643e+00, 3.842539460889544234e+00, 3.558911138111629846e+00, 5.147082277631557901e+00, 2.873399059166915404e+00, 3.273154746821350880e+00, 3.121909559723263783e+00, 5.357088922483168147e+00, 5.172719935076482756e+00, 5.461698226839497572e+00, 2.610338772938000762e+00, 5.433092943621899984e+00
2.004000000000000000e+03, 5.715210837168824831e+00, 4.142843548135669351e+00, 1.812295125767113380e+00, 3.902133525192737373e+00, 3.401346943097025122e+00, 5.087346024976583614e+00, 2.732291470036356529e+00, 3.281019412509406319e+00, 3.145955097409935064e+00, 5.400165950273985160e+00, 5.182012996781670822e+00, 5.290755703762208384e+00, 2.584441720700880740e+00, 5.348066154147349316e+00
2.005000000000000000e+03, 5.994981604794068275e+00, 4.115913177966159964e+00, 1.803942209929707552e+00, 3.624956695890710012e+00, 3.385321144042227282e+00, 5.258836154198646362e+00, 2.662559453777582963e+00, 3.536951926589372075e+00, 3.103173944724971989e+00, 5.296851321284584913e+00, 5.129449834697671129e+00, 5.526377449733283598e+00, 2.611424884351563502e+00, 5.732472093756412868e+00
2.006000000000000000e+03, 5.811982167687096634e+00, 3.941540436128484259e+00, 1.811093326369489054e+00, 3.734487769788925604e+00, 3.434807635690763750e+00, 5.108514744694371501e+00, 2.719851616847498210e+00, 3.401347725971798130e+00, 3.071842224923222453e+00, 5.282347581656414270e+00, 5.160823693491597197e+00, 5.505124403898394192e+00, 2.704882180148408199e+00, 5.565786818179794260e+00
2.007000000000000000e+03, 5.702771143687591859e+00, 4.161254049347445694e+00, 1.793910139927742620e+00, 3.723891847105202935e+00, 3.370147153596137812e+00, 5.170594279582924280e+00, 3.340949984058810607e+00, 3.470905358993541689e+00, 3.089496773619983205e+00, 5.604867435690667143e+00, 5.351302027391968252e+00, 5.462178647449725588e+00, 2.653746101346290853e+00, 5.490873973251630069e+00
2.008000000000000000e+03, 5.845810001867644878e+00, 4.095828126363937116e+00, 1.822079220015342615e+00, 3.668644808793327439e+00, 3.500169483542805882e+00, 5.172133457515950106e+00, 3.016082678760823033e+00, 3.524475015820129009e+00, 3.061979954152956207e+00, 5.499366949010707550e+00, 5.376688839930449326e+00, 5.448831353553887702e+00, 2.739398227735786229e+00, 5.556526603774818440e+00
2.009000000000000000e+03, 5.807825066639885847e+00, 4.226072066152421591e+00, 1.832452568151600403e+00, 3.863001144231420270e+00, 3.508977249453128611e+00, 5.209532696377223715e+00, 3.013009997295701847e+00, 3.496608522013888720e+00, 3.117473415686062399e+00, 5.379298708774484794e+00, 5.391944695907680440e+00, 5.673976549988887008e+00, 2.794926566177108995e+00, 5.653444108385696332e+00
2.010000000000000000e+03, 5.958417484989863233e+00, 4.343502173007013134e+00, 1.887776851434640246e+00, 3.747895609158824026e+00, 3.564671778305155136e+00, 5.366908104547055025e+00, 2.755962625841832825e+00, 3.573698610266067721e+00, 3.088471734669603119e+00, 5.530403077061126993e+00, 5.387842042725290881e+00, 5.379855773062475421e+00, 2.808293664319576610e+00, 5.558908820081072122e+00
2.011000000000000000e+03, 5.788179972157754705e+00, 4.514864897735491489e+00, 1.843644310127888319e+00, 3.873390898324274190e+00, 3.614154053570488134e+00, 5.537315825358771981e+00, 3.396151792320341922e+00, 3.604443885352187849e+00, 3.128136069897125893e+00, 5.592864558617799631e+00, 5.323267640301443393e+00, 5.530544575380058170e+00, 2.793827316175042430e+00, 5.460812897969041124e+00
2.012000000000000000e+03, 5.751180469843294674e+00, 4.448076515572279455e+00, 1.867540763373556123e+00, 3.683329228193609417e+00, 3.637568807974709273e+00, 5.530072062784988418e+00, 3.874055834205462734e+00, 3.612816671426832382e+00, 3.150289722403150527e+00, 5.683891858229961791e+00, 5.280069069591804443e+00, 5.462443040810323502e+00, 2.794062641993876994e+00, 5.525714732093248038e+00
2.013000000000000000e+03, 6.045336115114614550e+00, 4.110387661715173557e+00, 1.810880197999494845e+00, 3.920074507057460078e+00, 3.747644002763571791e+00, 5.629966422752848310e+00, 2.624939711995730729e+00, 3.701313857103015970e+00, 3.114615189962319342e+00, 5.579253326465844154e+00, 5.422602907231095060e+00, 5.637016970198207133e+00, 2.892733363021923410e+00, 5.488589641723327972e+00
2.014000000000000000e+03, 5.998266804241947803e+00, 4.256687380520063790e+00, 1.868305016625016357e+00, 3.979728098451013274e+00, 3.727498316969538372e+00, 5.536383646024529703e+00, 2.668049333771182141e+00, 3.930725221052070228e+00, 3.081043895163309010e+00, 5.468308225043776005e+00, 5.251436786607227347e+00, 5.385045030676767652e+00, 2.918654350560712540e+00, 5.514139901442229430e+00
