year, TaiESM1, EC-Earth3-Veg, INM-CM4-8, GFDL-ESM4, CMCC-CM2-SR5, NorESM2-LM, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, MPI-ESM1-2-LR, CESM2-WACCM, MIROC-ES2L, INM-CM5-0, CanESM5, IPSL-CM6A-LR, NorESM2-MM
1.964000000000000000e+03, 1.807603780741999699e+01, 1.198239310623491249e+01, 6.636703377212798216e+01, 8.763250704709643912e+01, 3.845074193265207896e+01, 4.710145241336572752e+01, 6.026440595942265332e+01, 3.964206001353734621e+01, 4.918466419376947840e+01, 2.837507509947781870e+01, 5.566638252717368118e+01, 4.179745428688495679e+01, 6.679915756174487740e+01, 3.939827602920482263e+01, 1.387036601955474069e+01, 5.048029754785576273e+01
1.965000000000000000e+03, 1.798701452777082821e+01, 1.199685052666513485e+01, 6.638263017343508920e+01, 8.750412036415605144e+01, 3.861575166148595173e+01, 4.704460012844735672e+01, 6.033217814873820828e+01, 3.955371699904586791e+01, 4.922934891501814292e+01, 2.829063318521325243e+01, 5.541120483767475235e+01, 4.173179019992791439e+01, 6.686889176906659316e+01, 3.924869998816683392e+01, 1.396284355941830135e+01, 5.050011911573454881e+01
1.966000000000000000e+03, 1.791713975801215852e+01, 1.205522968920807259e+01, 6.639071702711099476e+01, 8.733562785820424779e+01, 3.861794854505524910e+01, 4.698635118186195569e+01, 6.035372489244431904e+01, 3.942834655536513822e+01, 4.926012557494954081e+01, 2.830859025538651608e+01, 5.517037823177411582e+01, 4.177401953250955557e+01, 6.688657981682590048e+01, 3.919150026337445070e+01, 1.407568295862561314e+01, 5.035830379678323254e+01
1.967000000000000000e+03, 1.790986430203247082e+01, 1.209064478980455171e+01, 6.641893575193611809e+01, 8.703100311385371413e+01, 3.845103789824364071e+01, 4.670224905278067240e+01, 6.033127659137331733e+01, 3.927916826275079387e+01, 4.929296166112902000e+01, 2.833924437975943178e+01, 5.524504499200818941e+01, 4.190395110945110702e+01, 6.692751071239085547e+01, 3.910990469026828009e+01, 1.416362424678310994e+01, 5.001685624008337072e+01
1.968000000000000000e+03, 1.787601286900746089e+01, 1.196000888937842710e+01, 6.636206086332917664e+01, 8.687303648064450101e+01, 3.835389007697042985e+01, 4.639439819654513997e+01, 6.036187771715830053e+01, 3.898314960824122721e+01, 4.936395799654033567e+01, 2.836251632332465888e+01, 5.512100717385865067e+01, 4.190969921327017289e+01, 6.693743161646588646e+01, 3.915304436478881911e+01, 1.426361917631877851e+01, 4.989556109397270234e+01
1.969000000000000000e+03, 1.781473113244700812e+01, 1.201336557264199278e+01, 6.632124431576397683e+01, 8.686799901934817569e+01, 3.832753484796695176e+01, 4.636989570905047486e+01, 6.037825674112059460e+01, 3.871077888967623437e+01, 4.944099930986068614e+01, 2.829782546925228814e+01, 5.505788640626430919e+01, 4.181825109126855722e+01, 6.691425974251259845e+01, 3.936039752790384938e+01, 1.435974306820275892e+01, 4.985333105558972022e+01
1.970000000000000000e+03, 1.775887833016055595e+01, 1.209116192193184602e+01, 6.633087799960178188e+01, 8.670054559821531370e+01, 3.812246314030185346e+01, 4.658178080037507129e+01, 6.041656356998676358e+01, 3.851901629148174067e+01, 4.947810893051728698e+01, 2.815714611477617879e+01, 5.497169844853954146e+01, 4.178040165209610279e+01, 6.694826168816955203e+01, 3.935683660676565410e+01, 1.443833498245148839e+01, 4.964570202118167686e+01
1.971000000000000000e+03, 1.770356123873054699e+01, 1.225704657539167641e+01, 6.633772378418777294e+01, 8.648089236832691995e+01, 3.819688476212719763e+01, 4.657875754174129668e+01, 6.041696148427813995e+01, 3.822743923906610064e+01, 4.964084684743257725e+01, 2.817615480513735093e+01, 5.499112522217924237e+01, 4.172434194699492593e+01, 6.698598306906630739e+01, 3.934326039804805220e+01, 1.453257464849037639e+01, 4.942981212735026730e+01
1.972000000000000000e+03, 1.770877929165570563e+01, 1.232705116660133626e+01, 6.629625653389777540e+01, 8.644589314217354570e+01, 3.846528926007646021e+01, 4.639596487859571283e+01, 6.039659066490175832e+01, 3.793863563224032021e+01, 4.967774982178600851e+01, 2.823845017822164749e+01, 5.490805087974549537e+01, 4.174810609489055224e+01, 6.705933884957831026e+01, 3.932653797876970003e+01, 1.456202067212073992e+01, 4.947886530711010522e+01
1.973000000000000000e+03, 1.766876835562891657e+01, 1.233036251000813976e+01, 6.622310676303584387e+01, 8.635270680971848378e+01, 3.865224242289713885e+01, 4.616049924924024594e+01, 6.042611275695418982e+01, 3.773980451781316958e+01, 4.976964297982531349e+01, 2.828522504722240427e+01, 5.491301320133351993e+01, 4.160244063907028789e+01, 6.706619631875919652e+01, 3.935141332909470435e+01, 1.463301083894626764e+01, 4.951849777080552428e+01
1.974000000000000000e+03, 1.763457346479928134e+01, 1.244316142742832021e+01, 6.620267172187034532e+01, 8.611137968269882492e+01, 3.876667917431479538e+01, 4.603575784552387518e+01, 6.050573075231330478e+01, 3.756069367894038180e+01, 4.996694361390837713e+01, 2.833805675381580258e+01, 5.504311495483224803e+01, 4.124479554808925030e+01, 6.709422519852611799e+01, 3.932743000790311072e+01, 1.468465251637998570e+01, 4.944668052688913207e+01
1.975000000000000000e+03, 1.764158366569814973e+01, 1.247875255579293530e+01, 6.626156882087749977e+01, 8.575688812309215336e+01, 3.871700533994054183e+01, 4.589312376470823551e+01, 6.060242310863055337e+01, 3.747021877144984359e+01, 5.002443346619840270e+01, 2.830839995465505154e+01, 5.494141923850477838e+01, 4.111636492100926432e+01, 6.718188486809521009e+01, 3.933163195336045703e+01, 1.473532906134745168e+01, 4.954040652353975105e+01
1.976000000000000000e+03, 1.761036356553177384e+01, 1.241299536898306677e+01, 6.631399905513117687e+01, 8.535822124175244596e+01, 3.862980205032467040e+01, 4.580610066730202590e+01, 6.068261398187605238e+01, 3.745387216767944949e+01, 4.996873871556598345e+01, 2.820490460018599777e+01, 5.490758919186288267e+01, 4.116028049324982874e+01, 6.719507134363031753e+01, 3.938013001609338914e+01, 1.482497196280534091e+01, 4.974693108136184350e+01
1.977000000000000000e+03, 1.755783666536844834e+01, 1.247629280724094336e+01, 6.628342514643505012e+01, 8.519676533288145492e+01, 3.866287273696698179e+01, 4.585776406045876996e+01, 6.071987312703326722e+01, 3.738579186324172099e+01, 4.998598376667450793e+01, 2.808743852337603286e+01, 5.503951133738107160e+01, 4.136879356744014302e+01, 6.729497392863258654e+01, 3.941408945129733610e+01, 1.490104061558217374e+01, 4.973241560283427276e+01
1.978000000000000000e+03, 1.755471124749891487e+01, 1.251611200962346437e+01, 6.629806772751696542e+01, 8.518271821424086454e+01, 3.856143096208487719e+01, 4.583577333383609442e+01, 6.078154426112672581e+01, 3.727748566298352273e+01, 5.016242099991307413e+01, 2.817624799843761707e+01, 5.486605028411781859e+01, 4.143982313633200221e+01, 6.733661562887017737e+01, 3.939842171351807565e+01, 1.498402773127143384e+01, 4.957848087543877824e+01
1.979000000000000000e+03, 1.756067247970829470e+01, 1.272382721542275874e+01, 6.625734442959800674e+01, 8.501780456993675728e+01, 3.855845274112567012e+01, 4.580193260244974596e+01, 6.084222422840873890e+01, 3.725317688084349044e+01, 5.037863335642212093e+01, 2.821731901135078147e+01, 5.465622715279950938e+01, 4.141211148775128947e+01, 6.743542555846370590e+01, 3.928634240542867673e+01, 1.512175954914769882e+01, 4.944838410504401338e+01
1.980000000000000000e+03, 1.756629553442258995e+01, 1.274852648214016781e+01, 6.620251958174407036e+01, 8.481664886336028530e+01, 3.860963389315019612e+01, 4.585060851495541101e+01, 6.098148901821069501e+01, 3.708541188358238827e+01, 5.046872321820062268e+01, 2.834074837843760264e+01, 5.457461058205453241e+01, 4.141390945067952600e+01, 6.752399066829183027e+01, 3.918945204511803126e+01, 1.528066185053640424e+01, 4.945965919981949810e+01
1.981000000000000000e+03, 1.763090847594880017e+01, 1.286908268883164652e+01, 6.610461898148930970e+01, 8.467846258539371718e+01, 3.872704574617369389e+01, 4.597017048109640314e+01, 6.104484355831458231e+01, 3.701848847606646586e+01, 5.059290849623639730e+01, 2.846261350477775309e+01, 5.455536403266576428e+01, 4.144200999383824069e+01, 6.762785222995999845e+01, 3.919622863067323948e+01, 1.540301799980574060e+01, 4.951368791181100448e+01
1.982000000000000000e+03, 1.763958589611496919e+01, 1.294308934678674916e+01, 6.609680122321810813e+01, 8.472602129660185710e+01, 3.890765004394451410e+01, 4.604101728807373206e+01, 6.105204857495892412e+01, 3.695973391292524468e+01, 5.061726894653127573e+01, 2.848509577432296425e+01, 5.467977086532675912e+01, 4.134091268660124996e+01, 6.772869777339639086e+01, 3.930746488331982391e+01, 1.545383819048007901e+01, 4.968015069016060181e+01
1.983000000000000000e+03, 1.761319728722871858e+01, 1.294718486461923668e+01, 6.609304216276176192e+01, 8.477676083457249945e+01, 3.874080174533446552e+01, 4.608309119498900230e+01, 6.108686022805716931e+01, 3.683396564787362593e+01, 5.076556241722417440e+01, 2.846259900664611919e+01, 5.478122306402664066e+01, 4.147981136660401802e+01, 6.787444294925451516e+01, 3.945318144762808288e+01, 1.549715886353832950e+01, 4.975444971611315026e+01
1.984000000000000000e+03, 1.765296909187435759e+01, 1.303849556668942888e+01, 6.621577709311964099e+01, 8.474612318641111131e+01, 3.862571006631549864e+01, 4.613129456314475618e+01, 6.111479974932213821e+01, 3.679226753193522370e+01, 5.083957204736573487e+01, 2.853010379990796963e+01, 5.474548694396132476e+01, 4.167625690120733850e+01, 6.796663168252943876e+01, 3.961838107991803071e+01, 1.557759905814189239e+01, 4.966979851773005805e+01
1.985000000000000000e+03, 1.769906184726217191e+01, 1.301942996732496916e+01, 6.630877574271165997e+01, 8.478484984781118783e+01, 3.873608632750308089e+01, 4.625370569785623331e+01, 6.114052769188645442e+01, 3.680137674804132786e+01, 5.102635078605931795e+01, 2.859057105541807431e+01, 5.444774820214278321e+01, 4.205058676831189501e+01, 6.810826832087437310e+01, 3.980097564743660143e+01, 1.568715502893869562e+01, 4.970677784019400036e+01
1.986000000000000000e+03, 1.775356783971406216e+01, 1.312981726381864611e+01, 6.630380652305146327e+01, 8.487537612125566966e+01, 3.902082241960306419e+01, 4.615832657118865967e+01, 6.121131120887282151e+01, 3.683716458917712089e+01, 5.124624115358000154e+01, 2.868635385003071647e+01, 5.439628163243782666e+01, 4.256682357993918941e+01, 6.822652299256435526e+01, 3.991925307786352306e+01, 1.583891163844122119e+01, 4.983557937611161037e+01
1.987000000000000000e+03, 1.772268221001381860e+01, 1.305820305501892342e+01, 6.631077402714004165e+01, 8.498858060259105685e+01, 3.937092423313390555e+01, 4.606940975424332407e+01, 6.128605833947913339e+01, 3.695185877508084360e+01, 5.151441143627361896e+01, 2.875197292217979594e+01, 5.470857604453635048e+01, 4.272707166508190113e+01, 6.829168384307938311e+01, 4.000759674467175842e+01, 1.598667425571975720e+01, 4.978993658664876421e+01
1.988000000000000000e+03, 1.771880925839917253e+01, 1.325440865269240120e+01, 6.638691188418542311e+01, 8.504111354678042289e+01, 3.941204896943264657e+01, 4.603089632957997424e+01, 6.133154204585331115e+01, 3.710688107134056679e+01, 5.162221480028542686e+01, 2.883787235743487898e+01, 5.487178298696108669e+01, 4.285155548040659568e+01, 6.832730323349589696e+01, 4.005707000002938400e+01, 1.616349305176543183e+01, 4.968816778421270897e+01
1.989000000000000000e+03, 1.777947366148378094e+01, 1.325137328446206375e+01, 6.648995427787011181e+01, 8.502998617341953036e+01, 3.950129473552058812e+01, 4.615601770813572813e+01, 6.141427226967872599e+01, 3.731079675657266392e+01, 5.178161162204204260e+01, 2.889864704421167119e+01, 5.505394324903434722e+01, 4.300345799308806960e+01, 6.836555247719525141e+01, 4.005495526838500098e+01, 1.638757764568783770e+01, 4.969232996424512550e+01
1.990000000000000000e+03, 1.785330939185036314e+01, 1.337991475852674839e+01, 6.640916300440956377e+01, 8.508538679796038195e+01, 3.960935178007165547e+01, 4.620573273009279802e+01, 6.156230636692232849e+01, 3.753388885619005322e+01, 5.202295374185160171e+01, 2.904336516700457693e+01, 5.518498113555327222e+01, 4.310028482210818623e+01, 6.845456060919514130e+01, 4.020309988099433696e+01, 1.653396899987448521e+01, 4.987907472540878473e+01
1.991000000000000000e+03, 1.789675937058591870e+01, 1.337606108181786446e+01, 6.650804230168954234e+01, 8.514671055641733233e+01, 3.985101315636247676e+01, 4.615076594672225241e+01, 6.174076973810770852e+01, 3.780956190504536352e+01, 5.226989181746751711e+01, 2.909734374795697320e+01, 5.525865085587817305e+01, 4.319136417409534801e+01, 6.856702859884458690e+01, 4.043248073075836402e+01, 1.670452058548021768e+01, 4.996909119056675053e+01
1.992000000000000000e+03, 1.789294326993744022e+01, 1.348293257560098546e+01, 6.658319751554945753e+01, 8.513215701974485228e+01, 4.005616223856191027e+01, 4.603740780872558958e+01, 6.185245879063002405e+01, 3.796799579332023455e+01, 5.238642124817896217e+01, 2.918067704165899556e+01, 5.528637646656242310e+01, 4.297648771736190554e+01, 6.870922841405096904e+01, 4.061186782631860837e+01, 1.690405032981458078e+01, 5.001167456797855948e+01
1.993000000000000000e+03, 1.790148769055958411e+01, 1.365139454433119148e+01, 6.665374181879084858e+01, 8.507443933059464314e+01, 3.999637709210540493e+01, 4.588925357066501931e+01, 6.192573658679428661e+01, 3.822309011005426527e+01, 5.244886790032371948e+01, 2.917696996989487346e+01, 5.543479316506493149e+01, 4.273226496483255943e+01, 6.887043524826020757e+01, 4.062276529318889828e+01, 1.707624662441257968e+01, 5.019910022979884445e+01
1.994000000000000000e+03, 1.796697235951319982e+01, 1.366425395792720821e+01, 6.682146051541630527e+01, 8.510822620871702782e+01, 4.012106765899538630e+01, 4.584362611803806686e+01, 6.201263819572262292e+01, 3.846932321122643827e+01, 5.265899540913105170e+01, 2.929706968462129169e+01, 5.551505798236225786e+01, 4.284441644099594981e+01, 6.893323791082148944e+01, 4.054229304283854418e+01, 1.725469634640512240e+01, 5.036932764991588840e+01
1.995000000000000000e+03, 1.806765074943064420e+01, 1.378914064298620268e+01, 6.698260093295624529e+01, 8.532741396055141081e+01, 4.016488525649702979e+01, 4.578966520904197779e+01, 6.219068187226753253e+01, 3.842648651618123523e+01, 5.275279978014927451e+01, 2.944200611571269022e+01, 5.541722293927053045e+01, 4.326241174230972319e+01, 6.901652315574671093e+01, 4.067603286958299691e+01, 1.749611050558642589e+01, 5.047327792156813331e+01
1.996000000000000000e+03, 1.818500875786930493e+01, 1.384721280743355720e+01, 6.724597304426349353e+01, 8.558709368856608535e+01, 4.023489885098184260e+01, 4.596546147594708742e+01, 6.241420312578816265e+01, 3.863566970291328317e+01, 5.285755211247812468e+01, 2.956877444380359421e+01, 5.539787353760164024e+01, 4.359352057878184894e+01, 6.902636812082779727e+01, 4.080283407646150096e+01, 1.776117401135848795e+01, 5.071955159120895473e+01
1.997000000000000000e+03, 1.830172077535634401e+01, 1.388615765830774151e+01, 6.746086745169560572e+01, 8.587610203691487243e+01, 4.058403083412343904e+01, 4.624299166566559194e+01, 6.263254816723729590e+01, 3.886623081801880630e+01, 5.315355960767613652e+01, 2.976304996790693380e+01, 5.573672530405780634e+01, 4.375823205136973115e+01, 6.904929522723065816e+01, 4.085821628695204311e+01, 1.797512062947690836e+01, 5.101464269891348380e+01
1.998000000000000000e+03, 1.841011533817144397e+01, 1.408625109288411359e+01, 6.763352333524514393e+01, 8.627258682348971774e+01, 4.086644345116118870e+01, 4.639164464193456894e+01, 6.288642632442849845e+01, 3.913024369330744179e+01, 5.321974486667101445e+01, 2.992725930495500108e+01, 5.598653109812099871e+01, 4.374743472083756046e+01, 6.919911568023337622e+01, 4.110917002183253288e+01, 1.821457438541811058e+01, 5.137723883704870076e+01
1.999000000000000000e+03, 1.849409779473822724e+01, 1.429573056226872652e+01, 6.779833070191928357e+01, 8.661096424302775176e+01, 4.072660018814800509e+01, 4.668540402055919714e+01, 6.308463709281417664e+01, 3.937717565140373921e+01, 5.353829614780280366e+01, 3.006521723779027155e+01, 5.599967722435125239e+01, 4.379164250712207007e+01, 6.926185919635271659e+01, 4.138348950953455585e+01, 1.846990712897001430e+01, 5.149422981342166850e+01
2.000000000000000000e+03, 1.857946232551664423e+01, 1.450494397099793353e+01, 6.789589282453243868e+01, 8.690693964362245083e+01, 4.061842042579743861e+01, 4.729299423597103669e+01, 6.330181606722975829e+01, 3.969733758510538735e+01, 5.374077977611246126e+01, 3.014599457797507043e+01, 5.615116150528478300e+01, 4.401932165632603500e+01, 6.930615123851825388e+01, 4.153774838152054372e+01, 1.870202598622558909e+01, 5.157445670192410603e+01
2.001000000000000000e+03, 1.870580908836853595e+01, 1.452434862332717813e+01, 6.806930270886395817e+01, 8.718375807494783203e+01, 4.094465432684810224e+01, 4.762178514906509719e+01, 6.357213996417818436e+01, 3.999442894648181834e+01, 5.394126023894455813e+01, 3.031876561714895857e+01, 5.642754741551884479e+01, 4.425056584683706262e+01, 6.952246236558474379e+01, 4.169977983919870468e+01, 1.890519703517481176e+01, 5.165595438537192052e+01
2.002000000000000000e+03, 1.876131137610326149e+01, 1.455432698450657369e+01, 6.822700354296398473e+01, 8.725770038368472115e+01, 4.135237208590998392e+01, 4.763528855435191645e+01, 6.387157265208195156e+01, 4.033132449900386973e+01, 5.411793492463284849e+01, 3.040520706634524117e+01, 5.673884526973390763e+01, 4.441029112918452171e+01, 6.975963262543545795e+01, 4.195294911786559311e+01, 1.908076474734570738e+01, 5.166091828534334240e+01
2.003000000000000000e+03, 1.869945858455291443e+01, 1.452821332617976680e+01, 6.839429821629177297e+01, 8.732091476660362162e+01, 4.146582232745630137e+01, 4.755205196683364477e+01, 6.418895444808356388e+01, 4.071881829064354719e+01, 5.438401033903755888e+01, 3.048375702313660796e+01, 5.687872220465074236e+01, 4.458819294876708028e+01, 6.990649918022751308e+01, 4.220856855004913655e+01, 1.931006656272716526e+01, 5.177943462786478790e+01
2.004000000000000000e+03, 1.877795242039575996e+01, 1.458094685493044551e+01, 6.860687007481010369e+01, 8.750511171316011882e+01, 4.161225051681996945e+01, 4.746383962115788790e+01, 6.459648948839915761e+01, 4.108078456495022834e+01, 5.462920748303866247e+01, 3.057429239608735827e+01, 5.725081254861095914e+01, 4.479760425394957934e+01, 6.999575336141354853e+01, 4.243585266540048906e+01, 1.952142513590827377e+01, 5.203032557017439075e+01
2.005000000000000000e+03, 1.898818299971372525e+01, 1.460181309017209372e+01, 6.869727624197845728e+01, 8.759999793489203057e+01, 4.179663391890058222e+01, 4.752746039183055160e+01, 6.489422151604891553e+01, 4.146454038080841542e+01, 5.486365101730336136e+01, 3.091037397752832661e+01, 5.765135628722522654e+01, 4.516717627183777495e+01, 7.006088855105815583e+01, 4.250380241579696161e+01, 1.978449090854770276e+01, 5.232645033063244711e+01
2.006000000000000000e+03, 1.906761052213161989e+01, 1.465888200758852200e+01, 6.886747252345767834e+01, 8.779771068540919998e+01, 4.178977390779110124e+01, 4.779132365777242342e+01, 6.520920457795203617e+01, 4.162618691607777777e+01, 5.512520683788937248e+01, 3.107711859589047165e+01, 5.769190702787762604e+01, 4.564540806938646256e+01, 7.012769401874000152e+01, 4.257014730173105477e+01, 2.008119504450537463e+01, 5.253523165690966579e+01
2.007000000000000000e+03, 1.911698591483934706e+01, 1.473636967484697458e+01, 6.913136288276893993e+01, 8.798971016191873673e+01, 4.202942553360185940e+01, 4.827683116836876565e+01, 6.550056359525278538e+01, 4.181437333499272313e+01, 5.547651279028657711e+01, 3.116310795461657790e+01, 5.777531485079876461e+01, 4.579044397398895683e+01, 7.025310055010015731e+01, 4.269172270723437634e+01, 2.034602278873727954e+01, 5.282290448331015398e+01
2.008000000000000000e+03, 1.922181313332790253e+01, 1.496714146105431453e+01, 6.931135797163265977e+01, 8.816663618565058869e+01, 4.232083403772988106e+01, 4.861764033707278543e+01, 6.573240111824300413e+01, 4.224409981176857087e+01, 5.572556683806956812e+01, 3.141425221433750181e+01, 5.794362118437948794e+01, 4.599730435208859092e+01, 7.045879514904707719e+01, 4.290473849324290256e+01, 2.067615449786282866e+01, 5.294517174534233561e+01
2.009000000000000000e+03, 1.928815665515543287e+01, 1.520651141193273581e+01, 6.954935980597001333e+01, 8.852618927465682930e+01, 4.252419973807398179e+01, 4.877355275847072846e+01, 6.598113878581526137e+01, 4.253303612277500889e+01, 5.594774733895942376e+01, 3.152806936617442801e+01, 5.798296734263012553e+01, 4.630863768728939078e+01, 7.066592590651504224e+01, 4.313035630476326787e+01, 2.096147278559747207e+01, 5.323069461955486759e+01
2.010000000000000000e+03, 1.939631151988268698e+01, 1.544121797087546533e+01, 6.972557904817006147e+01, 8.874378241701499803e+01, 4.226235933622110963e+01, 4.890027662121936913e+01, 6.622316489505791992e+01, 4.279922068281987180e+01, 5.626159652342983719e+01, 3.159502013319212921e+01, 5.823356456724363284e+01, 4.664510177069011121e+01, 7.076986094688614060e+01, 4.333334782088123660e+01, 2.124085793814333201e+01, 5.353458817975316464e+01
2.011000000000000000e+03, 1.951173774618948897e+01, 1.560963506570561954e+01, 6.983706333645545783e+01, 8.893297645789203898e+01, 4.231736773316122679e+01, 4.923643536570634183e+01, 6.650187409897773705e+01, 4.331446789960590849e+01, 5.650177403485558614e+01, 3.167843575521530397e+01, 5.868242506722626217e+01, 4.688165723001083052e+01, 7.074168988236414179e+01, 4.356738039904492155e+01, 2.149404690925571515e+01, 5.367809631642698776e+01
2.012000000000000000e+03, 1.955101054722431542e+01, 1.574896149720893312e+01, 6.998140357259731559e+01, 8.913021291046217698e+01, 4.257280030311569163e+01, 4.940494812268128300e+01, 6.677081515254657518e+01, 4.377870742311774421e+01, 5.688423921996382404e+01, 3.182961206658307418e+01, 5.903328073147770994e+01, 4.698440956292800763e+01, 7.081224304349703402e+01, 4.382547188376103264e+01, 2.174637195557115632e+01, 5.361496119528453619e+01
2.013000000000000000e+03, 1.964008699506792510e+01, 1.586169634891509084e+01, 7.003446764045720840e+01, 8.927622038735086107e+01, 4.270617952531977579e+01, 4.955445389508899012e+01, 6.700349823158254026e+01, 4.421893740580368615e+01, 5.710916303180987086e+01, 3.194269115717576568e+01, 5.919813568557511729e+01, 4.735091027121335827e+01, 7.095617739251947853e+01, 4.414740506317102131e+01, 2.210874642065141771e+01, 5.384048864206253882e+01
2.014000000000000000e+03, 1.976112870215796136e+01, 1.592806494945044626e+01, 7.021914858530976744e+01, 8.940704514038753814e+01, 4.279111289799686091e+01, 4.998888232532406306e+01, 6.716017086521380008e+01, 4.479297811045955058e+01, 5.726325383139982250e+01, 3.198829461847139655e+01, 5.933234295928603785e+01, 4.815494606431370528e+01, 7.113193217668170121e+01, 4.453971197975309337e+01, 2.250681186747472395e+01, 5.431914200640955670e+01
