year, TaiESM1, CanESM5, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM, GFDL-ESM4, CMCC-CM2-SR5, CNRM-ESM2-1, EC-Earth3-Veg, NorESM2-LM, MIROC-ES2L
1.991000000000000000e+03, 6.163327988881923858e+01, 2.155490878352696882e+02, 1.489661318452422734e+02, 1.945193263057905142e+02, 2.420585892200643059e+02, 6.015215785916319646e+01, 7.333543513282136246e+02, 9.335226554430236092e+02, 1.260721250782061560e+02, 1.013751700780695614e+03, 4.273467294582121667e+02, 3.126608262261106006e+02, 1.333751348394247316e+03, 3.525467787517976035e+02
1.992000000000000000e+03, 6.164609629113928690e+01, 2.155110893852876188e+02, 1.489912452678080967e+02, 1.945578357164520469e+02, 2.420503673673841547e+02, 6.026104082759989922e+01, 7.333426524365836485e+02, 9.334649698278284404e+02, 1.261029458581489706e+02, 1.013602290510450644e+03, 4.274520981337659009e+02, 3.126251052682567888e+02, 1.333759666096538240e+03, 3.525692863649414335e+02
1.993000000000000000e+03, 6.166277800947962362e+01, 2.154849686371240978e+02, 1.491068720798020877e+02, 1.946095425674872672e+02, 2.420081198607482236e+02, 6.036608986688980849e+01, 7.333534839709159314e+02, 9.334382085729463370e+02, 1.262179580046138199e+02, 1.013492484696676115e+03, 4.275753992245209361e+02, 3.125835048305664259e+02, 1.333786117216579441e+03, 3.526081093382704807e+02
1.994000000000000000e+03, 6.166852125712387078e+01, 2.154632458893294427e+02, 1.490985121227730872e+02, 1.946619541164112945e+02, 2.420524593731138054e+02, 6.046075600743486689e+01, 7.333470045945589391e+02, 9.334204004115339330e+02, 1.262626147924634950e+02, 1.013401535295226381e+03, 4.277268453280223071e+02, 3.126066988504491064e+02, 1.333788420318450562e+03, 3.527420413625502533e+02
1.995000000000000000e+03, 6.167096577207518493e+01, 2.154421340906667979e+02, 1.490700064113788983e+02, 1.947067652016768591e+02, 2.422650686462213514e+02, 6.054902912820582372e+01, 7.333300915373986300e+02, 9.334234965480341089e+02, 1.262513573432216560e+02, 1.013315183347361199e+03, 4.278659998683300500e+02, 3.126172167405341042e+02, 1.333766117716177177e+03, 3.529112904470320018e+02
1.996000000000000000e+03, 6.166431083462146745e+01, 2.154069681776986158e+02, 1.490693043955530186e+02, 1.947508220130601728e+02, 2.422176377372256013e+02, 6.063845061322129482e+01, 7.332946623212222903e+02, 9.334214565459341202e+02, 1.262759447611583710e+02, 1.013232789823458006e+03, 4.280148845285137327e+02, 3.126097725592379675e+02, 1.333720676567936835e+03, 3.530234665683491926e+02
1.997000000000000000e+03, 6.165323637564189596e+01, 2.153747284285545334e+02, 1.491554126444735857e+02, 1.947955174180428912e+02, 2.424478967470612645e+02, 6.074247779098543276e+01, 7.332437184900185230e+02, 9.333791158399664027e+02, 1.262661273701420726e+02, 1.013131760376317402e+03, 4.281731603293590069e+02, 3.126326288060719776e+02, 1.333643605846393712e+03, 3.531047032119210485e+02
1.998000000000000000e+03, 6.164678317125293461e+01, 2.153469368630410372e+02, 1.493038921901548690e+02, 1.948424199852534286e+02, 2.426211901619211915e+02, 6.086167197152887809e+01, 7.332019042993572384e+02, 9.333286345535561850e+02, 1.260817989709142211e+02, 1.012993399320357298e+03, 4.283160278674006349e+02, 3.126401193577111144e+02, 1.333548773121945715e+03, 3.531484802654385362e+02
1.999000000000000000e+03, 6.164826870481653742e+01, 2.153070281658036151e+02, 1.494474363281386786e+02, 1.948827231704759413e+02, 2.427506031022354875e+02, 6.097945642422152446e+01, 7.331825680640464498e+02, 9.333053757429385087e+02, 1.259215349381766060e+02, 1.012877543990439108e+03, 4.284744673228595389e+02, 3.126051226688318252e+02, 1.333431165709984043e+03, 3.532094581248248915e+02
2.000000000000000000e+03, 6.164861895790965463e+01, 2.152714177179234412e+02, 1.494872061844566531e+02, 1.949262180180665212e+02, 2.429401056308637123e+02, 6.109253345221124221e+01, 7.331947109955353881e+02, 9.332777492759616962e+02, 1.258954847279292437e+02, 1.012783948578741160e+03, 4.286319765072769883e+02, 3.125808590448380642e+02, 1.333254630400511815e+03, 3.532857254754661653e+02
2.001000000000000000e+03, 6.164747496906713309e+01, 2.152293888113917149e+02, 1.495607931652253626e+02, 1.949708208688282411e+02, 2.430471117693457472e+02, 6.121377349332763629e+01, 7.331980556650236167e+02, 9.332434392559318894e+02, 1.259633600465645173e+02, 1.012682509855336207e+03, 4.288485825168247061e+02, 3.126342212535172393e+02, 1.333106880937682718e+03, 3.533329855502671535e+02
2.002000000000000000e+03, 6.165096298738336600e+01, 2.151818964287118945e+02, 1.496462693464468998e+02, 1.950181732914136603e+02, 2.431908860558995968e+02, 6.134282840071860932e+01, 7.332184106289979582e+02, 9.331920891318872009e+02, 1.259097322255013438e+02, 1.012545981560723476e+03, 4.290408675308391935e+02, 3.126937545353624159e+02, 1.333033782975504437e+03, 3.533431648001447343e+02
2.003000000000000000e+03, 6.168149944802816975e+01, 2.151300509544342106e+02, 1.496407889318695368e+02, 1.950691680704289581e+02, 2.432670000889595201e+02, 6.147880402759206930e+01, 7.332423056557488508e+02, 9.331273068413842111e+02, 1.258823005550066512e+02, 1.012402824899091229e+03, 4.291874920004372598e+02, 3.127680121913230664e+02, 1.333017365141389973e+03, 3.533655696761895797e+02
2.004000000000000000e+03, 6.169608522400124428e+01, 2.150765923588296289e+02, 1.496388581615217674e+02, 1.951138755811566909e+02, 2.435279147370324324e+02, 6.159229346826434437e+01, 7.332322026688900678e+02, 9.330601615866230532e+02, 1.258245630083158346e+02, 1.012253780287897484e+03, 4.293340267117764029e+02, 3.128533121002623716e+02, 1.333012711179312419e+03, 3.534454790471773435e+02
2.005000000000000000e+03, 6.167740013594608683e+01, 2.150499490705086316e+02, 1.496353753265995294e+02, 1.951611732819297345e+02, 2.437495988458172178e+02, 6.170910197055892610e+01, 7.332079286151964652e+02, 9.329828451462101384e+02, 1.258076743795934362e+02, 1.012081800707159346e+03, 4.294839744860906308e+02, 3.129318805762285365e+02, 1.332990880310708462e+03, 3.535877206934007404e+02
2.006000000000000000e+03, 6.167355247807007146e+01, 2.150236406006162042e+02, 1.497034816804276147e+02, 1.952138307118865157e+02, 2.439872857474834404e+02, 6.183501785724371302e+01, 7.331912849502679137e+02, 9.329508005178324765e+02, 1.257136967907013911e+02, 1.011927137663563826e+03, 4.296642378606446755e+02, 3.130012970179309946e+02, 1.332939764060299240e+03, 3.536730449470632038e+02
2.007000000000000000e+03, 6.167165882038559488e+01, 2.149955211178988463e+02, 1.497922597401179701e+02, 1.952721201790137115e+02, 2.442110744957468569e+02, 6.196510948936560936e+01, 7.331815842629243889e+02, 9.329596989014891051e+02, 1.256242490670943681e+02, 1.011773527100774004e+03, 4.298568265711627987e+02, 3.130525557276568520e+02, 1.332870455502654067e+03, 3.537014649748310831e+02
2.008000000000000000e+03, 6.167510458641847748e+01, 2.149610315978252970e+02, 1.498541556218843311e+02, 1.953382139335460295e+02, 2.443553637036741577e+02, 6.209875232194222860e+01, 7.331820276809539791e+02, 9.329641029189072015e+02, 1.255998150177754127e+02, 1.011610770496165060e+03, 4.300128424761958286e+02, 3.130434968560671791e+02, 1.332803573627907554e+03, 3.538216521156614931e+02
2.009000000000000000e+03, 6.168378348404312561e+01, 2.149347093664644888e+02, 1.499707538842062036e+02, 1.953966623421750342e+02, 2.447074906425211793e+02, 6.223503035752032986e+01, 7.332039050112728091e+02, 9.329748944833820588e+02, 1.255491933793027499e+02, 1.011429231805407198e+03, 4.301934155067750680e+02, 3.130209184910864337e+02, 1.332752746582670397e+03, 3.539642576464913759e+02
2.010000000000000000e+03, 6.168814203418130404e+01, 2.149115870682090019e+02, 1.500372143466618979e+02, 1.954543484433910692e+02, 2.450023185687675777e+02, 6.237628058858606295e+01, 7.332134641500966836e+02, 9.329576233618439574e+02, 1.254831794888482790e+02, 1.011318304340792110e+03, 4.303937041255511531e+02, 3.130235590613391423e+02, 1.332712458158238178e+03, 3.540658605362669391e+02
2.011000000000000000e+03, 6.168806223725683680e+01, 2.148875729761348055e+02, 1.501356999507754324e+02, 1.955122748212535839e+02, 2.451287124889837514e+02, 6.251805194450201952e+01, 7.332467504928490598e+02, 9.329111988961617499e+02, 1.254962861476646907e+02, 1.011214809503190509e+03, 4.305986022766351766e+02, 3.130647670247450378e+02, 1.332663725504584136e+03, 3.541580837149014087e+02
2.012000000000000000e+03, 6.170264123805457501e+01, 2.148710591007565256e+02, 1.502120548051535422e+02, 1.955689211347605010e+02, 2.453199914413207239e+02, 6.265983486722163320e+01, 7.333083855541730145e+02, 9.328569827236939318e+02, 1.254185071541773908e+02, 1.011075984961763879e+03, 4.308126400010327757e+02, 3.130853921792815981e+02, 1.332606900530759276e+03, 3.542223428085015939e+02
2.013000000000000000e+03, 6.170794594616731388e+01, 2.148283775698671434e+02, 1.503714481888349894e+02, 1.956146191683344000e+02, 2.455006387410894320e+02, 6.280016984630664467e+01, 7.333646884480654080e+02, 9.328132500960388143e+02, 1.253735724089451793e+02, 1.010948205075466262e+03, 4.310007557863909256e+02, 3.130780571244580983e+02, 1.332574711545828222e+03, 3.543289281565558326e+02
2.014000000000000000e+03, 6.170299178939595919e+01, 2.147736671141981617e+02, 1.505040795887916545e+02, 1.956671732180620893e+02, 2.457062914539807821e+02, 6.294564429793543781e+01, 7.333475589359740070e+02, 9.328045810585446134e+02, 1.254108516180333055e+02, 1.010839939453870443e+03, 4.312138951848916690e+02, 3.131505200769147450e+02, 1.332514662063397964e+03, 3.544844027355939033e+02
