year, ACCESS-ESM1-5, TaiESM1, CanESM5, MIROC-ES2L, MPI-ESM1-2-LR, NorESM2-LM, CMCC-CM2-SR5, UKESM1-0-LL, CNRM-ESM2-1, NorESM2-MM, CESM2-WACCM, INM-CM5-0, GFDL-ESM4, EC-Earth3-Veg, INM-CM4-8, IPSL-CM6A-LR
1.974000000000000000e+03, 2.670217549538643880e+02, 2.632163322711489286e+02, 2.657877511096904186e+02, 2.669390382378391564e+02, 2.653645237720892283e+02, 2.657797293442660589e+02, 2.660159046914511123e+02, 2.620739207907192849e+02, 2.672326056352865749e+02, 2.641672223570181472e+02, 2.668069918390186217e+02, 2.658155956654279635e+02, 2.658041762920570363e+02, 2.642560789064775690e+02, 2.653218188387677969e+02, 2.665797151719597196e+02
1.975000000000000000e+03, 2.674015077674759482e+02, 2.635860522463940470e+02, 2.663182465094295139e+02, 2.675067499110147082e+02, 2.648741417403844025e+02, 2.649969717142358832e+02, 2.656469723889057946e+02, 2.623501232800781509e+02, 2.666727668120047952e+02, 2.640823334068278996e+02, 2.652891463225150801e+02, 2.661727093874619641e+02, 2.654547924725399071e+02, 2.640498743755824762e+02, 2.664091225604607871e+02, 2.656677715482281883e+02
1.976000000000000000e+03, 2.665911793333663127e+02, 2.627045688225932167e+02, 2.657839390636746089e+02, 2.674669923004381076e+02, 2.643588732765372242e+02, 2.657801672322291324e+02, 2.658914143355507349e+02, 2.622339338487615237e+02, 2.657644782192193134e+02, 2.654448164537415664e+02, 2.653631589286346752e+02, 2.656385552548640021e+02, 2.654945931352162916e+02, 2.645705958399655628e+02, 2.657194046590313974e+02, 2.658588121238036024e+02
1.977000000000000000e+03, 2.660700744206548620e+02, 2.629201129090210429e+02, 2.661794367567032964e+02, 2.670326975624071792e+02, 2.652622069699427811e+02, 2.665912796255422563e+02, 2.676110752043125558e+02, 2.615388929984807191e+02, 2.663231773827409370e+02, 2.649519502208736981e+02, 2.663601604614156599e+02, 2.669867525320561867e+02, 2.658318627363285600e+02, 2.646532324762143276e+02, 2.657369275527386776e+02, 2.662910224269156174e+02
1.978000000000000000e+03, 2.667557507517619797e+02, 2.637505049352492392e+02, 2.673177712221880711e+02, 2.667229714115500201e+02, 2.657908841336546288e+02, 2.665820771897806480e+02, 2.664885165469236767e+02, 2.615559285997047709e+02, 2.670024067872687397e+02, 2.650087770764247352e+02, 2.655811634331387268e+02, 2.667924633077018370e+02, 2.648750414139504983e+02, 2.648194824438396040e+02, 2.655404444561993387e+02, 2.659594799883653877e+02
1.979000000000000000e+03, 2.669443045237736101e+02, 2.644076495235546531e+02, 2.655907085689395331e+02, 2.670995391716194263e+02, 2.656316521863440130e+02, 2.669752560275331916e+02, 2.665581577186981121e+02, 2.621654237927123177e+02, 2.671902323126028023e+02, 2.648488650262688680e+02, 2.656703172179268222e+02, 2.662397748144405227e+02, 2.652658516357860208e+02, 2.646377343156411257e+02, 2.657885502331325256e+02, 2.663249427896770385e+02
1.980000000000000000e+03, 2.672778346793220976e+02, 2.644662517891843549e+02, 2.654731120610270523e+02, 2.671826555726314609e+02, 2.655169258438307907e+02, 2.671129641141552042e+02, 2.664910128785172674e+02, 2.615667869702942880e+02, 2.665627103603815158e+02, 2.645861232980737441e+02, 2.655906436934362773e+02, 2.663131439182083113e+02, 2.652050884197933556e+02, 2.651344257773070581e+02, 2.658492516419139520e+02, 2.671863312756830169e+02
1.981000000000000000e+03, 2.661603352042125721e+02, 2.645585721984730299e+02, 2.661428040540878328e+02, 2.678756596587147101e+02, 2.649650298832684143e+02, 2.662506510694278177e+02, 2.667496768193807952e+02, 2.616579191024406441e+02, 2.668217293460255064e+02, 2.648325465243802910e+02, 2.665098161204200551e+02, 2.660645836107099740e+02, 2.657962523118562785e+02, 2.654755886498714403e+02, 2.651971621221186979e+02, 2.662924606726828074e+02
1.982000000000000000e+03, 2.668646703429907348e+02, 2.635460168322169352e+02, 2.666963585711859537e+02, 2.668324646298636367e+02, 2.657057894008974017e+02, 2.658453565790367747e+02, 2.660798441385091451e+02, 2.617325881345082053e+02, 2.668330364318894681e+02, 2.650135070022160448e+02, 2.659601513780056621e+02, 2.668805699538153249e+02, 2.657303546720822851e+02, 2.641300680994470440e+02, 2.656324582975214526e+02, 2.658133806744334606e+02
1.983000000000000000e+03, 2.669955932217965255e+02, 2.633505580415521763e+02, 2.662586646369052801e+02, 2.669377489408101383e+02, 2.654130649663070471e+02, 2.667618134037028881e+02, 2.663813889375954886e+02, 2.619755732332834555e+02, 2.661838932367772372e+02, 2.646350914725389885e+02, 2.653888483246043393e+02, 2.656568991692320196e+02, 2.655462375055408302e+02, 2.642729924018609609e+02, 2.642134823400959363e+02, 2.652081069181909925e+02
1.984000000000000000e+03, 2.666453154520903013e+02, 2.633071263417036221e+02, 2.662464610307406474e+02, 2.672415058927958853e+02, 2.658035964240478961e+02, 2.666116470019474036e+02, 2.665173127651137293e+02, 2.619006491861249515e+02, 2.665143571117994838e+02, 2.637018011959079899e+02, 2.650774718474123688e+02, 2.655841635335567048e+02, 2.658524619237673505e+02, 2.639774026458476897e+02, 2.658434646752915000e+02, 2.657983040768991714e+02
1.985000000000000000e+03, 2.664669915648393612e+02, 2.640623354804079668e+02, 2.668913579080632417e+02, 2.681111193097955265e+02, 2.659419939438822666e+02, 2.664238901979684329e+02, 2.665885766880693950e+02, 2.619958926216345390e+02, 2.673123357311229142e+02, 2.654239244163825333e+02, 2.655908876650928505e+02, 2.663771318054269273e+02, 2.655859596926463837e+02, 2.651432008946290466e+02, 2.656222494625160380e+02, 2.657095075559393536e+02
1.986000000000000000e+03, 2.666093760132694683e+02, 2.638456866706378037e+02, 2.666640132953951934e+02, 2.685299338941835003e+02, 2.657085478922718949e+02, 2.671682723533419903e+02, 2.669755152055218446e+02, 2.620599603711940517e+02, 2.681035277131750831e+02, 2.643777489196862689e+02, 2.660725590881388030e+02, 2.653691975952831399e+02, 2.661360320157007777e+02, 2.644839045623836000e+02, 2.655465786910739325e+02, 2.663419747000846769e+02
1.987000000000000000e+03, 2.661095089629512813e+02, 2.631568187532663501e+02, 2.667629112014956263e+02, 2.680121363895700028e+02, 2.655811800269756873e+02, 2.663063094224229417e+02, 2.675742272826163912e+02, 2.632315766376491979e+02, 2.679392499167056485e+02, 2.642729136279608610e+02, 2.668541428901628478e+02, 2.658270885884440986e+02, 2.660689672935008048e+02, 2.648160716455136026e+02, 2.657081492366962721e+02, 2.660359661387455503e+02
1.988000000000000000e+03, 2.667264818533477637e+02, 2.636821724762958752e+02, 2.667033940789330018e+02, 2.680132658327707418e+02, 2.660998182181324410e+02, 2.662727196582960119e+02, 2.670209978118078880e+02, 2.629502775617648922e+02, 2.676833806790228891e+02, 2.645971037484652584e+02, 2.671455127797315754e+02, 2.658887411822211106e+02, 2.659214734926703727e+02, 2.649075754109652507e+02, 2.663215153987467829e+02, 2.668983443758333465e+02
1.989000000000000000e+03, 2.667129458032506477e+02, 2.635666968508581363e+02, 2.663959077990034530e+02, 2.682839001460030204e+02, 2.661909407614473935e+02, 2.669222254544101816e+02, 2.673529688587326518e+02, 2.633727937274269948e+02, 2.680822068090326979e+02, 2.643330688834592479e+02, 2.673629530371088094e+02, 2.657679931807731464e+02, 2.657120016425049016e+02, 2.647603578920808900e+02, 2.661312623097514916e+02, 2.675222377244555787e+02
1.990000000000000000e+03, 2.672816514402065309e+02, 2.643775639524999406e+02, 2.672121517365189902e+02, 2.681259439812542382e+02, 2.662569064518161213e+02, 2.666741751317372291e+02, 2.663244516532776629e+02, 2.629638996876956298e+02, 2.676273145696934534e+02, 2.658842656176740888e+02, 2.665143026976374472e+02, 2.657936176522000551e+02, 2.661277257316428972e+02, 2.649928509414104951e+02, 2.662098846958400031e+02, 2.660932761984481090e+02
1.991000000000000000e+03, 2.674695403843965664e+02, 2.641079458869709242e+02, 2.672373475444321684e+02, 2.681056995189984491e+02, 2.665868266884454556e+02, 2.664347817541383847e+02, 2.680780510695631165e+02, 2.640077384311218225e+02, 2.681755190765976522e+02, 2.654725608647346462e+02, 2.661855437235124100e+02, 2.664013027621009542e+02, 2.666320735470707746e+02, 2.647863557434280324e+02, 2.660913550918784267e+02, 2.664898088370512141e+02
1.992000000000000000e+03, 2.664854924821257782e+02, 2.639597295470029508e+02, 2.665404633006070299e+02, 2.671015993616206288e+02, 2.659331513647055658e+02, 2.668119051000699073e+02, 2.660683442527509897e+02, 2.624315123173460051e+02, 2.674175351773201328e+02, 2.646172115691614408e+02, 2.659365873426447138e+02, 2.659932862576766865e+02, 2.652210170776265841e+02, 2.658272976467869171e+02, 2.655696674936485806e+02, 2.665782343276043207e+02
1.993000000000000000e+03, 2.664147188337792045e+02, 2.633884800107284718e+02, 2.659518793701998334e+02, 2.669087456564956256e+02, 2.659852526413931741e+02, 2.659801525759459082e+02, 2.661664431604669971e+02, 2.628858544936558701e+02, 2.669276860018733259e+02, 2.654942988037994951e+02, 2.659762120068480158e+02, 2.659793196643487363e+02, 2.650933966607344701e+02, 2.641530240159112282e+02, 2.656466970293966483e+02, 2.664381821770560919e+02
1.994000000000000000e+03, 2.664286882618686718e+02, 2.640374420018504225e+02, 2.667988031025461737e+02, 2.675108263225555447e+02, 2.669034413123856098e+02, 2.664868436529454812e+02, 2.668029606803929710e+02, 2.631087861748485466e+02, 2.670959092567169364e+02, 2.650683092809493360e+02, 2.661265731380711941e+02, 2.658578319067323719e+02, 2.655692576935457510e+02, 2.655725791424091540e+02, 2.661374946907768617e+02, 2.661417507707657251e+02
1.995000000000000000e+03, 2.670372496014346098e+02, 2.644727880708648513e+02, 2.671565846100841100e+02, 2.677063022285313991e+02, 2.660956381991121589e+02, 2.666364395919564458e+02, 2.667073227499916470e+02, 2.627237778149150813e+02, 2.673404809597440703e+02, 2.657766490024638983e+02, 2.666268812809620954e+02, 2.664096021276032502e+02, 2.654151946893671266e+02, 2.650600497269343805e+02, 2.656903922334857953e+02, 2.667868655543437058e+02
1.996000000000000000e+03, 2.675670706736233342e+02, 2.642525130200725698e+02, 2.674762008190110123e+02, 2.683544783240016045e+02, 2.664902274945924319e+02, 2.675437163155949065e+02, 2.662465743720455293e+02, 2.636840605793580039e+02, 2.670705007906420292e+02, 2.653129566862971842e+02, 2.659625627347920158e+02, 2.661785521557721950e+02, 2.659810905755026056e+02, 2.646756264482291954e+02, 2.665408398491968001e+02, 2.673050170061256949e+02
1.997000000000000000e+03, 2.670561230387290266e+02, 2.649985922300318748e+02, 2.665285185378205597e+02, 2.680623928992878859e+02, 2.666328545896853939e+02, 2.676245425134414404e+02, 2.672946263722044478e+02, 2.633545084466079516e+02, 2.673485674039492324e+02, 2.650884588472641781e+02, 2.670198969282085955e+02, 2.660283869920643838e+02, 2.660531319691830845e+02, 2.653202746504820198e+02, 2.665959836960702205e+02, 2.670272452889456076e+02
1.998000000000000000e+03, 2.678514386247614425e+02, 2.646682456885993133e+02, 2.679964351662514446e+02, 2.676452907723313501e+02, 2.666091191798989826e+02, 2.672698921109274011e+02, 2.670942162520977945e+02, 2.637328035152328880e+02, 2.672624548644763536e+02, 2.652765875898020909e+02, 2.664468293089087183e+02, 2.667178830662538758e+02, 2.668182699591773712e+02, 2.656990787258787350e+02, 2.667454377076896890e+02, 2.672287195460138491e+02
1.999000000000000000e+03, 2.672634055677135052e+02, 2.645300153800088765e+02, 2.675478351100359191e+02, 2.682801227172174663e+02, 2.667868755793836044e+02, 2.691372243165521922e+02, 2.672801408389290714e+02, 2.633151355848527828e+02, 2.678929635078718547e+02, 2.646616328708886954e+02, 2.665708744599082252e+02, 2.667255545404530608e+02, 2.664806989230863792e+02, 2.660695977186630330e+02, 2.661775830111099594e+02, 2.670454113782714671e+02
2.000000000000000000e+03, 2.675907429320374149e+02, 2.643836050034620371e+02, 2.675082710704090800e+02, 2.680314018044852560e+02, 2.667954590141150106e+02, 2.683195554751753207e+02, 2.669086274783358590e+02, 2.641248900025867670e+02, 2.670817084046066157e+02, 2.652354421401863647e+02, 2.665789604922821354e+02, 2.666424678616605775e+02, 2.666341413831063960e+02, 2.652975723315290679e+02, 2.666753672733552776e+02, 2.666357104410140550e+02
2.001000000000000000e+03, 2.676534439565481875e+02, 2.649743399519593936e+02, 2.684192819770942720e+02, 2.682733587163376114e+02, 2.669177299372222478e+02, 2.676307330936089670e+02, 2.675276285523950150e+02, 2.634793554753459830e+02, 2.674921833671447189e+02, 2.653567324044552151e+02, 2.679018480038624830e+02, 2.672801829670321467e+02, 2.674096463575405096e+02, 2.657486672907145930e+02, 2.669073602585368690e+02, 2.668006817177617904e+02
2.002000000000000000e+03, 2.684247641704222360e+02, 2.644761649325131430e+02, 2.674876882472477178e+02, 2.679825249812959100e+02, 2.667091260982805352e+02, 2.672919796941149571e+02, 2.688257737376976593e+02, 2.643986467553675084e+02, 2.681882183084504732e+02, 2.656790004185448311e+02, 2.683524843524308494e+02, 2.669851822356057482e+02, 2.666891448793930408e+02, 2.652045992846204854e+02, 2.660704173052451438e+02, 2.661664050034296451e+02
2.003000000000000000e+03, 2.686763305483491990e+02, 2.637014688474795889e+02, 2.683084194027358649e+02, 2.678525971441131333e+02, 2.666222038869913149e+02, 2.671851043926129705e+02, 2.675240196218034612e+02, 2.642041660995429311e+02, 2.686278983722313001e+02, 2.663247878386559933e+02, 2.673000829128293958e+02, 2.670324997990563247e+02, 2.670419779931332869e+02, 2.651914154676766202e+02, 2.665314094553656332e+02, 2.671834504191944006e+02
2.004000000000000000e+03, 2.685135511957097947e+02, 2.648766637677194353e+02, 2.672159219794812657e+02, 2.680645056075003367e+02, 2.665688620924922247e+02, 2.671393030621865137e+02, 2.679133668126430052e+02, 2.639373783935795927e+02, 2.683804326789949073e+02, 2.658359747658208221e+02, 2.676109131790109359e+02, 2.670311806613029262e+02, 2.669237070763882684e+02, 2.655704719892625576e+02, 2.667277167739267725e+02, 2.667094190743255240e+02
2.005000000000000000e+03, 2.683322392726310568e+02, 2.659592637210388943e+02, 2.676922367757806569e+02, 2.686210021476595671e+02, 2.670767743973422625e+02, 2.679824657468756754e+02, 2.683393989088869489e+02, 2.640062076398052113e+02, 2.675729752908563910e+02, 2.659485233223473983e+02, 2.675042580853542518e+02, 2.667213797663921468e+02, 2.669046751535435078e+02, 2.646576195530685141e+02, 2.666196845246118983e+02, 2.669454464982563309e+02
2.006000000000000000e+03, 2.681926173607298551e+02, 2.648692073466295938e+02, 2.674328549547842613e+02, 2.687035610200374549e+02, 2.663697646254930760e+02, 2.678446415049853613e+02, 2.680159566033381680e+02, 2.629894163484182172e+02, 2.674190147430215916e+02, 2.656357959655701961e+02, 2.669772682393767127e+02, 2.670276725948735930e+02, 2.668950455407431832e+02, 2.656307850154746575e+02, 2.663914660262061602e+02, 2.681341705950661662e+02
2.007000000000000000e+03, 2.681444943767427276e+02, 2.654762135621502352e+02, 2.668685867737236208e+02, 2.677926212253705671e+02, 2.664498199834093271e+02, 2.679775899449635972e+02, 2.686840636588905227e+02, 2.637822460886435465e+02, 2.683988541943041355e+02, 2.659989513471577425e+02, 2.678598628402870077e+02, 2.672356996733602728e+02, 2.664487974579879506e+02, 2.668338231403408258e+02, 2.667326861447052124e+02, 2.676157893872666023e+02
2.008000000000000000e+03, 2.681740416527367756e+02, 2.656313042734083183e+02, 2.679586660760655832e+02, 2.688012748614900147e+02, 2.671992229045735030e+02, 2.684948291596955414e+02, 2.685522997364802791e+02, 2.645952796429810974e+02, 2.683840718496050499e+02, 2.653858758796745292e+02, 2.680999096847179430e+02, 2.674613847445992860e+02, 2.667547188500614084e+02, 2.657784969738216319e+02, 2.662650079685876676e+02, 2.678358979121456969e+02
2.009000000000000000e+03, 2.685306904541698145e+02, 2.648430996903564960e+02, 2.680893703495705722e+02, 2.685729405808836532e+02, 2.669775167172888359e+02, 2.675758620765540172e+02, 2.692679664980721554e+02, 2.638021992791200887e+02, 2.678778985253340466e+02, 2.654374429998279084e+02, 2.681218534207359312e+02, 2.672441146036373993e+02, 2.668608530937519845e+02, 2.658261285171151371e+02, 2.667008988550523441e+02, 2.679923726682549159e+02
2.010000000000000000e+03, 2.681117454832491944e+02, 2.661334011177836487e+02, 2.682042796784925258e+02, 2.687810244364787309e+02, 2.670136247346998744e+02, 2.685087922185132925e+02, 2.682670471720454088e+02, 2.644179988121933889e+02, 2.680738719284299805e+02, 2.656139318981340125e+02, 2.680153947744281595e+02, 2.668734553228956656e+02, 2.664032636916347769e+02, 2.653374553769285171e+02, 2.665205452236156702e+02, 2.676380158511127547e+02
2.011000000000000000e+03, 2.687333311179053226e+02, 2.661319197776412011e+02, 2.681388613899573556e+02, 2.684422727014817269e+02, 2.670095421645764304e+02, 2.687521138085359667e+02, 2.682550528872041014e+02, 2.647129196320792062e+02, 2.682363593609032932e+02, 2.655023011025679125e+02, 2.685628082186955226e+02, 2.665054891625322284e+02, 2.667296994448076362e+02, 2.664107926368551489e+02, 2.664342387330695487e+02, 2.671247181744105887e+02
2.012000000000000000e+03, 2.685930657434657292e+02, 2.655665637807661597e+02, 2.678355818230824639e+02, 2.680874048760730375e+02, 2.665224974025154552e+02, 2.679762453257304173e+02, 2.687559714920303691e+02, 2.648238035987504304e+02, 2.687632472588252881e+02, 2.656194160571235443e+02, 2.679770255683830555e+02, 2.666447848375933631e+02, 2.667839385491926691e+02, 2.669948703011955899e+02, 2.663495457100065096e+02, 2.675628992149834744e+02
2.013000000000000000e+03, 2.685957424500401203e+02, 2.660076122265012941e+02, 2.688545023534787219e+02, 2.696347349041266170e+02, 2.666470373731703489e+02, 2.692127543173632489e+02, 2.688498811356184888e+02, 2.646829118660347717e+02, 2.683847697232962446e+02, 2.666051232538099498e+02, 2.675445480976399608e+02, 2.666271037168506837e+02, 2.677413361869284927e+02, 2.658786954920620360e+02, 2.666917480345198328e+02, 2.679697745049080595e+02
2.014000000000000000e+03, 2.678668937547772089e+02, 2.655050579864328597e+02, 2.686020107808342345e+02, 2.690048923415172339e+02, 2.668174276125234314e+02, 2.686312340167958723e+02, 2.681652665060719301e+02, 2.650809618972857038e+02, 2.682027528340268532e+02, 2.670064544859716875e+02, 2.679988804960929087e+02, 2.672715544895413018e+02, 2.665432124890392060e+02, 2.658890952447529799e+02, 2.671248590634363040e+02, 2.682771430713143559e+02
