year, CMCC-CM2-SR5, EC-Earth3-Veg, UKESM1-0-LL, CESM2-WACCM, INM-CM5-0, TaiESM1, NorESM2-LM, MIROC-ES2L, ACCESS-ESM1-5, CNRM-ESM2-1, MPI-ESM1-2-LR, NorESM2-MM, GFDL-ESM4, INM-CM4-8, IPSL-CM6A-LR, CanESM5
1.868000000000000000e+03, 8.784727103850052288e+00, 4.018008584169574071e+00, 8.456134661740726699e+00, 7.595934633891958221e+00, 8.764331695819139512e+00, 5.247429855154004841e+00, 6.607907174730064170e+00, 8.843930962247162242e+00, 4.357693168262541938e+00, 6.042829235148203360e+00, 7.493699821256949889e+00, 7.694973511081943940e+00, 9.757446963270076878e+00, 8.693781571907834405e+00, 3.848837604066290830e+00, 6.214940490601970957e+00
1.869000000000000000e+03, 8.683339254494155668e+00, 4.180483760962729889e+00, 8.710621733569016811e+00, 6.951099916516382926e+00, 8.366367741498835997e+00, 5.033336924812608082e+00, 5.969925471345983503e+00, 8.952975145572986904e+00, 4.263682246607716664e+00, 6.616104570705521937e+00, 7.657485784628483394e+00, 7.504361182503853200e+00, 1.036772405096266780e+01, 8.482315802521503301e+00, 3.708276738214164148e+00, 5.927648859289732286e+00
1.870000000000000000e+03, 9.056808844517572510e+00, 4.003488100875313371e+00, 8.909119538334397959e+00, 8.032844389086616133e+00, 8.271526099871897131e+00, 5.013435680678403727e+00, 6.287026271474587702e+00, 8.537529644682651409e+00, 4.258490120896416542e+00, 6.436436507603833235e+00, 8.154390352623151372e+00, 7.009364763813636046e+00, 9.919801763482105628e+00, 8.511703035631816405e+00, 3.750831378981241304e+00, 6.273835375566043204e+00
1.871000000000000000e+03, 9.356319970060033242e+00, 4.519810487483161054e+00, 8.387269026924787596e+00, 7.633600752590977478e+00, 8.568376183687867353e+00, 4.999543070935645872e+00, 6.148144912200870671e+00, 8.749038392468499126e+00, 4.348573504765247399e+00, 6.923927622384950631e+00, 7.927898239377054068e+00, 7.449060808770152420e+00, 1.049715574584348943e+01, 8.640408812838670016e+00, 3.818710170282373806e+00, 5.742184120946263626e+00
1.872000000000000000e+03, 9.055878195115006690e+00, 4.740431278373407942e+00, 8.851869470436184884e+00, 7.362880745412359040e+00, 8.350305905998530065e+00, 4.974814812990396184e+00, 6.272334502163523062e+00, 8.905240461656848794e+00, 4.408065675075326872e+00, 6.383604419845081424e+00, 8.216396433943362609e+00, 7.291314395092494571e+00, 1.028427724984646474e+01, 8.418025711554985691e+00, 3.755626947940433613e+00, 5.719407004045169884e+00
1.873000000000000000e+03, 9.251940776780715581e+00, 4.582493232376703141e+00, 8.953640583029404354e+00, 7.569014532179314969e+00, 8.379932670417298723e+00, 4.921636749561268509e+00, 6.100144415417843469e+00, 8.566785160199399840e+00, 4.466444931567038701e+00, 6.410662161958850191e+00, 7.288532701537584479e+00, 7.092677273007539362e+00, 1.014350719829495340e+01, 8.426304855401591354e+00, 3.729908373492297091e+00, 6.293917144726231427e+00
1.874000000000000000e+03, 8.762527181562074219e+00, 4.756655462458676986e+00, 9.189625219699104619e+00, 7.542667336570297643e+00, 7.892404301216561002e+00, 4.937611718516015102e+00, 6.080616646502436495e+00, 8.343646228843342172e+00, 4.517444294077009204e+00, 6.178695405963154030e+00, 7.203523584416508641e+00, 7.365892458970545675e+00, 9.891627378459769915e+00, 8.079443938388966018e+00, 3.789452565901389125e+00, 5.848603826435849307e+00
1.875000000000000000e+03, 9.285519211517623717e+00, 4.118600593892294270e+00, 8.995967776622439516e+00, 7.473539843137545269e+00, 8.443573194417053784e+00, 5.078945791520897757e+00, 6.676230700326464707e+00, 8.900282296851006691e+00, 4.404533954306195653e+00, 6.504125700439272073e+00, 7.395498693928217016e+00, 7.525874741382320821e+00, 1.015524349455676933e+01, 8.309496716774011915e+00, 3.933602673106015857e+00, 6.156246066173279630e+00
1.876000000000000000e+03, 8.865242469436276807e+00, 3.795799273276946550e+00, 8.978370380896834035e+00, 7.294723213897378322e+00, 8.270581568736654177e+00, 5.060764307146024876e+00, 6.427748561282182749e+00, 8.789293158321996202e+00, 4.315921140756551644e+00, 6.533143176320719725e+00, 7.609362704717624659e+00, 6.689157087448316830e+00, 9.831577635754193523e+00, 8.554350113808897760e+00, 3.984999437443402570e+00, 6.345778734776267527e+00
1.877000000000000000e+03, 9.061649170755329052e+00, 3.798392012367138193e+00, 8.705108409240482459e+00, 7.130302905158889537e+00, 8.855737630509283420e+00, 5.049137525822679606e+00, 6.807107762612045754e+00, 8.719134547340598118e+00, 4.368320178491445382e+00, 6.637802302141113664e+00, 7.682890198178224495e+00, 6.963128073648516825e+00, 1.009030173104659056e+01, 8.336134100228274946e+00, 4.052976496007492102e+00, 6.659203516145821844e+00
1.878000000000000000e+03, 9.070349380533031081e+00, 3.962908675075925480e+00, 9.118991963224733155e+00, 7.778022565051233350e+00, 8.628429777963908975e+00, 5.070858846523188745e+00, 6.932853401462659271e+00, 9.031224519979808463e+00, 4.442771571360199623e+00, 6.685369514592646389e+00, 7.958925888274167804e+00, 7.370964150104888368e+00, 9.796450890159647429e+00, 8.669697732230314813e+00, 3.965925933916655044e+00, 6.067672931745447862e+00
1.879000000000000000e+03, 8.586411661120292749e+00, 3.395656859449275533e+00, 9.442084888971365331e+00, 7.731248846169452626e+00, 8.146447355796439638e+00, 5.083541591608212507e+00, 5.938861106013011870e+00, 8.778003423521136384e+00, 4.386147835799656391e+00, 6.350789121203040288e+00, 7.582313708012322628e+00, 6.994697592119271334e+00, 1.013573370974953569e+01, 8.523900797171107158e+00, 4.024108194071241762e+00, 6.286731380411604952e+00
1.880000000000000000e+03, 8.525802817541203282e+00, 4.093952741580239696e+00, 8.849469821942044234e+00, 7.124585046685120382e+00, 8.666874970689443458e+00, 5.031914350144714554e+00, 6.460668153589240958e+00, 8.295168246800706413e+00, 4.412318485932748224e+00, 6.317496394854983599e+00, 8.060855645159897165e+00, 6.506526632468842664e+00, 1.006763993175069949e+01, 8.147047379412713397e+00, 3.939450460364432249e+00, 6.109049664618822817e+00
1.881000000000000000e+03, 9.118949218837824944e+00, 3.704448383490742458e+00, 8.324069298645410342e+00, 7.885768611760805236e+00, 8.374670758074531207e+00, 5.091661809064842892e+00, 6.487728492295619986e+00, 9.284621244077696289e+00, 4.266288313816836819e+00, 6.601079858291653224e+00, 7.764565145652456479e+00, 6.866258338893795887e+00, 9.929519932038854080e+00, 8.434643835647454679e+00, 3.891091604505423796e+00, 6.111488316287477573e+00
1.882000000000000000e+03, 8.896221811819748027e+00, 4.215351692686977181e+00, 8.205268182070264871e+00, 7.866768805900263395e+00, 8.393233714196366435e+00, 5.132460009661965472e+00, 6.359169921191406338e+00, 8.793037622141591569e+00, 4.347711124236965929e+00, 5.965453960477911544e+00, 7.453582843436965533e+00, 6.970914136628561408e+00, 1.009788664037678174e+01, 8.559118446373309652e+00, 3.905072352741456587e+00, 6.219418279188336562e+00
1.883000000000000000e+03, 9.075573068825280032e+00, 4.376041524244916658e+00, 8.558544371155688779e+00, 7.662608565776710456e+00, 8.302953137119645888e+00, 4.986733686200998328e+00, 6.784576581707217890e+00, 8.583345144456272280e+00, 4.327762607423185415e+00, 6.463869824245706219e+00, 7.480003069235711344e+00, 7.193861600469987572e+00, 1.037583687666892196e+01, 8.474175679331697353e+00, 3.844388221924053273e+00, 6.053793882864306752e+00
1.884000000000000000e+03, 8.436381111109781727e+00, 4.630711723725921658e+00, 8.195221857058907489e+00, 7.460643898707386867e+00, 8.152657857706859801e+00, 4.877026530705626861e+00, 6.533816939254001532e+00, 8.769351823603193097e+00, 4.374054539454066415e+00, 6.389812034530593543e+00, 7.273358075168486536e+00, 6.830774024088266394e+00, 9.722637245546764007e+00, 7.987602934948892397e+00, 3.694026301888406305e+00, 5.947690726224637459e+00
1.885000000000000000e+03, 8.760957314801704143e+00, 4.266841815038198149e+00, 8.857943787705627514e+00, 7.769397633576737405e+00, 8.010242092184640228e+00, 4.962194658057594410e+00, 6.517487684287881500e+00, 8.402403205773739003e+00, 4.255824103460836838e+00, 6.260873968505045184e+00, 7.631698231283775335e+00, 6.777372619866200765e+00, 9.448368139874739668e+00, 8.141117279099889359e+00, 3.823854324490597811e+00, 5.919912728482706221e+00
1.886000000000000000e+03, 8.902727610074435916e+00, 3.649501406128132341e+00, 8.953101698845436829e+00, 7.398118312143652453e+00, 8.218313152607171546e+00, 5.164533283906120431e+00, 6.715547468482802707e+00, 8.545735222003171927e+00, 4.301158066316397743e+00, 6.018613738969547988e+00, 7.263723679491573826e+00, 7.233214920572748063e+00, 1.021826896794831008e+01, 8.519433459448897850e+00, 3.748727637955506786e+00, 5.724313307679008034e+00
1.887000000000000000e+03, 8.791144745110470282e+00, 3.426204418547448061e+00, 8.605749470951813862e+00, 7.674966774514627943e+00, 8.240559702529040464e+00, 4.859453335101573401e+00, 6.073036251453794776e+00, 8.212348000303574480e+00, 4.186053086214610808e+00, 6.174342600485638322e+00, 7.622536978874438596e+00, 7.188594447449837332e+00, 1.009950045276213082e+01, 8.222326355716168322e+00, 3.838996639244082409e+00, 6.040256972858782269e+00
1.888000000000000000e+03, 8.444575520737089391e+00, 3.514830265941480736e+00, 8.796902827925237034e+00, 7.236654966991545201e+00, 8.283207435166211496e+00, 5.071274119121812696e+00, 6.027683234886579200e+00, 8.705746773209737555e+00, 4.192884389342771634e+00, 6.293995486692512742e+00, 7.772110422730611035e+00, 7.165714148936594974e+00, 9.906751322444188546e+00, 8.526350856333017703e+00, 3.825505345344978991e+00, 6.381404560344280164e+00
1.889000000000000000e+03, 9.034586297867164717e+00, 3.555385553535337362e+00, 8.890909681523712749e+00, 7.856572728928701288e+00, 8.655661276715104435e+00, 4.843812333837406392e+00, 5.969137192731561292e+00, 8.572069144670944496e+00, 4.315169945837128651e+00, 6.295931026512024964e+00, 7.711429524312054973e+00, 7.487889382643725611e+00, 1.026694989416686532e+01, 8.135930014529884957e+00, 3.804930779084136461e+00, 5.981762982155157893e+00
1.890000000000000000e+03, 8.324342552142912410e+00, 4.168567463684973440e+00, 8.717286552624322837e+00, 7.072305672905179641e+00, 8.150158209722201619e+00, 4.853055831532553377e+00, 5.986213512464132691e+00, 8.010448181416641944e+00, 4.368301727304277016e+00, 6.421468444318458424e+00, 7.877977387525826103e+00, 6.876961759060907120e+00, 1.005019787087705829e+01, 8.234595897816381793e+00, 3.949241398457236762e+00, 5.898740525715835403e+00
1.891000000000000000e+03, 8.623216543901714104e+00, 3.918640443032078036e+00, 8.515571141861785875e+00, 7.476227840303489636e+00, 8.439616336164062815e+00, 4.854734939106899461e+00, 6.280478850607723373e+00, 8.178018756631551867e+00, 4.389500617603752985e+00, 6.362676554975470467e+00, 7.471135849006089735e+00, 6.167195208913870630e+00, 9.751273977255662473e+00, 8.253300470849879389e+00, 3.702094387758960714e+00, 5.518581229020590229e+00
1.892000000000000000e+03, 8.544751998496245449e+00, 4.078354994043835724e+00, 9.187734507365203029e+00, 6.954510290614571488e+00, 8.069459958280839729e+00, 4.887983066716003577e+00, 6.109009758934252687e+00, 8.772332258927741933e+00, 4.294144812765906316e+00, 6.255808950624669684e+00, 7.329143435476130897e+00, 6.696609026063025105e+00, 9.709295779535990434e+00, 7.918302515469103575e+00, 3.983888371499328507e+00, 6.010542800965073873e+00
1.893000000000000000e+03, 8.205708556892401973e+00, 3.365035394329997764e+00, 8.277912542794194195e+00, 6.902491950599068282e+00, 8.744065696491782447e+00, 5.018581359749769710e+00, 6.660423915683891138e+00, 8.804935232283009228e+00, 4.276481103093646041e+00, 6.398784508005637583e+00, 8.313130865804636116e+00, 6.842054507996626178e+00, 1.031076190185226338e+01, 8.295970206255654844e+00, 4.049840131552785216e+00, 5.956389375876496750e+00
1.894000000000000000e+03, 9.058228768204520165e+00, 4.786572025294544730e+00, 8.530826153830487257e+00, 7.339551838184285693e+00, 8.550487602558273892e+00, 4.882843615877185961e+00, 6.812236470409185785e+00, 8.399805760679614153e+00, 4.313584908347879221e+00, 6.691619251003815272e+00, 7.813501359548521208e+00, 6.791729807300870725e+00, 1.027583287732274897e+01, 8.114671182977749808e+00, 3.998489685528047843e+00, 6.075304277429221855e+00
1.895000000000000000e+03, 9.105742475855281626e+00, 4.343839646122407139e+00, 8.610189539461842401e+00, 7.354765239557221612e+00, 8.681489658437966384e+00, 4.815480509326913072e+00, 6.467695461844937377e+00, 8.680136960621908315e+00, 4.249623996277299476e+00, 6.342401282798015849e+00, 7.877237047406538295e+00, 6.272786889799985666e+00, 9.837200986331486874e+00, 8.257230359541269493e+00, 4.016578624807334741e+00, 5.905673298978626917e+00
1.896000000000000000e+03, 8.594206818252397184e+00, 4.623135942103494322e+00, 8.643911208170919735e+00, 7.963352575899390828e+00, 8.633157187759499251e+00, 5.082702306763798639e+00, 6.712394204897463190e+00, 8.190462006718604471e+00, 4.302186573292859251e+00, 6.425545745115216256e+00, 7.329458795975906327e+00, 6.840815864341190711e+00, 1.021116625081137563e+01, 8.023961841685004259e+00, 4.069424346492443334e+00, 6.352899004833751917e+00
1.897000000000000000e+03, 9.115835745676593049e+00, 4.816984039692536079e+00, 8.467297150317133259e+00, 7.392170722042260778e+00, 8.366758122944784049e+00, 4.749456107560160234e+00, 6.651696013246239936e+00, 8.534408560575840852e+00, 4.258465051743598018e+00, 6.301146432978407930e+00, 8.034166051253116336e+00, 7.431327367169910936e+00, 1.061786914266726001e+01, 8.859978747231682661e+00, 4.204445686461244058e+00, 6.309358671073075797e+00
1.898000000000000000e+03, 8.718437575840177090e+00, 4.921286839490573328e+00, 9.152809724201869557e+00, 7.606814146862974191e+00, 8.500178265159080482e+00, 4.801016747030782739e+00, 7.279906642777362435e+00, 8.766910482452782816e+00, 4.360176011284126574e+00, 6.066330748577258625e+00, 8.153692920010502831e+00, 7.059921980284901366e+00, 1.034909893082895671e+01, 8.201435725052443004e+00, 3.982783483889163811e+00, 6.288447925108891390e+00
1.899000000000000000e+03, 9.099810547355978940e+00, 4.803896881169766431e+00, 8.363695450081555904e+00, 7.619220816130029661e+00, 8.534465923174668234e+00, 4.780876648078608682e+00, 6.580247344421191968e+00, 8.774349672676269307e+00, 4.274880289318808479e+00, 6.316187571418553581e+00, 8.052285635975444222e+00, 7.574652772048007243e+00, 1.063689513172532308e+01, 8.572626843506290228e+00, 4.124726958892719786e+00, 6.225729374318816234e+00
1.900000000000000000e+03, 8.837902707380873579e+00, 4.916948026537418137e+00, 8.439344156766788174e+00, 7.204453597971850698e+00, 8.547350381137823305e+00, 4.918414636899874459e+00, 6.877672826106508097e+00, 8.235329855689045075e+00, 4.288823119444337806e+00, 6.305347455156177894e+00, 7.283757302707062564e+00, 7.058296438207643853e+00, 1.026327305818269053e+01, 8.539715144820217319e+00, 4.005374716232837251e+00, 6.244773315657271340e+00
1.901000000000000000e+03, 9.217059571365144421e+00, 4.862994667546661987e+00, 8.411773954712391088e+00, 7.286620794376275967e+00, 8.308794211601021829e+00, 4.783599909407794115e+00, 6.750414863763987583e+00, 8.560145916227158480e+00, 4.290896730905854106e+00, 6.722904002953265845e+00, 7.699737272086641049e+00, 7.327638054060811257e+00, 1.056004122539898837e+01, 8.306263427310110359e+00, 3.928410126865462981e+00, 6.023582809593522214e+00
1.902000000000000000e+03, 9.044490599437047251e+00, 5.103485184594743984e+00, 8.607053769747880168e+00, 7.476738354384368179e+00, 8.643799488320087931e+00, 4.890816632360759364e+00, 6.441070950266768236e+00, 8.657631893194942307e+00, 4.390350335862038378e+00, 6.977062725372490171e+00, 8.197068221524052234e+00, 7.325454356805196632e+00, 1.035978973589608465e+01, 8.616216689487959712e+00, 3.780454316760900824e+00, 5.507482300799717123e+00
1.903000000000000000e+03, 7.736934984908610424e+00, 4.366760041216915411e+00, 8.313556246596759181e+00, 7.032774777020964763e+00, 8.599381795370131698e+00, 4.592960719033863271e+00, 5.619840175696484863e+00, 8.455210825088736115e+00, 4.184612450093118774e+00, 6.020781019172662063e+00, 7.742080896788181121e+00, 6.742719885290476611e+00, 9.401595983851505522e+00, 8.770821250809259340e+00, 3.637195797852075696e+00, 5.935257546913137894e+00
1.904000000000000000e+03, 9.026402847804424923e+00, 4.367103732812525507e+00, 8.558993031053757861e+00, 7.660001562259152408e+00, 8.251552583682913777e+00, 4.609339302856023224e+00, 6.464603248471134656e+00, 8.359619371284438216e+00, 4.369461752611200289e+00, 6.464579646532534696e+00, 8.463049593271566806e+00, 7.498208053293566877e+00, 9.830171699822145115e+00, 8.164870459433863914e+00, 3.779184106991642977e+00, 5.751700340360597963e+00
1.905000000000000000e+03, 8.808378917460260027e+00, 4.229619586703275758e+00, 8.803583924547265127e+00, 7.538438779355987052e+00, 8.551926819868450380e+00, 4.750738754973826694e+00, 6.508656649864321686e+00, 8.590336184625618543e+00, 4.286567272661510053e+00, 6.011420113395372411e+00, 8.424704993503377537e+00, 7.358556660591634824e+00, 1.030600545026479509e+01, 8.426172630129133978e+00, 3.827643638229048850e+00, 6.081862823321516842e+00
1.906000000000000000e+03, 9.242310866277806625e+00, 3.959523511320562683e+00, 8.455296937613839603e+00, 7.471986326517153998e+00, 8.542872741510175061e+00, 4.862546326931353136e+00, 5.988468452520004703e+00, 8.544315406017096493e+00, 4.555485610017883324e+00, 6.522191397978799543e+00, 7.675152059936016791e+00, 7.555089021852756659e+00, 1.062199095323424913e+01, 8.289506211665059965e+00, 3.922150596786043941e+00, 6.049026077644663602e+00
1.907000000000000000e+03, 8.590088729051256422e+00, 4.185717888412974652e+00, 8.546107670431107195e+00, 7.307622151561448121e+00, 8.589608877480706894e+00, 4.766696082993507666e+00, 6.591143693457332198e+00, 9.176379546538356635e+00, 4.523741881480510152e+00, 6.575960958773576337e+00, 7.756318190561805714e+00, 7.143497135085851824e+00, 1.037271684427298268e+01, 8.312325483285924577e+00, 3.792171821420244449e+00, 6.177623560536349423e+00
1.908000000000000000e+03, 9.176052930578620703e+00, 4.102708516986104392e+00, 8.677609796956261334e+00, 6.590906707603742198e+00, 8.723822684887187151e+00, 4.766039948358190337e+00, 6.143748394772722499e+00, 8.929256032715917613e+00, 4.255984554759806748e+00, 6.374758140524878769e+00, 8.073145522895281090e+00, 6.783610755432341044e+00, 9.863571891114125023e+00, 8.722286272568544163e+00, 3.992654957786797798e+00, 6.538559671962097752e+00
1.909000000000000000e+03, 9.032788824483228396e+00, 4.598052484836252951e+00, 8.511035331255330405e+00, 7.569646815405219442e+00, 8.651791363949156377e+00, 4.776052382078672665e+00, 6.735812729663439136e+00, 8.560151975141252478e+00, 4.346732181902855707e+00, 6.700085353383649966e+00, 7.600177538940962485e+00, 6.727329059076443407e+00, 1.057382729280190325e+01, 8.489780797062456585e+00, 4.236236438260786663e+00, 6.285036690610432686e+00
1.910000000000000000e+03, 8.913997773001591796e+00, 4.131686421706986856e+00, 8.681350893655347178e+00, 7.008171978204233987e+00, 8.861497163640850161e+00, 4.756458721416622737e+00, 6.461829723622745547e+00, 8.332687982992011300e+00, 4.394110686851430359e+00, 6.435708456161572499e+00, 7.699538014305666422e+00, 6.785285918468009214e+00, 1.058418026510196519e+01, 9.313887569922606247e+00, 4.092054935892293521e+00, 6.112666956523117534e+00
1.911000000000000000e+03, 9.240079146932368204e+00, 3.972594832848287183e+00, 8.332290026009761874e+00, 7.089329313487870543e+00, 8.609431074593510758e+00, 4.928029431996216125e+00, 6.552379722577607701e+00, 8.780401097311090197e+00, 4.450831785077440372e+00, 6.512803835770887950e+00, 8.026431436545427900e+00, 7.352189610142003673e+00, 1.046133270152542849e+01, 8.437330485366008048e+00, 4.194122841559827286e+00, 5.805444096914043506e+00
