year, NorESM2-LM, IPSL-CM6A-LR, INM-CM4-8, CMCC-CM2-SR5, GFDL-ESM4, TaiESM1, INM-CM5-0, EC-Earth3-Veg, CESM2-WACCM, CanESM5, UKESM1-0-LL, ACCESS-ESM1-5, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, NorESM2-MM
1.974000000000000000e+03, 1.435564238450688368e+00, 1.703610507008052499e+00, 1.605905138936850385e+00, 1.576400207148896726e+00, 1.663694516887318953e+00, 1.381139550767083168e+00, 1.631607551499475006e+00, 1.435883081894936408e+00, 1.553843396529270837e+00, 1.428845072759954871e+00, 1.407248282578880128e+00, 1.920126582622729616e+00, 1.613860080006705555e+00, 1.644479640795459385e+00, 1.649490902315960517e+00, 1.366023874660460269e+00
1.975000000000000000e+03, 1.421788421414617476e+00, 1.671326996252664898e+00, 1.694149380358683787e+00, 1.502814411373656345e+00, 1.706882288870370079e+00, 1.348105313380901782e+00, 1.702526129862997006e+00, 1.481952317797275542e+00, 1.538765016999831481e+00, 1.439238573953579348e+00, 1.452077875043757293e+00, 1.915605924788714942e+00, 1.563058860174647569e+00, 1.667073716600144806e+00, 1.649455325976565412e+00, 1.363347507834006045e+00
1.976000000000000000e+03, 1.433905238652049885e+00, 1.659154214361117985e+00, 1.637761381357749624e+00, 1.468376647106850008e+00, 1.620190572662214779e+00, 1.266398357429432187e+00, 1.581468475711470090e+00, 1.420189056680075002e+00, 1.513905979808726876e+00, 1.357627245613515221e+00, 1.435245450018195701e+00, 1.794085413664318507e+00, 1.523989974523704216e+00, 1.678819019943829316e+00, 1.619773517488449777e+00, 1.425285437380486631e+00
1.977000000000000000e+03, 1.474225336293220945e+00, 1.748365191824994280e+00, 1.719876223594138498e+00, 1.597144274715784462e+00, 1.776448942498181749e+00, 1.347966426733518741e+00, 1.706290549396149991e+00, 1.457833937800182333e+00, 1.499061419278138629e+00, 1.393724818312459757e+00, 1.443998693088183183e+00, 1.803067141802789708e+00, 1.537010864084631834e+00, 1.682929350300732319e+00, 1.659828191696798294e+00, 1.443400226395486152e+00
1.978000000000000000e+03, 1.465585612375627678e+00, 1.712478468262311759e+00, 1.707819700969887222e+00, 1.555079003492899403e+00, 1.731209284005190252e+00, 1.309107514640651004e+00, 1.671693689015868900e+00, 1.496936022014696110e+00, 1.484071635593475325e+00, 1.454231815373544068e+00, 1.365997403416723044e+00, 1.950531598818989742e+00, 1.630574574989416492e+00, 1.739787494884478258e+00, 1.600639990099718579e+00, 1.418619953838292647e+00
1.979000000000000000e+03, 1.435419686054167032e+00, 1.733528535003784343e+00, 1.683572928773086508e+00, 1.611995198937236751e+00, 1.700764041268130411e+00, 1.340137283145407698e+00, 1.701655366153654647e+00, 1.451138954789355617e+00, 1.426210883582145206e+00, 1.446535257864214774e+00, 1.401592275978673197e+00, 1.872249854056978080e+00, 1.668696066881364848e+00, 1.767477648656184730e+00, 1.592380267298533880e+00, 1.390675547867771256e+00
1.980000000000000000e+03, 1.431374951527680794e+00, 1.696289817910789255e+00, 1.635167659045085431e+00, 1.540822578942553145e+00, 1.720115231536861744e+00, 1.301372353975259299e+00, 1.663784077600399369e+00, 1.433448848940182652e+00, 1.443215092323002047e+00, 1.411364532094921520e+00, 1.408636829243697486e+00, 1.835834090883235348e+00, 1.604814346838825401e+00, 1.647967326765088725e+00, 1.595612165360200674e+00, 1.466980092670357116e+00
1.981000000000000000e+03, 1.459140812380026464e+00, 1.651238816987167013e+00, 1.647598470291667061e+00, 1.588037930014194243e+00, 1.691593995136365658e+00, 1.363554501028753085e+00, 1.656526061917428461e+00, 1.487211308705371104e+00, 1.525947862395317545e+00, 1.478755403488743347e+00, 1.361341691759296202e+00, 1.845211792192249289e+00, 1.667862498948996075e+00, 1.655564755169483648e+00, 1.632553954090846693e+00, 1.428385647687154147e+00
1.982000000000000000e+03, 1.393237571086017201e+00, 1.645896890085936315e+00, 1.622049816551870194e+00, 1.603861888197201102e+00, 1.725867143574909113e+00, 1.298536413800827960e+00, 1.671805960659545010e+00, 1.449485848353227802e+00, 1.462659120321908146e+00, 1.387188258979105138e+00, 1.379017489227075455e+00, 1.850492433520601665e+00, 1.648190773393431341e+00, 1.711748452870004433e+00, 1.652949010402720686e+00, 1.439901631399278736e+00
1.983000000000000000e+03, 1.435324652340351337e+00, 1.637263791197758556e+00, 1.571850024702796667e+00, 1.615461881652525244e+00, 1.702243307080142598e+00, 1.327305358393313206e+00, 1.503197958596180772e+00, 1.439351329933160395e+00, 1.453054243017166680e+00, 1.427543565233255540e+00, 1.446594653349812631e+00, 1.819203802790685165e+00, 1.637904451693409813e+00, 1.691196839260286744e+00, 1.666150078800442413e+00, 1.427873634550246740e+00
1.984000000000000000e+03, 1.425055578585838090e+00, 1.734171822493727477e+00, 1.644614016826351000e+00, 1.537720859741950497e+00, 1.697061467100782650e+00, 1.293590016487225824e+00, 1.673430093351024661e+00, 1.465874108662099218e+00, 1.451239996507928565e+00, 1.461862859127337044e+00, 1.413667575553115396e+00, 1.840950130108410576e+00, 1.573545048574735095e+00, 1.704604408248251879e+00, 1.628705189503829809e+00, 1.420421538469265998e+00
1.985000000000000000e+03, 1.460172520910912208e+00, 1.732884049510827307e+00, 1.642349736662156667e+00, 1.591981123038063162e+00, 1.691995611025474355e+00, 1.412845808317028107e+00, 1.688754945659556528e+00, 1.464366490473993920e+00, 1.488598136171693564e+00, 1.475075101090447927e+00, 1.523711688107420859e+00, 1.922997719362635971e+00, 1.692547059804761389e+00, 1.735143475187480133e+00, 1.586147031032280497e+00, 1.397787172159055569e+00
1.986000000000000000e+03, 1.466036493320822309e+00, 1.723993652456213832e+00, 1.636435723194958891e+00, 1.561179596690377203e+00, 1.707205283657490025e+00, 1.364090558713402679e+00, 1.632840619682067285e+00, 1.466514047692436096e+00, 1.523131116030665089e+00, 1.498025882808270204e+00, 1.478519246723304814e+00, 1.823240894723576977e+00, 1.635218304728343064e+00, 1.692730013618662710e+00, 1.698292774854368359e+00, 1.456184422665991907e+00
1.987000000000000000e+03, 1.485171098587224625e+00, 1.675147315177555329e+00, 1.656183646288280853e+00, 1.598824563109560559e+00, 1.675034566163560612e+00, 1.365139773006587509e+00, 1.663516709458354947e+00, 1.532054375465580875e+00, 1.490196802257781172e+00, 1.423195451316656257e+00, 1.471277589597666635e+00, 1.825982053427766871e+00, 1.705377847947718628e+00, 1.702868610258488236e+00, 1.758325859202498842e+00, 1.427734112736936289e+00
1.988000000000000000e+03, 1.467787367508700314e+00, 1.756438970807448374e+00, 1.714753627603459396e+00, 1.603669962866923315e+00, 1.693906650683494108e+00, 1.393449265446409013e+00, 1.719549951215146866e+00, 1.487114082932295522e+00, 1.536943760885866705e+00, 1.480175776014096334e+00, 1.530342322269779620e+00, 1.883366223534436390e+00, 1.727153311594747054e+00, 1.728630772844781394e+00, 1.688062629997590935e+00, 1.472201915758379887e+00
1.989000000000000000e+03, 1.456883099462906506e+00, 1.752654423965021246e+00, 1.700002997786066450e+00, 1.526290681417698858e+00, 1.752765150253063009e+00, 1.376055315722483519e+00, 1.652882872060700947e+00, 1.591711550640764861e+00, 1.539720011667634392e+00, 1.436160479683815661e+00, 1.526626283492281688e+00, 1.872456184711274396e+00, 1.684288610515932483e+00, 1.801454515055367578e+00, 1.708928141137530776e+00, 1.422768789261699363e+00
1.990000000000000000e+03, 1.435205792765743560e+00, 1.735027971166046346e+00, 1.708649031546722652e+00, 1.615721389181368206e+00, 1.735479712104206484e+00, 1.393440773448229031e+00, 1.641247908672637923e+00, 1.527074103905312175e+00, 1.561089756403908568e+00, 1.505063813472621304e+00, 1.502147738428233126e+00, 1.905367845896267065e+00, 1.711208517272909901e+00, 1.702340184856595107e+00, 1.584819360250050435e+00, 1.451221512330704622e+00
1.991000000000000000e+03, 1.449726483670918720e+00, 1.738732853589540772e+00, 1.696726718675437118e+00, 1.622254838876515892e+00, 1.777329272007157623e+00, 1.354898849540132844e+00, 1.718593035195276730e+00, 1.405006426584996859e+00, 1.473328392373721263e+00, 1.445639570671571672e+00, 1.564861471111383073e+00, 1.905912511609611837e+00, 1.701061769385731060e+00, 1.782735683982646702e+00, 1.678775384759124245e+00, 1.437921981817028350e+00
1.992000000000000000e+03, 1.488145920269889011e+00, 1.720111705096774468e+00, 1.608378334753411520e+00, 1.589093240412496888e+00, 1.751070888841328443e+00, 1.396340868382617506e+00, 1.607114597759890184e+00, 1.487629811585144290e+00, 1.491557631957461050e+00, 1.490568142059949919e+00, 1.513145370698749881e+00, 1.837782554150505065e+00, 1.606784626035123509e+00, 1.707233672688265980e+00, 1.647353715570553989e+00, 1.459129458668002366e+00
1.993000000000000000e+03, 1.464791125406309735e+00, 1.719336496867362118e+00, 1.621380957873118422e+00, 1.577823055224136573e+00, 1.733848984553256534e+00, 1.329525378796633905e+00, 1.695787762402428900e+00, 1.503211790083406107e+00, 1.549386141704484743e+00, 1.453017011237738965e+00, 1.497459104562003152e+00, 1.849941623179554462e+00, 1.716561894252064180e+00, 1.743580007493583217e+00, 1.635059567635834377e+00, 1.414906363445495696e+00
1.994000000000000000e+03, 1.473438151340752844e+00, 1.690529936648424547e+00, 1.685255507740532899e+00, 1.603800146851308561e+00, 1.719514606551162395e+00, 1.353110538111312655e+00, 1.701210212851236747e+00, 1.450018297275080137e+00, 1.545316491901232325e+00, 1.438029590953616044e+00, 1.472304683124656899e+00, 1.872875028639254147e+00, 1.688431553968356091e+00, 1.841231214235781399e+00, 1.650239950736623440e+00, 1.466569426815365507e+00
1.995000000000000000e+03, 1.447255643572106898e+00, 1.751682021824642499e+00, 1.683365008340028446e+00, 1.613320343503160004e+00, 1.692873887467969185e+00, 1.412766997179629058e+00, 1.738653140016902743e+00, 1.498986743904800134e+00, 1.497922239368726816e+00, 1.455832032253511654e+00, 1.504363618149397119e+00, 1.892203926189016672e+00, 1.701690003836713982e+00, 1.802692637325885805e+00, 1.634219218107785476e+00, 1.385620944154757561e+00
1.996000000000000000e+03, 1.515638798151783151e+00, 1.742435951471384525e+00, 1.758991120109372863e+00, 1.627285107068466408e+00, 1.754494083844345242e+00, 1.420161008626719346e+00, 1.706247837813380963e+00, 1.479196892702880017e+00, 1.556902130153843489e+00, 1.503544020477717513e+00, 1.515234227574385084e+00, 1.873904002780461653e+00, 1.592250383142776560e+00, 1.727569676127801657e+00, 1.604556455059707343e+00, 1.462441107442235877e+00
1.997000000000000000e+03, 1.517312035159110950e+00, 1.767647197316886132e+00, 1.710891076436048763e+00, 1.679626671498813062e+00, 1.776980574190359263e+00, 1.378120309605369798e+00, 1.727991678892024430e+00, 1.510303132251260338e+00, 1.548873610663998424e+00, 1.434305198728303754e+00, 1.610693232878720238e+00, 1.909379967499106101e+00, 1.713142970481932981e+00, 1.721566093640445549e+00, 1.732677730797499205e+00, 1.506477140580890328e+00
1.998000000000000000e+03, 1.450296983902203740e+00, 1.737295514620631254e+00, 1.732644118528410493e+00, 1.560457973591937275e+00, 1.719173866871520184e+00, 1.372210967773075829e+00, 1.684935273851459137e+00, 1.584394407132200033e+00, 1.577978765327321398e+00, 1.518568638036950746e+00, 1.487512361192793842e+00, 1.952885815099567823e+00, 1.749301094732059747e+00, 1.712803391031742395e+00, 1.692337548181631623e+00, 1.493375267136238804e+00
1.999000000000000000e+03, 1.501971525701719656e+00, 1.779039382425819937e+00, 1.730021410043461660e+00, 1.589494894923304535e+00, 1.712700308716365472e+00, 1.378546723153371900e+00, 1.722398632193456569e+00, 1.515155725298584555e+00, 1.606762537674071512e+00, 1.570704351288211731e+00, 1.488629916960041433e+00, 1.913590172098666331e+00, 1.728065857158378016e+00, 1.790064197761787046e+00, 1.757238196546218711e+00, 1.453890372987815871e+00
2.000000000000000000e+03, 1.511146895063217643e+00, 1.661601381839957758e+00, 1.685476801331184715e+00, 1.636528957293355013e+00, 1.809041329513871421e+00, 1.403057759666752169e+00, 1.688697897117691138e+00, 1.611382363929026118e+00, 1.526847587823168650e+00, 1.546888512562273110e+00, 1.643980686466514518e+00, 1.930419169833768045e+00, 1.754670453332908497e+00, 1.823934527959002461e+00, 1.808680457104772987e+00, 1.423582747980345342e+00
2.001000000000000000e+03, 1.447567541350415654e+00, 1.773476640763227419e+00, 1.739100525303412192e+00, 1.677163924997132849e+00, 1.768034643914394133e+00, 1.360782512090247476e+00, 1.754736873820928134e+00, 1.530504274512207052e+00, 1.580673266387715659e+00, 1.559320739533847755e+00, 1.502204259292780009e+00, 1.939912048444309756e+00, 1.687958548538239345e+00, 1.738093321268632252e+00, 1.759002692010106061e+00, 1.489768925723607529e+00
2.002000000000000000e+03, 1.464938696163725629e+00, 1.709569309009337124e+00, 1.667993754979939958e+00, 1.686975662641033713e+00, 1.768931282184538656e+00, 1.421303843640782549e+00, 1.742270269768055213e+00, 1.527119157943128691e+00, 1.671095097945428432e+00, 1.573401243947894379e+00, 1.615493986958221662e+00, 1.931506055221449358e+00, 1.760392269566171786e+00, 1.799772719579689539e+00, 1.703815295657332030e+00, 1.501555266570719471e+00
2.003000000000000000e+03, 1.505258946290506605e+00, 1.791358773657086401e+00, 1.772227152247968451e+00, 1.675466210634746433e+00, 1.806458503142880367e+00, 1.391540797056423973e+00, 1.715907814409502574e+00, 1.481853907147616445e+00, 1.610868885528254246e+00, 1.625419313456891501e+00, 1.636640305421212638e+00, 2.005303845730695755e+00, 1.675081636655379125e+00, 1.787373790828045150e+00, 1.682209720820630583e+00, 1.502002841037892278e+00
2.004000000000000000e+03, 1.454184585441308686e+00, 1.773134505802693717e+00, 1.692854596137521206e+00, 1.652654458997990794e+00, 1.741468199420125096e+00, 1.376858091594678868e+00, 1.729875661071457404e+00, 1.550698399429490726e+00, 1.588704931142095766e+00, 1.539601278925890160e+00, 1.575295162081467915e+00, 2.074486075902760351e+00, 1.765813157873808770e+00, 1.779679017134915719e+00, 1.670675787444421134e+00, 1.451789270143088340e+00
2.005000000000000000e+03, 1.514756271211371796e+00, 1.786790847637497848e+00, 1.731854328054695857e+00, 1.676863106107168155e+00, 1.722472409660099402e+00, 1.426999574291594408e+00, 1.756663902520960274e+00, 1.607047932297749337e+00, 1.572418242552496181e+00, 1.571035317974420087e+00, 1.614722556693072963e+00, 1.919815445155151901e+00, 1.727958644697721091e+00, 1.796111570199009577e+00, 1.727391973280272275e+00, 1.453452418186225614e+00
2.006000000000000000e+03, 1.533801480661041605e+00, 1.846727838519939935e+00, 1.735653003219382873e+00, 1.674845749433325315e+00, 1.726034384098717789e+00, 1.425415672477220008e+00, 1.707386415324847473e+00, 1.585065111362764734e+00, 1.597295861064578881e+00, 1.582577958049777633e+00, 1.582018741754747104e+00, 1.942116004605857205e+00, 1.682351730903145715e+00, 1.797500857803176588e+00, 1.762672189314013149e+00, 1.536660428744354823e+00
2.007000000000000000e+03, 1.500483324449002120e+00, 1.818094675643552982e+00, 1.743184391351687124e+00, 1.725051983220005081e+00, 1.727157535004307576e+00, 1.445982748377784066e+00, 1.799572772544204557e+00, 1.562017235433786677e+00, 1.638359471184593685e+00, 1.531678334229400917e+00, 1.692367427505569788e+00, 1.945584269884724549e+00, 1.831303623797067903e+00, 1.815112135740225563e+00, 1.788968282593450088e+00, 1.469178375000894432e+00
2.008000000000000000e+03, 1.544515456336841286e+00, 1.776929941916219891e+00, 1.749270399942078669e+00, 1.634740337579748681e+00, 1.819633678734377868e+00, 1.425768904210485077e+00, 1.779335470244865602e+00, 1.572053996703778767e+00, 1.565586333978167266e+00, 1.495779516965181744e+00, 1.551952053563921075e+00, 1.974381850131141647e+00, 1.746027564091726436e+00, 1.760983999513306975e+00, 1.761407566936770808e+00, 1.470708052268151489e+00
2.009000000000000000e+03, 1.561851161331309967e+00, 1.791834351946177240e+00, 1.698716411616443711e+00, 1.706424783476047979e+00, 1.787628938537788814e+00, 1.439088983068466776e+00, 1.730646290237482843e+00, 1.523192672582268647e+00, 1.668039241819474272e+00, 1.569040880278002037e+00, 1.604282189577154405e+00, 1.960013404361049094e+00, 1.739434107777844796e+00, 1.844053953544924296e+00, 1.693897506902821259e+00, 1.515659477783165343e+00
2.010000000000000000e+03, 1.569273775530258375e+00, 1.858950402558730897e+00, 1.739563768514770237e+00, 1.640432254044314142e+00, 1.757152069290000007e+00, 1.474294559875276800e+00, 1.697496158416297529e+00, 1.567579285990358118e+00, 1.623494647614813768e+00, 1.523406098561392197e+00, 1.609337471748803372e+00, 1.905720868178942373e+00, 1.709945134502807607e+00, 1.850518586464989124e+00, 1.724123632110714066e+00, 1.521303348206770156e+00
2.011000000000000000e+03, 1.524333366186467531e+00, 1.773777522214055491e+00, 1.733768363353264341e+00, 1.694036900492430275e+00, 1.739909366919987210e+00, 1.397826887336648394e+00, 1.719438442438780745e+00, 1.563676069831795967e+00, 1.599176862760741447e+00, 1.611748525620944728e+00, 1.615292713184108164e+00, 1.962026490265379675e+00, 1.777812284230710249e+00, 1.726744708011408891e+00, 1.751509863033369641e+00, 1.511270900448272947e+00
2.012000000000000000e+03, 1.561553687236197030e+00, 1.851123029742046233e+00, 1.774865176570006087e+00, 1.678453178280185254e+00, 1.713188845381439007e+00, 1.402253255166904244e+00, 1.774386919338533319e+00, 1.552916923782546199e+00, 1.588895411727611506e+00, 1.591936009050913370e+00, 1.609849401136978830e+00, 2.009890942313136808e+00, 1.757142478539752695e+00, 1.714895086322437256e+00, 1.808459900559328259e+00, 1.516725705377798050e+00
2.013000000000000000e+03, 1.553356682687456525e+00, 1.841558367059339840e+00, 1.650502786842772851e+00, 1.625399224483379257e+00, 1.855682920521589674e+00, 1.451871353388022312e+00, 1.710662672179578125e+00, 1.690527571443554145e+00, 1.552030653606868205e+00, 1.516404844320111245e+00, 1.632852132196695338e+00, 1.973342674168840460e+00, 1.792271310908509552e+00, 1.788015737381406955e+00, 1.845895336616962590e+00, 1.490114446849891694e+00
2.014000000000000000e+03, 1.553664337185586275e+00, 1.855095489600902869e+00, 1.766077667052740940e+00, 1.714030445908400369e+00, 1.726572787901808903e+00, 1.417713069859980690e+00, 1.704198372399708505e+00, 1.619272968256481926e+00, 1.618204855473575510e+00, 1.623036951577571996e+00, 1.518890941626873659e+00, 1.925689322592953001e+00, 1.756365136627397128e+00, 1.778247893508011268e+00, 1.685466053442563172e+00, 1.498594731194219154e+00
