year, ACCESS-ESM1-5, CNRM-ESM2-1, IPSL-CM6A-LR, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL
1.956000000000000000e+03, 3.297290398250702914e-01, 6.325717355429528489e-03, 7.639725390827335760e-02, 1.274908229698330179e-03, 5.779014746890911436e-01, 2.374144581560891087e-01, 5.993501330428625540e-01, 3.777639812151277199e-01, 3.276015901838413830e-05
1.957000000000000000e+03, 3.325221138528089426e-01, 6.436361204354641534e-03, 7.749360892102795384e-02, 1.288744884404082174e-03, 5.889382322863147001e-01, 2.417579430649231531e-01, 6.072584698359921873e-01, 3.834001974704708826e-01, 3.528152407582198138e-05
1.958000000000000000e+03, 3.363357834303629113e-01, 6.458591944761717281e-03, 7.860239515516101449e-02, 1.309738700901627063e-03, 5.994036213238317368e-01, 2.456176065425903221e-01, 6.152342414184984731e-01, 3.884884620897142704e-01, 3.721193213500638202e-05
1.959000000000000000e+03, 3.393110360043814500e-01, 6.394260968523463387e-03, 7.991321992667634044e-02, 1.332318733156767371e-03, 6.092161634265587100e-01, 2.495773403860626072e-01, 6.231729838216967243e-01, 3.924227781745471266e-01, 3.947403277019740552e-05
1.960000000000000000e+03, 3.425880587390721099e-01, 6.220046185177023797e-03, 8.113849435691987411e-02, 1.358787985823375812e-03, 6.184973983614913129e-01, 2.479161542274339325e-01, 6.291845219100603570e-01, 3.951687865941376776e-01, 3.437550886784115694e-05
1.961000000000000000e+03, 3.432342540303212619e-01, 5.675327249181067249e-03, 8.245402019802540450e-02, 1.325814821262497707e-03, 6.246245681801101401e-01, 2.489718823716423335e-01, 6.349625623806430808e-01, 3.973880915396757474e-01, 2.663432451883785058e-05
1.962000000000000000e+03, 3.450335663337166792e-01, 5.157794063132945320e-03, 8.346654331335198740e-02, 1.292297182287569565e-03, 6.290151346420507217e-01, 2.509223393594183782e-01, 6.411698787502490005e-01, 3.992219689426445006e-01, 2.260762803614089358e-05
1.963000000000000000e+03, 3.468414210338225390e-01, 4.670702443762478687e-03, 8.506146821961579896e-02, 1.260113819909831206e-03, 6.334263583933131825e-01, 2.543504747277135492e-01, 6.484398613759300156e-01, 4.008072959398059076e-01, 2.005694033840784021e-05
1.964000000000000000e+03, 3.494025569332998571e-01, 4.211750961562532938e-03, 8.690884375952984131e-02, 1.231275401596751504e-03, 6.393047234970796744e-01, 2.589237014406117754e-01, 6.572168333874834900e-01, 4.030349479632658882e-01, 1.813805066682111925e-05
1.965000000000000000e+03, 3.520828114166823508e-01, 3.776853613090995661e-03, 8.759470148336809259e-02, 1.205341756033756397e-03, 6.470790539791128060e-01, 2.617308968027715066e-01, 6.652021721415165567e-01, 4.061290182685018402e-01, 1.652125211137508412e-05
1.966000000000000000e+03, 3.545014733217979885e-01, 3.385678409704068019e-03, 8.822688531269334833e-02, 1.180579647581850734e-03, 6.534083319237772303e-01, 2.635867608366265769e-01, 6.723538906257451320e-01, 4.090966001559289134e-01, 1.509566884667104323e-05
1.967000000000000000e+03, 3.568597170413448927e-01, 3.037409297431469240e-03, 8.964721093452802936e-02, 1.156659374877499471e-03, 6.586705812332009913e-01, 2.663958879932341595e-01, 6.800226436977691025e-01, 4.114769327579656522e-01, 1.383392411534319248e-05
1.968000000000000000e+03, 3.595696033673962955e-01, 2.733797059409627007e-03, 9.063162858190094984e-02, 1.134986462196146311e-03, 6.650745860954087041e-01, 2.685425550929059768e-01, 6.874632638882388624e-01, 4.140135181538777132e-01, 1.270545243198452722e-05
1.969000000000000000e+03, 3.649687029635107494e-01, 2.474198450872341568e-03, 9.162790598599898639e-02, 1.114317041419205824e-03, 6.702073129780682370e-01, 2.698276705160703171e-01, 6.941747268365870971e-01, 4.166720147040455235e-01, 1.169396433491172994e-05
1.970000000000000000e+03, 3.668602511508513020e-01, 2.289530765945135566e-03, 9.287993646624206900e-02, 1.094042942230612474e-03, 6.747454375590012932e-01, 2.715646871417225494e-01, 7.010376325083815807e-01, 4.191714498811364153e-01, 1.082310751467917613e-05
1.971000000000000000e+03, 3.690690178782966013e-01, 2.103451100180099998e-03, 9.418731737796517955e-02, 1.074255794576996952e-03, 6.795505557647553152e-01, 2.739258141097649646e-01, 7.084095478580825223e-01, 4.218755034954227989e-01, 1.004188224373043421e-05
1.972000000000000000e+03, 3.721998815981562569e-01, 1.932117231722835270e-03, 9.542106708465168674e-02, 1.053603503108473246e-03, 6.842528598194465017e-01, 2.756141592615338753e-01, 7.157807316493691729e-01, 4.244023177029733196e-01, 9.321230526283684665e-06
1.973000000000000000e+03, 3.752849404000758726e-01, 1.775062644458568536e-03, 9.657345657869705058e-02, 1.034019087055785928e-03, 6.883811958509008511e-01, 2.797057419135739464e-01, 7.228943074496257948e-01, 4.264903341991996277e-01, 8.671162065687512097e-06
1.974000000000000000e+03, 3.784120414455673376e-01, 1.632747681656513501e-03, 9.756832006143459357e-02, 1.017196467011246457e-03, 6.937601909006813061e-01, 2.816623082382626042e-01, 7.301976801751434154e-01, 4.291267320097786886e-01, 8.091142625994076447e-06
1.975000000000000000e+03, 3.814718005080506291e-01, 1.505131811963817626e-03, 9.780115758717009000e-02, 1.000810627993097609e-03, 6.981820356058371368e-01, 2.823320173237914288e-01, 7.370681668826974953e-01, 4.320816216133050447e-01, 7.563437526529154447e-06
1.976000000000000000e+03, 3.846202405121955104e-01, 1.391268341040739894e-03, 9.907330282135821953e-02, 9.878740185143793963e-04, 7.012180680670948574e-01, 2.839654358365457654e-01, 7.434202202107428326e-01, 4.342034330982194601e-01, 7.092905247152539166e-06
1.977000000000000000e+03, 3.873850314717880439e-01, 1.290101314711120757e-03, 9.983530491401244877e-02, 9.758044654716656980e-04, 7.043501415248831776e-01, 2.850215927188474163e-01, 7.488033518161590907e-01, 4.359632662174987572e-01, 6.687948708472821448e-06
1.978000000000000000e+03, 3.899829276957536006e-01, 1.204282065628202621e-03, 1.005028377530910316e-01, 9.637215136157707479e-04, 7.062840054968665404e-01, 2.852673666128193175e-01, 7.539876326821666197e-01, 4.377914901376955270e-01, 6.290241083514383192e-06
1.979000000000000000e+03, 3.919724656982526145e-01, 1.137168396785356774e-03, 1.012229332151062533e-01, 9.516495936746367356e-04, 7.075642317462884634e-01, 2.853357907025658169e-01, 7.586767579663974415e-01, 4.392228429601053863e-01, 5.914057131519956549e-06
1.980000000000000000e+03, 3.937902626201134626e-01, 1.107840916193304943e-03, 1.019453007609163186e-01, 9.400405299871703122e-04, 7.090395319966429355e-01, 2.854012856274005805e-01, 7.632873320042917742e-01, 4.405808245733757178e-01, 5.582019928983483558e-06
1.981000000000000000e+03, 3.957855426928313380e-01, 1.066156907016447154e-03, 1.025335432791777829e-01, 9.293618778775040567e-04, 7.108752212548932192e-01, 2.857938518412249662e-01, 7.675874304843930407e-01, 4.419584916586538070e-01, 5.294780274396944967e-06
1.982000000000000000e+03, 3.982434812635502475e-01, 1.028436115065192160e-03, 1.024133835421791316e-01, 9.208604375490419365e-04, 7.132648213729854136e-01, 2.846079064775767775e-01, 7.715258537781046755e-01, 4.432450741442247599e-01, 5.031072730691626927e-06
1.983000000000000000e+03, 4.003551792414560273e-01, 9.906926920467730175e-04, 1.031093242497870127e-01, 9.094658598883573848e-04, 7.138258883318427950e-01, 2.861155031670541971e-01, 7.758398033508154823e-01, 4.438439121770745288e-01, 4.785428976280053691e-06
1.984000000000000000e+03, 4.024068935227702037e-01, 9.530080220710937392e-04, 1.041725312711747758e-01, 8.997869016523184216e-04, 7.163774291322505539e-01, 2.898260615456503264e-01, 7.812283221512118514e-01, 4.446146998854781929e-01, 4.554454620318496564e-06
1.985000000000000000e+03, 4.047305256760794223e-01, 9.160499949316994704e-04, 1.046842329095129392e-01, 8.926672354908206201e-04, 7.208296627790975464e-01, 2.926250387050432500e-01, 7.868781940038924727e-01, 4.468890019926469170e-01, 4.374055674315608828e-06
1.986000000000000000e+03, 4.069631904487939766e-01, 8.789190958136661701e-04, 1.058986184302814215e-01, 8.855651093715283771e-04, 7.251578080617629984e-01, 2.970821987990585056e-01, 7.927876316160418213e-01, 4.496799460532890924e-01, 4.225056870822721445e-06
1.987000000000000000e+03, 4.093517312270907871e-01, 8.423429497294911703e-04, 1.072877241589876574e-01, 8.799514005811110524e-04, 7.303290851447516996e-01, 3.030960016097283272e-01, 7.997165068999926296e-01, 4.526325340444042888e-01, 4.069591407931321860e-06
1.988000000000000000e+03, 4.121842923792659596e-01, 8.063696201625794157e-04, 1.084438818783471647e-01, 8.771413519764359630e-04, 7.366793845302528343e-01, 3.072341788211165881e-01, 8.068550797621472093e-01, 4.564533128644619464e-01, 3.933267185425697551e-06
1.989000000000000000e+03, 4.150224420591095420e-01, 7.705633148396900597e-04, 1.093097738432176613e-01, 8.743603218172807476e-04, 7.425138172557483873e-01, 3.110458740891927643e-01, 8.135570692841080920e-01, 4.606459861866107897e-01, 3.832732943487284844e-06
1.990000000000000000e+03, 4.178281398321199713e-01, 7.330198683132687363e-04, 1.095135703743302102e-01, 8.723535460236117155e-04, 7.476814549366314067e-01, 3.123177646317113476e-01, 8.194922695329909246e-01, 4.644702322311441978e-01, 3.592992838520693400e-06
1.991000000000000000e+03, 4.214541647329499985e-01, 8.680171830524226195e-04, 1.091648269962127576e-01, 8.836163716153340366e-04, 7.510399669634054698e-01, 3.106065944132232470e-01, 8.232164215234873961e-01, 4.672616460383773318e-01, 3.296064147749562057e-06
1.992000000000000000e+03, 4.241836026355244593e-01, 9.896339736214635786e-04, 1.065613548322882354e-01, 8.915749668367675598e-04, 7.504163536695483971e-01, 2.997014620682708630e-01, 8.217659637267042960e-01, 4.680931767022383783e-01, 3.064714148558668346e-06
1.993000000000000000e+03, 4.236241239206120501e-01, 1.097896699421057644e-03, 1.039238758370580051e-01, 8.905030516455879341e-04, 7.406441060306147017e-01, 2.872260097155907577e-01, 8.154974849697375072e-01, 4.653484688299213690e-01, 2.867966655003414562e-06
1.994000000000000000e+03, 4.216727267728226369e-01, 1.194087681153162663e-03, 1.001872784353333296e-01, 8.864596055558088706e-04, 7.269462795438875746e-01, 2.716941189585108662e-01, 8.059925480199440218e-01, 4.591916722762056091e-01, 2.704359148600707227e-06
1.995000000000000000e+03, 4.183522890890926660e-01, 1.277841181022846932e-03, 9.958441254277113075e-02, 8.802674767044994493e-04, 7.091914033792099392e-01, 2.635418336710556586e-01, 7.970666927495559939e-01, 4.508751032484135668e-01, 2.553666097021422680e-06
1.996000000000000000e+03, 4.158976306864069494e-01, 1.349677022374052345e-03, 9.719777653255565197e-02, 8.754836979122859394e-04, 6.963563697718021528e-01, 2.558779451483356726e-01, 7.894408747000474236e-01, 4.430074242218193237e-01, 2.418752886607834248e-06
1.997000000000000000e+03, 4.135900245011364107e-01, 1.410860117469952494e-03, 9.752177429195443836e-02, 8.707952554395118278e-04, 6.841336934467053821e-01, 2.555728476971785290e-01, 7.843900808113299927e-01, 4.366667311828704712e-01, 2.296040274939350538e-06
1.998000000000000000e+03, 4.126333345359122218e-01, 1.462297586888599123e-03, 9.522745024935484748e-02, 8.689949493185376199e-04, 6.790915755085354943e-01, 2.512839711262867537e-01, 7.801653229545705281e-01, 4.324472697789074060e-01, 2.167804580366891805e-06
1.999000000000000000e+03, 4.111467670995688217e-01, 1.512506290667826447e-03, 9.492107338679575679e-02, 8.665090277434663859e-04, 6.721204303834753535e-01, 2.530880642858769347e-01, 7.771214518700199081e-01, 4.296159088878642729e-01, 2.061782968840389612e-06
2.000000000000000000e+03, 4.107064516393792442e-01, 1.550237469841790356e-03, 9.539725737520161897e-02, 8.672935810105550890e-04, 6.700435485470376262e-01, 2.572677688846785604e-01, 7.767990064475976952e-01, 4.276705251342357017e-01, 1.994317718715556295e-06
2.001000000000000000e+03, 4.096308632429108698e-01, 1.388730574395051617e-03, 9.474767966521069340e-02, 8.520897753975109493e-04, 6.705952336434549688e-01, 2.597971147139526704e-01, 7.769231929710063156e-01, 4.279047283529187062e-01, 1.877914391486204382e-06
2.002000000000000000e+03, 4.090058488573095064e-01, 1.266484565071552279e-03, 9.472264270540729780e-02, 8.408479657661309479e-04, 6.707697048892152791e-01, 2.639927417668374576e-01, 7.776306977793263631e-01, 4.286941490724445747e-01, 1.756915317812700629e-06
2.003000000000000000e+03, 4.093869920553706021e-01, 1.263343777670472177e-03, 9.404510765632216607e-02, 8.384560321507923469e-04, 6.727346730652052909e-01, 2.663433271955436554e-01, 7.784963871648862277e-01, 4.296051015897484060e-01, 1.672717344511237654e-06
2.004000000000000000e+03, 4.092263194088731626e-01, 1.131796998431088257e-03, 9.483603359649162012e-02, 8.260705503780061201e-04, 6.739697055370913459e-01, 2.865777615035908221e-01, 7.833439544621635386e-01, 4.313966721847810049e-01, 7.220764487904645246e-05
2.005000000000000000e+03, 4.412422986383129908e-01, 3.356224512496515378e-03, 9.476796750905221167e-02, 1.054720157453410863e-03, 6.832116956937420715e-01, 2.821165994118485232e-01, 7.856622173671290454e-01, 4.338324941792546796e-01, 1.267016032336261422e-04
2.006000000000000000e+03, 4.367347206408889182e-01, 3.055287660559923013e-03, 9.385302000743885042e-02, 1.034404481121660576e-03, 6.848002941800683807e-01, 2.818727405559628418e-01, 7.858478073421202303e-01, 4.360506465981234814e-01, 4.946170527252585915e-05
2.007000000000000000e+03, 4.346501424812457826e-01, 2.760759558077262137e-03, 9.424941559537931834e-02, 1.014066449683923661e-03, 6.854343673489909916e-01, 2.829796134905202543e-01, 7.871797573116980917e-01, 4.373998902093249597e-01, 2.126506032059273922e-05
2.008000000000000000e+03, 4.340424626894593962e-01, 2.488316302594636813e-03, 9.110638036146398444e-02, 9.958039481738352027e-04, 6.872199605906282871e-01, 2.748816047326934076e-01, 7.856978102380377527e-01, 4.384286457583655983e-01, 1.080826316089411836e-05
2.009000000000000000e+03, 4.319696950669372204e-01, 2.230693799146411544e-03, 8.922645876747521687e-02, 9.706646904861169481e-04, 6.815601182426148652e-01, 2.690291806433721677e-01, 7.817103072633274641e-01, 4.377137029458098572e-01, 6.835419567728261309e-06
2.010000000000000000e+03, 4.459555720941564827e-01, 5.305654677537804433e-03, 8.997231651021571353e-02, 1.245513021635396992e-03, 6.773772374480676595e-01, 2.713707422666849500e-01, 7.805840033114045395e-01, 4.339398204913602619e-01, 5.724642921065654744e-06
2.011000000000000000e+03, 4.443510651389162569e-01, 9.183661958400750336e-03, 9.052304389593392175e-02, 1.100642975783040723e-03, 6.765564978284400732e-01, 2.766668048619121412e-01, 7.822471410815452497e-01, 4.315400317506969952e-01, 5.824241983529266426e-06
2.012000000000000000e+03, 4.450787610357386792e-01, 8.450955668720287056e-03, 9.098597770038427401e-02, 1.084536792901301784e-03, 6.783873380363305561e-01, 2.786060771270155723e-01, 7.838536256761137189e-01, 4.323244788343568179e-01, 5.407575410432287565e-06
2.013000000000000000e+03, 4.474948225496627741e-01, 7.767170029008864211e-03, 9.150831762201423747e-02, 1.075254101863421874e-03, 6.807718453974129780e-01, 2.812988123857017020e-01, 7.858122379984652239e-01, 4.338416651453280148e-01, 4.680824815338550657e-06
2.014000000000000000e+03, 4.472571396742330285e-01, 6.791587330091226025e-03, 9.250485297123370310e-02, 1.060397095587592344e-03, 6.833727201632334713e-01, 2.861503559024632937e-01, 7.889025424346929327e-01, 4.354942019569221223e-01, 4.273709668078698015e-06
