year, INM-CM4-8, CESM2-WACCM, IPSL-CM6A-LR, CanESM5, TaiESM1, ACCESS-ESM1-5, MPI-ESM1-2-LR, CMCC-CM2-SR5, EC-Earth3-Veg, NorESM2-LM, NorESM2-MM, UKESM1-0-LL, MIROC-ES2L, CNRM-ESM2-1, INM-CM5-0, GFDL-ESM4
1.865000000000000000e+03, -5.620227799432796906e-02, 1.639718273553134043e-02, -2.531125077634665405e-02, -3.436406842891791269e-02, -6.885234213828324464e-03, 3.635414827401204502e-02, -2.126302066562315782e-02, -1.336747241808602105e-01, -1.713703861868298151e-01, 7.741661280512321386e-02, -1.668294288463990221e-02, -3.523719362020103635e-02, 2.190752493690182323e-01, -6.352003737978945130e-02, 3.526117328147111429e-01, 1.436966559861593828e-01
1.866000000000000000e+03, 1.823922265268718146e-01, 7.375984251639991496e-02, 3.890613265839906743e-02, 8.549036255838686482e-02, -2.704041274473790069e-04, 6.515440257480363540e-02, 8.084902840536077953e-03, -1.869633904409649106e-01, 1.186230155645720541e-01, -3.073856080414513053e-02, 1.305507082810055952e-01, -4.371515056373764113e-02, 2.793961699921166525e-02, 1.280991308290095887e-01, 2.806822256900215473e-01, 1.374533420965819153e-01
1.867000000000000000e+03, 2.519388338596635912e-01, -3.305343856789499379e-01, 2.650548699564432564e-02, -8.609764004673073345e-03, 6.836523974691575446e-03, 1.293859229517822229e-01, -2.127884257366846957e-02, -1.604030383901513812e-01, -9.280580051585482493e-02, -9.888842878286591143e-02, 1.006491563004416473e-01, 1.794839685564745824e-01, 2.234867212930829409e-03, -7.167753921980245246e-02, 2.345257113904166413e-01, 7.832663521652685756e-02
1.868000000000000000e+03, 3.103214319792318987e-01, 1.368750180103197808e-02, -1.377213383141517519e-02, 1.611885483705185473e-01, 2.762086532335629799e-02, 1.470314100409945701e-01, -1.653040169024267980e-01, -1.961534528878752445e-02, -2.810099639111985140e-02, 2.994234033911090040e-02, 1.972164808827983062e-01, -8.032174484069509734e-02, 1.142553201695932358e-01, -3.523307316083863772e-02, 3.791916805895807485e-01, -1.508512737332741716e-01
1.869000000000000000e+03, 1.906066169218026962e-01, -2.815529220042016223e-01, -7.430815331637684318e-02, 8.367556296375802671e-02, 6.312222376657630578e-03, 3.900266203634727286e-02, -9.566349753272600231e-02, -1.850750036596139070e-01, -2.751905313247656193e-01, -1.947198281140876536e-02, 1.680188963237218280e-01, -9.820685556595150356e-02, 9.175483607583782841e-02, -2.812688737736400435e-02, 3.675396013828529651e-01, 2.174303264420543447e-02
1.870000000000000000e+03, 2.231455299516904855e-01, 3.629950629310490506e-01, -7.859761872177020714e-02, 1.100503873907990593e-01, -7.129013069881382815e-03, 3.456919647592509443e-02, 2.207047399597280579e-01, 2.843745693328097318e-02, -1.840974186882083641e-01, -2.923284771077579863e-02, -4.385823263599869515e-02, 3.423949793669146813e-02, 5.624316143975140875e-02, 1.281697728914356627e-01, 1.577816383634164099e-01, -2.223393993235926389e-02
1.871000000000000000e+03, 1.688147691094976366e-01, -1.155086713713937736e-02, -6.554388597268410999e-02, -2.522087666145325299e-02, 8.881948086348998017e-03, 8.829179009470815298e-02, 2.362457380238179583e-02, 6.699084160299939583e-02, -2.982432091815263031e-01, -8.463972604947780920e-02, 9.712079166335131630e-02, -6.021843083002226954e-02, -5.335475710564216087e-03, 1.981009989029633156e-01, 2.325562680567903606e-01, 1.101020367986475373e-01
1.872000000000000000e+03, 1.073548320684460378e-01, -6.171907250768616376e-02, -7.919790957633045247e-02, -4.999737145364542557e-02, -2.452970698616195253e-02, 1.151639697652187960e-01, 1.198451059562904708e-01, -1.031366333737003121e-01, -2.133527183162318430e-01, -9.298367917328290155e-02, 1.648029975526161053e-02, 1.095832980044003369e-01, 1.053539525467916682e-01, 3.755780500953032064e-02, 2.883336057489090387e-01, -2.343363733431228224e-01
1.873000000000000000e+03, 1.423782724693800072e-01, 5.616787823216480915e-03, -6.779563740531649452e-02, 1.946610399094015065e-01, -7.199029523389427476e-02, 1.085995821174436382e-01, -1.758702202947622778e-02, 2.717789569087215168e-02, 3.279657691107597528e-01, -6.922375858381954461e-02, -5.270056125382439199e-02, 1.068726262625924461e-01, -1.128247960890961105e-01, 1.152982558974968846e-01, 3.157843536790976846e-01, -6.820976063694540736e-02
1.874000000000000000e+03, 2.228708796916805124e-01, -1.142437136558894714e-02, -7.167591275294216309e-03, 3.919482174244834360e-02, 2.734864569133879653e-02, 1.121067198932964026e-01, -1.969624033169598554e-01, -2.612256315944534446e-01, 1.736781864135150955e-01, -1.237413932837819891e-01, 1.916482644645393224e-02, 2.358693717884367824e-02, -2.047516641283067262e-01, -7.188211876034478198e-02, 1.699572170501636725e-01, -2.273643816369294579e-01
1.875000000000000000e+03, 3.422538888603754437e-02, -1.524880239642441015e-01, 2.154737887822910647e-02, 1.076423502669867360e-01, 5.591913678011377516e-03, 7.614489994917658655e-02, -1.485352150881971423e-01, 3.941705265334916747e-02, 1.072984196904806231e-01, 1.064843898070004513e-01, 5.268998010624941636e-02, -1.020031955102803922e-01, 1.372507228351163011e-01, -4.585073419772386916e-02, 2.940908064024544410e-01, -1.278541060174510358e-01
1.876000000000000000e+03, 1.704364843365619997e-01, -1.410715859758593649e-01, 3.907041343792151677e-02, 2.056749609457502181e-01, 2.682291123305195757e-03, 4.252403702643062222e-02, 7.883122657671198796e-02, -2.109461905873634968e-01, -1.269977489327988596e-01, -9.786899709828399130e-02, -1.163019927322124919e-01, -2.388493876962314438e-02, -1.068150862307728176e-02, 3.848830157027707810e-03, 2.028510997296491813e-01, -2.153048342045441599e-01
1.877000000000000000e+03, 1.108476414802984922e-01, -1.666015514147984600e-01, 1.173544026184028706e-02, 3.199196243033682330e-01, -3.606439757364164611e-02, 7.191288840990107956e-02, 2.816509081516565399e-02, -6.346506376383447001e-02, -1.904070256916605974e-01, 1.149863778831525796e-01, -1.776098014020358329e-01, -3.505192860023739060e-02, -1.029204532555721627e-02, 1.330779410674235441e-01, 3.479335465210118827e-01, 2.996770692223154828e-02
1.878000000000000000e+03, 2.831859989363575969e-01, 8.257856440653207897e-02, 1.929657609586466968e-02, -2.131568972229922962e-02, 3.124995083980342328e-02, 8.116862972679050880e-02, 1.609328227774208808e-01, -7.902629324640847441e-02, -5.430663141144380646e-01, 6.025700046430079726e-02, 9.603115785527568948e-02, 1.696337650922508655e-01, 1.968191806082579265e-01, 1.110957141623731548e-01, 1.261288969207880473e-01, -4.710737967665480641e-02
1.879000000000000000e+03, 3.016429119736911413e-01, -2.116758463548535155e-02, 1.923083768008955474e-02, 1.613692329539332115e-01, -1.886020063079509729e-02, 8.994082915232449321e-03, 5.415498269261744685e-02, -1.824883008346367963e-01, -1.427317979309068174e-01, -2.485347249880799358e-01, 1.285324959203158410e-02, 4.398235617307188483e-01, 1.025054718339569737e-01, -6.490564664263630268e-02, 1.543242943754218888e-01, 1.038180056133626988e-01
1.880000000000000000e+03, 1.186616046098891986e-01, -1.755471079535720902e-01, -2.782139869793412781e-02, 5.622590891620715681e-02, -3.613409046597170632e-02, 1.057064857277236099e-02, 3.148910239184100623e-01, -1.134321536021525995e-01, -3.684529172880340320e-01, -7.169720576531284084e-02, -1.461295372723772079e-01, -1.410153321837930296e-01, -2.310835253611669138e-01, -9.462846005304377528e-02, 2.752061123004079235e-01, 1.586048388104357998e-02
1.881000000000000000e+03, 1.122235922836904848e-01, -1.395843375027811320e-02, -1.134377757481369320e-01, 4.343930466368049748e-02, 5.488907516072457499e-02, -2.742802736117319964e-02, -9.636730925536837744e-02, 1.243495509655318833e-02, -3.082213310577968102e-01, 9.247339979211319227e-02, -5.817819655545178326e-02, -1.832057823968789301e-01, 4.200963210009234228e-01, 1.775584558740362501e-02, 2.347905088273065100e-01, -2.200390402126600059e-02
1.882000000000000000e+03, 2.191104354126753584e-01, -1.629840509091948914e-02, 1.429494841981334037e-02, 1.132044026339735221e-01, -6.168746314341970981e-03, 8.063073367623165011e-02, -1.584767629666386513e-01, -1.351705709522318666e-01, -2.246799216372888097e-01, -8.866667049605822526e-02, 6.096542162166714712e-02, -1.691858771790062110e-01, 5.002933235657473776e-02, -7.240595905092621354e-02, 2.939257446660088480e-01, 1.233181048141312186e-01
1.883000000000000000e+03, 1.953782093805400688e-01, 7.257073187960404355e-03, -1.105225337033743926e-02, 6.417119953586800096e-02, -1.797185121450524305e-03, 3.451601319588268324e-02, -6.483532775052254504e-02, -1.734218942741352909e-01, -2.382581238203352048e-01, 2.843955201314193621e-03, 2.123361499454476040e-02, -2.317266344521598173e-02, 9.978786406859055033e-03, -5.504210471761147166e-02, 2.191093350528786066e-01, -1.084650814942970248e-02
1.884000000000000000e+03, 3.719158481338490363e-01, -1.088473483413377255e-02, -2.942486134596188421e-02, 6.619708126619024136e-02, 5.154142201683652169e-02, 6.283617889167257553e-02, 2.279446832853198879e-01, -1.742427808969305436e-01, -1.083950450244752506e-01, -2.394262506053415965e-02, -5.936191088954707699e-03, -1.345960797670218145e-01, 2.403054696000674340e-01, -1.099557649168099796e-02, 4.337410541826575705e-01, 1.283923060907115610e-01
1.885000000000000000e+03, 2.327058911826818399e-01, 1.628325801985466281e-01, -2.739159647069708270e-02, -2.904314185349854763e-02, -1.668969045745429675e-02, 8.194742365172361098e-02, -2.341621013826931386e-01, -3.288983330296778307e-02, 3.018612625399750837e-01, -6.672886617803634735e-02, 7.562329682279575471e-02, 4.432524402075709719e-02, -1.958348913432176111e-02, -6.247498338975199239e-02, 3.219222010827822444e-01, -9.520770467709999130e-02
1.886000000000000000e+03, 1.504229990824941521e-01, -2.230752971980367871e-01, -7.191987528867542501e-02, -2.624674568065687996e-02, 3.328782368082513349e-02, 8.475505277759255718e-02, -2.304061902367424974e-01, 7.046333850294512861e-03, 2.311253786645397212e-01, -7.757353426740634661e-02, 9.246163878043608952e-02, -9.704007029573210805e-03, 1.186243438619869750e-01, -2.428373008021708461e-03, 3.630244762963344418e-01, 6.350525051636188257e-04
1.887000000000000000e+03, 1.033788623065796108e-01, -1.563046794616314294e-02, -5.027736598211958452e-02, 2.394246342450171913e-02, -2.633278605866619382e-02, 4.428082996108034797e-02, 9.834306277399418317e-02, -9.521656668495818987e-02, -1.864651999613441136e-01, -1.689630813463934844e-01, 9.080616778111365306e-02, -1.421915496250041044e-01, -2.090993473813481107e-01, 8.810315848969886565e-02, 2.582348588256405120e-01, 9.257269496314286805e-02
1.888000000000000000e+03, 2.047831249373180118e-01, -4.383213621070078392e-02, -8.844593257892507249e-03, 1.864792382442127527e-01, -5.224194111482500895e-03, 1.340797116726135177e-02, 1.331882205331067978e-02, -2.087565992598871822e-01, -4.095203703760346703e-01, -2.062261288951654781e-01, 4.442849144643425813e-02, -1.304837317037686913e-02, 5.049790325342064928e-02, 1.391139144513461601e-01, 2.347616106388506207e-01, -1.436402793868639914e-02
1.889000000000000000e+03, 9.313031653375046515e-02, 9.625810276448092118e-02, -1.987055099337917824e-02, 2.732951420244624993e-02, -8.854707708334783045e-03, 4.177335119300984445e-02, 8.622194380501387034e-03, -1.050506711328828401e-03, -5.190739012792022766e-01, -2.725875814317020307e-01, 2.821676812997706008e-03, 8.364454734204145037e-02, -5.841038685507985578e-02, 1.364933758479424941e-01, 3.060518738996256816e-01, -1.314005325001439857e-02
1.890000000000000000e+03, 2.485026027397516102e-01, -1.760752829024327115e-01, 4.635582614541767371e-03, -4.711692618587110665e-02, -6.396120499639423862e-02, 8.236495305341869771e-03, 1.488958417863744110e-01, -1.518068506895012271e-01, -2.754908319034412578e-01, -5.088353523807727374e-02, -1.532934548123651708e-01, -2.041700173226989115e-02, -3.006415932095584109e-01, 1.085720578371339728e-01, 2.324862617670765685e-01, -1.596172633183475797e-01
1.891000000000000000e+03, 3.169620963362378974e-01, -6.041498602113974659e-02, -4.112731671785737481e-02, -1.242808824060337713e-01, -2.654163464065390290e-02, 4.583466426893678669e-02, -8.890802417824844595e-02, 4.562298444468079056e-02, -2.381300763382352380e-03, -3.123558643724316450e-02, -2.312170875460414499e-01, -1.110304651074111998e-01, -6.385368518855756570e-02, 1.576614597446040489e-01, 3.402499721665796506e-01, -2.260409595042236000e-02
1.892000000000000000e+03, 1.512548440962606655e-01, -1.674068831531106416e-01, 2.737693342525117715e-02, 3.972668335956126145e-02, -1.655910928159619322e-02, 6.158927230302167766e-02, -1.742871563914612509e-01, -1.845506567428370770e-01, 1.017770790665052105e-01, -1.973303465457529604e-01, -6.974341545617669669e-02, 4.229107241819697605e-02, 1.405502208694107691e-01, 8.410838195583333898e-02, 2.395798613747044947e-01, -1.247427665398286901e-02
1.893000000000000000e+03, 2.297539877316685519e-01, -2.317957837417693179e-01, 4.929968999954988107e-02, -1.370269927899798665e-02, 3.961133938653325914e-02, 4.075480066561340542e-02, 2.431165379874135613e-01, -4.436228953356092797e-01, -3.960516418173016910e-03, 8.433736913416603476e-02, -5.667283524648149273e-02, -1.592143956016642548e-01, 1.654041082398003126e-01, 2.397687869865178234e-01, 3.129035438805264357e-01, 1.392160816492186148e-01
1.894000000000000000e+03, 4.827196440197938782e-02, -5.843995008305157002e-02, 8.933196844973316161e-03, 3.751504151073515800e-03, 1.087179083262712273e-02, -2.285604161201186188e-03, 2.141566652930073644e-01, 7.633561193469327877e-02, -6.210665150868782680e-01, 1.553995323790068883e-01, -1.222391416609397569e-01, -1.441546988058431920e-02, -1.277002417941189849e-01, 1.196836312481192183e-01, 2.854478931920590989e-01, -8.864137704089689040e-02
1.895000000000000000e+03, 1.035021114019871041e-01, 8.601682978741498689e-03, 2.493789745008188896e-02, -5.901300821202500740e-02, -8.260941018900748445e-02, -8.460855862850903339e-03, -7.213686072786905379e-02, 4.536930449073833110e-02, -9.889104853266668382e-02, -6.497877774932772632e-02, -2.208048118874237631e-01, -6.921912029249760456e-02, 9.432469946577363984e-02, 8.066754269029716151e-02, 2.569392487934632485e-01, -4.027006551714293683e-03
1.896000000000000000e+03, 1.199670094094440476e-01, 1.221470534235698513e-01, 3.418430412092902937e-02, 1.120973165933570048e-01, 4.361937204827990439e-02, 1.629255202687484791e-02, -8.837712823949230023e-02, -1.036290500986203345e-01, 1.940360547487600396e-01, 1.156000119162514314e-02, 1.987195025376975108e-02, -6.935052908727164234e-02, -1.746397270509675026e-01, 1.115040357691720330e-01, 3.905572426705752886e-01, 4.786915459951824117e-03
1.897000000000000000e+03, 2.602960951106747522e-01, -4.008502078513505318e-02, 8.746345735942778060e-03, 1.311134109233266232e-01, -2.700902286545821956e-02, 6.282896323778985881e-03, 5.004144931571440774e-02, -4.952825417826834525e-02, 9.949121654059397968e-02, 9.109290618750837121e-02, 2.813766351977112778e-01, -7.207465987061467683e-02, 1.540482029768764152e-02, 3.319324171711290211e-02, 2.618798357380023867e-01, 8.337201578417893777e-02
1.898000000000000000e+03, 1.352134438233684177e-01, -1.518323718773390354e-02, -8.676140974610105361e-02, 1.879882435715357347e-01, -1.618775100131584349e-02, 6.606721919673487486e-02, 8.861529802908477138e-02, -1.028055598750627908e-01, 1.444719429141465838e-01, 2.045351328149465631e-01, 1.653826229469675668e-01, 5.279266044294864818e-02, -4.064236640513422399e-02, -5.196110233198941719e-02, 2.026106970883165270e-01, 1.028254528750056213e-01
1.899000000000000000e+03, 2.544483609884207187e-01, 5.638148774518775969e-02, 4.367866595755628967e-02, 1.675168845476260049e-01, -1.626504298260075462e-02, 3.670881676966462198e-02, 4.073945993450062836e-02, -7.472611098316808698e-02, 5.409486907678547063e-02, -9.767150890814638164e-02, 1.826197593849467615e-01, -1.119701651042226270e-01, -9.354168158287694268e-02, 5.627087852416404884e-02, 2.533176270938289898e-01, 1.901810304292387566e-01
1.900000000000000000e+03, 1.750195462502245614e-01, -1.200521141738396802e-01, -3.382807437111724075e-02, 7.711940500096151063e-02, -1.311974774105042173e-02, 5.262487274446827484e-02, -2.490743225492608737e-01, -1.586452932257739479e-01, 2.165456703114295445e-01, 3.304193109016320684e-02, -1.214327777212211301e-01, -1.328322073627341282e-01, -1.854005626018447039e-01, 1.271944700684879137e-01, 2.138686752695024840e-01, 5.153722809590190190e-02
1.901000000000000000e+03, 6.412805810814356522e-02, -1.658158075178551294e-01, -8.204932432507325291e-02, -7.395602299905593147e-02, -2.784092855053426838e-02, 2.645659989038394097e-02, -1.318900229715168071e-01, 1.069926099438273624e-02, 1.334736373230694384e-01, -1.276667032840794191e-01, -3.568553852741310206e-02, -4.335410095736887820e-02, 3.794051941926928490e-02, 1.279651818924280038e-01, 2.803530685393785804e-01, 2.021153236859825342e-01
1.902000000000000000e+03, 3.192076843976332512e-01, 4.730495989942744978e-02, -8.462631340771414878e-02, -2.919720079050405759e-01, -1.470999416246161241e-02, 3.737398957678784300e-02, 1.311866587427421016e-01, -9.883953413874062288e-02, -2.049223616546740623e-01, -1.623863353923603314e-01, 7.463695137575993011e-02, -5.559441297190784864e-02, -8.088942551943456571e-02, 2.514624847416162545e-01, 4.330925759941984254e-01, 1.674419323734859522e-01
1.903000000000000000e+03, 4.349670639384967119e-01, -1.595813610578755426e-01, -5.608994699309328286e-02, 6.919987205678462816e-02, -4.092852388005999847e-02, -5.660087545870036430e-02, 3.691317082767511248e-01, -4.989432550886286344e-01, 1.584691836639030016e-01, -2.905830919915223798e-01, -6.918774243442604721e-02, -9.989004111398208652e-02, 5.863522653604517909e-02, -2.982806424109338619e-02, 4.013669395905347659e-01, -2.626424211737650102e-02
1.904000000000000000e+03, 2.848558102660085911e-01, 1.014861654578631395e-01, -2.277358619277922158e-02, -3.222820087349835549e-02, -4.025884261405769660e-02, 1.859801061461847579e-02, 4.070496301751322377e-01, 1.528057321637008026e-01, 6.472120774012835032e-02, 7.441743840052617541e-03, 4.598303063655296424e-02, -3.649045053600605965e-02, -1.128727224448089067e-01, 8.405755952313592738e-02, 2.277708776841174676e-01, 6.706053618169223463e-02
1.905000000000000000e+03, 2.675349845180037822e-01, 7.297103110798283665e-02, -3.610516026192166911e-02, 9.008938917126860235e-02, -1.716153904068808828e-02, 3.990469707765743196e-02, 5.782409035371183226e-02, -1.074638885341626382e-02, 8.305509165747129718e-02, -2.696090934883097617e-02, 1.268467337721805865e-01, 7.031687922229497290e-02, 8.957221473813231291e-03, -3.802203004626057009e-02, 2.369440787092433331e-01, -5.026424217764766111e-03
1.906000000000000000e+03, 1.096635943045054518e-01, -1.135708318041362547e-01, -1.832546451156182032e-02, 3.407521057881445631e-02, -2.889672569137121533e-02, 1.543867813512404541e-01, -6.798458436040605291e-02, -1.416312945306420212e-01, -1.870195462454288249e-01, -2.352294978751388321e-01, 1.812833903073982345e-01, -5.539789310318734422e-02, -1.191950758227505736e-01, 1.535361633239432921e-01, 2.952953018920566053e-01, 2.159624768080096319e-02
1.907000000000000000e+03, 2.591132444965704718e-01, -1.057407090894825069e-01, -2.620903181400204701e-02, 7.984329096640921386e-02, 4.062533160136155147e-02, 1.245577890771957935e-01, 7.097584453622447775e-02, -1.736180764968371926e-01, -2.922099782267123524e-01, 1.734723266100214323e-01, -1.650290072321314652e-02, -3.428925582994443721e-02, 3.566173363933248797e-01, 1.419079524002357373e-01, 3.718075600474148312e-01, -1.767389665509309926e-01
1.908000000000000000e+03, 3.601583448441413315e-01, -3.300663029903717072e-01, -3.503103680586076157e-02, 2.432226857558916489e-01, -7.201483690837667817e-02, -2.996270305187441821e-03, -6.511014385720809150e-02, -4.291656432955196637e-02, -3.407655859156242806e-01, -1.227497268346551956e-01, -1.392383942491412230e-01, -8.254523517660186660e-02, 1.424234852794017681e-01, 2.904613760060776803e-02, 3.280405285744431576e-01, -2.343958002639518964e-02
1.909000000000000000e+03, 3.348973558987056176e-01, -4.561530264074213636e-02, 3.153324857936236347e-02, 1.447413594070975640e-01, -1.512197514165444616e-02, -1.499338647859672219e-02, -1.592957342041965291e-02, -1.929435436521368119e-01, -1.497612429807575751e-01, 9.484838705449745444e-02, -2.992313620088665749e-01, -8.763158700635839682e-02, -6.437981356623344309e-03, 7.800452976383295822e-02, 3.209099024488423213e-01, 9.406449806697550486e-02
1.910000000000000000e+03, 4.149730195355101348e-01, -1.157713975902438519e-01, 1.848243911160830921e-02, 3.976090633939517727e-02, -5.474582781817910471e-02, 2.412718469516339156e-02, -1.827121051432309129e-01, -5.950236232864539176e-02, -1.635415568003464187e-02, -9.274890285662916109e-03, -1.710331088599483240e-01, 5.821676653048504096e-02, -2.287140946018929866e-01, 1.487086299679793999e-01, 2.870484315152305177e-01, 4.708535538967580092e-02
1.911000000000000000e+03, 1.780356928127020122e-01, -1.212884739440582421e-01, 3.338430925001731331e-02, -8.237850701680582421e-02, -2.052533535177665860e-02, 7.400627164983818174e-02, 5.782272881037275186e-02, -5.111766339804982295e-02, -2.327409960550027301e-01, -1.585120828732648410e-02, 4.661714668898302161e-02, -2.285165210723343332e-01, 6.797758566126146929e-02, 9.083981413646419201e-02, 2.564353179763576018e-01, -2.138607250288085231e-03
