year, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, MIROC-ES2L, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg
2.001000000000000000e+03, 6.616683597917825921e+01, 1.016858189845435056e+01, 1.418507267945275263e+00, 6.316883572252240242e+01, 6.230569088567800229e+00, 7.845100362608243927e+01, 1.268326183179053857e+01, 6.045624832339061783e+01, 1.111887737603087700e+01, 8.228736838790295494e+00, 7.900680816093915482e+00, 9.263279323500880125e+00, 1.699981926850299274e+01
2.002000000000000000e+03, 6.624014266672007523e+01, 9.998971934092873326e+00, 1.456627472356172959e+00, 6.327674472725195898e+01, 6.510078978462857435e+00, 7.852352427037747873e+01, 1.281567560136643458e+01, 6.050528710416579514e+01, 1.108124857567850974e+01, 8.294553271683687612e+00, 7.882902148718200053e+00, 9.306624074221810261e+00, 1.720618853215688659e+01
2.003000000000000000e+03, 6.624404160803518948e+01, 9.968900850288195059e+00, 1.486994333894603004e+00, 6.341077519586672651e+01, 6.595733772172924780e+00, 7.856539095602587963e+01, 1.285854962369903021e+01, 6.052512277484245118e+01, 1.107970257113906065e+01, 8.260644204869677765e+00, 7.944293848382321777e+00, 9.300662366778329471e+00, 1.757071693619464980e+01
2.004000000000000000e+03, 6.637196122636905216e+01, 9.964387998174336403e+00, 1.432530152269778867e+00, 6.352708071348674679e+01, 6.640952228941841007e+00, 7.859632247904845315e+01, 1.292596381121671989e+01, 6.051292838184119205e+01, 1.113560635759781370e+01, 8.148625933635235796e+00, 7.934500686761581711e+00, 9.311884771211998313e+00, 1.756758544529275312e+01
2.005000000000000000e+03, 6.653998728681011698e+01, 1.001178712263892123e+01, 1.411564323113841946e+00, 6.341295981786344527e+01, 6.590487908975616094e+00, 7.869744678466300059e+01, 1.298669292056568025e+01, 6.047087262106352057e+01, 1.124322868420732746e+01, 8.101919615022554311e+00, 8.080546855846558074e+00, 9.380767357560380049e+00, 1.764680167708807801e+01
2.006000000000000000e+03, 6.670896965008786594e+01, 1.012019281106059587e+01, 1.428016404324379707e+00, 6.334095092849558739e+01, 6.458879020916941549e+00, 7.877493330297978957e+01, 1.306095025228653306e+01, 6.051723251590487962e+01, 1.122895314648696896e+01, 8.255804547357428191e+00, 8.354998542158385888e+00, 9.469733288389166503e+00, 1.772104406065665927e+01
2.007000000000000000e+03, 6.685021423737771329e+01, 1.021654254066440615e+01, 1.463332042812800493e+00, 6.353573548218210476e+01, 6.422435718661434478e+00, 7.890506610600178306e+01, 1.315054998816848197e+01, 6.058440385461064892e+01, 1.124629727065644502e+01, 8.330678356410999186e+00, 8.466358595920585373e+00, 9.546793357358938081e+00, 1.745280096863967856e+01
2.008000000000000000e+03, 6.702941329525653202e+01, 1.017604958407121885e+01, 1.456335879315332260e+00, 6.360433744981910564e+01, 6.574907900293591290e+00, 7.900112677554028551e+01, 1.322559061806072656e+01, 6.060624447033728757e+01, 1.130057031878673612e+01, 8.472547287123672888e+00, 8.528499506616991965e+00, 9.638402652367913603e+00, 1.697537567921217416e+01
2.009000000000000000e+03, 6.724144749904641571e+01, 1.030527428573071269e+01, 1.469899001159967966e+00, 6.363164943020871078e+01, 6.622940325255258109e+00, 7.899173226597810071e+01, 1.332593981920526538e+01, 6.070645464648079326e+01, 1.135807303203666052e+01, 8.500886256305635769e+00, 8.524022502240958588e+00, 9.690645219157019596e+00, 1.700422378760175590e+01
2.010000000000000000e+03, 6.741789000365109530e+01, 1.039165193467472648e+01, 1.447532846052151267e+00, 6.371357165962185576e+01, 6.657382903620785441e+00, 7.904949247598446505e+01, 1.343886290613240675e+01, 6.079859325526389568e+01, 1.132444649623698396e+01, 8.567577620860028276e+00, 8.430370374765109531e+00, 9.766992641600358738e+00, 1.726115730922165525e+01
2.011000000000000000e+03, 6.765548918450755878e+01, 1.028953516234780530e+01, 1.445740087223702064e+00, 6.382124014132828904e+01, 6.613050943303123930e+00, 7.914233476027391134e+01, 1.352340377755107070e+01, 6.088377623000405947e+01, 1.130245431475262308e+01, 8.666138033717043498e+00, 8.374072761316703861e+00, 9.818749153403604879e+00, 1.763746822311878049e+01
2.012000000000000000e+03, 6.763912131457820465e+01, 1.025925227773889326e+01, 1.453314568953125052e+00, 6.409159664007152912e+01, 6.737351261370193356e+00, 7.922656071044518455e+01, 1.360222455856857238e+01, 6.093633921515206708e+01, 1.124815876276798399e+01, 8.721508703928886774e+00, 8.337480731768792452e+00, 9.852802719551132071e+00, 1.725696725953406130e+01
2.013000000000000000e+03, 6.779903606600957744e+01, 1.033959668905559148e+01, 1.441279501630816196e+00, 6.421379161039114081e+01, 6.739067888076625046e+00, 7.926530685514936181e+01, 1.366508166106556565e+01, 6.105281930165191540e+01, 1.118401995813256455e+01, 8.593748564577774474e+00, 8.391550451830271484e+00, 9.902678133397609272e+00, 1.738240947621412502e+01
2.014000000000000000e+03, 6.796534193639314481e+01, 1.037202047001846417e+01, 1.472474197745285762e+00, 6.420965277311438513e+01, 6.720121135668868817e+00, 7.933518354938512118e+01, 1.375952404425535924e+01, 6.112086732613502704e+01, 1.109927654014201615e+01, 8.486032203461830292e+00, 8.586896710837548241e+00, 9.981042599702712792e+00, 1.819288789547730545e+01
