year, CNRM-ESM2-1, CMCC-CM2-SR5, TaiESM1, MIROC-ES2L, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg
1.860000000000000000e+03, 5.786300802332092985e+01, 9.500373482259098168e+00, 1.449560179831265616e+00, 6.015923515571945046e+01, 6.770751886605972381e+00, 7.391448797613175259e+01, 8.814180686309157409e+00, 5.856174455790968381e+01, 1.156694036656221058e+01, 8.369706216904670981e+00, 8.555890232010110452e+00, 7.143763173789779763e+00, 1.376623215564035974e+01
1.861000000000000000e+03, 5.778223515197249327e+01, 9.576679846845831179e+00, 1.435620555923980302e+00, 6.001142331099828198e+01, 6.645680024161814359e+00, 7.394981745931544026e+01, 8.811065608574585539e+00, 5.857681914512924948e+01, 1.162597613347551651e+01, 8.392250755683036800e+00, 8.585044730352743514e+00, 7.174052555494006000e+00, 1.385933809016865581e+01
1.862000000000000000e+03, 5.770427697800343481e+01, 9.677574226925854006e+00, 1.414993470556256794e+00, 5.986158176571014877e+01, 6.713544105033953713e+00, 7.400040601746337643e+01, 8.834183082811762233e+00, 5.864187207564788906e+01, 1.158308173600858559e+01, 8.339788405009946004e+00, 8.616461749155700289e+00, 7.180527234855144769e+00, 1.394182074236804070e+01
1.863000000000000000e+03, 5.763141655734519730e+01, 9.583423373577200977e+00, 1.438562405263723809e+00, 5.981600486152375140e+01, 6.678290464254378556e+00, 7.404632657753323599e+01, 8.829395094991385307e+00, 5.864418588982090341e+01, 1.156831336898185469e+01, 8.222488303013166799e+00, 8.591103348414323548e+00, 7.193740214667128541e+00, 1.418576027421646835e+01
1.864000000000000000e+03, 5.772230507691210022e+01, 9.548272850755923358e+00, 1.422767410738430938e+00, 5.982128791809738999e+01, 6.515054221889777786e+00, 7.401871958167885168e+01, 8.845987373572189227e+00, 5.860569506018462960e+01, 1.162854826204995007e+01, 8.086667686529011689e+00, 8.448062192881833354e+00, 7.215610492662916542e+00, 1.403276501910527685e+01
1.865000000000000000e+03, 5.770693297622449336e+01, 9.647437754863986470e+00, 1.393376053076131216e+00, 5.976568061349153993e+01, 6.513419811585491104e+00, 7.392643289983681143e+01, 8.849045943107048728e+00, 5.852852683814386836e+01, 1.163689478989767956e+01, 8.021529861050941790e+00, 8.412759993152517879e+00, 7.220877162086768664e+00, 1.387638121422081561e+01
1.866000000000000000e+03, 5.766346419363586051e+01, 9.627209342571090289e+00, 1.400796686666690993e+00, 5.973272078662238727e+01, 6.643465589552303818e+00, 7.392827527179933611e+01, 8.856945467696384355e+00, 5.855903904546413230e+01, 1.156671421898110985e+01, 8.054888392093458194e+00, 8.395276904912915228e+00, 7.211445360110377401e+00, 1.396921953841605912e+01
1.867000000000000000e+03, 5.771675234828437340e+01, 9.583057964261890049e+00, 1.408168665421863031e+00, 5.967199740642652728e+01, 6.707229458511744014e+00, 7.398028380099982826e+01, 8.893718470352055760e+00, 5.856825343431140851e+01, 1.151683748478325064e+01, 8.099586048404665561e+00, 8.428695280509394649e+00, 7.232810102353627535e+00, 1.426276222874735566e+01
1.868000000000000000e+03, 5.774011866433476570e+01, 9.530078478570546352e+00, 1.398528741400699271e+00, 5.968156216308881312e+01, 6.643411531912269297e+00, 7.404994813435386902e+01, 8.924994934672247027e+00, 5.853201183971336263e+01, 1.146728953711048682e+01, 8.126978978742855020e+00, 8.328420792429058750e+00, 7.278453645500347235e+00, 1.425358809846267860e+01
1.869000000000000000e+03, 5.761897147932853613e+01, 9.567190049725532219e+00, 1.408594649266633470e+00, 5.965474619506168352e+01, 6.645650819606440329e+00, 7.400793910559990252e+01, 8.940522472083504368e+00, 5.847607078483031984e+01, 1.149854592684963883e+01, 8.220303343101498683e+00, 8.290443690592271153e+00, 7.306027697307284186e+00, 1.425460073726257804e+01
1.870000000000000000e+03, 5.764285301376028769e+01, 9.478137918800078054e+00, 1.440748717506629584e+00, 5.974633817380446033e+01, 6.737725010802400938e+00, 7.401795344925621123e+01, 8.945001406431316582e+00, 5.846386400591228494e+01, 1.143220727522412616e+01, 8.434184432703537126e+00, 8.143322252717211995e+00, 7.310686970648076155e+00, 1.412648430843589686e+01
1.871000000000000000e+03, 5.770834229549375038e+01, 9.459270978627154491e+00, 1.448431215654563342e+00, 5.983582027847703699e+01, 6.768201178712095256e+00, 7.407416567217588010e+01, 8.932469748106878882e+00, 5.852991619497021958e+01, 1.141178480663702643e+01, 8.487691215376134579e+00, 8.305495660002360836e+00, 7.316283167440571056e+00, 1.398818837671071691e+01
1.872000000000000000e+03, 5.785465635433656928e+01, 9.503515331641734676e+00, 1.465501427092297027e+00, 5.980397020182226697e+01, 6.743512380197243417e+00, 7.418330182060877576e+01, 8.914999579920564798e+00, 5.857469340722459350e+01, 1.145605902218559535e+01, 8.591361854443007928e+00, 8.446384136534373255e+00, 7.337989241272139473e+00, 1.368709997129855260e+01
1.873000000000000000e+03, 5.789934045752744396e+01, 9.535552938884151786e+00, 1.452404669302127083e+00, 5.981286081028514445e+01, 6.733405414716057358e+00, 7.418031180917517986e+01, 8.893973574100510149e+00, 5.864750569324785801e+01, 1.141124418611090796e+01, 8.649309394191572409e+00, 8.488381266067396069e+00, 7.346433184110694015e+00, 1.381295671409099768e+01
1.874000000000000000e+03, 5.793781566428906160e+01, 9.617155978797482518e+00, 1.434660896034045674e+00, 5.981959012555930144e+01, 6.748922619777456333e+00, 7.418087760776677442e+01, 8.890671237641504021e+00, 5.863368123355225237e+01, 1.143453238001328032e+01, 8.584081965057704267e+00, 8.572378864688232625e+00, 7.341027551375164606e+00, 1.406092609173767016e+01
1.875000000000000000e+03, 5.784843560650607230e+01, 9.594986587158485847e+00, 1.415980286062069604e+00, 5.982962371037311300e+01, 6.675541721340778167e+00, 7.409216122781090519e+01, 8.909057356279090456e+00, 5.859313375023248938e+01, 1.146437698534956695e+01, 8.509915956824535499e+00, 8.620049803694957546e+00, 7.360053463831651932e+00, 1.437009003281843356e+01
1.876000000000000000e+03, 5.779819074974044923e+01, 9.615420048379123230e+00, 1.410093849247522346e+00, 5.982459722881650777e+01, 6.704397594991609921e+00, 7.405474751092492625e+01, 8.923560951098435723e+00, 5.859746537025670676e+01, 1.142393249880506012e+01, 8.500267463593567996e+00, 8.582749131147661359e+00, 7.379645364380071015e+00, 1.475584553500849161e+01
1.877000000000000000e+03, 5.784653657107855196e+01, 9.638910915679085534e+00, 1.421079757158297152e+00, 5.981292050350716494e+01, 6.664366103942614750e+00, 7.398569862772801287e+01, 8.943353330715163807e+00, 5.864514445134815190e+01, 1.144088496054451731e+01, 8.487568359860713230e+00, 8.548881579487005666e+00, 7.406708241972507878e+00, 1.479418830653785122e+01
1.878000000000000000e+03, 5.787404647207762309e+01, 9.589340666006693326e+00, 1.389425619578674942e+00, 5.982972139257606159e+01, 6.694280737440316820e+00, 7.397340393785485446e+01, 8.967685977010809495e+00, 5.863457614129367812e+01, 1.144767979299218119e+01, 8.355540515381951749e+00, 8.459112788314961051e+00, 7.405162813231914498e+00, 1.460915859136690642e+01
1.879000000000000000e+03, 5.791211805037070803e+01, 9.640490911115113803e+00, 1.431204827588066220e+00, 5.989783045531842731e+01, 6.755365432865392705e+00, 7.392641248290676970e+01, 8.991355704295253659e+00, 5.868953591696988070e+01, 1.149199498289731025e+01, 8.333277558933891882e+00, 8.408172206689899397e+00, 7.392615117627249433e+00, 1.444523906999943108e+01
1.880000000000000000e+03, 5.782388297491072393e+01, 9.750223133174459988e+00, 1.435220766491314581e+00, 6.002570953228993744e+01, 6.757308007655875137e+00, 7.387428733766930122e+01, 9.022239091026319713e+00, 5.874130444848624677e+01, 1.154464130547484757e+01, 8.384546361939882786e+00, 8.451026223823488337e+00, 7.365545876529822067e+00, 1.450605601952206669e+01
1.881000000000000000e+03, 5.773249353714445675e+01, 9.728492748175705529e+00, 1.397899153713437537e+00, 6.006733046001087217e+01, 6.735803360493931358e+00, 7.388406851072282677e+01, 9.004162618520576089e+00, 5.879208912096204642e+01, 1.158273493170353774e+01, 8.298145580288649015e+00, 8.334014278077576776e+00, 7.356357383432317043e+00, 1.428377498100282317e+01
1.882000000000000000e+03, 5.783700229730155229e+01, 9.667123196019943521e+00, 1.402875377108553367e+00, 6.011567298553971028e+01, 6.837802997576764241e+00, 7.390346661308797138e+01, 9.005056885108313480e+00, 5.873007509164160211e+01, 1.158042648358601845e+01, 8.243402273174588402e+00, 8.252239768836487244e+00, 7.366689978723102605e+00, 1.414223838584461213e+01
1.883000000000000000e+03, 5.772820074204711460e+01, 9.623756182927552416e+00, 1.406415495814057559e+00, 6.016599552131201989e+01, 6.812525496151202731e+00, 7.386704586809840123e+01, 9.029723356271849966e+00, 5.869464373405492807e+01, 1.168059974818267222e+01, 8.278658485368380227e+00, 8.260316994095065368e+00, 7.376523561365750048e+00, 1.382467919120187716e+01
1.884000000000000000e+03, 5.769192866287813359e+01, 9.643074396873030807e+00, 1.444063478395738231e+00, 6.037543145714971615e+01, 6.759925702551070614e+00, 7.385423130182006446e+01, 9.067948346663065706e+00, 5.872910898286689729e+01, 1.177568598403645339e+01, 8.284331269756730620e+00, 8.336516316556474848e+00, 7.375682954746843656e+00, 1.357073014372880593e+01
1.885000000000000000e+03, 5.773006834210865179e+01, 9.669446989063523290e+00, 1.470297375277821894e+00, 6.061207540465699850e+01, 6.763494724386585943e+00, 7.396315454905554532e+01, 9.081145378039126470e+00, 5.877253142462539159e+01, 1.181320780835210016e+01, 8.354529322041528872e+00, 8.422855416154254371e+00, 7.406915988795500283e+00, 1.366262003019967430e+01
1.886000000000000000e+03, 5.778110793020884017e+01, 9.622560118980073796e+00, 1.417087551110197463e+00, 6.077611098163844616e+01, 6.760270860295013229e+00, 7.393687015084313430e+01, 9.089422674752595910e+00, 5.868488019012935553e+01, 1.186706283194051359e+01, 8.420700022615680069e+00, 8.493208539488856346e+00, 7.450462732780813724e+00, 1.419856572210706425e+01
1.887000000000000000e+03, 5.783256091856006975e+01, 9.653389114767556123e+00, 1.433250129981582077e+00, 6.091319969015496838e+01, 6.769175494611575417e+00, 7.388855443986047078e+01, 9.068085032311245186e+00, 5.870706685119108670e+01, 1.187465549123374942e+01, 8.416275324836513860e+00, 8.428198615166508034e+00, 7.468360504400119559e+00, 1.458638285935072787e+01
1.888000000000000000e+03, 5.791134435214502929e+01, 9.697201179310159347e+00, 1.446954690080448414e+00, 6.091575533250598795e+01, 6.791188883376579888e+00, 7.391491018996158857e+01, 9.076145185685678740e+00, 5.876252776362724717e+01, 1.178822233648211615e+01, 8.470829336108979035e+00, 8.477939603814357739e+00, 7.490692508811900296e+00, 1.458838432041211242e+01
1.889000000000000000e+03, 5.802524333805919099e+01, 9.646088341154039014e+00, 1.455851334085949356e+00, 6.087512086731412353e+01, 6.668988998112135747e+00, 7.393049112646885135e+01, 9.095240850732013271e+00, 5.879926123729609344e+01, 1.179742948890722509e+01, 8.484196136403223676e+00, 8.512915193953130455e+00, 7.472714538818510555e+00, 1.430125340297270675e+01
1.890000000000000000e+03, 5.806791039395093890e+01, 9.659774584885864712e+00, 1.485110210765559602e+00, 6.091912124867261014e+01, 6.528053354139724540e+00, 7.390578537763211386e+01, 9.091514648921441122e+00, 5.881178670719079804e+01, 1.180317055640288260e+01, 8.455604650035894565e+00, 8.536391472665942004e+00, 7.452698819357213011e+00, 1.388271039085611136e+01
1.891000000000000000e+03, 5.817118137345004669e+01, 9.759531757515718553e+00, 1.450201167382409562e+00, 6.102742977296997395e+01, 6.569558045039945782e+00, 7.390319708005230837e+01, 9.137827519363801443e+00, 5.883142197351897096e+01, 1.184157592003341719e+01, 8.508044469400271481e+00, 8.487172237488795901e+00, 7.438851442780234358e+00, 1.371326613196567834e+01
1.892000000000000000e+03, 5.828382565736490051e+01, 9.801013526479115612e+00, 1.416205843392490449e+00, 6.102568691456669114e+01, 6.539566411726023709e+00, 7.390045179306790146e+01, 9.141080728253387022e+00, 5.881467121313841773e+01, 1.180875420288599820e+01, 8.480390225536426740e+00, 8.487719390388450691e+00, 7.466322182965298815e+00, 1.383615559515349247e+01
1.893000000000000000e+03, 5.836387139618399544e+01, 9.671970659286969862e+00, 1.399744212695914314e+00, 6.094128878454486653e+01, 6.446896618030393711e+00, 7.392303840701522688e+01, 9.160489631645807762e+00, 5.878145292655334941e+01, 1.176096313027343143e+01, 8.431683142129649866e+00, 8.437957203928315053e+00, 7.490707850229315845e+00, 1.398037818440483626e+01
1.894000000000000000e+03, 5.845118504056999598e+01, 9.463575178349357131e+00, 1.417202855640636194e+00, 6.090983826128961454e+01, 6.425712046769926467e+00, 7.392504153385965537e+01, 9.181599058505430122e+00, 5.886186063471705410e+01, 1.172097518207915989e+01, 8.381077200175539588e+00, 8.325487043041418289e+00, 7.481124046300927866e+00, 1.391667315832175333e+01
1.895000000000000000e+03, 5.854966671244679333e+01, 9.379939914185333905e+00, 1.465989745722001247e+00, 6.090325554341865200e+01, 6.501978402287875269e+00, 7.393557768017848275e+01, 9.210153410539833274e+00, 5.888479123095896028e+01, 1.173035612844955011e+01, 8.265938963669047013e+00, 8.260961423903914636e+00, 7.472025861027076665e+00, 1.332237090902304288e+01
1.896000000000000000e+03, 5.859665102580481033e+01, 9.492068662013682712e+00, 1.443356067203437121e+00, 6.097051968483638973e+01, 6.575191515978376700e+00, 7.387577838068658309e+01, 9.235262665847599806e+00, 5.889734787884387401e+01, 1.166296320689362886e+01, 8.120554234674886018e+00, 8.240032611531599827e+00, 7.468126716654393427e+00, 1.345352601447059548e+01
1.897000000000000000e+03, 5.866227697829089749e+01, 9.533804924082314614e+00, 1.429740130892913852e+00, 6.101110227832838717e+01, 6.641348596083010314e+00, 7.382120376199013378e+01, 9.245736329206833304e+00, 5.887575815218841058e+01, 1.162958916092434514e+01, 8.026804766481296483e+00, 8.267124679769143114e+00, 7.461201257746724380e+00, 1.353063301399500240e+01
1.898000000000000000e+03, 5.867512598238539567e+01, 9.546633281035267871e+00, 1.453630494948191521e+00, 6.094130989275409860e+01, 6.699048608753724210e+00, 7.375583062983270111e+01, 9.256368417459144737e+00, 5.889742503048697841e+01, 1.164084981684504783e+01, 8.169136563002272311e+00, 8.318830548142619463e+00, 7.463453356980763509e+00, 1.357806864971319705e+01
1.899000000000000000e+03, 5.864878968028516226e+01, 9.599249233074244714e+00, 1.459620359853196270e+00, 6.076256750976656917e+01, 6.784291521999633368e+00, 7.365437155581932416e+01, 9.266474500603532505e+00, 5.890709439688927773e+01, 1.171030060421610841e+01, 8.362185867029545250e+00, 8.375636869869977019e+00, 7.474463919005725820e+00, 1.373525868179155474e+01
1.900000000000000000e+03, 5.868135293328656132e+01, 9.629930151272782624e+00, 1.430267671195394996e+00, 6.071112018610246253e+01, 6.840945448816716734e+00, 7.361421999058899246e+01, 9.289961185937478660e+00, 5.888116565817663428e+01, 1.176499621176887622e+01, 8.457374000730050412e+00, 8.471040790297115208e+00, 7.496719600789599092e+00, 1.401370933222190907e+01
1.901000000000000000e+03, 5.871280715238945191e+01, 9.618522892905232879e+00, 1.439413649944595086e+00, 6.071357605349425057e+01, 6.809311476047632539e+00, 7.357528647620553386e+01, 9.283777725267436054e+00, 5.877426993528696642e+01, 1.182135846077417796e+01, 8.358454567750644770e+00, 8.460932182000757251e+00, 7.508946402047131485e+00, 1.420991485557665612e+01
1.902000000000000000e+03, 5.874887170334140762e+01, 9.600311539652196302e+00, 1.436219362823919932e+00, 6.066990354727166590e+01, 6.737286789713529345e+00, 7.365342088403387777e+01, 9.278277259897214080e+00, 5.872335498147693755e+01, 1.183714866554261036e+01, 8.270696118906982974e+00, 8.378736655812966561e+00, 7.504952103572674282e+00, 1.425474376799623677e+01
1.903000000000000000e+03, 5.895312041559196103e+01, 9.685890548928796306e+00, 1.457333108513250153e+00, 6.069667954380914665e+01, 6.734044625743672796e+00, 7.377088941598465510e+01, 9.286759341641740662e+00, 5.882516764799035514e+01, 1.181090609756258303e+01, 8.348093670384319154e+00, 8.429881171936079554e+00, 7.496758409326577777e+00, 1.434129348394700543e+01
1.904000000000000000e+03, 5.891384635003677062e+01, 9.503479065766734735e+00, 1.467652729062638661e+00, 6.082084611223743309e+01, 6.629814631326574670e+00, 7.380915186473946221e+01, 9.287726060510934190e+00, 5.897954997184653791e+01, 1.185120753516616254e+01, 8.337844953403180881e+00, 8.356811707209171658e+00, 7.488216583332008902e+00, 1.480343443025860317e+01
1.905000000000000000e+03, 5.904071044035600124e+01, 9.487615089096660626e+00, 1.447463775464644886e+00, 6.081268354578789825e+01, 6.594188255375752483e+00, 7.387440503798265468e+01, 9.278153561665471116e+00, 5.912384869547972244e+01, 1.184544760603754732e+01, 8.349803434839818905e+00, 8.395999145659565954e+00, 7.502540557182011405e+00, 1.495547040235030423e+01
1.906000000000000000e+03, 5.898118271484980824e+01, 9.481819595733718131e+00, 1.424872666740733873e+00, 6.072048053551850444e+01, 6.584547415374529145e+00, 7.389055077211617117e+01, 9.291509243520875927e+00, 5.915519095440264152e+01, 1.180981222570238387e+01, 8.521402363470018670e+00, 8.490907818499247028e+00, 7.512235927256090129e+00, 1.509807825879960497e+01
1.907000000000000000e+03, 5.904440560073152255e+01, 9.451780291516969967e+00, 1.444651441293726801e+00, 6.059574118643076446e+01, 6.556551342734116439e+00, 7.394054364163163484e+01, 9.312247716668595743e+00, 5.915835524773160614e+01, 1.175563414655633387e+01, 8.684073627949219443e+00, 8.466743697117886214e+00, 7.527164603758964567e+00, 1.500812265235398790e+01
1.908000000000000000e+03, 5.912303873831114487e+01, 9.412595810253137074e+00, 1.471708127395490617e+00, 6.057747778319441068e+01, 6.646976387282083287e+00, 7.395756562398864276e+01, 9.310761520011013204e+00, 5.916739495592663900e+01, 1.171785120239851352e+01, 8.793868020693887289e+00, 8.492955382545479992e+00, 7.535005754279698209e+00, 1.481217867784664399e+01
1.909000000000000000e+03, 5.908954118417221935e+01, 9.382579240903394791e+00, 1.459809117522655741e+00, 6.063938704281064673e+01, 6.595049282887381459e+00, 7.398354068028302777e+01, 9.306907354422033762e+00, 5.916046351236703771e+01, 1.174893751245448748e+01, 8.748765230320689312e+00, 8.374699103964008629e+00, 7.541479810814315954e+00, 1.465755157956808397e+01
1.910000000000000000e+03, 5.919437300580342765e+01, 9.423036906913955235e+00, 1.464670994378463931e+00, 6.070460013211013717e+01, 6.647739152670192553e+00, 7.402713840788105415e+01, 9.315703429162221383e+00, 5.917432578426578971e+01, 1.178246071169286679e+01, 8.565430766366800341e+00, 8.330926936551291462e+00, 7.523314822932330337e+00, 1.448683353530176809e+01
1.911000000000000000e+03, 5.927428182487714992e+01, 9.507615736786526384e+00, 1.444035004022668600e+00, 6.063734325411260784e+01, 6.709823903239301224e+00, 7.401655767382857221e+01, 9.347160782361468634e+00, 5.909252792715919611e+01, 1.183751249065101874e+01, 8.381617406225593925e+00, 8.345780420232502550e+00, 7.527597535104815663e+00, 1.466872375232102854e+01
1.912000000000000000e+03, 5.933400726157028515e+01, 9.481185017812768123e+00, 1.420833156205558501e+00, 6.065686933542367854e+01, 6.753726168235553828e+00, 7.399165098439185329e+01, 9.365450540063012141e+00, 5.913722087633577473e+01, 1.186696851887199955e+01, 8.315670272359843906e+00, 8.312378452665576845e+00, 7.541024477833657258e+00, 1.482624978309726593e+01
1.913000000000000000e+03, 5.938900978658106311e+01, 9.592449798279099937e+00, 1.451717111053185016e+00, 6.069467988219363264e+01, 6.781509415001563568e+00, 7.405051461383359879e+01, 9.398155770622606653e+00, 5.920348159815758748e+01, 1.182272723954708837e+01, 8.308932385591539571e+00, 8.199983387853407635e+00, 7.551587043350515671e+00, 1.480973833175679211e+01
1.914000000000000000e+03, 5.938983239279163229e+01, 9.787521328775747875e+00, 1.448248363495715285e+00, 6.069046772496382403e+01, 6.689213273345190558e+00, 7.412874172315991927e+01, 9.442366080189993127e+00, 5.915335894444905307e+01, 1.173793104061912729e+01, 8.288139728955036034e+00, 8.089456442658882196e+00, 7.569374419420317857e+00, 1.447233866854503148e+01
1.915000000000000000e+03, 5.942323878493077416e+01, 9.861531822932958491e+00, 1.453773739687097111e+00, 6.066653417777555291e+01, 6.715215361984741449e+00, 7.414751900466353618e+01, 9.459859758759460391e+00, 5.910165717617070413e+01, 1.174803234490724435e+01, 8.251856946220215150e+00, 8.084456285680575505e+00, 7.574815732128400647e+00, 1.464206731994149813e+01
1.916000000000000000e+03, 5.948926779391710085e+01, 9.734938668371926340e+00, 1.450533962235702523e+00, 6.053742469080408029e+01, 6.710108028115180367e+00, 7.409488829332244109e+01, 9.467688129728188073e+00, 5.913695943131428123e+01, 1.171803789135959484e+01, 8.259277059792029974e+00, 8.217509858051252891e+00, 7.596040838892795577e+00, 1.469606215053751264e+01
1.917000000000000000e+03, 5.959720056990926196e+01, 9.652189187453577901e+00, 1.438769323715256121e+00, 6.044457151313361010e+01, 6.677811060560540746e+00, 7.406000571863306448e+01, 9.472212058517863298e+00, 5.916032370646906458e+01, 1.175715364118804018e+01, 8.370604844848239523e+00, 8.268432883413222356e+00, 7.632082006670451335e+00, 1.448833175217796132e+01
1.918000000000000000e+03, 5.956347281116188697e+01, 9.585733847753493464e+00, 1.403960535285594613e+00, 6.045698972231343049e+01, 6.536259673365099054e+00, 7.412536515970801076e+01, 9.511441413482993212e+00, 5.913281814150255400e+01, 1.181583148380791926e+01, 8.467291245639726682e+00, 8.322074068980965578e+00, 7.672796529889681416e+00, 1.427005013514439469e+01
1.919000000000000000e+03, 5.965683334857733655e+01, 9.546483692331328541e+00, 1.402087293756417052e+00, 6.056279455935454337e+01, 6.363720811404702360e+00, 7.419624983158529119e+01, 9.535152779043402305e+00, 5.918850799608974711e+01, 1.180615185096145048e+01, 8.398118061822970049e+00, 8.300612284925215079e+00, 7.739036740116804758e+00, 1.402320714501612819e+01
1.920000000000000000e+03, 5.970746616522909989e+01, 9.537608503108646829e+00, 1.425785977045594732e+00, 6.058597278519316376e+01, 6.276838886738412171e+00, 7.416469912544974363e+01, 9.546180727846486747e+00, 5.922802791855566085e+01, 1.181261482538599772e+01, 8.299460033421228289e+00, 8.275602134051231573e+00, 7.788096432567533256e+00, 1.390194485918958023e+01
1.921000000000000000e+03, 5.981410702681898073e+01, 9.405430095017035086e+00, 1.435427711365263370e+00, 6.055385598472885533e+01, 6.301579899511157379e+00, 7.416066373578179594e+01, 9.529815009279626992e+00, 5.917445637551405468e+01, 1.185054872836685291e+01, 8.270122798108863194e+00, 8.157956444005634467e+00, 7.824578787266842639e+00, 1.404511750232721035e+01
1.922000000000000000e+03, 5.991533605760584891e+01, 9.335855792749928384e+00, 1.422800591786120394e+00, 6.050742053242964857e+01, 6.413475571286944010e+00, 7.417309858937477429e+01, 9.586456603733999771e+00, 5.912002069042672048e+01, 1.183807324638866021e+01, 8.383716378540396974e+00, 8.027395539043483907e+00, 7.851235185161708152e+00, 1.414893158099275006e+01
1.923000000000000000e+03, 5.991103097483598106e+01, 9.400761466022682811e+00, 1.420629380489156324e+00, 6.040194024354670432e+01, 6.498044692889225260e+00, 7.413185939576700889e+01, 9.620628022921332345e+00, 5.912836481793849686e+01, 1.175875599867636190e+01, 8.443966801858010740e+00, 8.023055383593872492e+00, 7.894688748205328288e+00, 1.443086959907866529e+01
1.924000000000000000e+03, 5.987525985795398498e+01, 9.586993761945160841e+00, 1.443001577704321026e+00, 6.035391231925638067e+01, 6.574581396333355698e+00, 7.415197091928592954e+01, 9.631109894687167383e+00, 5.915830482013580394e+01, 1.175048140480397230e+01, 8.448146161589038527e+00, 8.180182722914031146e+00, 7.939226129434143964e+00, 1.458589694700140527e+01
