year, GFDL-ESM4, INM-CM4-8, NorESM2-LM, MIROC-ES2L, UKESM1-0-LL, TaiESM1, NorESM2-MM, IPSL-CM6A-LR, INM-CM5-0, CanESM5, MPI-ESM1-2-LR, ACCESS-ESM1-5, CNRM-ESM2-1, EC-Earth3-Veg, CESM2-WACCM, CMCC-CM2-SR5
2.077000000000000000e+03, 1.169979123934064624e+01, 9.815988563399262290e+00, 8.214884160645445021e+00, 1.327925891752272491e+01, 1.179293682473830884e+01, 5.932383741836400937e+00, 8.313920657194133312e+00, 1.032484710269527817e+01, 1.132762329712130089e+01, 1.401316666023417490e+01, 1.304100837822170078e+01, 8.015494572766248993e+00, 1.234818188364747726e+01, 9.999517013133930377e+00, 8.939528063278700643e+00, 8.532792032039370866e+00
2.078000000000000000e+03, 1.209994927291641353e+01, 1.080915963142224356e+01, 7.729209907396662693e+00, 1.304293911689718755e+01, 1.249145561266837845e+01, 5.684486877476719435e+00, 8.271888952618267510e+00, 1.070318623725542473e+01, 1.175451255120131577e+01, 1.409372373042946158e+01, 1.300333317303898717e+01, 8.396637279601424808e+00, 1.221325305293903085e+01, 1.095573899720606370e+01, 8.577892491378483086e+00, 9.895517074980798355e+00
2.079000000000000000e+03, 1.142518737456476430e+01, 1.089516249503549616e+01, 8.100099086383275804e+00, 1.370517219872741776e+01, 1.232411262581893574e+01, 6.056720475025144879e+00, 8.833948570054655391e+00, 1.052067424623736080e+01, 1.140938058404207744e+01, 1.395553144403280399e+01, 1.302481267727200276e+01, 8.376415957441480487e+00, 1.226451546855162000e+01, 1.082252744434910596e+01, 8.480954392571895539e+00, 9.172876282838517525e+00
2.080000000000000000e+03, 1.254193040990085528e+01, 1.092991718357204611e+01, 8.683861659013652812e+00, 1.382365895757337526e+01, 1.218996507204411017e+01, 6.038050462281168151e+00, 8.478294330092879250e+00, 9.730796361887417589e+00, 1.171537642173048788e+01, 1.416621534980980712e+01, 1.359614379266129802e+01, 8.402934314809321847e+00, 1.271541742496338223e+01, 1.072459978672460501e+01, 8.473357748436315617e+00, 9.146121766660707308e+00
2.081000000000000000e+03, 1.290814974405553883e+01, 1.108832153171916346e+01, 8.395428530721748217e+00, 1.325684094017320369e+01, 1.238788156008809693e+01, 6.587590281297701189e+00, 8.585977746732817550e+00, 1.042812729160612406e+01, 1.092416362464313551e+01, 1.428935601082567253e+01, 1.322829313584539790e+01, 8.374714555135957639e+00, 1.224729192199735373e+01, 1.062825457523005745e+01, 9.159493721165356206e+00, 9.639823524644022257e+00
2.082000000000000000e+03, 1.271376209596666662e+01, 1.083977940777624482e+01, 8.650811647641445390e+00, 1.389729796117677196e+01, 1.259827165805907612e+01, 6.124173342479442894e+00, 8.307402266309393823e+00, 1.073303771628329528e+01, 1.201385057499135733e+01, 1.398630556651265522e+01, 1.326017862093887700e+01, 8.335731769591106399e+00, 1.246549341253674825e+01, 1.042578500497608296e+01, 8.751256960166427845e+00, 8.758190791734618230e+00
2.083000000000000000e+03, 1.271981448662049452e+01, 1.029006892169651444e+01, 8.673890459080633164e+00, 1.329406480540754920e+01, 1.227858481342098074e+01, 5.869178959911319993e+00, 9.324740616452645625e+00, 1.153734966844387166e+01, 1.128289677717073758e+01, 1.410356223002036025e+01, 1.337827210871562933e+01, 8.507619294685863309e+00, 1.231181765090809499e+01, 1.097365266207550327e+01, 9.371561064333953084e+00, 8.831883360198132138e+00
2.084000000000000000e+03, 1.151385697939121933e+01, 1.010422563977203581e+01, 8.784841318584877712e+00, 1.352494064081114011e+01, 1.350650033226175317e+01, 5.952287281181949830e+00, 8.951491530530592655e+00, 1.119455435818612443e+01, 1.156193044651990398e+01, 1.471091180925537500e+01, 1.244432853665589178e+01, 8.437468501420742228e+00, 1.180597974815647078e+01, 1.171112320650298244e+01, 8.948568690087910227e+00, 9.041745274370521557e+00
2.085000000000000000e+03, 1.203881606609334298e+01, 1.100447410757379707e+01, 8.574555128901970136e+00, 1.358873070137294015e+01, 1.319179821020497023e+01, 6.105131907649220757e+00, 8.940380930139886217e+00, 1.132106244952946739e+01, 1.207512076220662678e+01, 1.552132105473336310e+01, 1.296107321379228061e+01, 8.004475638340352361e+00, 1.252447210243239084e+01, 1.092805986729307755e+01, 9.067272626552060899e+00, 1.033790273087843836e+01
2.086000000000000000e+03, 1.238812557669519343e+01, 1.114880605496515997e+01, 8.336507606422165040e+00, 1.385618378972856490e+01, 1.197822070467019806e+01, 6.775529545658947939e+00, 9.175419122528532867e+00, 1.040344814011106322e+01, 1.202228376635236806e+01, 1.508643848947419563e+01, 1.388509217646860705e+01, 8.318470900440821936e+00, 1.270791445412327825e+01, 1.069953542374861932e+01, 9.223348243114218192e+00, 8.681760815528907216e+00
2.087000000000000000e+03, 1.225672199343643598e+01, 1.075922837890317396e+01, 8.554436046852572417e+00, 1.289784702811879313e+01, 1.207074127554226450e+01, 6.035178765899520847e+00, 9.263342467225481158e+00, 1.044171505566894886e+01, 1.177240336026279266e+01, 1.575736398683018358e+01, 1.389810516456757128e+01, 8.505148344205059274e+00, 1.344449111537245223e+01, 1.152451060457362608e+01, 8.908339474863634422e+00, 8.860162646399695419e+00
2.088000000000000000e+03, 1.250807342138678990e+01, 1.019444053841364095e+01, 9.339949846753558660e+00, 1.298447394810666644e+01, 1.232407261948526234e+01, 5.596891560221210149e+00, 9.448759879609333723e+00, 1.035369738675968776e+01, 1.119482956084674363e+01, 1.503535274964353796e+01, 1.305708492210110450e+01, 8.444555749131511746e+00, 1.251545222332501162e+01, 1.182401062939392311e+01, 9.135484548904303281e+00, 8.680165775603674305e+00
2.089000000000000000e+03, 1.285860428731278482e+01, 1.069997971507088685e+01, 9.124379865821351743e+00, 1.380976734011129636e+01, 1.298223756378674487e+01, 5.923555734387288219e+00, 9.325233128980366715e+00, 1.120703266998678949e+01, 1.179902384575341401e+01, 1.596759498999684013e+01, 1.299671039007549922e+01, 8.340427945210603156e+00, 1.231582882131391976e+01, 1.112632759560887585e+01, 8.492172592176149948e+00, 9.905360422145202293e+00
2.090000000000000000e+03, 1.319370305875874116e+01, 1.144048736368583796e+01, 8.697898966231903728e+00, 1.386231464773106303e+01, 1.301079269067574096e+01, 6.695391504134667215e+00, 9.673795898197658616e+00, 1.116247079351936833e+01, 1.117220635932619821e+01, 1.483885687913261897e+01, 1.372977285271546499e+01, 8.483585508614806869e+00, 1.227347674486898121e+01, 1.036215164198093497e+01, 9.352788177807154213e+00, 9.666499538763025257e+00
2.091000000000000000e+03, 1.252527286397159401e+01, 1.129815341863523770e+01, 8.870031099258934404e+00, 1.475759244345709753e+01, 1.329837526682254634e+01, 6.622509720678234402e+00, 9.240570601055965838e+00, 1.030841131601695082e+01, 1.189150789800535790e+01, 1.551628804826498786e+01, 1.420235556438377422e+01, 7.870192508668641729e+00, 1.198448451401070258e+01, 1.039428623354517534e+01, 9.685370644158755482e+00, 9.709070893212876641e+00
2.092000000000000000e+03, 1.165073728945903753e+01, 1.188656705030918914e+01, 9.027533741033954229e+00, 1.401819128544203608e+01, 1.309589607145800016e+01, 5.447490629598386036e+00, 9.308693252765294801e+00, 1.093950059373819705e+01, 1.163150135361865800e+01, 1.575393032039924890e+01, 1.319952391565987426e+01, 7.663106405543575583e+00, 1.316609496528998768e+01, 1.161216044978201900e+01, 9.362526954527087497e+00, 8.034156484131186104e+00
2.093000000000000000e+03, 1.357607567504387269e+01, 1.132219941773081295e+01, 8.156379640284946220e+00, 1.336097988567172656e+01, 1.213900159959142044e+01, 6.393368012933865252e+00, 9.534412420421078949e+00, 1.154305727593387587e+01, 1.184755573353834457e+01, 1.544331656221964444e+01, 1.307908136488891770e+01, 8.017923915665699397e+00, 1.250563949491717786e+01, 1.166842042560024240e+01, 9.678900938105016394e+00, 8.671879775807166624e+00
2.094000000000000000e+03, 1.318572361090083866e+01, 1.089015129640737989e+01, 8.964718870403627804e+00, 1.350567144671644293e+01, 1.348386765179924929e+01, 6.478277935258844877e+00, 9.406710865571584534e+00, 1.125218585206082977e+01, 1.097581297404946454e+01, 1.545582148211008366e+01, 1.360845437400640989e+01, 8.072524835622512995e+00, 1.344331930383109430e+01, 1.024831382629380983e+01, 1.001300856157325470e+01, 9.369373687934290373e+00
2.095000000000000000e+03, 1.299765420021142326e+01, 1.120038135311242655e+01, 8.737974420897852923e+00, 1.365612537229907453e+01, 1.263710413404503186e+01, 6.552323476168454341e+00, 9.213908780364034712e+00, 1.054400953537970764e+01, 1.143081910002717549e+01, 1.559790469148609127e+01, 1.313355108471673205e+01, 8.363325245802714747e+00, 1.257340363792061133e+01, 1.134008368314242077e+01, 9.757823705937411773e+00, 1.015477118015374813e+01
2.096000000000000000e+03, 1.275705225671413601e+01, 1.100503213979883199e+01, 8.900075183101481713e+00, 1.396475683509055798e+01, 1.303617842233433777e+01, 6.202467601604169545e+00, 9.365892483557553660e+00, 1.062128014146109400e+01, 1.141959980572350020e+01, 1.522494947362939932e+01, 1.401527558984558297e+01, 7.796271509810517308e+00, 1.335237196913417179e+01, 1.062025568791689523e+01, 9.599699408909620146e+00, 9.332009918627120371e+00
2.097000000000000000e+03, 1.323700662701858910e+01, 1.136459362134095841e+01, 9.098359032153432224e+00, 1.420386652237068859e+01, 1.277661710597641154e+01, 6.045585960285963623e+00, 9.163832472347133162e+00, 1.116493778821799054e+01, 1.116333742408434837e+01, 1.565831680972100415e+01, 1.311173558971116115e+01, 8.394337708077248550e+00, 1.278568804265560388e+01, 1.247172656303719229e+01, 9.839728285397514540e+00, 9.070694751580118620e+00
2.098000000000000000e+03, 1.356294318812602917e+01, 1.117454156831330536e+01, 8.681082434922153368e+00, 1.358634727646088258e+01, 1.361275598289964428e+01, 6.635591323410839237e+00, 8.906046198582519224e+00, 1.135967800934579053e+01, 1.206648981766276130e+01, 1.612388435447342871e+01, 1.357281688634822281e+01, 8.684399335882316606e+00, 1.252926442030463861e+01, 1.097171668407692380e+01, 9.920253102815955515e+00, 9.200635838962208268e+00
2.099000000000000000e+03, 1.320510263260683992e+01, 1.117852484293823956e+01, 8.973170162282526618e+00, 1.347119290982327122e+01, 1.342276515639974122e+01, 6.610688589227279088e+00, 9.633461078852960213e+00, 1.143127705330118715e+01, 1.148287026638094943e+01, 1.586271009260479481e+01, 1.303958053601112077e+01, 8.476611442944081531e+00, 1.255559136411073062e+01, 1.143067188360276454e+01, 9.206351331494310841e+00, 9.538825386134648809e+00
2.100000000000000000e+03, 1.314907094783882435e+01, 1.216813978694398912e+01, 9.158844872873855181e+00, 1.459916202375703165e+01, 1.408233512914837782e+01, 6.326892491242809946e+00, 9.540567187196799637e+00, 1.126316778217401726e+01, 1.175168465097609705e+01, 1.620460770667881434e+01, 1.283794523202523230e+01, 8.729986898878674850e+00, 1.293056129754766026e+01, 1.156394436756648147e+01, 9.758349807616699678e+00, 9.934818986437772281e+00
