year, GFDL-ESM4, EC-Earth3-Veg, MPI-ESM1-2-LR
2.066000000000000000e+03, 5.126169969897734380e-10, 3.558502341354122939e-10, 7.937965261540203702e-10
2.067000000000000000e+03, 5.008363402958451072e-10, 4.329150073389623907e-10, 8.096540104026080022e-10
2.068000000000000000e+03, 5.208689061401928534e-10, 3.731367566042872112e-10, 8.081348158056298946e-10
2.069000000000000000e+03, 4.314526201536572586e-10, 3.837871321284703505e-10, 8.221516152414783783e-10
2.070000000000000000e+03, 5.015212679522885572e-10, 3.754883864576494089e-10, 8.603041807712028453e-10
2.071000000000000000e+03, 5.082384001246178626e-10, 3.881215770222939898e-10, 8.921768383293970837e-10
2.072000000000000000e+03, 4.667258881033991322e-10, 4.160103781756924819e-10, 8.372424278152295402e-10
2.073000000000000000e+03, 6.795092716188796421e-10, 3.807340962290224518e-10, 8.350377870267725162e-10
2.074000000000000000e+03, 7.005917021718553231e-10, 4.219405451503080653e-10, 8.904130485842007340e-10
2.075000000000000000e+03, 6.353060131443360831e-10, 3.893199684619361054e-10, 8.588226652621521677e-10
2.076000000000000000e+03, 6.839188125218948357e-10, 4.186763310501719458e-10, 8.310625142422362374e-10
2.077000000000000000e+03, 4.818647358273239510e-10, 3.550563900154345794e-10, 8.355963162202307971e-10
2.078000000000000000e+03, 6.008142353138778835e-10, 3.956091197915546737e-10, 8.367663392639272604e-10
2.079000000000000000e+03, 7.309675527939761797e-10, 4.167172650699365709e-10, 8.517399658808496898e-10
2.080000000000000000e+03, 6.368258539577854164e-10, 4.213777107685453779e-10, 8.834158073274537670e-10
2.081000000000000000e+03, 8.222832194111961418e-10, 3.889271899822435484e-10, 8.545918868529436783e-10
2.082000000000000000e+03, 8.078689968639840880e-10, 4.029940390307567282e-10, 8.531924865632351145e-10
2.083000000000000000e+03, 7.635324715583239952e-10, 4.017772564856613125e-10, 8.690318409312601726e-10
2.084000000000000000e+03, 7.359247859486874407e-10, 4.082070532181730257e-10, 8.151470295946322071e-10
2.085000000000000000e+03, 5.628671727514553680e-10, 4.166338309243762870e-10, 8.275154549180557363e-10
2.086000000000000000e+03, 6.745804772657012655e-10, 4.016587674857083627e-10, 8.757499802862998390e-10
2.087000000000000000e+03, 7.169086198532976709e-10, 4.042628593768766551e-10, 9.159061187523541534e-10
2.088000000000000000e+03, 6.901069832507605576e-10, 4.109571248917693717e-10, 8.657804027241645673e-10
2.089000000000000000e+03, 6.748764403162194772e-10, 4.303570954680577561e-10, 8.353897547820217697e-10
2.090000000000000000e+03, 8.288534600556962353e-10, 3.907910647125805764e-10, 8.818594653813989058e-10
2.091000000000000000e+03, 8.312726789959953774e-10, 3.906873185522685704e-10, 9.326596554097219721e-10
2.092000000000000000e+03, 7.441152462382308797e-10, 3.955443989448694184e-10, 8.950274580141533995e-10
2.093000000000000000e+03, 5.704968159835809478e-10, 4.601369369194029425e-10, 8.493398804455677319e-10
2.094000000000000000e+03, 8.971594897082540540e-10, 4.013920928631050556e-10, 8.909837113464239503e-10
2.095000000000000000e+03, 7.551657403865165148e-10, 3.865593983163520545e-10, 8.772711645483668615e-10
2.096000000000000000e+03, 7.549417257831752373e-10, 4.085156189189911906e-10, 9.109711207200854703e-10
2.097000000000000000e+03, 8.061252436633832508e-10, 3.898803468895693998e-10, 8.443011482463101254e-10
2.098000000000000000e+03, 7.180420083152718306e-10, 4.352647944697878387e-10, 8.902611422251648543e-10
2.099000000000000000e+03, 9.286322971674198089e-10, 3.902530755537203058e-10, 8.611953086168968141e-10
2.100000000000000000e+03, 8.000216863716087167e-10, 4.268132235479713836e-10, 8.554559345380979492e-10
