year, CanESM5, CESM2-WACCM, INM-CM5-0, NorESM2-LM, CNRM-ESM2-1, EC-Earth3-Veg, GFDL-ESM4, TaiESM1, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, MIROC-ES2L, INM-CM4-8, NorESM2-MM, IPSL-CM6A-LR, CMCC-CM2-SR5
2.025000000000000000e+03, 1.929772748319020437e+01, 1.555245912805381181e+01, 1.999587043184815727e+01, 1.313145708543141410e+01, 1.770350507480938163e+01, 2.281241912031415353e+01, 1.724934042235447862e+01, 1.597514917514792110e+01, 2.527732122721368313e+01, 1.516124540543353660e+01, 1.906240877999496774e+01, 1.978716072993730890e+01, 1.936546753132037679e+01, 1.582423576950616351e+01, 1.753313132055236423e+01, 1.663250698313326126e+01
2.026000000000000000e+03, 1.867919739614227836e+01, 1.548474647350445288e+01, 1.978820468649568909e+01, 1.414834008585849823e+01, 1.781700635975257541e+01, 2.292750646560649841e+01, 1.784975344766203165e+01, 1.511388696544550037e+01, 2.401073500061376720e+01, 1.602053137200397614e+01, 1.922195410247035241e+01, 1.939645746730588982e+01, 2.108350348746915159e+01, 1.519539285399855721e+01, 1.865648677379028797e+01, 1.742524012388448540e+01
2.027000000000000000e+03, 1.852394677475191287e+01, 1.589099728844774440e+01, 1.937986920327952589e+01, 1.510291511111810614e+01, 1.897277157587460295e+01, 2.302979559826324163e+01, 1.716621045939554691e+01, 1.548092939540481972e+01, 2.288769014012012448e+01, 1.605084616779479845e+01, 1.985606559644919500e+01, 2.004619638379900692e+01, 1.947049551192171180e+01, 1.549390837965109746e+01, 1.786713756310832224e+01, 1.787685213261044126e+01
2.028000000000000000e+03, 1.881115529198867620e+01, 1.659484974063353135e+01, 1.896079052349275429e+01, 1.547468190517779085e+01, 1.868755496284712692e+01, 2.250190338075072916e+01, 1.689488224630076374e+01, 1.561522255387091995e+01, 2.485402063205988910e+01, 1.599301434646838871e+01, 1.977698728123109717e+01, 2.048798397466914878e+01, 2.079043634893298531e+01, 1.590039418059451570e+01, 1.909107529206476528e+01, 1.649794866680146299e+01
2.029000000000000000e+03, 1.889053929097915230e+01, 1.648574869723383785e+01, 2.030121517599424763e+01, 1.394284513408996062e+01, 1.761447497585091426e+01, 2.250476312071625884e+01, 1.795945807537401606e+01, 1.623268103681932928e+01, 2.402214281027609744e+01, 1.590450295159952532e+01, 1.882429896904379163e+01, 1.917118053839416802e+01, 2.039058691880687846e+01, 1.618164543206908590e+01, 1.874737729071751957e+01, 1.655189159685467359e+01
2.030000000000000000e+03, 1.883281126143102568e+01, 1.507917659322362880e+01, 1.990821212975484045e+01, 1.468122067662685026e+01, 1.873144317043620433e+01, 2.330554111759785485e+01, 1.771840471845705167e+01, 1.690689496807135583e+01, 2.232774836004151808e+01, 1.533411689473494555e+01, 1.853629372635867512e+01, 1.932964196134434331e+01, 2.013724344127065180e+01, 1.548782886219798094e+01, 1.923000071665870081e+01, 1.653732031768750588e+01
2.031000000000000000e+03, 1.916660106962692467e+01, 1.685664382890632140e+01, 2.067120066684213597e+01, 1.518019133835690937e+01, 1.822684617302023469e+01, 2.350302381353929349e+01, 1.809394544719504694e+01, 1.555823487236819425e+01, 2.359107391539566834e+01, 1.605265175276314338e+01, 2.095321929213362822e+01, 2.043704715051427101e+01, 1.962493645963719047e+01, 1.545097925697737473e+01, 1.921207691965064157e+01, 1.729033705090981243e+01
2.032000000000000000e+03, 1.915992683538559405e+01, 1.651071598237788152e+01, 2.007768208081406414e+01, 1.462607800229047861e+01, 1.686304047299873687e+01, 2.539284017442789221e+01, 1.737923446490630752e+01, 1.549114627576174819e+01, 2.420529971208725684e+01, 1.640643185760861300e+01, 2.056535273399102337e+01, 2.032401412730045820e+01, 2.017454584216420344e+01, 1.623348423782721994e+01, 1.920590628391053656e+01, 1.798887100428174080e+01
2.033000000000000000e+03, 1.973608899147409801e+01, 1.580218318177041681e+01, 2.035274558655421373e+01, 1.531367858378621882e+01, 1.869670395711544941e+01, 2.233310300575946883e+01, 1.790226931127204679e+01, 1.547356094419842343e+01, 2.485607246781961877e+01, 1.591798623949505753e+01, 1.932542695896223250e+01, 1.985660606787264015e+01, 1.895591994272742653e+01, 1.585127131183939930e+01, 1.956916933530538216e+01, 1.901780747289627627e+01
2.034000000000000000e+03, 1.909312584957735837e+01, 1.528071484714969586e+01, 2.078064166415614622e+01, 1.574665260123486910e+01, 1.901634017641847407e+01, 2.362986320129403239e+01, 1.849975881096897368e+01, 1.639945216748479595e+01, 2.405411968127920730e+01, 1.546110762756752699e+01, 2.021395417654084881e+01, 1.976069267146500863e+01, 1.951155628635708439e+01, 1.490878877269487823e+01, 1.985093474675071690e+01, 1.696791941571584772e+01
2.035000000000000000e+03, 1.987501506203023638e+01, 1.581624038449328928e+01, 2.068408709060710038e+01, 1.443528498298003981e+01, 1.869641297105430411e+01, 2.257113348012814313e+01, 1.803611310440441784e+01, 1.697113290851514122e+01, 2.265893354057801190e+01, 1.588060541609731047e+01, 2.012733133145168196e+01, 2.024349705926078613e+01, 2.113267790703849869e+01, 1.504010343379632531e+01, 2.026974493799088606e+01, 1.753333980423227345e+01
2.036000000000000000e+03, 1.965653434309981051e+01, 1.591201545950733554e+01, 2.067499103749257827e+01, 1.565271465372359572e+01, 1.827407851047585652e+01, 2.392399731415762432e+01, 1.900626952075431575e+01, 1.654815523137211386e+01, 2.491835602075396849e+01, 1.589563006699823511e+01, 1.984238650066876630e+01, 2.043632012785674590e+01, 2.001581735360993974e+01, 1.607397546472851957e+01, 1.985332449446132586e+01, 1.763262338445197130e+01
2.037000000000000000e+03, 1.952629055374243450e+01, 1.664777622625299358e+01, 2.119446936326929887e+01, 1.588918881834861985e+01, 1.863478312516955171e+01, 2.333880032277576788e+01, 1.931970594238610062e+01, 1.606896206426323559e+01, 2.453604589052805451e+01, 1.625500523763634320e+01, 2.049760797618668917e+01, 2.069106396760644984e+01, 2.035132138318094164e+01, 1.621167940136979624e+01, 2.026291237565040504e+01, 1.822404763316721699e+01
2.038000000000000000e+03, 1.945586465868323600e+01, 1.699720702646150983e+01, 2.130156842158066155e+01, 1.527681493941244817e+01, 1.875108552936438855e+01, 2.484905121420901253e+01, 1.869752665768417188e+01, 1.496777487989042932e+01, 2.335201061408071865e+01, 1.627976223555112867e+01, 2.159510134430141548e+01, 2.114350165581636176e+01, 2.046136180725129350e+01, 1.587688131649157341e+01, 2.041038043908097066e+01, 1.969694089594474562e+01
2.039000000000000000e+03, 2.007200375335835574e+01, 1.640163842822849460e+01, 2.123345009821688478e+01, 1.522122024368195525e+01, 1.838680826606911722e+01, 2.481457759069436975e+01, 1.835771380004096187e+01, 1.620793305464598433e+01, 2.545084078347824885e+01, 1.627974544526643896e+01, 2.020562559757521726e+01, 2.050493934929463791e+01, 2.085896388200710660e+01, 1.602638950762642622e+01, 2.070166710424541634e+01, 1.884213465898392670e+01
2.040000000000000000e+03, 1.955740023491910762e+01, 1.752300701387546766e+01, 2.081555115140442780e+01, 1.529483022170730067e+01, 1.956362877203651607e+01, 2.412843627549498038e+01, 1.851879786230258773e+01, 1.697998140730037520e+01, 2.377955715875294018e+01, 1.601863194613760655e+01, 2.106486159036862205e+01, 2.076847425184451978e+01, 1.969066059878605301e+01, 1.566546009977840193e+01, 2.044204314931992528e+01, 1.854595591451623449e+01
2.041000000000000000e+03, 2.029517826892963583e+01, 1.753913214308974133e+01, 2.096731987531993013e+01, 1.556784300350421724e+01, 1.975728442311022448e+01, 2.402759078201400555e+01, 1.807150800731574947e+01, 1.666718739471636823e+01, 2.438639217611865462e+01, 1.604016230246162777e+01, 2.002861036406717687e+01, 2.087349170170007895e+01, 2.154085398004759710e+01, 1.613536916279049649e+01, 1.966082693301876105e+01, 1.883975851120944611e+01
2.042000000000000000e+03, 2.023095014171040162e+01, 1.681487563114304606e+01, 2.103082864089202531e+01, 1.637850838506151163e+01, 1.967011003156800086e+01, 2.395174953086543468e+01, 1.964831885863087280e+01, 1.496195726952897331e+01, 2.632445689124191546e+01, 1.678962160148297755e+01, 2.093325370703119503e+01, 2.134026689120674192e+01, 2.004950973484613996e+01, 1.635076237420433287e+01, 2.006877616845956069e+01, 1.836055375573855031e+01
2.043000000000000000e+03, 1.998469506886493008e+01, 1.749630726618506316e+01, 2.095135127109515238e+01, 1.626504909155922363e+01, 2.148095065691868655e+01, 2.526984388696401496e+01, 1.855452152174350644e+01, 1.614790770351010707e+01, 2.469486140115133921e+01, 1.660252120396212305e+01, 2.156202047675309075e+01, 2.076322489900687884e+01, 2.012665388378826492e+01, 1.697097037416566323e+01, 1.943791228507323510e+01, 1.961142783946426249e+01
2.044000000000000000e+03, 2.012245772973479063e+01, 1.632117782884889579e+01, 2.073331030256797192e+01, 1.561863765806459270e+01, 2.071616342822035151e+01, 2.477449781068953172e+01, 1.870523926872232323e+01, 1.709019610264417821e+01, 2.636442669760629798e+01, 1.695924357360772916e+01, 2.198027834078030551e+01, 1.999467946175435884e+01, 2.143976270489370251e+01, 1.591323178134943639e+01, 2.019070982296330996e+01, 1.929157124638030396e+01
2.045000000000000000e+03, 2.043789740351701667e+01, 1.719567214859958781e+01, 2.139818451079195682e+01, 1.579350003945346614e+01, 1.949731923750140083e+01, 2.462842116752672794e+01, 1.967046611156631997e+01, 1.765529390798356246e+01, 2.647307039248338612e+01, 1.627785762421301641e+01, 2.090340183852737610e+01, 2.112463732056393440e+01, 2.013678218615874727e+01, 1.609075759207786405e+01, 2.039159024248656493e+01, 1.845028795221378459e+01
2.046000000000000000e+03, 2.100160232646615910e+01, 1.734254375022492667e+01, 2.252244782600735107e+01, 1.506273142050395464e+01, 2.050430666950669689e+01, 2.425803928509252572e+01, 1.887330217051969328e+01, 1.689135029321000658e+01, 2.629993093341606780e+01, 1.620201321446959497e+01, 2.141408624803786509e+01, 2.073315461583452901e+01, 2.088497593447286960e+01, 1.652625384677886444e+01, 2.135756479179675793e+01, 1.717478235009923182e+01
2.047000000000000000e+03, 2.117317868302770378e+01, 1.696232737327233409e+01, 2.218638554333342938e+01, 1.600390289500920105e+01, 2.103274067265539315e+01, 2.414378476271908980e+01, 1.946106779232428607e+01, 1.716829985759636656e+01, 2.554738415383295091e+01, 1.681198055532425428e+01, 2.133330023197966696e+01, 2.017740863659955863e+01, 2.100509525007441525e+01, 1.675165982200428161e+01, 2.134100426054000721e+01, 1.876484473761690097e+01
2.048000000000000000e+03, 2.252184301368844999e+01, 1.663164621391562648e+01, 2.199162627929637637e+01, 1.622660714753308042e+01, 1.966367369355196359e+01, 2.567211256380523210e+01, 1.914221845216919959e+01, 1.767547715200097969e+01, 2.628874015482713133e+01, 1.681554607817470171e+01, 2.098240843605089978e+01, 2.075378385468021136e+01, 2.079669043611202994e+01, 1.601964445841852580e+01, 2.014567857831227116e+01, 1.856684253159315290e+01
2.049000000000000000e+03, 2.133044618436483120e+01, 1.731251264734708784e+01, 2.185533046390088785e+01, 1.659404052822722520e+01, 2.181683882614149894e+01, 2.498103478316362214e+01, 1.982573969002864800e+01, 1.634810706014861026e+01, 2.684492475488067242e+01, 1.584111343554453732e+01, 2.167987841656428927e+01, 2.187661258793861307e+01, 2.017787028929645388e+01, 1.580228216343978254e+01, 2.132330701513777882e+01, 1.966313951001365012e+01
2.050000000000000000e+03, 2.187860183423013538e+01, 1.703070034231741658e+01, 2.202567566755548967e+01, 1.700769699824003922e+01, 2.095875541252469532e+01, 2.566277138486190523e+01, 1.888277993096390261e+01, 1.604312127343650474e+01, 2.531244365917566697e+01, 1.639104950380599135e+01, 2.197582548097021515e+01, 2.052575641346652091e+01, 2.044704334744681873e+01, 1.626532704287123110e+01, 2.166129214657904356e+01, 1.773586471009627274e+01
2.051000000000000000e+03, 2.175843542692372523e+01, 1.783445309934637990e+01, 2.163391957882738481e+01, 1.600598934768256498e+01, 2.025851224459967881e+01, 2.502594772724258476e+01, 1.926541426003217694e+01, 1.776765671275271785e+01, 2.618499346345842582e+01, 1.564784390005283932e+01, 2.155269474910339866e+01, 2.126577419680564418e+01, 1.987406469485617322e+01, 1.739917363089745095e+01, 2.210832194853265520e+01, 1.846988501121943216e+01
2.052000000000000000e+03, 2.125838251600999484e+01, 1.783713866866411379e+01, 2.223688414392933765e+01, 1.573611782127357372e+01, 2.149699537181613351e+01, 2.482739099724620857e+01, 1.893824470387700032e+01, 1.779758517404961182e+01, 2.535809806966889113e+01, 1.584700580430400940e+01, 2.324918430304859029e+01, 2.128872359099812073e+01, 2.023008623541526418e+01, 1.786225126113932049e+01, 2.213320937531389632e+01, 1.898621585642151999e+01
2.053000000000000000e+03, 2.177255127274648316e+01, 1.693474749004743174e+01, 2.215655342390901339e+01, 1.639366422356493658e+01, 2.123630701442225899e+01, 2.575806308770680175e+01, 2.050799249310024663e+01, 1.826974328547957072e+01, 2.577041251446386383e+01, 1.617112411844442121e+01, 2.355472643747369688e+01, 2.113741050384011189e+01, 1.958508469902644578e+01, 1.754783404779179889e+01, 2.276532929533631133e+01, 1.996750776464734045e+01
2.054000000000000000e+03, 2.303865513096552320e+01, 1.727966082829732741e+01, 2.247645804546301918e+01, 1.661130487782389764e+01, 2.028163986314709177e+01, 2.579828143354566095e+01, 1.996023955630311519e+01, 1.751195608328831810e+01, 2.584385791247692055e+01, 1.678790694703172193e+01, 2.161532876295446570e+01, 2.168782434864498398e+01, 2.033743417585619895e+01, 1.750590434245123461e+01, 2.238498900655655888e+01, 1.962361939006843414e+01
2.055000000000000000e+03, 2.149880910804309408e+01, 1.813988790315000799e+01, 2.248749491088234365e+01, 1.671904369651068478e+01, 2.058347409149989460e+01, 2.644328492516592988e+01, 1.977710413231478626e+01, 1.697940432389131615e+01, 2.759264283535359752e+01, 1.658434519882471392e+01, 2.222821014992354449e+01, 2.220506413910473853e+01, 2.081047681175777697e+01, 1.780767577171074834e+01, 2.266322182682274899e+01, 1.843777855181194525e+01
2.056000000000000000e+03, 2.083429602011243986e+01, 1.837003087717807404e+01, 2.189770003899120709e+01, 1.746865423804044681e+01, 2.144520196507358634e+01, 2.453912416922581841e+01, 1.999308305455700818e+01, 1.662597607129867328e+01, 2.860536657328841770e+01, 1.732795911059648120e+01, 2.209217021198208997e+01, 2.106032453020215556e+01, 2.186490723680782722e+01, 1.861925969665081837e+01, 2.239271898217168655e+01, 1.719103563555747627e+01
2.057000000000000000e+03, 2.157349106950331574e+01, 1.861153506369900512e+01, 2.237119313118455111e+01, 1.642698040657239744e+01, 2.152923812255018632e+01, 2.606519287090816661e+01, 2.090474805123881907e+01, 1.706972386551629839e+01, 2.841982593742276109e+01, 1.814876294867983120e+01, 2.281036018603004223e+01, 2.144280289718978594e+01, 2.076259374148264314e+01, 1.832509271109919879e+01, 2.285003435309548081e+01, 1.924328263578975751e+01
2.058000000000000000e+03, 2.211554187300666285e+01, 1.837169173724099380e+01, 2.217745634114008269e+01, 1.675062509262597388e+01, 2.226029190393511570e+01, 2.533320933521894247e+01, 2.036848158820329147e+01, 1.780975152542153239e+01, 2.736804747071889921e+01, 1.810841202272272099e+01, 2.414391333853652810e+01, 2.249184778459034462e+01, 2.115417607263031030e+01, 1.774254802616292892e+01, 2.284971157027684896e+01, 1.923351157847762138e+01
2.059000000000000000e+03, 2.239186365720040683e+01, 1.867506802768187413e+01, 2.294322687728330123e+01, 1.621891214672104553e+01, 2.169162462632077037e+01, 2.607048665474462368e+01, 2.047266241284274102e+01, 1.777410823801908180e+01, 2.691404695051623364e+01, 1.808977085527950734e+01, 2.298664744200770471e+01, 2.148017607467094336e+01, 2.188247951348304099e+01, 1.728050774026994318e+01, 2.128310542231507085e+01, 1.931290547881340558e+01
2.060000000000000000e+03, 2.284274691619369690e+01, 1.787601635425674118e+01, 2.185798334591364878e+01, 1.720867944741591060e+01, 2.265502830173802096e+01, 2.638818854040646755e+01, 2.030085758717174116e+01, 1.656864166485995682e+01, 2.563605214863550330e+01, 1.850501216394612669e+01, 2.129833458424519677e+01, 2.215339587689589251e+01, 2.130992925115831227e+01, 1.844552354603106892e+01, 2.232785888083737547e+01, 1.984748793064721184e+01
2.061000000000000000e+03, 2.278972388268121918e+01, 1.909633199255684488e+01, 2.194737981283828532e+01, 1.797331769834895709e+01, 2.151595326227506177e+01, 2.702849270923327651e+01, 1.947697074614530521e+01, 1.601512005562167573e+01, 2.836177763261896700e+01, 1.807853165022666886e+01, 2.184557293215762641e+01, 2.177760061366782907e+01, 2.087031691510432196e+01, 1.810347557874177937e+01, 2.286695224698059903e+01, 2.028617710350996006e+01
2.062000000000000000e+03, 2.256018902194462683e+01, 1.877536361571698365e+01, 2.259140202755739324e+01, 1.754899467692181858e+01, 2.252040719138411262e+01, 2.675403905794209436e+01, 2.086175321690670259e+01, 1.729628193083546606e+01, 2.762588995175405060e+01, 1.775544224935978121e+01, 2.233233162255399051e+01, 2.176276472392338235e+01, 2.080118544604273367e+01, 1.825085833856211792e+01, 2.248543677578772915e+01, 1.991837686050425305e+01
2.063000000000000000e+03, 2.335649062956698785e+01, 1.910510224159053294e+01, 2.378287330300998192e+01, 1.684626667561719415e+01, 2.339627163970076751e+01, 2.635909490132131339e+01, 1.962715864080376349e+01, 1.800282696448309849e+01, 2.751111375909676227e+01, 1.769088169323220328e+01, 2.280690739403422640e+01, 2.195405426170941965e+01, 2.103108137124503685e+01, 1.710060114680526766e+01, 2.311388499825436327e+01, 1.888437902920799516e+01
2.064000000000000000e+03, 2.358278393841999332e+01, 1.910514118055967003e+01, 2.291542315388418416e+01, 1.675247289479065316e+01, 2.380588646912645956e+01, 2.833079068068994388e+01, 2.101195019371331085e+01, 1.721851295774715496e+01, 2.797666636921956496e+01, 1.737572340139428562e+01, 2.482770485784944015e+01, 2.240589537351745264e+01, 2.045142275226121242e+01, 1.764111634705172804e+01, 2.333987074046425292e+01, 1.930359224929604522e+01
2.065000000000000000e+03, 2.312209004914123156e+01, 1.847950449425336217e+01, 2.263495915787461499e+01, 1.753632450325158487e+01, 2.315027399572150912e+01, 2.571780002398382337e+01, 2.123648492630267270e+01, 1.754764980995875945e+01, 2.887297342143678947e+01, 1.700725593578351180e+01, 2.358520969661454458e+01, 2.250612547598479907e+01, 2.114120708682906269e+01, 1.833381126145149409e+01, 2.246944935073501881e+01, 2.010648238583939573e+01
2.066000000000000000e+03, 2.384652212936079607e+01, 1.940374284255669224e+01, 2.269149026482171294e+01, 1.819808714669039418e+01, 2.228838769714501922e+01, 2.836663031484618713e+01, 2.036872434746743821e+01, 1.791742432614028857e+01, 2.641938344737623012e+01, 1.745937321393417818e+01, 2.339376712958666715e+01, 2.189670907798588928e+01, 2.182556411747211200e+01, 1.874175018179547791e+01, 2.380503790463047409e+01, 2.007898987155434867e+01
2.067000000000000000e+03, 2.398146173206454890e+01, 1.978334019706208124e+01, 2.332693302657450474e+01, 1.771963560058398102e+01, 2.219696674107398593e+01, 2.768833357108870175e+01, 2.009968876916755676e+01, 1.861275032139765884e+01, 2.726308565408395879e+01, 1.770148082691792979e+01, 2.352615478127409787e+01, 2.212254990898148321e+01, 2.224458422929090418e+01, 1.756163487463043182e+01, 2.234058971443568709e+01, 2.093821073408255984e+01
2.068000000000000000e+03, 2.432360187083670056e+01, 1.925467230144009179e+01, 2.389065143398091706e+01, 1.686250799962452618e+01, 2.343346006880256027e+01, 2.815457158916385083e+01, 1.955087974637129022e+01, 1.748332332028217806e+01, 2.709617225770912441e+01, 1.739389508559974473e+01, 2.313566178007252816e+01, 2.286746482556930005e+01, 2.229087501276645966e+01, 1.830594018400410761e+01, 2.266662539837280832e+01, 2.083156766452882991e+01
2.069000000000000000e+03, 2.415057650170205505e+01, 1.992189290408409263e+01, 2.392137640339179327e+01, 1.798672880064770396e+01, 2.425300355160423393e+01, 2.719498682222117480e+01, 2.165677460332407378e+01, 1.785471908588557710e+01, 2.849171678408259822e+01, 1.739640171284736780e+01, 2.409552286753100248e+01, 2.306539432296167291e+01, 2.273541095669269652e+01, 1.762398748939922299e+01, 2.301620416584437123e+01, 2.000231598989423532e+01
2.070000000000000000e+03, 2.455510297418715382e+01, 1.868687821159112872e+01, 2.236882859810389590e+01, 1.848731331336647798e+01, 2.306167580626251379e+01, 2.819370211174265961e+01, 2.065756119727248219e+01, 1.851730441042490227e+01, 2.848266795398552276e+01, 1.705765576495193159e+01, 2.456811498233616931e+01, 2.248504259035040320e+01, 2.333887492433897748e+01, 1.814083178674438912e+01, 2.247445245976710737e+01, 1.906223429969229599e+01
2.071000000000000000e+03, 2.378185782872849074e+01, 1.962097556306341417e+01, 2.244873218013169947e+01, 1.827887853170162913e+01, 2.442266206282971197e+01, 2.856195025717400071e+01, 2.012799116988914960e+01, 1.854651981327823052e+01, 3.055977095417439671e+01, 1.730273091348434278e+01, 2.387574028866881193e+01, 2.329813365993262408e+01, 2.225274197312369040e+01, 1.831156795348896082e+01, 2.397158009577391269e+01, 1.824738929952863131e+01
2.072000000000000000e+03, 2.354532846742586827e+01, 1.968443178723334697e+01, 2.307162291694132250e+01, 1.908896388147452683e+01, 2.397978158849957708e+01, 2.836153988727436115e+01, 2.192521313157581275e+01, 1.844339731434617846e+01, 2.767996150600306038e+01, 1.726631437425579563e+01, 2.444562829953630256e+01, 2.288980739621071692e+01, 2.227320393056299253e+01, 1.934802072958770935e+01, 2.455733701532550128e+01, 1.943800506661921546e+01
2.073000000000000000e+03, 2.408547058618990988e+01, 1.971418585627583653e+01, 2.254607953797250985e+01, 1.827897977631015536e+01, 2.426764095063634841e+01, 2.857535398590957243e+01, 2.240576500269940752e+01, 1.874124627011474331e+01, 2.890293898769006375e+01, 1.748316338263083480e+01, 2.492351307399169258e+01, 2.287711691642061140e+01, 2.261570637731853850e+01, 1.881838948309468762e+01, 2.254686444742459983e+01, 1.964476918436800190e+01
2.074000000000000000e+03, 2.319685650754140482e+01, 1.946841794812144144e+01, 2.331319910710767829e+01, 1.803359780795194212e+01, 2.445701933985615995e+01, 2.770155597822488147e+01, 2.311617769600704619e+01, 1.765169314611801710e+01, 3.062968182675355422e+01, 1.828110302311960922e+01, 2.430602280323387987e+01, 2.262654733359790882e+01, 2.325988573077168908e+01, 1.879666899709724959e+01, 2.328392813217439894e+01, 2.075764076049539142e+01
2.075000000000000000e+03, 2.480543257409496505e+01, 2.026835883891995849e+01, 2.441108262283851715e+01, 1.872484361658724339e+01, 2.355943927016990713e+01, 2.861745092044670358e+01, 2.259984407511194959e+01, 1.861217630897721875e+01, 2.846490620613169753e+01, 1.860753774043682540e+01, 2.296385273743852551e+01, 2.478687309645339454e+01, 2.335713515640574300e+01, 1.918811056733165188e+01, 2.422315956156682404e+01, 2.099303789320549640e+01
2.076000000000000000e+03, 2.444367927020274323e+01, 2.001061396523513736e+01, 2.264685339922230156e+01, 1.797312595545874814e+01, 2.399418183636966617e+01, 2.831418597379597202e+01, 2.010363560348468681e+01, 2.013799957139126562e+01, 2.793238785071626396e+01, 1.739394024546697182e+01, 2.417087328497130372e+01, 2.269787380915800412e+01, 2.248852385009671551e+01, 1.975762796120966414e+01, 2.468474200682316422e+01, 2.051356964034507868e+01
