year, MPI-ESM1-2-LR, CNRM-ESM2-1, EC-Earth3-Veg, UKESM1-0-LL, CMCC-ESM2, TaiESM1, NorESM2-LM, IPSL-CM6A-LR, NorESM2-MM, CESM2-WACCM
2.027000000000000000e+03, 5.090973049438379714e-11, 2.013071093814622033e-10, 1.415052375888464275e-10, 4.869823847731748122e-12, 2.283530811444160996e-10, 1.820888872864602445e-10, 8.375502504144345939e-10, 7.708627470732870426e-11, 7.422128918588538333e-10, 1.545427323227360357e-10
2.028000000000000000e+03, 4.912796819378987622e-11, 2.025011940050072632e-10, 1.221937351633438575e-10, 5.325546917817660114e-12, 2.285211399438437311e-10, 1.771989635659501979e-10, 9.238388153606181575e-10, 7.654437777829820757e-11, 7.500367133835734580e-10, 1.566130518635204142e-10
2.029000000000000000e+03, 4.983667414015996314e-11, 2.006738675876751770e-10, 1.435097072280230079e-10, 8.110965264035705451e-12, 2.291389243056524604e-10, 1.722001136858385725e-10, 8.205073886027793951e-10, 7.617582525026326420e-11, 8.105123327612893210e-10, 1.565701775301233566e-10
2.030000000000000000e+03, 5.068554690589573595e-11, 1.991524582188572711e-10, 1.239471513165703819e-10, 1.252360036251499535e-11, 2.104405659160493649e-10, 1.580204930947473170e-10, 7.315443875644366371e-10, 7.570835194760397091e-11, 7.756181350402053418e-10, 1.573242385666350400e-10
2.031000000000000000e+03, 5.070532115801927747e-11, 1.816563938675313372e-10, 1.218809999149227475e-10, 1.690177148711356916e-11, 2.094258061381461060e-10, 1.538994878134311914e-10, 7.543386587969674694e-10, 6.441479948392328784e-11, 7.273672908360304797e-10, 1.507299382939808257e-10
2.032000000000000000e+03, 5.063823139657450211e-11, 1.823179575664298900e-10, 1.267197766768901440e-10, 2.237753986363477458e-11, 2.084868968685867798e-10, 1.509286722094256635e-10, 7.643979635166552643e-10, 6.409619448820926487e-11, 7.491788084018365624e-10, 1.524023594034831511e-10
2.033000000000000000e+03, 4.988802350404250406e-11, 1.827576982298517011e-10, 1.270358063128707566e-10, 2.568571358918262114e-11, 2.078348895219036292e-10, 1.496949580447030195e-10, 8.433334207177886203e-10, 6.385114970552093222e-11, 7.590024298083815786e-10, 1.524431379034124022e-10
2.034000000000000000e+03, 4.947736050655177270e-11, 1.838075967637663794e-10, 1.246773359071946421e-10, 2.778327013651873225e-11, 2.073914120209398008e-10, 1.479068383168631981e-10, 9.047111821649213514e-10, 6.348518608697879602e-11, 7.053598157620071919e-10, 1.519967644178878308e-10
2.035000000000000000e+03, 4.584115988107738487e-11, 1.844526587777137545e-10, 1.303595899374564461e-10, 3.010421690930968451e-11, 2.040807186791631516e-10, 1.430954486130138437e-10, 8.067578970432308713e-10, 6.315499675082421473e-11, 6.881413710697305093e-10, 1.519804077814425497e-10
2.036000000000000000e+03, 4.319475793794107996e-11, 1.556434009014149444e-10, 1.268416374033008837e-10, 2.984860464937743645e-11, 2.039568369245204564e-10, 1.418292265525336905e-10, 8.545205128618844043e-10, 5.523386621331011984e-11, 7.351565540450387295e-10, 1.576894103690797004e-10
2.037000000000000000e+03, 4.222559517550557555e-11, 1.538069478068771140e-10, 1.273802483230966615e-10, 3.024601809752273393e-11, 2.039965217784701901e-10, 1.409435048023590550e-10, 9.160259404579444524e-10, 5.483574696413187380e-11, 7.244768817611909007e-10, 1.576190903309923662e-10
2.038000000000000000e+03, 4.104577744660291156e-11, 1.523043053737635022e-10, 1.290025280044904591e-10, 3.215918859611034353e-11, 2.038956121540160817e-10, 1.395422602113730320e-10, 8.862454743357274600e-10, 5.450691284539886041e-11, 7.601996859427676922e-10, 1.578794064312871454e-10
2.039000000000000000e+03, 4.090233193473031634e-11, 1.503797723535564837e-10, 1.348840132589303958e-10, 3.376675829132582506e-11, 2.043147922671121718e-10, 1.394438330051727688e-10, 8.392602134115561582e-10, 5.415157208550634937e-11, 7.909615872383856395e-10, 1.587747320320138053e-10
2.040000000000000000e+03, 4.167216604344314434e-11, 1.482019041709308538e-10, 1.413738394650950674e-10, 3.402234946341776781e-11, 2.125284787956846012e-10, 1.411074037074185063e-10, 8.152773656497122679e-10, 5.377637776628838041e-11, 8.152734769817849433e-10, 1.581940614562896897e-10
2.041000000000000000e+03, 4.208629772780236635e-11, 1.599773421175973759e-10, 1.289823298798899025e-10, 2.830794042908191628e-11, 2.126719043798145715e-10, 1.409689462293025094e-10, 8.538003850992421802e-10, 6.400828491532261205e-11, 7.986509861698201960e-10, 1.579852902253489407e-10
2.042000000000000000e+03, 4.157686147497776816e-11, 1.600841477886935798e-10, 1.286089857985106985e-10, 2.726949133969678564e-11, 2.141816772230646933e-10, 1.396369705266675933e-10, 9.106057322083488196e-10, 6.442191457139815825e-11, 8.409032568786038767e-10, 1.589188824286748687e-10
2.043000000000000000e+03, 4.051736463269503422e-11, 1.599960421234715113e-10, 1.288393856124425011e-10, 2.834103437174565433e-11, 2.137817562826533181e-10, 1.398173991473409967e-10, 1.017292145967116464e-09, 6.481838750590487263e-11, 8.652231850221636410e-10, 1.585701280070922444e-10
2.044000000000000000e+03, 3.964906341964417824e-11, 1.601017710409811283e-10, 1.286437949509059077e-10, 2.960574485832873881e-11, 2.137883281297283480e-10, 1.407601641822040087e-10, 9.703455979089038597e-10, 6.514931341231929168e-11, 8.679378942207496797e-10, 1.591498478414299973e-10
2.045000000000000000e+03, 3.751843077772736932e-11, 1.610612970782681945e-10, 1.371721805279888628e-10, 2.951145738610894722e-11, 2.061642570979300522e-10, 1.369701447591556302e-10, 8.712426104974870243e-10, 6.584375574946646902e-11, 8.444764846373606280e-10, 1.593655337278495475e-10
2.046000000000000000e+03, 3.591832206768849115e-11, 1.526572556404541968e-10, 1.185074431874681463e-10, 2.560583845305225384e-11, 2.062274626984424776e-10, 1.361303748655334576e-10, 8.071480719385127936e-10, 5.455493052156924616e-11, 8.653540056432576958e-10, 1.607181451013455455e-10
2.047000000000000000e+03, 3.616192896103759899e-11, 1.536986011614735752e-10, 1.244974054295740508e-10, 2.392138420805572539e-11, 2.045042579753963985e-10, 1.350714282278849781e-10, 9.322429628618799291e-10, 5.488147140420632813e-11, 8.432215297780866752e-10, 1.609215906764132186e-10
2.048000000000000000e+03, 3.719768618877554060e-11, 1.550793678630972589e-10, 1.234539173419594930e-10, 2.311397168504747943e-11, 2.039014702310233480e-10, 1.349880916910231234e-10, 9.795852514691702315e-10, 5.533914866880085017e-11, 7.955412490319053552e-10, 1.594218606494495535e-10
2.049000000000000000e+03, 3.702764774842650332e-11, 1.561828491222565519e-10, 1.268802189010757477e-10, 2.277263385930167131e-11, 2.045877698607519827e-10, 1.347788932422432541e-10, 9.860026485319172887e-10, 5.572982352501088758e-11, 7.564068892339139941e-10, 1.594301150666986303e-10
2.050000000000000000e+03, 4.163438848987499205e-11, 1.578893731574687223e-10, 1.289245362004543618e-10, 2.189805288617132421e-11, 2.254983651486077562e-10, 1.517518788527710776e-10, 9.479635878032001667e-10, 5.610453823861223011e-11, 7.649755110781560353e-10, 1.596835687158896936e-10
2.051000000000000000e+03, 4.364828515427604518e-11, 1.784130485424244196e-10, 1.448839446337228132e-10, 1.769565489983035692e-11, 2.247449823146656937e-10, 1.556669602104081425e-10, 9.066077585907429210e-10, 7.421889632863311804e-11, 8.620045013194717862e-10, 1.588885489455808370e-10
2.052000000000000000e+03, 4.543702294531607270e-11, 1.822922017425260912e-10, 1.472178604289166081e-10, 1.526458236744736979e-11, 2.251410092789408816e-10, 1.587100862238976535e-10, 9.049495447684295492e-10, 7.535357070627138612e-11, 8.854950863861214597e-10, 1.602132607951543278e-10
2.053000000000000000e+03, 4.634825726203037335e-11, 1.875783695749065220e-10, 1.437770358623590476e-10, 1.425307269968932978e-11, 2.261976690745890957e-10, 1.586226810697861592e-10, 1.002161192758039890e-09, 7.622280015888556000e-11, 9.125501196027558521e-10, 1.603253101592018149e-10
2.054000000000000000e+03, 4.656197049327146293e-11, 1.885722797087386419e-10, 1.451106984954906794e-10, 1.447217070540356918e-11, 2.280398292003543048e-10, 1.582997408732424402e-10, 1.107020512692711500e-09, 7.733107435653334478e-11, 9.813565826627149432e-10, 1.597671255832652342e-10
2.055000000000000000e+03, 4.899339453556406992e-11, 1.905801846149084176e-10, 1.513860621425243262e-10, 1.633578866726077041e-11, 2.146110813547696413e-10, 1.520667433009243116e-10, 1.065955647245667817e-09, 7.839630684064904730e-11, 1.079569379275476590e-09, 1.589936946012729456e-10
2.056000000000000000e+03, 5.075245346407278364e-11, 1.924786565505382931e-10, 1.258123431791048087e-10, 1.429818921201688253e-11, 2.141980271747953861e-10, 1.521185456891273161e-10, 1.029705909125073833e-09, 7.128859800119683850e-11, 1.073897720177373745e-09, 1.678588490988684562e-10
2.057000000000000000e+03, 5.226679609852260975e-11, 1.945949579101967001e-10, 1.291298093735671567e-10, 1.282423464720855223e-11, 2.129019811721984364e-10, 1.521488497486283497e-10, 9.177097053005694729e-10, 7.225717238468217949e-11, 1.031499402662031634e-09, 1.688210174064789608e-10
2.058000000000000000e+03, 5.341006749210444130e-11, 1.961161232360077424e-10, 1.313483634257955978e-10, 1.226528821911168726e-11, 2.121644236785818755e-10, 1.532527249691236517e-10, 9.958609013437224274e-10, 7.325629248701695084e-11, 9.850846894847645820e-10, 1.691733263835143195e-10
2.059000000000000000e+03, 5.476764436312204504e-11, 1.983221620138530400e-10, 1.327284923343309703e-10, 1.239352265115205883e-11, 2.128787870493410103e-10, 1.529671606077522707e-10, 1.022463854319821492e-09, 7.408371685315737051e-11, 9.817834025061468867e-10, 1.689824189338980342e-10
2.060000000000000000e+03, 4.820454679828405258e-11, 2.005151270132242212e-10, 1.393112698612111693e-10, 1.246876714810722250e-11, 2.102089363687981369e-10, 1.428661136012041155e-10, 1.000246290124777042e-09, 7.483121294824312559e-11, 1.096933156455770616e-09, 1.694660560918530646e-10
2.061000000000000000e+03, 4.353809101860974998e-11, 1.747907785557926522e-10, 1.339089910683560331e-10, 1.062074907594540264e-11, 2.092431394338827548e-10, 1.412220363001108622e-10, 1.130285790728719540e-09, 7.334643478763533738e-11, 1.070655484965988763e-09, 1.988197707797440027e-10
2.062000000000000000e+03, 4.194581568683368160e-11, 1.748624697892942425e-10, 1.310404449057196976e-10, 1.047973562788339393e-11, 2.082844391251213949e-10, 1.419118345360834408e-10, 1.147565051178966333e-09, 7.344921174728293263e-11, 9.619462783902072099e-10, 2.006655194783450759e-10
2.063000000000000000e+03, 4.193354625454100289e-11, 1.744508741258944623e-10, 1.391153253319039875e-10, 1.093753759755949417e-11, 2.074263066821736296e-10, 1.420489229766383211e-10, 1.088542267118351134e-09, 7.312716198888331328e-11, 9.132873604225541347e-10, 2.021171106049379338e-10
2.064000000000000000e+03, 4.210736727524993474e-11, 1.783808375830910333e-10, 1.389565063841577888e-10, 1.112172055815023391e-11, 2.079435274843399253e-10, 1.413393988142870913e-10, 9.496062534262327986e-10, 7.314409604329189789e-11, 8.772979665434582176e-10, 2.028890310095906419e-10
2.065000000000000000e+03, 4.730579704725934196e-11, 1.790682624604303392e-10, 1.443762640443186167e-10, 1.206069312436964169e-11, 2.034639260829523786e-10, 1.461933772387200006e-10, 1.048229585818314601e-09, 7.309536535116443757e-11, 9.648841314898203961e-10, 2.042163048260020927e-10
2.066000000000000000e+03, 4.947801862877100257e-11, 1.599357656024321476e-10, 1.202228874630958950e-10, 1.328192283012191127e-11, 2.012520997549313812e-10, 1.454853275264264049e-10, 1.086179468385033441e-09, 6.334702789399219986e-11, 9.743301100928154125e-10, 1.796352604477773871e-10
2.067000000000000000e+03, 4.982289561442128002e-11, 1.590123854869381971e-10, 1.229205359178570616e-10, 1.426891500679151320e-11, 2.015903158658290301e-10, 1.463328258575823396e-10, 1.077527385543928467e-09, 6.333031454339253779e-11, 9.591095372429842998e-10, 1.781779925216266888e-10
2.068000000000000000e+03, 5.075538175255954800e-11, 1.577171547856377388e-10, 1.343068336859311995e-10, 1.555693485763679516e-11, 2.002542529657819156e-10, 1.461734359024524424e-10, 1.062878734721430596e-09, 6.318499684233926311e-11, 1.016353026950384602e-09, 1.778878771143968312e-10
2.069000000000000000e+03, 4.957765130328968077e-11, 1.566330360349814690e-10, 1.296986284915373561e-10, 1.640672104044156975e-11, 2.003115417849998639e-10, 1.458074876077910290e-10, 1.100321715339834819e-09, 6.297674030092188701e-11, 1.020687917736187358e-09, 1.767376349328688263e-10
2.070000000000000000e+03, 4.349005861342651598e-11, 1.558698594560689548e-10, 1.312747614068837889e-10, 1.612170963173737858e-11, 2.013388758549533337e-10, 1.430945845464031785e-10, 1.215371216167311125e-09, 6.284091986222018384e-11, 1.068776227823216173e-09, 1.765602794851883153e-10
2.071000000000000000e+03, 4.071114090104947597e-11, 1.401565306092986647e-10, 1.178060327839850230e-10, 1.146744296806849300e-11, 1.993300589156223171e-10, 1.423374870389211741e-10, 1.255950943791298834e-09, 6.121203059985810337e-11, 1.026362644843306614e-09, 1.857530748201373592e-10
2.072000000000000000e+03, 4.075319270247315966e-11, 1.401851001260353367e-10, 1.243165081984532344e-10, 9.645734336357938644e-12, 1.970056699479223838e-10, 1.420046571736053784e-10, 1.254255650684719874e-09, 6.122799848893206124e-11, 1.065847885775501866e-09, 1.871192002555567517e-10
2.073000000000000000e+03, 4.018279378565095047e-11, 1.391448612029005334e-10, 1.263176653717058342e-10, 9.801075071976001013e-12, 1.974322055605013668e-10, 1.413766743879871663e-10, 1.175474322220816667e-09, 6.139332903149042656e-11, 1.053225201594098855e-09, 1.874194669909326723e-10
2.074000000000000000e+03, 3.911837585926721540e-11, 1.380211317916435818e-10, 1.283385450236008844e-10, 1.093209356471154265e-11, 1.969624731521322765e-10, 1.404225106902316658e-10, 1.161275151406255070e-09, 6.109192656946709614e-11, 1.088799645352369402e-09, 1.884587299258601554e-10
2.075000000000000000e+03, 3.852303486471286653e-11, 1.377110077203423798e-10, 1.285721719915773257e-10, 1.109826207581126546e-11, 1.954394291065499352e-10, 1.378949927917729794e-10, 1.125820173636629541e-09, 6.096641085518245275e-11, 1.110582326421508871e-09, 1.897860063053712033e-10
2.076000000000000000e+03, 3.909875366630125688e-11, 1.242139584119286559e-10, 1.268809668925421571e-10, 8.705119994999612790e-12, 1.925090405229368925e-10, 1.384045579129039975e-10, 1.153256962048804274e-09, 6.753196256358277944e-11, 1.144000656730328563e-09, 2.331500771242816930e-10
2.077000000000000000e+03, 3.922261402583511690e-11, 1.259699005131533056e-10, 1.351193218951008101e-10, 8.074941185069913604e-12, 1.920281188535430856e-10, 1.389251146728190836e-10, 1.167861440097961492e-09, 6.814119671575628434e-11, 1.017930757617076179e-09, 2.357941046773600685e-10
2.078000000000000000e+03, 3.898265016912515629e-11, 1.265817832295497730e-10, 1.380585892847338867e-10, 9.734656271444026795e-12, 1.927428148253923585e-10, 1.369097138030405140e-10, 1.127626483211071709e-09, 6.872203003133292159e-11, 9.803872898240395420e-10, 2.379311820454168135e-10
2.079000000000000000e+03, 3.799322370583570678e-11, 1.258244271094187417e-10, 1.371742828482630486e-10, 1.160016024549533702e-11, 1.919623947144382225e-10, 1.355447148758063718e-10, 1.082869914907559194e-09, 6.918618245920112471e-11, 1.113880341928218339e-09, 2.383816347360322963e-10
2.080000000000000000e+03, 3.596272543944878701e-11, 1.252600695091255021e-10, 1.329679936303821751e-10, 1.184324116977651660e-11, 1.902316528332878638e-10, 1.324023386762718192e-10, 1.042700858023341118e-09, 6.959808986761111940e-11, 1.129811449154811559e-09, 2.395835074301494830e-10
2.081000000000000000e+03, 3.410215090715655478e-11, 1.160729999170376550e-10, 1.131740835863520502e-10, 8.845478091117087643e-12, 1.895981373220007851e-10, 1.325954163722244027e-10, 1.133358131830424598e-09, 5.682680986634389113e-11, 1.139358841196351201e-09, 2.227952010408989738e-10
2.082000000000000000e+03, 3.308512910818791342e-11, 1.193486011807555530e-10, 1.137550295621005392e-10, 7.927693118788769347e-12, 1.907315294920069708e-10, 1.324503629768603219e-10, 1.117976067590680924e-09, 5.679917022741141438e-11, 1.068171397959337855e-09, 2.237914577175555982e-10
2.083000000000000000e+03, 3.274344860604850154e-11, 1.206490000715790235e-10, 1.112790054660441586e-10, 7.628639979588898833e-12, 1.915933124800427978e-10, 1.310208664197341638e-10, 1.169527046838888637e-09, 5.691747863375363554e-11, 1.159639230319673483e-09, 2.216517747070874372e-10
2.084000000000000000e+03, 3.221701437542808451e-11, 1.217484116215421810e-10, 1.151024803297407319e-10, 7.974323245907364533e-12, 1.919370552924252242e-10, 1.299631018748192975e-10, 1.223022782300991221e-09, 5.700556110538232725e-11, 1.157227213579055336e-09, 2.225832832837179971e-10
2.085000000000000000e+03, 3.339737809196923072e-11, 1.217516746902149254e-10, 1.178074759020054849e-10, 8.896180027748262934e-12, 1.910320137055148851e-10, 1.229416708554512018e-10, 1.145723103574363444e-09, 5.686910652931940167e-11, 1.100212312130111488e-09, 2.222306746854248932e-10
2.086000000000000000e+03, 3.399034101098533347e-11, 1.130331843409274646e-10, 1.022832378154694756e-10, 6.659833466611476886e-12, 1.901153448823821350e-10, 1.219889295246376289e-10, 1.101123191155299961e-09, 6.349982614307298785e-11, 1.124479868946157288e-09, 1.947404667776709725e-10
2.087000000000000000e+03, 3.388931044802497035e-11, 1.130970833121190188e-10, 1.050602344094499083e-10, 5.371994450249395114e-12, 1.904297180355699172e-10, 1.220830713593467248e-10, 1.137458072797456800e-09, 6.365101080254307296e-11, 1.145780631034965344e-09, 1.925031105445524938e-10
2.088000000000000000e+03, 3.433752499555065419e-11, 1.133715021504200088e-10, 1.080143591425813932e-10, 4.794667841094118108e-12, 1.904071710261937535e-10, 1.206469615862706844e-10, 1.275408573654148403e-09, 6.381126392736674701e-11, 1.142977369956546120e-09, 1.907427783645379980e-10
2.089000000000000000e+03, 3.468001714750711215e-11, 1.156697333919963758e-10, 1.094218607090164496e-10, 5.083309265673493419e-12, 1.910543411100596057e-10, 1.194828172151338331e-10, 1.268326364710606047e-09, 6.398087461046272566e-11, 1.242026170814120672e-09, 1.888601705957403520e-10
2.090000000000000000e+03, 3.487083461152271175e-11, 1.172354647868643651e-10, 1.089531940470247053e-10, 5.734619856653845259e-12, 1.890961710474825112e-10, 1.210132241367073424e-10, 1.208046307232232663e-09, 6.433756168765585985e-11, 1.236891421344066105e-09, 1.864511247647554267e-10
2.091000000000000000e+03, 3.565120811660432321e-11, 1.213912583063631124e-10, 9.601243545043691472e-11, 4.998337205903582665e-12, 1.886600003713119139e-10, 1.215718795573919906e-10, 1.225797661150159243e-09, 6.345695570495186846e-11, 1.112021620663210700e-09, 1.514401980485116038e-10
2.092000000000000000e+03, 3.609644263954123490e-11, 1.255828726008029645e-10, 9.808617440401745709e-11, 4.462142529882682418e-12, 1.890137009156667515e-10, 1.207350198345787238e-10, 1.223703287004361273e-09, 6.392353891154730709e-11, 1.190551807269832679e-09, 1.483310919341162825e-10
2.093000000000000000e+03, 3.611632682710283735e-11, 1.272887352697195908e-10, 9.952099681581538585e-11, 4.211396049551231647e-12, 1.883586986931184886e-10, 1.200639818227413548e-10, 1.086032902207371496e-09, 6.516440678865345568e-11, 1.220258648194252591e-09, 1.448091735288280390e-10
2.094000000000000000e+03, 3.579463883089366021e-11, 1.275308509655127252e-10, 1.061271528796636425e-10, 4.106636847167657405e-12, 1.869132436551935769e-10, 1.196246177780640163e-10, 1.122086179281995794e-09, 6.620590338201115175e-11, 1.203157953633628012e-09, 1.419122591865401330e-10
2.095000000000000000e+03, 3.864378872344098804e-11, 1.297197537146692620e-10, 1.030481857553494644e-10, 4.157896225283280810e-12, 2.005356545262508565e-10, 1.218873679817603681e-10, 1.159909474494454524e-09, 6.721713693125706146e-11, 1.162272528978877855e-09, 1.401238368655474927e-10
2.096000000000000000e+03, 4.068361234412133876e-11, 1.498875169565070697e-10, 1.017291637707270047e-10, 5.946918403575273480e-12, 2.019958442041362122e-10, 1.211062859203563080e-10, 1.226050289997112074e-09, 7.573341060580508008e-11, 1.122308532963539662e-09, 1.362708491015080155e-10
2.097000000000000000e+03, 4.075606759840250892e-11, 1.588528837540988077e-10, 1.046402346023162864e-10, 1.059507792559388230e-11, 2.000784242579875165e-10, 1.204098500731771839e-10, 1.318628787057801292e-09, 7.661550595269189274e-11, 1.115962708142530590e-09, 1.338593366331812665e-10
2.098000000000000000e+03, 4.040043703874616513e-11, 1.616299385644320078e-10, 1.132733318206955074e-10, 1.288620643429146964e-11, 2.021709053108506069e-10, 1.192213071950770425e-10, 1.196020878730197485e-09, 7.759207655408721445e-11, 1.119786368950409006e-09, 1.315478978706936683e-10
2.099000000000000000e+03, 4.099126724203496651e-11, 1.642134085196435175e-10, 1.138667752319621713e-10, 1.528626496588343202e-11, 2.038865630723400656e-10, 1.173506651792592185e-10, 1.210306459142428854e-09, 7.833899649543465784e-11, 1.209428321441359314e-09, 1.301591671410970924e-10
2.100000000000000000e+03, 2.306040691238063650e-11, 1.666634062558878680e-10, 1.173334071106546187e-10, 1.612359894162380744e-11, 1.337789295288292556e-10, 8.262979234846300269e-11, 1.198453391026998639e-09, 7.921793539764607922e-11, 1.197447366429785394e-09, 1.265544845974691399e-10
