year, MPI-ESM1-2-LR, TaiESM1, NorESM2-LM, CanESM5, INM-CM5-0, CESM2-WACCM, GFDL-ESM4, CNRM-ESM2-1, CMCC-CM2-SR5, EC-Earth3-Veg, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-MM, MIROC-ES2L, UKESM1-0-LL, INM-CM4-8
2.074000000000000000e+03, 3.828341870891590060e-01, -7.880983769373706149e-01, 1.573228178423624335e-01, 2.445697593395536606e-01, -1.117892182625772057e-01, 6.666548313346863930e-01, 7.258224502571997139e-01, 1.172901636709885231e+00, 5.786225423856140582e-01, 2.608081550401331605e-01, 4.996302445474442022e-01, 6.424419131065312039e-01, 4.954206237804709700e-01, 2.245128075490356589e-01, 1.817412951575941293e-01, 1.084991870650970469e+00
2.075000000000000000e+03, 9.766186045117482284e-02, 4.653476572604478556e-01, 2.765489274360819483e-01, 1.310949224279985836e+00, 1.128840315391274940e+00, 5.970652441924894083e-01, 6.882425067958016784e-01, 1.107132106974836105e+00, -2.070655884151668957e-01, 9.429930694169302852e-01, 4.614796466444066603e-01, 6.998154549452053619e-01, 5.035079233119501563e-01, 1.038420832528737181e+00, -1.588129023967520259e-01, 1.326670098524728392e+00
2.076000000000000000e+03, 1.195506621114771628e-01, 9.888911554190121800e-01, 3.193443466048547785e-01, 8.741941922295847212e-01, -4.699179938669900136e-01, 5.550122259055598750e-01, -6.296516803748766211e-01, 1.103076435135626143e+00, -3.200620738534345339e-02, -9.424288103322548960e-01, -4.910317359245010560e-01, 9.875075907626105209e-01, 4.650084180505937859e-01, -1.134684744931667572e-01, 1.116305414330897861e-01, -4.863869226474042129e-02
2.077000000000000000e+03, 2.554029986572843303e-01, -6.005681280985572523e-02, 3.165470062272520702e-01, 8.419297033470756197e-01, 7.093205368373825537e-02, 4.579678074094974960e-01, 9.755500765888820425e-01, 1.481114647236977389e+00, -7.036328665255864312e-01, -4.598123527227858109e-01, -2.388410151593922393e-01, 4.412770073474771571e-01, 3.218436819438437735e-01, 4.875583392762491974e-01, -1.431276781005672571e-01, -1.301108067521896006e+00
2.078000000000000000e+03, 2.222300474269154613e-01, -6.450845523580355234e-01, 3.458053891917457490e-01, 4.945474877192383434e-01, 7.062170592663455926e-01, 1.343266690150104747e-01, 9.291036302163232508e-01, 1.266649115778635926e+00, 1.090581885896237946e+00, 8.947487518222927427e-01, -1.630009155535361992e-02, 6.994747424134782898e-01, 2.712764728618798360e-01, 5.466642051508204814e-01, 4.949527292983841864e-01, 3.146489832815933529e-01
2.079000000000000000e+03, 1.275029582967383557e-01, -2.214876557087146758e-01, 2.380544125193021776e-01, 5.272741663945574864e-01, 4.436857846590391841e-01, 2.358032653271659451e-01, -3.089337934862226853e-01, 6.197429281739759155e-01, 4.266313281943916458e-01, 9.223621399180654823e-01, 4.552863388185404703e-03, 5.362734026080734351e-01, 5.717047755887227911e-01, 8.622902438936320690e-01, 6.098231177363414024e-02, 2.762400256073388460e-01
2.080000000000000000e+03, 4.166161361986274181e-01, -3.783408984047977319e-01, 5.883265525702532361e-01, 6.372344730405463675e-01, 1.065089063601017294e+00, 2.904481896769344762e-01, 1.248628758183155663e+00, 1.476986362996038471e+00, 2.979084270936447343e-01, 2.218087180246250401e-01, 1.377912401345194882e-01, 1.296730402146233641e-01, 5.360859172465438638e-01, 6.466205550762490484e-01, 1.836367997599354374e-02, 1.199118614619897605e-01
2.081000000000000000e+03, 1.674417326266051109e-01, 6.874184775308314066e-01, 3.201882573445170577e-01, 6.877539460450299291e-01, -7.085342284000650803e-01, 6.328596560427482975e-01, 9.125778560387958205e-01, 8.410342614007587647e-01, 6.007567972134022494e-01, 7.490096027622120123e-02, 7.013785895570820439e-02, 7.573128332726500878e-01, 2.748663470039426349e-01, 5.086436109305844666e-02, 2.106739550709742573e-02, 6.322813874861069605e-01
2.082000000000000000e+03, 1.302583317694709086e-01, 2.732959214936075965e-01, 3.986355442362864987e-01, 9.324377572901962896e-01, 9.989445756691427425e-01, 4.418548559362176498e-01, 5.166376895088986565e-01, 1.498905275293260342e+00, -9.762305463864778821e-02, -1.287191763449123394e-01, 3.323620432309979528e-02, 8.627889283314887914e-01, 2.078336183121418934e-01, 9.777896621457859982e-01, 9.625153798090689550e-02, 2.270548256257255981e-01
2.083000000000000000e+03, 1.078026061941453201e-01, -4.347528646500039007e-01, 3.373990249489269844e-01, 2.596085516459548659e-01, -2.541702853909394433e-01, 4.504460717736751274e-01, 4.058738460243584423e-01, 1.025613054002911140e+00, -6.441602149062538585e-01, 2.634682568614944431e-01, 2.242532535478424516e-01, 1.015400338881978781e+00, 6.752411777010548510e-01, 3.209789728368513950e-01, 9.879089824263286024e-02, -5.090712636120455770e-01
2.084000000000000000e+03, -9.425395936759085880e-02, -2.785248076809674900e-01, 1.311369311112399183e-01, 4.409972689210856500e-01, 6.059251537298055990e-01, 6.628296206882119401e-01, -6.264458505705926550e-01, 6.807053811079874506e-02, -8.930739447941765663e-02, 8.770414543779115890e-01, 8.027286328399307544e-03, 7.816038561129194928e-01, 5.469004874232764601e-01, 3.991939281739221301e-01, 9.418555130627244421e-02, -8.647016975289919527e-01
2.085000000000000000e+03, -2.361687628715913867e-02, 2.486823934777832729e-02, 3.702475419000451073e-01, 1.246098381459604498e+00, 1.080805392911310170e+00, 9.996654109370776975e-02, 8.483167848036973213e-01, 1.169665596650077299e+00, 1.530048226457032312e+00, 1.871883366361450432e-02, -5.147164918705481318e-01, 8.548520190376979189e-01, 2.842486149700410025e-01, 3.986632572406182545e-02, 5.362456922115228508e-01, 5.803089533100418418e-01
2.086000000000000000e+03, 2.957262803897734993e-01, 9.449856731780051922e-01, 1.492102846076718003e-01, 8.368724585219807777e-01, 7.622056753057990797e-01, 7.713953734713731025e-01, 4.731039586553416609e-01, 1.473640358220642987e+00, -7.968687109601545471e-01, -4.642457467773271618e-01, -9.268041116189637205e-03, 2.741435230930420741e-01, 5.582021607200252644e-01, 6.493804682043387011e-01, -4.599426470798318456e-01, 8.985050695113117047e-01
2.087000000000000000e+03, 7.904274474080386081e-01, -3.710897736831639954e-02, 3.273951627614332116e-01, 1.487736252342383381e+00, 5.468777791945059752e-01, 4.337362488573467401e-01, 5.592726532798624195e-01, 1.102008703459911088e+00, -5.086287293096993789e-01, 6.724634793740561500e-01, 5.415519639076524228e-02, 4.153296254743655269e-01, 6.722685578499667525e-01, -2.395663898469997666e-02, 1.823855260972459258e-01, 3.175735051592797342e-01
2.088000000000000000e+03, 1.723731504548052795e-01, -7.379730978197980296e-01, 3.441608890255321573e-01, 9.669175430419586492e-01, -5.566842618629854744e-01, 3.662182389999579235e-01, 5.247657055316572450e-01, 1.129444162487648784e+00, -4.015234636586941241e-01, 9.489772423046104466e-01, 7.990822784969038584e-02, 3.626098041111045500e-01, 6.602384966932676180e-01, 2.865533490147402218e-01, -3.087865247888846310e-01, -1.069016827088744570e+00
2.089000000000000000e+03, 5.215292828318002921e-02, -3.477836065447839076e-01, 3.770628806573613212e-01, 1.503280951318449965e+00, 5.054325722214614292e-01, 7.877695912832120839e-02, 8.748020800382615425e-01, 6.300938044284657424e-01, 8.292849051469337596e-01, -1.642784530884053851e-01, -8.718317296477089140e-02, 7.788318629878547839e-01, 3.642469858511305780e-01, 2.995860798909870115e-01, 3.310850512841358451e-01, -1.155601563611487331e-01
2.090000000000000000e+03, 1.657209178361949420e-01, 7.710280258876038850e-01, 9.163626746778784360e-02, 4.232393790822553958e-01, -1.470536999489520380e-01, 4.569992169749661493e-01, 8.156907970106098693e-01, 1.214961460655561876e+00, 4.767433115848698777e-01, -4.086807624039575093e-01, -1.265604271139493921e-03, 6.637128578603562756e-01, 6.072365381279195562e-01, 5.797310998253323300e-01, 4.788467397850194041e-01, 9.044309703538635503e-01
2.091000000000000000e+03, 1.473623752866539405e-01, 9.064196108945032915e-01, 4.467145397005046203e-01, 7.784279543545306046e-01, 8.372833251855558157e-01, 8.385071072181422558e-01, -1.737189151190437000e-02, 1.084594718591721296e+00, 6.674079067769418394e-01, -6.204385642067837825e-01, -3.930359251475346594e-01, 1.649614104659707925e-01, 5.677264044085734707e-01, 1.570868037586972799e+00, 6.582583378603271140e-02, 8.538466351862203929e-01
2.092000000000000000e+03, 3.350824947997579906e-02, -1.066212512685565938e+00, 2.778587415443188324e-01, 1.173851246842260831e+00, 1.866224132566479954e-01, 5.741775638445044683e-01, -7.875074469245127995e-01, 1.408888944210757721e+00, -1.462943928178926045e+00, 1.060353618527998254e+00, -5.706549924484656255e-01, 6.631514416262349609e-01, 3.622936840900591315e-01, 9.497085650204354357e-01, 5.837135294549338216e-01, 1.454752082258772505e+00
2.093000000000000000e+03, 2.753002870349650633e-01, 1.084675028074866959e-01, -1.643679224709742315e-01, 1.100542706970121465e+00, 4.264538297590746985e-01, 8.128139128257008128e-01, 1.588926816628593253e+00, 5.907036926276398869e-01, -1.432012532431050866e+00, 7.513116743627039629e-01, -1.814961097645513832e-01, 1.013643892543240055e+00, 4.875151164168302076e-01, -2.792257976496727578e-01, -1.905851672584138179e-01, 4.697407452831774965e-01
2.094000000000000000e+03, 4.263669947993527498e-01, 4.247303014405923727e-01, 3.227130868088132765e-01, 6.946822986184151283e-01, -8.468702051224450411e-01, 8.300180845110352035e-01, 5.328463998432647619e-01, 1.143277294116940235e+00, -6.078611382462335150e-02, -1.943339089538495268e-01, -1.502014251557885205e-01, 6.376332077929115494e-01, 5.745969326006381550e-01, 2.807906686433498389e-01, 1.323418413956726214e-01, 2.166919025465517679e-01
2.095000000000000000e+03, -1.808970531487056471e-02, 3.402961446652151278e-01, 5.439485145260360976e-01, 1.018982960635974377e+00, 1.650724389051382579e-01, 8.462050510000634906e-01, 6.257991628525898520e-01, 9.123316273669009879e-01, 1.234337769652235517e+00, 6.058319249408047336e-01, -1.192106728255482202e-02, 9.694042402228597588e-02, 5.326556325455537172e-02, 3.530795606476294646e-01, -2.642381383039525966e-01, 4.376884099645049764e-01
2.096000000000000000e+03, 4.464178161950966839e-01, -3.681239813815208040e-01, 1.626334074776056016e-01, 8.546954879846069275e-01, 2.631854591621123757e-02, 4.499129758614011654e-01, 2.785020893632449424e-01, 1.188185706021631871e+00, 1.175259763366928445e-01, -4.546802584792108970e-01, -6.162459907794163305e-01, 3.808557755643375287e-01, 5.877118190426291466e-01, 5.924984783554161361e-01, -3.141696211228203195e-01, 9.196620503239985589e-02
2.097000000000000000e+03, -2.888822495653204370e-01, -5.965573072526428877e-01, 3.546742485645076326e-01, 9.073784091755203729e-01, -2.001593232397703981e-01, 5.028798446196034444e-01, 5.776342599407267020e-01, 5.927176693472013813e-01, -8.014656661951520544e-02, 1.330238799927280891e+00, 2.434120391190582322e-01, 6.162059081484335676e-01, 4.477633656523781758e-01, 4.438713256705189014e-01, -3.444327356649602434e-01, 5.550149274192703874e-01
2.098000000000000000e+03, 3.800782132525679646e-01, 6.350128918103667419e-02, 2.575560686018270318e-02, 1.055449341816645958e+00, 7.329255011467642467e-01, 4.793910849532037055e-01, 1.087893110346022318e+00, 8.629810408013693923e-01, -2.093338418447542315e-01, 2.406937355930950095e-01, 2.971615099680197103e-01, 6.677779256279431364e-01, 2.906520010457722680e-01, -7.660054443886786524e-02, 2.200243394054594570e-01, 1.402893291820070942e-01
2.099000000000000000e+03, -4.888124059702501217e-02, 2.933184791469191088e-01, 2.113057037377428782e-01, 1.086705943563444965e+00, -3.140205331848627823e-01, 5.943382284826324025e-01, 3.304354837475397266e-01, 6.962555880433365374e-01, 5.796716222242303401e-02, 6.542191277081153000e-01, 1.455699010866620333e-02, 7.071948545129652652e-01, 4.181265046380815975e-01, 2.254527802911376541e-02, 3.324532091225553265e-01, 1.252053474271031253e-01
2.100000000000000000e+03, 7.565886293731034773e-02, -1.740189655326228879e-01, 4.670425140221826088e-01, 9.972194641602127874e-01, 1.107896803961354454e-01, 6.047985979864480832e-01, 4.872870295325475443e-01, 8.069903825519771923e-01, 7.113905343301291095e-01, 1.026780289427634330e+00, 2.253716880870614836e-01, 5.357306091589807417e-01, 6.905299546888021833e-01, 9.420376450728099593e-01, 6.252462219992607206e-01, 1.586472434459377245e+00
