year, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, CMCC-CM2-SR5, EC-Earth3-Veg, CESM2-WACCM, GFDL-ESM4, NorESM2-LM, MPI-ESM1-2-LR, MIROC-ES2L, CanESM5, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5
2.057000000000000000e+03, 9.291344818638890501e+00, 5.329497117713501986e+00, 1.058706316525164226e+01, 7.577826721004127464e+00, 7.240432581871226958e+00, 6.751460156467603113e+00, 8.501678599531693692e+00, 6.144994049637793943e+00, 1.118983941508233215e+01, 1.079903750504433013e+01, 1.207061479720220198e+01, 7.832884079774046882e+00, 6.925515359088208811e+00, 7.821583472001270465e+00
2.058000000000000000e+03, 9.411906826502388412e+00, 5.336751664233104542e+00, 1.113755811836300502e+01, 7.421458335682442176e+00, 6.798223563924994828e+00, 6.802918859321125389e+00, 8.230604491697306457e+00, 6.676967617892504592e+00, 1.093235284851772171e+01, 1.121842700199684018e+01, 1.195384620414742294e+01, 7.794337579553649142e+00, 6.620009137150206335e+00, 8.173489905192802496e+00
2.059000000000000000e+03, 9.377269921019731669e+00, 5.537628986096838624e+00, 1.090803695501624127e+01, 7.721536209378578874e+00, 7.348045301333434587e+00, 6.955392614484009250e+00, 8.267305966342879842e+00, 6.273601458425928534e+00, 1.103112305685220917e+01, 1.145066286630185637e+01, 1.232935067689739306e+01, 7.638419604342825409e+00, 6.582465918994231835e+00, 8.253418264679551086e+00
2.060000000000000000e+03, 9.547100019211926636e+00, 5.289273953645473370e+00, 1.038883724666691322e+01, 7.991826603788845240e+00, 7.497102212208236693e+00, 6.768160540179401607e+00, 8.348670596146916978e+00, 6.377535603002917775e+00, 1.098816759673342069e+01, 1.109468825905069700e+01, 1.219162376924512969e+01, 7.650546946119687775e+00, 7.077459752682390359e+00, 8.151910995306302254e+00
2.061000000000000000e+03, 9.215571632463195328e+00, 5.937941344052894976e+00, 1.062223575569729306e+01, 8.086364329335854251e+00, 7.349075434347488667e+00, 6.897034752222649168e+00, 8.088665324513142352e+00, 6.576857083867983178e+00, 1.158569839624712294e+01, 1.110930941101651648e+01, 1.226348487263220299e+01, 7.699382566112244142e+00, 6.578394701451169446e+00, 8.196090703997686688e+00
2.062000000000000000e+03, 9.485221673985286372e+00, 5.148399402853423901e+00, 1.073207870524833574e+01, 7.865091934180323818e+00, 7.053253891476710891e+00, 6.915724561089970912e+00, 8.322617628042912941e+00, 6.595450710209532552e+00, 1.189855631627605881e+01, 1.117730093654130741e+01, 1.247091980338590034e+01, 7.919734396711568536e+00, 6.887613793106199367e+00, 8.252314493266927897e+00
2.063000000000000000e+03, 1.000463506989674478e+01, 5.188024022584133199e+00, 1.104413747260170631e+01, 7.611970696485827581e+00, 7.230289377430427322e+00, 6.961110232448904256e+00, 8.101825664273453853e+00, 6.615476283131568103e+00, 1.111044576708731313e+01, 1.143618709308365311e+01, 1.251249637753310040e+01, 8.060598067407816814e+00, 6.441527471612193523e+00, 8.132079988050916697e+00
2.064000000000000000e+03, 1.000273870660680942e+01, 5.732815868181112329e+00, 1.127628146714343416e+01, 7.879680863027388682e+00, 7.490762990345739780e+00, 7.103919053720384014e+00, 8.399611999013208319e+00, 6.461072294725519249e+00, 1.118391358770352895e+01, 1.119291917230765421e+01, 1.267951719074126693e+01, 7.969610909607244054e+00, 6.856317807700742506e+00, 8.232986977795315298e+00
2.065000000000000000e+03, 9.683155296882112850e+00, 5.692013807937656544e+00, 1.130722700032409200e+01, 7.839112258351071283e+00, 7.325360631858094607e+00, 7.057521541793928321e+00, 8.359923005860732559e+00, 6.814935098751226050e+00, 1.149786754445170089e+01, 1.094490884294384436e+01, 1.270779211483499971e+01, 7.946618360394829494e+00, 6.959192273792187855e+00, 8.095815847019972367e+00
2.066000000000000000e+03, 9.419238850888241643e+00, 5.517258207224553068e+00, 1.140533102733022908e+01, 8.162042023540557523e+00, 7.407161362030963758e+00, 7.256986763195791390e+00, 8.229991817553042210e+00, 6.823881209401004178e+00, 1.140951822131983384e+01, 1.153322294061019271e+01, 1.248230704822206150e+01, 8.077244754730148912e+00, 6.918317175428698285e+00, 8.083219981279677668e+00
2.067000000000000000e+03, 9.218434972999357768e+00, 5.401785946431969521e+00, 1.124076073180224711e+01, 7.849965746576444303e+00, 7.633975200696689889e+00, 7.225244830330284529e+00, 8.267701225514667129e+00, 6.649074619029880395e+00, 1.093170196715093745e+01, 1.131959474620935602e+01, 1.289977918282508718e+01, 7.975290510819351475e+00, 6.543839523511293166e+00, 8.338571141102040229e+00
2.068000000000000000e+03, 9.994283788171694383e+00, 5.835969226577615743e+00, 1.113126628251491468e+01, 8.179365405383563825e+00, 7.726967938485179488e+00, 7.211612964034293860e+00, 8.207056945186895547e+00, 6.296493714836472577e+00, 1.125582663676981809e+01, 1.173733136689705603e+01, 1.262002499212515261e+01, 7.896044213423692781e+00, 7.077347356477883267e+00, 8.112696292611392579e+00
2.069000000000000000e+03, 1.035526509991415089e+01, 5.621968904568578118e+00, 1.123613250403708896e+01, 8.235338548362589606e+00, 7.476779736394509435e+00, 7.368074764935834686e+00, 8.627059702145409403e+00, 7.233867269328563943e+00, 1.186276481922565829e+01, 1.147019539885461903e+01, 1.296465998250006457e+01, 7.928420159073890972e+00, 6.744625720778690159e+00, 8.165588717146206932e+00
2.070000000000000000e+03, 9.681580352373982734e+00, 5.356018608835720229e+00, 1.155655113740081674e+01, 7.599763292374018597e+00, 8.207350486238746967e+00, 6.932467492600137504e+00, 8.234272175879446820e+00, 6.836868921762916607e+00, 1.188411857506417135e+01, 1.144506488531761512e+01, 1.332037967072129270e+01, 7.994951813091578430e+00, 6.824076035782602467e+00, 8.007135858055139721e+00
2.071000000000000000e+03, 1.005340239893080856e+01, 5.687784249297537897e+00, 1.153025053824039858e+01, 7.781030769659801116e+00, 7.256393465407660059e+00, 7.409905418733473859e+00, 8.466153788963554305e+00, 7.078998602089994208e+00, 1.169872466244939346e+01, 1.198616290485459501e+01, 1.293582622525357806e+01, 8.227151090040596415e+00, 7.029016983322692980e+00, 8.042325776757568434e+00
2.072000000000000000e+03, 1.005244408289012625e+01, 5.582707184672648815e+00, 1.161176555894487628e+01, 7.805316351565184441e+00, 7.714592852733114903e+00, 7.144403601225728373e+00, 8.578261720081849617e+00, 7.261451740594439208e+00, 1.145886507547306543e+01, 1.172910314650689578e+01, 1.307533468378649566e+01, 8.510413388066000451e+00, 7.385706325752954271e+00, 8.159606046067199969e+00
2.073000000000000000e+03, 1.030581913507656999e+01, 5.609496845678370036e+00, 1.155110270590495070e+01, 7.759639347045556690e+00, 7.310043657381572579e+00, 7.452628571617823106e+00, 8.712173039372192562e+00, 6.837124660291256539e+00, 1.170317812248248401e+01, 1.164134833059743812e+01, 1.317311878076229625e+01, 8.033280593104549894e+00, 6.840593660809335397e+00, 8.024551760835368697e+00
2.074000000000000000e+03, 1.015123612472137360e+01, 5.900773836092222169e+00, 1.144154829130972573e+01, 7.961312695809362516e+00, 7.455478247901909050e+00, 7.131781549735565662e+00, 8.933626726260587958e+00, 7.036480655495259029e+00, 1.251250035401953298e+01, 1.178327624656379236e+01, 1.292094446598860280e+01, 8.046270573246786739e+00, 7.002101443690837534e+00, 8.137562252267382945e+00
2.075000000000000000e+03, 9.934412637563662329e+00, 5.642673199013462870e+00, 1.125188921742909720e+01, 7.955261890416905679e+00, 7.387342217249552867e+00, 7.626450832985121941e+00, 8.837249763074762399e+00, 7.332402247082102420e+00, 1.176870300769185462e+01, 1.232919840732090044e+01, 1.308164009435820319e+01, 8.361225930300410170e+00, 7.250274154613144617e+00, 8.289536133128972750e+00
2.076000000000000000e+03, 1.021011262822256782e+01, 5.512346586456483344e+00, 1.151912177672087978e+01, 8.141917372597267999e+00, 8.356762265146956636e+00, 7.217240417975768096e+00, 8.385697008657995610e+00, 6.987750337896181385e+00, 1.133729124942640532e+01, 1.202059146981786242e+01, 1.319380605094497305e+01, 8.346192166165272042e+00, 7.512536241527081771e+00, 8.321790663732418381e+00
2.077000000000000000e+03, 1.011142427278822531e+01, 5.690600356469000864e+00, 1.142686078201996125e+01, 8.470601320891939068e+00, 7.829481735086930350e+00, 7.462726931473196323e+00, 8.711120295745523379e+00, 6.934060791518118272e+00, 1.153651825496928396e+01, 1.191872903460240352e+01, 1.315919174117572332e+01, 8.373585866942910627e+00, 7.036098519461745582e+00, 8.163044220661292982e+00
2.078000000000000000e+03, 1.014387537364894065e+01, 6.010907665550917045e+00, 1.142445483849984278e+01, 8.323735491669950193e+00, 7.433971464882449531e+00, 7.365189559633445349e+00, 8.896386173808393139e+00, 6.379292224930552813e+00, 1.169519127825772031e+01, 1.162054793585471479e+01, 1.358705554168359875e+01, 8.462725930161582255e+00, 7.095890816362200759e+00, 8.324129211314385657e+00
2.079000000000000000e+03, 1.063679846056616896e+01, 5.962551052438183063e+00, 1.170427091884607229e+01, 8.038970193256009367e+00, 7.306456548561669706e+00, 7.222186540492148588e+00, 8.702966451441332296e+00, 6.951594940110130239e+00, 1.180021877995622326e+01, 1.196334332095195485e+01, 1.341604210238137540e+01, 8.481527702299406002e+00, 7.326566286571416953e+00, 8.284281706309581494e+00
2.080000000000000000e+03, 1.046766711575326703e+01, 6.106068161419385909e+00, 1.163051835905259601e+01, 8.408685833130048692e+00, 7.783499809815536352e+00, 7.201040643598051183e+00, 8.943809212301481182e+00, 7.210991991864718287e+00, 1.194162598463255165e+01, 1.228737538454001488e+01, 1.351662576421210815e+01, 8.211677677342217763e+00, 6.901609710032656331e+00, 8.178339897057860242e+00
2.081000000000000000e+03, 1.049577025705373146e+01, 5.599275512406323152e+00, 1.183473695353598387e+01, 8.571484160292676791e+00, 7.827959748482960833e+00, 7.580653150179665012e+00, 9.375152694527152164e+00, 7.094540405163340502e+00, 1.189481898869771115e+01, 1.231877226922501656e+01, 1.358993508278174112e+01, 8.204224811996821742e+00, 7.234274419564823866e+00, 8.215869942423733363e+00
2.082000000000000000e+03, 1.022443901903640651e+01, 5.540413294280206458e+00, 1.194060061017806973e+01, 8.116174847200245068e+00, 7.798016911217922065e+00, 7.218519026680971784e+00, 9.420322309530329008e+00, 7.276662604257802869e+00, 1.204085289543854742e+01, 1.202740663433716861e+01, 1.304213284468407075e+01, 8.356693021152976186e+00, 7.057429322168463415e+00, 8.214616841319772433e+00
2.083000000000000000e+03, 1.040711822030467459e+01, 5.991212212059245701e+00, 1.165965151020221491e+01, 8.653088486200235963e+00, 7.878044151792988004e+00, 7.863587961591614217e+00, 9.573271367646595920e+00, 7.348095433520226649e+00, 1.209714122245707024e+01, 1.208277225679688449e+01, 1.383227783491866170e+01, 8.910317781319438524e+00, 7.585562550237457735e+00, 8.195894025511542225e+00
2.084000000000000000e+03, 1.029662362112908625e+01, 5.904799533541326362e+00, 1.280769026346651707e+01, 8.321318246237380478e+00, 8.121725535888169034e+00, 7.195412146267035070e+00, 9.165876597378790791e+00, 7.641094629255245962e+00, 1.121369732724425461e+01, 1.223974442477876323e+01, 1.425830835630833171e+01, 8.805296752496255763e+00, 7.376054682071496060e+00, 8.342107026558226224e+00
