year, NorESM2-LM, CMCC-CM2-SR5, MIROC-ES2L, TaiESM1, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, NorESM2-MM, MPI-ESM1-2-LR, CanESM5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1
2.025000000000000000e+03, 6.710219749457642138e+02, 7.682119467570081497e+02, 2.778742964495614842e+02, 8.160145951680929954e+01, 1.769318418207533341e+02, 2.639962889034688374e+02, 5.317582647592100784e+02, 3.244372204657537395e+02, 1.622718024669675287e+02, 2.079161649034111292e+02, 3.841022761105836025e+02, 9.341866274712911888e+01, 3.654589853504855910e+02
2.026000000000000000e+03, 6.711205695181317878e+02, 7.682168109599469972e+02, 2.778619400276381270e+02, 8.168489778477348295e+01, 1.769246064375681442e+02, 2.639267740518094456e+02, 5.318765700283289561e+02, 3.245763735741858227e+02, 1.624229430153305316e+02, 2.078483532625399448e+02, 3.840753897145891642e+02, 9.351339172200893302e+01, 3.657338114253190611e+02
2.027000000000000000e+03, 6.711909344398128496e+02, 7.681388000656918393e+02, 2.779470486623296210e+02, 8.174883560405856997e+01, 1.769725387055691783e+02, 2.638661767230307191e+02, 5.319985353636656100e+02, 3.246873865617952788e+02, 1.626378806717719954e+02, 2.078093744433184611e+02, 3.841287372025664695e+02, 9.362853864103603030e+01, 3.659759569535497690e+02
2.028000000000000000e+03, 6.711908597757974348e+02, 7.680430097741466398e+02, 2.780502953456028195e+02, 8.171167105071619119e+01, 1.770772672744356839e+02, 2.638189727684320474e+02, 5.320730158849470399e+02, 3.247895097181328197e+02, 1.626957383647608424e+02, 2.077788356127682903e+02, 3.843256779372918004e+02, 9.372696361536540621e+01, 3.661810804451605463e+02
2.029000000000000000e+03, 6.712412474187377711e+02, 7.681230051236365171e+02, 2.780121809099329653e+02, 8.171204589338455548e+01, 1.771968673175771016e+02, 2.638302312368288653e+02, 5.321744806324576302e+02, 3.249066729420771935e+02, 1.627774066207390149e+02, 2.077233924478417748e+02, 3.844561665359262292e+02, 9.386275954301947877e+01, 3.665031248756994842e+02
2.030000000000000000e+03, 6.713583990931549579e+02, 7.681995235476664448e+02, 2.780618489743296777e+02, 8.148017233817466831e+01, 1.772675935634099744e+02, 2.637640069011389414e+02, 5.322886706483132002e+02, 3.250459180772031687e+02, 1.629073043294876300e+02, 2.076552454550627544e+02, 3.843671035621953251e+02, 9.398541910186956727e+01, 3.668606005547313771e+02
2.031000000000000000e+03, 6.714717028227630635e+02, 7.681651048191687323e+02, 2.782358236637708728e+02, 8.159378269416791341e+01, 1.772708538073660520e+02, 2.636727307673039036e+02, 5.324235857996767436e+02, 3.251770110371803639e+02, 1.630132449409989590e+02, 2.076241867221388588e+02, 3.843038145814384166e+02, 9.414674371420231580e+01, 3.671462013023165127e+02
2.032000000000000000e+03, 6.715671719697814979e+02, 7.680464581620732361e+02, 2.784403137744129140e+02, 8.185114865395870254e+01, 1.773608690839690212e+02, 2.635325316599475514e+02, 5.324495106032545664e+02, 3.252950870724476431e+02, 1.630224959738684163e+02, 2.075799238320344386e+02, 3.842221680590856181e+02, 9.430267686827470186e+01, 3.674889212963614682e+02
2.033000000000000000e+03, 6.716368089118033140e+02, 7.678338593877338099e+02, 2.784448416209773427e+02, 8.179347307092854180e+01, 1.774563686762252814e+02, 2.634875395302322545e+02, 5.325614710440677300e+02, 3.253992956552456803e+02, 1.630863478683745598e+02, 2.075664074531601955e+02, 3.842016711745253588e+02, 9.446951602978072060e+01, 3.677719370392403562e+02
2.034000000000000000e+03, 6.716702939838503426e+02, 7.677522686913918051e+02, 2.783594977526070693e+02, 8.186987573222654646e+01, 1.775374059916218812e+02, 2.635293098110400933e+02, 5.326741053247384343e+02, 3.255408425787238116e+02, 1.632640763921613143e+02, 2.075369720055194307e+02, 3.843500976089155756e+02, 9.464485198956109002e+01, 3.680700081000696855e+02
2.035000000000000000e+03, 6.717210079109248682e+02, 7.678670573006643281e+02, 2.783797733553490161e+02, 8.164003309332939295e+01, 1.775641249204546170e+02, 2.635973253823627829e+02, 5.328007691638205188e+02, 3.256923382522624593e+02, 1.634149621367378415e+02, 2.075258410821435575e+02, 3.843666682384659907e+02, 9.482662842790981017e+01, 3.681872354068159439e+02
2.036000000000000000e+03, 6.718181302616545736e+02, 7.678677367370316915e+02, 2.783441017792737853e+02, 8.155843922151672132e+01, 1.776313908391350083e+02, 2.636314861340765106e+02, 5.329208161851063323e+02, 3.258373348754633412e+02, 1.634360453426422453e+02, 2.075078206833654519e+02, 3.844550901850369655e+02, 9.500064453375340179e+01, 3.685210987941146072e+02
2.037000000000000000e+03, 6.718536796488745040e+02, 7.678605678969158816e+02, 2.782729752394110392e+02, 8.174674374998360804e+01, 1.777358689824294231e+02, 2.636809388448132268e+02, 5.329916824090671525e+02, 3.259432937818871778e+02, 1.635043545590960150e+02, 2.074942402722589350e+02, 3.843416885793857887e+02, 9.516630887683962214e+01, 3.688936164291461068e+02
2.038000000000000000e+03, 6.718872610009614164e+02, 7.677503363726569887e+02, 2.782918145219704797e+02, 8.199044659178106542e+01, 1.778040363710543090e+02, 2.636531692135447997e+02, 5.330366800123244957e+02, 3.260645304016789510e+02, 1.635875143428506249e+02, 2.074503032881292768e+02, 3.846099404876011363e+02, 9.534247031638322767e+01, 3.692824198243520186e+02
2.039000000000000000e+03, 6.719725088569820173e+02, 7.675606757955386001e+02, 2.783812074319950511e+02, 8.196644031419216958e+01, 1.778470522582590547e+02, 2.636173407054200197e+02, 5.330838919877653552e+02, 3.261989799263189980e+02, 1.636705662923874058e+02, 2.074382087625063207e+02, 3.846038783919341313e+02, 9.552531450366564059e+01, 3.696398271617755427e+02
2.040000000000000000e+03, 6.720920049854825038e+02, 7.675744846106584873e+02, 2.784463718867848456e+02, 8.179586910131436639e+01, 1.778915054505136197e+02, 2.635781567593348882e+02, 5.331483274333028248e+02, 3.262892789646144820e+02, 1.637875479131472787e+02, 2.073960288539475130e+02, 3.844308737944438121e+02, 9.569773916268400171e+01, 3.699215270020383173e+02
2.041000000000000000e+03, 6.721643315912534717e+02, 7.675567771883778505e+02, 2.785415489969138889e+02, 8.170735452158541534e+01, 1.779325045260703178e+02, 2.635374258845683357e+02, 5.331930329925710339e+02, 3.263881164911786641e+02, 1.639717223689140724e+02, 2.074129445180427354e+02, 3.844941820916458823e+02, 9.584392622743519041e+01, 3.701560163287210798e+02
2.042000000000000000e+03, 6.721691177010154661e+02, 7.676371024467387087e+02, 2.786414968728732902e+02, 8.194017366416883874e+01, 1.780096462598504274e+02, 2.635011324762260188e+02, 5.332514087461461258e+02, 3.265013035095220175e+02, 1.640374668973413748e+02, 2.074134488286360920e+02, 3.844177042121659156e+02, 9.600336118978268019e+01, 3.705035370702847786e+02
2.043000000000000000e+03, 6.721433678947653334e+02, 7.675950201885863180e+02, 2.787044614367321174e+02, 8.205965738028390888e+01, 1.781534994200441133e+02, 2.634166141347660641e+02, 5.333581527301224696e+02, 3.266043559460193251e+02, 1.641811269158374103e+02, 2.074221779954142448e+02, 3.843802203165154765e+02, 9.617261532335963636e+01, 3.708024607616436015e+02
2.044000000000000000e+03, 6.721487773054299169e+02, 7.674944731749897073e+02, 2.787211687340254116e+02, 8.168633659172948569e+01, 1.782713971848105814e+02, 2.633831220835273257e+02, 5.334514298030888995e+02, 3.267142092085916261e+02, 1.642470046520234632e+02, 2.074244202279044771e+02, 3.844178387063424793e+02, 9.628215065004076223e+01, 3.711117636939903264e+02
2.045000000000000000e+03, 6.722112900242376554e+02, 7.674351614133389603e+02, 2.788544692912751657e+02, 8.159589385988063270e+01, 1.784051429608545334e+02, 2.633637122100462307e+02, 5.335416074413722072e+02, 3.268431273114502460e+02, 1.642769169742207964e+02, 2.074596283823917702e+02, 3.844214874474780004e+02, 9.643926373996843893e+01, 3.715530760553487539e+02
2.046000000000000000e+03, 6.722708270643327069e+02, 7.675795522913424520e+02, 2.789720602513095855e+02, 8.164039937300856309e+01, 1.784998346739115505e+02, 2.633643446273700874e+02, 5.335742458041937653e+02, 3.269566262789642224e+02, 1.643115404037044698e+02, 2.075122736005096726e+02, 3.843305725098256289e+02, 9.658722844506011995e+01, 3.718815451707879447e+02
2.047000000000000000e+03, 6.723502924282195181e+02, 7.676877867060175049e+02, 2.789378187301493313e+02, 8.174579628623963856e+01, 1.785067699812386195e+02, 2.633816143885202337e+02, 5.335899255574684048e+02, 3.270623396283361330e+02, 1.644377963249208960e+02, 2.075433551729210251e+02, 3.844106050984929084e+02, 9.674453554886761708e+01, 3.721932524912163558e+02
2.048000000000000000e+03, 6.723942884324293345e+02, 7.676455265006128457e+02, 2.788548879150903304e+02, 8.169981156253186327e+01, 1.785385843733086801e+02, 2.633369316120836743e+02, 5.337342414688794179e+02, 3.271484588376980014e+02, 1.645440957289957282e+02, 2.076010735167489827e+02, 3.844742811717390509e+02, 9.685923602757027595e+01, 3.725389823912698262e+02
2.049000000000000000e+03, 6.723915451051963146e+02, 7.675490736450509530e+02, 2.789161569958826021e+02, 8.181828757410306707e+01, 1.786101940675832225e+02, 2.632281245396611666e+02, 5.338411809127695733e+02, 3.272579155430552191e+02, 1.645320983553353926e+02, 2.076134315988293224e+02, 3.844196293418290793e+02, 9.696989321621416025e+01, 3.729972048568570813e+02
2.050000000000000000e+03, 6.723994913235659396e+02, 7.674241571987705584e+02, 2.790144715164972808e+02, 8.210003714469779368e+01, 1.786448785368480401e+02, 2.632281315830492190e+02, 5.338642292410579557e+02, 3.274107061882890548e+02, 1.647540076447077695e+02, 2.076538278438218299e+02, 3.842855651038519795e+02, 9.713473300644153596e+01, 3.733421383512377929e+02
2.051000000000000000e+03, 6.724688686535998841e+02, 7.675055765069339486e+02, 2.790087081672245404e+02, 8.191726669606845235e+01, 1.786361724799156150e+02, 2.632141437887498228e+02, 5.338623817171711607e+02, 3.274755744029132529e+02, 1.647350942723224421e+02, 2.077011590511029340e+02, 3.842285691532592296e+02, 9.729977643350595429e+01, 3.738203849005713550e+02
2.052000000000000000e+03, 6.725584401441328737e+02, 7.674598497602706857e+02, 2.789405557574378918e+02, 8.162052937973072630e+01, 1.786002569519043277e+02, 2.632327984555856233e+02, 5.338866509589548741e+02, 3.274887938355482788e+02, 1.647600528369686970e+02, 2.077325193487762078e+02, 3.844823025524069067e+02, 9.746815247036927587e+01, 3.742403195227581705e+02
2.053000000000000000e+03, 6.726109599433309540e+02, 7.672401492737595845e+02, 2.789965428168523545e+02, 8.161219778527204483e+01, 1.786147228360214854e+02, 2.632449100296831830e+02, 5.339459970790948091e+02, 3.275660410504164588e+02, 1.648983777476283024e+02, 2.078308618942182022e+02, 3.847073388541157897e+02, 9.766644118886966908e+01, 3.746518417293610810e+02
2.054000000000000000e+03, 6.726326939572827541e+02, 7.670616119273246341e+02, 2.791291897353061700e+02, 8.173755301688328245e+01, 1.786459368629196547e+02, 2.632080130921591490e+02, 5.340480349881333950e+02, 3.276769945132725184e+02, 1.649815933752997523e+02, 2.079395441361023416e+02, 3.845466576078296725e+02, 9.785193160642550936e+01, 3.751177154519018018e+02
2.055000000000000000e+03, 6.726645617963412178e+02, 7.670244998865266552e+02, 2.791806850475105080e+02, 8.198968121297043865e+01, 1.786996510047328286e+02, 2.631287926969110345e+02, 5.341434640332935260e+02, 3.277307911075064339e+02, 1.650709083279324147e+02, 2.079841303103210919e+02, 3.844638337816803642e+02, 9.801147380280104926e+01, 3.755517225234301577e+02
2.056000000000000000e+03, 6.727452328098411272e+02, 7.671276865679042203e+02, 2.791433194493885139e+02, 8.194486379910252083e+01, 1.787326558019398703e+02, 2.631070148834915017e+02, 5.341391427403700618e+02, 3.277753404005271136e+02, 1.651444214226712290e+02, 2.080458301501860774e+02, 3.844434509490459959e+02, 9.820886859138146008e+01, 3.759381195065437851e+02
2.057000000000000000e+03, 6.728057224040049960e+02, 7.671326210716233618e+02, 2.792247680167106978e+02, 8.199071998961230179e+01, 1.788170240719082642e+02, 2.631694110165095140e+02, 5.340965947440752188e+02, 3.278188415186028806e+02, 1.653073694387300066e+02, 2.081276655679303929e+02, 3.845739903705764959e+02, 9.838182863580593107e+01, 3.763456550668406635e+02
2.058000000000000000e+03, 6.728824988269103642e+02, 7.669591289618464316e+02, 2.793813344074059160e+02, 8.180017702097057963e+01, 1.789847314695306579e+02, 2.631766813592883523e+02, 5.341550108301065620e+02, 3.278713443960716063e+02, 1.655919536270512253e+02, 2.081966649220861427e+02, 3.848195809518003898e+02, 9.857460440560976167e+01, 3.767559559222942767e+02
2.059000000000000000e+03, 6.728989249225325011e+02, 7.669093179880330808e+02, 2.794224709848764974e+02, 8.184840600771002528e+01, 1.791026855281664041e+02, 2.631917904266874757e+02, 5.341929980622388712e+02, 3.279986794741656695e+02, 1.658938294571363770e+02, 2.082497097426689834e+02, 3.848519130708847911e+02, 9.875805887914938808e+01, 3.771402430902840024e+02
2.060000000000000000e+03, 6.729219171777402835e+02, 7.668450104320729679e+02, 2.793929209408771612e+02, 8.183348311897867688e+01, 1.791844674748084287e+02, 2.631182944239247377e+02, 5.342194038274808463e+02, 3.281122962031266752e+02, 1.660035865608996630e+02, 2.083332854002789531e+02, 3.848747824802013042e+02, 9.886786399626633681e+01, 3.775505794896480438e+02
2.061000000000000000e+03, 6.729517234626745221e+02, 7.667166014022258196e+02, 2.795352429873340725e+02, 8.221962088744835739e+01, 1.793006379086384925e+02, 2.630606545510293586e+02, 5.342703267521396810e+02, 3.281537447025023653e+02, 1.659243262317472158e+02, 2.083749704726716914e+02, 3.848639287724203655e+02, 9.903050343258776422e+01, 3.779476639382231156e+02
2.062000000000000000e+03, 6.729618579449016806e+02, 7.665721560988192778e+02, 2.797243433599967943e+02, 8.206311581571638669e+01, 1.794046951726219845e+02, 2.629848381708629290e+02, 5.342989811724097535e+02, 3.282641571579178503e+02, 1.659054487561971598e+02, 2.084387162056113425e+02, 3.847532654590071388e+02, 9.921435865058977299e+01, 3.783604974563210135e+02
2.063000000000000000e+03, 6.730038298199289102e+02, 7.665128893835138797e+02, 2.798275176827760902e+02, 8.174746358044936301e+01, 1.794899338183926432e+02, 2.629245163762637389e+02, 5.343637581975505100e+02, 3.283662637802797803e+02, 1.658791872399228851e+02, 2.085042358005567849e+02, 3.847744478192948918e+02, 9.938157039764905676e+01, 3.787338846289112553e+02
2.064000000000000000e+03, 6.730737494317669416e+02, 7.665667596287553351e+02, 2.797977431393366032e+02, 8.187970947572335945e+01, 1.795778188198662235e+02, 2.628816562977121407e+02, 5.344262240076911894e+02, 3.284944822647080969e+02, 1.660663764910870839e+02, 2.085452075487096124e+02, 3.849567046642837340e+02, 9.951473286856590050e+01, 3.790047923017947937e+02
2.065000000000000000e+03, 6.731424493904610244e+02, 7.664685835236849698e+02, 2.798322459903271806e+02, 8.196643508371892040e+01, 1.796343173425593704e+02, 2.628171330990426213e+02, 5.344624480161578504e+02, 3.285741206974015540e+02, 1.663103914586041299e+02, 2.086081691406625964e+02, 3.849211499419782285e+02, 9.965234050999679027e+01, 3.793559902265848223e+02
2.066000000000000000e+03, 6.731422024553519350e+02, 7.664049884034932347e+02, 2.799815676284262622e+02, 8.196864447878000703e+01, 1.796571291678010596e+02, 2.627804878418484122e+02, 5.345077953329752063e+02, 3.285719750659303031e+02, 1.665082393663786888e+02, 2.086864896432723810e+02, 3.846901909002983757e+02, 9.979805806948141367e+01, 3.797831757564067630e+02
2.067000000000000000e+03, 6.731061989138900117e+02, 7.662725513313596366e+02, 2.800726346839380767e+02, 8.173174425457111170e+01, 1.796619617439303056e+02, 2.627661045913027351e+02, 5.345027790640328931e+02, 3.286267085634142973e+02, 1.664930852432259201e+02, 2.087777604811361130e+02, 3.845891802204617420e+02, 9.996510551530359123e+01, 3.802475250938525164e+02
2.068000000000000000e+03, 6.731553489927147211e+02, 7.661186842775962305e+02, 2.802117584335600213e+02, 8.182144279708201395e+01, 1.796152670155153999e+02, 2.626826962054021806e+02, 5.345002103477610262e+02, 3.287476211020097594e+02, 1.667737146059779718e+02, 2.088912921584764320e+02, 3.846867208345130962e+02, 1.000500025045932233e+02, 3.806914309219558845e+02
2.069000000000000000e+03, 6.732642684464258309e+02, 7.661368051869269493e+02, 2.804028997800875800e+02, 8.198058210538410151e+01, 1.795734308260317675e+02, 2.625950527422524488e+02, 5.345374336312524974e+02, 3.288049884719678744e+02, 1.667152421311148203e+02, 2.089751729324001417e+02, 3.846395220652981379e+02, 1.001718330702547064e+02, 3.809741082926768172e+02
2.070000000000000000e+03, 6.732153046490086581e+02, 7.661552300678758911e+02, 2.805139865586731958e+02, 8.177459745905851207e+01, 1.795389622218122270e+02, 2.624710713684218035e+02, 5.345633425881494531e+02, 3.288689789124051117e+02, 1.666274176748923992e+02, 2.091138713106887508e+02, 3.846030953601495526e+02, 1.003255987900617185e+02, 3.813096900447024495e+02
2.071000000000000000e+03, 6.731709651366578555e+02, 7.662381985856525262e+02, 2.806583034686763085e+02, 8.182411899618232098e+01, 1.795155836380092751e+02, 2.622984104046113885e+02, 5.346153386532100740e+02, 3.289348418426321814e+02, 1.667530277068880480e+02, 2.092804020408449048e+02, 3.844006351164526336e+02, 1.004400948191492660e+02, 3.817525856017038564e+02
2.072000000000000000e+03, 6.730830162214624579e+02, 7.662560585238759359e+02, 2.805735783939142038e+02, 8.175593848288751531e+01, 1.794787549893445657e+02, 2.622242737098417820e+02, 5.346085717859876922e+02, 3.289881432968156219e+02, 1.670819654986536591e+02, 2.094629271605476220e+02, 3.842426753327014239e+02, 1.005671812446388316e+02, 3.821392740943846320e+02
2.073000000000000000e+03, 6.730066194067838978e+02, 7.661039268783077887e+02, 2.804470254776110778e+02, 8.169784958131097596e+01, 1.794125285603629436e+02, 2.621154081994300782e+02, 5.346352215252386486e+02, 3.289778183090854782e+02, 1.670720830115632225e+02, 2.096786343152587051e+02, 3.841629597988221576e+02, 1.006689380913345104e+02, 3.825191012016546779e+02
2.074000000000000000e+03, 6.730140129639637507e+02, 7.659580301757521283e+02, 2.804110057249221768e+02, 8.180766956865022621e+01, 1.794050084246470078e+02, 2.620666769514653538e+02, 5.345932416350619860e+02, 3.290289116898273960e+02, 1.670382042287902493e+02, 2.098544009758265929e+02, 3.842824799100936843e+02, 1.007648698312857363e+02, 3.828221494961817370e+02
2.075000000000000000e+03, 6.730119910386860056e+02, 7.657461520938367130e+02, 2.805225015261507906e+02, 8.188166755660529361e+01, 1.794457988198153089e+02, 2.620568999182626158e+02, 5.345681054248877899e+02, 3.290885672369483927e+02, 1.670037597106256442e+02, 2.100242277702024012e+02, 3.840853366075941153e+02, 1.008600030903130431e+02, 3.831832880321106813e+02
2.076000000000000000e+03, 6.729708990316743211e+02, 7.656355119291613391e+02, 2.805293812981185511e+02, 8.162384003033371016e+01, 1.794523321284640360e+02, 2.620310285051875212e+02, 5.345363742737216626e+02, 3.291175633910265788e+02, 1.670776519115089229e+02, 2.101778746346862476e+02, 3.838855174885139832e+02, 1.009787519616649831e+02, 3.835455404293851984e+02
2.077000000000000000e+03, 6.729137699745937198e+02, 7.656273089473215805e+02, 2.802840093314494538e+02, 8.144329415299185371e+01, 1.793779606657900558e+02, 2.618726048402633069e+02, 5.345735763712058315e+02, 3.291527691812365788e+02, 1.672959570467654657e+02, 2.103282700913164263e+02, 3.836359666963961104e+02, 1.011024539046646851e+02, 3.839000156816881599e+02
2.078000000000000000e+03, 6.729154644545752717e+02, 7.655335290789143983e+02, 2.801706436785242431e+02, 8.162489188237447024e+01, 1.792934405823989437e+02, 2.617440411282666446e+02, 5.346166884134253223e+02, 3.292535777134984869e+02, 1.674332811589922017e+02, 2.104606692194509208e+02, 3.835944847071273216e+02, 1.011915587226675797e+02, 3.843324077092414655e+02
2.079000000000000000e+03, 6.729806016699242264e+02, 7.652105867388537490e+02, 2.801648784512977386e+02, 8.180861066556148842e+01, 1.792299149185693352e+02, 2.616596375116071158e+02, 5.346127901435112335e+02, 3.293266724990220382e+02, 1.673737722644128780e+02, 2.106663211612953717e+02, 3.836375990282148223e+02, 1.012990508241543921e+02, 3.846226081676904300e+02
2.080000000000000000e+03, 6.729520521218352087e+02, 7.650786965434537024e+02, 2.801440945074584192e+02, 8.184042679512813834e+01, 1.791888457798253000e+02, 2.616377686318110705e+02, 5.346043821498610669e+02, 3.293623142405745057e+02, 1.674380016759140517e+02, 2.108232702777068823e+02, 3.835148157912133229e+02, 1.014033312093762191e+02, 3.849061726496482834e+02
2.081000000000000000e+03, 6.728404006793867893e+02, 7.649090670084342491e+02, 2.800957658026366630e+02, 8.176902148806361481e+01, 1.791686793482539599e+02, 2.615807817135901132e+02, 5.345826682668594003e+02, 3.294388980241211584e+02, 1.676239347775410238e+02, 2.109835210049119780e+02, 3.833369948682349673e+02, 1.014414793947773035e+02, 3.851991794947696235e+02
2.082000000000000000e+03, 6.727257927553804393e+02, 7.647588602380209295e+02, 2.800624429171868428e+02, 8.160676938960401117e+01, 1.791482319073308531e+02, 2.614581400786007066e+02, 5.345218426503020055e+02, 3.295246058975270671e+02, 1.675643719258654585e+02, 2.111251050052574101e+02, 3.829924660604630162e+02, 1.015065535618027326e+02, 3.855119453852151423e+02
2.083000000000000000e+03, 6.726775260920537676e+02, 7.648722978780621133e+02, 2.801700707934805337e+02, 8.166453807855643277e+01, 1.791404026760646104e+02, 2.613293888098925777e+02, 5.344983912341679115e+02, 3.295418461904062610e+02, 1.675659890898300546e+02, 2.112766415800712139e+02, 3.828265961870594083e+02, 1.016102760685285489e+02, 3.859502073211830293e+02
2.084000000000000000e+03, 6.726172336478674652e+02, 7.649420201928601273e+02, 2.802210808516881002e+02, 8.176419349000342152e+01, 1.791534102446166798e+02, 2.611993423198888991e+02, 5.343991539381373741e+02, 3.295388512132038841e+02, 1.677330131367826880e+02, 2.115173616179723410e+02, 3.825384889177939840e+02, 1.017219299596261948e+02, 3.863057408301666555e+02
2.085000000000000000e+03, 6.724951779317517548e+02, 7.647779522587815109e+02, 2.803051901781482798e+02, 8.178081086263497923e+01, 1.791178380208653493e+02, 2.610511784479888888e+02, 5.343932268574989166e+02, 3.295889401463322201e+02, 1.677970965820970264e+02, 2.117259461372830458e+02, 3.824388121174429216e+02, 1.018476637498517334e+02, 3.865794103166982154e+02
2.086000000000000000e+03, 6.724441516652391329e+02, 7.645575009626469409e+02, 2.802724591380547849e+02, 8.163671373749244253e+01, 1.790203519405291956e+02, 2.608756600140251294e+02, 5.343556853910044993e+02, 3.296002625083283419e+02, 1.676511360807269000e+02, 2.118485422429145331e+02, 3.823785202467516910e+02, 1.019533653940827236e+02, 3.868675834430193845e+02
2.087000000000000000e+03, 6.723684221564898280e+02, 7.645715424593792022e+02, 2.801890391065170434e+02, 8.137433484915004556e+01, 1.789442234722543787e+02, 2.606892227694928579e+02, 5.343420194412113915e+02, 3.295889536066239316e+02, 1.675827699921238434e+02, 2.120168576427457197e+02, 3.821623095162087225e+02, 1.020271658523491567e+02, 3.871718027468332366e+02
2.088000000000000000e+03, 6.722414282665620249e+02, 7.646033533900728116e+02, 2.801483255071899521e+02, 8.153741291414787895e+01, 1.788739252851701451e+02, 2.605083564431969876e+02, 5.343133341825682692e+02, 3.296041958297140582e+02, 1.679240915341889888e+02, 2.121272823922560065e+02, 3.820490915474864551e+02, 1.021169149903725497e+02, 3.873286123879957472e+02
2.089000000000000000e+03, 6.720545774312440699e+02, 7.645764824770512860e+02, 2.802095413218901854e+02, 8.172442083788040179e+01, 1.788220540880955696e+02, 2.603679535382423751e+02, 5.343004864169944312e+02, 3.296007561376658828e+02, 1.680983981694988074e+02, 2.122820312927537429e+02, 3.817107813565542074e+02, 1.021811168217837889e+02, 3.876503831611290138e+02
