year, EC-Earth3-Veg, CanESM5, CNRM-ESM2-1, GFDL-ESM4, IPSL-CM6A-LR, INM-CM5-0, UKESM1-0-LL, MPI-ESM1-2-LR, CESM2-WACCM, NorESM2-LM, INM-CM4-8, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L, NorESM2-MM, ACCESS-ESM1-5
2.025000000000000000e+03, 2.766980968746549365e+02, 2.786902650000531025e+02, 2.764569087905720721e+02, 2.770453182662931226e+02, 2.761826245715857908e+02, 2.768929013800552070e+02, 2.764668641027725471e+02, 2.774372420976415015e+02, 2.785017771451243789e+02, 2.772627651763734775e+02, 2.768153387758455324e+02, 2.775727596132813915e+02, 2.774405385070494958e+02, 2.802931675445385622e+02, 2.770324507096172511e+02, 2.790808315376667110e+02
2.026000000000000000e+03, 2.762864365635674631e+02, 2.782047177405976299e+02, 2.765860188569992602e+02, 2.768360292530920788e+02, 2.766008086734214544e+02, 2.771556915995857935e+02, 2.763348128381036872e+02, 2.771981548746060753e+02, 2.781001858110544163e+02, 2.779505873146310932e+02, 2.775460921892088209e+02, 2.765938103632923912e+02, 2.779008732649647300e+02, 2.800112089644052844e+02, 2.767650251166774069e+02, 2.793288710901614422e+02
2.027000000000000000e+03, 2.771140301898941516e+02, 2.782279645245898223e+02, 2.771818767025429793e+02, 2.767389088379568989e+02, 2.763706373326089079e+02, 2.771418222232367725e+02, 2.764776727854394380e+02, 2.769755681875932964e+02, 2.781351197616046420e+02, 2.782552886800570491e+02, 2.771453481073078251e+02, 2.761371726792788195e+02, 2.785662693199702744e+02, 2.800115376673252854e+02, 2.765811711824512145e+02, 2.789713617941577013e+02
2.028000000000000000e+03, 2.765940122805208148e+02, 2.781226641103118595e+02, 2.771538734203963372e+02, 2.770009351168089324e+02, 2.766350949673397963e+02, 2.776321457458703321e+02, 2.764227663251618310e+02, 2.777448935908626595e+02, 2.784538929492375132e+02, 2.787588972366068560e+02, 2.775094405020561226e+02, 2.772842139960795862e+02, 2.777773364107598013e+02, 2.803202167364933644e+02, 2.772060383473578327e+02, 2.792048072406048504e+02
2.029000000000000000e+03, 2.771189006408126829e+02, 2.785162495995257359e+02, 2.770800139337143264e+02, 2.764276843555135770e+02, 2.764738842794358789e+02, 2.770261349453984963e+02, 2.768450244024771223e+02, 2.773600804699606783e+02, 2.782931956240346949e+02, 2.783219009159463440e+02, 2.774549309247736346e+02, 2.773386880866727893e+02, 2.781952327328544357e+02, 2.801293241575425554e+02, 2.770256283259917609e+02, 2.788992305504165756e+02
2.030000000000000000e+03, 2.768326309947642017e+02, 2.784351343767793310e+02, 2.773724921216856956e+02, 2.770037468310068220e+02, 2.765140644875039015e+02, 2.777001449738846190e+02, 2.765762858575314453e+02, 2.770086371025739140e+02, 2.785067794977683775e+02, 2.779802474432401596e+02, 2.776338921774365645e+02, 2.775619947491301218e+02, 2.780831770034559440e+02, 2.793892150066811269e+02, 2.769990748679420562e+02, 2.791727331548471511e+02
2.031000000000000000e+03, 2.771945688912936134e+02, 2.787806688280228968e+02, 2.776629259183596332e+02, 2.765582867223041035e+02, 2.763664086223523100e+02, 2.773427068957127517e+02, 2.774817499208231197e+02, 2.767193816239530406e+02, 2.791108459199053868e+02, 2.785295540623362740e+02, 2.775675113207531126e+02, 2.770981476252950984e+02, 2.774329039429723025e+02, 2.799586340783121727e+02, 2.771030335449619884e+02, 2.785389851177919240e+02
2.032000000000000000e+03, 2.771515306393210949e+02, 2.786693754801820546e+02, 2.777273884072309329e+02, 2.764731086651332248e+02, 2.764897039698716981e+02, 2.777868435768148743e+02, 2.779478477412291682e+02, 2.769448911254931431e+02, 2.785904225179740479e+02, 2.781300811155466022e+02, 2.774585143767596946e+02, 2.777293853964284267e+02, 2.776825700628381810e+02, 2.809324960596310916e+02, 2.771979347352972809e+02, 2.790431219527526991e+02
2.033000000000000000e+03, 2.765351792429078159e+02, 2.789844497086743331e+02, 2.771585626412743864e+02, 2.769197343278867152e+02, 2.766069066970693484e+02, 2.780771106697285404e+02, 2.773686998900434446e+02, 2.772258004573909602e+02, 2.783025455951744220e+02, 2.785369852109719773e+02, 2.772808542846553905e+02, 2.775195656709235550e+02, 2.788681679663921500e+02, 2.806773130701110404e+02, 2.775937124365519821e+02, 2.787615667224968092e+02
2.034000000000000000e+03, 2.767215770909106709e+02, 2.791383933300554645e+02, 2.778568008726044241e+02, 2.773691285517882648e+02, 2.768091627097420542e+02, 2.780014823455323949e+02, 2.770952714741912928e+02, 2.771428309524949327e+02, 2.782456037278330427e+02, 2.789235154949680009e+02, 2.775769836454442725e+02, 2.773776551291526289e+02, 2.786481532597146611e+02, 2.799395853258067746e+02, 2.770386897287429520e+02, 2.790553364915713246e+02
2.035000000000000000e+03, 2.771270087200701369e+02, 2.791731866671405555e+02, 2.776871260444136738e+02, 2.769819492178777409e+02, 2.771156841931629629e+02, 2.784018439804722789e+02, 2.776537598168862928e+02, 2.769237761669813267e+02, 2.790331670104314412e+02, 2.783805485247318074e+02, 2.780674222759266172e+02, 2.773871002570954261e+02, 2.787357430792725381e+02, 2.806741025180918427e+02, 2.769314276799535719e+02, 2.784006803571255091e+02
2.036000000000000000e+03, 2.772985252279850670e+02, 2.785881665510074185e+02, 2.775956685480088026e+02, 2.771473245381175730e+02, 2.771321035421816532e+02, 2.778307839290354764e+02, 2.782994816911978546e+02, 2.772240512889979414e+02, 2.788554948662387005e+02, 2.788514640712933783e+02, 2.777521818308925958e+02, 2.777472774172568961e+02, 2.782350766314099246e+02, 2.812486776071693271e+02, 2.772870591546548553e+02, 2.788571514455251759e+02
2.037000000000000000e+03, 2.772187330345868190e+02, 2.790716475339074236e+02, 2.771100021589061271e+02, 2.774777030190426785e+02, 2.770285615634631426e+02, 2.777154481771313499e+02, 2.778954073307148178e+02, 2.773526110092298040e+02, 2.791729929684172475e+02, 2.787108405643382980e+02, 2.771013138565043050e+02, 2.781548152035651924e+02, 2.787558254225178871e+02, 2.810010928211094665e+02, 2.782242215068470159e+02, 2.794017572915892629e+02
2.038000000000000000e+03, 2.776072033699938970e+02, 2.789370259627791029e+02, 2.769542550991029657e+02, 2.770482893762828667e+02, 2.769174435373373626e+02, 2.777644003752699291e+02, 2.782198177555694087e+02, 2.773779256205286288e+02, 2.795432618535635925e+02, 2.784435785879461491e+02, 2.772302249551062232e+02, 2.775521468724281817e+02, 2.791367664418543768e+02, 2.808994771422076724e+02, 2.775859332566961939e+02, 2.798902377455466421e+02
2.039000000000000000e+03, 2.777036443751918569e+02, 2.793752757088645353e+02, 2.775152591640543847e+02, 2.769748341236131637e+02, 2.780001424369962706e+02, 2.783805854776623505e+02, 2.782196445202582140e+02, 2.777628947809324700e+02, 2.789350051722569788e+02, 2.785646576683158173e+02, 2.778094726248884854e+02, 2.778733511372934686e+02, 2.792927202340554800e+02, 2.802432502891755917e+02, 2.776248624488370069e+02, 2.795800328967625887e+02
2.040000000000000000e+03, 2.773552374431499743e+02, 2.793885367931013661e+02, 2.775862818617470680e+02, 2.770161055390967704e+02, 2.776309804065855360e+02, 2.784049525440057664e+02, 2.778394005410021919e+02, 2.777127520765008057e+02, 2.795718770509449200e+02, 2.785646379891495030e+02, 2.773033925279514733e+02, 2.783127753506622071e+02, 2.788990641018057772e+02, 2.806262340585859079e+02, 2.768512016235787314e+02, 2.790940187823158567e+02
2.041000000000000000e+03, 2.767506872592075524e+02, 2.794139400758839997e+02, 2.779841554291351144e+02, 2.768200468354564237e+02, 2.774832861129268622e+02, 2.784608418551533759e+02, 2.783920297222810518e+02, 2.775599920259854230e+02, 2.797307534457826819e+02, 2.784949660781601324e+02, 2.778840180257599854e+02, 2.779940329117099509e+02, 2.790929185039630624e+02, 2.810434459667182523e+02, 2.776002038327137598e+02, 2.789395709962539058e+02
2.042000000000000000e+03, 2.772887635779511015e+02, 2.793419844026625469e+02, 2.769729419454567392e+02, 2.773273861348616265e+02, 2.778327463890526019e+02, 2.783450591372277927e+02, 2.782257258007186351e+02, 2.779793168142675199e+02, 2.790695773272295810e+02, 2.789354762230566962e+02, 2.774486702232935045e+02, 2.782542334945389939e+02, 2.787537539831013760e+02, 2.812020794278021754e+02, 2.771611412415497853e+02, 2.792467351888651592e+02
2.043000000000000000e+03, 2.774066892042173436e+02, 2.789208906871587033e+02, 2.779987264131584652e+02, 2.773314645800320477e+02, 2.774838042789297674e+02, 2.777109226934787216e+02, 2.778125795734612780e+02, 2.776839105607281226e+02, 2.800406925518919934e+02, 2.787781622743617049e+02, 2.776110552800341225e+02, 2.778157120364273851e+02, 2.792817038351567476e+02, 2.808232361334733582e+02, 2.783977817783576256e+02, 2.794429062458332851e+02
2.044000000000000000e+03, 2.776747147011470247e+02, 2.793763212180809319e+02, 2.770512721334314961e+02, 2.771913981959563102e+02, 2.773565648083795168e+02, 2.779974752992278013e+02, 2.781980628947259788e+02, 2.779283248272990932e+02, 2.789606452787460853e+02, 2.793168769067369794e+02, 2.778020640583799832e+02, 2.785351249805432303e+02, 2.795081045398255810e+02, 2.807583937757908643e+02, 2.776681878351197952e+02, 2.793269322615687997e+02
2.045000000000000000e+03, 2.776759959806609572e+02, 2.800148388143159650e+02, 2.776256335901124999e+02, 2.772091404665454775e+02, 2.779425686092453134e+02, 2.787852071316319211e+02, 2.780068066596084577e+02, 2.780795839192231256e+02, 2.797816758057615516e+02, 2.785855490604025704e+02, 2.776578640316216138e+02, 2.786733510225842565e+02, 2.797727080312864700e+02, 2.812374783737298571e+02, 2.776136559477061496e+02, 2.790792936754427274e+02
2.046000000000000000e+03, 2.777803648343787017e+02, 2.799139883788290604e+02, 2.779245885186260807e+02, 2.777142207367599553e+02, 2.781036141452703987e+02, 2.788496564773772093e+02, 2.784222853897555296e+02, 2.783633501103609547e+02, 2.798620820711312263e+02, 2.789135084270920402e+02, 2.781387688134045106e+02, 2.780840293797228355e+02, 2.793512013161401910e+02, 2.813978931741184510e+02, 2.778133730827556178e+02, 2.794791648207120716e+02
2.047000000000000000e+03, 2.776135176363684423e+02, 2.797364501420956344e+02, 2.777045724086442533e+02, 2.775776531985936799e+02, 2.783321497025856956e+02, 2.786667517160774423e+02, 2.782879249147702581e+02, 2.779720355603411122e+02, 2.792863285836835416e+02, 2.786017339947078426e+02, 2.780607393784216015e+02, 2.783102386610193548e+02, 2.799319911826846692e+02, 2.811574617409721100e+02, 2.782382064759217428e+02, 2.797822290467171342e+02
2.048000000000000000e+03, 2.786823584816572179e+02, 2.804113314101447259e+02, 2.774501338905187140e+02, 2.779638188789572268e+02, 2.780068348727725720e+02, 2.786560251814086087e+02, 2.785067906125746617e+02, 2.783411876397389051e+02, 2.793091122296713706e+02, 2.788149096061273440e+02, 2.783181630449138311e+02, 2.789263075597530133e+02, 2.797225922942798206e+02, 2.807338883313933593e+02, 2.781076410119966908e+02, 2.795069937098968467e+02
2.049000000000000000e+03, 2.779000802590535386e+02, 2.801798430029693350e+02, 2.780136724623999953e+02, 2.778168563680162606e+02, 2.783315433914103210e+02, 2.789665262417281610e+02, 2.788562728736588383e+02, 2.780411485412350316e+02, 2.802370026818474571e+02, 2.789482921005302387e+02, 2.774875830073429483e+02, 2.787895172260282379e+02, 2.802941729813277902e+02, 2.810055015694146618e+02, 2.774767635584111645e+02, 2.793891583562498795e+02
2.050000000000000000e+03, 2.778605550406192606e+02, 2.808063954733940477e+02, 2.780970772277594847e+02, 2.772280705363094739e+02, 2.785989743921174409e+02, 2.779964965006711282e+02, 2.792632769482967774e+02, 2.781111884844990527e+02, 2.796249764708530847e+02, 2.795360973766632355e+02, 2.777688478666083256e+02, 2.784413150126399046e+02, 2.794382633612592599e+02, 2.815516742457099895e+02, 2.778510133064229422e+02, 2.801062654035446258e+02
2.051000000000000000e+03, 2.781145748516965455e+02, 2.804898803769058873e+02, 2.776760177378523053e+02, 2.775403659841859962e+02, 2.785915389500320885e+02, 2.782762302602397995e+02, 2.787569356442289745e+02, 2.780845939139414895e+02, 2.796195394455103838e+02, 2.792815732592328573e+02, 2.783822138659980965e+02, 2.784426376951571456e+02, 2.801609286427536176e+02, 2.816695584755216260e+02, 2.788514516112253432e+02, 2.797696829685607440e+02
2.052000000000000000e+03, 2.781055682334701373e+02, 2.804896053326865513e+02, 2.774845528048041956e+02, 2.776896468272935294e+02, 2.780888532955316919e+02, 2.781137316771263386e+02, 2.792621816748099945e+02, 2.778803671728825293e+02, 2.801589725369015014e+02, 2.789388617217904880e+02, 2.784957741416198473e+02, 2.791369838060320490e+02, 2.802837666000867216e+02, 2.809418177569610862e+02, 2.790264847534775186e+02, 2.792582896876273821e+02
2.053000000000000000e+03, 2.787303692985603334e+02, 2.807164985685636793e+02, 2.785495656534597515e+02, 2.774507013844963126e+02, 2.789866512183351119e+02, 2.784675188786144986e+02, 2.800455440837865808e+02, 2.781260592960487088e+02, 2.798980114305294364e+02, 2.790012105990284113e+02, 2.787966352539539798e+02, 2.791766357243112111e+02, 2.806195992025276382e+02, 2.810232573868968871e+02, 2.789086467559455969e+02, 2.797618416856369095e+02
2.054000000000000000e+03, 2.786536585470046816e+02, 2.809874394160519842e+02, 2.777862968015752472e+02, 2.778759367903624025e+02, 2.788809520889333839e+02, 2.779145513363941404e+02, 2.790636120385132699e+02, 2.779245519295877216e+02, 2.804035773376135126e+02, 2.788513738290163246e+02, 2.785892322994321262e+02, 2.793743233077626087e+02, 2.802725907842113315e+02, 2.814575343297271957e+02, 2.784690386373704314e+02, 2.796241389418915446e+02
2.055000000000000000e+03, 2.783823114126406608e+02, 2.808324929226228619e+02, 2.789512289990371983e+02, 2.779610857192295157e+02, 2.785925162620847573e+02, 2.787803244669050287e+02, 2.793784232446685678e+02, 2.778592061824735424e+02, 2.802304619899467184e+02, 2.793534231600630164e+02, 2.780946772540748952e+02, 2.789850381374300810e+02, 2.799393807704424262e+02, 2.820407217534266238e+02, 2.781535367221565593e+02, 2.797610023666769052e+02
2.056000000000000000e+03, 2.772083864949931922e+02, 2.805809101489239765e+02, 2.780870623368248857e+02, 2.779691973555310369e+02, 2.785811311555065117e+02, 2.791112740909400145e+02, 2.794917335189310279e+02, 2.787294736395735981e+02, 2.805793148974412361e+02, 2.797576510813962614e+02, 2.788408009650787562e+02, 2.792579197356969871e+02, 2.801557891674473240e+02, 2.812987026490773701e+02, 2.791549610846225278e+02, 2.803627926766116047e+02
2.057000000000000000e+03, 2.777900238900650720e+02, 2.804193586749914289e+02, 2.781432380391149195e+02, 2.786349416817906217e+02, 2.787570425555434781e+02, 2.785977329597660628e+02, 2.799055425965230484e+02, 2.786432730409932788e+02, 2.807470322986666247e+02, 2.799732911709785412e+02, 2.781547507597560411e+02, 2.789222611491335897e+02, 2.800190444408571580e+02, 2.814109738049472753e+02, 2.799450680832541138e+02, 2.802075416395163074e+02
2.058000000000000000e+03, 2.776903089248518768e+02, 2.806029127704444477e+02, 2.786268007198094665e+02, 2.787451456291919385e+02, 2.789741881667319490e+02, 2.784143579405438800e+02, 2.799093499184099869e+02, 2.781591614291037331e+02, 2.803491198669855748e+02, 2.802482188172773476e+02, 2.788463398573182417e+02, 2.799146731735885965e+02, 2.806589227932028052e+02, 2.819467533100934702e+02, 2.786962813332432347e+02, 2.806287761483306440e+02
2.059000000000000000e+03, 2.782949023150139283e+02, 2.811047536779885831e+02, 2.788411872114212997e+02, 2.785555730005206669e+02, 2.783927361400257610e+02, 2.788368443912254975e+02, 2.801704798985507523e+02, 2.789009924261022206e+02, 2.807141035194196661e+02, 2.790082981346432121e+02, 2.790263957714794856e+02, 2.797055855690215367e+02, 2.806213611829019783e+02, 2.821904069494741520e+02, 2.781710541692597189e+02, 2.807960434159374472e+02
2.060000000000000000e+03, 2.785784278133295402e+02, 2.814177212376558259e+02, 2.788309504006131760e+02, 2.787262872232047926e+02, 2.784148693445093841e+02, 2.790515492241503352e+02, 2.801400442160614830e+02, 2.785933214980432808e+02, 2.798250966346245150e+02, 2.791502836983842144e+02, 2.787023697789388166e+02, 2.798712307489247451e+02, 2.801796374473799460e+02, 2.818186151492704994e+02, 2.782109880944924498e+02, 2.804206741784754513e+02
2.061000000000000000e+03, 2.790674538719168822e+02, 2.817735832849758140e+02, 2.784688175602291835e+02, 2.784673418863961842e+02, 2.788574908774997994e+02, 2.788819688485926349e+02, 2.799143889109665793e+02, 2.790462177810230742e+02, 2.803843407059206925e+02, 2.795899111362753615e+02, 2.791118304116673698e+02, 2.795328220974138844e+02, 2.803706329257862535e+02, 2.816600814731355626e+02, 2.786468935731542160e+02, 2.800533664034540493e+02
2.062000000000000000e+03, 2.789826466667954605e+02, 2.816442948079476309e+02, 2.787476167645780833e+02, 2.790410080401735513e+02, 2.789201669567290764e+02, 2.786640678723289284e+02, 2.793788620998829515e+02, 2.788851440291767290e+02, 2.802875585999200325e+02, 2.795697120343955930e+02, 2.781567250660963850e+02, 2.792028950536260368e+02, 2.805929910250944204e+02, 2.816456540143581151e+02, 2.793232407998306712e+02, 2.806109225456434615e+02
2.063000000000000000e+03, 2.790689899384925070e+02, 2.818082154048508983e+02, 2.796309904123932029e+02, 2.780272016966530373e+02, 2.800498197240253262e+02, 2.788740827227328509e+02, 2.795354066100659338e+02, 2.792405003579378899e+02, 2.808258585147935946e+02, 2.794627686047326733e+02, 2.791792438447739073e+02, 2.800072547261745513e+02, 2.804332867171530665e+02, 2.819537827548867881e+02, 2.790562560981410911e+02, 2.806989067339592907e+02
2.064000000000000000e+03, 2.795592080393995502e+02, 2.821167701448737262e+02, 2.787874718963178680e+02, 2.786724473947408569e+02, 2.797610167371354919e+02, 2.786631900141221649e+02, 2.798079188215796194e+02, 2.790944696132750096e+02, 2.809188419867494986e+02, 2.795318306511196624e+02, 2.791167470575978200e+02, 2.796988073555369851e+02, 2.806114784587857685e+02, 2.817701517521304027e+02, 2.786683116437310446e+02, 2.807529993892495668e+02
2.065000000000000000e+03, 2.788596361731733850e+02, 2.816055156446949468e+02, 2.796519505548342863e+02, 2.782364526704548666e+02, 2.788499845647230018e+02, 2.789141560379549674e+02, 2.798763808966403985e+02, 2.788380027213074754e+02, 2.805967069126120919e+02, 2.798767258013173205e+02, 2.793281175560596807e+02, 2.802170933072157482e+02, 2.810242689960431335e+02, 2.812819426331019486e+02, 2.788729146226425541e+02, 2.804440230802627525e+02
2.066000000000000000e+03, 2.791196701777561202e+02, 2.810383636793323490e+02, 2.783791022339464121e+02, 2.785035147812509990e+02, 2.796592090401119890e+02, 2.790206296189377326e+02, 2.801601638166255270e+02, 2.787979792684625977e+02, 2.811178377164850986e+02, 2.800055767466213865e+02, 2.788161894577232829e+02, 2.797317152776357716e+02, 2.810038262813772008e+02, 2.821695299594244375e+02, 2.795478362327083914e+02, 2.806171467245825397e+02
2.067000000000000000e+03, 2.794540274396588870e+02, 2.816596921106215063e+02, 2.787089246247773531e+02, 2.788586608426463727e+02, 2.796835614231208638e+02, 2.787468799191046287e+02, 2.801180685443628136e+02, 2.789993933681231510e+02, 2.806790821789197707e+02, 2.800126227426258652e+02, 2.795477037642895652e+02, 2.802231345139310861e+02, 2.811673236956393112e+02, 2.822251990186401827e+02, 2.791405910499785250e+02, 2.814074099187490674e+02
2.068000000000000000e+03, 2.798635185204160507e+02, 2.821791551368347655e+02, 2.785809696341941617e+02, 2.784541801970183883e+02, 2.795012162843114538e+02, 2.795079570158325737e+02, 2.805419832279810635e+02, 2.791891367872892147e+02, 2.808577116501138562e+02, 2.803877479120095586e+02, 2.790258573701905789e+02, 2.800794776959149317e+02, 2.813189041670863730e+02, 2.821827009041348333e+02, 2.793509633730915880e+02, 2.808483900726059801e+02
2.069000000000000000e+03, 2.798253327178490508e+02, 2.823808620515478083e+02, 2.793795762171681645e+02, 2.796545876044530132e+02, 2.790431799771461101e+02, 2.796650773689097491e+02, 2.805053957501621653e+02, 2.791899813640425805e+02, 2.813740819621066862e+02, 2.800079483574540404e+02, 2.791766235946950587e+02, 2.802548439519875956e+02, 2.813573120042058804e+02, 2.820359253435515257e+02, 2.796390026047690185e+02, 2.812003740482504668e+02
2.070000000000000000e+03, 2.797643002113389912e+02, 2.828314461687977541e+02, 2.786399024563909848e+02, 2.789769858823888171e+02, 2.791179433606437215e+02, 2.793266604407941145e+02, 2.809820890981512207e+02, 2.793727918078408834e+02, 2.809342466070580713e+02, 2.802576577010913184e+02, 2.790980829037328022e+02, 2.811049930224847344e+02, 2.812339520409282159e+02, 2.821360770753320253e+02, 2.792033713256328724e+02, 2.809748949083941056e+02
2.071000000000000000e+03, 2.799551148798687450e+02, 2.821021104996902977e+02, 2.793047123102750220e+02, 2.792482149869264276e+02, 2.803406952905309026e+02, 2.790933459770438390e+02, 2.805417561206697314e+02, 2.795949228074748021e+02, 2.812359898123331732e+02, 2.799885926956787330e+02, 2.799572652784570437e+02, 2.811676553129594822e+02, 2.811160638570843275e+02, 2.826892221594635544e+02, 2.793750034851098576e+02, 2.811493476445569968e+02
2.072000000000000000e+03, 2.802018009627443007e+02, 2.823385412016769465e+02, 2.790535564007380458e+02, 2.789602515146629003e+02, 2.808036076075265441e+02, 2.792862801235975212e+02, 2.808799616943771298e+02, 2.798114776081277455e+02, 2.812985276746884438e+02, 2.809622407663207468e+02, 2.789828917160079413e+02, 2.801560011815431608e+02, 2.808043888726429600e+02, 2.825726511809313592e+02, 2.796816050880693183e+02, 2.813616728947138768e+02
2.073000000000000000e+03, 2.799203850157518332e+02, 2.822377516289398045e+02, 2.794805490640854941e+02, 2.791117143602131137e+02, 2.795386446950041091e+02, 2.796091691494866041e+02, 2.807013644197330677e+02, 2.794494182108450673e+02, 2.817263868286777324e+02, 2.803784372600601387e+02, 2.797147217877845264e+02, 2.802714177986256345e+02, 2.811463779684060569e+02, 2.824550573417682813e+02, 2.797684782901583276e+02, 2.812275477689353806e+02
2.074000000000000000e+03, 2.795783130861495920e+02, 2.820164889295675721e+02, 2.788906628616083481e+02, 2.796167544172498651e+02, 2.801678318890520814e+02, 2.798212485466505086e+02, 2.816089607796066048e+02, 2.793521797363480346e+02, 2.818865451479317130e+02, 2.798021335866239383e+02, 2.796164677157838128e+02, 2.803482019576800326e+02, 2.816141594387079294e+02, 2.822343147424808762e+02, 2.791099632970095286e+02, 2.815193731692795041e+02
2.075000000000000000e+03, 2.799662070385651305e+02, 2.826376873765292999e+02, 2.803673612408234135e+02, 2.792365281245080837e+02, 2.805202896649542481e+02, 2.795827881586495778e+02, 2.807372274317766596e+02, 2.792782926236035337e+02, 2.815054233034870776e+02, 2.808114819438099516e+02, 2.795276478988907911e+02, 2.810184946281355565e+02, 2.820714377349916049e+02, 2.828000243915785745e+02, 2.796036720055381579e+02, 2.815234137171000270e+02
2.076000000000000000e+03, 2.809956315232040538e+02, 2.822261975263858176e+02, 2.796887993714680647e+02, 2.789617386368797725e+02, 2.804437143606446625e+02, 2.800536583690100088e+02, 2.810976110870338402e+02, 2.795040134694813219e+02, 2.815508502388846637e+02, 2.801943973282932348e+02, 2.797007637915389182e+02, 2.814136588827018954e+02, 2.817386588103233294e+02, 2.830054211573837506e+02, 2.797307322558049236e+02, 2.811148922692967744e+02
